,Concept_ID,ja,ga
837,nur::ADV,～だけ,amháin
838,nur::ADV,～だけ,níl ach
839,schon::ADV,もう,cheana
840,schon::ADV,もう,cheana féin
841,wieder::ADV,再び,arís
842,wieder::ADV,再び,athuair
843,vergebens::ADV,無駄に,amú
844,vergebens::ADV,無駄に,in aisce
845,vor::PRP,前に,ar thosach
846,hinter::PRP,後ろに,laistiar de
847,hinter::PRP,後ろに,taobh thiar de
848,unter::PRP,下に,faoi
849,durch::PRP,通して,trí
850,neben::PRP,横に,taobh le
851,neben::PRP,横に,in aice le
852,zwischen::PRP,間に,idir
853,wegen::PRP,為に,de bharr
854,wegen::PRP,為に,mar gheall ar
855,wegen::PRP,せいで,de bharr
856,wegen::PRP,せいで,mar gheall ar
857,dies::PRN,これ,seo
858,das::PRN,それ,sin
859,alles::PRN,全部,gach rud
860,ich::PRN,私,mé
861,ich::PRN,私,mise
862,du::PRN,あなた,tú
863,du::PRN,あなた,tusa
864,er::PRN,彼,sé
865,er::PRN,彼,seisean
866,wir::PRN,私達,sinn
867,ihr::PRN,あなた達,sibh
868,ihr::PRN,あなた達,sibhse
869,sie::PRN,彼ら,siad
870,sie::PRN,彼ら,siadsan
871,was::FPRN,何,cad
872,was::FPRN,何,céard
873,wer::FPRN,誰,cé
874,wer::FPRN,どなた,cé
875,wo::FADV,どこ,cá
876,wo::FADV,どこ,cén áit
877,wo::FADV,どこに,cá
878,wo::FADV,どこに,cén áit
879,wohin::FADV,どこへ,cá
880,wohin::FADV,どこへ,cén áit
881,wie::FADV,どう,conas
882,wie::FADV,どう,cén chaoi
883,warum::FADV,何故,cén fáth
884,warum::FADV,何故,cad chuige
885,warum::FADV,どうして,cén fáth
886,warum::FADV,どうして,cad chuige
887,wieviel::FNUM,どのくらい,cá mhéad
888,eins::NUM,一,aon
889,zwei::NUM,二,dhá
890,zwei::NUM,二つ,dhá
891,drei::NUM,三,trí
892,drei::NUM,三つ,trí
893,vier::NUM,四,ceathair
894,vier::NUM,四つ,ceathair
895,fünf::NUM,五,cúig
896,fünf::NUM,五つ,cúig
897,sechs::NUM,六,sé
898,sechs::NUM,六つ,sé
899,sieben::NUM,七,seacht
900,sieben::NUM,七つ,seacht
901,acht::NUM,八,ocht
902,acht::NUM,八つ,ocht
903,neun::NUM,九,naoi
904,neun::NUM,九つ,naoi
905,zehn::NUM,十,deich
906,elf::NUM,十一,aon déag
907,zwölf::NUM,十二,dó dhéag
908,zwanzig::NUM,二十,fiche
909,dreißig::NUM,三十,tríocha
910,vierzig::NUM,四十,daichead
911,vierzig::NUM,四十,ceathracha
912,fünfzig::NUM,五十,caoga
913,sechzig::NUM,六十,seasca
914,siebzig::NUM,七十,seachtó
915,achtzig::NUM,八十,ochtó
916,neunzig::NUM,九十,nócha
917,hundert::NUM,百,céad
918,tausend::NUM,千,míle
919,und::CNJ,-と,agus
920,und::CNJ,そして,agus
921,oder::CNJ,或いは,nó
922,stehen::V,立っている,seas
923,sitzen::V,座っている,suigh
924,liegen::V,横になっている,luigh
925,hängen::V,掛かっている,tá crochta
926,werden::V,なる,éirigh
927,passieren::V,起こる,tarlaigh
928,beginnen::V,始まる,tosaigh
929,enden::V,終わる,críochnaigh
930,wechseln::V,変わる,athraigh
931,aufgehen[Sonne]::V,出る,éirigh
932,untergehen[Sonne]::V,沈む,fuin
933,untergehen[Sonne]::V,沈む,téigh faoi
934,scheinen[Sonne]::V,輝く,taitin
935,scheinen[Sonne]::V,輝く,soilsigh
936,donnern::V,雷が鳴る,tá toirneach ann
937,wehen::V,吹く,séid
938,strömen::V,流れる,sil
939,fließen::V,流れる,rith
940,fließen::V,流れる,snigh
941,sich drehen::V,回転する,cas
942,sich drehen::V,回転する,imrothlaigh
943,schwanken::V,揺れる,luasc
944,schwingen::V,振動する,luasc
945,fallen::V,落ちる,tit
946,brennen::V,燃える,dóigh
947,rauchen::V,煙を出す,plúch toite
948,regnen::V,雨が降る,báistigh
949,regnen::V,雨が降る,tá ag cur báistí
950,gefrieren::V,凍る,sioc
951,gefrieren::V,凍る,reoigh
952,tauen::V,溶ける,leáigh
953,tauen::V,溶ける,coscair
954,schmelzen::V,溶ける,leáigh
955,trocknen::V,乾く,triomaigh
956,sieden::V,沸く,fiuch
957,sieden::V,沸く,beirigh
958,faulen::V,腐る,lobh
959,faulen::V,腐る,dreoigh
960,verfaulen::V,朽ちる,lobh
961,verfaulen::V,朽ちる,feoigh
962,reißen::V,切れる,bris
963,versinken::V,沈む,téigh síos
964,vergehen::V,経つ,téigh thart
965,erscheinen::V,現れる,tar
966,verschwinden::V,消える,imigh
967,sinken::V,下がる,tit
968,sinken::V,下がる,ísligh
969,abnehmen::V,減る,maolaigh
970,abnehmen::V,減る,laghdaigh
971,zunehmen::V,増える,méadaigh
972,steigen::V,上がる,éirigh
973,wachsen::V,伸びる,fás
974,glänzen::V,輝く,lonraigh
975,funkeln::V,ぴかぴか光る,drithligh
976,lärmen::V,騒ぐ,tóg callán
977,läuten::V,鳴る,buail
978,klingeln::V,鳴る,buail
979,klirren::V,がらんがらんと鳴る,cling
980,brausen::V,逆巻く,búir
981,rauschen::V,戦ぐ,tá ag siosarnach
982,klingen::V,鳴る,tá glór ag
983,bellen::V,吠える,amhastraigh
984,heulen::V,きゃんきゃん鳴く,glam
985,blasen::V,吹く,séid
986,pfeifen::V,口笛を吹く,lig fead
987,schreien::V,叫ぶ,béic
988,schreien::V,叫ぶ,glaoigh
989,stöhnen::V,うめく,lig cnead
990,zittern::V,震える,crith
991,zittern::V,震える,creathnaigh
992,leben::V,生きている,mair
993,geboren werden::V,生まれる,rugadh
994,atmen::V,呼吸する,análaigh
995,trinken::V,飲む,ól
996,essen::V,食べる,ith
997,schlucken::V,飲み込む,slog
998,müde werden::V,眠くなる,tuirsigh
999,einschlafen::V,寝付く,tit ina chodladh
1000,schlafen::V,眠る,codail
1001,aufwachen::V,目が覚める,múscail
1002,aufstehen::V,起きる,éirigh
1003,sich erholen::V,休養する,lig scíth
1004,krank werden::V,病気になる,éirigh tinn
1005,krank sein::V,病気である,tá tinn
1006,schmerzen::V,痛む,tá pian i
1007,husten::V,咳をする,déan casacht
1008,genesen::V,元気になる,téarnaigh
1009,sterben::V,死ぬ,éag
1010,sterben::V,死ぬ,faigh bás
1011,sterben::V,亡くなる,éag
1012,sterben::V,亡くなる,faigh bás
1013,umkommen::V,死亡する,caill
1014,sich bewegen::V,移動する,bog
1015,sich bewegen::V,移動する,gluais
1016,sich rühren::V,動く,corraigh
1017,sich erheben::V,立ち上がる,seas suas
1018,sich setzen::V,座る,suigh
1019,hinfallen::V,転ぶ,tit
1020,laufen::V,歩く,siúil
1021,schreiten::V,跨ぐ,siúil
1022,spazierengehen::V,散歩する,téigh ag spaisteoireacht
1023,eilen::V,急ぐ,deifrigh
1024,eilen::V,急ぐ,brostaigh
1025,sich beeilen::V,焦る,deifrigh
1026,sich beeilen::V,焦る,déan deifir
1027,sausen::V,疾駆する,luathaigh
1028,rennen::V,走る,rith
1029,springen::V,跳ぶ,léim
1030,klettern::V,よじ登る,dreap
1031,schaukeln::V,ぶらんこに乗る,téigh ar an maide corrach
1032,kriechen::V,這う,snámh
1033,schwimmen::V,泳ぐ,snámh
1034,tauchen::V,潜る,tum
1035,rudern::V,漕ぐ,iomair
1036,rudern::V,漕ぐ,rámhaigh
1037,fahren::V,行く,tiomáin
1038,fahren::V,乗車する,tiomáin
1039,fliegen::V,飛ぶ,eitil
1040,gehen::V,行く,téigh
1041,weggehen::V,立ち去る,imigh
1042,abfahren::V,出発する,imigh
1043,anhalten::V,止まる,stad
1044,hineingehen::V,入る,téigh isteach
1045,eintreten::V,中に入る,téigh isteach
1046,kommen::V,来る,tar
1047,ankommen::V,着く,tar
1048,ankommen::V,到着する,tar
1049,zurückkommen::V,帰る,fill
1050,bleiben::V,留まる,fan
1051,warten::V,待つ,fan
1052,erwarten::V,期待する,tá ag súil le
1053,erwarten::V,期待する,tá ag dréim le
1054,suchen::V,探る,lorg
1055,finden::V,見つける,faigh
1056,finden::V,見つける,aimsigh
1057,versuchen::V,試す,triail
1058,vorbereiten::V,準備する,réitigh
1059,lieben::V,愛する,gráigh
1060,mögen::V,好きである,taitin le
1061,mögen::V,好きである,is maith le
1062,lachen::V,笑う,gáir
1063,rühren::V,感情を動かす,téigh i bhfeidhm ar
1064,weinen::V,泣く,goil
1065,weinen::V,泣く,caoin
1066,schimpfen::V,叱る,tá ag clamhsán
1067,sich ärgern::V,怒る,tá corraithe
1068,sich ärgern::V,腹を立てる,tá corraithe
1069,sich fürchten::V,怖がる,tá eagla ar
1070,fürchten::V,恐れる,tá eagla ar
1071,fliehen::V,逃げる,teith
1072,flüchten::V,逃亡する,éalaigh
1073,sehen::V,見る,feic
1074,anschauen::V,眺める,dearc
1075,anschauen::V,眺める,féach ar
1076,ansehen::V,見る,breathnaigh
1077,hören::V,聞く,cluin
1078,zuhören::V,聴く,éist
1079,probieren::V,食べてみる,bliais
1080,riechen::V,気取る,bolaigh
1081,fühlen::V,感じる,braith
1082,fühlen::V,感じる,mothaigh
1083,scheinen::V,ように見える,tá an chuma ar
1084,zu sehen sein::V,見える,tá le feiceáil
1085,vernehmen::V,承る,clois
1086,frieren::V,寒気がする,tá fuar
1087,tun::V,する,déan
1088,können::V,出来る,féad
1089,können::V,出来る,is féidir le
1090,wollen::V,-たい,tá ag iarraidh
1091,anfangen::V,始める,tosaigh
1092,anfangen::V,始める,cuir tús le
1093,beenden::V,終える,críochnaigh
1094,beenden::V,終える,cuir deireadh le
1095,aufhören::V,止める,stad
1096,gelingen::V,成功する,éirigh le
1097,geraten::V,当たる,tá deireadh ar
1098,öffnen::V,開く,oscail
1099,öffnen::V,開ける,oscail
1100,schließen::V,閉める,dún
1101,schließen::V,閉める,iaigh
1102,stellen::V,置く,cuir
1103,stellen::V,据える,cuir
1104,setzen::V,座らせる,cuir
1105,setzen::V,座らせる,socraigh
1106,legen::V,置く,cuir
1107,berühren::V,触る,teagmhaigh le
1108,berühren::V,触れる,teagmhaigh le
1109,verbinden::V,結びつける,ceangail
1110,bedecken::V,覆う,clúdaigh
1111,bedecken::V,覆う,cumhdaigh
1112,aufhängen::V,掛ける,croch
1113,anzünden::V,燃やす,las
1114,anzünden::V,燃やす,adhain
1115,anzünden::V,火をつける,las
1116,anzünden::V,火をつける,adhain
1117,aufheben::V,拾う,tóg
1118,aufheben::V,拾う,ardaigh
1119,zurücklassen::V,残す,fág
1120,verlieren::V,無くす,caill
1121,fallen lassen::V,落とす,lig uait
1122,fallen lassen::V,落とす,caith uait
1123,machen::V,作る,déan
1124,machen::V,作る,réitigh
1125,herstellen::V,製造する,táirg
1126,bauen::V,建設する,tóg
1127,reparieren::V,直す,deisigh
1128,reparieren::V,修理する,deisigh
1129,verbessern::V,改良する,feabhsaigh
1130,ändern::V,変える,athraigh
1131,graben::V,掘る,tochail
1132,beugen::V,折る,crom
1133,biegen::V,曲げる,lúb
1134,drehen::V,回す,cas
1135,wenden::V,裏返す,tiontaigh
1136,umdrehen::V,裏返す,iompaigh
1137,umdrehen::V,裏返す,tiontaigh
1138,heben::V,挙げる,ardaigh
1139,hochheben::V,持ち上げる,tóg
1140,ergreifen::V,取り上げる,beir ar
1141,halten::V,持つ,coimeád
1142,halten::V,持つ,coinnigh
1143,drücken::V,押す,brúigh
1144,schieben::V,ずらす,brúigh
1145,kratzen::V,引っ掻く,scríob
1146,lecken::V,なめる,ligh
1147,lecken::V,なめる,leadhb
1148,beißen::V,噛む,bain greim as
1149,abreißen::V,剝ぎ取る,stróic
1150,abreißen::V,剝ぎ取る,tarraing
1151,abschneiden::V,切り取る,scoith
1152,binden::V,縛る,ceangail
1153,stecken::V,差し込む,sáigh
1154,brechen::V,破る,bris
1155,klopfen::V,とんとん叩く,cnag
1156,hauen::V,叩く,buail
1157,kleben::V,貼る,gliúáil
1158,kleben::V,くっ付ける,gliúáil
1159,reiben::V,擦る,cuimil
1160,streichen::V,塗る,leath
1161,schleifen::V,研ぐ,líomh
1162,schneiden::V,切る,gearr
1163,rütteln::V,揺さぶる,croith
1164,schütteln::V,振る,croith
1165,schütteln::V,揺さぶる,croith
1166,schwenken::V,振る,luasc
1167,schütten::V,注ぐ,doirt
1168,füllen::V,いっぱいにする,líon
1169,einwickeln::V,包む,cuach
1170,einwickeln::V,包む,clúdaigh
1171,tragen::V,運ぶ,iompair
1172,schleppen::V,引きずる,tarraing
1173,ziehen::V,引く,tarraing
1174,aufbewahren::V,預かる,coinnigh
1175,werfen::V,投げる,caith
1176,fangen::V,受ける,ceap
1177,packen::V,掴む,beir ar
1178,verstecken::V,隠す,folaigh
1179,verstecken::V,隠す,cuir i bhfolach
1180,teilen::V,分ける,roinn
1181,schicken::V,送る,seol
1182,bringen::V,持って行く,beir
1183,bringen::V,持って行く,tabhair
1184,hinzufügen::V,加える,cuir le
1185,bekommen::V,得る,faigh
1186,erhalten::V,受ける,faigh
1187,nehmen::V,取る,tóg
1188,nehmen::V,取る,glac
1189,wählen::V,選ぶ,pioc
1190,wählen::V,選ぶ,roghnaigh
1191,auswählen::V,選ぶ,roghnaigh
1192,bewahren::V,保存する,caomhnaigh
1193,behindern::V,妨害する,cuir bac ar
1194,verderben::V,台無しにする,mill
1195,beschädigen::V,損傷する,loit
1196,beschädigen::V,損傷する,déan damáiste do
1197,zerbrechen::V,割る,bris
1198,zerreißen::V,引き裂く,stiall
1199,zerstören::V,破壊する,mill
1200,zerstören::V,破壊する,scrios
1201,verbrennen::V,焼く,las
1202,verbrennen::V,焼く,dóigh
1203,geben::V,上げる,tabhair
1204,reichen::V,渡す,sín
1205,reichen::V,渡す,cuir
1206,schenken::V,贈る,bronn
1207,schenken::V,贈る,tabhair
1208,versprechen::V,約束する,geall
1209,wünschen::V,望む,guigh
1210,loben::V,褒める,mol
1211,küssen::V,キスする,póg
1212,wiegen::V,揺する,bog
1213,wiegen::V,揺する,luasc
1214,zudecken::V,覆う,clúdaigh
1215,wecken::V,起こす,dúisigh
1216,zeigen::V,見せる,taispeáin
1217,führen::V,案内する,treoraigh
1218,lehren::V,教える,múin
1219,lehren::V,教える,teagasc
1220,unterrichten::V,通知する,múin
1221,unterrichten::V,通知する,teagasc
1222,aufziehen::V,育てる,tóg
1223,leiten::V,導く,tá i gceannas ar
1224,antreiben::V,励ます,gríosaigh
1225,lassen::V,～させる,cuir ag
1226,einladen::V,誘う,cuir cuireadh ar
1227,einladen::V,招待する,cuir cuireadh ar
1228,vereinigen::V,一つにする,aontaigh
1229,besuchen::V,訪ねる,tabhair cuairt ar
1230,treffen::V,出会う,cas ar
1231,treffen::V,出会う,buail le
1232,sich versammeln::V,集まる,bailigh
1233,sich versammeln::V,集まる,cruinnigh
1234,spielen::V,遊ぶ,imir
1235,spielen::V,遊ぶ,tá ag spraoi
1236,singen::V,歌う,can
1237,tanzen::V,踊る,rinc
1238,tanzen::V,踊る,damhsaigh
1239,sich trennen::V,別れる,scar
1240,verlassen::V,別れる,fág
1241,retten::V,救う,tarrtháil
1242,retten::V,助ける,tarrtháil
1243,bewachen::V,見張る,cosain
1244,bewachen::V,見張る,gardáil
1245,bewachen::V,軽微する,cosain
1246,bewachen::V,軽微する,gardáil
1247,schützen::V,保護する,cosain
1248,verteidigen::V,守る,cosain
1249,sich schlagen::V,殴る,tá ag bruíon
1250,schießen::V,撃つ,caith
1251,schießen::V,撃つ,scaoil
1252,siegen::V,勝つ,bain
1253,siegen::V,勝つ,buaigh
1254,ärgern::V,怒らせる,cuir isteach ar
1255,schlagen::V,殴る,buail
1256,treten::V,蹴る,ciceáil
1257,stechen::V,突く,sáigh
1258,stoßen::V,突く,brúigh
1259,stoßen::V,突く,soncáil
1260,stehlen::V,盗る,goid
1261,stören::V,構う,cuir isteach ar
1262,belästigen::V,邪魔する,cuir as do
1263,verbergen::V,隠す,ceil
1264,täuschen::V,だます,cuir dallamullóg ar
1265,betrügen::V,だます,déan calaois ar
1266,töten::V,殺す,maraigh
1267,wohnen::V,住む,cuir faoi
1268,wohnen::V,住む,tá ina chónaí
1269,arbeiten::V,働く,oibrigh
1270,sammeln::V,集める,bailigh
1271,sammeln::V,集める,cruinnigh
1272,sammeln::V,収集する,bailigh
1273,sammeln::V,収集する,cruinnigh
1274,pflücken::V,摘む,pioc
1275,jagen::V,狩りをする,seilg
1276,fischen::V,釣る,iasc
1277,fassen::V,捕る,beir ar
1278,hüten::V,放牧する,aoirigh
1279,treiben::V,追う,seol
1280,treiben::V,追う,tiomáin
1281,anbinden::V,繋ぐ,ceangail
1282,füttern::V,餌をやる,cothaigh
1283,füttern::V,餌をやる,beathaigh
1284,melken::V,搾乳する,bligh
1285,melken::V,搾乳する,crúigh
1286,hacken::V,刻む,gearr
1287,gießen::V,水をやる,uiscigh
1288,reifen::V,熟す,aibigh
1289,zubereiten::V,調理する,cócaráil
1290,kochen::V,煮る,bruith
1291,kochen::V,煮る,beirigh
1292,backen::V,焼く,bácáil
1293,braten::V,焼く,róst
1294,braten::V,焼く,frioch
1295,braten::V,炒める,róst
1296,braten::V,炒める,frioch
1297,umrühren::V,混ぜる,measc
1298,stricken::V,編む,cniotáil
1299,nähen::V,縫う,fuaigh
1300,färben::V,染める,dathaigh
1301,reinigen::V,掃除する,glan
1302,waschen::V,洗う,nigh
1303,waschen::V,洗濯する,nigh
1304,abwischen::V,拭く,glan
1305,spülen::V,洗う,sruthlaigh
1306,spülen::V,すすぐ,sruthlaigh
1307,fegen::V,掃除する,scuab
1308,kehren::V,掃く,scuab
1309,baden::V,入浴する,folc
1310,sich waschen::V,洗う,nigh é féin
1311,ausziehen::V,脱ぐ,bain de
1312,anziehen::V,着る,cuir ar
1313,sich anziehen::V,着る,gléas é féin
1314,kämmen::V,梳く,cíor
1315,schmücken::V,飾る,maisigh
1316,sagen::V,言う,abair
1317,sprechen::V,話す,labhair
1318,reden::V,話す,caintigh
1319,sich unterhalten::V,話をする,caintigh
1320,sich unterhalten::V,話をする,tá ag comhrá
1321,fragen::V,聞く,fiafraigh
1322,fragen::V,聞く,cuir ceist
1323,bitten::V,頼む,iarr
1324,bitten::V,お願いする,iarr
1325,erzählen::V,物語る,inis
1326,erzählen::V,物語る,eachtraigh
1327,mitteilen::V,伝える,aithris
1328,mitteilen::V,伝える,cuir in iúl
1329,nennen::V,名づける,ainmnigh
1330,rufen::V,呼ぶ,glaoigh
1331,prahlen::V,自慢する,maígh
1332,übersetzen::V,訳す,aistrigh
1333,denken::V,考える,síl
1334,denken::V,考える,ceap
1335,glauben::V,信じる,creid
1336,bemerken::V,気が付く,tabhair faoi deara
1337,erkennen::V,認識する,aithin
1338,begreifen::V,分かる,tuig
1339,verstehen::V,聞き取る,tuig
1340,lernen::V,学ぶ,foghlaim
1341,lernen::V,勉強する,foghlaim
1342,wissen::V,知っている,tá a fhios ag
1343,sich erinnern an::V,思い出す,cuimhnigh ar
1344,sich erinnern an::V,思い出す,is cuimhne ar
1345,vergessen::V,忘れる,dearmad
1346,messen::V,計る,tomhais
1347,messen::V,測定する,tomhais
1348,zählen::V,数える,cuntais
1349,rechnen::V,計算する,ríomh
1350,rechnen::V,計算する,áirigh
1351,lesen::V,読む,léigh
1352,malen::V,描く,péinteáil
1353,zeichnen::V,写生する,línigh
1354,zeichnen::V,写生する,tarraing
1355,schreiben::V,書く,scríobh
1356,besitzen::V,所持する,is le
1357,kaufen::V,買う,ceannaigh
1358,verkaufen::V,売る,díol
1359,bezahlen::V,払う,íoc as
1360,zahlen::V,支払う,íoc
1361,beherrschen::V,支配する,rialaigh
1362,ertragen::V,耐える,seas
1363,ertragen::V,耐える,fulaing
1364,ertragen::V,耐える,foighnigh
