,Concept_ID,ka,fr
86,Nebel::N,ნისლი,brouillard
87,Wolke::N,ღრუბელი,nuage
88,Regen::N,წვიმა,pluie
89,Schnee::N,თოვლი,neige
90,Eis::N,თოში,glace
91,Eis::N,ყინული,glace
92,Frost::N,ყინვა,gel
93,Frost::N,ყინვა,gelée
94,Kälte::N,სიცივე,froid
95,Hitze::N,სიცხე,chaleur
96,Raureif::N,ჭირხლი,givre
97,Raureif::N,თრთვილი,givre
98,Regenbogen::N,ცისარტყელა,arc-en-ciel
99,Donner::N,ქუხილი,tonnerre
100,Strömung::N,დინება,courant
101,Tropfen::N,წვეთი,goutte
102,Schaum::N,ქაფი,écume
103,Schaum::N,ქაფი,mousse
104,Schaum::N,დორბლი,écume
105,Schaum::N,დორბლი,mousse
106,Schmutz::N,ჭუჭყი,boue
107,Schmutz::N,ჭუჭყი,saleté
108,Schmutz::N,ტალახი,boue
109,Schmutz::N,ტალახი,saleté
110,See::N,ტბა,lac
111,Sumpf::N,ჭაობი,marais
112,Sumpf::N,ჭაობი,marécage
113,Moor::N,ტორფნარი,tourbière
114,Wiese::N,ველი,pré
115,Wiese::N,მდელო,pré
116,Wald::N,ტყე,bois
117,Wald::N,ტყე,forêt
118,Hügel::N,ბორცვი,coteau
119,Hügel::N,ბორცვი,colline
120,Anhöhe::N,მაღლობი,éminence
121,Anhöhe::N,მაღლობი,élévation
122,Berg::N,მთა,mont
123,Berg::N,მთა,montagne
124,Gipfel::N,მწვერვალი,cime
125,Gipfel::N,მწვერვალი,sommet
126,Höhle::N,მღვიმე,caverne
127,Höhle::N,გამოქვებული,caverne
128,Abhang::N,ფერდობი,pente
129,Abhang::N,ფერდობი,versant
130,Quelle::N,წყარო,source
131,Quelle::N,წყარო,fontaine
132,Quelle::N,სათავე,source
133,Quelle::N,სათავე,fontaine
134,Bach::N,რუ,ruisseau
135,Bach::N,ნაკადული,ruisseau
136,Fluss::N,მდინარე,fleuve
137,Fluss::N,მდინარე,rivière
138,Ufer::N,კიდე,bord
139,Ufer::N,კიდე,rivage
140,Ufer::N,ნაპირი,bord
141,Ufer::N,ნაპირი,rivage
142,Küste::N,ნაპირი,côte
143,Festland::N,ხმელეთი,terre ferme
144,Meer::N,ზღვა,mer
145,Bucht::N,ყურე,baie
146,Insel::N,კუნძული,île
147,Blume::N,ყვავილი,fleur
148,Gras::N,ბალახი,herbe
149,Wurzel::N,ძირი,racine
150,Wurzel::N,ფესვი,racine
151,Baum::N,ხე,arbre
152,Stamm::N,ტანი,tronc
153,Rinde::N,ქერქი,écorce
154,Ast::N,ტოტი,branche
155,Zweig::N,შტო,rameau
156,Blatt::N,ფოთოლი,feuille
157,Birke::N,არყი,bouleau
158,Kiefer[Baum]::N,ფიჭვი,pin
159,Weide[Baum]::N,ტირიფი,saule
160,Tanne::N,ნაძვი,sapin
161,Horn::N,რქა,corne
162,Feder::N,ფრთა,plume
163,Fell::N,ტყავი,peau
164,Flügel::N,ფრთა,aile
165,Klaue::N,კლანჭი,serre
166,Kralle::N,ტორი,ongle
167,Kralle::N,ტორი,griffe
168,Schwanz::N,კუდი,queue
169,Ei::N,კვერცხი,œuf
170,Nest::N,ბუდე,nid
171,Bau::N,სორო,terrier
172,Tier::N,ნადირი,animal
173,Tier::N,ცხოველი,animal
174,Herde::N,ფარა,troupeau
175,Kuh::N,ფური,vache
176,Kuh::N,ძროხა,vache
177,Bulle::N,ხარი,taureau
178,Pferd::N,რაში,cheval
179,Pferd::N,ცხენი,cheval
180,Schaf::N,ცხვარი,mouton
181,Schwein::N,ღორი,porc
182,Schwein::N,ღორი,cochon
183,Hund::N,ძაღლი,chien
184,Katze::N,კატა,chat
185,Bär::N,დათვი,ours
186,Eichhörnchen::N,ციყვი,écureuil
187,Elch::N,ცხენ-ირემი,élan
188,Fuchs::N,მელა,renard
189,Hase::N,კურდღელი,lièvre
190,Maus::N,თაგვი,souris
191,Wolf::N,მგელი,loup
192,Vogel::N,ჩიტი,oiseau
193,Vogel::N,ფრინველი,oiseau
194,Schwarm::N,გუნდი,nuée
195,Schwarm::N,გუნდი,volée
196,Huhn::N,დედალი,poule
197,Hahn::N,მამალი,coq
198,Gans::N,ბატი,oie
199,Adler::N,არწივი,aigle
200,Ente::N,იხვი,canard
201,Eule::N,ბუ,hibou
202,Kranich::N,წერო,grue
203,Krähe::N,ყვავი,corneille
204,Kuckuck::N,გუგული,coucou
205,Schwan::N,გედი,cygne
206,Fisch::N,თევზი,poisson
207,Barsch::N,ქორჭილა,perche
208,Hecht::N,ქარიყლაპია,brochet
209,Schlange[Tier]::N,გველი,serpent
210,Wurm::N,ჭია,ver
211,Spinne::N,ობობა,araignée
212,Ameise::N,ჭიანჭველა,fourmi
213,Laus::N,ტილი,pou
214,Laus::N,მკბენარი,pou
215,Mücke::N,კოღო,moucheron
216,Fliege::N,ბუზი,mouche
217,Schmetterling::N,პეპელა,papillon
218,Beere::N,კენკრა,baie
219,Apfel::N,ვაშლი,pomme
220,Pilz::N,სოკო,champignon
221,Zwiebel::N,ხახვი,oignon
222,Saat::N,თესლი,semence
223,Korn::N,მარცვალი,grain
224,Heu::N,თივა,foin
225,Schale::N,ჩენჩო,pelure
226,Grube::N,ორმო,fosse
227,Falle::N,ხაფანგი,piège
228,Schlinge::N,მახე,lacs
229,Spur::N,კვალი,trace
230,Asche::N,ფერფლი,cendre
231,Dreck::N,ტალახი,crotte
232,Dreck::N,სიბინძურე,crotte
233,Eisen::N,რკინა,fer
234,Gold::N,ოქრო,or
235,Silber::N,ვერცხლი,argent
236,Kohle::N,ნახშირი,charbon
237,Glas::N,მინა,verre
238,Lehm::N,თიხა,glaise
239,Sand::N,ქვიშა,sable
240,Mensch::N,ადამიანი,homme
241,Mann::N,კაცი,homme
242,Frau::N,ქალი,femme
243,Kind::N,ბავშვი,enfant
244,Junge::N,ვაჟი,garçon
245,Mädchen::N,გოგო,fille
246,Mädchen::N,გოგო,jeune fille
247,Familie::N,ოჯახი,famille
248,Großvater::N,პაპა,grand-père
249,Großvater::N,ბაბუა,grand-père
250,Großmutter::N,ბებია,grand-mère
251,Großmutter::N,დიდედა,grand-mère
252,Eltern::N,მშობლები,parents
253,Vater::N,მამა,père
254,Mutter::N,დედა,mère
255,Sohn::N,ვაჟიშვილი,fils
256,Tochter::N,ქალიშვილი,fille
257,Bruder::N,ძმა,frère
258,Schwester::N,და,sœur
259,Onkel::N,ბიძა,oncle
260,Tante::N,დეიდა,tante
261,Tante::N,მამიდა,tante
262,Ehemann::N,ქმარი,mari
263,Ehemann::N,ქმარი,époux
264,Ehefrau::N,ცოლი,femme
265,Ehefrau::N,ცოლი,épouse
266,Freude::N,სიხარული,joie
267,Freude::N,სიხარული,plaisir
268,Gelächter::N,სიცილი,rires
269,Glück::N,ბედნიერება,bonheur
270,Kummer::N,მწუხარება,peine
271,Kummer::N,მწუხარება,chagrin
272,Wunsch::N,წადილი,désir
273,Wunsch::N,სურვილი,désir
274,Lust::N,წადილი,envie
275,Geist::N,სული,esprit
276,Gedanke::N,ფიქრი,idée
277,Gedanke::N,ფიქრი,pensée
278,Gedächtnis::N,მეხსიერება,mémoire
279,Verstand::N,ჭკუა,raison
280,Verstand::N,გონება,raison
281,Sinn::N,მნიშვნელობა,sens
282,Grund::N,მიზეზი,cause
283,Grund::N,მიზეზი,raison
284,Wahrheit::N,სიმართლე,vérité
285,Wahrheit::N,ჭეშმარიტება,vérité
286,Gespräch::N,ბაასი,conversation
287,Gespräch::N,საუბარი,conversation
288,Märchen::N,არაკი,conte
289,Märchen::N,არაკი,conte de fées
290,Märchen::N,ზღაპარი,conte
291,Märchen::N,ზღაპარი,conte de fées
292,Erzählung::N,თქმულება,conte
293,Erzählung::N,თქმულება,narration
294,Nachricht::N,ცნობა,message
295,Nachricht::N,ამბავი,message
296,Neuigkeit::N,სიახლე,nouvelle
297,Name::N,სახელი,nom
298,Rätsel::N,გამოცანა,énigme
299,Rätsel::N,გამოცანა,devinette
300,Rede::N,სიტყვა,parole
301,Rede::N,სიტყვა,discours
302,Sprache::N,ენა,langue
303,Sprache::N,ენა,langage
304,Stimme::N,ხმა,voix
305,Wort::N,სიტყვა,mot
306,Zeichen::N,ნიშანი,signe
307,Ruf::N,ძახილი,cri
308,Ruf::N,ძახილი,appel
309,Lärm::N,ხმაური,bruit
310,Laut::N,ხმა,son
311,Laut::N,ბგერა,son
312,Ton::N,ტონი,ton
313,Lied::N,სიმღერა,chant
314,Lied::N,სიმღერა,chanson
315,Ruhe::N,სიწყნარე,calme
316,Ruhe::N,სიწყნარე,tranquillité
317,Leute::N,ადამიანები,gens
318,Volk::N,ერი,peuple
319,Volk::N,ხალხი,peuple
320,Arbeit::N,მუშაობა,travail
321,Gast::N,სტუმარი,hôte
322,Gast::N,სტუმარი,invité
323,Geschenk::N,საჩუქარი,cadeau
324,Geschenk::N,საჩუქარი,présent
325,Spiel::N,თამაში,jeu
326,Gesellschaft::N,საზოგადოება,compagnie
327,Hilfe::N,შველა,aide
328,Hilfe::N,შველა,secours
329,Hilfe::N,დახმარება,aide
330,Hilfe::N,დახმარება,secours
331,Freund::N,მეგობარი,ami
332,Kamerad::N,ამხანაგი,copain
333,Kamerad::N,ამხანაგი,camarade
334,Angelegenheit::N,საქმე,affaire
335,Anzahl::N,ოდენობა,nombre
336,Art::N,სახეობა,sorte
337,Art::N,სახეობა,espèce
338,Stück::N,ნატეხი,morceau
339,Teil::N,წილი,part
340,Teil::N,წილი,partie
341,Hälfte::N,ნახევარი,moitié
342,Kreis::N,წრე,cercle
343,Kreuz::N,ჯვარი,croix
344,Linie::N,ხაზი,ligne
345,Strich::N,შტრიხი,trait
346,Abstand::N,მანძილი,écart
347,Entfernung::N,სიშორე,distance
348,Gegend::N,არე,région
349,Gegend::N,არე,contrée
350,Gegend::N,მხარე,région
351,Gegend::N,მხარე,contrée
352,Platz::N,ფართობი,place
353,Ort::N,ადგილი,lieu
354,Ort::N,ადგილი,endroit
355,Seite::N,მხარე,côté
356,Mitte::N,შუა,milieu
357,Gegenstand::N,საგანი,objet
358,Sache::N,ნივთი,chose
359,Rand::N,კიდე,bord
360,Kante::N,ნაწიბული,arête
361,Ecke::N,კუთხე,coin
362,Ecke::N,კუთხე,tournant
363,Spitze::N,წვეტი,cime
364,Spitze::N,წვეტი,pointe
365,Ende::N,ბოლო,bout
366,Loch::N,ხვრელი,trou
367,Winkel::N,კუთხე,coin
368,Winkel::N,კუთხე,réduit
369,Muster::N,მოხატულობა,dessin
370,Größe::N,ზომა,grandeur
371,Größe::N,სიდიდე,grandeur
372,Länge::N,სიგრძე,longueur
373,Höhe::N,სიმაღლე,hauteur
374,Höhe::N,სიმაღლე,altitude
375,Gewicht::N,წონა,poids
376,Menge::N,რაოდენობა,quantité
377,Haufen::N,გროვა,tas
378,Reihe::N,რიგი,file
379,Reihe::N,რიგი,rangée
380,Reihe::N,წყება,file
381,Reihe::N,წყება,rangée
382,Boot::N,გემი,canot
383,Boot::N,გემი,bateau
384,Ruder::N,ხოფი,rame
385,Ruder::N,ხოფი,aviron
386,Ruder::N,ნიჩაბი,rame
387,Ruder::N,ნიჩაბი,aviron
388,Schlitten::N,მარხილი,traîneau
389,Ski::N,თხილამური,ski
390,Lagerfeuer::N,კოცონი,feu de camp
391,Last::N,ტვირთი,charge
392,Last::N,ტვირთი,fardeau
393,Gang::N,სვლა,tour
394,Gang::N,სვლა,marche
395,Schritt::N,ბიჯი,pas
396,Norden::N,ჩრდილოეთი,nord
397,Süden::N,სამხრეთი,sud
398,Westen::N,დასავლეთი,ouest
399,Westen::N,დასავლეთი,occident
400,Osten::N,აღმოსავლეთი,est
401,Osten::N,აღმოსავლეთი,orient
402,Holz::N,ხე,bois
403,Brett::N,დაფა,planche
404,Brett::N,ფიცარი,planche
405,Platte::N,თლილი ქვა,plaque
406,Stütze::N,საყრდენი,appui
407,Stütze::N,საყრდენი,soutien
408,Stange::N,ჭოკი,barre
409,Stange::N,ჭოკი,perche
410,Stock::N,კეტი,canne
411,Stab::N,ლატანი,bâton
412,Rohr::N,მილაკი,tube
413,Rohr::N,მილაკი,tuyau
414,Haus::N,სახლი,maison
415,Heim::N,ოჯახის კერა,maison
416,Ofen::N,ღუმელი,poêle
417,Fußboden::N,იატაკი,plancher
418,Tisch::N,სუფრა,table
419,Tisch::N,მაგიდა,table
420,Stuhl::N,სკამი,chaise
421,Wiege::N,აკვანი,berceau
422,Bett::N,საწოლი,lit
423,Bett::N,სარეცელი,lit
424,Regal::N,თაროები,étagère
425,Kiste::N,ყუთი,caisse
426,Kiste::N,სკივრი,caisse
427,Fenster::N,ფანჯარა,fenêtre
428,Fenster::N,სარკმელი,fenêtre
429,Tür::N,ბჭე,porte
430,Tür::N,კარი,porte
431,Tor::N,ჭიშკარი,porte
432,Tor::N,ჭიშკარი,portail
433,Zaun::N,ღობე,clôture
434,Zaun::N,გალავანი,clôture
435,Dach::N,სახურავი,toit
436,Leiter::N,კიბე,échelle
437,Besen::N,ცოცხი,balai
438,Spaten::N,ნიჩაბი,bêche
439,Schaufel::N,ბარი,pelle
440,Gabel::N,ჩანგალი,fourchette
441,Löffel::N,კოვზი,cuiller
442,Messer::N,დანა,couteau
443,Nagel::N,ლურსმანი,clou
444,Netz::N,ბადე,filet
445,Haken::N,კავი,croc
446,Haken::N,კავი,crochet
447,Haken::N,კაუჭი,croc
448,Haken::N,კაუჭი,crochet
449,Griff::N,ტარი,prise
450,Griff::N,ტარი,manche
451,Schloss::N,კლიტე,serrure
452,Schloss::N,საკეტი,serrure
453,Bild::N,სურათი,image
454,Bild::N,სურათი,tableau
455,Figur::N,ფიგურა,figure
456,Puppe::N,თოჯინა,poupée
457,Beutel::N,პარკი,sac
458,Beutel::N,პარკი,petit sac
459,Bündel::N,გალა,paquet
460,Bündel::N,გალა,faisceau
461,Bündel::N,ასხმა,paquet
462,Bündel::N,ასხმა,faisceau
463,Tasche::N,ჩანთა,sac
464,Eimer::N,ჩამჩა,seau
465,Deckel::N,ხუფი,couvercle
466,Deckel::N,სარქველი,couvercle
467,Geschirr::N,ჭურჭელი,vaisselle
468,Sack::N,ტომარა,sac
469,Tasse::N,ფინჯანი,tasse
470,Topf::N,ქოთანი,pot
471,Topf::N,ქოთანი,marmite
472,Kessel::N,ქვაბი,chaudron
473,Essen::N,ჭამა,repas
474,Essen::N,ჭამა,manger
475,Nahrung::N,საზრდო,nourriture
476,Nahrung::N,საკვები,nourriture
477,Speise::N,საჭმელი,plat
478,Fleisch::N,ხორცი,viande
479,Getreide::N,მარცვლოვანი,blé
480,Getreide::N,მარცვლოვანი,céréales
481,Brei::N,ფაფა,purée
482,Brei::N,ფაფა,bouillie
483,Brot::N,პური,pain
484,Scheibe::N,ნაჭერი,tranche
485,Fett::N,ქონი,graisse
486,Fett::N,ცხიმი,graisse
487,Butter::N,კარაქი,beurre
488,Öl::N,ზეთი,huile
489,Salz::N,მარილი,sel
490,Suppe::N,სუფი,soupe
491,Suppe::N,სუფი,potage
492,Honig::N,თაფლი,miel
493,Milch::N,რძე,lait
494,Tee::N,ჩაი,thé
495,Leder::N,ტყავი,cuir
496,Wolle::N,მატყლი,laine
497,Stoff::N,ქსოვილი,tissu
498,Stoff::N,ქსოვილი,étoffe
499,Nadel::N,ნემსი,aiguille
500,Faden::N,ძაფი,fil
501,Faden::N,მკედი,fil
502,Knopf::N,ღილი,bouton
503,Knoten::N,ნასკვი,nœud
504,Farbe::N,საღებავი,peinture
505,Kleidung::N,ტანსაცმელი,vêtements
506,Kleidung::N,ტანსაცმელი,habillement
507,Hemd::N,ხალათი,chemise
508,Hemd::N,პერანგი,chemise
509,Kragen::N,საყელო,col
510,Ärmel::N,სახელო,manche
511,Hose::N,შარვალი,pantalon
512,Gürtel::N,ქამარი,ceinture
513,Mütze::N,ქუდი,bonnet
514,Mütze::N,ქუდი,casquette
515,Schuh::N,ფეხსაცმელი,soulier
516,Schuh::N,ფეხსაცმელი,chaussure
517,Stiefel::N,ჩექმა,botte
518,Ring::N,ბეჭედი,bague
519,Band::N,ბაფთი,ruban
520,Kamm::N,სავარცხელი,peigne
521,Spiegel::N,სარკე,glace
522,Spiegel::N,სარკე,miroir
523,Riemen::N,ღვედი,lanière
524,Riemen::N,ღვედი,courroie
525,Schnur::N,ლარი,corde
526,Schnur::N,ლარი,ficelle
527,Leine::N,ჯაჭვი,laisse
528,Decke::N,საბანი,couverture
529,Kissen::N,ბალიში,oreiller
530,Tuch::N,მაუდი,drap
531,Tuch::N,მაუდი,fichu
532,Tuch::N,თავშალი,drap
533,Tuch::N,თავშალი,fichu
534,Handtuch::N,ხელსახოცი,serviette
535,Handtuch::N,ხელსახოცი,essuie-mains
536,Kraft::N,ძალა,force
537,Stärke::N,ღონე,vigueur
538,Gesundheit::N,ჯანმრთელობა,santé
539,Krankheit::N,სენი,maladie
540,Krankheit::N,ავადმყოფობა,maladie
541,Schmerz::N,ტკივილი,douleur
542,Wunde::N,იარი,plaie
543,Wunde::N,იარი,blessure
544,Wunde::N,ჭრილობა,plaie
545,Wunde::N,ჭრილობა,blessure
546,Fieber::N,ციება,fièvre
547,Arznei::N,წამალი,remède
548,Arznei::N,წამალი,médecine
549,Brücke::N,ხიდი,pont
550,Brunnen::N,ჭა,puits
551,Weide::N,საძოვარი,pâturage
552,Pfad::N,ბილიკი,sentier
553,Weg::N,გზა,voie
554,Weg::N,გზა,chemin
555,Straße::N,შარაგზა,route
556,Dorf::N,დაბა,village
557,Dorf::N,სოფელი,village
558,Stadt::N,ქალაქი,cité
559,Stadt::N,ქალაქი,ville
560,Brief::N,წერილი,lettre
561,Buch::N,წიგნი,livre
562,Buchstabe::N,ასო,lettre
563,Buchstabe::N,ასო,caractère
564,Zeitung::N,გაზეთი,journal
565,Leben::N,სიცოცხლე,vie
566,Tod::N,სიკვდილი,mort
567,Grab::N,სამარე,tombe
568,Grab::N,საფლავი,tombe
569,Kirche::N,ეკლესია,église
570,Sünde::N,ცოდვა,péché
571,Gott::N,ღმერთი,dieu
572,Arbeiter::N,მუშა,ouvrier
573,Arbeiter::N,მუშა,travailleur
574,Chef::N,გამგე,chef
575,Chef::N,გამგე,patron
576,Meister::N,ოსტატი,maître
577,Arzt::N,ექიმი,médecin
578,Arzt::N,მკურნალი,médecin
579,Lehrer::N,მასწავლებელი,professeur
580,Lehrer::N,მასწავლებელი,instituteur
581,Geld::N,ფული,argent
582,Geschäft::N,საქმე,affaire
583,Geschäft::N,საქმე,commerce
584,Geschäft::N,ბიზნესი,affaire
585,Geschäft::N,ბიზნესი,commerce
586,Laden::N,დუქანი,magasin
587,Laden::N,დუქანი,boutique
588,Laden::N,მაღაზია,magasin
589,Laden::N,მაღაზია,boutique
590,Preis::N,ფასი,prix
591,Ware::N,საქონელი,marchandise
592,Nutzen::N,ხეირი,profit
593,Reichtum::N,სიმდიდრე,richesse
594,Welt::N,მსოფლიო,monde
595,Land::N,მხარე,pays
596,Land::N,ქვეყანა,pays
597,Staat::N,სახელმწიფო,État
598,König::N,მეფე,roi
599,Macht::N,ძლიერება,pouvoir
600,Macht::N,ძლიერება,puissance
601,Grenze::N,ზღვარი,frontière
602,Krieg::N,ომი,guerre
603,Feind::N,მტერი,ennemi
604,Gewalt::N,სისასტიკე,violence
605,Kampf::N,ბრძოლა,lutte
606,Kampf::N,ბრძოლა,combat
607,Bogen[Waffe]::N,მშვილდი,arc
608,Pfeil::N,ისარი,flèche
609,Pfeil::N,მახვილი,flèche
610,Gewehr::N,თოფი,fusil
611,Gewehr::N,შაშხანა,fusil
612,Fehler::N,შეცდომა,faute
613,Fehler::N,შეცდომა,erreur
614,Lüge::N,სიცრუე,mensonge
615,Schaden::N,ვნება,dégât
616,Schaden::N,ვნება,dommage
617,Unglück::N,ხიფათი,malheur
618,Unglück::N,უბედურება,malheur
619,Schuld::N,ბრალი,faute
620,Schuld::N,ბრალი,culpabilité
621,Alter::N,ასაკი,âge
622,Schluss::N,ბოლო,fin
623,Schluss::N,დასასრული,fin
624,Zeit::N,დრო,temps
625,Tag::N,დღე,jour
626,Tag::N,დღე,journée
627,Morgen::N,დილა,matin
628,Morgen::N,დილა,matinée
629,Mittag::N,შუადღე,midi
630,Abend::N,საღამო,soir
631,Abend::N,საღამო,soirée
632,Nacht::N,ღამე,nuit
633,Woche::N,კვირა,semaine
634,Monat::N,თვე,mois
635,Jahr::N,წელი,an
636,Jahr::N,წელი,année
637,Frühling::N,გაზაფხული,printemps
638,Sommer::N,ზაფხული,été
639,Herbst::N,შემოდგომა,automne
640,Winter::N,ზამთარი,hiver
641,Januar::N,იანვარი,janvier
642,Februar::N,თებერვალი,février
643,März::N,მარტი,mars
644,April::N,აპრილი,avril
645,Mai::N,მაისი,mai
646,Juni::N,ივნისი,juin
647,Juli::N,ივლისი,juillet
648,August::N,აგვისტო,août
649,September::N,სექტემბერი,septembre
650,Oktober::N,ოქტომბერი,octobre
651,November::N,ნოემბერი,novembre
652,Dezember::N,დეკემბერი,décembre
653,Montag::N,ორშაბათი,lundi
654,Dienstag::N,სამშაბათი,mardi
655,Mittwoch::N,ოთხშაბათი,mercredi
656,Donnerstag::N,ხუთშაბათი,jeudi
657,Freitag::N,პარასკევი,vendredi
658,Samstag::N,შაბათი,samedi
659,Sonntag::N,კვირა,dimanche
660,groß::A,დიდი,grand
661,klein::A,მცირე,petit
662,klein::A,პატარა,petit
663,lang::A,გრძელი,long
664,kurz::A,მოკლე,court
665,breit::A,ფართო,large
666,breit::A,განიერი,large
667,schmal::A,ვიწრო,étroit
668,schmal::A,წვრილი,étroit
669,dicht::A,მჭიდრო,dense
670,dick[Gegenstand]::A,სქელი,épais
671,dünn::A,წვრილი,mince
672,fein::A,თხელი,fin
673,fein::A,თხელი,menu
674,fest::A,მყარი,ferme
675,fest::A,მყარი,solide
676,flach::A,ბრტყელი,plat
677,glatt::A,გლუ,poli
678,glatt::A,გლუ,lisse
679,hart::A,მაგარი,dur
680,weich::A,რბილი,mou
681,rund::A,მრგვალი,rond
682,spitz::A,წვეტიანი,aigu
683,spitz::A,წვეტიანი,pointu
684,scharf::A,მჭრელი,tranchant
685,stumpf::A,ბლაგვი,mousse
686,stumpf::A,ბლაგვი,émoussé
687,schwer::A,მძიმე,lourd
688,schwer::A,მძიმე,pesant
689,schön::A,ლამაზი,beau
690,heiß::A,ცხელი,chaud
691,heiß::A,ცხელი,très chaud
692,warm::A,თბილი,chaud
693,kalt::A,ცივი,froid
694,kühl::A,გრილი,frais
695,frisch::A,სუფთა,frais
696,feucht::A,ნოტიო,humide
697,nass::A,სველი,mouillé
698,trocken::A,მშრალი,sec
699,voll::A,სავსე,plein
700,voll::A,სავსე,rempli
701,leer::A,ცარიელი,vide
702,offen::A,ღია,ouvert
703,offen::A,გაშლილი,ouvert
704,geschlossen::A,დახურული,clos
705,geschlossen::A,დახურული,fermé
706,sauber::A,სუფთა,net
707,sauber::A,სუფთა,propre
708,sauber::A,წმინდა,net
709,sauber::A,წმინდა,propre
710,schmutzig::A,ტალახიანი,sale
711,schmutzig::A,ტალახიანი,crasseux
712,roh::A,უმი,cru
713,roh::A,უმი,brut
714,reif::A,მწიფე,mûr
715,lecker::A,გემრიელი,délicieux
716,lecker::A,გემრიელი,appétissant
717,süß::A,ტკბილი,doux
718,bitter::A,მწარე,amer
719,sauer::A,მჟავე,aigre
720,hell::A,ნათელი,clair
721,dunkel::A,ბნელი,sombre
722,schwarz::A,შავი,noir
723,weiß::A,თეთრი,blanc
724,rot::A,წითელი,rouge
725,gelb::A,ყვითელი,jaune
726,blau::A,ლურჯი,bleu
727,blau::A,ცისფერი,bleu
728,grün::A,მწვანე,vert
729,grau::A,რუხი,gris
730,grau::A,ნაცრისფერი,gris
731,bunt::A,ჭრელი,multicolore
732,bunt::A,ფერადი,multicolore
733,billig::A,იაფი,bon marché
734,teuer::A,ძვირი,cher
735,wertvoll::A,ღირსიანი,précieux
736,blind::A,ბრმა,aveugle
737,taub::A,ყრუ,sourd
738,kräftig::A,ძალავანი,fort
739,kräftig::A,ძალავანი,vigoureux
740,stark::A,ძლიერი,fort
741,stark::A,ძლიერი,puissant
742,stark::A,ღონიერი,fort
743,stark::A,ღონიერი,puissant
744,schwach::A,სუსტი,faible
745,fett::A,სქელი,gras
746,schlank::A,გამხდარი,svelte
747,hübsch::A,ეშხიანი,joli
748,hübsch::A,მშვენიერი,joli
749,böse::A,ავი,mauvais
750,böse::A,ბოროტი,mauvais
751,dumm::A,ბოთე,sot
752,dumm::A,ბოთე,bête
753,dumm::A,სულელი,sot
