,Concept_ID,ps,bn
93,Regenbogen::N,سره زرغونه,রামধনু
94,Donner::N,تالنده,বজ্রধ্বনি
95,Strömung::N,بهېدنه,স্রোত
96,Tropfen::N,قطره,ফোঁটা
97,Tropfen::N,څاڅکی,ফোঁটা
98,Schaum::N,ځګ,ফেনা
99,Schmutz::N,ناپاکي,ধুলা
100,See::N,جهیل,হ্রদ
101,Sumpf::N,جبه,জলা
102,Moor::N,جبه,মাঠ
103,Wiese::N,چمن,তৃণভূমি
104,Wiese::N,شنېلی,তৃণভূমি
105,Wald::N,ځنګل,বন
106,Hügel::N,تپه,পাহাড়
107,Anhöhe::N,غونډۍ,টিলা
108,Berg::N,غ‍‍‍‍‍ر,পর্বত
109,Gipfel::N,څوکه,শীর্ষ
110,Höhle::N,کاز,গুহা
111,Abhang::N,لمن,ঢাল
112,Quelle::N,چینه,উৎস
113,Bach::N,واله,ক্ষুদ্র নদী
114,Fluss::N,سیند,নদী
115,Ufer::N,غاړه,উপকূল
116,Küste::N,ساحل,তীর
117,Festland::N,وچه,ভূমি
118,Meer::N,بحر,সমুদ্র
119,Meer::N,سمندر,সমুদ্র
120,Bucht::N,کارۍ,উপসাগর
121,Insel::N,ټاپو,দ্বীপ
122,Insel::N,جزيره,দ্বীপ
123,Blume::N,ګل,ফুল
124,Gras::N,واښه,ঘাস
125,Wurzel::N,ریښه,শিকড়
126,Baum::N,ونه,গাছ
127,Stamm::N,ډډ,স্কন্ধ
128,Rinde::N,پوستکی,বল্কল
129,Ast::N,ښاخ,শাখা
130,Zweig::N,څانګه,ডাল
131,Blatt::N,پاڼه,পর্ণ
132,Birke::N,توس,ভুর্জ
133,Kiefer[Baum]::N,نښتر,পাইন গাছ
134,Weide[Baum]::N,وله,উইলো
135,Tanne::N,ناجو,দেবদারূ গাছ
136,Horn::N,ښکر,শিং
137,Feder::N,بڼکه,পালক
138,Fell::N,پوستکی,রোম
139,Flügel::N,وزر,ডানা
140,Klaue::N,پنجه,নখর
141,Klaue::N,منګول,নখর
142,Kralle::N,پنجه,নখর
143,Kralle::N,منګول,নখর
144,Schwanz::N,لکۍ,লেজ
145,Ei::N,وۍ,ডিম
146,Ei::N,هګۍ,ডিম
147,Nest::N,جاله,কুলায়
148,Bau::N,کاز,ডেরা
149,Tier::N,ژوی,জন্তু
150,Tier::N,حیوان,জন্তু
151,Herde::N,رمه,ঝাঁক
152,Herde::N,غېله,ঝাঁক
153,Kuh::N,غوا,গোরু
154,Bulle::N,غوئی,বৃষ
155,Pferd::N,آس,ঘোড়া
156,Schaf::N,پسه,ভেড়া
157,Schwein::N,سرکوزی,শূকর
158,Hund::N,سپی,কুকুর
159,Katze::N,پشه,বেড়াল
160,Bär::N,خرس,ভল্লুক
161,Eichhörnchen::N,خړ لمی,কাঠবিড়াল
162,Elch::N,ګوزن,হরিণবিশেষ
163,Fuchs::N,سپلم,পাঁতিশিয়াল
164,Hase::N,سوی,শশক
165,Maus::N,مږک,নেংটি ইঁদুর
166,Wolf::N,لېوه,নেকড়ে
167,Vogel::N,مرغه,পক্ষী
168,Schwarm::N,سېل,ঝাঁক
169,Huhn::N,چرګه,মোরগ
170,Hahn::N,چرګ,কুক্কুট
171,Gans::N,بته,হংসী
172,Adler::N,عقاب,ইগল
173,Ente::N,ایلۍ,হংসী
174,Eule::N,ګونګی,পেচক
175,Kranich::N,کلنګ,সারস
176,Krähe::N,کارغه,কাক
177,Kuckuck::N,فاخته,কোকিল
178,Schwan::N,قو,মরাল
179,Fisch::N,کب,মাছ
180,Fisch::N,ماهی,মাছ
181,Schlange[Tier]::N,مار,সর্প
182,Wurm::N,چینجی,কীট
183,Spinne::N,غڼه,মাকড়সা
184,Spinne::N,تارکښ,মাকড়সা
185,Ameise::N,مېږی,পিপীলিকা
186,Laus::N,سپږه,উকুন
187,Mücke::N,ماشی,মশা
188,Fliege::N,مچ,মাছি
189,Schmetterling::N,پتنګ,প্রজাপতি
190,Beere::N,مېوۍ,বেরি
191,Apfel::N,مڼه,আপেল
192,Pilz::N,خرېړی,ছত্রক
193,Zwiebel::N,پیاز,পিয়াজ
194,Saat::N,تخم,বীজ
195,Korn::N,تخم,শস্য
196,Korn::N,دانه,শস্য
197,Heu::N,بوس,খড়
198,Heu::N,پروړه,খড়
199,Schale::N,پوستکی,খোসা
200,Grube::N,کنده,গর্ত
201,Falle::N,دام,ফাঁদ
202,Falle::N,لومه,ফাঁদ
203,Schlinge::N,کړۍ,পাশ
204,Spur::N,نښه,চিহ্ন
205,Asche::N,آس,ভস্ম
206,Asche::N,ایره,ভস্ম
207,Dreck::N,ناپاکي,ময়লা
208,Eisen::N,اوسپنه,লোহা
209,Gold::N,سره زر,স্বর্ণ
210,Silber::N,نقره,রৌপ্য
211,Silber::N,سپین زر,রৌপ্য
212,Kohle::N,سکور,অঙ্গার
213,Kohle::N,سکاره,অঙ্গার
214,Glas::N,ښيښه,কাচ
215,Lehm::N,خټه,মৃত্তিকা
216,Sand::N,شګه,বালি
217,Mensch::N,انسان,নর
218,Mensch::N,انسان,মানুষ
219,Mann::N,سړی,মানুষ
220,Mann::N,نارینه,মানুষ
221,Frau::N,ښځه,নারী
222,Kind::N,بچی,বাচ্চা
223,Kind::N,ماشوم,বাচ্চা
224,Junge::N,هلک,ছেলে
225,Mädchen::N,نجلۍ,মেয়ে
226,Familie::N,کورنۍ,পরিবার
227,Großvater::N,بابا,মাতামহ
228,Großmutter::N,انا,মাতামহী
229,Eltern::N,مور او پلار,মাতাপিতা
230,Vater::N,پلار,পিতা
231,Mutter::N,مور,মাতা
232,Sohn::N,زوی,ছেলে
233,Tochter::N,لور,মেয়ে
234,Bruder::N,ورور,দাদা
235,Schwester::N,خور,বোন
236,Schwester::N,خور,দিদি
237,Onkel::N,تره,মামা
238,Onkel::N,ماما,মামা
239,Tante::N,خاله,মাসী
240,Ehemann::N,مېړه,স্বামী
241,Ehefrau::N,مېرمن,পত্নী
242,Freude::N,خوشحالي,উল্লাস
243,Gelächter::N,خندا,হাসি
244,Glück::N,بخت,সুখ
245,Kummer::N,غم,দুঃখ
246,Wunsch::N,هيله,আকাঙ্ক্ষা
247,Wunsch::N,غوښتنه,আকাঙ্ক্ষা
248,Lust::N,شوق,বাসনা
249,Lust::N,مینه,বাসনা
250,Geist::N,روح,আত্না
251,Gedanke::N,فکر,চিন্তা
252,Gedächtnis::N,یاد,স্মরণশক্তি
253,Gedächtnis::N,حافظه,স্মরণশক্তি
254,Verstand::N,عقل,মন
255,Verstand::N,شعور,মন
256,Sinn::N,معنی,পদার্থ
257,Grund::N,علت,কারণ
258,Grund::N,اساس,কারণ
259,Wahrheit::N,حقیقت,সত্য
260,Gespräch::N,مرکه,কথাবার্তা
261,Gespräch::N,خبرې اترې,কথাবার্তা
262,Märchen::N,افسانه,রূপকথা
263,Erzählung::N,قصه,গল্প
264,Erzählung::N,کیسه,গল্প
265,Nachricht::N,خبر,তথ্য
266,Neuigkeit::N,نوی خبر,খবরাখবর
267,Name::N,نوم,নাম
268,Rätsel::N,کیسۍ,ধাঁধা
269,Rätsel::N,چیستان,ধাঁধা
270,Rede::N,وینا,বক্তৃতা
271,Sprache::N,ژبه,ভাষা
272,Stimme::N,غږ,স্বর
273,Stimme::N,اواز,স্বর
274,Wort::N,لغت,শব্দ
275,Wort::N,کلمه,শব্দ
276,Zeichen::N,نښه,প্রতীক
277,Zeichen::N,اشاره,প্রতীক
278,Ruf::N,ږغ,ডাক
279,Ruf::N,بلنه,ডাক
280,Lärm::N,غالمغال,হৈচৈ
281,Laut::N,ږغ,ধ্বনি
282,Ton::N,اواز,স্বর
283,Lied::N,غزله,গান
284,Lied::N,سندره,গান
285,Ruhe::N,ارامي,শান্তি
286,Leute::N,خلک,প্রজাপুঞ্জ
287,Volk::N,ولس,জাতি
288,Arbeit::N,کار,চাকরি
289,Gast::N,مېلمه,অতিথি
290,Geschenk::N,تحفه,উপহার
291,Geschenk::N,سوغات,উপহার
292,Spiel::N,لوبه,খেলা
293,Gesellschaft::N,ډله,সঙ্গিগণ
294,Hilfe::N,کومک,সাহায্য
295,Hilfe::N,مرسته,সাহায্য
296,Freund::N,ملګری,বন্ধু
297,Kamerad::N,انډيوال,সঙ্গী
298,Angelegenheit::N,موضوع,বিষয়
299,Anzahl::N,شمېر,পরিমাণ
300,Anzahl::N,تعداد,পরিমাণ
301,Art::N,ډول,রকম
302,Stück::N,ټوټه,টুকরো
303,Teil::N,برخه,অংশ
304,Hälfte::N,نیم,অর্ধেক
305,Kreis::N,دایره,বৃত্ত
306,Kreuz::N,صلیب,ক্রুশ
307,Linie::N,خط,রেখা
308,Linie::N,لیکه,রেখা
309,Strich::N,کرښه,কষি
310,Abstand::N,فاصله,ফাঁক
311,Entfernung::N,واټن,ব্যবধান
312,Gegend::N,سیمه,ক্ষেত্র
313,Gegend::N,منطقه,ক্ষেত্র
314,Platz::N,ځای,জায়গা
315,Ort::N,ځای,স্থান
316,Seite::N,مخ,পার্শ্ব
317,Seite::N,اړخ,পার্শ্ব
318,Mitte::N,وسط,মধ্য
319,Mitte::N,مینځ,মধ্য
320,Gegenstand::N,شی,জিনিস
321,Sache::N,شی,বস্তু
322,Sache::N,څيز,বস্তু
323,Rand::N,څنډه,কানা
324,Rand::N,کناره,কানা
325,Kante::N,اړخ,ধার
326,Ecke::N,ګوټ,কোণ
327,Spitze::N,څوکه,ডগা
328,Ende::N,څوکه,প্রান্ত
329,Loch::N,سوری,গর্ত
330,Winkel::N,کنج,কোণ
331,Winkel::N,کوتی,কোণ
332,Muster::N,نمونه,নমুন্
333,Größe::N,قد,আয়তন
334,Größe::N,لويوالی,আয়তন
335,Länge::N,طول,দৈর্ঘ্য
336,Länge::N,اوږد والی,দৈর্ঘ্য
337,Höhe::N,جګوالی,উচ্চতা
338,Gewicht::N,وزن,ওজন
339,Menge::N,اندازه,পরিমাণ
340,Haufen::N,کوټه,পুঞ্জ
341,Reihe::N,صف,শ্রেণী
342,Reihe::N,کتار,শ্রেণী
343,Boot::N,قايق,নৌকা
344,Ruder::N,چپه,দাঁড়
345,Schlitten::N,ښویېدونی,স্নেজ্-গাড়ি
346,Ski::N,سکي,শী
347,Lagerfeuer::N,اور,অগ্নি
348,Last::N,بار,বোঝা
349,Last::N,پېټی,বোঝা
350,Gang::N,تګ,হণ্টন
351,Schritt::N,ګام,পদ
352,Norden::N,شمال,উত্তরদিক্
353,Süden::N,سوېل,দক্ষিণদিক
354,Westen::N,لوېدېځ,পশ্চিমদিক্
355,Osten::N,شرق,পূর্বদিক
356,Osten::N,ختیځ,পূর্বদিক
357,Holz::N,لرګی,কাঠ
358,Brett::N,تخته,তক্তা
359,Platte::N,تخته,ফলক
360,Stütze::N,تکیوان,নাগদণ্ড
361,Stange::N,ډاګه,দণ্ড
362,Stock::N,لرګی,ছড়ি
363,Stab::N,چيخله,যষ্টি
364,Rohr::N,نل,নল
365,Haus::N,کور,ঘর
366,Heim::N,کور,বাসা
367,Ofen::N,تودنۍ,স্টোভ্
368,Fußboden::N,غولی,গহতল
369,Tisch::N,مېز,মেজ
370,Tisch::N,مېز,টেবিল
371,Stuhl::N,چوکۍ,চেয়ার
372,Stuhl::N,چوکۍ,কেদারা
373,Wiege::N,زانګو,দোলনা
374,Bett::N,کټ,শয্যা
375,Bett::N,چپرکټ,শয্যা
376,Regal::N,تاخچۍ,তাক
377,Kiste::N,صندوق,বাক্স
378,Fenster::N,کړکۍ,জানালা
379,Tür::N,دروازه,দ্বার
380,Tor::N,دروازه,দ্বার
381,Zaun::N,کټاره,বেড়া
382,Dach::N,بام,ছাদ
383,Leiter::N,زينه,মই
384,Besen::N,جارو,গুল্মবিশেষ
385,Spaten::N,یوم,কোদাল
386,Schaufel::N,بېلچه,বেলচা
387,Gabel::N,پنجه,কাঁটা
388,Löffel::N,کاشوغه,চামচ
389,Messer::N,چاقو,ছুরি
390,Nagel::N,ميخ,পেরেক
391,Netz::N,جال,জাল
392,Haken::N,څنګک,কাচি
393,Griff::N,لاستی,হাতল
394,Schloss::N,کلپ,তালা
395,Bild::N,رسم,ছবি
396,Bild::N,رسم,চিত্র
397,Figur::N,قدوقامت,আকার
398,Puppe::N,ګوډۍ,পুতুল
399,Beutel::N,کڅوړه,বটুয়া
400,Bündel::N,دسته,আঁটি
401,Tasche::N,بکس,থলি
402,Tasche::N,توبره,থলি
403,Eimer::N,سطل,বাল্তি
404,Deckel::N,سرپوښ,আবরণ
405,Geschirr::N,لوښی,থালা-বাসন
406,Sack::N,جوال,বস্তা
407,Tasse::N,پیاله,কাপ
408,Topf::N,دېګی,পাত্র
409,Kessel::N,دېګ,কেটলি
410,Essen::N,خوراک,আহার
411,Nahrung::N,خوراک,খাদ্য
412,Speise::N,خواړه,খাদ্য
413,Fleisch::N,غوښه,মাংস
414,Getreide::N,غله,শস্য
415,Brei::N,اوګره,মণ্ড
416,Brot::N,ډوډۍ,রুটি
417,Scheibe::N,مړۍ,ফালি
418,Fett::N,غوړي,মেদ
419,Butter::N,کوچ,মাখন
420,Öl::N,تېل,তৈল
421,Salz::N,مالګه,নুন
422,Suppe::N,شوربا,শুরুয়া
423,Honig::N,شات,মধু
424,Milch::N,شوده,দুধ
425,Tee::N,چای,চা
426,Leder::N,څرمن,পাকা চামড়া
427,Wolle::N,پشم,পশম
428,Stoff::N,ټوټه,বস্ত্র
429,Nadel::N,ستن,সুচ
430,Faden::N,تار,সূত্র
431,Knopf::N,تڼۍ,বোতাম
432,Knopf::N,تکمه,বোতাম
433,Knoten::N,غوټه,গিঁট
434,Farbe::N,رنګ,রং
435,Kleidung::N,کالي,কাপড়
436,Hemd::N,کميس,শার্ট
437,Kragen::N,غاړه,গলবন্ধ
438,Ärmel::N,لستوڼی,আস্তিন্
439,Hose::N,پطلون,ট্রাউজার
440,Gürtel::N,کمربند,কটিবন্ধ
441,Mütze::N,خولۍ,টুপি
442,Schuh::N,بوټ,জুতো
443,Stiefel::N,موزه,বুট
444,Ring::N,ګوته,আংটি
445,Band::N,فيته,ফিতা
446,Kamm::N,ګمنځ,চিরুনি
447,Spiegel::N,ایینه,আয়না
448,Spiegel::N,هنداره,আয়না
449,Riemen::N,تسمه,চাবুক
450,Schnur::N,مزی,দড়ি
451,Leine::N,رسۍ,শিকল
452,Decke::N,بړستن,কম্বল
453,Kissen::N,بالښت,উপাধান
454,Tuch::N,ټیکری,বস্ত্র
455,Handtuch::N,دسمال,তোয়ালে
456,Kraft::N,زور,জোর
457,Kraft::N,توان,জোর
458,Stärke::N,قوت,শক্তি
459,Gesundheit::N,صحت,স্বাস্থ্য
460,Gesundheit::N,روغتیا,স্বাস্থ্য
461,Krankheit::N,مرض,অসুখ
462,Krankheit::N,مرض,ব্যামো
463,Krankheit::N,ناروغي,অসুখ
464,Krankheit::N,ناروغي,ব্যামো
465,Schmerz::N,درد,যন্ত্রণা
466,Wunde::N,ټپ,ক্ষত
467,Wunde::N,زخم,ক্ষত
468,Fieber::N,تبه,জ্বর
469,Arznei::N,دوا,ঔষধ
470,Arznei::N,دارو,ঔষধ
471,Brücke::N,پول,সেতু
472,Brunnen::N,څاه,কূপ
473,Brunnen::N,کوهی,কূপ
474,Weide::N,وله,পশুচারণভূমি
475,Pfad::N,تړه,পথ
476,Weg::N,لیار,পথ
477,Straße::N,سړک,রাস্তা
478,Dorf::N,کلی,গ্রাম
479,Stadt::N,ښار,শহর
480,Brief::N,لیک,চিঠি
481,Brief::N,مکتوب,চিঠি
482,Buch::N,کتاب,বই
483,Buchstabe::N,حرف,অক্ষর
484,Buchstabe::N,توری,অক্ষর
485,Zeitung::N,اخبار,সংবাদপত্র
486,Leben::N,ژوند,জীবন
487,Tod::N,مرګ,মৃত্যু
488,Tod::N,مړینه,মৃত্যু
489,Grab::N,قبر,কবর
490,Grab::N,ډورۍ,কবর
491,Kirche::N,کلیسا,গির্জা
492,Sünde::N,ګناه,পাপ
493,Gott::N,خدای,দেবতা
494,Arbeiter::N,کاریګر,শ্রমিক
495,Chef::N,آمر,নেতা
496,Meister::N,استاد,ব্যক্তি
497,Arzt::N,طبیب,চিকিৎসক
498,Arzt::N,ډاکټر,চিকিৎসক
499,Lehrer::N,معلم,অধ্যাপক
500,Lehrer::N,ښوونکی,অধ্যাপক
501,Geld::N,پیسې,মুদ্রা
502,Geld::N,پیسې,টাকাপয়সা
503,Geschäft::N,سوداګري,ব্যস্ততা
504,Laden::N,دکان,দোকান
505,Laden::N,مغازه,দোকান
506,Preis::N,بیه,মূল্য
507,Ware::N,مال,পণ্যদ্রব্য
508,Nutzen::N,ګټه,সুবিধা
509,Reichtum::N,شتمني,ধনদৌলত
510,Welt::N,نړۍ,জগৎ
511,Welt::N,دنیا,জগৎ
512,Land::N,هېواد,খেত
513,Staat::N,دولت,রাষ্ট্র
514,König::N,باچا,রাজা
515,König::N,پادشاه,রাজা
516,Macht::N,قدرت,প্রভাব
517,Grenze::N,حد,সীমা
518,Grenze::N,سرحد,সীমা
519,Krieg::N,جګړه,যুদ্ধ
520,Feind::N,دښمن,শত্রু
521,Gewalt::N,زور,জোর
522,Gewalt::N,تشدد,জোর
523,Kampf::N,جنګ,লড়াই
524,Kampf::N,مبارزه,লড়াই
525,Bogen[Waffe]::N,لیندۍ,ধনুক
526,Pfeil::N,غشی,বাণ
527,Gewehr::N,ټوپک,বন্দুক
528,Fehler::N,خطا,ভুল
529,Fehler::N,غلطي,ভুল
530,Lüge::N,دروغ,মিথ্যা
531,Schaden::N,زیان,ক্ষতি
532,Schaden::N,تاوان,ক্ষতি
533,Unglück::N,بدبختي,দুর্ভাগ্য
534,Schuld::N,ګناه,অপরাধ
535,Alter::N,منګ,আয়ু
536,Schluss::N,اخر,শেষ
537,Zeit::N,وخت,সময়
538,Tag::N,ورځ,দিন
539,Morgen::N,سبا,সকাল
540,Morgen::N,سهار,সকাল
541,Mittag::N,غرمه,মধ্যাহু
542,Abend::N,ماښام,সন্ধ্যা
543,Nacht::N,شپه,রাত্রি
544,Woche::N,اونۍ,সপ্তাহ
545,Monat::N,مياشت,মাস
546,Jahr::N,کال,সৌরবর্ষ
547,Frühling::N,پسرلی,বসন্তকাল
548,Sommer::N,دوبی,গ্রীষ্মকাল
549,Herbst::N,منی,শরংঋতু
550,Herbst::N,خزان,শরংঋতু
551,Winter::N,ژمی,শীতকাল
552,Januar::N,جنوري,জানুয়ারী
553,Februar::N,فبروري,ফেব্রুয়ারী
554,März::N,مارچ,মার্চ
555,April::N,اپریل,এপ্রিল
556,Mai::N,مې,মে
557,Juni::N,جون,জুন
558,Juli::N,جولای,জুলাই
559,August::N,اګست,অগাস্ট
560,September::N,سپټامبر,সেপ্টেম্বর
561,Oktober::N,اکتوبر,অক্টোবর
562,November::N,نومبر,নভেম্বর
563,Dezember::N,دسمبر,ডিসেম্বর
564,Montag::N,دوشنبه,সোমবার
565,Dienstag::N,سه شنبه,মঙ্গলবার
566,Mittwoch::N,چارشنبه,বুধবার
567,Donnerstag::N,پنجشنبه,বৃহম্পতিবার
568,Freitag::N,جمعه,শুক্রবার
569,Samstag::N,خالي,শনিবার
570,Sonntag::N,یکشنبه,রবিবার
571,groß::A,لوی,বৃহৎ
572,klein::A,وړوکی,ছোট
573,lang::A,اوړد,দীর্ঘ
574,kurz::A,لنډ,খর্ব
575,kurz::A,لنډ,হ্রস্ব
576,breit::A,پراخه,চওড়া
577,schmal::A,تنګ,সরু
578,dicht::A,ګڼ,ঘন
579,dick[Gegenstand]::A,پنډ,পুরু
580,dünn::A,نری,কৃশ
581,fein::A,نازک,সূক্ষ্ম
582,fest::A,کلک,দৃঢ়
583,fest::A,ټینګ,দৃঢ়
584,flach::A,هوار,সমতল
585,glatt::A,ښوی,মসৃণ
586,hart::A,کلک,শক্ত
587,weich::A,نرم,নরম
588,weich::A,پوست,নরম
589,rund::A,ګرد,গোলাকার
590,spitz::A,تېره,তীক্ষ্ন
591,scharf::A,تېز,শাণিত
592,scharf::A,تېره,শাণিত
593,stumpf::A,پڅ,ভোঁতা
594,schwer::A,دروند,ভারী
595,schön::A,ښکلی,সুন্দর
596,heiß::A,تود,গরম
597,warm::A,تود,ঈষদুষ্ণ
598,kalt::A,ېخ,ঠাণ্ডা
599,kalt::A,سوړ,ঠাণ্ডা
600,kühl::A,ېخ,শীতল
601,kühl::A,سوړ,শীতল
602,frisch::A,تازه,তাজা
603,feucht::A,مرطوب,ভিজা
604,nass::A,لوند,ভিজা
605,trocken::A,وچ,শুষ্ক
606,voll::A,ډک,পূর্ণ
607,leer::A,خالی,খালি
608,offen::A,خلاص,খোলা
609,offen::A,پرانیستی,খোলা
610,geschlossen::A,تړلی,বন্ধ
611,sauber::A,پاک,নির্মল
612,schmutzig::A,چټل,নোংরা
613,roh::A,خام,কাঁচা
614,reif::A,پوخ,পাকা
615,reif::A,رسېدلی,পাকা
616,lecker::A,خوندور,সুস্বাদ
617,lecker::A,مزه دار,সুস্বাদ
618,süß::A,خوږ,মিষ্ট
619,süß::A,شیرین,মিষ্ট
620,bitter::A,تریخ,তিক্ত
621,sauer::A,ټاک,টক
622,sauer::A,تريو,টক
623,hell::A,روڼ,উজ্জ্বল
624,hell::A,روښان,উজ্জ্বল
625,dunkel::A,تیاره,অন্ধকারময়
626,schwarz::A,تور,কালো
627,weiß::A,سپين,সাদা
628,rot::A,سور,লাল
629,gelb::A,زېړ,হলদে
630,blau::A,شین,নীল
631,blau::A,اسماني رنګه,নীল
632,grün::A,زرغون,সবুজ
633,grau::A,خړ,ছাই-রঙা
634,bunt::A,رنګارنګ,রঙিন
635,billig::A,ارزان,সস্তা
636,teuer::A,ګران,আক্রা
637,wertvoll::A,قیمتي,মহার্ঘ
638,blind::A,ړوند,কানা
639,taub::A,کوڼ,বধির
640,kräftig::A,قوی,বিশাল
641,stark::A,قوی,শক্তিশালী
642,stark::A,تکړه,শক্তিশালী
643,schwach::A,ضعیف,দুর্বল
644,schwach::A,کمزوری,দুর্বল
645,fett::A,چاغ,মোটা
646,schlank::A,خوش اندام,কৃশ
647,hübsch::A,ښکلی,সুন্দর
648,hübsch::A,ښایسته,সুন্দর
649,böse::A,شریر,খারাপ
650,böse::A,قهرناک,খারাপ
651,dumm::A,احمق,মূর্খ
652,faul::A,لټ,শ্রমবিমুখ
653,faul::A,تنبل,শ্রমবিমুখ
654,fleißig::A,زحمت کښ,পরিশ্রমী
655,geizig::A,بخیل,ব্যয়কুণ্ঠ
656,klug::A,عاقل,দক্ষ
657,klug::A,هوښیار,দক্ষ
658,geschickt::A,ماهر,পটু
659,lieb::A,عزیز,প্রেয়
660,lieb::A,محبوب,প্রেয়
661,lustig::A,خوشحال,প্রফুল্ল
662,sanft::A,پوست,নম্র
663,sanft::A,ملایم,নম্র
664,hungrig::A,وږی,ক্ষুধার্ত
665,krank::A,مريض,অসুস্থ
666,krank::A,ناروغ,অসুস্থ
667,nackt::A,لوڅ,উলঙ্গ
668,traurig::A,غمجن,দুঃখিত
669,lebendig::A,ژوندی,জীবিত
670,gut::A,ښه,ভালো
671,schlecht::A,بد,মন্দ
672,schlecht::A,خراب,মন্দ
673,richtig::A,سم,ঠিক
674,richtig::A,صحیح,ঠিক
675,schlimm::A,بد,কদর্য
676,schlimm::A,مخوف,কদর্য
677,wahr::A,واقعي,বাস্তব
678,alt::A,زوړ,পুরাতন
679,neu::A,نوی,নব
680,neu::A,نوی,নূতন
681,ehemalig::A,پخوانی,পূর্বকালীন
682,alt[Lebewesen]::A,زوړ,বৃদ্ধ
683,jung::A,ځوان,তরুণ
684,arm::A,غریب,ক্ষুদ্র
685,arm::A,بې وزله,ক্ষুদ্র
686,reich::A,شتمن,ধনবান্
687,reich::A,دولتمند,ধনবান্
688,bekannt::A,اشنا,সুপরিচিত
689,berühmt::A,مشهور,বিখ্যাত
690,fremd::A,پردی,বিদেশি
691,fremd::A,بېګانه,বিদেশি
692,verschieden::A,مختلف,বিসদৃশ
693,nah::A,نژدې,নিকটবতী
694,fern::A,لیری,দুরবতী
