,Concept_ID,br,ar
787,sitzen::V,azezañ,جلس
788,sitzen::V,bezañ en e goazez,جلس
789,liegen::V,bezañ en e c'hourvez,رقد
790,hängen::V,krougañ,تعلق
791,werden::V,dazonet,صار
792,werden::V,dazonet,أصبح
793,passieren::V,c'hoarvezout,حدث
794,beginnen::V,stagañ,ابتدأ
795,enden::V,achuiñ,انتهى
796,wechseln::V,cheñch,تغير
797,aufgehen[Sonne]::V,dirouzañ,شرق
798,scheinen[Sonne]::V,lugernañ,أضاء
799,donnern::V,taranal,رعد
800,wehen::V,c'hwezhañ,هب
801,strömen::V,deredek,جرى
802,fließen::V,redek,سال
803,sich drehen::V,troiñ,دار
804,schwanken::V,trantellat,ترنح
805,schwingen::V,froumal,ترجح
806,fallen::V,kouezhañ,سقط
807,brennen::V,deviñ,احترق
808,rauchen::V,divogedañ,دخن
809,regnen::V,glavañ,أمطر
810,gefrieren::V,reviñ,تجمد
811,tauen::V,diskornañ,ذاب
812,schmelzen::V,teuziñ,ذاب
813,trocknen::V,sec'hañ,نشف
814,sieden::V,berviñ,غلى
815,faulen::V,breinañ,فسد
816,verfaulen::V,breinañ,تعفن
817,reißen::V,darnaouiñ,انقطع
818,versinken::V,sodellañ,غرق
819,vergehen::V,tremen,مضى
820,erscheinen::V,donet war-wel,لاح
821,erscheinen::V,donet war-wel,ظهر
822,verschwinden::V,monet diwar wel,غاب
823,sinken::V,en em izelat,هبط
824,abnehmen::V,nebeutaat,نقص
825,zunehmen::V,kreskiñ,ازداد
826,steigen::V,sevel,صعد
827,steigen::V,sevel,ارتفع
828,wachsen::V,kreskiñ,نما
829,wachsen::V,kreskiñ,نبت
830,glänzen::V,lugernañ,لمع
831,funkeln::V,elieniñ,تلألأ
832,lärmen::V,rabotat,ضج
833,lärmen::V,rabotat,صخب
834,klirren::V,diridignat,قعقع
835,klirren::V,sterlinkañ,قعقع
836,brausen::V,gwegal,عج
837,rauschen::V,trouzal,حف
838,klingen::V,seniñ,رن
839,bellen::V,harzhal,نبح
840,heulen::V,yudal,عوى
841,blasen::V,c'hwezhañ,نفخ
842,pfeifen::V,c'hwitellat,صفر
843,schreien::V,huchal,صرخ
844,stöhnen::V,hirvoudiñ,أن
845,zittern::V,krenañ,ارتعش
846,leben::V,bevañ,عاش
847,geboren werden::V,genel,ولد
848,atmen::V,tennañ e anal,تنفس
849,trinken::V,evañ,شرب
850,essen::V,debriñ,أكل
851,schlucken::V,lonkañ,جرع
852,müde werden::V,skuizhañ,تعب
853,einschlafen::V,menel kousket,نام
854,schlafen::V,kousket,نام
855,aufwachen::V,dihuniñ,استيقظ
856,aufstehen::V,sevel,قام
857,sich erholen::V,diskuizhañ,استجم
858,krank werden::V,klañviñ,مرض
859,krank sein::V,bezañ klañv,مرض
860,schmerzen::V,skourjezañ,آلم
861,husten::V,pasaat,كح
862,husten::V,pasaat,سعل
863,husten::V,peudal,كح
864,husten::V,peudal,سعل
865,genesen::V,pareañ,نقه
866,sterben::V,mervel,مات
867,umkommen::V,perisañ,هلك
868,sich bewegen::V,bouljal,تحرك
869,sich rühren::V,fiñval,تحرك
870,sich erheben::V,sevel,قام
871,sich setzen::V,azezañ,جلس
872,sich setzen::V,mont en e goazez,جلس
873,hinfallen::V,kouezhañ,وقع
874,laufen::V,redek,مشى
875,schreiten::V,kerzhet,خطا
876,spazierengehen::V,pourmen,تنزه
877,eilen::V,hastañ,عجل
878,sich beeilen::V,hastañ,استعجل
879,sausen::V,karzhañ,أسرع
880,rennen::V,redek,عدا
881,rennen::V,redek,ركض
882,springen::V,lammat,قفز
883,klettern::V,krimpat,تسلق
884,schaukeln::V,brañsellat,تأرجح
885,kriechen::V,skrampañ,دب
886,kriechen::V,skrampañ,زحف
887,schwimmen::V,neuial,سبح
888,tauchen::V,splujañ,غطس
889,rudern::V,roeñvat,جذف
890,fahren::V,kas,ركب
891,fahren::V,kas,سافر
892,fahren::V,bleniañ,ركب
893,fahren::V,bleniañ,سافر
894,fliegen::V,nijal,طار
895,gehen::V,mont,سار
896,gehen::V,mont,ذهب
897,weggehen::V,mont kuit,ذهب
898,weggehen::V,mont kuit,انصرف
899,abfahren::V,mont kuit,رحل
900,anhalten::V,chom a-sav,توقف
901,hineingehen::V,monet e-barzh,دخل
902,eintreten::V,monet e-barzh,دخل
903,kommen::V,dont,أتى
904,kommen::V,dont,جاء
905,ankommen::V,erruout,وصل
906,zurückkommen::V,addonet,عاد
907,zurückkommen::V,addonet,رجع
908,bleiben::V,chom,مكث
909,warten::V,gortoz,انتظر
910,erwarten::V,gortoz,ترقب
911,erwarten::V,gortoz,انتظر
912,suchen::V,klask,بحث
913,finden::V,kavout,وجد
914,versuchen::V,klask,حاول
915,vorbereiten::V,aozañ,أعد
916,vorbereiten::V,aozañ,حضر
917,lieben::V,karout,أحب
918,mögen::V,karout,أحب
919,lachen::V,c'hoarzin,ضحك
920,rühren::V,tenerañ,أثر
921,weinen::V,gouelañ,بكى
922,schimpfen::V,krozal,سب
923,schimpfen::V,krozal,شتم
924,sich ärgern::V,fachañ,زعل
925,sich ärgern::V,en em fachañ,زعل
926,fliehen::V,tec'het,هرب
927,flüchten::V,tuzañ,فر
928,sehen::V,gwelet,رأى
929,anschauen::V,sellout ouzh,نظر
930,ansehen::V,sellout ouzh,نظر
931,hören::V,klevet,سمع
932,zuhören::V,selaou,أصغى
933,probieren::V,blasa,ذاق
934,riechen::V,klevet,شم
935,riechen::V,klevet,استنشق
936,fühlen::V,santout,شعر
937,scheinen::V,diskouez bezañ,ظهر
938,zu sehen sein::V,bezañ gwelus,ظهر
939,vernehmen::V,merzhañ,سمع
940,frieren::V,anoued,بردان
941,tun::V,ober,فعل
942,können::V,gouzout,قدر
943,können::V,gouzout,استطاع
944,wollen::V,fellout da,شاء
945,wollen::V,fellout da,أراد
946,wollen::V,kaout c'hoant da,شاء
947,wollen::V,kaout c'hoant da,أراد
948,anfangen::V,kregiñ,بدأ
949,beenden::V,achuiñ,أنهى
950,aufhören::V,paouez,توقف
951,aufhören::V,paouez,انقطع
952,öffnen::V,digeriñ,فتح
953,schließen::V,serriñ,أغلق
954,stellen::V,lakaat,وضع
955,stellen::V,lakaat,أقام
956,setzen::V,lakaat,أجلس
957,legen::V,lakaat,وضع
958,berühren::V,touch,مس
959,berühren::V,touch,لمس
960,verbinden::V,eren,ربط
961,verbinden::V,eren,وصل
962,bedecken::V,goloiñ,غطى
963,aufhängen::V,istribilhañ,علق
964,anzünden::V,alumiñ,أوقد
965,anzünden::V,c'hwezzañ,أوقد
966,aufheben::V,dastum,لقط
967,zurücklassen::V,lezel,ترك
968,verlieren::V,koll,فقد
969,fallen lassen::V,laoskel,أسقط
970,fallen lassen::V,lezel da gouezhel,أسقط
971,machen::V,ober,فعل
972,herstellen::V,fardañ,صنع
973,herstellen::V,fardañ,أنتج
974,bauen::V,sevel,بنى
975,bauen::V,sevel,شيد
976,reparieren::V,adaozañ,صلح
977,verbessern::V,gwellaat,صحح
978,ändern::V,cheñch,غير
979,graben::V,kleuzañ,حفر
980,beugen::V,plegañ,ثنى
981,beugen::V,plegañ,أحنى
982,biegen::V,krommañ,لوى
983,drehen::V,treiñ,أدار
984,drehen::V,treiñ,دور
985,wenden::V,treiñ,قلب
986,umdrehen::V,treiñ,قلب
987,heben::V,sevel,رفع
988,hochheben::V,sevel,رفع
989,ergreifen::V,kemer,مسك
990,halten::V,dalc'hen,مسك
991,drücken::V,bountañ,ضغط
992,schieben::V,poulzañ,حرك
993,kratzen::V,skrabat,خدش
994,lecken::V,lipat,لعق
995,beißen::V,kregiñ,عض
996,abreißen::V,diframmañ,قلع
997,abschneiden::V,troc'hañ,قطع
998,binden::V,stagañ,ربط
999,stecken::V,sankañ,دس
1000,brechen::V,darnaouiñ,كسر
1001,klopfen::V,skoiñ,طرق
1002,hauen::V,dornañ,ضرب
1003,kleben::V,pegañ,ألصق
1004,reiben::V,taravat,حك
1005,reiben::V,trekiñ,حك
1006,streichen::V,toazañ,نشر
1007,schleifen::V,lemmañ,سن
1008,schneiden::V,troc'hañ,قطع
1009,rütteln::V,tordorosañ,رج
1010,schütteln::V,hejañ,هز
1011,schütten::V,diskargañ,صب
1012,füllen::V,kargañ,ملأ
1013,einwickeln::V,gronnañ,لف
1014,tragen::V,dougen,حمل
1015,schleppen::V,stlejal,سحب
1016,ziehen::V,sachañ,سحب
1017,aufbewahren::V,miret,حفظ
1018,werfen::V,teuler,رمى
1019,werfen::V,teuler,ألقى
1020,fangen::V,tapañ,التقط
1021,packen::V,krapat,مسك
1022,verstecken::V,kuzhat,خبأ
1023,teilen::V,rannañ,قسم
1024,schicken::V,kas,بعث
1025,schicken::V,kas,أرسل
1026,bringen::V,degas,جلب
1027,hinzufügen::V,lakat ouzhpenn,أضاف
1028,bekommen::V,kaout,حصل
1029,erhalten::V,kaout,استلم
1030,nehmen::V,kemer,أخذ
1031,wählen::V,choaz,اختار
1032,auswählen::V,dibab,انتقى
1033,bewahren::V,mirout,حافظ
1034,behindern::V,diaezañ,عاق
1035,verderben::V,lovrañ,أفسد
1036,beschädigen::V,gwallegañ,أضر
1037,zerbrechen::V,torriñ,كسر
1038,zerreißen::V,diroegiñ,مزق
1039,zerstören::V,distrujañ,دمر
1040,verbrennen::V,deviñ,حرق
1041,geben::V,reiñ,أعطى
1042,schenken::V,donezonañ,وهب
1043,versprechen::V,prometiñ,وعد
1044,wünschen::V,hetiñ,تمنى
1045,loben::V,feurmiñ,مدح
1046,küssen::V,pokat,قبل
1047,wiegen::V,pouezañ,هدهد
1048,zudecken::V,goloiñ,غطى
1049,wecken::V,dihuniñ,أيقظ
1050,zeigen::V,diskouez,أرى
1051,führen::V,kas,دل
1052,lehren::V,deskiñ,علم
1053,unterrichten::V,kelenn,علم
1054,leiten::V,bleinañ,دل
1055,leiten::V,bleinañ,أدار
1056,antreiben::V,poulzañ,حث
1057,lassen::V,leuskel,حدا
1058,einladen::V,pediñ,دعا
1059,vereinigen::V,unisañ,وحد
1060,besuchen::V,gweladenniñ,زار
1061,treffen::V,kejal,قابل
1062,treffen::V,ankontrañ,قابل
1063,sich versammeln::V,bodennañ,اجتمع
1064,spielen::V,c'hoari,لعب
1065,singen::V,kanañ,غنى
1066,tanzen::V,dañsal,رقص
1067,sich trennen::V,dispartiañ,افترق
1068,verlassen::V,lezel,ترك
1069,retten::V,saveteiñ,نجى
1070,retten::V,saveteiñ,أنقذ
1071,bewachen::V,mesa,حرس
1072,schützen::V,diwall,حمى
1073,verteidigen::V,difenn,دافع
1074,sich schlagen::V,lopañ,تضارب
1075,siegen::V,trec'hiñ,انتصر
1076,ärgern::V,hegasiñ,أزعل
1077,schlagen::V,skeiñ,ضرب
1078,treten::V,botaouiñ,رفس
1079,stechen::V,pikat,شك
1080,stoßen::V,stokañ,دفع
1081,stehlen::V,laerezh,سرق
1082,stören::V,direnkañ,ضايق
1083,belästigen::V,dregasiñ,أزعج
1084,verbergen::V,skoachañ,كتم
1085,täuschen::V,tromplañ,خدع
1086,betrügen::V,lorbañ,غش
1087,töten::V,lazhañ,قتل
1088,wohnen::V,bezañ o chom,سكن
1089,arbeiten::V,labourat,عمل
1090,arbeiten::V,labourat,اشتغل
1091,sammeln::V,dastum,جمع
1092,pflücken::V,kuntuilhañ,جنى
1093,pflücken::V,kuntuilhañ,قطف
1094,jagen::V,chaseal,صاد
1095,fischen::V,pesketa,اصطاد
1096,fassen::V,pakañ,قبض
1097,hüten::V,geota,رعى
1098,anbinden::V,stagañ,ربط
1099,füttern::V,boueta,علف
1100,melken::V,goro,حلب
1101,hacken::V,difrakal,فرم
1102,gießen::V,dourañ,سقى
1103,reifen::V,azviñ,نضج
1104,zubereiten::V,keginañ,حضر
1105,kochen::V,poazhañ,طبخ
1106,backen::V,fritañ,خبز
1107,braten::V,rostañ,قلى
1108,braten::V,rostañ,حمر
1109,stricken::V,stammañ,حاك
1110,nähen::V,gwriat,خاط
1111,färben::V,livañ,صبغ
1112,färben::V,livañ,لون
1113,reinigen::V,naetañ,نظف
1114,waschen::V,gwalc'hiñ,غسل
1115,abwischen::V,torchañ,مسح
1116,spülen::V,disgwalc'hiñ,شطف
1117,fegen::V,skubañ,كنس
1118,kehren::V,skubañ,كنس
1119,baden::V,kouronkañ,استحم
1120,sich waschen::V,en em walc'hiñ,اغتسل
1121,sich anziehen::V,gwiskañ,اكتسى
1122,kämmen::V,kribat,مشط
1123,schmücken::V,kinklañ,زين
1124,sagen::V,larêt,قال
1125,sagen::V,lavaret,قال
1126,sprechen::V,komz,تكلم
1127,reden::V,kaozeal,تكلم
1128,sich unterhalten::V,balbotal,تحادث
1129,fragen::V,goulenn,سأل
1130,bitten::V,goulenn,رجا
1131,erzählen::V,kontañ,حكي
1132,mitteilen::V,kemenn,بلغ
1133,nennen::V,anviñ,سمى
1134,rufen::V,gelver,نادى
1135,prahlen::V,fougeal,فشر
1136,prahlen::V,fougeal,تفاخر
1137,übersetzen::V,treiñ,ترجم
1138,denken::V,soñjal,فكر
1139,glauben::V,krediñ,اعتقد
1140,bemerken::V,apresevañ,لاحظ
1141,erkennen::V,anavout,عرف
1142,begreifen::V,meizañ,فهم
1143,begreifen::V,meizañ,أدرك
1144,verstehen::V,kompren,فهم
1145,lernen::V,deskiñ,درس
1146,wissen::V,gouzout,علم
1147,sich erinnern an::V,kaout soñj e,تذكر
1148,vergessen::V,ankouaat,نسي
1149,messen::V,muzuliañ,قاس
1150,zählen::V,kontañ,عد
1151,zählen::V,kontañ,أحصى
1152,rechnen::V,jedañ,حسب
1153,lesen::V,lenn,قرأ
1154,malen::V,livañ,صور
1155,zeichnen::V,tresañ,رسم
1156,schreiben::V,skrivañ,كتب
1157,besitzen::V,kaout,حاز
1158,besitzen::V,kaout,ملك
1159,kaufen::V,prenañ,اشترى
1160,verkaufen::V,gwerzhañ,باع
1161,bezahlen::V,paeañ,دفع
1162,zahlen::V,paeañ,سدد
1163,beherrschen::V,mestroniañ,حكم
1164,ertragen::V,anduriñ,أطاق
1165,ertragen::V,anduriñ,تحمل
1166,Grube::N,,نقرة
1167,Spur::N,,أثر
1168,Lehm::N,,طين
1169,Laut::N,,صوت
1170,Winkel::N,,زاوية
1171,Lagerfeuer::N,,نار المخيم
1172,vergebens::ADV,,عبثا
1173,untergehen[Sonne]::V,,غرب
1174,läuten::V,,قرع
1175,klingeln::V,,دق
1176,sich fürchten::V,,هاب
1177,fürchten::V,,خاف
1178,fürchten::V,,خشي
1179,gelingen::V,,نجح
1180,geraten::V,,طلع
1181,schwenken::V,,لوح
1182,reichen::V,,ناول
1183,aufziehen::V,,ربى
1184,schießen::V,,أطلق
1185,treiben::V,,ساق
1186,umrühren::V,,قلب
1187,ausziehen::V,,خلع
1188,anziehen::V,,لبس
