,Concept_ID,uz,el
203,Saat::N,äkin,σπόρος
204,Korn::N,zarra,σπυρί
205,Heu::N,xashak,σανός
206,Schale::N,po'choq,τσόφλι
207,Grube::N,co'ra,λάκκος
208,Falle::N,qopqon,παγίδα
209,Schlinge::N,sirtmoq,θηλειά
210,Spur::N,iz,ίχνος
211,Asche::N,kul,στάχτη
212,Dreck::N,kir,βρωμιά
213,Eisen::N,temir,σίδερο
214,Gold::N,tilla,μάλαμα
215,Gold::N,tilla,χρυσάφι
216,Silber::N,kumush,ασήμι
217,Silber::N,kumush,άργυρος
218,Kohle::N,ko'mir,κάρβουνο
219,Glas::N,oyna,γυαλί
220,Lehm::N,loy,πηλός
221,Sand::N,qum,άμμος
222,Mensch::N,odam,άνθρωπος
223,Mann::N,ärkak,άνδρας
224,Frau::N,ayol,γυναίκα
225,Kind::N,bola,παιδί
226,Kind::N,kichkintoy,παιδί
227,Junge::N,bola,αγόρι
228,Mädchen::N,qiz,κοπέλα
229,Mädchen::N,qiz,κορίτσι
230,Familie::N,oila,οικογένεια
231,Großvater::N,buva,παππούς
232,Großvater::N,katta ota,παππούς
233,Großmutter::N,buvi,γιαγιά
234,Großmutter::N,katta oyi,γιαγιά
235,Eltern::N,ota-ona,γονείς
236,Vater::N,ota,πατέρας
237,Mutter::N,ona,μητέρα
238,Sohn::N,o'g'il,γιος
239,Tochter::N,qiz,κόρη
240,Bruder::N,og'a,αδελφός
241,Bruder::N,uka,αδελφός
242,Schwester::N,opa,αδελφή
243,Schwester::N,singil,αδελφή
244,Onkel::N,amaki,θείος
245,Tante::N,amma,θεία
246,Tante::N,xola,θεία
247,Ehemann::N,är,σύζυγος
248,Ehefrau::N,rafiqa,σύζυγος
249,Freude::N,ayish,χαρά
250,Gelächter::N,kulgi,γέλια
251,Glück::N,saodat,ευτυχία
252,Kummer::N,g'am,έγνοια
253,Wunsch::N,orzu,επιθυμία
254,Lust::N,rag'bat,όρεξη
255,Geist::N,ruh,πνέυμα
256,Gedanke::N,fikr,σκέψη
257,Gedächtnis::N,äs,μνήμη
258,Verstand::N,aql,νους
259,Sinn::N,ma'ni,νόημα
260,Grund::N,sabab,λόγος
261,Wahrheit::N,haq,αλήθεια
262,Gespräch::N,gap,συνομιλία
263,Märchen::N,ärtak,παραμύθι
264,Erzählung::N,rivoyat,διήγημα
265,Nachricht::N,xabar,είδηση
266,Neuigkeit::N,yangilik,νέο
267,Name::N,ot,όνομα
268,Rätsel::N,topishmoq,αίνιγμα
269,Rede::N,nutq,λόγος
270,Rede::N,nutq,ομιλία
271,Sprache::N,til,γλώσσα
272,Stimme::N,ovoz,φωνή
273,Wort::N,so'z,λέξη
274,Zeichen::N,alomat,σημείο
275,Ruf::N,chaqiriq,κραυγή
276,Lärm::N,taraq,θόρυβος
277,Laut::N,tovush,ήχος
278,Ton::N,un,ήχος
279,Ton::N,un,τόνος
280,Lied::N,ashula,τραγούδι
281,Ruhe::N,tinchlik,ησυχία
282,Leute::N,xaloyiq,κόσμος
283,Leute::N,xaloyiq,άνθρωποι
284,Volk::N,xalq,λαός
285,Arbeit::N,ish,εργασία
286,Gast::N,mehmon,επισκέπτης
287,Geschenk::N,hadya,δώρο
288,Spiel::N,o'yin,παιχνίδι
289,Gesellschaft::N,jamiyat,κοινωνία
290,Hilfe::N,yordam,βοήθεια
291,Freund::N,do'st,φίλος
292,Kamerad::N,yo'ldosh,σύντροφος
293,Angelegenheit::N,daxl,υπόθεση
294,Anzahl::N,son,αριθμός
295,Art::N,tur,είδος
296,Stück::N,parcha,κομμάτι
297,Teil::N,bo'lak,μέρος
298,Hälfte::N,yarim,μισό
299,Kreis::N,aylana,κύκλος
300,Kreuz::N,xoch,σταυρός
301,Linie::N,liniya,γραμμή
302,Strich::N,chiziq,γραμμή
303,Abstand::N,oralik,απόσταση
304,Entfernung::N,uzoqlik,απόσταση
305,Gegend::N,yer,περιοχή
306,Gegend::N,yer,τοποθεσία
307,Platz::N,oralig,χώρος
308,Ort::N,joy,τόπος
309,Seite::N,yon,πλευρά
310,Mitte::N,o'rta,μέση
311,Gegenstand::N,ashyo,αντικείμενο
312,Sache::N,buyum,πράγμα
313,Rand::N,chek,άκρη
314,Rand::N,chek,χείλος
315,Kante::N,tig',άκρη
316,Ecke::N,burchak,γωνιά
317,Spitze::N,uch,μύτη
318,Ende::N,oxir,άκρη
319,Loch::N,teshik,τρύπα
320,Winkel::N,go'sha,γωνία
321,Muster::N,nusha,σχέδιο
322,Größe::N,kattalik,μέγεθος
323,Länge::N,uzunlik,μήκος
324,Höhe::N,yuksaklik,ύψος
325,Gewicht::N,solmoq,βάρος
326,Menge::N,miqdor,ποσότητα
327,Haufen::N,uyum,σωρός
328,Reihe::N,saf,αράδα
329,Boot::N,qayiq,βάρκα
330,Ruder::N,äshkak,κουπί
331,Schlitten::N,chana,έλκηθρο
332,Ski::N,chang'i,σκι
333,Lagerfeuer::N,gulxan,φωτιά
334,Last::N,yuk,φορτίο
335,Gang::N,yurish,δρόμος
336,Schritt::N,qadam,βήμα
337,Norden::N,shimol,βορράς
338,Süden::N,janub,νότος
339,Westen::N,g'arb,δύση
340,Osten::N,sharq,ανατολή
341,Holz::N,yog'och,ξύλο
342,Brett::N,taxta,σανίδι
343,Platte::N,tabaqa,πλάκα
344,Stütze::N,tayanchi,στήριγμα
345,Stange::N,qo'noq,ραβδί
346,Stange::N,qo'noq,κοντός
347,Stock::N,tayoq,ξύλο
348,Stock::N,tayoq,μπαστούνι
349,Stab::N,gavron,ραβδί
350,Rohr::N,tarnov,σωλήνας
351,Haus::N,uy,σπίτι
352,Heim::N,makon,σπίτι
353,Ofen::N,pechka,σόμπα
354,Ofen::N,pechka,θερμάστρα
355,Fußboden::N,pol,πάτωμα
356,Tisch::N,mosa,τραπέζι
357,Stuhl::N,o'rindiq,καρέκλα
358,Wiege::N,beshik,κούνια
359,Bett::N,yotoq,κρεβάτι
360,Regal::N,tokcha,ράφι
361,Kiste::N,sandiq,κιβώτιο
362,Fenster::N,deraza,παράθυρο
363,Tür::N,äshik,πόρτα
364,Tor::N,darvoza,πύλη
365,Zaun::N,panjara,φράχτης
366,Dach::N,tom,στέγη
367,Leiter::N,narvon,σκάλα
368,Leiter::N,narvon,κλίμακα
369,Besen::N,supurgi,σκούπα
370,Spaten::N,bel,φτυάρι
371,Schaufel::N,kurak,φτυάρι
372,Gabel::N,bilka,πιρούνι
373,Löffel::N,qoshiq,κουτάλι
374,Messer::N,pichoq,μαχαίρι
375,Nagel::N,mix,καρφί
376,Netz::N,to'r,δίχτυ
377,Haken::N,ilgak,γάντζος
378,Haken::N,ilgak,αγκίστρι
379,Griff::N,sop,λαβή
380,Griff::N,tutqich,λαβή
381,Schloss::N,qulf,κλειδαριά
382,Bild::N,rasm,εικόνα
383,Figur::N,shakl,ανάστημα
384,Puppe::N,ko'g'irchoq,κούκλα
385,Beutel::N,to'rva,πουγγί
386,Bündel::N,bog'lam,δεμάτι
387,Tasche::N,kissa,τσάντα
388,Eimer::N,chelak,κουβάς
389,Deckel::N,qopqoq,καπάκι
390,Geschirr::N,idish,σκεύη
391,Sack::N,qop,σάκος
392,Tasse::N,piyola,φλιτζάνι
393,Topf::N,tuvak,χύτρα
394,Kessel::N,qozon,καζάνι
395,Essen::N,tomoq,φαγητό
396,Nahrung::N,emak,τροφή
397,Speise::N,taom,φαγητό
398,Fleisch::N,go'sht,κρέας
399,Getreide::N,g'alla,σιτάρι
400,Brei::N,bo'tqa,χυλός
401,Brot::N,non,ψωμί
402,Brot::N,non,άρτος
403,Scheibe::N,disk,φέτα
404,Fett::N,moy,πάχος
405,Butter::N,yog',βούτυρο
406,Öl::N,moy,λάδι
407,Salz::N,tuz,αλάτι
408,Suppe::N,sho'rva,σούπα
409,Honig::N,asal,μέλι
410,Milch::N,sut,γάλα
411,Tee::N,choy,τσάι
412,Leder::N,charm,πετσί
413,Wolle::N,jun,μαλλί
414,Stoff::N,mato,ύφασμα
415,Nadel::N,igna,βελόνα
416,Faden::N,ip,κλωστή
417,Knopf::N,tugma,κουμπί
418,Knoten::N,tugun,κόμπος
419,Farbe::N,bo'yok,μπογιά
420,Kleidung::N,kiyim,ρούχα
421,Kleidung::N,kiyim,ενδυμασία
422,Hemd::N,ko'ylak,πουκάμισο
423,Kragen::N,yoqa,κολάρο
424,Ärmel::N,yeng,μανίκι
425,Hose::N,shim,πανταλόνι
426,Gürtel::N,tasma,ζώνη
427,Mütze::N,shapka,σκούφος
428,Schuh::N,but,παπούτσι
429,Stiefel::N,botinka,μπότα
430,Ring::N,yuzuk,δαχτυλίδι
431,Band::N,rishta,κορδέλα
432,Kamm::N,taroq,χτένα
433,Spiegel::N,ko'zgu,καθρέφτης
434,Riemen::N,qayish,λουρί
435,Schnur::N,bog'ich,κορδόνι
436,Leine::N,etak,σχοινί
437,Decke::N,odyol,κουβέρτα
438,Kissen::N,yostiq,μαξιλάρι
439,Tuch::N,gazlama,πανί
440,Tuch::N,gazlama,μαντήλι
441,Handtuch::N,sochiq,πετσέτα
442,Kraft::N,kuch,δύναμη
443,Stärke::N,quvvat,ισχύς
444,Stärke::N,quvvat,δύναμη
445,Gesundheit::N,sog'lik,υγεία
446,Krankheit::N,kasallik,αρρώστια
447,Schmerz::N,og'riq,πόνος
448,Wunde::N,yara,πληγή
449,Fieber::N,bezgak,πυρετός
450,Arznei::N,dori,φάρμακο
451,Brücke::N,ko'prik,γέφυρα
452,Brunnen::N,buloq,πηγάδι
453,Weide::N,yaylov,βοσκή
454,Pfad::N,dorojka,μονοπάτι
455,Weg::N,yo'l,δρόμος
456,Straße::N,ko'cha,οδός
457,Straße::N,ko'cha,δρόμος
458,Dorf::N,ovul,χωριό
459,Stadt::N,shahar,πόλη
460,Brief::N,maktub,γράμμα
461,Brief::N,maktub,επιστολή
462,Buch::N,kitob,βιβλίο
463,Buchstabe::N,harf,γράμμα
464,Zeitung::N,gazet,εφημερίδα
465,Leben::N,hayot,ζωή
466,Leben::N,hayot,βίος
467,Tod::N,o'lim,θάνατος
468,Grab::N,go'r,τάφος
469,Kirche::N,cherkov,εκκλησία
470,Sünde::N,gunoh,αμαρτία
471,Gott::N,olloh,θεός
472,Arbeiter::N,ishchi,εργάτης
473,Chef::N,rais,προϊστάμενος
474,Meister::N,usta,μάστορας
475,Meister::N,usta,αρχιτεχνίτης
476,Arzt::N,hakim,γιατρός
477,Lehrer::N,muallim,δάσκαλος
478,Geld::N,pul,λεφτά
479,Geld::N,pul,χρήματα
480,Geschäft::N,savdo,συναλλαγή
481,Laden::N,do'kon,μαγαζί
482,Laden::N,do'kon,κατάστημα
483,Preis::N,baho,τιμή
484,Ware::N,mol,εμπόρευμα
485,Nutzen::N,foyda,όφελος
486,Reichtum::N,boylik,πλούτος
487,Welt::N,olam,κόσμος
488,Land::N,o'lka,χώρα
489,Staat::N,davlat,κράτος
490,Staat::N,davlat,πολιτεία
491,König::N,qirol,βασιλιάς
492,Macht::N,iqtidor,εξουσία
493,Grenze::N,chegara,σύνορα
494,Krieg::N,harb,πόλεμος
495,Feind::N,dushman,εχθρός
496,Gewalt::N,zo'rlik,βία
497,Kampf::N,kurash,αγώνας
498,Bogen[Waffe]::N,yoy,τόξο
499,Pfeil::N,o'q,σαΐτα
500,Gewehr::N,vintovka,τουφέκι
501,Fehler::N,xato,λάθος
502,Fehler::N,xato,σφάλμα
503,Lüge::N,yolg'on,ψέμα
504,Lüge::N,yolg'on,ψεύδος
505,Schaden::N,ziyon,ζημία
506,Unglück::N,balo,δυστυχία
507,Schuld::N,ayb,ενοχή
508,Schuld::N,ayb,φταίξιμο
509,Alter::N,yosh,ηλικία
510,Schluss::N,tamom,τέλος
511,Zeit::N,vaqt,χρόνος
512,Tag::N,kun,μέρα
513,Tag::N,kun,ημέρα
514,Morgen::N,saboh,πρωί
515,Mittag::N,kun tushlik,μεσημέρι
516,Abend::N,oqshom,βράδυ
517,Nacht::N,tun,νύχτα
518,Woche::N,hafta,εβδομάδα
519,Monat::N,oy,μήνας
520,Jahr::N,yil,έτος
521,Jahr::N,yil,χρόνος
522,Frühling::N,bahor,άνοιξη
523,Sommer::N,yoz,καλοκαίρι
524,Herbst::N,kuz,φθινόπωρο
525,Herbst::N,xazon,φθινόπωρο
526,Winter::N,qish,χειμώνας
527,Januar::N,yanvar',Ιανουάριος
528,Februar::N,fevral',Φεβρουάριος
529,März::N,mart,Μάρτιος
530,April::N,aprel',Απρίλιος
531,Mai::N,may,Μάιος
532,Juni::N,iyun',Ιούνιος
533,Juli::N,iyul',Ιούλιος
534,August::N,avgust,Αύγουστος
535,September::N,sentyabr',Σεπτέμβριος
536,Oktober::N,oktyabr',Οκτώβριος
537,November::N,noyabr',Νοέμβριος
538,Dezember::N,dekabr',Δεκέμβριος
539,Montag::N,dushanba,Δευτέρα
540,Dienstag::N,seshanba,Τρίτη
541,Mittwoch::N,chorshanba,Τετάρτη
542,Donnerstag::N,payshanba,Πέμπτη
543,Freitag::N,juma,Παρασκευή
544,Samstag::N,shanba,Σάββατο
545,Sonntag::N,yakshanba,Κυριακή
546,groß::A,buyuk,μεγάλος
547,klein::A,kichik,μικρός
548,lang::A,uzun,μακρύς
549,kurz::A,qisqa,κοντός
550,breit::A,keng,φαρδύς
551,schmal::A,änsiz,στενός
552,dicht::A,quyuq,πυκνός
553,dick[Gegenstand]::A,qalin,παχύς
554,dick[Gegenstand]::A,qalin,χοντρός
555,dünn::A,ingichka,ψιλός
556,dünn::A,ingichka,λεπτός
557,fein::A,mayin,ψιλός
558,fest::A,qattiq,στερεός
559,flach::A,yalpoq,επίπεδος
560,glatt::A,tekis,λείος
561,glatt::A,tekis,ομαλός
562,hart::A,qattiq,σκληρός
563,weich::A,yumshoq,μαλακός
564,rund::A,yumaloq,στρογγυλός
565,spitz::A,uchli,μυτερός
566,scharf::A,keskir,κοφτερός
567,stumpf::A,to'mtoq,αμβλύς
568,schwer::A,salmoqli,βαρύς
569,schön::A,go'zal,ωραίος
570,schön::A,go'zal,όμορφος
571,heiß::A,qiziq,ζεστός
572,warm::A,issiq,θερμός
573,kalt::A,sovuq,κρύος
574,kalt::A,sovuq,ψυχρός
575,kühl::A,salqin,δροσερός
576,frisch::A,toza,νωπός
577,frisch::A,toza,φρέσκος
578,feucht::A,namli,υγρός
579,nass::A,nam,βρεγμένος
580,trocken::A,quruq,ξηρός
581,trocken::A,quruq,στεγνός
582,voll::A,to'la,γεμάτος
583,leer::A,puch,άδειος
584,offen::A,ochiq,ανοιχτός
585,geschlossen::A,berk,κλειστός
586,sauber::A,ozoda,καθαρός
587,schmutzig::A,kir,βρώμικος
588,schmutzig::A,kir,λερωμένος
589,roh::A,xom,ωμός
590,reif::A,pishiq,ώριμος
591,lecker::A,shirin,νόστιμος
592,süß::A,shirin,γλυκός
593,bitter::A,achchiq,πικρός
594,sauer::A,achchiq,ξινός
595,hell::A,yorug',φωτεινός
596,dunkel::A,qorong'i,σκοτεινός
597,schwarz::A,qora,μαύρος
598,schwarz::A,qora,μελανός
599,weiß::A,oq,άσπρος
600,rot::A,qizil,κόκκινος
601,gelb::A,sariq,κίτρινος
602,blau::A,zangori,μπλε
603,blau::A,zangori,γαλανός
604,grün::A,yashil,πράσινος
605,grau::A,bo'z,γκρίζος
606,bunt::A,ola,ποικιλόχρωπος
607,billig::A,arzon,φτηνός
608,teuer::A,qimmat,ακριβός
609,wertvoll::A,qimmat,πολύτιμος
610,blind::A,ko'r,τυφλός
611,taub::A,garang,κουφός
612,kräftig::A,kuchli,δυνατός
613,stark::A,quvvatli,γερός
614,schwach::A,kuchsiz,αδύνατος
615,fett::A,semiz,παχύς
616,schlank::A,ingichka,λεπτός
617,schlank::A,ingichka,λυγερός
618,hübsch::A,ko'rkam,όμορφος
619,hübsch::A,ko'rkam,χαριτωμένος
620,böse::A,yovuz,κακός
621,dumm::A,aqlsiz,κουτός
622,dumm::A,aqlsiz,ανόητος
623,faul::A,ärinchak,τεμπέλης
624,fleißig::A,ishchan,εργατικός
625,geizig::A,qurumsoq,τσιγγούνης
626,klug::A,oqil,έξυπνος
627,geschickt::A,äpchil,επιδέξιος
628,lieb::A,aziz,φίλος
629,lieb::A,aziz,αγαπητός
630,lustig::A,chaqchaq,εύθυμος
631,lustig::A,chaqchaq,χαρούμενος
632,sanft::A,asta,ήπιος
633,hungrig::A,och,πεινασμένος
634,krank::A,kasal,άρρωστος
635,nackt::A,yalang,γυμνός
636,traurig::A,xafa,λυπημένος
637,lebendig::A,hayotiy,ζωντανός
638,gut::A,soz,καλός
639,schlecht::A,yomon,κακός
640,richtig::A,rost,σωστός
641,schlimm::A,yovuz,άσχημος
642,wahr::A,haqiqiy,αληθής
643,wahr::A,haqiqiy,αληθινός
644,alt::A,äski,παλιός
645,neu::A,yangi,νέος
646,neu::A,yangi,καινούργιος
647,ehemalig::A,sobiq,παλιός
648,alt[Lebewesen]::A,qari,γέρος
649,jung::A,navqiron,νέος
650,arm::A,abgor,φτωχός
651,reich::A,boy,πλούσιος
652,bekannt::A,ma'lum,γνωστός
653,berühmt::A,mashhur,περίφημος
654,berühmt::A,mashhur,ξακουσμένος
655,fremd::A,yot,ξένος
656,verschieden::A,turli,διαφορετικός
657,nah::A,yaqindagi,κοντινός
658,fern::A,uzoq,μακριά
659,linker::A,so'l,αριστερός
660,rechter::A,o'ng,δεξιός
661,anderer::A,boshqa,άλλος
662,erster::A,birinchi,πρώτος
663,zweiter::A,ikkinchi,δεύτερος
664,dritter::A,uchinchi,τρίτος
665,letzter::A,oxirgi,τελευταίος
666,allein::ADV,o'zicha,μόνος
667,auf einmal::ADV,varakay,εφάπαξ
668,zusammen::ADV,barobar,μαζί
669,lange::ADV,uzoq,πολύν καιρό
670,plötzlich::ADV,qo'qqisdan,έξαφνα
671,sofort::ADV,darrov,αμέσως
672,später::ADV,so'ngra,αργότερα
673,jetzt::ADV,hozirgina,τώρα
674,heute::ADV,bugun,σήμερα
675,morgen::ADV,ärta,αύριο
676,bald::ADV,toz,σε λίγο
677,bald::ADV,toz,εντός ολίγου
678,dann::ADV,keyin,ύστερα
679,gestern::ADV,kecha,χτες
680,einst::ADV,avvallari,ποτέ
681,einst::ADV,avvallari,άλλοτε
682,damals::ADV,ugal,τότε
683,danach::ADV,so'ngra,μετά
684,danach::ADV,so'ngra,ύστερα
685,vorher::ADV,avval,πριν
686,vorher::ADV,avval,προηγουμένως
687,zuerst::ADV,avval,πρώτα
688,einmal::ADV,bir marta,μία φορά
689,manchmal::ADV,onda-sonda,κάποτε
690,oft::ADV,tez-tez,συχνά
691,oft::ADV,tez-tez,πολλές φορές
692,immer::ADV,har vaqt,πάντα
693,immer::ADV,har vaqt,πάντοτε
694,niemals::ADV,hargiz,ποτέ
695,hier::ADV,shu erda,εδώ
696,hierhin::ADV,beri,εδώ
697,von hier::ADV,shu erdan,από δω
698,dort::ADV,ana,εκεί
699,dorthin::ADV,u yerga,προς τα κει
700,geradeaus::ADV,to'g'ri,κατευθείαν
701,vorwärts::ADV,ilgari,εμπρός
702,rückwärts::ADV,qoloq,πίσω
703,zurück::ADV,orqada,πίσω
704,unten::ADV,pastda,κάτω
705,hinab::ADV,tubanga,προς τα κάτω
706,oben::ADV,ustida,πάνω
707,oben::ADV,ustida,επάνω
708,hinauf::ADV,yuqorida,προς τα πάνω
709,überall::ADV,har erda,παντού
710,nicht::ADV,ämas,δεν
711,ein wenig::ADV,biroz,λιγάκι
712,kaum::ADV,arang,μόλις
713,sehr::ADV,ancha,πολύ
714,so::ADV,shunday,έτσι
715,noch::ADV,hali,ακόμα
716,nur::ADV,yolg'iz,μόνο
717,schon::ADV,endi,ήδη
718,schon::ADV,endi,κιόλας
719,wieder::ADV,yana,ξανά
720,vergebens::ADV,bekorga,μάταια
721,vor::PRP,burun,μπροστά σε
722,vor::PRP,burun,μπροστά από
723,hinter::PRP,ketida,πίσω από 
724,unter::PRP,ostida,υπό
