,Concept_ID,el,uk
453,Tuch::N,μαντήλι,хустка
454,Handtuch::N,πετσέτα,рушник
455,Kraft::N,δύναμη,сила
456,Stärke::N,ισχύς,сила
457,Stärke::N,δύναμη,сила
458,Gesundheit::N,υγεία,здоров’я
459,Krankheit::N,αρρώστια,хвороба
460,Schmerz::N,πόνος,біль
461,Wunde::N,πληγή,рана
462,Fieber::N,πυρετός,гарячка
463,Arznei::N,φάρμακο,ліки
464,Brücke::N,γέφυρα,міст
465,Brunnen::N,πηγάδι,колодязь
466,Weide::N,βοσκή,пасовище
467,Pfad::N,μονοπάτι,стежка
468,Weg::N,δρόμος,шлях
469,Weg::N,δρόμος,дорога
470,Straße::N,οδός,вулиця
471,Straße::N,δρόμος,вулиця
472,Dorf::N,χωριό,село
473,Stadt::N,πόλη,місто
474,Brief::N,γράμμα,лист
475,Brief::N,επιστολή,лист
476,Buch::N,βιβλίο,книга
477,Buch::N,βιβλίο,книжка
478,Buchstabe::N,γράμμα,буква
479,Buchstabe::N,γράμμα,літера
480,Zeitung::N,εφημερίδα,газета
481,Leben::N,ζωή,життя
482,Leben::N,βίος,життя
483,Tod::N,θάνατος,смерть
484,Grab::N,τάφος,могила
485,Kirche::N,εκκλησία,церква
486,Sünde::N,αμαρτία,гріх
487,Gott::N,θεός,бог
488,Arbeiter::N,εργάτης,робітник
489,Chef::N,προϊστάμενος,хазяїн
490,Meister::N,μάστορας,умілець
491,Meister::N,αρχιτεχνίτης,умілець
492,Arzt::N,γιατρός,лікар
493,Lehrer::N,δάσκαλος,вчитель
494,Geld::N,λεφτά,гроші
495,Geld::N,χρήματα,гроші
496,Geschäft::N,συναλλαγή,заняття
497,Laden::N,μαγαζί,магазин
498,Laden::N,μαγαζί,крамниця
499,Laden::N,κατάστημα,магазин
500,Laden::N,κατάστημα,крамниця
501,Preis::N,τιμή,ціна
502,Ware::N,εμπόρευμα,товар
503,Nutzen::N,όφελος,вигода
504,Nutzen::N,όφελος,користь
505,Reichtum::N,πλούτος,багатство
506,Welt::N,κόσμος,світ
507,Land::N,χώρα,країна
508,Staat::N,κράτος,держава
509,Staat::N,πολιτεία,держава
510,König::N,βασιλιάς,король
511,Macht::N,εξουσία,влада
512,Grenze::N,σύνορα,кордон
513,Krieg::N,πόλεμος,війна
514,Feind::N,εχθρός,ворог
515,Gewalt::N,βία,насильство
516,Kampf::N,αγώνας,бій
517,Kampf::N,αγώνας,боротьба
518,Bogen[Waffe]::N,τόξο,лук
519,Pfeil::N,σαΐτα,стріла
520,Gewehr::N,τουφέκι,рушниця
521,Gewehr::N,τουφέκι,гвинтівка
522,Fehler::N,λάθος,помилка
523,Fehler::N,σφάλμα,помилка
524,Lüge::N,ψέμα,брехня
525,Lüge::N,ψεύδος,брехня
526,Schaden::N,ζημία,шкода
527,Schaden::N,ζημία,збиток
528,Unglück::N,δυστυχία,нещастя
529,Schuld::N,ενοχή,провина
530,Schuld::N,φταίξιμο,провина
531,Alter::N,ηλικία,вік
532,Alter::N,ηλικία,літа
533,Schluss::N,τέλος,кінець
534,Zeit::N,χρόνος,час
535,Tag::N,μέρα,день
536,Tag::N,ημέρα,день
537,Morgen::N,πρωί,ранок
538,Mittag::N,μεσημέρι,південь
539,Abend::N,βράδυ,вечір
540,Nacht::N,νύχτα,ніч
541,Woche::N,εβδομάδα,тиждень
542,Monat::N,μήνας,місяць
543,Jahr::N,έτος,рік
544,Jahr::N,χρόνος,рік
545,Frühling::N,άνοιξη,весна
546,Sommer::N,καλοκαίρι,літо
547,Herbst::N,φθινόπωρο,осінь
548,Winter::N,χειμώνας,зима
549,Januar::N,Ιανουάριος,січень
550,Februar::N,Φεβρουάριος,лютий
551,März::N,Μάρτιος,березень
552,April::N,Απρίλιος,квітень
553,Mai::N,Μάιος,травень
554,Juni::N,Ιούνιος,червень
555,Juli::N,Ιούλιος,липень
556,August::N,Αύγουστος,серпень
557,September::N,Σεπτέμβριος,вересень
558,Oktober::N,Οκτώβριος,жовтень
559,November::N,Νοέμβριος,листопад
560,Dezember::N,Δεκέμβριος,грудень
561,Montag::N,Δευτέρα,понеділок
562,Dienstag::N,Τρίτη,вівторок
563,Mittwoch::N,Τετάρτη,середа
564,Donnerstag::N,Πέμπτη,четвер
565,Freitag::N,Παρασκευή,п’ятниця
566,Samstag::N,Σάββατο,субота
567,Sonntag::N,Κυριακή,неділя
568,groß::A,μεγάλος,великий
569,klein::A,μικρός,малий
570,klein::A,μικρός,маленький
571,lang::A,μακρύς,довгий
572,kurz::A,κοντός,короткий
573,breit::A,φαρδύς,широкий
574,schmal::A,στενός,вузький
575,dicht::A,πυκνός,густий
576,dick[Gegenstand]::A,παχύς,товстий
577,dick[Gegenstand]::A,χοντρός,товстий
578,dünn::A,ψιλός,тонкий
579,dünn::A,λεπτός,тонкий
580,fein::A,ψιλός,дрібний
581,fest::A,στερεός,міцний
582,flach::A,επίπεδος,плоский
583,glatt::A,λείος,рівний
584,glatt::A,λείος,гладенький
585,glatt::A,ομαλός,рівний
586,glatt::A,ομαλός,гладенький
587,hart::A,σκληρός,твердий
588,weich::A,μαλακός,м’який
589,rund::A,στρογγυλός,круглий
590,spitz::A,μυτερός,гострокінцевий
591,scharf::A,κοφτερός,гострий
592,stumpf::A,αμβλύς,тупий
593,schwer::A,βαρύς,важкий
594,schön::A,ωραίος,вродливий
595,schön::A,όμορφος,вродливий
596,heiß::A,ζεστός,жаркий
597,heiß::A,ζεστός,гарячий
598,warm::A,θερμός,теплий
599,kalt::A,κρύος,холодний
600,kalt::A,ψυχρός,холодний
601,kühl::A,δροσερός,прохолодний
602,frisch::A,νωπός,свіжий
603,frisch::A,φρέσκος,свіжий
604,feucht::A,υγρός,вогкий
605,nass::A,βρεγμένος,мокрий
606,trocken::A,ξηρός,сухий
607,trocken::A,στεγνός,сухий
608,voll::A,γεμάτος,повний
609,leer::A,άδειος,пустий
610,offen::A,ανοιχτός,відкритий
611,geschlossen::A,κλειστός,закритий
612,geschlossen::A,κλειστός,зачинений
613,sauber::A,καθαρός,чистий
614,sauber::A,καθαρός,охайний
615,schmutzig::A,βρώμικος,брудний
616,schmutzig::A,λερωμένος,брудний
617,roh::A,ωμός,сирий
618,reif::A,ώριμος,зрілий
619,lecker::A,νόστιμος,смачний
620,süß::A,γλυκός,солодкий
621,bitter::A,πικρός,гіркий
622,sauer::A,ξινός,кислий
623,hell::A,φωτεινός,світлий
624,dunkel::A,σκοτεινός,темний
625,schwarz::A,μαύρος,чорний
626,schwarz::A,μελανός,чорний
627,weiß::A,άσπρος,сивий
628,rot::A,κόκκινος,червоний
629,gelb::A,κίτρινος,жовтий
630,blau::A,μπλε,синій
631,blau::A,γαλανός,синій
632,grün::A,πράσινος,зелений
633,grau::A,γκρίζος,сірий
634,bunt::A,ποικιλόχρωπος,барвистий
635,billig::A,φτηνός,дешевий
636,teuer::A,ακριβός,дорогий
637,wertvoll::A,πολύτιμος,цінний
638,blind::A,τυφλός,сліпий
639,taub::A,κουφός,глухий
640,kräftig::A,δυνατός,могутній
641,stark::A,γερός,сильний
642,schwach::A,αδύνατος,слабкий
643,fett::A,παχύς,жирний
644,fett::A,παχύς,товстий
645,schlank::A,λεπτός,тонкий
646,schlank::A,λεπτός,стрункий
647,schlank::A,λυγερός,тонкий
648,schlank::A,λυγερός,стрункий
649,hübsch::A,όμορφος,чарівний
650,hübsch::A,χαριτωμένος,чарівний
651,böse::A,κακός,злий
652,böse::A,κακός,лихий
653,dumm::A,κουτός,дурний
654,dumm::A,ανόητος,дурний
655,faul::A,τεμπέλης,ледачий
656,fleißig::A,εργατικός,старанний
657,geizig::A,τσιγγούνης,скупий
658,klug::A,έξυπνος,мудрий
659,klug::A,έξυπνος,розумний
660,geschickt::A,επιδέξιος,умілий
661,lieb::A,φίλος,милий
662,lieb::A,αγαπητός,милий
663,lustig::A,εύθυμος,веселий
664,lustig::A,χαρούμενος,веселий
665,sanft::A,ήπιος,лагідний
666,hungrig::A,πεινασμένος,голодний
667,krank::A,άρρωστος,слабий
668,nackt::A,γυμνός,голий
669,traurig::A,λυπημένος,сумний
670,lebendig::A,ζωντανός,живий
671,gut::A,καλός,добрий
672,schlecht::A,κακός,поганий
673,schlecht::A,κακός,кепський
674,richtig::A,σωστός,правильний
675,schlimm::A,άσχημος,бридкий
676,wahr::A,αληθής,справжній
677,wahr::A,αληθινός,справжній
678,alt::A,παλιός,старий
679,neu::A,νέος,новий
680,neu::A,καινούργιος,новий
681,ehemalig::A,παλιός,колишній
682,alt[Lebewesen]::A,γέρος,старий
683,jung::A,νέος,молодий
684,arm::A,φτωχός,бідний
685,reich::A,πλούσιος,багатий
686,bekannt::A,γνωστός,знайомий
687,berühmt::A,περίφημος,славетний
688,berühmt::A,ξακουσμένος,славетний
689,fremd::A,ξένος,чужий
690,verschieden::A,διαφορετικός,різний
691,nah::A,κοντινός,близький
692,fern::A,μακριά,далекий
693,linker::A,αριστερός,лівий
694,rechter::A,δεξιός,правий
695,anderer::A,άλλος,інакший
696,erster::A,πρώτος,перший
697,zweiter::A,δεύτερος,другий
698,dritter::A,τρίτος,третій
699,letzter::A,τελευταίος,останній
700,allein::ADV,μόνος,сам
701,allein::ADV,μόνος,один
702,auf einmal::ADV,εφάπαξ,відразу
703,zusammen::ADV,μαζί,разом
704,zusammen::ADV,μαζί,спільно
705,lange::ADV,πολύν καιρό,довго
706,plötzlich::ADV,έξαφνα,раптом
707,sofort::ADV,αμέσως,зараз
708,später::ADV,αργότερα,пізніше
709,jetzt::ADV,τώρα,тепер
710,heute::ADV,σήμερα,сьогодні
711,morgen::ADV,αύριο,завтра
712,bald::ADV,σε λίγο,незабаром
713,bald::ADV,εντός ολίγου,незабаром
714,dann::ADV,ύστερα,потім
715,gestern::ADV,χτες,вчора
716,einst::ADV,ποτέ,колись
717,einst::ADV,άλλοτε,колись
718,damals::ADV,τότε,тоді
719,danach::ADV,μετά,згодом
720,danach::ADV,ύστερα,згодом
721,vorher::ADV,πριν,раніше
722,vorher::ADV,προηγουμένως,раніше
723,zuerst::ADV,πρώτα,спершу
724,zuerst::ADV,πρώτα,спочатку
725,einmal::ADV,μία φορά,один раз
726,manchmal::ADV,κάποτε,іноді
727,manchmal::ADV,κάποτε,інколи
728,oft::ADV,συχνά,часто
729,oft::ADV,πολλές φορές,часто
730,immer::ADV,πάντα,завжди
731,immer::ADV,πάντοτε,завжди
732,niemals::ADV,ποτέ,ніколи
733,hier::ADV,εδώ,тут
734,hierhin::ADV,εδώ,сюди
735,von hier::ADV,από δω,звідси
736,dort::ADV,εκεί,там
737,dorthin::ADV,προς τα κει,туди
738,geradeaus::ADV,κατευθείαν,прямо
739,vorwärts::ADV,εμπρός,вперед
740,rückwärts::ADV,πίσω,назад
741,zurück::ADV,πίσω,назад
742,unten::ADV,κάτω,внизу
743,hinab::ADV,προς τα κάτω,вниз
744,oben::ADV,πάνω,вгорі
745,oben::ADV,επάνω,вгорі
