,Concept_ID,ku,sl
165,Hase::N,kîroşk,zájec
166,Maus::N,mişk,mìš
167,Wolf::N,gur,vólk
168,Vogel::N,çûk,ptìč
169,Vogel::N,çûk,ptíca
170,Schwarm::N,lufik,játa
171,Huhn::N,mirîşk,kokóš
172,Hahn::N,dîk,petêlin
173,Gans::N,qaz,gós
174,Adler::N,eylo,ôrel
175,Ente::N,werdek,ráca
176,Eule::N,bûm,sôva
177,Eule::N,kund,sôva
178,Kranich::N,quling,žerjàv
179,Krähe::N,qijik,vrána
180,Kuckuck::N,pepûk,kúkavica
181,Schwan::N,qû,labód
182,Fisch::N,masî,ríba
183,Barsch::N,okûn,ostríž
184,Hecht::N,mesîyê lûf,ščúka
185,Schlange[Tier]::N,mar,káča
186,Wurm::N,kurm,čr̀v
187,Wurm::N,kurm,glísta
188,Spinne::N,pîrê,pájek
189,Ameise::N,mîro,mrávlja
190,Ameise::N,gêrîk,mrávlja
191,Laus::N,spi,úš
192,Mücke::N,mêş,komár
193,Fliege::N,mêş,múha
194,Schmetterling::N,perperîk,metúlj
195,Beere::N,hirç,jágoda
196,Apfel::N,sêv,jábolko
197,Pilz::N,bîrov,góba
198,Zwiebel::N,pîvaz,čebúla
199,Saat::N,tov,séme
200,Korn::N,dexl,zŕno
201,Heu::N,sap,senó
202,Schale::N,qaşik,lupína
203,Grube::N,çahl,jáma
204,Falle::N,dafik,pást
205,Schlinge::N,dahf,zánka
206,Schlinge::N,dahf,pêtlja
207,Spur::N,rêç,sléd
208,Asche::N,xweli,pepél
209,Dreck::N,gemarî,bláto
210,Eisen::N,hesing,želézo
211,Gold::N,zêr,zlató
212,Silber::N,zîv,srebró
213,Kohle::N,komir,ógel
214,Glas::N,qedeh,stêklo
215,Lehm::N,kelpîç,ílo
216,Sand::N,qûm,pések
217,Mensch::N,mirov,člôvek
218,Mann::N,mêr,móž
219,Mann::N,mêr,môški
220,Frau::N,jin,gospá
221,Frau::N,jin,žénska
222,Kind::N,zarok,déte
223,Kind::N,zarok,otròk
224,Junge::N,kur,fànt
225,Junge::N,kur,déček
226,Mädchen::N,keç,deklè
227,Mädchen::N,keç,déklica
228,Mädchen::N,keçik,deklè
229,Mädchen::N,keçik,déklica
230,Familie::N,malbat,družína
231,Großvater::N,bapîr,dèd
232,Großvater::N,bapîr,dédek
233,Großmutter::N,pîrik,bábica
234,Eltern::N,bavudê,stárši
235,Vater::N,bav,ôče
236,Mutter::N,dê,máma
237,Mutter::N,dayik,máma
238,Sohn::N,kur,sín
239,Tochter::N,keç,hčí
240,Tochter::N,keç,hčérka
241,Bruder::N,bira,bràt
242,Schwester::N,xweh,sêstra
243,Onkel::N,am,újec
244,Onkel::N,am,stríc
245,Onkel::N,xal,újec
246,Onkel::N,xal,stríc
247,Tante::N,metik,têta
248,Tante::N,metik,strína
249,Tante::N,xaltîk,têta
250,Tante::N,xaltîk,strína
251,Ehemann::N,mêr,móž
252,Ehemann::N,mêr,sopróg
253,Ehefrau::N,kulfet,žêna
254,Ehefrau::N,kulfet,sopróga
255,Freude::N,kêfxweşî,rádost
256,Freude::N,kêfxweşî,vesêlje
257,Gelächter::N,pîrqînî,sméh
258,Gelächter::N,pîrqînî,grohòt
259,Glück::N,bext,sréča
260,Kummer::N,derd,gorjé
261,Wunsch::N,daxwaz,žêlja
262,Wunsch::N,xwestek,žêlja
263,Lust::N,şewq,poželênje
264,Geist::N,aqil,dúša
265,Gedanke::N,fikir,mísel
266,Gedächtnis::N,aqil,pámet
267,Verstand::N,fêm,
268,Sinn::N,aqil,pomèn
269,Sinn::N,aqil,smísel
270,Grund::N,asas,vzròk
271,Wahrheit::N,rastî,resníca
272,Gespräch::N,guftûgo,pogóvor
273,Märchen::N,çirok,právljica
274,Erzählung::N,çirok,povést
275,Erzählung::N,vegotin,povést
276,Nachricht::N,nûçe,sporočílo
277,Neuigkeit::N,hewal,novóst
278,Name::N,nav,imé
279,Name::N,paşnav,imé
280,Rätsel::N,tiştonek,ugánka
281,Rede::N,gotar,góvor
282,Rede::N,axavtin,góvor
283,Sprache::N,ziman,jêzik
284,Stimme::N,pejn,glás
285,Wort::N,gotin,beséda
286,Zeichen::N,şanek,znák
287,Ruf::N,hawar,klíc
288,Lärm::N,xarbalix,hrúp
289,Lärm::N,xarbalix,trúšč
290,Laut::N,deng,glás
291,Laut::N,hês,glás
292,Ton::N,awaz,tón
293,Lied::N,sitran,pésem
294,Ruhe::N,rihetî,pokòj
295,Leute::N,xelk,ljudjé
296,Volk::N,xelk,národ
297,Arbeit::N,xebat,délo
298,Gast::N,mêvan,gòst
299,Geschenk::N,diyarî,darílo
300,Spiel::N,lîstik,ígra
301,Gesellschaft::N,komal,drúžba
302,Hilfe::N,alîkarî,pomóč
303,Freund::N,heval,prijátelj
304,Kamerad::N,heval,továriš
305,Angelegenheit::N,pirsgirêk,zadéva
306,Anzahl::N,çend,števílo
307,Art::N,çeh,vŕsta
308,Stück::N,lib,kós
309,Stück::N,parçe,kós
310,Teil::N,parçe,dél
311,Hälfte::N,nîvî,polovíca
312,Kreis::N,çemil,króg
313,Kreis::N,çemil,kolobár
314,Kreuz::N,xaç,kríž
315,Linie::N,xezik,próga
316,Strich::N,xezik,čŕta
317,Abstand::N,dûrahî,preslédek
318,Entfernung::N,dûrahî,oddáljenost
319,Gegend::N,dever,kràj
320,Gegend::N,dever,dežêla
321,Platz::N,çih,prôstor
322,Ort::N,dever,mésto
323,Seite::N,rûpel,bòk
324,Seite::N,rûpel,strán
325,Mitte::N,nav,sredína
326,Mitte::N,nabênê,sredína
327,Gegenstand::N,tişt,prédmet
328,Sache::N,tişt,réč
329,Sache::N,tişt,stvár
330,Rand::N,kevî,kràj
331,Kante::N,kevî,rób
332,Ecke::N,qunç,vogál
333,Spitze::N,derzî,óst
334,Ende::N,talî,kônec
335,Loch::N,qul,lúknja
336,Winkel::N,kurnîşk,kót
337,Muster::N,desen,vzórec
338,Größe::N,mezinî,veličína
339,Länge::N,dirêjahî,dolžína
340,Höhe::N,bilindayî,vršína
341,Gewicht::N,giranî,téža
342,Menge::N,qas,količína
343,Haufen::N,lod,kùp
344,Haufen::N,lod,kopíca
345,Reihe::N,rêz,níz
346,Reihe::N,rêz,vŕsta
347,Boot::N,kelek,čóln
348,Ruder::N,bêrik,vêslo
349,Schlitten::N,xîjik,saní
350,Ski::N,lakan,smučí
351,Lagerfeuer::N,agir,táborni ôgenj
352,Last::N,bar,tôvor
353,Gang::N,fîtêz,hòd
354,Schritt::N,gav,korák
355,Norden::N,bakur,séver
356,Süden::N,başur,júg
357,Westen::N,rojava,zapàd
358,Osten::N,rojhilat,vzhòd
359,Holz::N,dep,lés
360,Brett::N,dep,deskà
361,Platte::N,dep,plôča
362,Stütze::N,destek,opóra
363,Stütze::N,destek,zaslómba
364,Stange::N,sing,gréd
365,Stock::N,çam,pálica
366,Stab::N,qat,pálica
367,Rohr::N,borî,cév
368,Haus::N,mal,híša
369,Haus::N,xanî,híša
370,Heim::N,mal,dóm
371,Ofen::N,sobe,péč
372,Fußboden::N,binpê,pòd
373,Tisch::N,mase,míza
374,Stuhl::N,kursî,stòl
375,Wiege::N,derguş,zíbel
376,Bett::N,qerewêle,póstelja
377,Regal::N,rêbaz,políca
378,Kiste::N,sindoq,zabòj
379,Fenster::N,çam,ôkno
380,Fenster::N,şibeke,ôkno
381,Tür::N,derî,vráta
382,Tor::N,derge,velíka vráta
383,Zaun::N,hejik,ográja
384,Dach::N,sere xanî,stréha
385,Leiter::N,pêling,léstev
386,Besen::N,melkes,mêtla
387,Spaten::N,mer,lopáta
388,Schaufel::N,bêr,lopáta
389,Gabel::N,çetel,vílice
390,Löffel::N,kevçî,žlíca
391,Messer::N,kêr,nòž
392,Nagel::N,bizmar,žebèlj
393,Netz::N,tor,mréža
394,Haken::N,çenqel,kljúka
395,Griff::N,destî,ročáj
396,Griff::N,destî,oprijèm
397,Schloss::N,qonax,ključávnica
398,Bild::N,dimen,slíka
399,Figur::N,figûr,figúra
400,Figur::N,figûr,postáva
401,Puppe::N,bûk,lútka
402,Beutel::N,kîsik,môšnja
403,Bündel::N,pêçek,cúla
404,Bündel::N,pêçek,svéženj
405,Tasche::N,bêrîk,tórba
406,Tasche::N,bêrîk,tobôlec
407,Eimer::N,dewl,vêdro
408,Deckel::N,devik,pokròv
409,Deckel::N,devik,poklópec
410,Geschirr::N,ferax,posóda
411,Sack::N,tûr,vréča
412,Tasse::N,kada,skodélica
413,Topf::N,beroş,lônec
414,Kessel::N,şîril,kôtel
415,Essen::N,xwarin,hrána
416,Nahrung::N,xwarin,živílo
417,Speise::N,xwarin,jéd
418,Fleisch::N,goşt,mesó
419,Getreide::N,zad,žíto
420,Brei::N,hewdêl,káša
421,Brot::N,,krùh
422,Scheibe::N,parçe,réženj
423,Fett::N,rûn,mást
424,Fett::N,rûn,maščôba
425,Butter::N,rûn,máslo
426,Öl::N,rûn,ólje
427,Salz::N,xwe,sól
428,Suppe::N,şorbe,júha
429,Honig::N,hingiv,méd
430,Milch::N,şîr,mléko
431,Tee::N,çay,čáj
432,Leder::N,çerm,úsnje
433,Wolle::N,herî,vólna
434,Stoff::N,paç,blagó
435,Nadel::N,derzî,ígla
436,Faden::N,ta,nít
437,Knopf::N,bişkok,gúmb
438,Knoten::N,girêk,vôzel
439,Farbe::N,boyax,bárva
440,Kleidung::N,çil,obléka
441,Hemd::N,qutik,srájca
442,Hemd::N,miltan,srájca
443,Kragen::N,stûvang,ovrátnik
444,Ärmel::N,hûçik,rokáv
445,Hose::N,şewel,hláče
446,Gürtel::N,qayiş,pás
447,Mütze::N,fîno,kápa
448,Mütze::N,fîno,čépica
449,Schuh::N,şêkal,čévelj
450,Stiefel::N,gizme,škórenj
451,Stiefel::N,çizme,škórenj
452,Ring::N,xelek,pŕstan
453,Band::N,band,trák
454,Kamm::N,şeh,glavník
455,Spiegel::N,eynik,zrcálo
456,Spiegel::N,eynik,ogledálo
457,Riemen::N,qayiş,jêrmen
458,Schnur::N,doxin,vŕvca
459,Leine::N,şirît,konôpec
460,Decke::N,bataniye,odéja
461,Kissen::N,balgî,blazína
462,Tuch::N,şar,pŕt
463,Tuch::N,şar,rúta
464,Handtuch::N,dezmal,brisáča
465,Kraft::N,hêz,síla
466,Kraft::N,qewet,síla
467,Stärke::N,xurtî,jákost
468,Gesundheit::N,nojdarî,zdrávje
469,Krankheit::N,nexweşî,bolézen
470,Schmerz::N,êş,ból
471,Schmerz::N,êş,bolečína
472,Wunde::N,kul,rána
473,Fieber::N,ta,vročína
474,Arznei::N,derman,lék
475,Arznei::N,derman,zdravílo
476,Brücke::N,kopî,móst
477,Brunnen::N,çal,vodnják
478,Brunnen::N,kani,vodnják
479,Weide::N,beyar,páša
480,Pfad::N,xaçirek,stezà
481,Weg::N,rê,pót
482,Straße::N,rê,césta
483,Dorf::N,gund,vás
484,Stadt::N,baçar,mésto
485,Brief::N,name,písmo
486,Buch::N,kitêb,knjíga
487,Buch::N,pirtûk,knjíga
488,Buchstabe::N,herf,čŕka
489,Zeitung::N,rojname,čásnik
490,Leben::N,jiyan,življênje
491,Tod::N,mirin,smŕt
492,Grab::N,mezel,gròb
493,Kirche::N,gilyas,cérkev
494,Sünde::N,guneh,gréh
495,Gott::N,xwedê,bóg
496,Arbeiter::N,hîşçî,délavec
497,Chef::N,bêg,šéf
498,Meister::N,hoste,mójster
499,Arzt::N,doktor,zdravník
500,Lehrer::N,mamoste,učítelj
501,Geld::N,pere,denár
502,Geschäft::N,firoşgeh,kupčíja
503,Laden::N,dikan,trgovína
504,Preis::N,buha,céna
505,Ware::N,tişt,róba
506,Nutzen::N,fêde,príd
507,Reichtum::N,serwet,bogástvo
508,Welt::N,dinya,svét
509,Land::N,welat,dežêla
510,Staat::N,dewlet,držáva
511,König::N,şah,králj
512,König::N,qral,králj
513,Macht::N,qewet,oblást
514,Macht::N,destihilat,oblást
515,Grenze::N,kevî,mêja
516,Krieg::N,çeng,vôjna
517,Krieg::N,sêwaş,vôjna
518,Feind::N,dijmin,sovrážnik
519,Gewalt::N,zor,nasílje
520,Kampf::N,şer,bòj
521,Kampf::N,şer,bórba
522,Bogen[Waffe]::N,kêvan,lók
523,Pfeil::N,çîrik,puščíca
524,Gewehr::N,tifing,púška
525,Fehler::N,şaşî,zmóta
526,Lüge::N,derew,láž
527,Schaden::N,xisar,okvára
528,Unglück::N,bêbextî,nesréča
529,Schuld::N,suç,krívda
530,Alter::N,temen,dôba
531,Schluss::N,girtin,kônec
532,Zeit::N,çax,čàs
533,Tag::N,roj,dán
534,Morgen::N,sibeh,jútro
535,Mittag::N,nîro,póldan
536,Abend::N,êvar,večér
537,Nacht::N,şev,nóč
538,Woche::N,heftî,téden
539,Monat::N,meh,mésec
540,Jahr::N,sal,léto
541,Frühling::N,bihar,pomlád
542,Sommer::N,havîn,polétje
543,Herbst::N,payîz,jesén
544,Winter::N,zistan,zíma
545,Januar::N,çile,jánuar
546,Februar::N,sibat,fébruar
547,März::N,adar,márec
548,April::N,nîsan,apríl
549,Mai::N,gûlan,máj
550,Juni::N,hezîran,júnij
551,Juli::N,tîmeh,júlij
552,August::N,tebax,avgúst
553,September::N,îlon,septêmber
554,Oktober::N,çotmeh,október
555,November::N,mijdar,novêmber
556,Dezember::N,kanûn,decémber
557,Montag::N,duşemb,ponedéljek
558,Dienstag::N,sêşem,tôrek
559,Mittwoch::N,çarşemb,sréda
560,Donnerstag::N,pêşemb,četŕtek
561,Freitag::N,în,pétek
562,Samstag::N,şemî,sobóta
563,Sonntag::N,yekşemb,nedélja
564,groß::A,mezin,vêlik
565,klein::A,çûçik,májhen
566,lang::A,dirêj,dólg
567,kurz::A,kin,krátek
568,breit::A,fireh,širòk
569,schmal::A,tenik,ózek
570,dicht::A,gir,góst
571,dick[Gegenstand]::A,şîşman,dêbel
572,dünn::A,zirav,tánek
573,fein::A,tenik,drôben
574,fest::A,saxlem,tŕden
575,flach::A,pahn,plán
576,flach::A,pahn,plòsk
577,glatt::A,dûz,gládek
578,glatt::A,şayîk,gládek
579,hart::A,hişk,tŕd
580,weich::A,nerm,mehák
581,rund::A,gilover,okrógel
582,spitz::A,pîj,šílast
583,scharf::A,tûj,óster
584,stumpf::A,ne tûj,tóp
585,stumpf::A,ne tûj,skŕhan
586,schwer::A,giran,têžek
587,schön::A,xweş,lép
588,schön::A,xweş,krásen
589,schön::A,xweşik,lép
590,schön::A,xweşik,krásen
591,heiß::A,kelandî,vròč
592,warm::A,germ,tôpel
593,kalt::A,sar,mŕzel
594,kalt::A,sar,hláden
595,kühl::A,jemîrî,hláden
596,frisch::A,ter,svéž
597,feucht::A,şil,vlážen
598,nass::A,şilek,móker
599,trocken::A,zuwa,súh
600,voll::A,tijî,póln
601,leer::A,vala,prázen
602,offen::A,vekirî,odpŕt
603,geschlossen::A,asê,zapŕt
604,sauber::A,pakij,číst
605,sauber::A,pakij,líčen
606,schmutzig::A,lewitî,umázan
607,roh::A,xav,suròv
608,reif::A,gihaştî,zrèl
609,lecker::A,xweş,okúsen
610,süß::A,şîrîn,sládek
611,bitter::A,tahl,grenák
612,sauer::A,tirş,kísel
613,hell::A,ronî,svetèl
614,dunkel::A,tarî,temèn
615,schwarz::A,reş,čŕn
616,weiß::A,sipî,bél
617,rot::A,sor,rdèč
618,gelb::A,zer,žólt
619,gelb::A,zer,rumèn
620,blau::A,şîn,móder
621,grün::A,şîn,zelèn
622,grau::A,gewr,sív
623,bunt::A,rengîn,písan
624,billig::A,erzan,pocéni
625,teuer::A,biha,drág
626,wertvoll::A,hêja,dragocén
627,wertvoll::A,giranbiha,dragocén
628,blind::A,kor,slép
629,taub::A,kerr,glúh
630,kräftig::A,gir,močán
631,kräftig::A,xurt,močán
632,stark::A,xurt,ják
633,schwach::A,kesad,šíbek
634,fett::A,qelew,dêbel
635,schlank::A,zirav,vítek
636,hübsch::A,xweşik,lép
637,böse::A,xerab,zèl
638,böse::A,xerab,hudôben
639,böse::A,aciz,zèl
640,böse::A,aciz,hudôben
641,dumm::A,gêj,glúp
642,dumm::A,gêj,bédast
643,faul::A,têmbêl,lén
644,fleißig::A,jêhatî,marljív
645,geizig::A,destgirtî,škŕt
646,klug::A,baqil,pámeten
647,geschickt::A,zîrek,spréten
648,geschickt::A,ziring,spréten
649,lieb::A,delal,míl
650,lieb::A,delal,ljúb
651,lustig::A,kêfxweş,vesél
652,sanft::A,nazenîn,láhek
653,hungrig::A,birçî,láčen
654,krank::A,nexweş,bolán
655,nackt::A,rût,nág
656,nackt::A,tazî,nág
657,traurig::A,xemgîn,túžen
658,lebendig::A,bisaxî,žív
659,gut::A,baş,dóber
660,schlecht::A,xerab,malopríden
661,richtig::A,rast,pravílen
662,richtig::A,saxlem,pravílen
663,schlimm::A,nebaş,húd
664,wahr::A,rast,resníčen
665,alt::A,pîr,stàr
666,alt::A,kevn,stàr
667,neu::A,nû,nòv
668,ehemalig::A,kevnar,nekdánji
669,ehemalig::A,peşidar,nekdánji
670,alt[Lebewesen]::A,pîr,stàr
671,jung::A,xort,mlád
672,arm::A,feqîr,ubóg
673,arm::A,feqîr,réven
674,arm::A,desteng,ubóg
675,arm::A,desteng,réven
676,reich::A,dewlemend,bogàt
677,bekannt::A,naskirî,znán
678,berühmt::A,navdar,sláven
679,berühmt::A,navdar,znamenít
680,fremd::A,xerîb,túj
681,verschieden::A,çîhê,razlíčen
682,nah::A,nêzîk,blížnji
683,fern::A,dûr,dáleč
684,linker::A,çepê,lévi
685,rechter::A,rastê,désni
686,anderer::A,yê din,drúgi
687,erster::A,yekemîn,pŕvi
688,zweiter::A,duda,drúgi
689,dritter::A,sisêya,trétji
690,letzter::A,paşîn,poslédnji
691,allein::ADV,tenê,sám
692,auf einmal::ADV,jar kê,obênem
693,zusammen::ADV,tev,skúpaj
694,zusammen::ADV,bi hev re,skúpaj
695,lange::ADV,dirêj,dólgo
696,plötzlich::ADV,ji nişkave,náglo
697,plötzlich::ADV,ji nişkave,nenádoma
698,sofort::ADV,yekser,prècej
699,später::ADV,paşiyê,poznêje
700,jetzt::ADV,nuha,zdàj
701,heute::ADV,îro,dánes
702,morgen::ADV,sibeh,jútri
703,bald::ADV,nêzîk,kmálu
704,dann::ADV,paşê,nató
705,gestern::ADV,do,včéraj
706,einst::ADV,jar ke,nékdaj
707,damals::ADV,hîngî,tedàj
708,damals::ADV,hîngî,takràt
709,danach::ADV,piştra,potèm
710,vorher::ADV,pîşî,poprèj
711,zuerst::ADV,bere,spŕva
712,einmal::ADV,çarik,ênkrat
713,manchmal::ADV,çarna,včásih
714,oft::ADV,gelek çaran,pogósto
715,immer::ADV,daîm,védno
716,immer::ADV,daîm,zméraj
717,niemals::ADV,tu çar,nikdàr
718,hier::ADV,li vir,tù
719,hier::ADV,li vir,túkaj
720,hierhin::ADV,vir,sèmkaj
721,von hier::ADV,ji vir,od tú
722,dort::ADV,li wê derê,tàm
723,dorthin::ADV,wêda,tjà
724,geradeaus::ADV,rastê rast,rávno napréj
725,vorwärts::ADV,ber bi pêş,napréj
726,rückwärts::ADV,paşpê,zádaj
727,zurück::ADV,paşdo,nazáj
728,zurück::ADV,paşvê,nazáj
729,unten::ADV,jêrî,dôli
730,unten::ADV,jêrî,spôdaj
731,hinab::ADV,berjêr,dôl
732,oben::ADV,banî,gôri
733,oben::ADV,banî,zgôraj
734,hinauf::ADV,banî,gôr
735,überall::ADV,li her derê,povsód
736,nicht::ADV,ne,ne
737,nicht::ADV,nîn,ne
738,nicht::ADV,tine,ne
739,ein wenig::ADV,hebkî,málo
740,kaum::ADV,tema,kómaj
741,kaum::ADV,himangi,kómaj
742,sehr::ADV,gelek,zeló
743,so::ADV,weha,takó
744,noch::ADV,hêj,še
745,noch::ADV,dîsa,še
746,nur::ADV,tenê,samó
747,nur::ADV,bes,samó
748,schon::ADV,hew,žè
749,wieder::ADV,jar din,spét
750,wieder::ADV,dîsa,spét
751,vergebens::ADV,deya çun,zamàn
752,vergebens::ADV,deya çun,zastónj
753,vergebens::ADV,îfleh bûn,zamàn
754,vergebens::ADV,îfleh bûn,zastónj
755,vor::PRP,li ber,pred
756,hinter::PRP,li pişt,za
757,unter::PRP,li bin,pod
758,durch::PRP,kura,skózi
759,neben::PRP,li ba,kràj
760,neben::PRP,li ba,póleg
761,zwischen::PRP,nabeyne,med
762,zwischen::PRP,nabeyne,izmed
763,zwischen::PRP,di nav...da,med
764,zwischen::PRP,di nav...da,izmed
765,wegen::PRP,ji bo,zarádi
766,wegen::PRP,ji ber,zarádi
767,dies::PRN,ev,tó
768,das::PRN,ev,tó
769,alles::PRN,hemû,vsè
770,ich::PRN,ez,jàz
771,du::PRN,tu,tí
772,er::PRN,wî,òn
773,wir::PRN,êm,mí
774,ihr::PRN,hûn,ví
775,sie::PRN,we,ôni
776,was::FPRN,çi,káj
777,wer::FPRN,ki,kdó
778,wo::FADV,li ku dere,kjé
779,wohin::FADV,li ku dere,kám
780,wie::FADV,çawa,kakó
781,warum::FADV,çima,zakáj
782,wieviel::FNUM,çend,kóliko
783,eins::NUM,yek,êden
784,zwei::NUM,didu,dvá
785,drei::NUM,sisê,trí
786,vier::NUM,çar,štíri
787,fünf::NUM,penç,pét
788,sechs::NUM,şeş,šést
789,sieben::NUM,heft,sédem
790,acht::NUM,heşt,ósem
791,neun::NUM,neh,devét
792,zehn::NUM,deh,desét
793,elf::NUM,yazdeh,enájst
794,zwölf::NUM,diwazdeh,dvánajst
795,zwanzig::NUM,bîst,dvájset
796,dreißig::NUM,sih,trídeset
797,vierzig::NUM,çil,štírideset
798,fünfzig::NUM,pençi,pétdeset
799,sechzig::NUM,şêst,šéstdeset
800,siebzig::NUM,heftê,sédemdeset
801,achtzig::NUM,heştê,ósemdeset
802,neunzig::NUM,nod,devétdeset
803,hundert::NUM,sêd,stó
804,tausend::NUM,hezar,tísoč
805,und::CNJ,û,in
806,oder::CNJ,an,áli
807,oder::CNJ,yan,áli
808,stehen::V,sekinîn,státi
809,sitzen::V,rûniştin,sedéti
810,liegen::V,paldan,ležáti
811,hängen::V,darve kirin,viséti
812,werden::V,bûn,postáti
