,Concept_ID,uz,eu
804,so::ADV,shunday,honela
805,noch::ADV,hali,oraindik
806,nur::ADV,yolg'iz,bakarrik
807,schon::ADV,endi,ja
808,schon::ADV,endi,jada
809,wieder::ADV,yana,berriro
810,vergebens::ADV,bekorga,alferrik
811,vor::PRP,burun,aurrean
812,hinter::PRP,ketida,ostean
813,hinter::PRP,ketida,gibelean
814,unter::PRP,ostida,pean
815,unter::PRP,ostida,azpian
816,durch::PRP,bo'ylab,zehar
817,neben::PRP,yonida,ondoan
818,neben::PRP,yonida,aldamenean
819,zwischen::PRP,orada,artean
820,wegen::PRP,sababli,-gatik
821,dies::PRN,o'sha,hau
822,das::PRN,narigi,hura
823,alles::PRN,har nima,dena
824,ich::PRN,men,ni
825,du::PRN,sen,zu
826,er::PRN,u,bera
827,wir::PRN,biz,gu
828,ihr::PRN,siz,zuek
829,sie::PRN,ular,berak
830,was::FPRN,nima,zer
831,wer::FPRN,kim,nor
832,wo::FADV,qaerda,non
833,wohin::FADV,qayerga,nora
834,wie::FADV,qanday,nola
835,wie::FADV,qanday,zelan
836,warum::FADV,nega,zeren
837,warum::FADV,nega,zergatik
838,wieviel::FNUM,qancha,zenbat
839,eins::NUM,bir,bat
840,zwei::NUM,ikki,bi
841,zwei::NUM,ikki,biga
842,drei::NUM,uch,hiru
843,vier::NUM,to'rt,lau
844,fünf::NUM,besh,bost
845,sechs::NUM,olti,sei
846,sieben::NUM,etti,zazpi
847,acht::NUM,sakkiz,zortzi
848,neun::NUM,to'qqiz,bederatzi
849,zehn::NUM,o'n,hamar
850,elf::NUM,o'n bir,hamaika
851,zwölf::NUM,o'n ikki,hamabi
852,zwanzig::NUM,yigirma,hogei
853,dreißig::NUM,o'ttiz,hogeita hamar
854,vierzig::NUM,qirq,berrogei
855,fünfzig::NUM,ällik,berrogeita hamar
856,sechzig::NUM,oltmish,hirurogei
857,siebzig::NUM,etmish,hirurogeita hamar
858,achtzig::NUM,sakson,laurogei
859,neunzig::NUM,to'qson,laurogeita hamar
860,hundert::NUM,yuz,ehun
861,tausend::NUM,ming,mila
862,und::CNJ,va,eta
863,oder::CNJ,yo,edo
864,stehen::V,turmoq,zutik egon
865,sitzen::V,o'tirmoq,eserita egon
866,liegen::V,yotmoq,etzan
867,hängen::V,osilmoq,eskegita egon
868,hängen::V,osilmoq,zintzilik egon
869,werden::V,bo'lmoq,bihurtu
870,werden::V,bo'lmoq,bilakatu
871,passieren::V,bo'lib o'tmoq,pasatu
872,passieren::V,bo'lib o'tmoq,gertatu
873,beginnen::V,boshlanmoq,hasi
874,enden::V,bitmoq,bukatu
875,wechseln::V,o'zgarmoq,aldatu
876,aufgehen[Sonne]::V,chiqmoq,ilki
877,aufgehen[Sonne]::V,chiqmoq,sortu
878,untergehen[Sonne]::V,botmoq,sartu
879,scheinen[Sonne]::V,yaraqlamoq,eguzkia egon
880,donnern::V,gulduramoq,trumoia jo
881,wehen::V,elpimoq,haizea ibili
882,strömen::V,oqmoq,zorrotadaka isuri
883,fließen::V,oqmoq,isuri
884,sich drehen::V,aylanmoq,biratu
885,schwanken::V,qoqilmoq,zabuka ibili
886,schwingen::V,lopillamoq,kulunkatu
887,fallen::V,tushmoq,erori
888,brennen::V,yonmoq,sutan egon
889,rauchen::V,tutamoq,kea bota
890,regnen::V,yomg'ir yog'moq,euria ari izan
891,gefrieren::V,muzlamoq,izoztu
892,gefrieren::V,muzlamoq,hormatu
893,tauen::V,ärimoq,gesaldu
894,schmelzen::V,ärimoq,urtu
895,trocknen::V,qurimoq,idortu
896,trocknen::V,qurimoq,lehortu
897,sieden::V,qaynamoq,irakin
898,faulen::V,chirimoq,hirotu
899,faulen::V,chirimoq,usteldu
900,verfaulen::V,chirimoq,hirotu
901,verfaulen::V,chirimoq,usteldu
902,reißen::V,qayt qilmoq,eten
903,reißen::V,qayt qilmoq,tarrat egin
904,versinken::V,g'arq bo'lmoq,urperatu
905,vergehen::V,o'tmoq,iragan
906,erscheinen::V,zuhur ätmoq,agertu
907,verschwinden::V,yo'qolmoq,desagertu
908,sinken::V,pasaymoq,beheititu
909,abnehmen::V,kamaymoq,gutxitu
910,abnehmen::V,kamaymoq,beheratu
911,zunehmen::V,urchimoq,gora egin
912,steigen::V,oshmoq,igo
913,wachsen::V,o'smoq,hazi
914,glänzen::V,porlamoq,distiratu
915,funkeln::V,yalt ätmoq,izarniatu
916,lärmen::V,taraq ätmoq,zarata atera
917,läuten::V,jiringlamoq,jo
918,läuten::V,jiringlamoq,hots egin
919,klingeln::V,jiringlamoq,txirrina jo
920,klirren::V,sharaqlamoq,tintin egin
921,brausen::V,vag'illamoq,marru egin
922,rauschen::V,shitirlamoq,fir-fir egin
923,klingen::V,yangramoq,soinu egin
924,bellen::V,hurmoq,zaunkatu
925,heulen::V,uvlamoq,ulu egin
926,heulen::V,uvlamoq,uhuri egin
927,blasen::V,puflamoq,ufa egin
928,blasen::V,puflamoq,putz egin
929,pfeifen::V,xushtak chalmoq ,txistu egin
930,schreien::V,qiyqirmoq,oihu egin
931,schreien::V,qiyqirmoq,garrasi egin
932,stöhnen::V,nola qilmoq,intziri egin
933,zittern::V,titramoq,ikara egin
934,zittern::V,titramoq,dar-dar egin
935,leben::V,yashamoq,bizi izan
936,geboren werden::V,tug'ilmoq,jaio
937,atmen::V,nafas chiqarmoq,hats egin
938,atmen::V,nafas chiqarmoq,arnasa egin
939,trinken::V,ichmoq,edan
940,essen::V,emoq,jan
941,schlucken::V,yutmoq,irentsi
942,müde werden::V,horimoq,unatu
943,müde werden::V,horimoq,nekatu
944,einschlafen::V,uxlab qolmoq,lokartu
945,schlafen::V,uxlamoq,lo egin
946,aufwachen::V,uyg'onmoq,esnatu
947,aufwachen::V,uyg'onmoq,atzarri
948,aufstehen::V,qo'pmoq,jaiki
949,sich erholen::V,dam olmoq,atseden egin
950,krank werden::V,kasallanmoq,gaixotu
951,krank sein::V,betob yotmoq,eri izan
952,krank sein::V,betob yotmoq,gaixo izan
953,schmerzen::V,og'rimoq,min egin
954,husten::V,yo'talmoq,eztul egin
955,genesen::V,tuzalmoq,osatu
956,sterben::V,o'lmoq,hil
957,sterben::V,o'lmoq,zendu
958,umkommen::V,halok bo'lmoq,istripuz hil
959,sich bewegen::V,harakat qilmoq,higitu
960,sich rühren::V,qimirlamoq,zirkin egin
961,sich erheben::V,qo'pmoq,zutitu
962,sich erheben::V,qo'pmoq,altxatu
963,sich setzen::V,o'tirmoq,eseri
964,sich setzen::V,o'tirmoq,jesarri
965,hinfallen::V,yiqilmoq,erori
966,laufen::V,yurmoq,ibili
967,schreiten::V,yurmoq,oinkatu
968,spazierengehen::V,sayr ätmoq,paseatu
969,spazierengehen::V,sayr ätmoq,ostera bat egin
970,eilen::V,tezlamoq,lasterkatu
971,sich beeilen::V,shoshmoq,lehiatu
972,sausen::V,chopqillamoq,ziztu bizian joan
973,rennen::V,yugurmoq,lasterka egin
974,springen::V,sakramoq,jauzi egin
975,klettern::V,yuqorilamoq,igo
976,schaukeln::V,irg'amoq,zabu egin
977,schaukeln::V,irg'amoq,zanbulu egin
978,kriechen::V,ämaklamoq,narras egin
979,schwimmen::V,suzmoq,igerikatu
980,schwimmen::V,suzmoq,igeri egin
981,tauchen::V,chu'mmoq,murgildu
982,tauchen::V,chu'mmoq,pulunpatu
983,rudern::V,eshkak eshmoq,bogatu
984,rudern::V,eshkak eshmoq,arraun egin
985,fahren::V,haydamoq,joan
986,fliegen::V,uchmoq,hegaldatu
987,fliegen::V,uchmoq,hegan egin
988,gehen::V,bormoq,joan
989,weggehen::V,ketoq,alde egin
990,abfahren::V,jo'namoq,abiatu
991,anhalten::V,to'xtamoq,geratu
992,anhalten::V,to'xtamoq,gelditu
993,hineingehen::V,kirmoq,sartu
994,eintreten::V,kirmoq,sartu
995,kommen::V,kelmoq,etorri
996,ankommen::V,etib kelmoq,heldu
997,ankommen::V,etib kelmoq,iritsi
998,zurückkommen::V,qaytib kelmoq,itzuli
999,bleiben::V,qolmoq,gelditu
1000,warten::V,poylamoq,itxaron
1001,warten::V,poylamoq,zain egon
1002,erwarten::V,kutmoq,iguriki
1003,suchen::V,izlamoq,bilatu
1004,finden::V,topmoq,idoro
1005,finden::V,topmoq,aurkitu
1006,versuchen::V,chalishmoq,saiatu
1007,versuchen::V,chalishmoq,ahalegindu
1008,vorbereiten::V,hozirlamoq,gertatu
1009,lieben::V,sevmoq,maitatu
1010,lieben::V,sevmoq,maite izan
1011,mögen::V,ardoqlamoq,laket izan
1012,mögen::V,ardoqlamoq,atsegin izan
1013,lachen::V,kulmoq,irri egin
1014,lachen::V,kulmoq,barre egin
1015,rühren::V,ta'sirlantirmoq,hunkitu
1016,weinen::V,yig'lamoq,negar egin
1017,schimpfen::V,koyinmoq,erneguka ari izan
1018,sich ärgern::V,g'azab qilmoq,ernegatu
1019,sich ärgern::V,g'azab qilmoq,haserretu
1020,sich fürchten::V,hurkmoq,beldur izan
1021,fürchten::V,qo'rqmoq,beldur izan
1022,fliehen::V,qochmoq,ihes egin
1023,flüchten::V,qochmoq,ihes egin
1024,sehen::V,ko'rmoq,ikusi
1025,anschauen::V,razm solmoq,begietsi
1026,ansehen::V,razm qilmoq,begiratu
1027,hören::V,äshitmoq,aditu
1028,zuhören::V,tinglamoq,entzun
1029,probieren::V,tatib ko'rmoq,dastatu
1030,riechen::V,iskamoq,usnatu
1031,riechen::V,iskamoq,usaindu
1032,fühlen::V,sezmoq,sentitu
1033,scheinen::V,tuyilmoq,iruditu
1034,scheinen::V,tuyilmoq,begitandu
1035,zu sehen sein::V,ko'rinmoq,azaldu
1036,vernehmen::V,äshitmoq,aditu
1037,frieren::V,sovuq qotmoq,hotz izan
1038,tun::V,ätmoq,egin
1039,können::V,-a olmoq,ahal izan
1040,können::V,-y olmoq,ahal izan
1041,wollen::V,istamoq,nahi izan
1042,anfangen::V,boshlamoq,hasi
1043,beenden::V,bitirmoq,bukatu
1044,aufhören::V,tinmoq,utzi
1045,gelingen::V,muvaffaqiyat qozonmoq,lortu
1046,geraten::V,bo'lmoq,heldu
1047,öffnen::V,ochmoq,ireki
1048,öffnen::V,ochmoq,zabaldu
1049,schließen::V,yopmoq,itxi
1050,stellen::V,qo'ymoq,ipini
1051,setzen::V,o'tqazmoq,jesarri
1052,legen::V,yotqizmoq,jarri
1053,berühren::V,tegmoq,ukitu
1054,verbinden::V,ulamoq,uztartu
1055,bedecken::V,bekitmoq,estali
1056,aufhängen::V,ildirmoq,eseki
1057,aufhängen::V,ildirmoq,eskegi
1058,anzünden::V,yondirmoq,piztu
1059,aufheben::V,ko'tarmoq,jaso
1060,zurücklassen::V,ayrilmoq,atzean utzi
1061,verlieren::V,yo'qotmoq,galdu
1062,fallen lassen::V,tushirmoq,erortzen utzi
1063,machen::V,qilmoq,egin
1064,herstellen::V,chiqarmoq,ekoiztu
1065,bauen::V,solmoq,eraiki
1066,reparieren::V,tuzatmoq,konpondu
1067,verbessern::V,isloh qilmoq,hobetu
1068,ändern::V,o'zgartirmoq,mudatu
1069,graben::V,qazimoq,aitzurtu
1070,beugen::V,bukmoq,makurtu
1071,biegen::V,bukmoq,malgutu
1072,biegen::V,bukmoq,makolatu
1073,drehen::V,aylantirmoq,jiratu
1074,wenden::V,burmoq,bihurtu
1075,umdrehen::V,ag'darmoq,biratu
1076,umdrehen::V,ag'darmoq,alderantzikatu
1077,heben::V,yuksaltirmoq,jaso
1078,heben::V,yuksaltirmoq,goratu
1079,hochheben::V,ko'tarmoq,goratu
1080,hochheben::V,ko'tarmoq,altxatu
1081,ergreifen::V,tutamlamoq,oratu
1082,halten::V,tutmoq,eutsi
1083,drücken::V,bosmoq,sakatu
1084,schieben::V,surmoq,bultzatu
1085,kratzen::V,qashimoq,hatz egin
1086,kratzen::V,qashimoq,hazka egin
1087,lecken::V,mijimoq,miaztu
1088,lecken::V,mijimoq,lamikatu
1089,beißen::V,tishlamoq,hozka egin
1090,beißen::V,tishlamoq,ausiki egin
1091,abreißen::V,emirmoq,kendu
1092,abschneiden::V,cho'rt kesmoq,moztu
1093,abschneiden::V,cho'rt kesmoq,pikatu
1094,binden::V,bog'lamoq,lotu
1095,binden::V,bog'lamoq,estekatu
1096,stecken::V,suqmoq,sartu
1097,brechen::V,sindirmoq,apurtu
1098,klopfen::V,dukurlamoq,jo
1099,hauen::V,urmoq,jo
1100,kleben::V,yopishtirmoq,itsatsi
1101,reiben::V,surkamoq,igurtzi
1102,streichen::V,surkamoq,igurtzi
1103,schleifen::V,qayramoq,zorroztu
1104,schneiden::V,kesmoq,moztu
1105,rütteln::V,chayqamoq,astindu
1106,rütteln::V,chayqamoq,inarrosi
1107,schütteln::V,chayqamoq,astindu
1108,schütteln::V,chayqamoq,inarrosi
1109,schwenken::V,chayqatmoq,zabukatu
1110,schütten::V,quymoq,isuri
1111,füllen::V,to'ldirmoq,bete
1112,einwickeln::V,chulg'amoq,bildu
1113,tragen::V,tashimoq,eroan
1114,tragen::V,tashimoq,eraman
1115,schleppen::V,sudramoq,narrastu
1116,schleppen::V,sudramoq,herrestatu
1117,ziehen::V,tortmoq,tira egin
1118,aufbewahren::V,tutmoq,gorde
1119,werfen::V,tashlamoq,jaurti
1120,werfen::V,tashlamoq,aurtiki
1121,fangen::V,tutmoq,atzeman
1122,packen::V,opqochmoq,heldu
1123,verstecken::V,yashirmoq,ostendu
1124,verstecken::V,yashirmoq,ezkutatu
1125,teilen::V,bo'lmoq,zatitu
1126,schicken::V,yubormoq,bidali
1127,bringen::V,keltirmoq,ekarri
1128,hinzufügen::V,tirkamoq,eratxiki
1129,hinzufügen::V,tirkamoq,gaineratu
1130,bekommen::V,olmoq,jaso
1131,erhalten::V,olmoq,jaso
1132,nehmen::V,olmoq,hartu
1133,wählen::V,saylamoq,hautatu
1134,wählen::V,saylamoq,aukeratu
1135,auswählen::V,saylamoq,hautatu
1136,auswählen::V,saylamoq,aukeratu
1137,bewahren::V,saqlamoq,begiratu
1138,behindern::V,xalal bermoq,oztopatu
1139,verderben::V,xazon qilmoq,hondatu
1140,beschädigen::V,buzmoq,akastu
1141,zerbrechen::V,sindirmoq,apurtu
1142,zerreißen::V,yirtmoq,zarratatu
1143,zerstören::V,vayron qilmoq,suntsitu
1144,verbrennen::V,kuydirmoq,erre
1145,verbrennen::V,kuydirmoq,kiskali
1146,geben::V,bermoq,eman
1147,reichen::V,bermoq,luzatu
1148,reichen::V,bermoq,helarazi
1149,schenken::V,sovg'a qilmoq,oparitu
1150,versprechen::V,va'da bermoq,agindu
1151,wünschen::V,orziqmoq,opatu
1152,wünschen::V,orziqmoq,opetsi
1153,loben::V,maqtamoq,laudatu
1154,loben::V,maqtamoq,goraipatu
1155,küssen::V,o'pmoq,musu eman
1156,wiegen::V,tebratmoq,kulunkatu
1157,zudecken::V,yopmoq,estali
1158,wecken::V,uyg'otmoq,esnatu
1159,wecken::V,uyg'otmoq,iratzartu
1160,zeigen::V,ko'rsatmoq,erakutsi
1161,führen::V,boshlik bo'lmoq,gidatu
1162,lehren::V,o'rgatmoq,irakatsi
1163,unterrichten::V,dars bermoq,eskolak eman
1164,aufziehen::V,o'stirmoq,hazi
1165,leiten::V,boshqarmoq,arteztu
1166,antreiben::V,shoshiltirmoq,bulkatu
1167,lassen::V,ruxsat bermoq,-arazi
1168,einladen::V,taklif kilmoq,gonbidatu
1169,vereinigen::V,qo'shmoq,batu
1170,vereinigen::V,qo'shmoq,bateratu
1171,besuchen::V,mehmonga bormoq,ikustatu
1172,treffen::V,duchor bo'lmoq,topatu
1173,sich versammeln::V,to'planmoq,bildu
1174,spielen::V,o'ynamoq,jolastu
1175,singen::V,yalla qilmoq,abestu
1176,singen::V,yalla qilmoq,kantatu
1177,tanzen::V,raqs qilmoq,dantzatu
1178,tanzen::V,raqs qilmoq,dantzan egin
1179,sich trennen::V,yakkalanmoq,banandu
1180,verlassen::V,qoldirmoq,utzietsi
1181,retten::V,qutqazmoq,salbatu
1182,retten::V,qutqazmoq,gaizkatu
1183,bewachen::V,qo'rimoq,jagon
1184,bewachen::V,qo'rimoq,zaindu
1185,schützen::V,yoniga olmoq,babestu
1186,schützen::V,yoniga olmoq,gerizatu
1187,verteidigen::V,yoqlamoq,aldeztu
1188,sich schlagen::V,yoqalashmoq,elkar jo
1189,sich schlagen::V,yoqalashmoq,elkar borrokatu
1190,schießen::V,otmoq,tiro egin
1191,siegen::V,engmoq,irabazi
1192,ärgern::V,jahl chiqarmoq,ernegatu
1193,ärgern::V,jahl chiqarmoq,haserretu
1194,schlagen::V,urmoq,jo
1195,schlagen::V,urmoq,erauntsi
1196,treten::V,tepmoq,zapaldu
1197,treten::V,tepmoq,ostiaktu
1198,stechen::V,qadamoq,sastatu
1199,stoßen::V,turtmoq,bultzatu
1200,stehlen::V,o'g'rilamoq,ostu
1201,stehlen::V,o'g'rilamoq,lapurtu
1202,stören::V,tebratmoq,galarazi
1203,belästigen::V,g'ashini keltirmoq,gohaindu
1204,belästigen::V,g'ashini keltirmoq,alamena eman
1205,verbergen::V,berkitmoq,ezkutatu
1206,täuschen::V,aldamoq,tronpatu
1207,täuschen::V,aldamoq,engainatu
1208,betrügen::V,tirriq qilmoq,iruzurtu
1209,töten::V,o'ldirmoq,hil
1210,töten::V,o'ldirmoq,heriotza eman
1211,wohnen::V,istiqomat qilmoq,bizi izan
1212,arbeiten::V,ishlamoq,lan egin
1213,arbeiten::V,ishlamoq,behar egin
1214,sammeln::V,yig'moq,bildu
1215,sammeln::V,yig'moq,bildumatu
1216,pflücken::V,termoq,batu
1217,pflücken::V,termoq,bildu
1218,jagen::V,ov qilmoq,ehizatu
1219,fischen::V,baliq ovlamoq,arrantzatu
1220,fischen::V,baliq ovlamoq,arrantza egin
1221,fassen::V,ilinmoq,harrapatu
1222,hüten::V,boqtirmoq,begiratu
1223,treiben::V,haydamoq,bultza egin
1224,anbinden::V,bog'lamoq,estekatu
1225,füttern::V,edirmoq,bazkatu
1226,melken::V,sog'moq,jetzi
1227,hacken::V,chopmoq,xehatu
1228,gießen::V,oqizmoq,isuri
1229,reifen::V,qizarmoq,heldu
1230,reifen::V,qizarmoq,zoritu
1231,zubereiten::V,pishirmoq,prestatu
1232,kochen::V,qaynatmoq,egosi
1233,backen::V,yopmoq,labean egin
1234,braten::V,qovurmoq,erregosi
1235,umrühren::V,atalamoq,eragin
1236,stricken::V,to'qimoq,trikotatu
1237,stricken::V,to'qimoq,puntu egin
1238,nähen::V,tikmoq,josi
1239,färben::V,bo'yoqlamoq,tindatu
1240,reinigen::V,tozalamoq,ikuzi
1241,reinigen::V,tozalamoq,garbitu
1242,waschen::V,yuvmoq,xahutu
1243,waschen::V,yuvmoq,garbitu
1244,abwischen::V,surkamoq,xukatu
1245,spülen::V,chaymoq,irakutzi
1246,fegen::V,cho'tkalamoq,erraztatu
1247,kehren::V,supurmoq,isastu
1248,baden::V,cho'milmoq,bainatu
1249,baden::V,cho'milmoq,bainua hartu
1250,sich waschen::V,yuvinmoq,burua garbitu
1251,ausziehen::V,echintirmoq,erantzi
1252,anziehen::V,kiymoq,jantzi
1253,sich anziehen::V,kiyinmoq,jantzi
1254,kämmen::V,taramoq,orraztu
1255,schmücken::V,yasatmoq,apaindu
1256,sagen::V,aytmoq,esan
1257,sprechen::V,so'zlamoq,mintzatu
1258,sprechen::V,so'zlamoq,hitz egin
1259,reden::V,gapirmoq,hitz egin
1260,sich unterhalten::V,suhbatlashmoq,solastu
1261,sich unterhalten::V,suhbatlashmoq,solas egin
1262,fragen::V,so'ramoq,galdetu
1263,bitten::V,iltimos qilmoq,eskatu
1264,bitten::V,iltimos qilmoq,galdegin
1265,erzählen::V,aytib bermoq,edestu
1266,erzählen::V,aytib bermoq,kontatu
1267,mitteilen::V,bildirmoq,jakinarazi
1268,nennen::V,atamoq,izena eman
1269,rufen::V,chaqirmoq,dei egin
1270,prahlen::V,gerdaymoq,harrokerian ibili
1271,prahlen::V,gerdaymoq,ahoberokeriak esan
1272,übersetzen::V,tarjima qilmoq,itzuli
1273,denken::V,o'ylamoq,pentsatu
1274,denken::V,o'ylamoq,gogoeta egin
1275,glauben::V,ishonmoq,sinetsi
1276,bemerken::V,payqamoq,ohartu
1277,bemerken::V,payqamoq,konturatu
1278,erkennen::V,tanimoq,ezagutu
1279,erkennen::V,tanimoq,antzeman
1280,begreifen::V,tushunmoq,ulertu
1281,verstehen::V,anglamoq,aditu
1282,lernen::V,o'qimoq,ikasi
1283,wissen::V,bilmoq,jakin
1284,sich erinnern an::V,äsni tanimoq,gogoratu
1285,sich erinnern an::V,äsni tanimoq,gogoan izan
1286,vergessen::V,unutmoq,ahaztu
1287,vergessen::V,unutmoq,ahantzi
1288,messen::V,o'lchamoq,neurtu
1289,zählen::V,raqamlamoq,zenbatu
1290,zählen::V,raqamlamoq,kopuratu
1291,rechnen::V,cho'tlamoq,kalkulatu
1292,lesen::V,o'qimoq,irakurri
1293,malen::V,rasm solmoq,margotu
1294,zeichnen::V,chizmoq,marraztu
1295,schreiben::V,yozmoq,idatzi
1296,besitzen::V,ägalamoq,ukan
1297,besitzen::V,ägalamoq,eduki
1298,kaufen::V,olmoq,erosi
1299,verkaufen::V,sotmoq,saldu
1300,bezahlen::V,to'lamoq,ordaindu
1301,zahlen::V,to'lamoq,ordaindu
1302,beherrschen::V,ägalamoq,menpean izan
1303,ertragen::V,chidamoq,jasan
1304,ertragen::V,chidamoq,pairatu
