,Concept_ID,no,os
771,damals::ADV,den gang,уæд
772,danach::ADV,deretter,стæй
773,danach::ADV,deretter,уый фæстæ
774,vorher::ADV,før,раздæр
775,vorher::ADV,i forveien,раздæр
776,zuerst::ADV,først,фыццаг
777,einmal::ADV,en gang,иу хатт
778,manchmal::ADV,somme tider,хатт
779,oft::ADV,ofte,арæх
780,immer::ADV,alltid,ӕдзух
781,niemals::ADV,aldri,никуы
782,niemals::ADV,aldri,никæд
783,hier::ADV,her,ам
784,hierhin::ADV,hit,ардӕм
785,von hier::ADV,herfra,ардыгæй
786,dort::ADV,der,уым
787,dorthin::ADV,dit,уырдӕм
788,geradeaus::ADV,rett fram,æргом
789,vorwärts::ADV,fram,размӕ
790,vorwärts::ADV,framover,размӕ
791,rückwärts::ADV,baklengs,фӕстӕмӕ
792,zurück::ADV,tilbake,фӕстӕмӕ
793,unten::ADV,nede,дæлæ
794,unten::ADV,nede,дæлейы
795,unten::ADV,nede,бынæй
796,hinab::ADV,ned,дӕлӕмӕ
797,hinab::ADV,ned,уырдыгмӕ
798,hinab::ADV,nedover,дӕлӕмӕ
799,hinab::ADV,nedover,уырдыгмӕ
800,oben::ADV,oppe,уӕле
801,oben::ADV,ovenpå,уӕле
802,hinauf::ADV,opp,уӕлӕмӕ
803,hinauf::ADV,oppover,уӕлӕмӕ
804,überall::ADV,overalt,алыран
805,überall::ADV,overalt,алкæм
806,überall::ADV,overalt,кæмдæриддæр
807,nicht::ADV,ikke,нӕ
808,ein wenig::ADV,litt,чысыл
809,kaum::ADV,neppe,цъус
810,sehr::ADV,svært,тынг
811,sehr::ADV,svært,иттӕг
812,so::ADV,så,афтӕ
813,noch::ADV,enda,ма
814,nur::ADV,bare,канд
815,nur::ADV,bare,ӕрмӕст
816,schon::ADV,alt,нырид
817,schon::ADV,allerede,нырид
818,wieder::ADV,igjen,ногӕй
819,vergebens::ADV,forgjeves,дзæгъæлы
820,vergebens::ADV,forgjeves,уæгъды
821,vergebens::ADV,forgjeves,æнæхъуаджы
822,vor::PRP,foran,разы
823,vor::PRP,utenfor,разы
824,hinter::PRP,bak,фӕстӕ
825,hinter::PRP,bakom,фӕстӕ
826,unter::PRP,under,бын
827,durch::PRP,gjennom,æхсæнты
828,durch::PRP,igjennom,æхсæнты
829,neben::PRP,ved siden av,цур
830,zwischen::PRP,mellom,астӕу
831,wegen::PRP,på grunn av,тыххай
832,dies::PRN,dette,ай
833,das::PRN,det,уый
834,alles::PRN,alt,алцы
835,alles::PRN,alt,æппæтдæр
836,alles::PRN,alt,иууылдӕр
837,ich::PRN,jeg,æз
838,du::PRN,du,ды
839,er::PRN,han,уый
840,wir::PRN,vi,мах
841,ihr::PRN,dere,сымах
842,sie::PRN,de,уыдон
843,was::FPRN,hva,цы
844,wer::FPRN,hvem,чи
845,wo::FADV,hvor,кӕм
846,wohin::FADV,hvor ... hen,кӕдӕм
847,wie::FADV,hvordan,куыд
848,warum::FADV,hvorfor,цӕмӕн
849,wieviel::FNUM,hvor mye,цал
850,eins::NUM,en,иу
851,eins::NUM,ett,иу
852,zwei::NUM,to,дыууӕ
853,drei::NUM,tre,ӕртӕ
854,vier::NUM,fire,цыппар
855,fünf::NUM,fem,фондз
856,sechs::NUM,seks,ӕхсӕз
857,sieben::NUM,sju,авд
858,acht::NUM,åtte,аст
859,neun::NUM,ni,фараст
860,zehn::NUM,ti,дӕс
861,elf::NUM,elleve,иуæндæс
862,zwölf::NUM,tolv,дыууадæс
863,zwanzig::NUM,tjue,дыууын
864,dreißig::NUM,tretti,æртын
865,dreißig::NUM,tretti,дæсæмæссæдз
866,vierzig::NUM,førti,цыппор
867,vierzig::NUM,førti,цыппур
868,vierzig::NUM,førti,дыууиссæдзы
869,fünfzig::NUM,femti,фӕндзай
870,sechzig::NUM,seksti,æхсай
871,sechzig::NUM,seksti,æртиссæдзы
872,siebzig::NUM,sytti,æвдай
873,siebzig::NUM,sytti,дæс æмæ æртиссæдзы
874,achtzig::NUM,åtti,цыппарыссæдзы
875,achtzig::NUM,åtti,æстай
876,neunzig::NUM,nitti,нæуæдз
877,neunzig::NUM,nitti,дæс æмæ цыппарыссæдзы
878,hundert::NUM,hundre,сӕдӕ
879,tausend::NUM,tusen,мин
880,und::CNJ,og,ӕмӕ
881,oder::CNJ,eller,кӕнӕ
882,stehen::V,stå,лӕууын
883,sitzen::V,sitte,бадын
884,liegen::V,ligge,хуыссын
885,hängen::V,henge,ауыгъд уын
886,werden::V,bli,суӕвын
887,passieren::V,skje,æрцæуын
888,passieren::V,hende,æрцæуын
889,beginnen::V,begynne,райдайын
890,enden::V,ende,фæуын
891,enden::V,slutte,фæуын
892,wechseln::V,veksle,ивын
893,aufgehen[Sonne]::V,stå opp,скæсын
894,untergehen[Sonne]::V,gå ned, аныгуылын
895,scheinen[Sonne]::V,skinne,рухс кӕнын
896,donnern::V,tordne,нæрын
897,wehen::V,blåse,дымын
898,strömen::V,strømme,кӕлын
899,fließen::V,flyte,цæуын
900,fließen::V,flyte,уайын
901,fließen::V,flyte,кæлын
902,sich drehen::V,dreie seg,зилын
903,schwanken::V,svaie,æнкъуысын
904,schwingen::V,svinge,æнкъуысын
905,schwingen::V,svinge,змæлын
906,fallen::V,falle,хауын
907,brennen::V,brenne,судзын
908,rauchen::V,ryke,фæздæг кæнын
909,regnen::V,regne,уарын
910,gefrieren::V,fryse,сӕлын
911,tauen::V,tine,стайын
912,schmelzen::V,smelte,тайын
913,trocknen::V,tørre,хус кæнын
914,sieden::V,koke,фыцын
915,faulen::V,råtne,ӕмбийын
916,verfaulen::V,råtne,бамбийын
917,reißen::V,briste,скъуийын
918,versinken::V,synke,дӕлдон_кӕнын
919,versinken::V,synke ned,дӕлдон_кӕнын
920,vergehen::V,forløpe,аивгъуийын
921,erscheinen::V,synes,разынын
922,verschwinden::V,forsvinne,фæтары уын
923,verschwinden::V,forsvinne,фæдæлдзæх уын
924,verschwinden::V,forsvinne,фесæфын
925,verschwinden::V,forsvinne,æрбайсæфын
926,sinken::V,synke,дæлæмæ æрхауын
927,abnehmen::V,avta,фæкъаддæр уын
928,abnehmen::V,avta,фæцух уын
929,abnehmen::V,minske,фæкъаддæр уын
930,abnehmen::V,minske,фæцух уын
931,zunehmen::V,tilta,фæфылдæр уын
932,zunehmen::V,tilta,сбирæ уын
933,zunehmen::V,tilta,сахадын
934,steigen::V,stige,сыстын
935,wachsen::V,gro,рӕзын
936,wachsen::V,vokse,рӕзын
937,glänzen::V,skinne,ӕрттивын
938,funkeln::V,tindre,тыбар-тыбур_кӕнын
939,lärmen::V,bråke,хъæлæба кæнын
940,läuten::V,ringe,цæгъдын
941,klingeln::V,ringe,цæгъдын
942,klirren::V,klirre,дзыгъал-мыгъул кæнын
943,klirren::V,klirre,дзæгъ-дзæгъ кæнын
944,brausen::V,bruse,абухын
945,rauschen::V,suse,
946,klingen::V,lyde,зæлын
947,klingen::V,lyde,азæлын
948,klingen::V,lyde,хъуысын
949,klingen::V,klinge,зæлын
950,klingen::V,klinge,азæлын
951,klingen::V,klinge,хъуысын
952,bellen::V,gjø,рæйын
953,bellen::V,bjeffe,рæйын
954,heulen::V,ule,ниуын
955,blasen::V,blåse,фу кӕнын
956,pfeifen::V,plystre,æхситт кæнын
957,pfeifen::V,plystre,къуыззитт кæнын
958,schreien::V,skrike,хъӕр кӕнын
959,stöhnen::V,stønne,хъæрзын
960,stöhnen::V,stønne,дзыназын
961,zittern::V,dirre,ризын
962,zittern::V,skjelve,ризын
963,leben::V,leve,цӕрын
964,geboren werden::V,fødes,райгуырын
965,atmen::V,ånde,улӕфын
966,atmen::V,puste,улӕфын
967,trinken::V,drikke,нуазын
968,essen::V,spise,хӕрын
969,schlucken::V,svelge,ныхъуырын
970,müde werden::V,bli trett,бафæллайын
971,müde werden::V,bli trett,бафæлмæцын
972,müde werden::V,bli trett,сфæлмæцын
973,einschlafen::V,sovne,бафынæй уын
974,schlafen::V,sove,хуыссын
975,schlafen::V,sove,фынӕй кӕнын
976,aufwachen::V,våkne,райхъал уын
977,aufstehen::V,stå opp,стын
978,sich erholen::V,bli bra,фæллад уадзын
979,sich erholen::V,bli bra,улæфын
980,sich erholen::V,komme seg,фæллад уадзын
981,sich erholen::V,komme seg,улæфын
982,krank werden::V,bli syk,фӕрынчын уын
983,krank sein::V,være syk,сӕйын
984,schmerzen::V,gjøre vondt,риссын
985,husten::V,hoste,хуыфын
986,genesen::V,komme seg,сдзæбæх уын
987,genesen::V,komme seg,рандидзын
988,genesen::V,komme seg,сæндидзын
989,sterben::V,dø,мӕлын
990,umkommen::V,omkomme,фесæфын
991,umkommen::V,omkomme,байсæфын
992,umkommen::V,omkomme,бабын уын
993,umkommen::V,omkomme,мард фæуын
994,sich bewegen::V,bevege seg,тæлфын
995,sich bewegen::V,bevege seg,цæуын
996,sich rühren::V,røre på seg,змӕлын
997,sich erheben::V,reise seg,стын
998,sich setzen::V,sette sig,сбадын
999,hinfallen::V,falle over ende,ӕрхауын
1000,laufen::V,løpe,цӕуын
1001,laufen::V,løpe,рацу-бацу_кӕнын
1002,schreiten::V,skride,къахдзæф кæнын
1003,schreiten::V,skride,санчъех кæнын
1004,schreiten::V,skride,цæуын
1005,spazierengehen::V,spasere,озер кæнын
1006,spazierengehen::V,spasere,тезгъо кæнын
1007,spazierengehen::V,gå en tur,озер кæнын
1008,spazierengehen::V,gå en tur,тезгъо кæнын
1009,eilen::V,ile,тагъд кæнын
1010,eilen::V,ile,тындзын
1011,sich beeilen::V,skynde seg,тагъд кæнын
1012,sich beeilen::V,skynde seg,тындзын
1013,sausen::V,suse,уайын
1014,sausen::V,suse,тæхын
1015,rennen::V,løpe,згъорын
1016,springen::V,hoppe,гæпп кæнын
1017,springen::V,hoppe,сæррæтт кæнын
1018,springen::V,hoppe,лиуырын
1019,springen::V,springe,гæпп кæнын
1020,springen::V,springe,сæррæтт кæнын
1021,springen::V,springe,лиуырын
1022,klettern::V,klatre,хилын
1023,schaukeln::V,huske,хецъро кæнын
1024,schaukeln::V,huske,херыйыл бадын
1025,kriechen::V,krype,бырын
1026,schwimmen::V,svømme,ленк кӕнын
1027,tauchen::V,dykke,ныгъуылын
1028,rudern::V,ro,бæлæгъ тæрын
1029,rudern::V,ro,чема тæрын
1030,fahren::V,kjøre,цӕуын
1031,fliegen::V,fly,тӕхын
1032,gehen::V,gå,цӕуын
1033,weggehen::V,gå bort,ацӕуын
1034,abfahren::V,reise,араст уын
1035,anhalten::V,stanse,æрлæууын
1036,hineingehen::V,gå inn,мидæмæ цæуын
1037,eintreten::V,tre inn,бацӕуын
1038,kommen::V,komme,æрцæуын
1039,ankommen::V,ankomme,æрцæуын
1040,ankommen::V,komme til,æрцæуын
1041,zurückkommen::V,komme tilbake,раздæхын
1042,zurückkommen::V,komme tilbake,фæстæмæ_раздæхын
1043,zurückkommen::V,komme tilbake,æрбаздæхын
1044,zurückkommen::V,komme tilbake,аздæхын
1045,bleiben::V,bli,лӕууын
1046,bleiben::V,forbli,лӕууын
1047,warten::V,vente,ӕнхъӕлмӕ кӕсын
1048,erwarten::V,vente,ӕнхъӕлмӕ кӕсын
1049,suchen::V,søke,агурын
1050,finden::V,finne,ссарын
1051,versuchen::V,prøve,фӕлварын
1052,versuchen::V,forsøke,фӕлварын
1053,vorbereiten::V,forberede,бацаттæ кæнын
1054,vorbereiten::V,forberede,æрæввонг кæнын
1055,lieben::V,elske,уарзын
1056,mögen::V,like,зæрдæмæ цæуын
1057,lachen::V,le,худын
1058,rühren::V,røre,зæрдæ суынгæг кæнын
1059,weinen::V,gråte,кӕуын
1060,schimpfen::V,skjelle,æлгъитын
1061,sich ärgern::V,ergre seg,мæсты кæнын
1062,sich fürchten::V,være redd,тæрсын
1063,fürchten::V,være redd for,тæрсын
1064,fliehen::V,rømme,лидзын
1065,fliehen::V,flykte,лидзын
1066,flüchten::V,flykte,алидзын
1067,sehen::V,se,уынын
1068,anschauen::V,se på,акӕсын
1069,anschauen::V,betrakte,акӕсын
1070,ansehen::V,anse,кӕсын
1071,hören::V,høre,хъусын
1072,zuhören::V,tilhøre,хъусын
1073,probieren::V,smake,уынын
1074,probieren::V,smake,аходын
1075,probieren::V,smake på,уынын
1076,probieren::V,smake på,аходын
1077,riechen::V,lukte,смудын
1078,fühlen::V,føle,ӕнкъарын
1079,scheinen::V,se ut,зынын
1080,zu sehen sein::V,synes,зынын
1081,vernehmen::V,få vite,фехъусын
1082,frieren::V,fryse,сийын
1083,tun::V,gjøre,кӕнын
1084,können::V,kunne,фӕразын
1085,wollen::V,ville,фӕндын
1086,anfangen::V,begynne,райдайын
1087,beenden::V,avslutte,фӕуын
1088,aufhören::V,slutte,банцайын
1089,aufhören::V,slutte,фенцайын
1090,aufhören::V,holde opp,банцайын
1091,aufhören::V,holde opp,фенцайын
1092,gelingen::V,lykkes,бантысын
1093,geraten::V,bli,разынын
1094,öffnen::V,åpne,гом кӕнын
1095,schließen::V,lukke,ӕхгӕнын
1096,schließen::V,stenge,ӕхгӕнын
1097,stellen::V,stille,ӕвӕрын
1098,setzen::V,sette,сбадын кӕнын
1099,legen::V,legge,ӕрӕвӕрын
1100,berühren::V,berøre,агайын
1101,verbinden::V,forbinde,бӕттын
1102,bedecken::V,dekke,ӕмбӕрзын
1103,aufhängen::V,henge,ауындзын
1104,aufhängen::V,henge opp,ауындзын
1105,anzünden::V,tenne,ссудзын
1106,anzünden::V,antenne,ссудзын
1107,anzünden::V,tenne på,ссудзын
1108,aufheben::V,løfte,сисын
1109,aufheben::V,ta opp,сисын
1110,zurücklassen::V,slippe tilbake,ныууадзын
1111,verlieren::V,miste,фесафын
1112,fallen lassen::V,droppe,ӕрӕппарын
1113,fallen lassen::V,droppe,къухтӕй феуӕгъд кӕнын
1114,fallen lassen::V,la falle,ӕрӕппарын
1115,fallen lassen::V,la falle,къухтӕй феуӕгъд кӕнын
1116,machen::V,lage,саразын
1117,machen::V,gjøre,саразын
1118,herstellen::V,fremstille,сцæттæ кæнын
1119,herstellen::V,fremstille,саразын
1120,bauen::V,bygge,амайын
1121,reparieren::V,reparere,æмпъузын
1122,reparieren::V,reparere,цалцæг кæнын
1123,verbessern::V,rette,фæхуыздæр кæнын
1124,verbessern::V,forbedre,фæхуыздæр кæнын
1125,ändern::V,forandre,аивын
1126,graben::V,grave,къахын
1127,beugen::V,bøye,æркъæдз кæнын
1128,beugen::V,bøye,æртасын кæнын
1129,biegen::V,bøye,тасын кӕнын
1130,drehen::V,dreie,здухын
1131,wenden::V,vende,афæлдахын
1132,wenden::V,vende,рафæлдахын
1133,umdrehen::V,snu,афæлдахын
1134,heben::V,heve,сдарын
1135,heben::V,heve,схæцын
1136,hochheben::V,løfte,уæлæмæ хæцын
1137,ergreifen::V,gripe,фӕлӕбурын
1138,ergreifen::V,få tak i,фӕлӕбурын
1139,halten::V,holde,дарын
1140,drücken::V,trykke,æлхъивын
1141,drücken::V,trykke,хæцын
1142,schieben::V,skyve,схойын
1143,kratzen::V,klø,хафын
1144,kratzen::V,klore,хафын
1145,lecken::V,slikke,сдæрын
1146,beißen::V,bite,хæцын
1147,abreißen::V,rive av,ратонын
1148,abschneiden::V,skjære av,ралыг кӕнын
1149,binden::V,binde,бабӕттын
1150,stecken::V,stikke,ныссадзын
1151,brechen::V,bryte,асæттын
1152,brechen::V,bryte,басæттын
1153,brechen::V,bryte,ныссæттын
1154,brechen::V,briste,асæттын
1155,brechen::V,briste,басæттын
1156,brechen::V,briste,ныссæттын
1157,klopfen::V,banke,хойын
1158,klopfen::V,banke,гуыпп-гуыпп кæнын
1159,klopfen::V,banke,къуырцц-къуырцц кæнын
1160,hauen::V,hogge,цӕвын
1161,hauen::V,hogge,нӕмын
1162,kleben::V,klistre,ныхасын
1163,kleben::V,klistre,æндадзын
1164,reiben::V,gni,сӕрфын
1165,reiben::V,gni,хафын
1166,streichen::V,stryke,байсæрдын
1167,streichen::V,stryke,сахорын
1168,schleifen::V,slipe,ссын
1169,schleifen::V,slipe,цыргъ кӕнын
1170,schneiden::V,klippe,кӕрдын
1171,rütteln::V,ruske,æнкъусын
1172,schütteln::V,riste,уигъын
1173,schwenken::V,svinge,тилын
1174,schwenken::V,svinge,уигъын
1175,schütten::V,helle,ныккӕнын
1176,füllen::V,fylle,байдзаг кæнын
1177,einwickeln::V,vikle inn,батухын
1178,tragen::V,bære,хӕссын
1179,schleppen::V,slepe,ласын
1180,ziehen::V,dra,ласын
1181,ziehen::V,trekke,ласын
1182,aufbewahren::V,oppbevare,æвæрын
1183,aufbewahren::V,ta vare på,æвæрын
1184,werfen::V,kaste,зыввытт кӕнын
1185,fangen::V,fange,ӕрцахсын
1186,packen::V,gripe,рацахсын
1187,packen::V,gripe tak i,рацахсын
1188,verstecken::V,gjemme,æмбæхсын
1189,verstecken::V,gjemme,нымæхсын
1190,teilen::V,dele,уарын
1191,schicken::V,sende,ӕрвитын
1192,bringen::V,bringe,æрхæссын
1193,bringen::V,bringe,æрбахæссын
1194,hinzufügen::V,tilføye,ӕфтауын
1195,bekommen::V,få,ссарын
1196,bekommen::V,få,сфæрæз кæнын
1197,bekommen::V,få,самал кæнын
1198,erhalten::V,få,райсын
1199,nehmen::V,ta,райсын
1200,wählen::V,velge,равзарын
1201,auswählen::V,velge ut,авзарын
1202,bewahren::V,bevare,бавæрын
1203,bewahren::V,bevare,нывæрын
1204,behindern::V,hindre,цæлхдур æвæрын
1205,behindern::V,hindre,ныхдур æвæрын
1206,behindern::V,hindre,къуылымпы кæнын
1207,behindern::V,hindre,хъыг дарын
1208,behindern::V,forhindre,цæлхдур æвæрын
1209,behindern::V,forhindre,ныхдур æвæрын
1210,behindern::V,forhindre,къуылымпы кæнын
1211,behindern::V,forhindre,хъыг дарын
1212,verderben::V,ødelegge,фесафын
1213,beschädigen::V,skade,халын
1214,zerbrechen::V,brekke i stykker,асӕттын
1215,zerreißen::V,rive i stykker,аскъуынын
1216,zerstören::V,ødelegge,фехалын
1217,verbrennen::V,brenne,басудзын
1218,verbrennen::V,brenne opp,басудзын
1219,geben::V,gi,дӕттын
1220,reichen::V,rekke,адæттын
1221,schenken::V,forære,лæвар кæнын
1222,schenken::V,skjenke,лæвар кæнын
1223,versprechen::V,love,дзырд раттын
1224,versprechen::V,love,зӕрдӕ бавӕрын
1225,wünschen::V,ønske,зæрдæ зæгъы
1226,loben::V,rose,раппӕлын
1227,küssen::V,kysse,пъа кæнын
1228,küssen::V,kysse,ба кæнын
1229,wiegen::V,vogge,узын
1230,zudecken::V,dekke til,бамбӕрзын
1231,wecken::V,vekke,райхъал кӕнын
1232,zeigen::V,vise,амонын
1233,führen::V,føre,кӕнын
1234,führen::V,føre,фæкæнын
1235,lehren::V,lære,ахуыр кæнын
1236,unterrichten::V,undervise,ахуыр кæнын
1237,aufziehen::V,oppdra,хъомыл кӕнын
1238,leiten::V,lede,разамынд дӕттын
1239,antreiben::V,drive på,тагъд кæнын
1240,antreiben::V,drive på,рог кæнын
1241,lassen::V,få til å,кæнын
1242,einladen::V,be,ӕрхонын
1243,einladen::V,be,ӕрбахонын
1244,einladen::V,invitere,ӕрхонын
1245,einladen::V,invitere,ӕрбахонын
1246,vereinigen::V,forene,баиу кӕнын
1247,besuchen::V,besøke,абæрæг кæнын
1248,besuchen::V,besøke,бабæрæг кæнын
1249,besuchen::V,besøke,бауайын
1250,treffen::V,møte,фембæлын
1251,treffen::V,treffe,фембæлын
1252,sich versammeln::V,forsamles,æрæмбырд уын
1253,spielen::V,leke,хъазын
1254,spielen::V,spille,хъазын
1255,singen::V,synge,зарын
1256,tanzen::V,danse,кафын
1257,sich trennen::V,skilles,фæйнæрдæм фæцæуын айхæлын
1258,verlassen::V,forlate,ныууадзын
1259,retten::V,redde,фервӕзын кӕнын
1260,bewachen::V,bevokte,хъахъхъӕнын
1261,schützen::V,verne,хъахъхъӕнын
1262,schützen::V,beskytte,хъахъхъӕнын
1263,verteidigen::V,forsvare,бахизын
1264,sich schlagen::V,slåss,хыл кæнын
1265,schießen::V,skyte,ӕхсын
1266,siegen::V,seire,басӕттын
1267,siegen::V,seire,фӕуӕлахиз уӕвын
1268,ärgern::V,ergre,мӕсты кӕнын
1269,treten::V,sparke,
1270,stechen::V,stikke,фæрæхойын
1271,stoßen::V,støte,риуыгъын
1272,stehlen::V,stjele,давын
1273,stören::V,forstyrre,хъыгдарын
1274,belästigen::V,plage,хъыгдарын
1275,belästigen::V,sjenere,хъыгдарын
1276,verbergen::V,gjemme,бамбӕхсын
1277,verbergen::V,gjemme,басусӕг кӕнын
1278,täuschen::V,villede,фӕливын
1279,täuschen::V,villede,асайын
1280,betrügen::V,bedra,асайын
1281,töten::V,drepe,амарын
1282,wohnen::V,bo,цӕрын
1283,arbeiten::V,arbeide,кусын
1284,sammeln::V,samle,æртонын
1285,pflücken::V,plukke,тонын
1286,jagen::V,jage,цуан кæнын
1287,fischen::V,fiske,кæсаг ахсын æнгуырæй
1288,fischen::V,fiske,æнгуыр дарын
1289,fassen::V,fange,ӕрцахсын
1290,hüten::V,vokte,хизын
1291,treiben::V,drive,скъӕрын
1292,anbinden::V,feste,бабæттын
1293,anbinden::V,feste,æрбæттын
1294,füttern::V,fore,холлаг дæттын
1295,füttern::V,fore,холлаг æвæрын
1296,füttern::V,fore,дарын
1297,melken::V,melke,дуцын
1298,hacken::V,hakke,кæрдын
1299,hacken::V,hakke,лыгтæ кæнын
1300,gießen::V,helle,бакалын
1301,reifen::V,modne,срæгъæд уын
1302,reifen::V,modne,сцæттæ уын
1303,zubereiten::V,lage,сцӕттӕ кӕнын
1304,zubereiten::V,tilberede,сцӕттӕ кӕнын
1305,kochen::V,koke,фыцын
1306,backen::V,bake,фыцын
1307,braten::V,steke,цурын
1308,umrühren::V,røre om,ахæццæ кæнын
1309,umrühren::V,røre om,азмæнтын
1310,umrühren::V,røre om,астауын
1311,stricken::V,strikke,кæнын
1312,stricken::V,strikke,бийын
1313,nähen::V,sy,хуыйын
1314,färben::V,farge,ахорын
1315,reinigen::V,rense,ссыгъдæг кæнын
1316,reinigen::V,rense,ныссыгъдæг кæнын
1317,reinigen::V,rense,ныссæрфын
1318,reinigen::V,gjøre ren,ссыгъдæг кæнын
1319,reinigen::V,gjøre ren,ныссыгъдæг кæнын
1320,reinigen::V,gjøre ren,ныссæрфын
1321,waschen::V,vaske,ӕхсын
1322,abwischen::V,tørke av,сӕрфын
1323,spülen::V,spyle,æнхъæвзын
1324,spülen::V,skylle,æнхъæвзын
1325,fegen::V,feie,мӕрзын
1326,kehren::V,koste,мӕрзын
1327,baden::V,bade,хи найын
1328,sich waschen::V,vaske seg,хи æхсын
1329,ausziehen::V,ta av,ласын
1330,anziehen::V,ta på,скæнын
1331,sich anziehen::V,kle på seg,дзаума скæнын
1332,sich anziehen::V,kle på seg,дарæс скæнын
1333,kämmen::V,gre,ныффасын
1334,kämmen::V,gre,æрфасын
1335,kämmen::V,kjemme,ныффасын
1336,kämmen::V,kjemme,æрфасын
1337,schmücken::V,pynte,фӕлындын
1338,schmücken::V,smykke,фӕлындын
1339,sagen::V,si,зæгъын
1340,sprechen::V,snakke,дзурын
1341,reden::V,tale,ныхас кӕнын
1342,reden::V,snakke,ныхас кӕнын
1343,sich unterhalten::V,samtale,ныхас кæнын
1344,fragen::V,spørre,фӕрсын
1345,bitten::V,be,курын
1346,erzählen::V,fortelle,радзурын
1347,erzählen::V,fortelle,ратаурæгъ кæнын
1348,mitteilen::V,meddele,фехъусын кæнын
1349,nennen::V,kalle,хонын
1350,rufen::V,rope,сидын
1351,prahlen::V,skryte,ӕппӕлын
1352,übersetzen::V,oversette,ратæлмац кæнын
1353,denken::V,tenke,ӕнхъӕлын
1354,denken::V,tenke,хъуыды кӕнын
1355,glauben::V,tro,уырнын
1356,bemerken::V,bemerke,фенын
1357,bemerken::V,legge merke til,фенын
1358,erkennen::V,gjenkjenne,базонын
1359,begreifen::V,begripe,ӕмбарын
1360,begreifen::V,begripe,бамбарын
1361,verstehen::V,forstå,
1362,verstehen::V,skjønne,
1363,lernen::V,lære,ахуыр кӕнын
1364,wissen::V,vite,зонын
1365,sich erinnern an::V,huske på,зæрдыл æрлæууын
1366,sich erinnern an::V,huske på,æрымысын
1367,sich erinnern an::V,huske på,æрбаймысын
1368,sich erinnern an::V,huske på,æрхъуыды кæнын
1369,vergessen::V,glemme,ферох кæнын
1370,vergessen::V,glemme,айрох кæнын
1371,messen::V,måle,барын
1372,zählen::V,telle,нымайын
1373,rechnen::V,regne,хынцын
1374,lesen::V,lese,кӕсын
1375,lesen::V,lese,фӕрсын
1376,malen::V,male,ныв кӕнын
1377,zeichnen::V,tegne,ныв кӕнын
1378,schreiben::V,skrive,фыссын
1379,besitzen::V,eie,хицау уын
1380,besitzen::V,inneha,хицау уын
1381,kaufen::V,kjøpe,балхӕнын
1382,verkaufen::V,selge,уӕй кӕнын
1383,bezahlen::V,betale,бафидын
1384,zahlen::V,betale,фидын
1385,beherrschen::V,beherske,æлдариуæг кæнын
1386,ertragen::V,orke,бавзарын
1387,schlagen::V,,ныццæвын
