,Concept_ID,ca,es
66,Sonne::N,sol,sol
67,Mond::N,lluna,luna
68,Stern::N,estel,estrella
69,Stern::N,estrella,estrella
70,Luft::N,aire,aire
71,Wind::N,vent,viento
72,Welle::N,ona,ola
73,Welle::N,ona,onda
74,Wasser::N,āigua,agua
75,Stein::N,pedra,piedra
76,Boden::N,sòl,suelo
77,Erde::N,terra,tierra
78,Staub::N,pols,polvo
79,Rauch::N,fum,humo
80,Funke::N,guspira,chispa
81,Funke::N,centella,chispa
82,Feuer::N,foc,fuego
83,Licht::N,llum,luz
84,Schatten::N,ombra,sombra
85,Wetter::N,temps,tiempo
86,Nebel::N,boira,niebla
87,Wolke::N,núvol,nube
88,Regen::N,pluja,lluvia
89,Schnee::N,neu,nieve
90,Eis::N,gel,hielo
91,Eis::N,glaç,hielo
92,Frost::N,glaçada,helada
93,Kälte::N,fred,frío
94,Hitze::N,calor,calor
95,Raureif::N,gebre,escarcha
96,Regenbogen::N,arc iris,arco iris
97,Donner::N,tro,trueno
98,Strömung::N,corrent,corriente
99,Tropfen::N,gota,gota
100,Schaum::N,escuma,espuma
101,Schmutz::N,brutícia,suciedad
102,See::N,llac,lago
103,Sumpf::N,pantà,pantano
104,Moor::N,pantà,turbera
105,Wiese::N,prat,prado
106,Wiese::N,prat,pradera
107,Wiese::N,prada,prado
108,Wiese::N,prada,pradera
109,Wald::N,bosc,bosque
110,Hügel::N,puig,colina
111,Hügel::N,pujol,colina
112,Anhöhe::N,turó,cerro
113,Berg::N,muntanya,monte
114,Berg::N,muntanya,montaña
115,Gipfel::N,cim,cima
116,Gipfel::N,cim,cumbre
117,Höhle::N,cova,cueva
118,Höhle::N,cova,caverna
119,Abhang::N,coster,cuesta
120,Abhang::N,coster,declive
121,Quelle::N,font,fuente
122,Quelle::N,font,manantial
123,Bach::N,riera,arroyo
124,Fluss::N,riu,río
125,Ufer::N,riba,orilla
126,Küste::N,costa,costa
127,Festland::N,terra ferma,tierra firme
128,Meer::N,mar,mar
129,Bucht::N,cala,cala
130,Bucht::N,cala,bahía
131,Bucht::N,badia,cala
132,Bucht::N,badia,bahía
133,Insel::N,illa,isla
134,Blume::N,flor,flor
135,Gras::N,herba,hierba
136,Wurzel::N,rel,raíz
137,Wurzel::N,arrel,raíz
138,Baum::N,arbre,árbol
139,Stamm::N,tronc,tronco
140,Rinde::N,escorça,corteza
141,Ast::N,branca,rama
142,Zweig::N,ram,ramo
143,Blatt::N,fulla,hoja
144,Birke::N,bedoll,abedul
145,Kiefer[Baum]::N,pi,pino
146,Weide[Baum]::N,salze,sauce
147,Tanne::N,avet,abeto
148,Horn::N,corn,asta
149,Horn::N,corn,cuerno
150,Horn::N,banya,asta
151,Horn::N,banya,cuerno
152,Feder::N,ploma,pluma
153,Fell::N,pell,piel
154,Flügel::N,ala,ala
155,Klaue::N,urpa,garra
156,Kralle::N,grapa,uña
157,Kralle::N,grapa,garra
158,Schwanz::N,cua,cola
159,Ei::N,ou,huevo
160,Nest::N,niu,nido
161,Bau::N,cau,madriguera
162,Tier::N,animāl,animal
163,Herde::N,ramat,rebaño
164,Kuh::N,vaca,vaca
165,Bulle::N,toro,toro
166,Pferd::N,cavāll,caballo
167,Schaf::N,be,oveja
168,Schaf::N,ovella,oveja
169,Schwein::N,bacó,cerdo
170,Hund::N,ca,perro
171,Hund::N,gos,perro
172,Katze::N,gat,gato
173,Bär::N,ós,oso
174,Eichhörnchen::N,esquirol,ardilla
175,Elch::N,ant,alce
176,Fuchs::N,guilla,zorro
177,Hase::N,llebre,liebre
178,Maus::N,ratolí,ratón
179,Wolf::N,llop,lobo
180,Vogel::N,au,ave
181,Vogel::N,au,pájaro
182,Vogel::N,ocēll,ave
183,Vogel::N,ocēll,pájaro
184,Schwarm::N,bandada,bandada
185,Huhn::N,gallina,gallina
186,Hahn::N,gall,gallo
187,Gans::N,oca,oca
188,Gans::N,oca,ganso
189,Adler::N,àguila,águila
190,Ente::N,ànec,pato
191,Eule::N,òliba,lechuza
192,Eule::N,mussol,lechuza
193,Kranich::N,grua,grulla
194,Krähe::N,cornella,corneja
195,Kuckuck::N,cucut,cuco
196,Schwan::N,cigne,cisne
197,Fisch::N,peix,pez
198,Barsch::N,perca,perca
199,Hecht::N,lluç,lucio
200,Schlange[Tier]::N,serp,serpiente
201,Wurm::N,cuc,gusano
202,Spinne::N,aranya,araña
203,Ameise::N,formiga,hormiga
204,Laus::N,poll,piojo
205,Mücke::N,mosquit,mosquito
206,Fliege::N,mosca,mosca
207,Schmetterling::N,papallona,mariposa
208,Beere::N,baia,baya
209,Apfel::N,poma,manzana
210,Pilz::N,bolet,seta
211,Pilz::N,bolet,hongo
212,Zwiebel::N,ceba,cebolla
213,Saat::N,sembra,siembra
214,Korn::N,gra,grano
215,Heu::N,fenc,heno
216,Schale::N,closca,cáscara
217,Grube::N,sot,foso
218,Grube::N,clot,foso
219,Falle::N,trampa,trampa
220,Schlinge::N,baga,lazo
221,Spur::N,traça,huella
222,Asche::N,cendra,ceniza
223,Dreck::N,llot,suciedad
224,Eisen::N,ferro,hierro
225,Gold::N,or,oro
226,Silber::N,plata,plata
227,Kohle::N,carbó,carbón
228,Glas::N,vidre,vidrio
229,Glas::N,vidre,cristal
230,Lehm::N,fang,barro
231,Lehm::N,argila,barro
232,Sand::N,arena,arena
233,Mensch::N,humà,hombre
234,Mensch::N,humà,ser humano
235,Mensch::N,persona,hombre
236,Mensch::N,persona,ser humano
237,Mann::N,home,hombre
238,Frau::N,dona,mujer
239,Kind::N,nen,niño
240,Junge::N,noi,chico
241,Junge::N,noi,muchacho
242,Mädchen::N,noia,chica
243,Mädchen::N,noia,muchacha
244,Familie::N,família,familia
245,Großvater::N,avi,abuelo
246,Großmutter::N,àvia,abuela
247,Eltern::N,pares,padres
248,Vater::N,pare,padre
249,Mutter::N,mare,madre
250,Sohn::N,fill,hijo
251,Tochter::N,filla,hija
252,Bruder::N,germà,hermano
253,Schwester::N,germana,hermana
254,Onkel::N,oncle,tío
255,Tante::N,tia,tía
256,Ehemann::N,espòs,esposo
257,Ehefrau::N,muller,esposa
258,Freude::N,goig,placer
259,Freude::N,goig,alegría
260,Freude::N,alegria,placer
261,Freude::N,alegria,alegría
262,Gelächter::N,riallada,risa
263,Gelächter::N,riallada,carcajada
264,Glück::N,felicitat,felicidad
265,Kummer::N,pena,pena
266,Wunsch::N,desig,deseo
267,Lust::N,ganes,ganas
268,Geist::N,ment,mente
269,Geist::N,ment,espíritu
270,Geist::N,esperit,mente
271,Geist::N,esperit,espíritu
272,Gedanke::N,pensament,idea
273,Gedanke::N,pensament,pensamiento
274,Gedächtnis::N,memòria,memoria
275,Verstand::N,raó,razón
276,Verstand::N,raó,entendimiento
277,Verstand::N,seny,razón
278,Verstand::N,seny,entendimiento
279,Sinn::N,solta,sentido
280,Sinn::N,solta,significado
281,Sinn::N,sentit,sentido
282,Sinn::N,sentit,significado
283,Grund::N,raó,causa
284,Grund::N,causa,causa
285,Wahrheit::N,veritāt,verdad
286,Gespräch::N,conversa,conversación
287,Märchen::N,conte,cuento
288,Erzählung::N,narració,cuento
289,Erzählung::N,narració,narración
290,Nachricht::N,missatge,mensaje
291,Neuigkeit::N,novetat,noticia
292,Name::N,nom,nombre
293,Rätsel::N,endevinalla,acertijo
294,Rätsel::N,endevinalla,adivinanza
295,Rede::N,discurs,discurso
296,Sprache::N,llēngua,lengua
297,Stimme::N,veu,voz
298,Wort::N,mot,palabra
299,Wort::N,paraula,palabra
300,Zeichen::N,signe,señal
301,Zeichen::N,senyal,señal
302,Ruf::N,crida,llamada
303,Lärm::N,sorōll,ruido
304,Lärm::N,sorōll,barullo
305,Laut::N,so,sonido
306,Ton::N,to,tono
307,Lied::N,cançó,canción
308,Ruhe::N,calma,calma
309,Ruhe::N,calma,silencio
310,Ruhe::N,silenci,calma
311,Ruhe::N,silenci,silencio
312,Leute::N,gent,gente
313,Volk::N,poble,pueblo
314,Arbeit::N,labor,trabajo
315,Arbeit::N,treball,trabajo
316,Gast::N,hoste,huésped
317,Gast::N,hoste,invitado
318,Geschenk::N,regal,regalo
319,Geschenk::N,obsequi,regalo
320,Spiel::N,joc,juego
321,Gesellschaft::N,companyia,compañía
322,Hilfe::N,ajut,ayuda
323,Hilfe::N,ajut,socorro
324,Freund::N,amīc,amigo
325,Kamerad::N,company,camarada
326,Kamerad::N,company,compañero
327,Kamerad::N,camarada,camarada
328,Kamerad::N,camarada,compañero
329,Angelegenheit::N,afer,asunto
330,Angelegenheit::N,assumpte,asunto
331,Anzahl::N,nombre,cantidad
332,Anzahl::N,quantitat,cantidad
333,Art::N,tipus,tipo
334,Art::N,tipus,clase
335,Art::N,classe,tipo
336,Art::N,classe,clase
337,Stück::N,peça,pieza
338,Teil::N,part,parte
339,Hälfte::N,meitat,mitad
340,Kreis::N,cercle,círculo
341,Kreuz::N,creu,cruz
342,Linie::N,línia,línea
343,Strich::N,traç,raya
344,Strich::N,traç,trazo
345,Strich::N,ratlla,raya
346,Strich::N,ratlla,trazo
347,Abstand::N,distància,distancia
348,Entfernung::N,distància,distancia
349,Gegend::N,regió,región
350,Gegend::N,regió,comarca
351,Gegend::N,contrada,región
352,Gegend::N,contrada,comarca
353,Platz::N,cabuda,espacio
354,Ort::N,lloc,sitio
355,Seite::N,banda,lado
356,Seite::N,banda,costado
357,Seite::N,costāt,lado
358,Seite::N,costāt,costado
359,Mitte::N,mig,medio
360,Mitte::N,mig,centro
361,Mitte::N,centre,medio
362,Mitte::N,centre,centro
363,Gegenstand::N,objecte,objeto
364,Sache::N,cosa,cosa
365,Rand::N,vora,borde
366,Rand::N,marge,borde
367,Kante::N,caire,borde
368,Kante::N,cantell,borde
369,Ecke::N,cantonada,esquina
370,Spitze::N,punta,punta
371,Ende::N,cap,cabo
372,Ende::N,cap,extremo
373,Loch::N,forāt,agujero
374,Loch::N,forāt,abertura
375,Winkel::N,racó,ángulo
376,Muster::N,dibuix,dibujo
377,Muster::N,disseny,dibujo
378,Größe::N,grandària,tamaño
379,Länge::N,longitud,longitud
380,Höhe::N,altura,altura
381,Höhe::N,altura,altitud
382,Höhe::N,altitud,altura
383,Höhe::N,altitud,altitud
384,Gewicht::N,pes,peso
385,Menge::N,quantitat,cantidad
386,Haufen::N,pila,montón
387,Reihe::N,fila,fila
388,Boot::N,bot,bote
389,Boot::N,bot,barca
390,Boot::N,barca,bote
391,Boot::N,barca,barca
392,Ruder::N,rem,remo
393,Schlitten::N,trineu,trineo
394,Ski::N,esquí,esquí
395,Lagerfeuer::N,foc de campament,hoguera
396,Last::N,càrrega,carga
397,Gang::N,marxa,marcha
398,Schritt::N,pas,paso
399,Norden::N,nord,norte
400,Süden::N,sud,sur
401,Westen::N,oest,oeste
402,Westen::N,occident,oeste
403,Osten::N,est,este
404,Osten::N,orient,este
405,Holz::N,fusta,madera
406,Brett::N,taula,tabla
407,Platte::N,placa,placa
408,Platte::N,placa,plancha
409,Stütze::N,suport,sostén
410,Stütze::N,suport,soporte
411,Stange::N,vara,vara
412,Stange::N,vara,percha
413,Stock::N,pal,palo
414,Stock::N,pal,bastón
415,Stab::N,bastó,vara
416,Stab::N,bastó,bastón
417,Rohr::N,tub,tubo
418,Haus::N,casa,casa
419,Heim::N,llar,hogar
420,Ofen::N,estufa,estufa
421,Fußboden::N,terra,suelo
422,Tisch::N,taula,mesa
423,Stuhl::N,cadira,silla
424,Wiege::N,bressol,cuna
425,Bett::N,llit,cama
426,Regal::N,prestatgeria,estantería
427,Kiste::N,caixa,caja
428,Fenster::N,finestra,ventana
429,Tür::N,porta,puerta
430,Tor::N,portal,puerta
431,Zaun::N,tanca,valla
432,Zaun::N,tanca,cercado
433,Dach::N,teulada,techo
434,Dach::N,teulada,tejado
435,Leiter::N,escala,escalera
436,Leiter::N,escala de mà,escalera
437,Besen::N,escombra,escoba
438,Spaten::N,pala,pala
439,Schaufel::N,pala,pala
440,Schaufel::N,pala,paleta
441,Gabel::N,forquilla,tenedor
442,Löffel::N,cullera,cuchara
443,Messer::N,coltell,cuchillo
444,Nagel::N,clau,clavo
445,Netz::N,filat,red
446,Haken::N,ganxo,gancho
447,Haken::N,ganxo,corchete
448,Griff::N,puny,asa
449,Griff::N,puny,mango
450,Griff::N,mànec,asa
451,Griff::N,mànec,mango
452,Schloss::N,pany,cerradura
453,Bild::N,imatge,imagen
454,Figur::N,figura,figura
455,Puppe::N,nina,muñeca
456,Beutel::N,bossa,bolsa
457,Bündel::N,feix,haz
458,Bündel::N,paquet,haz
459,Tasche::N,bossa,bolso
460,Eimer::N,galleda,cubo
461,Deckel::N,tapa,tapa
462,Deckel::N,tapa,tapadera
463,Deckel::N,tapadora,tapa
464,Deckel::N,tapadora,tapadera
465,Geschirr::N,vaixella,vajilla
466,Sack::N,sac,saco
467,Sack::N,saca,saco
468,Tasse::N,tassa,taza
469,Topf::N,pot,olla
470,Topf::N,pot,marmita
471,Topf::N,olla,olla
472,Topf::N,olla,marmita
473,Kessel::N,caldera,caldera
474,Essen::N,àpat,comida
475,Essen::N,menjada,comida
476,Nahrung::N,aliment,alimento
477,Speise::N,plat,plato
478,Fleisch::N,carn,carne
479,Getreide::N,cereals,cereales
480,Brei::N,puré,puré
481,Brei::N,puré,papilla
482,Brot::N,pa,pan
483,Scheibe::N,tall,lonja
484,Scheibe::N,tall,rebanada
485,Scheibe::N,llesca,lonja
486,Scheibe::N,llesca,rebanada
487,Fett::N,greix,grasa
488,Butter::N,mantega,mantequilla
489,Öl::N,oli,aceite
490,Salz::N,sal,sal
491,Suppe::N,sopa,sopa
492,Honig::N,mel,miel
493,Milch::N,llet,leche
494,Tee::N,te,té
495,Leder::N,cuir,cuero
496,Wolle::N,llana,lana
497,Stoff::N,tela,tela
498,Stoff::N,tela,tejido
499,Nadel::N,agulla,aguja
500,Faden::N,fil,hilo
501,Knopf::N,botó,botón
502,Knoten::N,nus,nudo
503,Farbe::N,pintura,pintura
504,Kleidung::N,roba,ropa
505,Kleidung::N,roba,vestidos
506,Kleidung::N,vestits,ropa
507,Kleidung::N,vestits,vestidos
508,Hemd::N,camisa,camisa
509,Kragen::N,coll,cuello
510,Ärmel::N,màniga,manga
511,Hose::N,pantalōns,pantalón
512,Gürtel::N,cinturó,cinturón
513,Mütze::N,gorra,gorro
514,Schuh::N,sabata,zapato
515,Stiefel::N,bota,bota
516,Ring::N,anell,anillo
517,Band::N,veta,cinta
518,Band::N,cinta,cinta
519,Kamm::N,pinta,peine
520,Spiegel::N,mirāll,espejo
521,Riemen::N,corretja,correa
522,Schnur::N,corda,cuerda
523,Leine::N,corretja,correa
524,Decke::N,manta,manta
525,Decke::N,flassada,manta
526,Kissen::N,coixí,almohada
527,Tuch::N,mocador,pañuelo
528,Handtuch::N,tovallola,toalla
529,Kraft::N,força,fuerza
530,Stärke::N,vigor,fuerza
531,Gesundheit::N,salut,salud
532,Krankheit::N,malaltia,enfermedad
533,Schmerz::N,dolor,dolor
534,Wunde::N,ferida,llaga
535,Wunde::N,ferida,herida
536,Fieber::N,febre,fiebre
537,Arznei::N,medicament,medicina
538,Arznei::N,medicament,medicamento
539,Brücke::N,pont,puente
540,Brunnen::N,pou,pozo
541,Weide::N,pastura,pasto
542,Pfad::N,senda,sendero
543,Pfad::N,sender,sendero
544,Weg::N,camí,camino
545,Straße::N,carretera,vía
546,Straße::N,carretera,carretera
547,Dorf::N,poble,aldea
548,Dorf::N,poble,pueblo
549,Stadt::N,ciutāt,ciudad
550,Brief::N,carta,carta
551,Buch::N,llibre,libro
552,Buchstabe::N,lletra,letra
553,Buchstabe::N,lletra,carácter
554,Zeitung::N,diāri,diario
555,Zeitung::N,diāri,periódico
556,Leben::N,vida,vida
557,Tod::N,mort,muerte
558,Grab::N,tomba,tumba
559,Grab::N,tomba,sepulcro
560,Kirche::N,església,iglesia
561,Sünde::N,pecat,pecado
562,Gott::N,déu,dios
563,Arbeiter::N,obrer,obrero
564,Arbeiter::N,obrer,trabajador
565,Chef::N,cap,jefe
566,Meister::N,mestre,maestro
567,Arzt::N,metge,médico
568,Lehrer::N,mestre,profesor
569,Geld::N,dinērs,dinero
570,Geschäft::N,negoci,negocio
571,Laden::N,tenda,tienda
572,Laden::N,botiga,tienda
573,Preis::N,preu,precio
574,Ware::N,mercaderia,mercancía
575,Nutzen::N,profit,provecho
576,Reichtum::N,riquesa,riqueza
577,Welt::N,món,mundo
578,Land::N,país,país
579,Staat::N,estat,Estado
580,König::N,rei,rey
581,Macht::N,poder,poder
582,Macht::N,poder,potencia
583,Macht::N,potència,poder
584,Macht::N,potència,potencia
585,Grenze::N,frontera,frontera
586,Krieg::N,guerra,guerra
587,Feind::N,enemic,enemigo
588,Gewalt::N,violència,violencia
589,Kampf::N,lluita,lucha
590,Kampf::N,lluita,combate
591,Bogen[Waffe]::N,arc,arco
592,Pfeil::N,fletxa,flecha
593,Gewehr::N,fusell,fusil
594,Gewehr::N,fusell,escopeta
595,Gewehr::N,escopeta,fusil
596,Gewehr::N,escopeta,escopeta
597,Fehler::N,falta,error
598,Lüge::N,mentida,mentira
599,Schaden::N,dany,daño
600,Unglück::N,desgràcia,desgracia
601,Schuld::N,culpa,culpa
602,Alter::N,edat,edad
603,Schluss::N,fi,fin
604,Schluss::N,fi,final
605,Schluss::N,final,fin
606,Schluss::N,final,final
607,Zeit::N,temps,tiempo
608,Tag::N,dia,día
609,Morgen::N,matí,mañana
610,Mittag::N,migdia,mediodía
611,Abend::N,vespre,noche
612,Nacht::N,nit,noche
613,Woche::N,setmana,semana
614,Monat::N,mes,mes
615,Jahr::N,any,año
616,Frühling::N,primavera,primavera
617,Sommer::N,estīu,verano
618,Herbst::N,tardor,otoño
619,Winter::N,hivērn,invierno
620,Januar::N,gener,enero
621,Februar::N,febrer,febrero
622,März::N,març,marzo
623,April::N,abril,abril
624,Mai::N,maig,mayo
625,Juni::N,juny,junio
626,Juli::N,juliol,julio
627,August::N,agost,agosto
628,September::N,setembre,septiembre
629,Oktober::N,octubre,octubre
630,November::N,novembre,noviembre
631,Dezember::N,desembre,diciembre
632,Montag::N,dilluns,lunes
633,Dienstag::N,dimarts,martes
634,Mittwoch::N,dimecres,miércoles
635,Donnerstag::N,dijous,jueves
636,Freitag::N,divendres,viernes
637,Samstag::N,dissabte,sábado
638,Sonntag::N,diumenge,domingo
639,groß::A,gros,grande
640,klein::A,petīt,pequeño
641,lang::A,llarg,largo
642,kurz::A,curt,corto
643,breit::A,ample,ancho
644,schmal::A,estret,estrecho
645,dicht::A,dens,denso
646,dick[Gegenstand]::A,gruixūt,grueso
647,dünn::A,prim,fino
648,dünn::A,prim,delgado
649,fein::A,fi,fino
650,fein::A,fi,delicado
651,fest::A,ferm,firme
652,fest::A,ferm,sólido
653,fest::A,sòlid,firme
654,fest::A,sòlid,sólido
655,flach::A,pla,plano
656,glatt::A,llis,liso
657,hart::A,dur,duro
658,weich::A,tou,muelle
659,rund::A,rodó,redondo
660,spitz::A,punxegut,agudo
661,spitz::A,punxegut,apuntado
662,scharf::A,agut,agudo
663,scharf::A,agut,afilado
664,stumpf::A,rom,sin filo
665,stumpf::A,esmussat,sin filo
666,schwer::A,pesāt,pesado
667,schön::A,bonīc,bello
668,schön::A,bonīc,hermoso
669,heiß::A,calēnt,caluroso
670,warm::A,càlid,cálido
671,warm::A,càlid,caliente
672,kalt::A,fred,frío
673,kühl::A,fresc,fresco
674,frisch::A,fresc,fresco
675,feucht::A,humit,húmedo
676,nass::A,mullat,mojado
677,trocken::A,sec,seco
678,voll::A,ple,lleno
679,leer::A,buit,vacío
680,offen::A,obert,abierto
681,geschlossen::A,tancat,cerrado
682,sauber::A,net,limpio
683,schmutzig::A,brut,sucio
684,roh::A,cru,crudo
685,reif::A,madur,maduro
686,lecker::A,deliciós,rico
687,lecker::A,deliciós,sabroso
688,süß::A,dolç,dulce
689,bitter::A,amarg,amargo
690,sauer::A,agre,agrio
691,hell::A,clar,claro
692,dunkel::A,fosc,oscuro
693,schwarz::A,negre,negro
694,weiß::A,blanc,blanco
695,rot::A,vermēll,rojo
696,gelb::A,groc,amarillo
697,blau::A,blau,azul
698,grün::A,verd,verde
699,grau::A,gris,gris
700,bunt::A,multicolor,multicolor
701,billig::A,barat,barato
702,teuer::A,car,caro
703,wertvoll::A,preciós,valioso
704,wertvoll::A,preciós,precioso
705,blind::A,cec,ciego
706,taub::A,sord,sordo
707,kräftig::A,fort,fuerte
708,kräftig::A,vigorós,fuerte
709,stark::A,fort,fuerte
710,stark::A,fort,vigoroso
711,schwach::A,feble,débil
712,fett::A,gras,obeso
713,schlank::A,esvelt,esbelto
714,hübsch::A,maco,mono
715,hübsch::A,maco,guapo
716,böse::A,dolent,malo
717,dumm::A,ximple,tonto
718,dumm::A,ximple,estúpido
719,dumm::A,estúpid,tonto
720,dumm::A,estúpid,estúpido
721,faul::A,gandūl,vago
722,faul::A,gandūl,perezoso
723,faul::A,mandrós,vago
724,faul::A,mandrós,perezoso
725,fleißig::A,diligēnt,aplicado
726,fleißig::A,diligēnt,diligente
727,geizig::A,avar,avaro
728,klug::A,intel·ligent,sensato
729,klug::A,intel·ligent,inteligente
730,geschickt::A,hàbil,hábil
731,lieb::A,amat,querido
732,lieb::A,estimat,querido
733,lustig::A,alegre,alegre
734,sanft::A,suau,suave
735,hungrig::A,afamat,hambriento
736,krank::A,malālt,enfermo
737,nackt::A,nu,desnudo
738,traurig::A,trist,triste
739,lebendig::A,viu,vivo
740,lebendig::A,viu,viviente
741,gut::A,bo,bueno
742,schlecht::A,dolēnt,malo
743,richtig::A,just,justo
744,richtig::A,just,correcto
745,richtig::A,correcte,justo
746,richtig::A,correcte,correcto
747,schlimm::A,greu,malo
748,schlimm::A,greu,grave
749,wahr::A,vertader,verídico
750,wahr::A,vertader,verdadero
751,wahr::A,veritable,verídico
752,wahr::A,veritable,verdadero
753,alt::A,vell,viejo
754,neu::A,nou,nuevo
755,ehemalig::A,antic,antiguo
756,alt[Lebewesen]::A,vell,viejo
757,jung::A,jove,joven
758,arm::A,pobre,pobre
759,reich::A,ric,rico
760,bekannt::A,conegut,conocido
761,berühmt::A,famós,famoso
762,berühmt::A,famós,célebre
763,fremd::A,estrany,extraño
764,verschieden::A,diferent,diverso
765,verschieden::A,diferent,distinto
766,verschieden::A,diferent,diferente
767,nah::A,pròxim,cercano
768,fern::A,llunyà,lejano
769,fern::A,distant,lejano
770,linker::A,esquerre,izquierdo
771,rechter::A,dret,derecho
772,anderer::A,altre,otro
773,erster::A,primer,primero
774,zweiter::A,segon,segundo
775,dritter::A,tercer,tercero
776,letzter::A,últim,último
777,allein::ADV,sol,a solo
778,auf einmal::ADV,d'una vegada,de una vez
779,zusammen::ADV,junt,juntos
780,lange::ADV,molt de temps,mucho tiempo
781,plötzlich::ADV,de cop,de repente
782,plötzlich::ADV,de sobte,de repente
783,sofort::ADV,de seguida,en seguida
784,später::ADV,més tard,más tarde
785,jetzt::ADV,ara,ahora
786,heute::ADV,avūi,hoy
787,morgen::ADV,demà,mañana
788,bald::ADV,aviāt,pronto
789,bald::ADV,aviāt,en breve
790,dann::ADV,després,luego
791,dann::ADV,després,entonces
792,gestern::ADV,ahir,ayer
793,einst::ADV,anteriorment,antaño
794,damals::ADV,llavōrs,entonces
795,damals::ADV,aleshores,entonces
796,danach::ADV,després,después
797,vorher::ADV,abāns,antes
798,zuerst::ADV,primer,primero
799,einmal::ADV,una vegada,una vez
800,manchmal::ADV,de vegades,a veces
801,oft::ADV,sovint,a menudo
802,oft::ADV,sovint,con frecuencia
803,immer::ADV,sempre,siempre
804,niemals::ADV,no ... mai,jamás
805,hier::ADV,aquí,aquí
806,hierhin::ADV,per aquí,acá
807,von hier::ADV,des d'aquí,desde aquí
808,dort::ADV,allí,ahí
809,dort::ADV,allí,allí
810,dorthin::ADV,hi,allí
811,dorthin::ADV,hi,hacia allí
812,geradeaus::ADV,tot dret,todo derecho
813,vorwärts::ADV,endavānt,adelante
814,rückwärts::ADV,endarrera,hacia atrás
815,zurück::ADV,darrere,atrás
816,unten::ADV,a baix,abajo
817,hinab::ADV,cap avall,hacia abajo
818,oben::ADV,dalt,arriba
819,hinauf::ADV,cap amunt,hacia arriba
820,überall::ADV,pertot,por todas partes
821,überall::ADV,per tot arreu,por todas partes
822,nicht::ADV,no,no
823,ein wenig::ADV,una mica,un poco
824,kaum::ADV,a penes,apenas
825,sehr::ADV,molt,muy
826,sehr::ADV,molt,mucho
827,so::ADV,així,tan
828,noch::ADV,encara,aún
829,noch::ADV,encara,todavía
830,nur::ADV,només,solamente
831,schon::ADV,ja,ya
832,wieder::ADV,de nou,de nuevo
833,vergebens::ADV,en va,en vano
834,vor::PRP,davānt,antes de
835,vor::PRP,davānt,delante de
836,vor::PRP,enfront de,antes de
837,vor::PRP,enfront de,delante de
838,hinter::PRP,darrera,tras
839,hinter::PRP,darrera,detrás de
840,unter::PRP,sota,bajo
841,unter::PRP,sota,debajo de
842,durch::PRP,per,por
843,durch::PRP,per,a través de
844,neben::PRP,al costāt de,al lado de
845,zwischen::PRP,entre,entre
846,wegen::PRP,a causa de,por
847,wegen::PRP,a causa de,a causa de
848,dies::PRN,aquest,esto
849,das::PRN,això,eso
850,das::PRN,això,esto
851,alles::PRN,tot,todo
852,ich::PRN,jo,yo
853,du::PRN,tu,tú
854,er::PRN,ell,él
855,wir::PRN,nosaltres,nosotros
856,ihr::PRN,vosaltres,vosotros
857,sie::PRN,ells,ellos
858,sie::PRN,elles,ellos
