,Concept_ID,ku,ko
827,krank werden::V,nexweş kêt,
828,krank sein::V,nexweş bû,
829,schmerzen::V,êşandin,아프다
830,husten::V,kuxin,잔기침하다
831,genesen::V,baş bûn,낫다
832,sterben::V,mirin,죽다
833,umkommen::V,mirin,못쓰게되다
834,sich bewegen::V,leqîn,움직이다
835,sich rühren::V,leqîn,움직이다
836,sich erheben::V,rabûn,이러서다
837,sich setzen::V,runiştin,앉히다
838,hinfallen::V,kêtin,넘어지다
839,laufen::V,meşîn,걷다
840,schreiten::V,meşkirin,보행하다
841,spazierengehen::V,gerandin,산보하다
842,eilen::V,lezandin,서둘다
843,sich beeilen::V,zûkirin,서둘게하다
844,sausen::V,fîzîn,서들러 떠나다
845,rennen::V,baz dan,달리다
846,springen::V,hilpekîn,도약하다
847,klettern::V,hilperikîn,갑겨오르다
848,schaukeln::V,lorandin,흔들리게하다
849,kriechen::V,xuşandin,기다
850,schwimmen::V,avjenîn,헤엄치다
851,tauchen::V,qutxuyardin,잠기다
852,tauchen::V,noqîn,잠기다
853,rudern::V,qaîq ajotin,물을헤치다
854,fahren::V,ajotin,가다
855,fahren::V,ajotin,나르다
856,fliegen::V,firîn,날다
857,gehen::V,çûn,가다
858,weggehen::V,çûn,팔리다
859,abfahren::V,çûyin,출발하다
860,anhalten::V,rawestîn,멈추다
861,hineingehen::V,ketin hundir,(그리로)가다
862,eintreten::V,têketin,들러가다
863,kommen::V,hatin,오다
864,ankommen::V,gihan,고챀하다
865,ankommen::V,gihîştin,고챀하다
866,zurückkommen::V,vegerandin,보기
867,bleiben::V,sekinîn,체류
868,warten::V,payîn,기다리다
869,erwarten::V,payîn,기대하다
870,suchen::V,lêgerîn,찾다
871,suchen::V,lêgerîn,구하다
872,finden::V,peyda kirin,찾아내다
873,versuchen::V,çeribandin,시험하다
874,vorbereiten::V,amade kirin,재비하다
875,lieben::V,hez kirin,사랑하다
876,mögen::V,dil kirin,줗아하다
877,lachen::V,kenîn,웃다
878,rühren::V,hêjan,건드리다
879,weinen::V,girîn,울다
880,schimpfen::V,pevçûn,꾸짖다
881,sich ärgern::V,enirîn,화를내게 하다
882,sich fürchten::V,tirsîn,두려원하다
883,fürchten::V,tirsin,두려원하다
884,fliehen::V,bazdan,도망치다
885,flüchten::V,revîn,도주하다
886,sehen::V,dîtin,보다
887,anschauen::V,sêr kirin,바라보다
888,ansehen::V,hesibandin,바라보다
889,hören::V,guhdar jirin,듣다
890,zuhören::V,guhdarî kirin,듣다
891,probieren::V,tehm kirin,시식하다
892,riechen::V,bihn kirin,내새를맡다
893,fühlen::V,hîs kirin,느끼다
894,scheinen::V,xoyer kir,...것같다
895,zu sehen sein::V,diyar bûn,보이는
896,vernehmen::V,bihîstin,듣다
897,vernehmen::V,bihîstin,들어서일다
898,frieren::V,qerişîn,춥다
899,tun::V,kirin,하다
900,können::V,karin,할주릴다
901,wollen::V,xwestîn,바라다
902,anfangen::V,dest pêkirin,시작하다
903,beenden::V,xelas kirin,다하다
904,aufhören::V,xelas kirin,그만두다
905,gelingen::V,çe bûn,성국하다
906,geraten::V,qewîmîn,잘되어가다
907,öffnen::V,vekirin,열다
908,schließen::V,girtin,추측하다
909,stellen::V,danîn,세우다
910,setzen::V,rûniştin,놓다
911,legen::V,danîn,눕히다
912,legen::V,razandin,눕히다
913,berühren::V,lêketin,대다
914,verbinden::V,anîn pê,옝열하다
915,bedecken::V,sergirtin,덮다
916,aufhängen::V,aliqandin,매달다
917,anzünden::V,pêxistin,점화하다
918,aufheben::V,hildan,위로올리다
919,zurücklassen::V,hiştin,튀에남기다
920,zurücklassen::V,vehiştin,튀에남기다
921,verlieren::V,wendakirin,잃다
922,fallen lassen::V,xistin bixe,떨어뜨리다
923,fallen lassen::V,xistin,떨어뜨리다
924,machen::V,kirin,하다
925,machen::V,çêkirin,하다
926,herstellen::V,çê kirin,제조하다
927,herstellen::V,peyda kirin,제조하다
928,bauen::V,lêkirin,짓다
929,reparieren::V,veherînerîn,수셩자다
930,verbessern::V,sererastkirin,정정하다
931,ändern::V,degiş kirin,바꾸다
932,graben::V,kolandin,파다
933,beugen::V,tewîn,구부리다
934,beugen::V,xwar kirin,구부리다
935,biegen::V,tewandin,굽히다
936,biegen::V,xwarkirin,굽히다
937,drehen::V,fitilandin,회전
938,wenden::V,zivîrin,회전시키다
939,umdrehen::V,vegerandin,회전시키다
940,heben::V,hildan,일으아키다
941,hochheben::V,hildan,틀어올리다
942,ergreifen::V,dest avêtin,잡다
943,halten::V,hîştin,잡다
944,halten::V,sekinîn,잡다
945,drücken::V,pêl kirin,누르다
946,schieben::V,damdan,밀다
947,kratzen::V,xurandin,긁다
948,lecken::V,alastin,핥다
949,beißen::V,gez kirin,물다
950,abreißen::V,hilşandin,
951,abschneiden::V,jêkirin,귾어내다
952,binden::V,girêdan,매다
953,stecken::V,têxistin,찌르다
954,brechen::V,şikandin,금
955,klopfen::V,kutandin,치다
956,hauen::V,li dan,때리다
957,kleben::V,zeliqîn,들러붙다
958,kleben::V,şirêz kirin,들러붙다
959,reiben::V,firikandin,문지르다
960,streichen::V,bax dan,쓰다듬다
961,schleifen::V,çarkirin,갈다
962,schneiden::V,jêkirin,베다
963,rütteln::V,hejandin,흔들다
964,schütteln::V,daweşîn,흔들다
965,schwenken::V,têwdan,흔들다
966,schütten::V,rijandin,따르다
967,füllen::V,dagirtin,담다
968,einwickeln::V,pêçandin,싸다
969,tragen::V,kişandin,지우다
970,tragen::V,rajtin,지우다
971,schleppen::V,kişandin,끌다
972,ziehen::V,kişandin,당기다
973,aufbewahren::V,hilandin,간직하다
974,werfen::V,avêtin,던지다
975,fangen::V,sem kirin,밥다
976,fangen::V,girtin,밥다
977,packen::V,pê girtin,쥐다
978,verstecken::V,hîlanin,숨기다
979,teilen::V,parvekirin,나누다
980,schicken::V,şandin,보내다
981,bringen::V,anîn,가겨
982,bringen::V,birin,가겨
983,hinzufügen::V,dan ser,부가하다
984,hinzufügen::V,li tiştekî zêde kirin,부가하다
985,bekommen::V,standin,얻다
986,erhalten::V,standin,지니다
987,nehmen::V,girtin,잡다
988,wählen::V,ray dan,선거하다
989,auswählen::V,bijartin,선출하다
990,bewahren::V,rê li ber girtin,저장보종
991,bewahren::V,lê xwedî derketin,저장보종
992,behindern::V,bara wi,훼방하다
993,verderben::V,heram bûn,못쓰게 되다
994,beschädigen::V,xerab kirin,상하게하다
995,zerbrechen::V,şikênandin,깨뜨리다
996,zerbrechen::V,perçe kirin,깨뜨리다
997,zerreißen::V,qelişandin,잡아쫓다
998,zerstören::V,hilşandin,파괴하다
999,verbrennen::V,şewitandin,소실하다
1000,geben::V,dan,주다
1001,geben::V,dayin,주다
1002,reichen::V,besbûn,내일다
1003,reichen::V,têrkirin,내일다
1004,schenken::V,diyarî kirin,주다
1005,versprechen::V,soz dan,약속하다
1006,wünschen::V,dil kirin,바라다
1007,loben::V,pesinandin,칭찬하다
1008,küssen::V,maçkirin,키스하다
1009,wiegen::V,lorandin,어르다
1010,wiegen::V,wezinandin,어르다
1011,zudecken::V,nixumandin,뚜꺼을하다
1012,wecken::V,bixwe hesandin,깨우다
1013,zeigen::V,şanîdan,보이다
1014,führen::V,raber kirin,가게하다
1015,lehren::V,hîn kirin,가르치다
1016,unterrichten::V,ders dan,가르지다
1017,aufziehen::V,mesinkirin,사육하다
1018,leiten::V,rêberî kirin,이끌다
1019,antreiben::V,bezandin,몰다
1020,lassen::V,berdan,내버려두다
1021,lassen::V,hiştin,내버려두다
1022,einladen::V,dawet kirin,초청하다
1023,vereinigen::V,bi yek kirin,하나로하다
1024,besuchen::V,mêvan bûn,방문하다
1025,treffen::V,rast hatin,만나다
1026,sich versammeln::V,li hev çivîn,조립하다
1027,spielen::V,listin,눌다
1028,singen::V,stran,노래하다
1029,tanzen::V,reqisîn,춤추하다
1030,sich trennen::V,hew berdan,가르다
1031,verlassen::V,tanê hişt,버림받은
1032,verlassen::V,bêkes,버림받은
1033,retten::V,rihakirin,구조하다
1034,bewachen::V,raçavkirin,치키다
1035,schützen::V,hemet kirin,보호하다
1036,verteidigen::V,paraztin,막다
1037,sich schlagen::V,li hev bezîn,치다
1038,schießen::V,agir kirin,쏘다
1039,siegen::V,biser ketin,이기다
1040,ärgern::V,xeyirandin,성을내게하다
1041,schlagen::V,lêdan,치다
1042,schlagen::V,lêxistin,치다
1043,treten::V,têlekirin,디디다
1044,stechen::V,têrekirin,찌르다
1045,stoßen::V,lêketin,찌르다
1046,stehlen::V,dizîn,훔치다
1047,stehlen::V,dizî birin,훔치다
1048,stören::V,aciz kirin,움직이다
1049,belästigen::V,li tela yeki ketin,괴롭히다
1050,verbergen::V,veşartin,숨기다
1051,verbergen::V,kemîndanîn,숨기다
1052,täuschen::V,xapandin,속이다
1053,täuschen::V,lê zexeli kirin,속이다
1054,betrügen::V,xapandin,속이다
1055,töten::V,kûştin,죽이다
1056,wohnen::V,rûniştin,실다
1057,arbeiten::V,kar kirin,일하다
1058,arbeiten::V,şêxulin,일하다
1059,sammeln::V,komkirin,모으다
1060,pflücken::V,çinîn,꿔다
1061,jagen::V,nêçîr kirin,사냥하다
1062,fischen::V,masî girtin,고기를잡다
1063,fassen::V,pê girtin,움켜쥐다
1064,fassen::V,sêm kirin,움켜쥐다
1065,hüten::V,hei jê man,망보다
1066,treiben::V,bêherandin,몰아세우다
1067,anbinden::V,tewilandin,묶다
1068,füttern::V,xwarine dan lê,사료를주다
1069,melken::V,dotin,젖을짜다
1070,hacken::V,kolandin,자르다
1071,gießen::V,av dan,물을대다
1072,reifen::V,kemilîn,성숙하다
1073,zubereiten::V,çe kirin,조제하다
1074,kochen::V,xwarin çe kirin,요리하다
1075,kochen::V,kelandin,요리하다
1076,backen::V,pijandin,쿱다
1077,braten::V,qelandin,굽다
1078,braten::V,sor kirin,굽다
1079,umrühren::V,têvdan,교반하다
1080,stricken::V,hûnan,뜨개질하다
1081,nähen::V,kêl kirin,꿰매다
1082,färben::V,boyax kirin,채색하다
1083,reinigen::V,paqijkirin,청소하다
1084,waschen::V,şuştin,씻다
1085,abwischen::V,pakîj kirin,닦다
1086,spülen::V,şuştin,씻다
1087,fegen::V,maliştin,소체하다
1088,kehren::V,maliştin,청소하다
1089,baden::V,serîşûştin,감다
1090,sich waschen::V,serîşûştin,모믈 씻다
1091,ausziehen::V,jê kirin,벗다
1092,anziehen::V,pê kirin,끌어움직이다
1093,sich anziehen::V,xwe kirin,
1094,kämmen::V,şeh kirin,빗다
1095,schmücken::V,xemilandin,치레하다
1096,sagen::V,gotin,말하다
1097,sagen::V,peyivîn,말하다
1098,sprechen::V,peyivîn,말하다
1099,reden::V,axaftin,이야기하다
1100,sich unterhalten::V,hev biştaxilin,
1101,fragen::V,pirsîn,질문하다
1102,fragen::V,pirs kirin,질문하다
1103,bitten::V,tika kirin,원하다
1104,erzählen::V,behs kirin,이야기하다
1105,mitteilen::V,vegotin,이야기하다
1106,nennen::V,bi nav kirin,부르다
1107,rufen::V,bakirin,불러내다
1108,prahlen::V,pesnê xwe dan,자랑하다
1109,übersetzen::V,qulibandin,번역하다
1110,übersetzen::V,derbas kirin,번역하다
1111,denken::V,fikirîn,생각하다
1112,glauben::V,bawer bûn,믿다
1113,bemerken::V,bala xwe dan,인자하다
1114,bemerken::V,çac lê ketin,인자하다
1115,erkennen::V,pêhesîn,인식하다
1116,begreifen::V,fêmkirin,파악하다
1117,verstehen::V,fêmkirin,이해하다
1118,lernen::V,halmandin,배우다
1119,lernen::V,fêrbun,배우다
1120,wissen::V,zanîn,알다
1121,sich erinnern an::V,bir bûn,상기하다
1122,vergessen::V,ji bir kirin,잊다
1123,messen::V,pê kanîn,측정하다
1124,zählen::V,hejmardin,세다
1125,rechnen::V,hesibandin,게산하다
1126,lesen::V,xwendin,읽다
1127,malen::V,rengandin,그리다
1128,malen::V,boyax kirin,그리다
1129,zeichnen::V,işaret kirin,소묘하다
1130,schreiben::V,nivîsandin,쓰다
1131,besitzen::V,hebûn,소유하다
1132,kaufen::V,kirîn,사다
1133,verkaufen::V,firotin,팔다
1134,bezahlen::V,pere dan,지불하다
1135,zahlen::V,pere dan,치르다
1136,zahlen::V,dayin,치르다
1137,beherrschen::V,zebt kirin,지배하다
1138,beherrschen::V,hukim kirin,지배하다
1139,ertragen::V,bihêzkirin,참다
