,Concept_ID,el,it
740,schlank::A,λεπτός,snello
741,schlank::A,λεπτός,slanciato
742,schlank::A,λυγερός,snello
743,schlank::A,λυγερός,slanciato
744,hübsch::A,όμορφος,bello
745,hübsch::A,όμορφος,carino
746,hübsch::A,χαριτωμένος,bello
747,hübsch::A,χαριτωμένος,carino
748,böse::A,κακός,cattivo
749,dumm::A,κουτός,stùpido
750,dumm::A,ανόητος,stùpido
751,faul::A,τεμπέλης,pigro
752,fleißig::A,εργατικός,diligente
753,geizig::A,τσιγγούνης,avaro
754,klug::A,έξυπνος,intelligente
755,geschickt::A,επιδέξιος,àbile
756,lieb::A,φίλος,caro
757,lieb::A,αγαπητός,caro
758,lustig::A,εύθυμος,gaio
759,lustig::A,εύθυμος,allegro
760,lustig::A,χαρούμενος,gaio
761,lustig::A,χαρούμενος,allegro
762,sanft::A,ήπιος,dolce
763,hungrig::A,πεινασμένος,affamato
764,krank::A,άρρωστος,malato
765,krank::A,άρρωστος,infermo
766,nackt::A,γυμνός,nudo
767,traurig::A,λυπημένος,triste
768,lebendig::A,ζωντανός,vivo
769,gut::A,καλός,buono
770,schlecht::A,κακός,cattivo
771,richtig::A,σωστός,giusto
772,schlimm::A,άσχημος,grave
773,wahr::A,αληθής,vero
774,wahr::A,αληθινός,vero
775,alt::A,παλιός,vecchio
776,neu::A,νέος,nuovo
777,neu::A,καινούργιος,nuovo
778,ehemalig::A,παλιός,vecchio
779,ehemalig::A,παλιός,d'una_volta
780,alt[Lebewesen]::A,γέρος,anziano
781,jung::A,νέος,giovane
782,arm::A,φτωχός,pòvero
783,reich::A,πλούσιος,ricco
784,bekannt::A,γνωστός,noto
785,bekannt::A,γνωστός,conosciuto
786,berühmt::A,περίφημος,famoso
787,berühmt::A,περίφημος,cèlebre
788,berühmt::A,ξακουσμένος,famoso
789,berühmt::A,ξακουσμένος,cèlebre
790,fremd::A,ξένος,estràneo
791,fremd::A,ξένος,straniero
792,verschieden::A,διαφορετικός,diverso
793,verschieden::A,διαφορετικός,differente
794,nah::A,κοντινός,vicino
795,nah::A,κοντινός,propinquo
796,fern::A,μακριά,lontano
797,linker::A,αριστερός,sinistro
798,rechter::A,δεξιός,destro
799,anderer::A,άλλος,altro
800,erster::A,πρώτος,primo
801,zweiter::A,δεύτερος,secondo
802,dritter::A,τρίτος,terzo
803,letzter::A,τελευταίος,ùltimo
804,allein::ADV,μόνος,solo
805,allein::ADV,μόνος,da solo
806,auf einmal::ADV,εφάπαξ,insieme
807,zusammen::ADV,μαζί,insieme
808,lange::ADV,πολύν καιρό,a lungo
809,plötzlich::ADV,έξαφνα,all'improvviso
810,sofort::ADV,αμέσως,sùbito
811,sofort::ADV,αμέσως,all'istante
812,später::ADV,αργότερα,più tardi
813,jetzt::ADV,τώρα,ora
814,jetzt::ADV,τώρα,adesso
815,heute::ADV,σήμερα,oggi
816,morgen::ADV,αύριο,domani
817,bald::ADV,σε λίγο,presto
818,bald::ADV,σε λίγο,tra poco
819,bald::ADV,εντός ολίγου,presto
820,bald::ADV,εντός ολίγου,tra poco
821,dann::ADV,ύστερα,allora
822,gestern::ADV,χτες,ieri
823,einst::ADV,ποτέ,prima
824,einst::ADV,ποτέ,un tempo
825,einst::ADV,άλλοτε,prima
826,einst::ADV,άλλοτε,un tempo
827,damals::ADV,τότε,allora
828,danach::ADV,μετά,poi
829,danach::ADV,μετά,dopo
830,danach::ADV,ύστερα,poi
831,danach::ADV,ύστερα,dopo
832,vorher::ADV,πριν,prima
833,vorher::ADV,προηγουμένως,prima
834,zuerst::ADV,πρώτα,prima
835,zuerst::ADV,πρώτα,dapprima
836,einmal::ADV,μία φορά,una volta
837,manchmal::ADV,κάποτε,talvolta
838,manchmal::ADV,κάποτε,qualche volta
839,oft::ADV,συχνά,spesso
840,oft::ADV,πολλές φορές,spesso
841,immer::ADV,πάντα,sempre
842,immer::ADV,πάντοτε,sempre
843,niemals::ADV,ποτέ,non mai
844,hier::ADV,εδώ,qua
845,hierhin::ADV,εδώ,qua
846,von hier::ADV,από δω,ne
847,von hier::ADV,από δω,da qui
848,dort::ADV,εκεί,lì
849,dorthin::ADV,προς τα κει,là
850,geradeaus::ADV,κατευθείαν,diritto
851,vorwärts::ADV,εμπρός,avanti
852,rückwärts::ADV,πίσω,all'indietro
853,zurück::ADV,πίσω,di indietro
854,unten::ADV,κάτω,giù
855,unten::ADV,κάτω,sotto
856,hinab::ADV,προς τα κάτω,giù
857,hinab::ADV,προς τα κάτω,in giù
858,oben::ADV,πάνω,su
859,oben::ADV,πάνω,sopra
860,oben::ADV,επάνω,su
861,oben::ADV,επάνω,sopra
862,hinauf::ADV,προς τα πάνω,in sù
863,hinauf::ADV,προς τα πάνω,in alto
864,überall::ADV,παντού,dappertutto
865,nicht::ADV,δεν,non
866,ein wenig::ADV,λιγάκι,un po'
867,ein wenig::ADV,λιγάκι,un poco
868,kaum::ADV,μόλις,a appena
869,sehr::ADV,πολύ,molto
870,so::ADV,έτσι,così
871,so::ADV,έτσι,tanto
872,noch::ADV,ακόμα,ancora
873,nur::ADV,μόνο,solo
874,nur::ADV,μόνο,soltanto
875,schon::ADV,ήδη,già
876,schon::ADV,κιόλας,già
877,wieder::ADV,ξανά,di nuovo
878,vergebens::ADV,μάταια,invano
879,vor::PRP,μπροστά σε,davanti a
880,vor::PRP,μπροστά από,davanti a
881,hinter::PRP,πίσω από ,dietro
882,unter::PRP,υπό,sotto
883,unter::PRP,κάτω από,sotto
884,durch::PRP,διά,per
885,durch::PRP,διά,attraverso
886,durch::PRP,διά μέσου,per
887,durch::PRP,διά μέσου,attraverso
888,neben::PRP,δίπλα σε,a accanto a
889,zwischen::PRP,μεταξύ,fra
890,zwischen::PRP,ανάμεσα σε,fra
891,wegen::PRP,για,a causa di
892,wegen::PRP,λόγω,a causa di
893,dies::PRN,αυτό,ciò
894,dies::PRN,αυτό,questo
895,das::PRN,το,ciò
896,das::PRN,το,quello
897,alles::PRN,όλα,tutto
898,ich::PRN,εγώ,ìo
899,du::PRN,σύ,tu
900,du::PRN,εσύ,tu
901,er::PRN,αυτός,lui
902,er::PRN,αυτός,egli
903,wir::PRN,εμείς,noi
904,ihr::PRN,εσείς,voi
905,sie::PRN,αυτοί,loro
906,was::FPRN,τι,che
907,was::FPRN,τι,che cosa
908,wer::FPRN,ποιος,chi
909,wo::FADV,πού,dove
910,wohin::FADV,πού,dove
911,wohin::FADV,για πού,dove
912,wie::FADV,πώς,come
913,warum::FADV,γιατί,perche
914,wieviel::FNUM,πόσος,quanto
915,eins::NUM,ένα,uno
916,zwei::NUM,δύο,due
917,drei::NUM,τρία,tre
918,drei::NUM,τρεις,tre
919,vier::NUM,τέσσερα,quattro
920,vier::NUM,τέσσερις,quattro
921,fünf::NUM,πέντε,cinque
922,sechs::NUM,έξι,sei
923,sieben::NUM,εφτά,sette
924,acht::NUM,οχτώ,otto
925,neun::NUM,εννιά,nove
926,zehn::NUM,δέκα,dieci
927,elf::NUM,έντεκα,ùndici
928,zwölf::NUM,δώδεκα,dodici
929,zwanzig::NUM,είκοσι,venti
930,dreißig::NUM,τριάντα,trenta
931,vierzig::NUM,σαράντα,quaranta
932,fünfzig::NUM,πενήντα,cinquanta
933,sechzig::NUM,εξήντα,sessanta
934,siebzig::NUM,εβδομήντα,settanta
935,achtzig::NUM,ογδόντα,ottanta
936,neunzig::NUM,ενενήντα,novanta
937,hundert::NUM,εκατό,cento
938,tausend::NUM,χίλιοι,mille
939,und::CNJ,και,e
940,oder::CNJ,ή,o
941,stehen::V,στέκομαι,stare in piedi
942,stehen::V,είμαι όρθιος,stare in piedi
943,sitzen::V,κάθομαι,sedere
944,sitzen::V,κάθομαι,stare seduto
945,liegen::V,είμαι ξαπλωμένος,giacere
946,hängen::V,κρέμομαι,pèndere
947,hängen::V,κρέμομαι,èssere appeso
948,werden::V,γίνομαι,farsi
949,werden::V,γίνομαι,diventare
950,passieren::V,συμβαίνω,succèdere
951,beginnen::V,αρχίζω,cominciare
952,enden::V,τελειώνω,finire
953,enden::V,τελειώνω,terminare
954,wechseln::V,αλλάζω,variare
955,wechseln::V,αλλάζω,cambiare
956,aufgehen[Sonne]::V,βγαίνω,sòrgere
957,aufgehen[Sonne]::V,βγαίνω,spuntare
958,aufgehen[Sonne]::V,ανατέλλω,sòrgere
959,aufgehen[Sonne]::V,ανατέλλω,spuntare
960,untergehen[Sonne]::V,δύω,tramontare
961,untergehen[Sonne]::V,βασιλεύω,tramontare
962,scheinen[Sonne]::V,λάμπω,splèndere
963,donnern::V,βροντώ,tonare
964,wehen::V,φυσώ,soffiare
965,strömen::V,ρέω,fluire
966,strömen::V,τρέχω,fluire
967,fließen::V,ρέω,fluire
968,fließen::V,ρέω,scorrere
969,sich drehen::V,γυρίζω,girarsi
970,sich drehen::V,στρέφομαι,girarsi
971,schwanken::V,ταλαντεύομαι,oscillare
972,schwanken::V,ταλαντεύομαι,barcollare
973,schwingen::V,αιωρούμαι,vibrare
974,schwingen::V,αιωρούμαι,oscillare
975,schwingen::V,ταλαντεύομαι,vibrare
976,schwingen::V,ταλαντεύομαι,oscillare
977,fallen::V,πέφτω,cadere
978,brennen::V,καίω,àrdere
979,brennen::V,καίω,bruciare
980,rauchen::V,καπνίζω,fumare
981,regnen::V,βρέχω,piòvere
982,gefrieren::V,παγώνω,gelarsi
983,gefrieren::V,παγώνω,congelarsi
984,tauen::V,λειώνω,sciògliersi
985,schmelzen::V,λειώνω,fòndere
986,schmelzen::V,λειώνω,sciògliersi
987,trocknen::V,στεγνώνω,asciugarsi
988,sieden::V,βράζω,bollire
989,faulen::V,σαπίζω,marcire
990,verfaulen::V,σαπίζω,imputridire
991,reißen::V,σχίζω,strapparsi
992,versinken::V,βουλιάζω,affondare
993,versinken::V,βυθίζομαι,affondare
994,vergehen::V,περνώ,passare
995,erscheinen::V,εμφανίζομαι,apparire
996,erscheinen::V,εμφανίζομαι,comparire
997,verschwinden::V,χάνομαι,sparire
998,verschwinden::V,χάνομαι,scomparire
999,verschwinden::V,εξαφανίζομαι,sparire
1000,verschwinden::V,εξαφανίζομαι,scomparire
1001,sinken::V,κατεβαίνω,calare
1002,sinken::V,κατεβαίνω,scendere
1003,abnehmen::V,μειώνομαι ,diminuire
1004,zunehmen::V,αυξάνω,aumentare
1005,zunehmen::V,μεγαλώνω,aumentare
1006,steigen::V,ανεβαίνω,salire
1007,steigen::V,ανεβαίνω,montare
1008,wachsen::V,μεγαλώνω,crescere
1009,glänzen::V,γυαλίζω,splèndere
1010,funkeln::V,αστράφτω,brillare
1011,funkeln::V,αστράφτω,scintillare
1012,funkeln::V,σπιθοβολώ,brillare
1013,funkeln::V,σπιθοβολώ,scintillare
1014,lärmen::V,θορυβώ,strepitare
1015,lärmen::V,θορυβώ,fare chiasso
1016,läuten::V,χτυπώ ,suonare
1017,klingeln::V,κουδουνίζω,suonare
1018,klirren::V,κουδουνίζω,tintinnare
1019,brausen::V,βουΐζω,rombare
1020,brausen::V,βουΐζω,rumoreggiare
1021,rauschen::V,βουΐζω,frusciare
1022,klingen::V,ηχώ,suonare
1023,bellen::V,γαυγίζω,latrare
1024,bellen::V,γαυγίζω,abbaiare
1025,heulen::V,ουρλιάζω,urlare
1026,heulen::V,ουρλιάζω,ululare
1027,blasen::V,φυσώ,soffiare
1028,pfeifen::V,σφυρίζω,fischiare
1029,schreien::V,κραυγάζω,gridare
1030,stöhnen::V,βογγώ,gèmere
1031,zittern::V,τρέμω,tremare
1032,leben::V,ζω,vìvere
1033,geboren werden::V,γεννιέμαι,nàscere
1034,atmen::V,αναπνέω,respirare
1035,trinken::V,πίνω,bere
1036,essen::V,τρώω,mangiare
1037,schlucken::V,καταπίνω,inghiottire
1038,müde werden::V,κουράζομαι,stancarsi
1039,einschlafen::V,αποκοιμιέμαι,addormentarsi
1040,schlafen::V,κοιμάμαι,dormire
1041,aufwachen::V,ξυπνώ,svegliarsi
1042,aufstehen::V,σηκώνομαι,levarsi
1043,sich erholen::V,ξεκουράζομαι,riposarsi
1044,krank werden::V,αρρωσταίνω,ammalarsi
1045,krank sein::V,ασθενώ,èssere malato
1046,schmerzen::V,πονώ,dolere
1047,husten::V,βήχω,tossire
1048,genesen::V,θεραπεύομαι,guarire
1049,sterben::V,πεθαίνω,morire
1050,umkommen::V,πεθαίνω,perire
1051,sich bewegen::V,κουνιέμαι,agitarsi
1052,sich rühren::V,σαλεύω,muòversi
1053,sich erheben::V,επαναστατώ,alzarsi
1054,sich setzen::V,κάθομαι,sedersi
1055,hinfallen::V,πέφτω κάτω,cadere
1056,laufen::V,τρέχω,camminare
1057,laufen::V,τρέχω,andare a piedi
1058,schreiten::V,βαδίζω,andare
1059,schreiten::V,βαδίζω,procedere
1060,spazierengehen::V,κάνω βόλτα,passeggiare
1061,spazierengehen::V,κάνω βόλτα,andare a passeggio
1062,spazierengehen::V,πηγαίνω περίπατο,passeggiare
1063,spazierengehen::V,πηγαίνω περίπατο,andare a passeggio
1064,eilen::V,σπεύδω,andare in fretta
1065,sich beeilen::V,βιάζομαι,affrettarsi
1066,sausen::V,τρέχω γρήγορα,volare
1067,sausen::V,τρέχω γρήγορα,correre
1068,rennen::V,τρέχω,correre
1069,springen::V,πηδώ,saltare
1070,klettern::V,σκαρφαλώνω,arrampicarsi
1071,schaukeln::V,κουνιέμαι,fare l'altalena
1072,kriechen::V,έρπω,strisciare
1073,kriechen::V,σέρνομαι,strisciare
1074,schwimmen::V,κολυμπώ,nuotare
1075,tauchen::V,βουτώ,tuffarsi
1076,tauchen::V,βουτώ,immèrgersi
1077,rudern::V,κωπηλατώ,remare
1078,fahren::V,πηγαίνω,andare
1079,fahren::V,πηγαίνω,viaggiare
1080,fliegen::V,πετώ,volare
1081,gehen::V,βαδίζω,andare
1082,gehen::V,πηγαίνω,andare
1083,weggehen::V,φεύγω,andàrsene
1084,weggehen::V,φεύγω,andare via
1085,abfahren::V,ξεκινώ,partire
1086,abfahren::V,αναχωρώ,partire
1087,anhalten::V,σταματώ,fermarsi
1088,hineingehen::V,μπαίνω,entrare
1089,eintreten::V,μπαίνω,entrare
1090,eintreten::V,εισέρχομαι,entrare
1091,kommen::V,έρχομαι,venire
1092,ankommen::V,φτάνω,arrivare
1093,zurückkommen::V,επιστρέφω,ritornare
1094,bleiben::V,μένω,restare
1095,bleiben::V,μένω,rimanere
1096,warten::V,περιμένω,aspettare
1097,erwarten::V,αναμένω,attèndere
1098,erwarten::V,περιμένω,attèndere
1099,suchen::V,ψάχνω,cercare
1100,finden::V,βρίσκω,trovare
1101,versuchen::V,προσπαθώ,tentare
1102,vorbereiten::V,προετοιμάζω,preparare
1103,lieben::V,αγαπώ,amare
1104,mögen::V,μου αρέσει,piacere a
1105,mögen::V,μου αρέσει,volere bene a
1106,lachen::V,γελώ,rìdere
1107,rühren::V,συγκινώ,commuòvere
1108,weinen::V,κλαίω,piàngere
1109,schimpfen::V,βρίζω,imprecare
1110,sich ärgern::V,θυμώνω,stizzirsi
1111,sich ärgern::V,θυμώνω,arrabbiarsi
1112,sich fürchten::V,φοβάμαι,avere paura
1113,fürchten::V,φοβάμαι,temere
1114,fliehen::V,φεύγω,fuggire
1115,flüchten::V,δραπετεύω,sfuggire
1116,sehen::V,βλέπω,vedere
1117,anschauen::V,κοιτάζω,guardare
1118,ansehen::V,βλέπω,guardare
1119,hören::V,ακούω,udire
1120,hören::V,ακούω,sentire
1121,zuhören::V,ακούω,ascoltare
1122,probieren::V,δοκιμάζω,degustare
1123,probieren::V,δοκιμάζω,assaggiare
1124,riechen::V,μυρίζω,sentire
1125,riechen::V,οσφραίνομαι,sentire
1126,fühlen::V,αισθάνομαι,sentire
1127,scheinen::V,φαίνομαι,parere
1128,scheinen::V,φαίνομαι,sembrare
1129,zu sehen sein::V,φαίνομαι,vedersi
1130,vernehmen::V,ακούω,sentire
1131,vernehmen::V,ακούω,percepire
1132,vernehmen::V,μαθαίνω,sentire
1133,vernehmen::V,μαθαίνω,percepire
1134,frieren::V,κρυώνω,aver freddo
1135,tun::V,κάνω,fare
1136,können::V,ξέρω,sapere
1137,können::V,μπορώ,sapere
1138,wollen::V,θέλω,volere
1139,anfangen::V,αρχίζω,iniziare
1140,anfangen::V,αρχίζω,cominciare
1141,beenden::V,τελειώνω,finire
1142,beenden::V,τελειώνω,terminare
1143,aufhören::V,παύω,finire
1144,aufhören::V,παύω,cessare
1145,gelingen::V,πετυχαίνω,riuscire
1146,geraten::V,γίνομαι,stare
1147,öffnen::V,ανοίγω,aprire
1148,schließen::V,κλείνω,chiùdere
1149,stellen::V,θέτω,porre
1150,stellen::V,θέτω,mettere
1151,setzen::V,θέτω,porre
1152,setzen::V,θέτω,mettere
1153,legen::V,θέτω,posare
1154,legen::V,θέτω,mettere
1155,berühren::V,εγγίζω,toccare
1156,verbinden::V,συνδέω,unire
1157,verbinden::V,συνδέω,congiùngere
1158,bedecken::V,σκεπάζω,coprire
1159,bedecken::V,σκεπάζω,ricoprire
1160,aufhängen::V,κρεμώ,attaccare
1161,anzünden::V,ανάβω,accèndere
1162,anzünden::V,ανάβω,incendiare
1163,aufheben::V,σηκώνω,raccògliere
1164,zurücklassen::V,εγκαταλείπω,lasciare
1165,zurücklassen::V,εγκαταλείπω,lasciare indietro
1166,verlieren::V,χάνω,pèrdere
1167,fallen lassen::V,αφήνω να πέσει,lasciare cadere
1168,machen::V,κάνω,fare
1169,machen::V,φτιάχνω,fare
1170,herstellen::V,κατασκευάζω,produrre
1171,herstellen::V,κατασκευάζω,fabbricare
1172,bauen::V,χτίζω,costruire
1173,bauen::V,οικοδομώ,costruire
1174,reparieren::V,επισκευάζω,riparare
1175,reparieren::V,επιδιορθώνω,riparare
1176,verbessern::V,βελτιώνω,migliorare
1177,verbessern::V,καλυτερεύω,migliorare
1178,ändern::V,αλλάζω,mutare
1179,ändern::V,αλλάζω,cambiare
1180,graben::V,σκάβω,scavare
1181,beugen::V,λυγίζω,chinare
1182,beugen::V,λυγίζω,flettere
1183,biegen::V,κάμπτω,tòrcere
1184,drehen::V,στρέφω,girare
1185,wenden::V,γυρίζω,girare
1186,wenden::V,γυρίζω,voltare
1187,umdrehen::V,γυρίζω,rivoltare
1188,heben::V,υψώνω,levare
1189,heben::V,σηκώνω,levare
1190,hochheben::V,υψώνω,levare
1191,hochheben::V,υψώνω,sollevare
1192,hochheben::V,σηκώνω,levare
1193,hochheben::V,σηκώνω,sollevare
1194,ergreifen::V,πιάνω,afferrare
1195,ergreifen::V,αρπάζω,afferrare
1196,halten::V,βαστώ,tenere
1197,drücken::V,πιέζω,premere
1198,schieben::V,σπρώχνω,spìngere
1199,kratzen::V,γρατσουνίζω,grattare
1200,kratzen::V,γρατσουνίζω,graffiare
1201,lecken::V,γλείφω,leccare
1202,beißen::V,δαγκάνω,mòrdere
1203,abreißen::V,κόβω,staccarsi
1204,abreißen::V,κόβω,strapparsi
1205,abreißen::V,σχίζω,staccarsi
1206,abreißen::V,σχίζω,strapparsi
1207,abschneiden::V,αποκόπτω,tagliare
1208,binden::V,δένω,legare
1209,binden::V,δένω,bendare
1210,stecken::V,χώνω,ficcare
1211,brechen::V,σπάζω,rompere
1212,klopfen::V,χτυπώ,bàttere
1213,klopfen::V,τινάζω,bàttere
1214,hauen::V,χτυπώ,picchiare
1215,kleben::V,κολλώ,incollare
1216,reiben::V,τρίβω,fregare
1217,streichen::V,αλείφω,spalmare
1218,schleifen::V,ακονίζω,arrotare
1219,schneiden::V,κόβω,tagliare
1220,rütteln::V,σείω,scuòtere
1221,rütteln::V,τινάζω,scuòtere
1222,schütteln::V,σείω,agitare
1223,schütteln::V,σείω,scuòtere
1224,schütteln::V,κουνώ,agitare
1225,schütteln::V,κουνώ,scuòtere
1226,schwenken::V,κουνώ,agitare
1227,schwenken::V,κουνώ,sventolare
1228,schütten::V,χύνω,versare
1229,füllen::V,γεμίζω,riempire
1230,einwickeln::V,τυλίγω,involtare
1231,tragen::V,φέρνω,portare
1232,schleppen::V,κουβαλώ,trainare
1233,schleppen::V,κουβαλώ,trascinare
1234,ziehen::V,τραβώ,tirare
1235,aufbewahren::V,φυλάω,custodire
1236,aufbewahren::V,φυλάω,conservare
1237,werfen::V,ρίχνω,gettare
1238,werfen::V,ρίχνω,lanciare
1239,fangen::V,πιάνω,prèndere
1240,fangen::V,πιάνω,acchiappare
1241,packen::V,τσακώνω,pigliare
1242,packen::V,τσακώνω,afferrare
1243,verstecken::V,κρύβω,nascondere
1244,teilen::V,μερίζω,divìdere
1245,schicken::V,στέλνω,inviare
1246,bringen::V,φέρνω,portare
1247,bringen::V,φέρνω,apportare
1248,hinzufügen::V,προσθέτω,aggiùngere
1249,bekommen::V,προσκομίζω,ricevere
1250,erhalten::V,παίρνω,ricevere
1251,erhalten::V,λαμβάνω,ricevere
1252,nehmen::V,πιάνω,prèndere
1253,nehmen::V,παίρνω,prèndere
1254,wählen::V,εκλέγω,elèggere
1255,wählen::V,εκλέγω,scegliere
1256,auswählen::V,διαλέγω,scegliere
1257,bewahren::V,διατηρώ,conservare
1258,behindern::V,εμποδίζω,impedire
1259,verderben::V,χαλώ,guastare
1260,beschädigen::V,ζημιώνω,danneggiare
1261,zerbrechen::V,σπάζω,rompere
1262,zerbrechen::V,σπάζω,spezzare
1263,zerreißen::V,σχίζω,stracciare
1264,zerstören::V,καταστρέφω,distrùggere
1265,verbrennen::V,καίω,bruciare
1266,geben::V,δίνω,dare
1267,reichen::V,δίνω,pòrgere
1268,schenken::V,χαρίζω,regalare
1269,versprechen::V,υπόσχομαι,promettere
1270,wünschen::V,εύχομαι,augurare
1271,loben::V,επαινώ,lodare
1272,küssen::V,φιλώ,baciare
1273,wiegen::V,κουνώ,cullare
1274,wiegen::V,κουνώ,dondolare
1275,wiegen::V,νανουρίζω,cullare
1276,wiegen::V,νανουρίζω,dondolare
1277,zudecken::V,σκεπάζω,coprire
1278,wecken::V,ξυπνώ,svegliare
1279,zeigen::V,δείχνω,indicare
1280,führen::V,οδηγώ,guidare
1281,führen::V,οδηγώ,condurre
1282,lehren::V,διδάσκω,insegnare
1283,unterrichten::V,διδάσκω,istruire
1284,unterrichten::V,διδάσκω,insegnare
1285,aufziehen::V,ανατρέφω,allevare
1286,leiten::V,ηγούμαι,avviare
1287,leiten::V,ηγούμαι,dirìgere
1288,leiten::V,διευθύνω,avviare
1289,leiten::V,διευθύνω,dirìgere
1290,antreiben::V,σπρώχνω,incitare
1291,antreiben::V,παρακινώ,incitare
1292,lassen::V,αφήνω,fare
1293,einladen::V,προσκαλώ,invitare
1294,vereinigen::V,ενώνω,unire
1295,besuchen::V,επισκέπτομαι,visitare
1296,besuchen::V,επισκέπτομαι,far vìsita a
1297,treffen::V,συναντώ,incontrare
1298,sich versammeln::V,μαζεύομαι,rinunirsi
1299,spielen::V,παίζω,giocare
1300,singen::V,τραγουδώ,cantare
1301,tanzen::V,χορεύω,danzare
1302,sich trennen::V,αποχωρίζομαι,separarsi
1303,verlassen::V,εγκαταλείπω,lasciare
1304,verlassen::V,εγκαταλείπω,abbandonare
1305,retten::V,σώζω,salvare
1306,bewachen::V,φρουρώ,custodire
1307,schützen::V,προστατεύω,protèggere
1308,verteidigen::V,υπερασπίζω,difèndere
1309,sich schlagen::V,χτυπιέμαι,bàttersi
1310,schießen::V,πυροβολώ,sparare
1311,siegen::V,νικώ,vìncere
1312,ärgern::V,τσαντίζω,stizzire
1313,schlagen::V,χτυπώ,bàttere
1314,treten::V,κλοτσώ,calciare
1315,stechen::V,τρυπώ,pùngere
1316,stoßen::V,ωθώ,urtare
1317,stoßen::V,ωθώ,spìngere
1318,stoßen::V,σπρώχνω,urtare
1319,stoßen::V,σπρώχνω,spìngere
1320,stehlen::V,κλέβω,rubare
1321,stören::V,διαταράσσω,disturbare
1322,belästigen::V,ενοχλώ,molestare
1323,belästigen::V,ενοχλώ,importunare
1324,verbergen::V,κρύβω,celare
1325,verbergen::V,κρύβω,nascondere
1326,täuschen::V,παραπλανώ,ingannare
1327,betrügen::V,απατώ,frodare
1328,betrügen::V,απατώ,truffare
1329,töten::V,σκοτώνω,uccìdere
1330,töten::V,θανατώνω,uccìdere
1331,wohnen::V,μένω,abitare
1332,wohnen::V,κατοικώ,abitare
1333,arbeiten::V,δουλεύω,lavorare
1334,arbeiten::V,εργάζομαι,lavorare
1335,sammeln::V,μαζεύω,raccògliere
1336,sammeln::V,μαζεύω,collezionare
1337,sammeln::V,συλλέγω,raccògliere
1338,sammeln::V,συλλέγω,collezionare
1339,pflücken::V,κόβω,cògliere
1340,jagen::V,κυνηγώ,cacciare
1341,fischen::V,ψαρεύω,pescare
1342,fassen::V,πιάνω,catturare
1343,fassen::V,πιάνω,acchiappare
1344,hüten::V,φυλάγω,pascolare
1345,hüten::V,προσέχω,pascolare
1346,treiben::V,οδηγώ,spìngere
1347,anbinden::V,δένω,legare
1348,anbinden::V,δένω,attaccare
1349,füttern::V,ταΐζω,dar da mangiare a
1350,melken::V,αρμέγω,mùngere
1351,hacken::V,κόβω,tritare
1352,hacken::V,κόβω,spaccare
1353,gießen::V,ποτίζω,annaffiare
1354,reifen::V,ωριμάζω,maturare
1355,zubereiten::V,ετοιμάζω,preparare
1356,kochen::V,βράζω,cuòcere
1357,backen::V,ψήνω,cuòcere
1358,backen::V,ψήνω,cuòcere al forno
1359,braten::V,τηγανίζω,frìggere
1360,braten::V,τηγανίζω,arrostire
1361,umrühren::V,ανακατεύω,mescolare
1362,stricken::V,πλέκω,llavorare a maglia
1363,nähen::V,ράβω,cucire
1364,färben::V,βάφω,tìngere
1365,färben::V,χρωματίζω,tìngere
1366,reinigen::V,καθαρίζω,pulire
1367,reinigen::V,καθαρίζω,nettare
1368,waschen::V,πλένω,lavare
1369,abwischen::V,σφουγγίζω,asciugare
1370,spülen::V,ξεπλένω,lavare
1371,spülen::V,ξεπλένω,sciacquare
1372,fegen::V,σκουπίζω,spazzare
1373,kehren::V,σκουπίζω,spazzare
1374,baden::V,κάνω μπάνιο,bagnarsi
1375,baden::V,κάνω μπάνιο,fare il bagno
1376,sich waschen::V,πλένομαι,lavarsi
1377,ausziehen::V,βγάζω,tògliersi
1378,anziehen::V,φορώ,mettersi
1379,anziehen::V,φορώ,indossare
1380,sich anziehen::V,ντύνομαι,vestirsi
1381,kämmen::V,χτενίζω,pettinare
1382,schmücken::V,στολίζω,ornare
1383,schmücken::V,στολίζω,decorare
1384,sagen::V,λέω,dire
1385,sprechen::V,μιλώ,parlare
1386,reden::V,μιλώ,parlare
1387,reden::V,κουβεντιάζω,parlare
1388,sich unterhalten::V,συνομιλώ,conversare
1389,sich unterhalten::V,κουβεντιάζω,conversare
1390,fragen::V,ρωτώ,chièdere
1391,fragen::V,ρωτώ,domandare
1392,bitten::V,ζητώ,pregare
1393,bitten::V,παρακαλώ,pregare
1394,erzählen::V,διηγούμαι,narrare
1395,erzählen::V,διηγούμαι,raccontare
1396,mitteilen::V,πληροφορώ,comunicare
1397,nennen::V,ονομάζω,nominare
1398,rufen::V,φωνάζω,chiamare
1399,prahlen::V,καυχιέμαι,vantarsi
1400,übersetzen::V,μεταφράζω,tradurre
1401,denken::V,σκέφτομαι,pensare
1402,glauben::V,πιστεύω,credere
1403,bemerken::V,παρατηρώ,notare
1404,bemerken::V,παρατηρώ,osservare
1405,erkennen::V,αναγνωρίζω,riconoscere
1406,begreifen::V,καταλαβαίνω,capire
1407,begreifen::V,καταλαβαίνω,comprèndere
1408,verstehen::V,ακούω,intèndere
1409,verstehen::V,ακούω,comprèndere
1410,lernen::V,μαθαίνω,imparare
1411,lernen::V,μαθαίνω,apprèndere
1412,wissen::V,ξέρω,sapere
1413,sich erinnern an::V,θυμάμαι,ricordare
