,Concept_ID,hy,ce
240,Kummer::N,վիշտ,бала
241,Wunsch::N,ցանկություն,лаам
242,Lust::N,փափագ,лаам
243,Lust::N,իղձ,лаам
244,Geist::N,ոգի,са
245,Gedanke::N,միտք,ойла
246,Gedächtnis::N,հիշողություն,диццадалар
247,Verstand::N,խելք,хьекъал
248,Sinn::N,իմաստ,маьӏна
249,Grund::N,պատճառ,бахьана
250,Wahrheit::N,ճշմարտություն,бакъдерг
251,Gespräch::N,զրույց,къамел
252,Märchen::N,պայիկի պատմություն,туьйра
253,Erzählung::N,պատմվածք,дийцар
254,Erzählung::N,պատմություն,дийцар
255,Nachricht::N,հաղորդագրություն,хаам
256,Neuigkeit::N,լուր,керланиг
257,Neuigkeit::N,նորություն,керланиг
258,Name::N,անուն,цӏе
259,Rätsel::N,բարդ խնդիր,хӏетал-метал
260,Rede::N,ճառ,къамел
261,Rede::N,ելույթ,къамел
262,Sprache::N,լեզու,мотт
263,Stimme::N,ձայն,aз
264,Wort::N,բառ,дош
265,Zeichen::N,նշան,билгало
266,Ruf::N,կոչ,кхайкхар
267,Ruf::N,կանչ,кхайкхар
268,Lärm::N,աղմուկ,гӏовгӏа
269,Laut::N,հնչյուն,аз
270,Laut::N,ձայն,аз
271,Ton::N,տոն,aз
272,Lied::N,երգ,илли
273,Ruhe::N,անդորրություն,тийналла
274,Leute::N,մարդիկ,нах
275,Volk::N,ազգ,халкъ
276,Arbeit::N,գործ,болх
277,Arbeit::N,աշխատանք,болх
278,Gast::N,հյուր,хьаша
279,Geschenk::N,նվեր,совгӏат
280,Spiel::N,խաղ,ловзар
281,Gesellschaft::N,ընկերություն,юкъаралла
282,Hilfe::N,օգնությթուն,гӏо
283,Freund::N,ընկեր,доттагl
284,Freund::N,բարեկամ,доттагl
285,Kamerad::N,ուղեկից,накъост
286,Angelegenheit::N,բան,гӏуллакх
287,Angelegenheit::N,գործ,гӏуллакх
288,Anzahl::N,քանակ,терахь
289,Anzahl::N,գումար,терахь
290,Art::N,տեսակ,
291,Stück::N,կտոր,юьхк
292,Teil::N,մաս,дакъа
293,Hälfte::N,կես,ах
294,Kreis::N,շիջանակ,го
295,Kreuz::N,խաչ,жӏара
296,Linie::N,գիծ,сиз
297,Strich::N,գիծ,сиз
298,Abstand::N,անջրպետ,юкъ
299,Entfernung::N,հեռավորություն,
300,Gegend::N,շրջան,мeттиг
301,Platz::N,տարածություն,майда
302,Ort::N,տեղ,меттиг
303,Ort::N,վայր,меттиг
304,Seite::N,կողմ,aгӏo
305,Mitte::N,մեջտեղ,юкъ
306,Gegenstand::N,առարկա,хӏума
307,Sache::N,բան,хӏума
308,Rand::N,վերջք,йист
309,Kante::N,եզր,йист
310,Ecke::N,անկյուն,са
311,Spitze::N,ծայր,ралла
312,Ende::N,ծայր,юьхьиг
313,Loch::N,անցք,ӏуьрг
314,Winkel::N,անկյուն,са
315,Muster::N,օրինակ,дагар
316,Muster::N,օրինակ,тӏамар
317,Größe::N,մեծություն,барам
318,Länge::N,երկարություն,йохалла
319,Höhe::N,բարձրություն,локхалла
320,Gewicht::N,կշիռ,йозалла
321,Menge::N,քանակ,дукхалла
322,Haufen::N,դեզ,сал
323,Haufen::N,դեզ,оьла
324,Haufen::N,կույտ,сал
325,Haufen::N,կույտ,оьла
326,Reihe::N,շարք,рагӏ
327,Reihe::N,շարք,могӏа
328,Reihe::N,կարգ,рагӏ
329,Reihe::N,կարգ,могӏа
330,Boot::N,նավակ,кема
331,Ruder::N,թի,пийсиг
332,Ruder::N,թիակ,пийсиг
333,Schlitten::N,բալխիր,салаз
334,Ski::N,դահուկ,когсалаз
335,Lagerfeuer::N,բացօդեայ կրակ,цӏе
336,Last::N,բեռ,дукъ
337,Gang::N,զբոսանք,лелар
338,Schritt::N,քայլ,гӏулч
339,Norden::N,հյուսիս,къилбаседе
340,Süden::N,հարավ,къилбе
341,Westen::N,արեւմուտք,малхбузе
342,Osten::N,արեւելք,малхбале
343,Holz::N,փայտ,дечиг
344,Brett::N,տախտակ,у
345,Platte::N,թիթեղ,у
346,Stütze::N,նեցուկ,гӏopтоp
347,Stange::N,ձող,гӏуркх
348,Stock::N,փայտ,ӏаса
349,Stab::N,ցուպ,гӏаж
350,Stab::N,գավազան,гӏаж
351,Rohr::N,խողովակ,биргӏа
352,Haus::N,տուն,цӏа
353,Heim::N,տուն,кхерч
354,Ofen::N,վառարան,кхерч
355,Fußboden::N,հատակ,цӏенкъа
356,Tisch::N,սեղան,шун
357,Stuhl::N,աթոռ,гӏант
358,Wiege::N,օրորոց,ага
359,Bett::N,անկողին,маьнга
360,Regal::N,դարակ,терхи
361,Kiste::N,տուփ,яьшка
362,Fenster::N,պատուհան,кор
363,Tür::N,դուռ,неӏ
364,Tor::N,դարպաս,ков
365,Zaun::N,ցանկապատ,керт
366,Dach::N,տանիք,тхов
367,Dach::N,կտուր,тхов
368,Leiter::N,սանդուղք,лами
369,Besen::N,ավել,нуй
370,Spaten::N,բահ,бел
371,Schaufel::N,թի,аьшкал
372,Gabel::N,պատառաքաղ,мӏара
373,Löffel::N,գդալ,ӏайг
374,Messer::N,դանակ,урс
375,Nagel::N,մեխ,хьостам
376,Netz::N,ցանց,бой
377,Haken::N,կարթ,мӏара
378,Griff::N,կոթ,
379,Griff::N,բռնակ,
380,Schloss::N,կողպեք,чӏега
381,Bild::N,նկար,сурт
382,Bild::N,պատկեր,сурт
383,Figur::N,քանդակ,
384,Figur::N,պատկեր,
385,Puppe::N,տիկնիկ,тайниг
386,Beutel::N,տոպրակ,гали
387,Bündel::N,կապոց,кочар
388,Tasche::N,պայուսակ,тӏоьрмиг
389,Eimer::N,դույլ,чийлик
390,Deckel::N,կափարիչ,негӏар
391,Geschirr::N,ամանեղեն,пхьегӏа
392,Sack::N,պարկ,гали
393,Sack::N,տոպրակ,гали
394,Tasse::N,թաս,кад
395,Tasse::N,գավաթ,кад
396,Topf::N,անոթ,яй
397,Kessel::N,կաթսա,яй
398,Essen::N,կերակուր,юург
399,Nahrung::N,ուտելիք,кхача
400,Speise::N,խորտիկ,юург
401,Speise::N,կերակուր,юург
402,Fleisch::N,միս,жижиг
403,Getreide::N,հացահատիկ,буьртиг
404,Brei::N,լանդակ,xудар
405,Brot::N,հաց,бепиг
406,Brot::N,հաց,кхаллар
407,Scheibe::N,կտոր,цастар
408,Scheibe::N,պատառ,цастар
409,Fett::N,ճարպ,мохь
410,Butter::N,կարագ,налха
411,Öl::N,ձեթ,даьтта
412,Salz::N,աղ,туьха
413,Suppe::N,սուպ,чорпа
414,Suppe::N,ապուր,чорпа
415,Honig::N,մեղր,моз
416,Milch::N,կաթ,шура
417,Tee::N,թեյ,чай
418,Leder::N,կաշի,цӏока
419,Wolle::N,բուրդ,тӏapгӏa
420,Stoff::N,գործվածք,кӏади
421,Nadel::N,ասեղ,маха
422,Faden::N,թել,тай
423,Knopf::N,կոճակ,нуьйда
424,Knoten::N,հանգույց,шад
425,Farbe::N,ներկ,сир
426,Farbe::N,ներկ,басар
427,Kleidung::N,հագուստ,бедар
428,Hemd::N,վերնաշապիկ,коч
429,Kragen::N,օձիք,кач
430,Ärmel::N,թեւք,пхьош
431,Hose::N,շալվար,хеча
432,Gürtel::N,գոտի,доьхка
433,Mütze::N,կեպի,куй
434,Schuh::N,կոշիկ,мача
435,Stiefel::N,երկարաճիթ կոշիկ,этка
436,Ring::N,զնգալ,чӏуг
437,Band::N,ժապավեն,лента
438,Kamm::N,սանր,ехк
439,Spiegel::N,հայելի,куьзга
440,Riemen::N,փոկ,доьхка
441,Schnur::N,լար,муш
442,Leine::N,փոկ,кочатосу доьхка
443,Decke::N,վերմակ,юргӏа
444,Kissen::N,բարձ,гIайба
445,Tuch::N,թաշկինակ,исхар
446,Handtuch::N,սրբիչ,гата
447,Kraft::N,ուժ,гӏора
448,Stärke::N,պնդություն,гӏап
449,Stärke::N,ամրություն,гӏап
450,Gesundheit::N,առողջություն,могашалла
451,Krankheit::N,ախտ,цамгар
452,Krankheit::N,հիվանդություն,цамгар
453,Schmerz::N,ցավ,лазар
454,Schmerz::N,տանջանք,лазар
455,Wunde::N,վերք,чов
456,Fieber::N,տենդ,xорша
457,Arznei::N,դեղ,молха
458,Brücke::N,կամուրջ,тӏай
459,Brunnen::N,հոր,гӏу
460,Brunnen::N,ջրհոր,гӏу
461,Weide::N,արոտավայր,дак
462,Pfad::N,արահետ,тача
463,Weg::N,ուղի,некъ
464,Straße::N,ճանապարհ,урам
465,Dorf::N,գյուղ,юрт
466,Stadt::N,քաղաք,гӏала
467,Brief::N,նամակ,кехат
468,Buch::N,գիրք,жайна
469,Buchstabe::N,տառ,элп
470,Buchstabe::N,գիր,элп
471,Zeitung::N,լրագիր,газет
472,Leben::N,կյանք,дахар
473,Tod::N,մահ,далар
474,Tod::N,մահ,ӏожалла
475,Grab::N,գերեզման,каш
476,Kirche::N,եկեղեցի,килс
477,Sünde::N,մեղք,къа
478,Gott::N,աստված,дела
479,Arbeiter::N,բանվոր,белхало
480,Arbeiter::N,աշխատող,белхало
481,Chef::N,տեր,хьаькам
482,Meister::N,վարպետ,говзанча
483,Arzt::N,բժիշկ,лор
484,Lehrer::N,ուսուցիչ,хьехархо
485,Geld::N,փող,aхча
486,Geschäft::N,գործ,туька
487,Geschäft::N,աշխատանք,туька
488,Laden::N,կրպակ,туька
489,Laden::N,խանութ,туька
490,Preis::N,գին,мах
491,Ware::N,ապրանք,хlума
492,Nutzen::N,օգուտ,пайда
493,Reichtum::N,հարստություն,хьал
494,Welt::N,աշխարհ,дуьне
495,Land::N,երկիր,мохк
496,Staat::N,պետություն,пачхьалкх
497,König::N,արքա,паччахь
498,König::N,թագավոր,паччахь
499,Macht::N,իշխանություն,ӏедал
500,Grenze::N,սահման,доза
501,Krieg::N,պատերազմ,тӏом
502,Feind::N,թշնամի,мостагӏ
503,Gewalt::N,բռնություն,гӏело
504,Gewalt::N,սաստկություն,гӏело
505,Kampf::N,մարտ,къийсам
506,Bogen[Waffe]::N,աղեղ,
507,Pfeil::N,նետ,пха
508,Gewehr::N,հրացան,топ
509,Fehler::N,սխալ,гӏалат
510,Lüge::N,սուտ,аьшпаш
511,Schaden::N,վնաս,зен
512,Unglück::N,դժբախտություն,бала
513,Schuld::N,պակասություն,бехк
514,Alter::N,հասակ,хан
515,Schluss::N,վերջ,чакхе
516,Schluss::N,վախճան,чакхе
517,Zeit::N,ժամանակ,хан
518,Tag::N,օր,де
519,Morgen::N,առավոտ,ӏуьйре
520,Mittag::N,կեսօր,делкъе
521,Abend::N,երեկո,суьйре
522,Nacht::N,գիշեր,буьйса
523,Woche::N,շաբաթ,кӏира
524,Monat::N,ամիս,бутт
525,Jahr::N,տարի,шо
526,Frühling::N,գարուն,бӏаьсте
527,Sommer::N,ամառ,аьхке
528,Herbst::N,աշուն,гуьйре
529,Winter::N,ձմեռ,ӏа
530,Januar::N,հունվար,январь
531,Februar::N,փետրվար,февраль
532,März::N,մարտ,март
533,April::N,ապրիլ,апрель
534,Mai::N,մայիս,май
535,Juni::N,հունիս,июнь
536,Juli::N,հուլիս,июль
537,August::N,օգոստոս,август
538,September::N,սեպտեմբեր,сентябрь
539,Oktober::N,հոկտեմբեր,октябрь
540,November::N,նոյեմբեր,ноябрь
541,Dezember::N,դեկտեմբեր,декабрь
542,Montag::N,երկուշաբթի,оршот
543,Dienstag::N,երեքշաբթի,шинара
544,Mittwoch::N,չորեքշաբթի,кхаара
545,Donnerstag::N,հինգշաբթի,еара
546,Freitag::N,ուրբաթ,пӏераска
547,Samstag::N,շաբաթ,шот
548,Sonntag::N,կիրակի,кӏиранде
549,groß::A,մեծ,доккха
550,groß::A,խոշոր,доккха
551,klein::A,պստիկ,кегий
552,klein::A,փոքրիկ,кегий
553,lang::A,երկար,еха
554,kurz::A,կարճ,доца
555,breit::A,լայն,шуьйра
556,schmal::A,նեղ,готта
557,dicht::A,խիտ,луьста
558,dick[Gegenstand]::A,հաստ,стомма
559,dünn::A,բարակ,дуткъа
560,fein::A,նուրբ,ховха
561,fest::A,ամուր,чӏогӏа
562,fest::A,պինդ,чӏогӏа
563,flach::A,տափակ,чӏапа
564,glatt::A,հարթ,шера
565,hart::A,կարծր,чӏогӏa
566,weich::A,մեղմ,кӏеда
567,weich::A,փափուկ,кӏеда
568,rund::A,կլոր,горга
569,spitz::A,սրածայր,ира
570,scharf::A,սուր,ира
571,stumpf::A,գուլ,аьртa
572,schwer::A,ծանր,деза
573,schön::A,սիրուն,хаза
574,schön::A,գեղեցիկ,хаза
575,heiß::A,թեժ,довха
576,warm::A,տաք,довха
577,warm::A,ջերմ,довха
578,kalt::A,ցուրտ,шийла
579,kühl::A,զով,шийла
580,frisch::A,թարմ,керла
581,feucht::A,ղոնավ,тӏуьна
582,nass::A,թաց,тӏеда
583,trocken::A,ցամաք,eкъа
584,voll::A,լի,дуьзна
585,voll::A,լիքը,дуьзна
586,leer::A,դատարկ,яьсса
587,offen::A,բաց,диллина
588,geschlossen::A,գոց,дӏакъевлина
589,geschlossen::A,գոց,дӏачӏагӏдина
590,sauber::A,մաքուր,цӏена
591,schmutzig::A,կեղտոտ,боьха
592,roh::A,հում,буьйда
593,reif::A,հասած,хилла
594,reif::A,հասուն,хилла
595,lecker::A,համեղ,чоме
596,süß::A,անուշ,мерза
597,bitter::A,կծու,къаьхьа
598,sauer::A,թթու,муьста
599,sauer::A,թթված,муьста
600,hell::A,պայծառ,сирла
601,hell::A,խելամիտ,сирла
602,dunkel::A,մութ,бодане
603,schwarz::A,սեւ,ӏаьржа
604,weiß::A,սպիտակ,кӏайн
605,rot::A,կարմիր,цӏен
606,gelb::A,դեղին,можа
607,blau::A,կապույտ,сийна
608,grün::A,կանաչ,баьццара
609,grau::A,գորշ,cира
610,grau::A,գորշ,мокха
611,bunt::A,գոյնզգոյն,къорза
612,billig::A,էժան,дораха
613,teuer::A,թանկ,деза
614,wertvoll::A,թանկարժեք,мехала
615,blind::A,կույր,бӏаьрзе
616,taub::A,խուլ,къора
617,kräftig::A,հզոր,нуьцкъала
618,stark::A,ուժեղ,зоьртала
619,stark::A,ուժեղ,нуьцкъала
620,schwach::A,տկար,гӏорасиза
621,schwach::A,թույլ,гӏорасиза
622,fett::A,գեր,дерстана
623,schlank::A,նիհար,куц долу
624,hübsch::A,գրավիչ,хаза
625,hübsch::A,սիրունիկ,хаза
626,böse::A,չար,вон
627,dumm::A,հիմար,сонта
628,faul::A,ծույլ,мало ен
629,fleißig::A,ջանասեր,тӏера
630,fleißig::A,փութաջան,тӏера
631,geizig::A,ագահ,пис
632,geizig::A,ագահ,сутара
633,geizig::A,կծծի,пис
634,geizig::A,կծծի,сутара
635,klug::A,խելոք,хьекъале
636,klug::A,ընդունակ,хьекъале
637,geschickt::A,ճարտար,тӏахъаьлла
638,lieb::A,սիրելի,хьоме
639,lustig::A,զվարթ,самукъане
640,sanft::A,հեզ,кlеда
641,hungrig::A,քաղցած,меца
642,krank::A,հիվանդ,цомгуш долу
643,nackt::A,մերկ,дерзана
644,traurig::A,տխուր,самукъане воцу
645,lebendig::A,կենդանի,дийна
646,gut::A,լավ,дика
647,schlecht::A,վատ,вон
648,richtig::A,ձիշտ,нийса
649,schlimm::A,լղրճուկ,вон
650,wahr::A,ճիշտ,бакъдолу
651,wahr::A,իրական,бакъдолу
652,alt::A,հին,къена
653,neu::A,նոր,керла
654,ehemalig::A,նախկին,хилла
655,alt[Lebewesen]::A,ծեր,къена
656,alt[Lebewesen]::A,պառավ,къена
657,jung::A,մատաղ,къона
658,arm::A,աղքատ,къен
659,reich::A,հարուստ,хьоле
660,bekannt::A,ծանոթ,девзаш долу
661,berühmt::A,հայտնի,цӏеяхана
662,berühmt::A,հռչակավոր,цӏеяхана
663,fremd::A,օտար,нехан
664,verschieden::A,տարբեր,тайп-тайпанара
665,nah::A,մոտ,гергара
666,nah::A,մերձ,гергара
667,fern::A,հեռավոր,гена
668,fern::A,հեռավոր,генара
669,linker::A,ձախ,аьрру
670,rechter::A,աջ,аьтту
671,anderer::A,այլ,кхин
672,anderer::A,ուրիշ,кхин
673,erster::A,առաջին,хьалхара
674,zweiter::A,երկրորդ,шолгIа
675,dritter::A,երրորդ,кхоалгӏа
676,letzter::A,վերջին,тӏаьххьара
677,allein::ADV,միայնակ,цхьаъ
678,auf einmal::ADV,միասնաբար,цу сохьтта
679,zusammen::ADV,միասին,цхьана
680,zusammen::ADV,իրար հետ,цхьана
681,lange::ADV,երկար ժամանակ,дукха
682,plötzlich::ADV,հանկարծ,цIеххьана
683,sofort::ADV,իսկույն,цу сохьтта
684,später::ADV,ավելի ուշ,тӏаьхьо
685,später::ADV,հետո,тӏаьхьо
686,jetzt::ADV,այժմ,хӏинца
687,heute::ADV,այսօր,тахана
688,morgen::ADV,վաղը,кхана
689,bald::ADV,շուտով,кеста
690,dann::ADV,ապա,тӏаккха
691,dann::ADV,հետո,тӏаккха
692,gestern::ADV,երեկ,селхана
693,einst::ADV,հին ատեն,цкъа
694,damals::ADV,ատէնին,хӏетахьь
695,danach::ADV,ապա,тӏаккха
696,danach::ADV,այն ժամանակ,тӏаккха
697,vorher::ADV,առաջ,хьалхa
698,zuerst::ADV,նախ,хьалха
699,einmal::ADV,մի անգամ,цкъа
700,manchmal::ADV,երբեմն,цкъаццкъа
701,oft::ADV,հաճախ,кест-кеста
702,immer::ADV,միշտ,даим
703,niemals::ADV,երբեք,цкъа а
704,hier::ADV,այստեղ,кхузахь
705,hierhin::ADV,այստեղ,кхуза
706,von hier::ADV,այդտեղից,кхузара
707,dort::ADV,այնտեղ,цигахь
708,dorthin::ADV,այնտեղ,цига
709,geradeaus::ADV,ուղիղ,нийса дӏа
710,vorwärts::ADV,առաջ,хьалха
711,rückwärts::ADV,դեպի ետ,юха
712,zurück::ADV,ետ,юха
713,unten::ADV,ներքեւում,лахахь
714,hinab::ADV,ներքեւ,охьа
715,oben::ADV,վերեւում,лакхахь
716,hinauf::ADV,վերեւ,хьала
717,überall::ADV,ամենուր,массанхьа
718,nicht::ADV,չէ,ца
719,ein wenig::ADV,մի քիչ,кӏеззиг
720,kaum::ADV,հազիվ,халла
721,sehr::ADV,շատ,вуно
722,so::ADV,այդպես,
723,noch::ADV,դեռ,кхин
724,nur::ADV,միայն,бен ...ца
725,schon::ADV,արդեն,хӏинцале
726,wieder::ADV,նորից,юха а
727,wieder::ADV,դարձյալ,юха а
728,vergebens::ADV,իզուր,эрна
729,vor::PRP,դիմացը,хьалха
730,hinter::PRP,ետեւը,тӏехьа
731,unter::PRP,տակ,кIелахь
732,durch::PRP,միջով,чекх
733,neben::PRP,քովը,юххе
734,zwischen::PRP,միջեւ,юккъехь
