,Concept_ID,de,kv
194,Silber::N,Silber,язісь
195,Kohle::N,Kohle,шом
196,Kohle::N,Kohle,уголь
197,Glas::N,Glas,стекло
198,Lehm::N,Lehm,сёй
199,Sand::N,Sand,лыа
200,Mensch::N,Mensch,морт
201,Mann::N,Mann,мужик
202,Frau::N,Frau,инька
203,Kind::N,Kind,кага
204,Junge::N,Junge,зонка
205,Mädchen::N,Mädchen,нывкаок
206,Familie::N,Familie,семья
207,Großvater::N,Großvater,дед
208,Großmutter::N,Großmutter,баб
209,Eltern::N,Eltern,ай-мам
210,Vater::N,Vater,ай
211,Mutter::N,Mutter,мам
212,Sohn::N,Sohn,зон
213,Tochter::N,Tochter,ныв
214,Bruder::N,Bruder,вон
215,Schwester::N,Schwester,сой
216,Onkel::N,Onkel,дядь
217,Tante::N,Tante,айӧлӧн сой
218,Tante::N,Tante,ичинь
219,Ehemann::N,Ehemann,жӧник
220,Ehefrau::N,Ehefrau,инь
221,Freude::N,Freude,гаж
222,Freude::N,Freude,радъялӧм
223,Gelächter::N,Gelächter,сералӧм
224,Glück::N,Glück,мичлун
225,Kummer::N,Kummer,шог
226,Wunsch::N,Wunsch,мӧдӧм
227,Wunsch::N,Wunsch,охотитӧм
228,Lust::N,Lust,охота
229,Geist::N,Geist,лов
230,Gedanke::N,Gedanke,дума
231,Gedächtnis::N,Gedächtnis,тӧдвыв
232,Verstand::N,Verstand,вежӧр
233,Sinn::N,Sinn,ылӧс
234,Grund::N,Grund,мог
235,Wahrheit::N,Wahrheit,правда
236,Gespräch::N,Gespräch,сёрни
237,Märchen::N,Märchen,сказка
238,Erzählung::N,Erzählung,висьт
239,Nachricht::N,Nachricht,юӧр
240,Nachricht::N,Nachricht,висьталӧм
241,Neuigkeit::N,Neuigkeit,новость
242,Name::N,Name,ним
243,Rätsel::N,Rätsel,загадка
244,Rede::N,Rede,сёрни
245,Sprache::N,Sprache,кыв
246,Stimme::N,Stimme,голос
247,Wort::N,Wort,кыв
248,Zeichen::N,Zeichen,пас
249,Ruf::N,Ruf,чуксӧм
250,Ruf::N,Ruf,чукӧстӧм
251,Lärm::N,Lärm,шум
252,Laut::N,Laut,шы
253,Ton::N,Ton,гор
254,Lied::N,Lied,сьыланкыв
255,Ruhe::N,Ruhe,спокой
256,Leute::N,Leute,йӧз
257,Volk::N,Volk,йӧз
258,Volk::N,Volk,народ
259,Arbeit::N,Arbeit,удж
260,Gast::N,Gast,гӧсь
261,Geschenk::N,Geschenk,гӧснеч
262,Geschenk::N,Geschenk,подарок
263,Spiel::N,Spiel,орсӧм
264,Gesellschaft::N,Gesellschaft,компания
265,Hilfe::N,Hilfe,отсӧт
266,Freund::N,Freund,модз
267,Freund::N,Freund,дружок
268,Kamerad::N,Kamerad,тӧдса
269,Angelegenheit::N,Angelegenheit,дело
270,Anzahl::N,Anzahl,лыд
271,Art::N,Art,пӧлӧс
272,Stück::N,Stück,тор
273,Teil::N,Teil,юкӧм
274,Hälfte::N,Hälfte,джын
275,Kreis::N,Kreis,круг
276,Kreuz::N,Kreuz,перна
277,Linie::N,Linie,визь
278,Strich::N,Strich,кырӧв
279,Abstand::N,Abstand,колас
280,Entfernung::N,Entfernung,ылына
281,Gegend::N,Gegend,места
282,Platz::N,Platz,места
283,Ort::N,Ort,места
284,Seite::N,Seite,ладор
285,Mitte::N,Mitte,шӧр
286,Gegenstand::N,Gegenstand,тор
287,Sache::N,Sache,тор
288,Rand::N,Rand,дор
289,Kante::N,Kante,ордлы
290,Ecke::N,Ecke,пельӧс
291,Spitze::N,Spitze,йыв
292,Ende::N,Ende,йыв
293,Loch::N,Loch,осьта
294,Winkel::N,Winkel,пельӧс
295,Muster::N,Muster,сер
296,Größe::N,Größe,ыжда
297,Länge::N,Länge,кузя
298,Höhe::N,Höhe,сувда
299,Höhe::N,Höhe,вылына
300,Gewicht::N,Gewicht,сьӧкта
301,Menge::N,Menge,
302,Haufen::N,Haufen,куча
303,Reihe::N,Reihe,лёдз
304,Boot::N,Boot,пыж
305,Ruder::N,Ruder,пелыс
306,Schlitten::N,Schlitten,додь
307,Ski::N,Ski,лямпа
308,Lagerfeuer::N,Lagerfeuer,бипур
309,Last::N,Last,тягота
310,Gang::N,Gang,мунӧм
311,Schritt::N,Schritt,вожмӧв
312,Norden::N,Norden,ой
313,Süden::N,Süden,лун
314,Westen::N,Westen,рытвыв
315,Osten::N,Osten,асыв
316,Holz::N,Holz,пу
317,Brett::N,Brett,пӧв
318,Platte::N,Platte,плита
319,Stütze::N,Stütze,пика
320,Stange::N,Stange,зор
321,Stange::N,Stange,потш
322,Stock::N,Stock,бедь
323,Stab::N,Stab,шест
324,Rohr::N,Rohr,труба
325,Haus::N,Haus,керку
326,Heim::N,Heim,керку
327,Ofen::N,Ofen,пӧжавны
328,Fußboden::N,Fußboden,джодж
329,Tisch::N,Tisch,пызан
330,Stuhl::N,Stuhl,стул
331,Wiege::N,Wiege,зыбка
332,Bett::N,Bett,кровать
333,Regal::N,Regal,джадж
334,Kiste::N,Kiste,ящик
335,Fenster::N,Fenster,ӧшын
336,Tür::N,Tür,ыбӧс
337,Tor::N,Tor,ворота
338,Zaun::N,Zaun,забор
339,Dach::N,Dach,крыша
340,Leiter::N,Leiter,лиснич
341,Besen::N,Besen,рос
342,Spaten::N,Spaten,зыр
343,Schaufel::N,Schaufel,зыр
344,Gabel::N,Gabel,вила
345,Löffel::N,Löffel,пань
346,Messer::N,Messer,пурт
347,Nagel::N,Nagel,кӧрттув
348,Netz::N,Netz,кыйӧт
349,Haken::N,Haken,ем
350,Griff::N,Griff,пу
351,Schloss::N,Schloss,замок
352,Bild::N,Bild,картина
353,Figur::N,Figur,мыгӧр
354,Puppe::N,Puppe,акань
355,Beutel::N,Beutel,мешӧк
356,Bündel::N,Bündel,нин
357,Tasche::N,Tasche,сумка
358,Eimer::N,Eimer,ведра
359,Deckel::N,Deckel,вевт
360,Geschirr::N,Geschirr,доз
361,Geschirr::N,Geschirr,бекӧрпань
362,Sack::N,Sack,мешӧк
363,Tasse::N,Tasse,бекӧр
364,Topf::N,Topf,кастрюля
365,Kessel::N,Kessel,пӧрт
366,Essen::N,Essen,сёйӧм
367,Nahrung::N,Nahrung,вердан
368,Speise::N,Speise,сёян
369,Fleisch::N,Fleisch,яй
370,Getreide::N,Getreide,сю
371,Brei::N,Brei,каша
372,Brot::N,Brot,нянь
373,Scheibe::N,Scheibe,шӧрӧм
374,Fett::N,Fett,гос
375,Butter::N,Butter,ви
376,Öl::N,Öl,ви
377,Salz::N,Salz,сов
378,Suppe::N,Suppe,шыд
379,Honig::N,Honig,ма
380,Milch::N,Milch,йӧв
381,Tee::N,Tee,чай
382,Leder::N,Leder,кучик
383,Wolle::N,Wolle,гӧн
384,Stoff::N,Stoff,дӧра
385,Nadel::N,Nadel,ем
386,Faden::N,Faden,сунис
387,Knopf::N,Knopf,кизь
388,Knoten::N,Knoten,узӧв
389,Knoten::N,Knoten,гӧрӧд
390,Farbe::N,Farbe,краска
391,Kleidung::N,Kleidung,паськӧм
392,Hemd::N,Hemd,йӧрнӧс
393,Kragen::N,Kragen,воротник
394,Ärmel::N,Ärmel,сос
395,Hose::N,Hose,вешьян
396,Gürtel::N,Gürtel,йи
397,Mütze::N,Mütze,шапка
398,Schuh::N,Schuh,ботинки
399,Stiefel::N,Stiefel,сапог
400,Ring::N,Ring,чунькытш
401,Band::N,Band,ленточка
402,Kamm::N,Kamm,сынан
403,Spiegel::N,Spiegel,зеркало
404,Riemen::N,Riemen,ремень
405,Schnur::N,Schnur,гез
406,Leine::N,Leine,повод
407,Decke::N,Decke,одеяло
408,Kissen::N,Kissen,подушка
409,Tuch::N,Tuch,чышьян
410,Handtuch::N,Handtuch,чышкӧт
411,Kraft::N,Kraft,прак
412,Stärke::N,Stärke,вын
413,Gesundheit::N,Gesundheit,здоровье
414,Krankheit::N,Krankheit,шог
415,Schmerz::N,Schmerz,зубыт
416,Wunde::N,Wunde,рана
417,Fieber::N,Fieber,лёк тресся
418,Fieber::N,Fieber,кынтан шогӧт
419,Arznei::N,Arznei,лекарство
420,Brücke::N,Brücke,пос
421,Brunnen::N,Brunnen,колодец 
422,Weide::N,Weide,пода йирсян
423,Pfad::N,Pfad,туй
424,Weg::N,Weg,туй
425,Straße::N,Straße,туй
426,Dorf::N,Dorf,деревня
427,Stadt::N,Stadt,город
428,Brief::N,Brief,гижӧт
429,Buch::N,Buch,книга
430,Buchstabe::N,Buchstabe,буква
431,Zeitung::N,Zeitung,газета
432,Leben::N,Leben,олан
433,Tod::N,Tod,кулӧм
434,Grab::N,Grab,гу
435,Kirche::N,Kirche,вичку
436,Sünde::N,Sünde,грек
437,Gott::N,Gott,ен
438,Arbeiter::N,Arbeiter,уджалiсь
439,Chef::N,Chef,начальник
440,Meister::N,Meister,мастер
441,Arzt::N,Arzt,врач
442,Lehrer::N,Lehrer,велӧтісь
443,Geld::N,Geld,деньга
444,Geschäft::N,Geschäft,удж
445,Laden::N,Laden,магазин
446,Preis::N,Preis,дон
447,Ware::N,Ware,товар
448,Nutzen::N,Nutzen,путь
449,Reichtum::N,Reichtum,богатство
450,Welt::N,Welt,му
451,Land::N,Land,страна
452,Staat::N,Staat,государство
453,König::N,König,кан
454,Macht::N,Macht,власть
455,Grenze::N,Grenze,граница
456,Krieg::N,Krieg,война
457,Feind::N,Feind,враг
458,Gewalt::N,Gewalt,
459,Kampf::N,Kampf,нярасьӧм
460,Kampf::N,Kampf,вермасьӧм
461,Bogen[Waffe]::N,Bogen,лук
462,Pfeil::N,Pfeil,ньӧв
463,Gewehr::N,Gewehr,ружьё
464,Fehler::N,Fehler,ошибка
465,Lüge::N,Lüge,ылӧтӧм
466,Lüge::N,Lüge,пӧрьялӧм
467,Schaden::N,Schaden,лёк
468,Unglück::N,Unglück,пик
469,Unglück::N,Unglück,оказзё
470,Schuld::N,Schuld,вина
471,Alter::N,Alter,
472,Schluss::N,Schluss,ком
473,Zeit::N,Zeit,кад
474,Tag::N,Tag,лун
475,Morgen::N,Morgen,асыв
476,Mittag::N,Mittag,луншӧр кад
477,Abend::N,Abend,рыт
478,Nacht::N,Nacht,ой
479,Woche::N,Woche,неделя
480,Monat::N,Monat,тӧлicь
481,Jahr::N,Jahr,год
482,Frühling::N,Frühling,тулыс
483,Sommer::N,Sommer,гожум
484,Herbst::N,Herbst,ар
485,Winter::N,Winter,тӧв
486,Januar::N,Januar,январ
487,Februar::N,Februar,февраль
488,März::N,März,март
489,April::N,April,апрель
490,Mai::N,Mai,май
491,Juni::N,Juni,юнь
492,Juli::N,Juli,юль
493,August::N,August,август
494,September::N,September,сентяб
495,Oktober::N,Oktober,октяб
496,November::N,November,нояб
497,Dezember::N,Dezember,декаб
498,Montag::N,Montag,вильлун
499,Dienstag::N,Dienstag,мӧдӧдзлун
500,Mittwoch::N,Mittwoch,шӧрлун
501,Donnerstag::N,Donnerstag,нёльӧдзлун
502,Freitag::N,Freitag,витӧдзлун
503,Samstag::N,Samstag,пывсянлун
504,Sonntag::N,Sonntag,кресення
505,groß::A,groß,ыджыт
506,klein::A,klein,учӧтик
507,lang::A,lang,кузь
508,kurz::A,kurz,дженыт
509,breit::A,breit,ота
510,schmal::A,schmal,векнит
511,dicht::A,dicht,тшӧк
512,dick[Gegenstand]::A,dick,кыз
513,dünn::A,dünn,вӧснит
514,fein::A,fein,вӧснит
515,fest::A,fest,крепыт
516,flach::A,flach,лапкӧса
517,glatt::A,glatt,волькыт
518,hart::A,hart,чӧрыт
519,weich::A,weich,небыт
520,rund::A,rund,гӧгрӧса
521,spitz::A,spitz,ёся
522,scharf::A,scharf,лэчыт
523,stumpf::A,stumpf,ныж
524,schwer::A,schwer,сьӧкыт
525,schön::A,schön,басӧк
526,heiß::A,heiß,жар
527,warm::A,warm,шоныт
528,kalt::A,kalt,кӧдзыт
529,kühl::A,kühl,сайкыт
530,frisch::A,frisch,виль
531,feucht::A,feucht,вакодь
532,nass::A,nass,ва
533,trocken::A,trocken,кӧс
534,voll::A,voll,тыра
535,leer::A,leer,тыртӧм
536,offen::A,offen,оссьӧм
537,geschlossen::A,geschlossen,игана
538,geschlossen::A,geschlossen,пӧдана
539,sauber::A,sauber,сӧдз
540,sauber::A,sauber,сӧстӧм
541,schmutzig::A,schmutzig,нятьӧсь
542,roh::A,roh,путӧм
543,reif::A,reif,кисьмалӧм
544,lecker::A,lecker,кӧра 
545,süß::A,süß,чӧскыт
546,bitter::A,bitter,курыт
547,sauer::A,sauer,шӧма 
548,hell::A,hell,югыт
549,dunkel::A,dunkel,пемыт
550,schwarz::A,schwarz,сьӧд
551,weiß::A,weiß,чочком
552,rot::A,rot,гӧрд
553,gelb::A,gelb,веж
554,blau::A,blau,лӧз
555,grün::A,grün,веж
556,grau::A,grau,руд
557,grau::A,grau,бусӧй
558,bunt::A,bunt,быдрӧма
559,billig::A,billig,донтӧм
560,teuer::A,teuer,дона
561,wertvoll::A,wertvoll,дона
562,blind::A,blind,синтӧм
563,taub::A,taub,пельтӧм
564,kräftig::A,kräftig,вына
565,stark::A,stark,вына
566,schwach::A,schwach,некодя
567,fett::A,fett,госа
568,schlank::A,schlank,статя
569,hübsch::A,hübsch,басӧк
570,böse::A,böse,лёк
571,dumm::A,dumm,бӧбӧв
572,dumm::A,dumm,вежӧртӧм
573,faul::A,faul,дыш
574,fleißig::A,fleißig,уджалicь
575,geizig::A,geizig,жикмӧра
576,geizig::A,geizig,горшаліcь
577,klug::A,klug,авья
578,klug::A,klug,вежӧра
579,geschickt::A,geschickt,кипода
580,lieb::A,lieb,муса
581,lieb::A,lieb,дзулиньӧй
582,lustig::A,lustig,гажа
583,sanft::A,sanft,лебезнӧй
584,hungrig::A,hungrig,тшыг
585,krank::A,krank,шогалiсь
586,nackt::A,nackt,куш
587,traurig::A,traurig,жугыль
588,lebendig::A,lebendig,ловья
589,gut::A,gut,бур
590,schlecht::A,schlecht,умӧль
591,richtig::A,richtig,
592,schlimm::A,schlimm,нештӧм
593,wahr::A,wahr,
594,alt::A,alt,важ
595,neu::A,neu,виль
596,ehemalig::A,ehemalig,вӧвлӧм
597,alt[Lebewesen]::A,alt,года
598,alt[Lebewesen]::A,alt,годдэза
599,jung::A,jung,том
600,arm::A,arm,гов
601,arm::A,arm,беднӧй
602,reich::A,reich,эма
603,bekannt::A,bekannt,тӧдса
604,berühmt::A,berühmt,
605,fremd::A,fremd,чужӧй
606,verschieden::A,verschieden,быдкодь
607,nah::A,nah,матiсь
608,fern::A,fern,ылicь
609,linker::A,linker,шульга
610,rechter::A,rechter,веськытланись
611,anderer::A,anderer,мукӧд
612,erster::A,erster,медодзза
613,zweiter::A,zweiter,кыкӧт
614,dritter::A,dritter,куимӧт
615,dritter::A,dritter,куимӧдз
616,letzter::A,letzter,бӧрья
617,letzter::A,letzter,мёдбӧрья
618,allein::ADV,allein,
619,auf einmal::ADV,auf einmal,тшӧтш
620,zusammen::ADV,zusammen,ӧтлаын
621,lange::ADV,lange,дыр
622,plötzlich::ADV,plötzlich,друг
623,sofort::ADV,sofort,тшӧтш
624,später::ADV,später,медбӧрын
625,jetzt::ADV,jetzt,ӧні
626,heute::ADV,heute,талун
627,morgen::ADV,morgen,ашын
628,bald::ADV,bald,чожа
629,dann::ADV,dann,сыбӧрын
630,gestern::ADV,gestern,тӧн
631,einst::ADV,einst,ӧтпыр
632,damals::ADV,damals,сэк
633,damals::ADV,damals,сэки
634,danach::ADV,danach,сэсся
635,vorher::ADV,vorher,одзжык
636,zuerst::ADV,zuerst,наперво
637,einmal::ADV,einmal,ӧтпыр
638,manchmal::ADV,manchmal,мукӧдпыр
639,oft::ADV,oft,-лы-
640,immer::ADV,immer,быдпыр
641,immer::ADV,immer,быдпырся
642,niemals::ADV,niemals,некӧр
643,hier::ADV,hier,татӧн
644,hierhin::ADV,hierhin,татчӧ
645,von hier::ADV,von hier,тасянь
646,dort::ADV,dort,сэтӧн
647,dorthin::ADV,dorthin,сэтчин
648,geradeaus::ADV,geradeaus,веськыта
649,vorwärts::ADV,vorwärts,одзӧ
650,rückwärts::ADV,rückwärts,бӧр
651,zurück::ADV,zurück,бӧр
652,unten::ADV,unten,увтын
653,hinab::ADV,hinab,увтас
654,oben::ADV,oben,вевдӧрас
655,hinauf::ADV,hinauf,вывлань
656,hinauf::ADV,hinauf,вывланьӧ
657,überall::ADV,überall,быдлан
658,nicht::ADV,nicht,ог
659,ein wenig::ADV,ein wenig,-ышт
660,ein wenig::ADV,ein wenig,невна
661,kaum::ADV,kaum,ӧдва
662,sehr::ADV,sehr,вывтi
663,so::ADV,so,сiдз
664,noch::ADV,noch,эшӧ
665,nur::ADV,nur,только
666,schon::ADV,schon,ни
667,wieder::ADV,wieder,бӧра
668,vergebens::ADV,vergebens,весись
669,vor::PRP,vor,одзас
670,hinter::PRP,hinter,бӧрӧ
671,unter::PRP,unter,увтын
672,durch::PRP,durch,пыр
673,neben::PRP,neben,бокам
674,neben::PRP,neben,боксиным
675,zwischen::PRP,zwischen,коласас
676,wegen::PRP,wegen,понда
677,dies::PRN,dies,эта
678,das::PRN,das,сiя
679,alles::PRN,alles,быдӧс
680,ich::PRN,ich,ме
681,du::PRN,du,тэ
682,er::PRN,er,сiя
683,wir::PRN,wir,мийӧ
684,ihr::PRN,ihr,ті
685,sie::PRN,sie,нія
686,was::FPRN,was,мый
687,wer::FPRN,wer,кин
688,wo::FADV,wo,кытӧн
689,wohin::FADV,wohin,кытчӧ
690,wie::FADV,wie,дзик
691,warum::FADV,warum,мыля
692,warum::FADV,warum,мыйсянь
693,wieviel::FNUM,wieviel,мымда
694,eins::NUM,eins,ӧт
695,zwei::NUM,zwei,кык
696,drei::NUM,drei,куим
697,vier::NUM,vier,нёль
698,fünf::NUM,fünf,вит
699,sechs::NUM,sechs,квать
700,sieben::NUM,sieben,сизим
701,acht::NUM,acht,кыкьямыс
702,neun::NUM,neun,ӧкмыс
703,zehn::NUM,zehn,дас
704,elf::NUM,elf,дасотік
705,zwölf::NUM,zwölf,даскык
706,zwanzig::NUM,zwanzig,кыкдас
707,dreißig::NUM,dreißig,куимдас
708,vierzig::NUM,vierzig,нёльдас
709,fünfzig::NUM,fünfzig,витдас
710,sechzig::NUM,sechzig,кватьдас
711,siebzig::NUM,siebzig,сизимдас
712,achtzig::NUM,achtzig,кыкьямысдас
713,neunzig::NUM,neunzig,ӧкмысдас
714,hundert::NUM,hundert,сто
715,tausend::NUM,tausend,тысяча
716,und::CNJ,und,и
717,und::CNJ,und,да
718,oder::CNJ,oder,или
719,stehen::V,stehen,сулавны
720,sitzen::V,sitzen,пукавны
721,liegen::V,liegen,куйлыны
722,hängen::V,hängen,ӧшавны
723,werden::V,werden,лоны
724,passieren::V,passieren,аркмыны
725,beginnen::V,beginnen,петны
726,enden::V,enden,-сь
727,enden::V,enden,бырны
728,wechseln::V,wechseln,вежсьыны
729,aufgehen[Sonne]::V,aufgehen,петавны
730,untergehen[Sonne]::V,untergehen,пуксьыны
731,scheinen[Sonne]::V,scheinen,югьявны
732,donnern::V,donnern,гымавны
733,wehen::V,wehen,пӧлявны
734,strömen::V,strömen,киссьыны
735,fließen::V,fließen,визывтны
736,sich drehen::V,sich drehen,бергавны
737,schwanken::V,schwanken,кӧвьясьны
738,schwingen::V,schwingen,дюттясьны
739,fallen::V,fallen,усьны
740,brennen::V,brennen,сотчыны
741,rauchen::V,rauchen,тшынасьны
742,regnen::V,regnen,зэрны
743,gefrieren::V,gefrieren,гегдыны
744,tauen::V,tauen,сывны
745,schmelzen::V,schmelzen,сывны
746,trocknen::V,trocknen,косьмыны
747,sieden::V,sieden,пизьны
748,faulen::V,faulen,нёльзьыны
749,verfaulen::V,verfaulen,тӧрмыны
750,verfaulen::V,verfaulen,сiсьмыны
751,reißen::V,reißen,косясьны
752,versinken::V,versinken,вӧйны
753,vergehen::V,vergehen,мунны
754,erscheinen::V,erscheinen,мыччисьны
755,verschwinden::V,verschwinden,ӧшны
756,sinken::V,sinken,ямны
757,abnehmen::V,abnehmen,ямны
758,zunehmen::V,zunehmen,паськавны
759,steigen::V,steigen,лэбтiсьны
760,wachsen::V,wachsen,быдмыны
761,glänzen::V,glänzen,свиттявны
762,funkeln::V,funkeln,югйовтлыны
763,funkeln::V,funkeln,югйӧв-керны
764,lärmen::V,lärmen,чавзыны
765,läuten::V,läuten,диньгыны
766,klingeln::V,klingeln,силькӧтны
767,klirren::V,klirren,жольӧтны
768,brausen::V,brausen,гуасьны
769,rauschen::V,rauschen,кышӧтны
770,klingen::V,klingen,горавны
771,bellen::V,bellen,увтны
772,bellen::V,bellen,вувтны
773,heulen::V,heulen,уннявны
774,blasen::V,blasen,пӧлявны
775,pfeifen::V,pfeifen,пиксыны
776,schreien::V,schreien,айзыны
777,stöhnen::V,stöhnen,ойзыны
