,Concept_ID,he,la
816,klingeln::V,צלצל,tinnire
817,klirren::V,קרקש,crepare
818,brausen::V,געש,saevire
819,rauschen::V,רשרש,crepare
820,klingen::V,נשמע,sonare
821,bellen::V,נבח,latrare
822,heulen::V,ילל,ululare
823,blasen::V,נשף,flare
824,pfeifen::V,שרק,sibilare
825,schreien::V,צעק,clamare
826,stöhnen::V,נאנק,gemere
827,zittern::V,רעד,tremere
828,zittern::V,רעד,trepidare
829,leben::V,חי,vivere
830,geboren werden::V,נולד,nasci
831,atmen::V,נשם,spirare
832,trinken::V,שתה,bibere
833,essen::V,אכל,edere
834,schlucken::V,בלע,devorare
835,müde werden::V,התעיף,fatigari
836,einschlafen::V,נרדם,obdormiscere
837,schlafen::V,ישן,dormire
838,aufwachen::V,התעורר,expergisci
839,aufstehen::V,קם,exsurgere
840,sich erholen::V,נפש,se reficere
841,krank werden::V,חלה,aegrescere
842,krank sein::V,היה חולה,aegrotare
843,schmerzen::V,כאב,dolere
844,husten::V,השתעל,tussire
845,genesen::V,הבריא,convalescere
846,sterben::V,מת,mori
847,umkommen::V,נספה,perire
848,sich bewegen::V,נע,se movere
849,sich rühren::V,זז,micare
850,sich erheben::V,קם,surgere
851,sich setzen::V,התישב,considere
852,hinfallen::V,נפל,cadere
853,laufen::V,הלך ברגל,vadere
854,schreiten::V,פסע,gradi
855,spazierengehen::V,טיל,ambulare
856,eilen::V,אץ,properare
857,eilen::V,מהר,properare
858,sich beeilen::V,מהר,festinare
859,sausen::V,אץ,currere
860,rennen::V,רץ,currere
861,springen::V,קפץ,salire
862,klettern::V,טפס,niti
863,schaukeln::V,התנדנד,oscillare
864,kriechen::V,זחל,repere
865,kriechen::V,זחל,serpere
866,schwimmen::V,שחה,nare
867,schwimmen::V,שחה,natare
868,tauchen::V,צלל,mergere
869,rudern::V,חתר,remigare
870,fahren::V,נסע,vehi
871,fliegen::V,עף,volare
872,gehen::V,הלך,ire
873,gehen::V,הלך,vadere
874,weggehen::V,עזב,abire
875,weggehen::V,עזב,discedere
876,abfahren::V,יצא,proficisci
877,anhalten::V,עצר,consistere
878,hineingehen::V,נכנס,inire
879,hineingehen::V,נכנס,ingredi
880,eintreten::V,נכנס,intrare
881,kommen::V,בא,venire
882,ankommen::V,הגיע,advenire
883,zurückkommen::V,שב,revenire
884,zurückkommen::V,חזר,revenire
885,bleiben::V,נשאר,manere
886,warten::V,חכה,opperiri
887,warten::V,המתין,opperiri
888,erwarten::V,צפה,opperiri
889,erwarten::V,צפה,expectare
890,suchen::V,חפש,quaerere
891,finden::V,מצא,reperire
892,versuchen::V,נסה,conari
893,versuchen::V,נסה,temptare
894,vorbereiten::V,הכין,parare
895,lieben::V,אהב,amare
896,mögen::V,אהב,amare
897,lachen::V,צחק,ridere
898,rühren::V,נגע ללב,commovere
899,weinen::V,בכה,flere
900,schimpfen::V,גער,increpare
901,sich ärgern::V,זעם,indignari
902,sich ärgern::V,כעס,indignari
903,sich fürchten::V,פחד,vereri
904,sich fürchten::V,חשש,vereri
905,fürchten::V,פחד מ,timere
906,fürchten::V,חשש מ,timere
907,fliehen::V,ברח,fugere
908,flüchten::V,נמלט,effugere
909,sehen::V,ראה,videre
910,anschauen::V,הביט,aspectare
911,ansehen::V,התבונן,spectare
912,hören::V,שמע,audire
913,zuhören::V,הקשיב,auscultare
914,probieren::V,נסה,gustare
915,riechen::V,הריח,olfacere
916,fühlen::V,חש,sentire
917,scheinen::V,נדמה,videri
918,zu sehen sein::V,נראה,conspici
919,vernehmen::V,נודע ל,comperire
920,frieren::V,קר ל,algere
921,tun::V,פעל,facere
922,können::V,יכל,posse
923,wollen::V,רצה,velle
924,anfangen::V,התחיל,incipere
925,beenden::V,גמר,finire
926,aufhören::V,סים,desistere
927,gelingen::V,הצליח,contingere
928,geraten::V,עלה,evenire
929,öffnen::V,פתח,aperire
930,schließen::V,סגר,claudere
931,stellen::V,העמיד,sistere
932,setzen::V,הושיב,ponere
933,legen::V,שם,ponere
934,berühren::V,נגע,tangere
935,verbinden::V,קשר,iungere
936,bedecken::V,כסה,tegere
937,bedecken::V,כסה,operire
938,aufhängen::V,תלה,suspendere
939,anzünden::V,הצית,accendere
940,anzünden::V,הצית,inflammare
941,aufheben::V,אסף,tollere
942,zurücklassen::V,השאיר,relinquere
943,verlieren::V,אבד,perdere
944,verlieren::V,אבד,amittere
945,fallen lassen::V,שמט,dimittere
946,fallen lassen::V,הפיל,dimittere
947,machen::V,עשה,facere
948,herstellen::V,יצר,fabricare
949,bauen::V,בנה,construere
950,reparieren::V,תקן,reparare
951,verbessern::V,שפר,emendare
952,ändern::V,שנה,mutare
953,graben::V,חפר,fodere
954,beugen::V,כפף,flectere
955,biegen::V,כופף,curvare
956,drehen::V,סובב,torquere
957,wenden::V,הפך,vertere
958,umdrehen::V,סובב,convertere
959,heben::V,הרים,tollere
960,hochheben::V,הרים,levare
961,ergreifen::V,אחז,capessere
962,halten::V,החזיק,tenere
963,drücken::V,לחץ,premere
964,schieben::V,הזיז,promovere
965,kratzen::V,שרט,radere
966,kratzen::V,שפשף,radere
967,lecken::V,לקק,lambere
968,beißen::V,נשך,mordere
969,abreißen::V,קרע,avellere
970,abschneiden::V,חתך,desecare
971,binden::V,קשר,ligare
972,stecken::V,תקע,inserere
973,brechen::V,שבר,rumpere
974,klopfen::V,נקש,pultare
975,hauen::V,הכה,ferire
976,kleben::V,הדביק,agglutinare
977,reiben::V,שפשף,terere
978,streichen::V,מרח,oblinere
979,schleifen::V,השחיז,acuere
980,schneiden::V,גזר,secare
981,rütteln::V,נענע,quassare
982,schütteln::V,נער,quatere
983,schwenken::V,נופף,ventilare
984,schwenken::V,טלטל,ventilare
985,schütten::V,שפך,fundere
986,füllen::V,מלא,complere
987,einwickeln::V,עטף,involvere
988,tragen::V,נשא,ferre
989,tragen::V,נשא,portare
990,schleppen::V,סחב,pertrahere
991,ziehen::V,משך,trahere
992,aufbewahren::V,שמר,asservare
993,werfen::V,זרק,iacere
994,fangen::V,תפס,capere
995,packen::V,אחז,capessere
996,verstecken::V,החביא,abdere
997,teilen::V,חלק,partiri
998,teilen::V,חלק,dividere
999,schicken::V,שלח,mittere
1000,bringen::V,הביא,apportare
1001,hinzufügen::V,הוסיף,addere
1002,bekommen::V,תפס,adipisci
1003,erhalten::V,קבל,accipere
1004,nehmen::V,אחז,sumere
1005,wählen::V,בחר,eligere
1006,auswählen::V,בחר ב,deligere
1007,bewahren::V,קים,conservare
1008,behindern::V,מנע,impedire
1009,verderben::V,מנע,corrumpere
1010,beschädigen::V,הזיק,laedere
1011,zerbrechen::V,נשבר,rumpere
1012,zerbrechen::V,נשבר,frangere
1013,zerreißen::V,קרע,discindere
1014,zerstören::V,הרס,delere
1015,zerstören::V,השמיד,delere
1016,verbrennen::V,שרף,urere
1017,verbrennen::V,שרף,cremare
1018,geben::V,נתן,dare
1019,reichen::V,העביר,praebere
1020,schenken::V,נתן במתנה,donare
1021,schenken::V,נתן במתנה,largiri
1022,versprechen::V,הבטיח,polliceri
1023,versprechen::V,הבטיח,promittere
1024,wünschen::V,אחל,
1025,loben::V,שבח,laudare
1026,küssen::V,נשק,osculari
1027,wiegen::V,נדנד,
1028,zudecken::V,כסה,tegere
1029,wecken::V,עורר,excitare
1030,zeigen::V,הראה,monstrare
1031,führen::V,הביא,ducere
1032,führen::V,הוביל,ducere
1033,lehren::V,למד,docere
1034,unterrichten::V,למד,instituere
1035,aufziehen::V,רומם,nutrire
1036,leiten::V,נהל,ducere
1037,antreiben::V,המרץ,incitare
1038,lassen::V,נתן,iubere
1039,einladen::V,הזמין,invitare
1040,vereinigen::V,אחד,coniungere
1041,vereinigen::V,לכד,coniungere
1042,besuchen::V,בקר,visere
1043,treffen::V,פגש,convenire
1044,sich versammeln::V,התאסף,convenire
1045,spielen::V,שחק,ludere
1046,singen::V,שר,cantare
1047,tanzen::V,רקד,saltare
1048,sich trennen::V,נפרד,digredi
1049,sich trennen::V,נפרד,discedere
1050,verlassen::V,עזב,deserere
1051,verlassen::V,עזב,relinquere
1052,retten::V,הציל,servare
1053,bewachen::V,שמר,custodire
1054,schützen::V,אבטח,tueri
1055,schützen::V,אבטח,tutari
1056,verteidigen::V,הגן,defendere
1057,sich schlagen::V,התכתש,luctari
1058,schießen::V,ירה,iaculari
1059,siegen::V,גבר,vincere
1060,siegen::V,נצח,vincere
1061,ärgern::V,עצבן,irritare
1062,schlagen::V,הכה,ferire
1063,schlagen::V,הלקה,ferire
1064,treten::V,בעט,calcare
1065,stechen::V,דקר,pungere
1066,stoßen::V,דחק,tundere
1067,stehlen::V,גנב,furari
1068,stören::V,קטע,turbare
1069,stören::V,הפריע,turbare
1070,belästigen::V,הציק,obtundere
1071,belästigen::V,הטריד,obtundere
1072,verbergen::V,הצניע,celare
1073,verbergen::V,הצניע,occultare
1074,täuschen::V,שגע,fallere
1075,betrügen::V,הונה,fraudare
1076,töten::V,הרג,necare
1077,töten::V,הרג,caedere
1078,wohnen::V,גר,habitare
1079,arbeiten::V,עבד,laborare
1080,sammeln::V,אסף,colligere
1081,pflücken::V,קטף,carpere
1082,jagen::V,צד,venari
1083,fischen::V,דג,piscari
1084,fassen::V,תפס,capere
1085,hüten::V,רעה,custodire
1086,treiben::V,הוציא,agere
1087,anbinden::V,קשר,alligare
1088,füttern::V,הלעיט,nutrire
1089,melken::V,חלב,mulgere
1090,hacken::V,קצץ,findere
1091,gießen::V,השקה,rigare
1092,reifen::V,בשל,maturescere
1093,zubereiten::V,הכין,apparare
1094,kochen::V,בשל,coquere
1095,backen::V,אפה,coquere
1096,braten::V,צלה,torrere
1097,braten::V,טגן,torrere
1098,umrühren::V,ערבב,commovere
1099,stricken::V,סרג,texere
1100,nähen::V,תפר,suere
1101,färben::V,צבע,tingere
1102,reinigen::V,נקה,purgare
1103,waschen::V,רחץ,lavare
1104,waschen::V,כבס,lavare
1105,abwischen::V,נגב,abstergere
1106,spülen::V,שטף,perluere
1107,fegen::V,טאטא,verrere
1108,kehren::V,טאטא,purgare
1109,baden::V,טבל,lavari
1110,baden::V,שחה,lavari
1111,sich waschen::V,התרחץ,lavari
1112,ausziehen::V,הוריד,exuere
1113,anziehen::V,לבש,induere
1114,sich anziehen::V,התלבש,vestiri
1115,kämmen::V,סרק,pectere
1116,schmücken::V,קשט,ornare
1117,schmücken::V,קשט,decorare
1118,sagen::V,אמר,dicere
1119,sprechen::V,דבר,fari
1120,reden::V,דבר,loqui
1121,sich unterhalten::V,שוחח,colloqui
1122,sich unterhalten::V,שוחח,disputare
1123,fragen::V,שאל,rogare
1124,fragen::V,שאל,quaerere
1125,bitten::V,בקש,orare
1126,bitten::V,בקש,rogare
1127,erzählen::V,ספר,narrare
1128,mitteilen::V,מסר,communicare
1129,mitteilen::V,הודיע,communicare
1130,nennen::V,קרא בשם,appellare
1131,rufen::V,גיס,vocare
1132,rufen::V,הזמין לבוא,vocare
1133,prahlen::V,התרברב,gloriari
1134,übersetzen::V,תרגם,vertere
1135,denken::V,חשב,cogitare
1136,glauben::V,האמין,credere
1137,bemerken::V,הבחין,animadvertere
1138,erkennen::V,זהה,cognoscere
1139,begreifen::V,קלט,comprehendere
1140,begreifen::V,הבין,comprehendere
1141,verstehen::V,הבין,intellegere
1142,lernen::V,למד,discere
1143,wissen::V,ידע,scire
1144,sich erinnern an::V,זכר,meminisse
1145,vergessen::V,שכח,oblivisci
1146,messen::V,מדד,metiri
1147,zählen::V,ספר,numerare
1148,rechnen::V,חשב,reri
1149,rechnen::V,חשב,calculare
1150,lesen::V,קרא,legere
1151,malen::V,ציר,pingere
1152,zeichnen::V,שרטט,scribere
1153,schreiben::V,כתב,scribere
1154,besitzen::V,היה בעל של,possidere
1155,kaufen::V,קנה,emere
1156,kaufen::V,רכש,emere
1157,verkaufen::V,מכר,vendere
1158,bezahlen::V,שלם,pendere
1159,zahlen::V,שלם,solvere
1160,beherrschen::V,שלט,regere
1161,beherrschen::V,שלט,imperare
1162,ertragen::V,סבל,tolerare
1163,ertragen::V,סבל,sustinere
