,Concept_ID,fr,cs
72,Boden::N,terrain,půda
73,Erde::N,terre,země
74,Staub::N,poussière,prach
75,Rauch::N,fumée,dým
76,Rauch::N,fumée,kouř
77,Funke::N,étincelle,jiskra
78,Feuer::N,feu,oheň
79,Licht::N,lumière,světlo
80,Schatten::N,ombre,stín
81,Wetter::N,temps,počasí
82,Nebel::N,brume,mlha
83,Nebel::N,brouillard,mlha
84,Wolke::N,nuage,mrak
85,Wolke::N,nuage,oblak
86,Regen::N,pluie,déšť
87,Schnee::N,neige,sníh
88,Eis::N,glace,led
89,Frost::N,gel,mráz
90,Frost::N,gelée,mráz
91,Kälte::N,froid,chlad
92,Hitze::N,chaleur,horko
93,Raureif::N,givre,jinovatka
94,Regenbogen::N,arc-en-ciel,duha
95,Donner::N,tonnerre,hrom
96,Strömung::N,courant,proudění
97,Tropfen::N,goutte,kapka
98,Schaum::N,écume,pěna
99,Schaum::N,mousse,pěna
100,Schmutz::N,boue,špína
101,Schmutz::N,saleté,špína
102,See::N,lac,jezero
103,Sumpf::N,marais,močál
104,Sumpf::N,marais,bažina
105,Sumpf::N,marécage,močál
106,Sumpf::N,marécage,bažina
107,Moor::N,tourbière,bažina
108,Moor::N,tourbière,slatina
109,Wiese::N,pré,louka
110,Wald::N,bois,les
111,Wald::N,forêt,les
112,Hügel::N,coteau,kopec
113,Hügel::N,colline,kopec
114,Anhöhe::N,éminence,pahorek
115,Anhöhe::N,élévation,pahorek
116,Berg::N,mont,hora
117,Berg::N,montagne,hora
118,Gipfel::N,cime,vrchol
119,Gipfel::N,sommet,vrchol
120,Höhle::N,caverne,jeskyně
121,Abhang::N,pente,svah
122,Abhang::N,pente,stráň
123,Abhang::N,versant,svah
124,Abhang::N,versant,stráň
125,Quelle::N,source,pramen
126,Quelle::N,fontaine,pramen
127,Bach::N,ruisseau,potok
128,Fluss::N,fleuve,řeka
129,Fluss::N,rivière,řeka
130,Ufer::N,bord,břeh
131,Ufer::N,rivage,břeh
132,Küste::N,côte,pobřeží
133,Festland::N,terre ferme,souš
134,Festland::N,terre ferme,pevnina
135,Meer::N,mer,moře
136,Bucht::N,baie,záliv
137,Bucht::N,baie,zátoka
138,Insel::N,île,ostrov
139,Blume::N,fleur,květina
140,Gras::N,herbe,tráva
141,Wurzel::N,racine,kořen
142,Baum::N,arbre,strom
143,Stamm::N,tronc,kmen
144,Rinde::N,écorce,kůra
145,Ast::N,branche,větev
146,Zweig::N,rameau,větev
147,Blatt::N,feuille,lupen
148,Birke::N,bouleau,bříza
149,Kiefer[Baum]::N,pin,sosna
150,Kiefer[Baum]::N,pin,borovice
151,Weide[Baum]::N,saule,vrba
152,Tanne::N,sapin,jedle
153,Horn::N,corne,roh
154,Feder::N,plume,pero
155,Fell::N,peau,srst
156,Flügel::N,aile,křídlo
157,Klaue::N,serre,dráp
158,Klaue::N,serre,pazneht
159,Kralle::N,ongle,dráp
160,Kralle::N,griffe,dráp
161,Schwanz::N,queue,ocas
162,Ei::N,œuf,vejce
163,Nest::N,nid,hnízdo
164,Bau::N,terrier,nora
165,Tier::N,animal,zvíře
166,Herde::N,troupeau,stádo
167,Kuh::N,vache,kráva
168,Bulle::N,taureau,býk
169,Pferd::N,cheval,kůň
170,Schaf::N,mouton,ovce
171,Schwein::N,porc,vepř
172,Schwein::N,porc,prase
173,Schwein::N,cochon,vepř
174,Schwein::N,cochon,prase
175,Hund::N,chien,pes
176,Katze::N,chat,kočka
177,Bär::N,ours,medvěd
178,Eichhörnchen::N,écureuil,veverka
179,Elch::N,élan,los
180,Fuchs::N,renard,liška
181,Hase::N,lièvre,zajíc
182,Maus::N,souris,myš
183,Wolf::N,loup,vlk
184,Vogel::N,oiseau,pták
185,Schwarm::N,nuée,roj
186,Schwarm::N,nuée,hejno
187,Schwarm::N,volée,roj
188,Schwarm::N,volée,hejno
189,Huhn::N,poule,kuře
190,Huhn::N,poule,slepice
191,Hahn::N,coq,kohout
192,Gans::N,oie,husa
193,Adler::N,aigle,orel
194,Ente::N,canard,kachna
195,Eule::N,hibou,sova
196,Kranich::N,grue,jeřáb
197,Krähe::N,corneille,vrána
198,Kuckuck::N,coucou,kukačka
199,Schwan::N,cygne,labuť
200,Fisch::N,poisson,ryba
201,Barsch::N,perche,okoun
202,Hecht::N,brochet,štika
203,Schlange[Tier]::N,serpent,had
204,Wurm::N,ver,červ
205,Spinne::N,araignée,pavouk
206,Ameise::N,fourmi,mravenec
207,Laus::N,pou,veš
208,Mücke::N,moucheron,komár
209,Fliege::N,mouche,moucha
210,Schmetterling::N,papillon,motýl
211,Beere::N,baie,bobule
212,Apfel::N,pomme,jablko
213,Pilz::N,champignon,houba
214,Zwiebel::N,oignon,cibule
215,Saat::N,semence,osivo
216,Korn::N,grain,zrno
217,Heu::N,foin,seno
218,Schale::N,pelure,slupka
219,Schale::N,pelure,skořápka
220,Grube::N,fosse,jáma
221,Falle::N,piège,past
222,Falle::N,piège,léčka
223,Schlinge::N,lacs,smyčka
224,Spur::N,trace,stopa
225,Asche::N,cendre,popel
226,Dreck::N,crotte,špína
227,Eisen::N,fer,železo
228,Gold::N,or,zlato
229,Silber::N,argent,stříbro
230,Kohle::N,charbon,uhlí
231,Glas::N,verre,sklo
232,Lehm::N,glaise,jíl
233,Lehm::N,glaise,hlína
234,Sand::N,sable,písek
235,Mensch::N,homme,člověk
236,Mann::N,homme,muž
237,Frau::N,femme,žena
238,Kind::N,enfant,dítě
239,Junge::N,garçon,hoch
240,Junge::N,garçon,chlapec
241,Mädchen::N,fille,děvče
242,Mädchen::N,jeune fille,děvče
243,Familie::N,famille,rodina
244,Großvater::N,grand-père,děd
245,Großvater::N,grand-père,dědeček
246,Großmutter::N,grand-mère,babička
247,Eltern::N,parents,rodiče
248,Vater::N,père,otec
249,Mutter::N,mère,matka
250,Sohn::N,fils,syn
251,Tochter::N,fille,dcera
252,Bruder::N,frère,bratr
253,Schwester::N,sœur,sestra
254,Onkel::N,oncle,strýc
255,Tante::N,tante,teta
256,Ehemann::N,mari,choť
257,Ehemann::N,mari,manžel
258,Ehemann::N,époux,choť
259,Ehemann::N,époux,manžel
260,Ehefrau::N,femme,choť
261,Ehefrau::N,femme,manželka
262,Ehefrau::N,épouse,choť
263,Ehefrau::N,épouse,manželka
264,Freude::N,joie,radost
265,Freude::N,plaisir,radost
266,Gelächter::N,rires,smích
267,Glück::N,bonheur,štěstí
268,Kummer::N,peine,žal
269,Kummer::N,peine,trápení
270,Kummer::N,chagrin,žal
271,Kummer::N,chagrin,trápení
272,Wunsch::N,désir,přání
273,Lust::N,envie,chuť
274,Geist::N,esprit,duch
275,Gedanke::N,idée,myšlenka
276,Gedanke::N,pensée,myšlenka
277,Gedächtnis::N,mémoire,paměť
278,Verstand::N,raison,rozum
279,Sinn::N,sens,smysl
280,Grund::N,cause,důvod
281,Grund::N,raison,důvod
282,Wahrheit::N,vérité,pravda
283,Gespräch::N,conversation,rozhovor
284,Märchen::N,conte,pohádka
285,Märchen::N,conte de fées,pohádka
286,Erzählung::N,conte,povídka
287,Erzählung::N,narration,povídka
288,Nachricht::N,message,zpráva
289,Neuigkeit::N,nouvelle,novina
290,Neuigkeit::N,nouvelle,novinka
291,Name::N,nom,jméno
292,Rätsel::N,énigme,hádanka
293,Rätsel::N,devinette,hádanka
294,Rede::N,parole,řeč
295,Rede::N,parole,proslov
296,Rede::N,discours,řeč
297,Rede::N,discours,proslov
298,Sprache::N,langue,řeč
299,Sprache::N,langue,jazyk
300,Sprache::N,langage,řeč
301,Sprache::N,langage,jazyk
302,Stimme::N,voix,hlas
303,Wort::N,mot,slovo
304,Zeichen::N,signe,znamení
305,Ruf::N,cri,zavolání
306,Ruf::N,appel,zavolání
307,Lärm::N,bruit,hluk
308,Laut::N,son,zvuk
309,Ton::N,ton,tón
310,Lied::N,chant,píseň
311,Lied::N,chanson,píseň
312,Ruhe::N,calme,klid
313,Ruhe::N,calme,pokoj
314,Ruhe::N,tranquillité,klid
315,Ruhe::N,tranquillité,pokoj
316,Leute::N,gens,lidé
317,Volk::N,peuple,národ
318,Arbeit::N,travail,práce
319,Gast::N,hôte,host
320,Gast::N,invité,host
321,Geschenk::N,cadeau,dar
322,Geschenk::N,présent,dar
323,Spiel::N,jeu,hra
324,Gesellschaft::N,compagnie,společnost
325,Hilfe::N,aide,pomoc
326,Hilfe::N,secours,pomoc
327,Freund::N,ami,přítel
328,Kamerad::N,copain,kamarád
329,Kamerad::N,camarade,kamarád
330,Angelegenheit::N,affaire,záležitost
331,Anzahl::N,nombre,počet
332,Art::N,sorte,druh
333,Art::N,espèce,druh
334,Stück::N,morceau,kus
335,Stück::N,morceau,kousek
336,Teil::N,part,díl
337,Teil::N,part,část
338,Teil::N,partie,díl
339,Teil::N,partie,část
340,Hälfte::N,moitié,půl
341,Kreis::N,cercle,kruh
342,Kreuz::N,croix,kříž
343,Linie::N,ligne,linka
344,Strich::N,trait,čára
345,Strich::N,trait,čárka
346,Abstand::N,écart,vzdálenost
347,Entfernung::N,distance,vzdálenost
348,Gegend::N,région,krajina
349,Gegend::N,contrée,krajina
350,Platz::N,place,prostor
351,Ort::N,lieu,místo
352,Ort::N,endroit,místo
353,Seite::N,côté,strana
354,Mitte::N,milieu,střed
355,Mitte::N,milieu,prostředek
356,Gegenstand::N,objet,předmět
357,Sache::N,chose,věc
358,Rand::N,bord,kraj
359,Rand::N,bord,okraj
360,Kante::N,arête,hrana
361,Ecke::N,coin,roh
362,Ecke::N,tournant,roh
363,Spitze::N,cime,hrot
364,Spitze::N,cime,špička
365,Spitze::N,pointe,hrot
366,Spitze::N,pointe,špička
367,Ende::N,bout,konec
368,Loch::N,trou,díra
369,Winkel::N,coin,kout
370,Winkel::N,réduit,kout
371,Muster::N,dessin,vzor
372,Größe::N,grandeur,velikost
373,Länge::N,longueur,délka
374,Höhe::N,hauteur,výška
375,Höhe::N,altitude,výška
376,Gewicht::N,poids,váha
377,Menge::N,quantité,množství
378,Haufen::N,tas,kupa
379,Haufen::N,tas,hromada
380,Reihe::N,file,řada
381,Reihe::N,file,řádek
382,Reihe::N,rangée,řada
383,Reihe::N,rangée,řádek
384,Boot::N,canot,člun
385,Boot::N,bateau,člun
386,Ruder::N,rame,veslo
387,Ruder::N,aviron,veslo
388,Schlitten::N,traîneau,sáně
389,Ski::N,ski,lyže
390,Lagerfeuer::N,feu de camp,táborák
391,Last::N,charge,náklad
392,Last::N,charge,břemeno
393,Last::N,fardeau,náklad
394,Last::N,fardeau,břemeno
395,Gang::N,tour,chůze
396,Gang::N,tour,chodba
397,Gang::N,marche,chůze
398,Gang::N,marche,chodba
399,Schritt::N,pas,krok
400,Norden::N,nord,sever
401,Süden::N,sud,jih
402,Westen::N,ouest,západ
403,Westen::N,occident,západ
404,Osten::N,est,východ
405,Osten::N,orient,východ
406,Holz::N,bois,dřevo
407,Brett::N,planche,prkno
408,Platte::N,plaque,deska
409,Stütze::N,appui,opěra
410,Stütze::N,soutien,opěra
411,Stange::N,barre,tyč
412,Stange::N,barre,tyčka
413,Stange::N,perche,tyč
414,Stange::N,perche,tyčka
415,Stock::N,canne,hůlka
416,Stab::N,bâton,hůl
417,Rohr::N,tube,trubka
418,Rohr::N,tuyau,trubka
419,Haus::N,maison,dům
420,Heim::N,maison,domov
421,Ofen::N,poêle,kamna
422,Fußboden::N,plancher,podlaha
423,Tisch::N,table,stůl
424,Stuhl::N,chaise,židle
425,Wiege::N,berceau,kolébka
426,Bett::N,lit,postel
427,Regal::N,étagère,regál
428,Regal::N,étagère,police
429,Kiste::N,caisse,bedna
430,Fenster::N,fenêtre,okno
431,Tür::N,porte,dveře
432,Tor::N,porte,vrata
433,Tor::N,portail,vrata
434,Zaun::N,clôture,plot
435,Dach::N,toit,střecha
436,Leiter::N,échelle,žebřík
437,Besen::N,balai,koště
438,Besen::N,balai,smeták
439,Spaten::N,bêche,rýč
440,Schaufel::N,pelle,lopata
441,Gabel::N,fourchette,vidlička
442,Löffel::N,cuiller,lžíce
443,Messer::N,couteau,nůž
444,Nagel::N,clou,hřebík
445,Netz::N,filet,síť
446,Haken::N,croc,hák
447,Haken::N,crochet,hák
448,Griff::N,prise,držadlo
449,Griff::N,manche,držadlo
450,Schloss::N,serrure,zámek
451,Bild::N,image,obraz
452,Bild::N,tableau,obraz
453,Figur::N,figure,figura
454,Puppe::N,poupée,panenka
455,Beutel::N,sac,pytlík
456,Beutel::N,petit sac,pytlík
457,Bündel::N,paquet,svazek
458,Bündel::N,faisceau,svazek
459,Tasche::N,sac,taška
460,Tasche::N,sac,brašna
461,Eimer::N,seau,kýbl
462,Eimer::N,seau,vědro
463,Deckel::N,couvercle,víko
464,Deckel::N,couvercle,příklop
465,Geschirr::N,vaisselle,nádobí
466,Sack::N,sac,pytel
467,Tasse::N,tasse,šálek
468,Topf::N,pot,hrnec
469,Topf::N,marmite,hrnec
470,Kessel::N,chaudron,kotel
471,Essen::N,repas,jídlo
472,Essen::N,manger,jídlo
473,Nahrung::N,nourriture,strava
474,Nahrung::N,nourriture,potrava
475,Speise::N,plat,jídlo
476,Fleisch::N,viande,maso
477,Getreide::N,blé,obilí
478,Getreide::N,céréales,obilí
479,Brei::N,purée,kaše
480,Brei::N,bouillie,kaše
481,Brot::N,pain,chléb
482,Scheibe::N,tranche,krajíc
483,Fett::N,graisse,tuk
484,Fett::N,graisse,omastek
485,Butter::N,beurre,máslo
486,Öl::N,huile,olej
487,Salz::N,sel,sůl
488,Suppe::N,soupe,polévka
489,Suppe::N,potage,polévka
490,Honig::N,miel,med
491,Milch::N,lait,mléko
492,Tee::N,thé,čaj
493,Leder::N,cuir,kůže
494,Wolle::N,laine,vlna
495,Stoff::N,tissu,látka
496,Stoff::N,étoffe,látka
497,Nadel::N,aiguille,jehla
498,Faden::N,fil,nit
499,Knopf::N,bouton,knoflík
500,Knoten::N,nœud,uzel
501,Farbe::N,peinture,barva
502,Kleidung::N,vêtements,šaty
503,Kleidung::N,vêtements,šatstvo
504,Kleidung::N,habillement,šaty
505,Kleidung::N,habillement,šatstvo
506,Hemd::N,chemise,košile
507,Kragen::N,col,límec
508,Ärmel::N,manche,rukáv
509,Hose::N,pantalon,kalhoty
510,Gürtel::N,ceinture,pás
511,Gürtel::N,ceinture,opasek
512,Mütze::N,bonnet,čepice
513,Mütze::N,casquette,čepice
514,Schuh::N,soulier,bota
515,Schuh::N,chaussure,bota
516,Stiefel::N,botte,holínka
517,Ring::N,bague,prsten
518,Band::N,ruban,pásek
519,Kamm::N,peigne,hřeben
520,Spiegel::N,glace,zrcadlo
521,Spiegel::N,miroir,zrcadlo
522,Riemen::N,lanière,řemen
523,Riemen::N,courroie,řemen
524,Schnur::N,corde,šňůra
525,Schnur::N,ficelle,šňůra
526,Leine::N,laisse,vodítko
527,Decke::N,couverture,pokrývka
528,Decke::N,couverture,přikrývka
529,Kissen::N,oreiller,polštář
530,Tuch::N,drap,šátek
531,Tuch::N,fichu,šátek
532,Handtuch::N,serviette,ručník
533,Handtuch::N,essuie-mains,ručník
534,Kraft::N,force,síla
535,Stärke::N,vigueur,síla
536,Gesundheit::N,santé,zdraví
537,Krankheit::N,maladie,nemoc
538,Krankheit::N,maladie,choroba
539,Schmerz::N,douleur,bolest
540,Wunde::N,plaie,rána
541,Wunde::N,blessure,rána
542,Fieber::N,fièvre,horečka
543,Arznei::N,remède,lék
544,Arznei::N,médecine,lék
545,Brücke::N,pont,most
546,Brunnen::N,puits,studna
547,Weide::N,pâturage,pastva
548,Weide::N,pâturage,pastvina
549,Pfad::N,sentier,pěšina
550,Weg::N,voie,cesta
551,Weg::N,chemin,cesta
552,Straße::N,route,silnice
553,Dorf::N,village,vesnice
554,Stadt::N,cité,město
555,Stadt::N,ville,město
556,Brief::N,lettre,dopis
557,Buch::N,livre,kniha
558,Buchstabe::N,lettre,písmeno
559,Buchstabe::N,caractère,písmeno
560,Zeitung::N,journal,noviny
561,Leben::N,vie,život
562,Tod::N,mort,smrt
563,Grab::N,tombe,hrob
564,Kirche::N,église,kostel
565,Sünde::N,péché,hřích
566,Gott::N,dieu,bůh
567,Arbeiter::N,ouvrier,dělník
568,Arbeiter::N,ouvrier,pracovník
569,Arbeiter::N,travailleur,dělník
570,Arbeiter::N,travailleur,pracovník
571,Chef::N,chef,šéf
572,Chef::N,chef,vedoucí
573,Chef::N,patron,šéf
574,Chef::N,patron,vedoucí
575,Meister::N,maître,mistr
576,Arzt::N,médecin,lékař
577,Lehrer::N,professeur,učitel
578,Lehrer::N,instituteur,učitel
579,Geld::N,argent,peníze
580,Geschäft::N,affaire,obchod
581,Geschäft::N,commerce,obchod
582,Laden::N,magasin,krám
583,Laden::N,boutique,krám
584,Preis::N,prix,cena
585,Ware::N,marchandise,zboží
586,Nutzen::N,profit,užitek
587,Reichtum::N,richesse,bohatství
588,Welt::N,monde,svět
589,Land::N,pays,země
590,Staat::N,État,stát
591,König::N,roi,král
592,Macht::N,pouvoir,moc
593,Macht::N,pouvoir,mocnost
594,Macht::N,puissance,moc
595,Macht::N,puissance,mocnost
596,Grenze::N,frontière,hranice
597,Krieg::N,guerre,válka
598,Feind::N,ennemi,nepřítel
599,Gewalt::N,violence,násilí
600,Kampf::N,lutte,boj
601,Kampf::N,combat,boj
602,Bogen[Waffe]::N,arc,luk
603,Pfeil::N,flèche,šíp
604,Gewehr::N,fusil,puška
605,Gewehr::N,fusil,ručnice
606,Fehler::N,faute,chyba
607,Fehler::N,erreur,chyba
608,Lüge::N,mensonge,lež
609,Schaden::N,dégât,škoda
610,Schaden::N,dommage,škoda
611,Unglück::N,malheur,neštěstí
612,Schuld::N,faute,vina
613,Schuld::N,culpabilité,vina
614,Alter::N,âge,věk
615,Schluss::N,fin,konec
616,Zeit::N,temps,čas
617,Tag::N,jour,den
618,Tag::N,journée,den
619,Morgen::N,matin,ráno
620,Morgen::N,matin,jitro
621,Morgen::N,matinée,ráno
622,Morgen::N,matinée,jitro
623,Mittag::N,midi,poledne
624,Abend::N,soir,večer
625,Abend::N,soirée,večer
626,Nacht::N,nuit,noc
627,Woche::N,semaine,týden
628,Monat::N,mois,měsíc
629,Jahr::N,an,rok
630,Jahr::N,année,rok
631,Frühling::N,printemps,jaro
632,Sommer::N,été,léto
633,Herbst::N,automne,podzim
634,Winter::N,hiver,zima
635,Januar::N,janvier,leden
636,Februar::N,février,únor
637,März::N,mars,březen
638,April::N,avril,duben
639,Mai::N,mai,květen
640,Juni::N,juin,červen
641,Juli::N,juillet,červenec
642,August::N,août,srpen
643,September::N,septembre,září
644,Oktober::N,octobre,říjen
645,November::N,novembre,listopad
646,Dezember::N,décembre,prosinec
647,Montag::N,lundi,pondělí
648,Montag::N,lundi,pondělek
649,Dienstag::N,mardi,úterý
650,Mittwoch::N,mercredi,středa
651,Donnerstag::N,jeudi,čtvrtek
652,Freitag::N,vendredi,pátek
653,Samstag::N,samedi,sobota
654,Sonntag::N,dimanche,neděle
655,groß::A,grand,velký
656,klein::A,petit,malý
657,lang::A,long,dlouhý
658,kurz::A,court,krátký
659,breit::A,large,široký
660,schmal::A,étroit,úzký
661,dicht::A,dense,hustý
662,dick[Gegenstand]::A,épais,tlustý
663,dünn::A,mince,tenký
664,fein::A,fin,jemný
665,fein::A,menu,jemný
666,fest::A,ferme,pevný
667,fest::A,solide,pevný
668,flach::A,plat,plochý
669,flach::A,plat,placatý
670,glatt::A,poli,hladký
671,glatt::A,lisse,hladký
672,hart::A,dur,tvrdý
673,weich::A,mou,měkký
674,rund::A,rond,kulatý
675,rund::A,rond,okrouhlý
676,spitz::A,aigu,špičatý
677,spitz::A,pointu,špičatý
678,scharf::A,tranchant,ostrý
679,stumpf::A,mousse,tupý
680,stumpf::A,émoussé,tupý
681,schwer::A,lourd,těžký
682,schwer::A,pesant,těžký
683,schön::A,beau,pěkný
684,schön::A,beau,krásný
685,heiß::A,chaud,horký
686,heiß::A,très chaud,horký
687,warm::A,chaud,teplý
688,kalt::A,froid,studený
689,kühl::A,frais,chladný
690,frisch::A,frais,svěží
691,feucht::A,humide,vlhký
692,nass::A,mouillé,mokrý
693,trocken::A,sec,suchý
694,voll::A,plein,plný
695,voll::A,rempli,plný
696,leer::A,vide,prázdný
697,offen::A,ouvert,otevřený
698,geschlossen::A,clos,zavřený
699,geschlossen::A,fermé,zavřený
700,sauber::A,net,čistý
701,sauber::A,propre,čistý
702,schmutzig::A,sale,špinavý
703,schmutzig::A,crasseux,špinavý
704,roh::A,cru,syrový
705,roh::A,brut,syrový
706,reif::A,mûr,zralý
707,lecker::A,délicieux,chutný
708,lecker::A,appétissant,chutný
709,süß::A,doux,sladký
710,bitter::A,amer,hořký
711,sauer::A,aigre,kyselý
712,hell::A,clair,světlý
713,dunkel::A,sombre,temný
714,schwarz::A,noir,černý
715,weiß::A,blanc,bílý
716,rot::A,rouge,rudý
717,rot::A,rouge,červený
718,gelb::A,jaune,žlutý
719,blau::A,bleu,modrý
720,grün::A,vert,zelený
721,grau::A,gris,šedý
722,grau::A,gris,šedivý
723,bunt::A,multicolore,pestrý
724,billig::A,bon marché,levný
725,billig::A,bon marché,laciný
726,teuer::A,cher,drahý
727,wertvoll::A,précieux,cenný
728,blind::A,aveugle,slepý
729,taub::A,sourd,hluchý
730,kräftig::A,fort,silný
731,kräftig::A,vigoureux,silný
732,stark::A,fort,silný
733,stark::A,puissant,silný
734,schwach::A,faible,slabý
735,fett::A,gras,tučný
736,fett::A,gras,tlustý
737,schlank::A,svelte,štíhlý
738,hübsch::A,joli,hezký
739,böse::A,mauvais,zlý
740,dumm::A,sot,hloupý
741,dumm::A,bête,hloupý
742,faul::A,fainéant,líný
743,faul::A,paresseux,líný
744,fleißig::A,appliqué,pilný
745,geizig::A,avare,lakomý
746,klug::A,intelligent,chytrý
747,geschickt::A,habile,šikovný
748,lieb::A,cher,milý
749,lieb::A,gentil,milý
750,lustig::A,gai,veselý
751,lustig::A,joyeux,veselý
752,sanft::A,doux,mírný
753,hungrig::A,affamé,hladový
754,krank::A,malade,nemocný
755,nackt::A,nu,nahý
756,traurig::A,triste,smutný
757,traurig::A,triste,truchlivý
758,lebendig::A,vivant,živý
759,gut::A,bon,dobrý
760,schlecht::A,mauvais,špatný
761,richtig::A,juste,pravý
762,richtig::A,juste,správný
763,richtig::A,correct,pravý
764,richtig::A,correct,správný
765,schlimm::A,grave,zlý
766,schlimm::A,mauvais,zlý
767,wahr::A,vrai,pravdivý
768,wahr::A,véritable,pravdivý
769,alt::A,vieux,starý
770,neu::A,neuf,nový
771,neu::A,nouveau,nový
772,ehemalig::A,ancien,bývalý
773,alt[Lebewesen]::A,âgé,starý
774,alt[Lebewesen]::A,vieux,starý
775,jung::A,jeune,mladý
776,arm::A,pauvre,chudý
777,reich::A,riche,bohatý
778,bekannt::A,connu,známý
779,berühmt::A,fameux,slavný
780,berühmt::A,célèbre,slavný
781,fremd::A,étranger,cizí
782,verschieden::A,différent,různý
783,verschieden::A,différent,rozličný
784,nah::A,lié,blízký
785,nah::A,proche,blízký
786,fern::A,éloigné,daleký
787,fern::A,lointain,daleký
788,linker::A,gauche,levý
789,rechter::A,droit,pravý
790,anderer::A,autre,jiný
791,erster::A,premier,první
792,zweiter::A,second,druhý
793,zweiter::A,deuxième,druhý
794,dritter::A,troisième,třetí
795,letzter::A,dernier,poslední
796,allein::ADV,seul,sám
797,auf einmal::ADV,à la fois,najednou
798,zusammen::ADV,ensemble,spolu
799,zusammen::ADV,ensemble,dohromady
800,lange::ADV,longtemps,dlouho
801,plötzlich::ADV,tout à coup,vtom
802,plötzlich::ADV,tout à coup,náhle
803,sofort::ADV,immédiatement,hned
804,sofort::ADV,immédiatement,ihned
805,später::ADV,plus tard,později
806,jetzt::ADV,maintenant,teď
807,jetzt::ADV,maintenant,nyní
808,heute::ADV,aujourd'hui,dnes
809,heute::ADV,aujourd'hui,dneska
810,morgen::ADV,demain,zítra
811,bald::ADV,bientôt,brzo
812,dann::ADV,puis,pak
813,dann::ADV,puis,potom
814,dann::ADV,ensuite,pak
815,dann::ADV,ensuite,potom
816,gestern::ADV,hier,včera
817,einst::ADV,jadis,kdysi
818,einst::ADV,autrefois,kdysi
819,damals::ADV,alors,tehdy
820,damals::ADV,alors,tenkrát
821,damals::ADV,à l'époque,tehdy
822,damals::ADV,à l'époque,tenkrát
823,danach::ADV,après,podle toho
824,danach::ADV,ensuite,podle toho
825,vorher::ADV,auparavant,dříve
826,vorher::ADV,auparavant,napřed
827,zuerst::ADV,d'abord,nejprve
828,zuerst::ADV,d'abord,nejdříve
829,zuerst::ADV,premièrement,nejprve
830,zuerst::ADV,premièrement,nejdříve
831,einmal::ADV,une fois,jednou
832,manchmal::ADV,parfois,někdy
833,manchmal::ADV,quelquefois,někdy
834,oft::ADV,souvent,často
835,immer::ADV,toujours,vždy
836,immer::ADV,toujours,stále
837,niemals::ADV,ne ... jamais,nikdy
838,hier::ADV,ici,zde
839,hier::ADV,ici,tady
840,hierhin::ADV,par ici,sem
841,von hier::ADV,d'ici,odtud
842,dort::ADV,là,tam
843,dort::ADV,là-bas,tam
844,dorthin::ADV,y,tam
845,dorthin::ADV,par là,tam
846,geradeaus::ADV,tout droit,rovně
847,vorwärts::ADV,en avant,kupředu
848,rückwärts::ADV,en arrière,zpět
849,zurück::ADV,de retour,zpět
850,zurück::ADV,de retour,nazpět
