,Concept_ID,es,fr
860,einst::ADV,antaño,autrefois
861,damals::ADV,entonces,alors
862,damals::ADV,entonces,à l'époque
863,danach::ADV,después,après
864,danach::ADV,después,ensuite
865,vorher::ADV,antes,auparavant
866,zuerst::ADV,primero,d'abord
867,zuerst::ADV,primero,premièrement
868,einmal::ADV,una vez,une fois
869,manchmal::ADV,a veces,parfois
870,manchmal::ADV,a veces,quelquefois
871,oft::ADV,a menudo,souvent
872,oft::ADV,con frecuencia,souvent
873,immer::ADV,siempre,toujours
874,niemals::ADV,jamás,ne ... jamais
875,hier::ADV,aquí,ici
876,hierhin::ADV,acá,par ici
877,von hier::ADV,desde aquí,d'ici
878,dort::ADV,ahí,là
879,dort::ADV,ahí,là-bas
880,dort::ADV,allí,là
881,dort::ADV,allí,là-bas
882,dorthin::ADV,allí,y
883,dorthin::ADV,allí,par là
884,dorthin::ADV,hacia allí,y
885,dorthin::ADV,hacia allí,par là
886,geradeaus::ADV,todo derecho,tout droit
887,vorwärts::ADV,adelante,en avant
888,rückwärts::ADV,hacia atrás,en arrière
889,zurück::ADV,atrás,de retour
890,unten::ADV,abajo,en bas
891,unten::ADV,abajo,au-dessous
892,hinab::ADV,hacia abajo,en bas
893,hinab::ADV,hacia abajo,vers le bas
894,oben::ADV,arriba,dessus
895,oben::ADV,arriba,en haut
896,hinauf::ADV,hacia arriba,en haut
897,hinauf::ADV,hacia arriba,vers le haut
898,überall::ADV,por todas partes,partout
899,nicht::ADV,no,ne ... pas
900,ein wenig::ADV,un poco,un peu
901,kaum::ADV,apenas,à peine
902,sehr::ADV,muy,très
903,sehr::ADV,mucho,très
904,so::ADV,tan,si
905,so::ADV,tan,ainsi
906,noch::ADV,aún,encore
907,noch::ADV,todavía,encore
908,nur::ADV,solamente,seulement
909,nur::ADV,solamente,ne ... que
910,schon::ADV,ya,déjà
911,wieder::ADV,de nuevo,de nouveau
912,vergebens::ADV,en vano,en vain
913,vor::PRP,antes de,devant
914,vor::PRP,delante de,devant
915,hinter::PRP,tras,derrière
916,hinter::PRP,detrás de,derrière
917,unter::PRP,bajo,sous
918,unter::PRP,bajo,au-dessous de
919,unter::PRP,debajo de,sous
920,unter::PRP,debajo de,au-dessous de
921,durch::PRP,por,par
922,durch::PRP,por,à travers
923,durch::PRP,a través de,par
924,durch::PRP,a través de,à travers
925,neben::PRP,al lado de,à côté de
926,zwischen::PRP,entre,entre
927,wegen::PRP,por,à cause de
928,wegen::PRP,a causa de,à cause de
929,dies::PRN,esto,ceci
930,das::PRN,eso,ce
931,das::PRN,eso,cela
932,das::PRN,esto,ce
933,das::PRN,esto,cela
934,alles::PRN,todo,tout
935,ich::PRN,yo,je
936,ich::PRN,yo,moi
937,du::PRN,tú,tu
938,du::PRN,tú,toi
939,er::PRN,él,il
940,er::PRN,él,lui
941,wir::PRN,nosotros,nous
942,ihr::PRN,vosotros,vous
943,sie::PRN,ellos,ils
944,sie::PRN,ellos,elles
945,was::FPRN,qué,que
946,was::FPRN,qué,quoi
947,wer::FPRN,quién,qui
948,wo::FADV,dónde,où
949,wohin::FADV,adónde,où
950,wohin::FADV,hacia dónde,où
951,wie::FADV,cómo,comment
952,warum::FADV,por qué,pourquoi
953,wieviel::FNUM,cuánto,combien
954,eins::NUM,uno,un
955,zwei::NUM,dos,deux
956,drei::NUM,tres,trois
957,vier::NUM,cuatro,quatre
958,fünf::NUM,cinco,cinq
959,sechs::NUM,seis,six
960,sieben::NUM,siete,sept
961,acht::NUM,ocho,huit
962,neun::NUM,nueve,neuf
963,zehn::NUM,diez,dix
964,elf::NUM,once,onze
965,zwölf::NUM,doce,douze
966,zwanzig::NUM,veinte,vingt
967,dreißig::NUM,treinta,trente
968,vierzig::NUM,cuarenta,quarante
969,fünfzig::NUM,cincuenta,cinquante
970,sechzig::NUM,sesenta,soixante
971,siebzig::NUM,setenta,soixante-dix
972,achtzig::NUM,ochenta,quatre-vingt
973,neunzig::NUM,noventa,quatre-vingt-dix
974,hundert::NUM,cien,cent
975,hundert::NUM,ciento,cent
976,tausend::NUM,mil,mille
977,und::CNJ,y,et
978,oder::CNJ,o,ou
979,stehen::V,estar de pie,être debout
980,sitzen::V,estar sentado,être assis
981,liegen::V,yacer,être couché
982,liegen::V,estar acostado,être couché
983,hängen::V,pender,pendre
984,werden::V,hacerse,devenir
985,passieren::V,suceder,se passer
986,beginnen::V,iniciarse,commencer
987,beginnen::V,principiar,commencer
988,enden::V,acabar,finir
989,enden::V,acabar,se terminer
990,enden::V,terminar,finir
991,enden::V,terminar,se terminer
992,wechseln::V,variar,changer
993,wechseln::V,variar,alterner
994,wechseln::V,alternar,changer
995,wechseln::V,alternar,alterner
996,aufgehen[Sonne]::V,salir,se lever
997,untergehen[Sonne]::V,ponerse,se coucher
998,untergehen[Sonne]::V,descender,se coucher
999,scheinen[Sonne]::V,brillar,briller
1000,donnern::V,tronar,tonner
1001,wehen::V,soplar,souffler
1002,strömen::V,afluir,affluer
1003,fließen::V,fluir,couler
1004,fließen::V,correr,couler
1005,sich drehen::V,girar,tourner
1006,schwanken::V,vacilar,osciller
1007,schwanken::V,vacilar,chanceler
1008,schwingen::V,oscilar,vibrer
1009,schwingen::V,oscilar,osciller
1010,fallen::V,caer,tomber
1011,brennen::V,arder,brûler
1012,brennen::V,arder,flamber
1013,brennen::V,quemar,brûler
1014,brennen::V,quemar,flamber
1015,rauchen::V,humear,fumer
1016,rauchen::V,echar humo,fumer
1017,regnen::V,llover,pleuvoir
1018,gefrieren::V,helarse,geler
1019,tauen::V,deshelarse,dégeler
1020,schmelzen::V,fundirse,fondre
1021,schmelzen::V,derretirse,fondre
1022,trocknen::V,secarse,sécher
1023,sieden::V,hervir,bouillir
1024,faulen::V,pudrirse,pourrir
1025,faulen::V,pudrirse,se putréfier
1026,verfaulen::V,pudrirse,pourrir
1027,reißen::V,romperse,rompre
1028,reißen::V,romperse,se déchirer
1029,versinken::V,hundirse,s'enfoncer
1030,vergehen::V,pasar,passer
1031,erscheinen::V,aparecer,apparaître
1032,verschwinden::V,desaparecer,disparaître
1033,sinken::V,bajar,descendre
1034,sinken::V,bajar,s'abaisser
1035,abnehmen::V,decrecer,diminuer
1036,abnehmen::V,disminuir,diminuer
1037,zunehmen::V,crecer,augmenter
1038,zunehmen::V,aumentar,augmenter
1039,steigen::V,subir,monter
1040,steigen::V,ascender,monter
1041,wachsen::V,crecer,croître
1042,glänzen::V,brillar,briller
1043,glänzen::V,resplandecer,briller
1044,funkeln::V,chispear,étinceler
1045,lärmen::V,hacer ruido,faire du bruit
1046,läuten::V,sonar,sonner
1047,läuten::V,repicar,sonner
1048,klingeln::V,tocar el timbre,sonner
1049,klirren::V,tintinear,cliqueter
1050,brausen::V,zumbar,mugir
1051,rauschen::V,murmurar,bruire
1052,klingen::V,sonar,sonner
1053,bellen::V,ladrar,aboyer
1054,heulen::V,ulular,hurler
1055,blasen::V,soplar,souffler
1056,pfeifen::V,silbar,siffler
1057,schreien::V,gritar,crier
1058,stöhnen::V,gemir,gémir
1059,zittern::V,temblar,trembler
1060,leben::V,vivir,vivre
1061,geboren werden::V,nacer,naître
1062,atmen::V,respirar,respirer
1063,trinken::V,beber,boire
1064,essen::V,comer,manger
1065,schlucken::V,tragar,avaler
1066,müde werden::V,cansarse,se lasser
1067,müde werden::V,cansarse,se fatiguer
1068,müde werden::V,fatigarse,se lasser
1069,müde werden::V,fatigarse,se fatiguer
1070,einschlafen::V,dormirse,s'endormir
1071,schlafen::V,dormir,dormir
1072,aufwachen::V,despertarse,se réveiller
1073,aufstehen::V,levantarse,se lever
1074,sich erholen::V,reposar,se reposer
1075,sich erholen::V,reposar,se détendre
1076,sich erholen::V,descansar,se reposer
1077,sich erholen::V,descansar,se détendre
1078,krank werden::V,caer enfermo,tomber malade
1079,krank sein::V,estar enfermo,être malade
1080,schmerzen::V,doler,faire mal
1081,husten::V,toser,tousser
1082,genesen::V,convalecer,guérir
1083,genesen::V,convalecer,se remettre
1084,genesen::V,restablecerse,guérir
1085,genesen::V,restablecerse,se remettre
1086,sterben::V,morir,mourir
1087,umkommen::V,perecer,périr
1088,sich bewegen::V,moverse,bouger
1089,sich rühren::V,rebullir,broncher
1090,sich erheben::V,levantarse,se lever
1091,sich setzen::V,sentarse,s'asseoir
1092,hinfallen::V,caerse,tomber
1093,laufen::V,andar,marcher
1094,laufen::V,andar,aller à pied
1095,schreiten::V,proceder,marcher
1096,spazierengehen::V,pasear,se promener
1097,spazierengehen::V,pasearse,se promener
1098,eilen::V,correr prisa,courir
1099,sich beeilen::V,darse prisa,se hâter
1100,sich beeilen::V,darse prisa,se dépêcher
1101,sausen::V,correr,filer
1102,rennen::V,correr,courir
1103,springen::V,saltar,sauter
1104,klettern::V,trepar,grimper
1105,klettern::V,escalar,grimper
1106,schaukeln::V,bambolearse,se balancer
1107,kriechen::V,reptar,ramper
1108,kriechen::V,arrastrarse,ramper
1109,schwimmen::V,nadar,nager
1110,tauchen::V,bucear,plonger
1111,tauchen::V,sumergirse,plonger
1112,rudern::V,remar,ramer
1113,fahren::V,ir,aller
1114,fahren::V,ir,rouler
1115,fliegen::V,volar,voler
1116,gehen::V,ir,aller
1117,gehen::V,andar,aller
1118,weggehen::V,irse,s'en aller
1119,weggehen::V,marcharse,s'en aller
1120,abfahren::V,salir,partir
1121,abfahren::V,partir,partir
1122,anhalten::V,parar,s'arrêter
1123,anhalten::V,pararse,s'arrêter
1124,hineingehen::V,entrar,entrer
1125,eintreten::V,entrar,entrer
1126,kommen::V,venir,venir
1127,ankommen::V,llegar,arriver
1128,zurückkommen::V,volver,revenir
1129,zurückkommen::V,regresar,revenir
1130,bleiben::V,quedarse,rester
1131,bleiben::V,quedarse,demeurer
1132,warten::V,esperar,attendre
1133,erwarten::V,esperar,attendre
1134,suchen::V,buscar,chercher
1135,finden::V,hallar,trouver
1136,finden::V,encontrar,trouver
1137,versuchen::V,intentar,essayer
1138,vorbereiten::V,preparar,préparer
1139,lieben::V,amar,aimer
1140,lieben::V,querer,aimer
1141,mögen::V,querer,aimer
1142,mögen::V,querer,vouloir
1143,lachen::V,reír,rire
1144,rühren::V,conmover,toucher
1145,rühren::V,conmover,attendrir
1146,weinen::V,llorar,pleurer
1147,schimpfen::V,regañar,gronder
1148,sich ärgern::V,enfadarse,se fâcher
1149,sich fürchten::V,tener miedo,avoir peur
1150,fürchten::V,temer,craindre
1151,fürchten::V,temer,avoir peur de
1152,fürchten::V,tener miedo a,craindre
1153,fürchten::V,tener miedo a,avoir peur de
1154,fliehen::V,huir,fuir
1155,flüchten::V,escaparse,s'enfuir
1156,sehen::V,ver,voir
1157,anschauen::V,mirar,regarder
1158,ansehen::V,mirar,regarder
1159,hören::V,oír,entendre
1160,zuhören::V,escuchar,écouter
1161,probieren::V,probar,goûter
1162,probieren::V,degustar,goûter
1163,riechen::V,oler,sentir
1164,fühlen::V,sentir,sentir
1165,scheinen::V,parecer,sembler
1166,scheinen::V,parecer,paraître
1167,zu sehen sein::V,poder verse,se voir
1168,zu sehen sein::V,poder verse,être visible
1169,vernehmen::V,oír,entendre
1170,vernehmen::V,oír,percevoir
1171,vernehmen::V,percibir,entendre
1172,vernehmen::V,percibir,percevoir
1173,frieren::V,tener frío,avoir froid
1174,tun::V,hacer,faire
1175,können::V,poder,savoir
1176,können::V,poder,pouvoir
1177,wollen::V,querer,vouloir
1178,anfangen::V,iniciar,commencer
1179,beenden::V,acabar,finir
1180,beenden::V,acabar,terminer
1181,beenden::V,terminar,finir
1182,beenden::V,terminar,terminer
1183,aufhören::V,cesar,cesser
1184,aufhören::V,cesar,arrêter
1185,gelingen::V,salir bien,réussir
1186,geraten::V,salir,réussir
1187,geraten::V,dar resultado,réussir
1188,öffnen::V,abrir,ouvrir
1189,schließen::V,cerrar,fermer
1190,stellen::V,poner,poser
1191,stellen::V,poner,mettre
1192,stellen::V,colocar,poser
1193,stellen::V,colocar,mettre
1194,setzen::V,poner,placer
1195,setzen::V,colocar,placer
1196,legen::V,poner,placer
1197,berühren::V,tocar,toucher
1198,verbinden::V,unir,lier
1199,verbinden::V,juntar,lier
1200,bedecken::V,tapar,couvrir
1201,bedecken::V,cubrir,couvrir
1202,aufhängen::V,colgar,accrocher
1203,anzünden::V,encender,allumer
1204,aufheben::V,recoger,ramasser
1205,zurücklassen::V,dejar,laisser
1206,verlieren::V,perder,perdre
1207,fallen lassen::V,dejar caer,lâcher
1208,fallen lassen::V,dejar caer,laisser tomber
1209,machen::V,hacer,faire
1210,herstellen::V,fabricar,produire
1211,herstellen::V,fabricar,fabriquer
1212,bauen::V,construir,bâtir
1213,bauen::V,construir,construire
1214,reparieren::V,reparar,réparer
1215,verbessern::V,mejorar,améliorer
1216,ändern::V,mudar,changer
1217,ändern::V,mudar,modifier
1218,ändern::V,modificar,changer
1219,ändern::V,modificar,modifier
1220,graben::V,cavar,creuser
1221,beugen::V,doblar,plier
1222,beugen::V,doblar,ployer
1223,beugen::V,inclinar,plier
1224,beugen::V,inclinar,ployer
1225,biegen::V,doblar,courber
1226,drehen::V,volver,tordre
1227,drehen::V,volver,tourner
1228,drehen::V,hacer girar,tordre
1229,drehen::V,hacer girar,tourner
1230,wenden::V,volver,retourner
1231,umdrehen::V,revolver,tourner
1232,heben::V,levantar,soulever
1233,hochheben::V,alzar,lever
1234,ergreifen::V,coger,saisir
1235,ergreifen::V,coger,prendre
1236,halten::V,tener,tenir
1237,drücken::V,apretar,presser
1238,schieben::V,empujar,pousser
1239,kratzen::V,rascar,gratter
1240,kratzen::V,rascar,égratigner
1241,lecken::V,lamer,lécher
1242,beißen::V,morder,mordre
1243,abreißen::V,arrancar,arracher
1244,abschneiden::V,cortar,couper
1245,binden::V,atar,lier
1246,binden::V,atar,attacher
1247,stecken::V,meter,enfoncer
1248,brechen::V,romper,rompre
1249,brechen::V,quebrar,rompre
1250,klopfen::V,golpear,frapper
1251,hauen::V,pegar,frapper
1252,kleben::V,pegar,coller
1253,kleben::V,encolar,coller
1254,reiben::V,frotar,frotter
1255,streichen::V,untar,empâter
1256,streichen::V,recubrir,empâter
1257,schleifen::V,afilar,affiler
1258,schleifen::V,afilar,aiguiser
1259,schneiden::V,cortar,couper
1260,schneiden::V,cortar,trancher
1261,rütteln::V,agitar,cahoter
1262,schütteln::V,agitar,secouer
1263,schütteln::V,sacudir,secouer
1264,schwenken::V,menear,agiter
1265,schütten::V,verter,verser
1266,füllen::V,llenar,remplir
1267,einwickeln::V,envolver,envelopper
1268,tragen::V,llevar,porter
1269,schleppen::V,arrastrar,traîner
1270,ziehen::V,tirar,tirer
1271,aufbewahren::V,conservar,garder
1272,aufbewahren::V,conservar,conserver
1273,werfen::V,echar,jeter
1274,werfen::V,echar,lancer
1275,werfen::V,lanzar,jeter
1276,werfen::V,lanzar,lancer
1277,fangen::V,coger,attraper
1278,packen::V,agarrar,agripper
1279,verstecken::V,esconder,cacher
1280,teilen::V,partir,diviser
1281,teilen::V,dividir,diviser
1282,schicken::V,enviar,envoyer
1283,bringen::V,traer,apporter
1284,hinzufügen::V,añadir,ajouter
1285,bekommen::V,obtener,obtenir
1286,bekommen::V,conseguir,obtenir
1287,erhalten::V,recibir,recevoir
1288,nehmen::V,tomar,prendre
1289,wählen::V,elegir,choisir
1290,auswählen::V,escoger,choisir
1291,auswählen::V,escoger,sélectionner
1292,auswählen::V,seleccionar,choisir
1293,auswählen::V,seleccionar,sélectionner
1294,bewahren::V,guardar,préserver
1295,bewahren::V,preservar,préserver
1296,behindern::V,estorbar,gêner
1297,behindern::V,obstaculizar,gêner
1298,verderben::V,estropear,gâter
1299,verderben::V,estropear,corrompre
1300,beschädigen::V,deteriorar,endommager
1301,zerbrechen::V,romper,casser
1302,zerbrechen::V,quebrar,casser
1303,zerreißen::V,desgarrar,déchirer
1304,zerreißen::V,despedazar,déchirer
1305,zerstören::V,destruir,détruire
1306,zerstören::V,destrozar,détruire
1307,verbrennen::V,quemar,brûler
1308,geben::V,dar,donner
1309,reichen::V,pasar,tendre
1310,schenken::V,regalar,offrir
1311,versprechen::V,prometer,promettre
1312,wünschen::V,desear,souhaiter
1313,loben::V,alabar,louer
1314,küssen::V,besar,embrasser
1315,wiegen::V,mecer,bercer
1316,zudecken::V,tapar,couvrir
1317,zudecken::V,cubrir,couvrir
1318,wecken::V,despertar,éveiller
1319,wecken::V,despertar,réveiller
1320,zeigen::V,mostrar,montrer
1321,zeigen::V,mostrar,faire voir
1322,führen::V,guiar,guider
1323,führen::V,conducir,guider
1324,lehren::V,enseñar,apprendre
1325,lehren::V,instruir,apprendre
1326,unterrichten::V,enseñar,instruire
1327,aufziehen::V,criar,élever
1328,leiten::V,guiar,diriger
1329,leiten::V,guiar,conduire
1330,leiten::V,dirigir,diriger
1331,leiten::V,dirigir,conduire
1332,antreiben::V,impeler,pousser
1333,antreiben::V,impulsar,pousser
1334,lassen::V,hacer,faire
1335,einladen::V,invitar,inviter
1336,vereinigen::V,unir,unir
1337,vereinigen::V,unir,réunir
1338,besuchen::V,visitar,visiter
1339,besuchen::V,visitar,aller voir
1340,besuchen::V,ir a ver,visiter
1341,besuchen::V,ir a ver,aller voir
1342,treffen::V,encontrar,rencontrer
1343,sich versammeln::V,reunirse,s'assembler
1344,sich versammeln::V,congregarse,s'assembler
1345,spielen::V,jugar,jouer
1346,singen::V,cantar,chanter
1347,tanzen::V,bailar,danser
1348,sich trennen::V,separarse,se séparer
1349,verlassen::V,dejar,quitter
1350,verlassen::V,abandonar,quitter
1351,retten::V,salvar,sauver
1352,bewachen::V,vigilar,garder
1353,schützen::V,proteger,protéger
1354,verteidigen::V,defender,défendre
1355,sich schlagen::V,batirse,se taper
1356,schießen::V,tirar,tirer
1357,schießen::V,disparar,tirer
1358,siegen::V,vencer,vaincre
1359,ärgern::V,enojar,agacer
1360,ärgern::V,enfadar,agacer
1361,schlagen::V,pegar,battre
1362,schlagen::V,pegar,frapper
1363,schlagen::V,golpear,battre
1364,schlagen::V,golpear,frapper
1365,treten::V,dar una patada a,botter
1366,treten::V,dar una patada a,donner un coup de pied à
1367,stechen::V,pinchar,piquer
1368,stoßen::V,empujar,heurter
1369,stehlen::V,robar,voler
1370,stehlen::V,hurtar,voler
1371,stören::V,molestar,gêner
1372,stören::V,molestar,déranger
1373,belästigen::V,molestar,molester
1374,belästigen::V,molestar,importuner
1375,belästigen::V,importunar,molester
1376,belästigen::V,importunar,importuner
1377,verbergen::V,ocultar,cacher
1378,verbergen::V,ocultar,dissimuler
1379,verbergen::V,esconder,cacher
1380,verbergen::V,esconder,dissimuler
1381,täuschen::V,engañar,abuser
1382,täuschen::V,engañar,tromper
1383,betrügen::V,engañar,duper
1384,betrügen::V,engañar,frauder
1385,töten::V,matar,tuer
1386,wohnen::V,vivir,habiter
1387,wohnen::V,vivir,demeurer
1388,wohnen::V,habitar,habiter
1389,wohnen::V,habitar,demeurer
1390,arbeiten::V,trabajar,travailler
1391,sammeln::V,recoger,collectionner
1392,sammeln::V,coleccionar,collectionner
1393,pflücken::V,coger,cueillir
1394,jagen::V,cazar,chasser
1395,fischen::V,pescar,pêcher
1396,fassen::V,atrapar,capturer
1397,fassen::V,capturar,capturer
1398,hüten::V,guardar,garder
1399,treiben::V,aballar,mener
1400,anbinden::V,atar,attacher
1401,füttern::V,echar de comer,faire manger
1402,melken::V,ordeñar,traire
1403,hacken::V,picar,fendre
1404,hacken::V,cortar,fendre
1405,gießen::V,regar,arroser
1406,reifen::V,madurar,mûrir
1407,zubereiten::V,preparar,préparer
1408,kochen::V,cocer,cuire
1409,kochen::V,guisar,cuire
1410,backen::V,hornear,cuire
1411,backen::V,cocer al horno,cuire
1412,braten::V,asar,rôtir
1413,braten::V,freír,rôtir
1414,umrühren::V,remover,remuer
1415,stricken::V,hacer punto,tricoter
1416,stricken::V,hacer calceta,tricoter
1417,nähen::V,coser,coudre
1418,färben::V,teñir,teindre
1419,färben::V,colorear,teindre
1420,reinigen::V,limpiar,nettoyer
1421,waschen::V,lavar,laver
1422,abwischen::V,fregar,essuyer
1423,abwischen::V,limpiar,essuyer
1424,spülen::V,aclarar,rincer
1425,spülen::V,enjuagar,rincer
1426,fegen::V,barrer,balayer
1427,fegen::V,pasar la escoba,balayer
1428,kehren::V,barrer,balayer
1429,baden::V,bañarse,se baigner
1430,sich waschen::V,lavarse,se laver
1431,ausziehen::V,quitar,ôter
1432,ausziehen::V,quitar,enlever
1433,ausziehen::V,quitarse,ôter
1434,ausziehen::V,quitarse,enlever
1435,anziehen::V,ponerse,mettre
1436,sich anziehen::V,vestirse,s'habiller
1437,kämmen::V,peinar,peigner
1438,schmücken::V,adornar,orner
1439,schmücken::V,adornar,décorer
1440,sagen::V,decir,dire
1441,sprechen::V,hablar,parler
1442,reden::V,hablar,parler
1443,reden::V,conversar,parler
1444,sich unterhalten::V,charlar,bavarder
1445,sich unterhalten::V,charlar,s'entretenir
1446,sich unterhalten::V,conversar,bavarder
1447,sich unterhalten::V,conversar,s'entretenir
1448,fragen::V,preguntar,demander
1449,bitten::V,rogar,prier
1450,erzählen::V,contar,raconter
1451,mitteilen::V,comunicar,communiquer
1452,mitteilen::V,participar,communiquer
1453,nennen::V,llamar,nommer
1454,nennen::V,llamar,appeler
1455,nennen::V,nombrar,nommer
1456,nennen::V,nombrar,appeler
1457,rufen::V,llamar,appeler
1458,prahlen::V,jactarse,se vanter
1459,übersetzen::V,traducir,traduire
1460,denken::V,pensar,penser
1461,glauben::V,creer,croire
1462,bemerken::V,notar,remarquer
1463,bemerken::V,notar,apercevoir
1464,erkennen::V,reconocer,reconnaître
1465,begreifen::V,concebir,concevoir
1466,verstehen::V,entender,entendre
1467,verstehen::V,entender,comprendre
1468,verstehen::V,comprender,entendre
1469,verstehen::V,comprender,comprendre
1470,lernen::V,aprender,apprendre
1471,wissen::V,saber,savoir
1472,sich erinnern an::V,recordar,se souvenir de
1473,sich erinnern an::V,acordarse de,se souvenir de
1474,vergessen::V,olvidar,oublier
1475,messen::V,medir,mesurer
1476,zählen::V,contar,compter
1477,rechnen::V,contar,calculer
1478,rechnen::V,calcular,calculer
1479,lesen::V,leer,lire
1480,malen::V,pintar,peindre
1481,zeichnen::V,dibujar,dessiner
1482,schreiben::V,escribir,écrire
1483,besitzen::V,poseer,posséder
1484,kaufen::V,comprar,acheter
1485,verkaufen::V,vender,vendre
1486,bezahlen::V,pagar,payer
1487,zahlen::V,pagar,payer
1488,beherrschen::V,dominar,dominer
1489,beherrschen::V,dominar,maîtriser
1490,ertragen::V,soportar,tolérer
1491,ertragen::V,soportar,supporter
