,Concept_ID,eu,myv
148,Insel::N,uharte,усия
149,Blume::N,lili,цеця
150,Gras::N,belar,тикше
151,Wurzel::N,zuztar,юр
152,Wurzel::N,zuztar,ундокс
153,Wurzel::N,sustrai,юр
154,Wurzel::N,sustrai,ундокс
155,Baum::N,zuhaitz,чувто
156,Stamm::N,enbor,рунго
157,Rinde::N,azal,суд
158,Rinde::N,azal,керь
159,Ast::N,adar,морго
160,Zweig::N,abar,тарад
161,Blatt::N,hosto,лопа
162,Birke::N,urki,килей
163,Kiefer[Baum]::N,ler,пиче
164,Weide[Baum]::N,zume,каль
165,Weide[Baum]::N,sahats,каль
166,Tanne::N,izei,куз
167,Horn::N,adar,сюро
168,Feder::N,luma,толга
169,Feder::N,hegaki,толга
170,Fell::N,ile,пона
171,Fell::N,larru,пона
172,Flügel::N,hego,сёлмо
173,Klaue::N,atzapar,кенже
174,Kralle::N,erpe,кенже
175,Kralle::N,atzapar,кенже
176,Schwanz::N,isats,пуло
177,Schwanz::N,buztan,пуло
178,Ei::N,arrautza,ал
179,Nest::N,habia,пизэ
180,Bau::N,ohantze,варя
181,Bau::N,ohantze,пизе
182,Tier::N,abere,ракша
183,Tier::N,piztia,ракша
184,Herde::N,saldo,стада
185,Herde::N,abere talde,стада
186,Kuh::N,behi,скал
187,Bulle::N,zezen,бука
188,Pferd::N,zaldi,лишме
189,Schaf::N,ardi,реве
190,Schwein::N,urde,туво
191,Schwein::N,txerri,туво
192,Hund::N,txakur,пине
193,Hund::N,txakur,киска
194,Katze::N,katu,псака
195,Bär::N,hartz,овто
196,Eichhörnchen::N,urtxintxa,ур
197,Elch::N,altze,сярдо
198,Fuchs::N,azeri,ривезь
199,Hase::N,erbi,нумоло
200,Maus::N,sagu,чеерь
201,Wolf::N,otso,верьгиз
202,Vogel::N,txori,нармунь
203,Vogel::N,hegazti,нармунь
204,Schwarm::N,aldra,полк
205,Schwarm::N,aldra,стада
206,Huhn::N,oilo,сараз
207,Hahn::N,oilar,атякш
208,Gans::N,antzara,гала
209,Gans::N,antzara,мацей
210,Adler::N,arrano,куцькан
211,Adler::N,arrano,тумоатякш
212,Ente::N,ahate,яксярго
213,Eule::N,hontza,корж
214,Kranich::N,kurrilo,карго
215,Krähe::N,bele,варака
216,Kuckuck::N,kuku,куко
217,Schwan::N,beltxarga,локсей
218,Fisch::N,arrain,кал
219,Barsch::N,perka,окунь
220,Hecht::N,lutxo,щука
221,Schlange[Tier]::N,suge,гуй
222,Wurm::N,har,сукс
223,Spinne::N,armiarma,шанжав
224,Ameise::N,inurri,коткудав
225,Laus::N,zorri,сий
226,Mücke::N,eltxo,сеське
227,Fliege::N,euli,карво
228,Schmetterling::N,pinpirin,нимиляв
229,Schmetterling::N,tximeleta,нимиляв
230,Beere::N,baia,умарь
231,Apfel::N,sagar,умарь
232,Pilz::N,onddo,панго
233,Pilz::N,perretxiko,панго
234,Zwiebel::N,tipula,чурька
235,Saat::N,haziak,видьметь
236,Korn::N,ale,сюро
237,Korn::N,pikor,сюро
238,Heu::N,belar ondu,тикше
239,Schale::N,azal,кедь
240,Schale::N,azal,ваткавкс
241,Grube::N,hobi,латко
242,Falle::N,harrapagailu,тувор
243,Falle::N,harrapagailu,кундамка
244,Schlinge::N,bilur,килькш
245,Schlinge::N,xedera,килькш
246,Spur::N,lorratz,челькс
247,Spur::N,lorratz,пильгеки
248,Asche::N,errauts,кулов
249,Dreck::N,satsukeria,рудаз
250,Eisen::N,burdina,кшни
251,Gold::N,urre,сырне
252,Gold::N,urregorri,сырне
253,Silber::N,zilar,сия
254,Silber::N,urrezuri,сия
255,Kohle::N,ikatz,сэдь
256,Kohle::N,ikatz,уголия
257,Glas::N,beira,сулика
258,Lehm::N,buztin,сёвонь
259,Sand::N,harea,човар
260,Sand::N,hondar,човар
261,Mensch::N,gizaki,ломань
262,Mann::N,gizon,аля
263,Mann::N,gizon,цёраломань
264,Frau::N,andere,ава
265,Frau::N,emakume,ава
266,Kind::N,haur,эйкакш
267,Junge::N,mutil,цёрыне
268,Mädchen::N,neska,тейтерне
269,Familie::N,sendi,семия
270,Familie::N,familia,семия
271,Großvater::N,aitona,покштя
272,Großvater::N,aitatxi,покштя
273,Großmutter::N,amona,баба
274,Großmutter::N,amatxi,баба
275,Eltern::N,gurasoak,тетят-ават
276,Vater::N,aita,тетя
277,Mutter::N,ama,ава
278,Sohn::N,seme,цёра
279,Tochter::N,alaba,тейтерь
280,Bruder::N,neba,леля
281,Bruder::N,neba,ялакс
282,Bruder::N,anaia,леля
283,Bruder::N,anaia,ялакс
284,Schwester::N,ahizpa,сазор
285,Onkel::N,osaba,леля
286,Tante::N,izeba,патя
287,Ehemann::N,senar,мирде
288,Ehefrau::N,emazte,ни
289,Freude::N,poz,кеняркс
290,Freude::N,pozkari,кеняркс
291,Gelächter::N,barre,ракамо
292,Gelächter::N,barre,пейдема
293,Gelächter::N,karkara,ракамо
294,Gelächter::N,karkara,пейдема
295,Glück::N,zori,уцяска
296,Kummer::N,xangrin,рискс
297,Kummer::N,xangrin,мелявкс
298,Kummer::N,atsekabe,рискс
299,Kummer::N,atsekabe,мелявкс
300,Wunsch::N,nahi,мель
301,Wunsch::N,nahi,бажамо
302,Wunsch::N,nahikunde,мель
303,Wunsch::N,nahikunde,бажамо
304,Lust::N,gogo,бажамо
305,Geist::N,gogo,ойме
306,Gedanke::N,gogoeta,мель
307,Gedächtnis::N,oroimen,мель
308,Gedächtnis::N,gogoramen,мель
309,Verstand::N,adimen,прев
310,Verstand::N,ulermen,прев
311,Sinn::N,zentzu,толк
312,Sinn::N,zentzu,смысла
313,Grund::N,zergati,тувтал
314,Wahrheit::N,egia,видечи
315,Gespräch::N,hizketa,кортнема
316,Gespräch::N,elkarrizketa,кортнема
317,Märchen::N,ipuin,ёвкс
318,Erzählung::N,edesti,ёвтнема
319,Erzählung::N,kontakizun,ёвтнема
320,Nachricht::N,albiste,куля
321,Neuigkeit::N,berri,куля
322,Name::N,izen,лем
323,Rätsel::N,asmakizun,содамоёвкс
324,Rede::N,hitzaldi,кортамо
325,Rede::N,mintzaldi,кортамо
326,Sprache::N,hizkuntza,кель
327,Stimme::N,ahots,ваигель
328,Wort::N,hitz,вал
329,Zeichen::N,agerbide,теште
330,Zeichen::N,agergarri,теште
331,Ruf::N,dei,тердема
332,Lärm::N,zarata,шалнома
333,Lärm::N,harrabots,шалнома
334,Laut::N,hots,вайгель
335,Ton::N,tonu,гайнема
336,Ton::N,soinu,гайнема
337,Lied::N,abesti,моро
338,Ruhe::N,nasaitasun,оймамо
339,Leute::N,jende,ломанть
340,Volk::N,herri,народ
341,Volk::N,populu,народ
342,Arbeit::N,lan,тев
343,Gast::N,arrotz,инже
344,Gast::N,apopilo,инже
345,Geschenk::N,opari,казне
346,Spiel::N,jolas,налксема
347,Gesellschaft::N,gizarte,община
348,Hilfe::N,helpide,лездамо
349,Hilfe::N,laguntza,лездамо
350,Freund::N,lagun,оя
351,Freund::N,lagun,ялга
352,Kamerad::N,adiskide,оя
353,Kamerad::N,adiskide,ялга
354,Kamerad::N,lagunkide,оя
355,Kamerad::N,lagunkide,ялга
356,Angelegenheit::N,afera,тев
357,Anzahl::N,kopuru,ламоксчи
358,Art::N,mota,вид
359,Stück::N,puska,пакш
360,Stück::N,puska,пелькс
361,Teil::N,atal,часть
362,Teil::N,atal,пелькс
363,Hälfte::N,erdi,пель
364,Hälfte::N,erdi,пелькс
365,Kreis::N,biribilki,кирькс
366,Kreuz::N,gurutze,крёст
367,Linie::N,linea,кикс
368,Strich::N,marra,межа
369,Abstand::N,tarte,ютко
370,Entfernung::N,urrunera,ютко
371,Gegend::N,alderdi,тарка
372,Gegend::N,alderdi,пертьпелькс
373,Gegend::N,eskualde,тарка
374,Gegend::N,eskualde,пертьпелькс
375,Platz::N,leku,васолкс
376,Ort::N,toki,тарка
377,Seite::N,albo,ён
378,Seite::N,albo,чире
379,Mitte::N,erdi,куншка
380,Gegenstand::N,gauzaki,предмет
381,Sache::N,gauza,тев
382,Sache::N,gauza,веща
383,Rand::N,ertz,пе
384,Rand::N,ertz,чире
385,Kante::N,ertz,ирдез
386,Ecke::N,kantoi,ужо
387,Spitze::N,punta,пряне
388,Spitze::N,punta,пе
389,Ende::N,buru,пе
390,Ende::N,mutur,пе
391,Loch::N,zulo,варя
392,Winkel::N,zoko,ужо
393,Winkel::N,bazter,ужо
394,Muster::N,eredu,сёрма
395,Muster::N,marrazki,сёрма
396,Größe::N,kaizu,сэрь
397,Größe::N,kaizu,покшолма
398,Größe::N,tamaina,сэрь
399,Größe::N,tamaina,покшолма
400,Länge::N,luzera,кувалмо
401,Höhe::N,goiera,сэрь
402,Höhe::N,goiera,пандо
403,Höhe::N,garaiera,сэрь
404,Höhe::N,garaiera,пандо
405,Gewicht::N,hazta,сталмо
406,Menge::N,kopuru,лововкс
407,Haufen::N,pila,мар
408,Haufen::N,pila,валявкс
409,Haufen::N,mendoi,мар
410,Haufen::N,mendoi,валявкс
411,Reihe::N,ilara,ряд
412,Reihe::N,errenkada,ряд
413,Boot::N,potin,венч
414,Boot::N,txalupa,венч
415,Ruder::N,arraun,милё
416,Schlitten::N,lera,нурдт
417,Schlitten::N,narra,нурдт
418,Ski::N,eski,сокс
419,Lagerfeuer::N,su,толбандя
420,Last::N,zama,сталмо
421,Last::N,zama,кандома
422,Last::N,karga,сталмо
423,Last::N,karga,кандома
424,Gang::N,ibilera,молема
425,Gang::N,ibilera,якамо
426,Schritt::N,pauso,эскелькс
427,Schritt::N,urrats,эскелькс
428,Norden::N,ipar,якшамо ёнкс
429,Norden::N,iparralde,якшамо ёнкс
430,Süden::N,hego,лембе ёнкс
431,Süden::N,hegoalde,лембе ёнкс
432,Westen::N,sartalde,чивалгома
433,Westen::N,mendebalde,чивалгома
434,Osten::N,ekialde,чилисема
435,Osten::N,sortalde,чилисема
436,Holz::N,zur,чувто
437,Brett::N,ohol,лаз
438,Platte::N,lauza,плита
439,Stütze::N,irozgarri,неже
440,Stütze::N,bermagailu,неже
441,Stange::N,haga,олга
442,Stock::N,makila,мандо
443,Stab::N,makila,олога
444,Rohr::N,hodi,турба
445,Haus::N,etxe,кудо
446,Heim::N,etxe,кудо
447,Heim::N,etxaleku,кудо
448,Ofen::N,berogailu,каштомо
449,Fußboden::N,zoru,киякс
450,Tisch::N,mahai,столь
451,Stuhl::N,aulki,стул
452,Wiege::N,kuma,лавсь
453,Wiege::N,kuma,нурямот
454,Wiege::N,sehaska,лавсь
455,Wiege::N,sehaska,нурямот
456,Bett::N,ohe,ацамо
457,Bett::N,ohatze,ацамо
458,Regal::N,apalategi,лався
459,Regal::N,apalategi,лавсяланго
460,Kiste::N,kutxa,горобия
461,Kiste::N,kutxa,сундук
462,Fenster::N,leiho,вальма
463,Tür::N,ate,кенкш
464,Tor::N,atari,ортат
465,Zaun::N,hesi,пирявт
466,Zaun::N,hesi,пирвякс
467,Dach::N,teilatu,кудопря
468,Leiter::N,zurubi,кузтема
469,Besen::N,erratz,тенсть
470,Spaten::N,burdinpala,койме
471,Schaufel::N,pala,кече
472,Schaufel::N,pala,келей койме
473,Gabel::N,sardexka,сянгине
474,Löffel::N,koilara,пенч
475,Messer::N,aizto,пеель
476,Nagel::N,iltze,эске
477,Netz::N,sare,алтыма
478,Haken::N,mako,кечказ
479,Griff::N,eskutoki,кедне
480,Schloss::N,sarraila,замок
481,Schloss::N,sarraila,панжома
482,Bild::N,irudi,картина
483,Figur::N,figura,рунго
484,Puppe::N,panpina,няка
485,Puppe::N,andrakila,няка
486,Beutel::N,zorro,кескав
487,Bündel::N,azao,керькс
488,Bündel::N,espal,керькс
489,Tasche::N,poltsa,юдма
490,Eimer::N,treska,ведра
491,Deckel::N,tapa,велькс
492,Deckel::N,estalki,велькс
493,Geschirr::N,baxera,кедьге
494,Geschirr::N,ontziteria,кедьге
495,Sack::N,zaku,кескав
496,Tasse::N,kikara,чакш
497,Topf::N,ontzi,кастрюля
498,Topf::N,lapiko,кастрюля
499,Kessel::N,pazia,котёл
500,Essen::N,janaldi,ярсамо
501,Nahrung::N,jan,ярсамопель
502,Speise::N,jaki,ярсамопель
503,Fleisch::N,okela,сывель
504,Fleisch::N,haragi,сывель
505,Getreide::N,labore,сюро
506,Brei::N,ahi,каша
507,Brei::N,pure,каша
508,Brot::N,ogi,кши
509,Scheibe::N,xerra,кочом
510,Scheibe::N,xerra,сускомо
511,Scheibe::N,pirripita,кочом
512,Scheibe::N,pirripita,сускомо
513,Fett::N,urin,куя
514,Fett::N,koipe,куя
515,Butter::N,gurin,ой
516,Öl::N,olio,ой
517,Salz::N,gatz,сал
518,Suppe::N,zopa,ям
519,Suppe::N,salda,ям
520,Honig::N,ezti,медь
521,Milch::N,esne,ловсо
522,Tee::N,te,чай
523,Leder::N,larru,киське
524,Wolle::N,artile,пона
525,Stoff::N,ehun,коцт
526,Nadel::N,orratz,салмукс
527,Nadel::N,jostorratz,салмукс
528,Faden::N,hari,суре
529,Knopf::N,botoi,пов
530,Knoten::N,korapilo,сюлмо
531,Farbe::N,pintura,артомапель
532,Kleidung::N,arropa,оршамот
533,Kleidung::N,jantziak,оршамот
534,Hemd::N,atorra,панар
535,Hemd::N,alkandora,панар
536,Kragen::N,idun,сиве
537,Ärmel::N,mahuka,ожа
538,Hose::N,prakak,понкст
539,Hose::N,galtzak,понкст
540,Gürtel::N,gerriko,каркс
541,Mütze::N,txano,чапка
542,Mütze::N,txapel,чапка
543,Schuh::N,oski,туфля
544,Schuh::N,oinetako,туфля
545,Stiefel::N,bota,кем
546,Ring::N,uztai,суркс
547,Band::N,zinta,лента
548,Band::N,xingola,лента
549,Kamm::N,orrazi,сурсеме
550,Spiegel::N,mirail,чавачамо
551,Riemen::N,uhal,кшнань каркс
552,Schnur::N,lokailu,пикс
553,Leine::N,lotura,ведьме
554,Decke::N,burusi,вельтямо
555,Kissen::N,kuxin,тодов
556,Tuch::N,zapi,паця
557,Tuch::N,oihal,паця
558,Handtuch::N,eskuzapi,нардамо
559,Handtuch::N,eskuoihal,нардамо
560,Kraft::N,indar,вий
561,Stärke::N,indar,виевчи
562,Gesundheit::N,osasun,шумбрачи
563,Krankheit::N,eritasun,орма
564,Krankheit::N,eritasun,сэредема
565,Krankheit::N,gaixotasun,орма
566,Krankheit::N,gaixotasun,сэредема
567,Schmerz::N,min,сэредькс
568,Wunde::N,zauri,керявкс
569,Fieber::N,sukar,маштыкс
570,Arznei::N,osagai,ормаменькс
571,Arznei::N,sendagai,ормаменькс
572,Brücke::N,zubi,сэдь
573,Brücke::N,zubi,мадамо
574,Brunnen::N,putzu,лисьма
575,Weide::N,alha,ракшань ванома тарка
576,Weide::N,bazkaleku,ракшань ванома тарка
577,Pfad::N,zidor,ян
578,Pfad::N,bidexka,ян
579,Weg::N,bide,ки
580,Straße::N,errepide,ки
581,Dorf::N,herri,веле
582,Stadt::N,hiri,ош
583,Brief::N,gutun,сёрма
584,Brief::N,eskutitz,сёрма
585,Buch::N,liburu,книга
586,Buchstabe::N,hizki,буква
587,Zeitung::N,egunkari,газета
588,Leben::N,bizi,эрямо
589,Leben::N,bizitza,эрямо
590,Tod::N,herio,кулома
591,Tod::N,heriotza,кулома
592,Grab::N,hobi,калмо
593,Grab::N,hilobi,калмо
594,Kirche::N,eliza,церькова
595,Sünde::N,hoben,чумочи
596,Sünde::N,bekatu,чумочи
597,Gott::N,jainko,паз
598,Arbeiter::N,langile,робочей
599,Arbeiter::N,behargin,робочей
600,Chef::N,nagusi,прявт
601,Meister::N,maisu,кол тевень тенця
602,Arzt::N,osagile,врач
603,Arzt::N,sendagile,врач
604,Lehrer::N,irakasle,учитель
605,Lehrer::N,irakasle,тонавтыця
606,Geld::N,diru,ярмак
607,Geschäft::N,negozio,ладязь тев
608,Laden::N,denda,лавка
609,Laden::N,saltegi,лавка
610,Preis::N,prezio,питне
611,Preis::N,salneurri,питне
612,Ware::N,salgai,миевкс
613,Ware::N,salgai,рамавкс
614,Nutzen::N,onura,паро
615,Nutzen::N,onura,лезэ
616,Nutzen::N,probetxu,паро
617,Nutzen::N,probetxu,лезэ
618,Reichtum::N,aberastasun,сюпавчи
619,Welt::N,ludi,мир
620,Welt::N,ludi,мастор ланго
621,Welt::N,mundu,мир
622,Welt::N,mundu,мастор ланго
623,Land::N,herrialde,мастор
624,Staat::N,estatu,государства
625,König::N,errege,король
626,Macht::N,botere,азорксчи
627,Grenze::N,muga,буен тешкс
628,Krieg::N,guda,война
629,Feind::N,etsai,душман
630,Feind::N,arerio,душман
631,Gewalt::N,bortxa,нарьгамо
632,Gewalt::N,bortizkeria,нарьгамо
633,Kampf::N,gudu,тюрема
634,Kampf::N,auska,тюрема
635,Bogen[Waffe]::N,arku,нал
636,Pfeil::N,gezi,нал
637,Gewehr::N,fusil,ружия
638,Gewehr::N,fusil,винтовка
639,Fehler::N,huts,ильведькс
640,Fehler::N,huts,ильведевкс
641,Fehler::N,hutsegin,ильведькс
642,Fehler::N,hutsegin,ильведевкс
643,Lüge::N,gezur,манчема
644,Lüge::N,gezur,кенгелема
645,Schaden::N,kalte,зыян
646,Unglück::N,zoritxar,зыян
647,Unglück::N,zorigaitz,зыян
648,Schuld::N,erru,чумочи
649,Alter::N,adin,шка
650,Schluss::N,bukaera,пе
651,Zeit::N,aldi,шка
652,Zeit::N,aldi,пинге
653,Zeit::N,denbora,шка
654,Zeit::N,denbora,пинге
655,Tag::N,egun,чи
656,Morgen::N,goiz,валске
657,Mittag::N,eguerdi,чикуншка
658,Abend::N,arrats,чокшнэ
659,Nacht::N,gau,ве
660,Woche::N,aste,недля
661,Monat::N,hil,ков
662,Jahr::N,urte,ие
663,Frühling::N,udalehen,тундо
664,Sommer::N,uda,кизэ
665,Herbst::N,udazken,сёксь
666,Herbst::N,neguantz,сёксь
667,Winter::N,negu,теле
668,Januar::N,urtarril,якшамков
669,Februar::N,otsail,февраль
670,März::N,martxo,март
671,April::N,apiril,апрель
672,Mai::N,maiatz,май
673,Juni::N,ekain,июнь
674,Juli::N,uztail,июль
675,August::N,abuztu,август
676,September::N,irail,сентября
677,Oktober::N,urri,октября
678,November::N,azaro,ноября
679,Dezember::N,abendu,декабря
680,Montag::N,astelehen,пондельник
681,Dienstag::N,astearte,овторник
682,Mittwoch::N,asteazken,серёда
683,Donnerstag::N,ostegun,цетьверьг
684,Freitag::N,ostiral,пеця
685,Samstag::N,larunbat,субута
686,Samstag::N,larunbat,шлямочи
687,Sonntag::N,igande,недлячи
688,groß::A,handi,ине
689,groß::A,handi,покш
690,klein::A,txiki,вишка
691,lang::A,luze,кувака
692,kurz::A,labur,нурькине
693,breit::A,zabal,келей
694,schmal::A,mehar,теине
695,dicht::A,sarri,тусто
696,dicht::A,trinko,тусто
697,dick[Gegenstand]::A,lodi,эчке
698,dünn::A,mehe,човине
699,fein::A,fin,човине
700,fest::A,tinko,кеме
701,flach::A,lau,лапужа
702,flach::A,ordoki,лапужа
703,glatt::A,leun,валаня
704,hart::A,gogor,калгодо
705,weich::A,bigun,чевте
706,weich::A,beratz,чевте
707,rund::A,biribil,кеверь
708,spitz::A,puntadun,пшти
709,scharf::A,zorrotz,пшти
710,stumpf::A,kamuts,ношка
711,schwer::A,astun,стака
712,schwer::A,pisutsu,стака
713,schön::A,eder,мазый
714,heiß::A,bero,пси
715,heiß::A,oso bero,пси
716,warm::A,bero,лембе
717,kalt::A,hotz,якшамо
718,kühl::A,hotzil,экше
719,frisch::A,fresko,свежа
720,frisch::A,hozkirri,свежа
721,feucht::A,heze,летьке
722,nass::A,busti,начко
723,trocken::A,siku,коське
724,trocken::A,lehor,коське
725,voll::A,bete,пешксе
726,leer::A,huts,чаво
727,offen::A,ireki,панжадо
728,offen::A,ireki,виде
729,geschlossen::A,itxita,пекстазь
730,geschlossen::A,itxita,сёлгозь
731,sauber::A,xahu,ванькс
732,sauber::A,garbi,ванькс
733,schmutzig::A,lohi,ливезев
734,schmutzig::A,zikin,ливезев
735,roh::A,gordin,верек
736,reif::A,umo,кенерезь
737,reif::A,heldu,кенерезь
738,lecker::A,goxo,тантей
739,süß::A,goxo,ламбамо
740,bitter::A,karmin,сэпей
741,bitter::A,garratz,сэпей
742,sauer::A,mingots,чапамо
743,hell::A,argi,валдо
744,dunkel::A,ilun,чопода
745,schwarz::A,beltz,раужо
746,weiß::A,zuri,ашо
747,rot::A,gorri,якстере
748,gelb::A,hori,ожо
749,blau::A,urdin,сэнь
750,grün::A,berde,пиже
751,grün::A,musker,пиже
752,grau::A,urdin,шержев
753,grau::A,urdinabar,шержев
754,bunt::A,koloretsu,сёрмав
755,billig::A,merke,аволь питней
756,teuer::A,garesti,питней
757,wertvoll::A,baliotsu,питней
758,blind::A,itsu,сокор
759,taub::A,gor,амариця
760,kräftig::A,kementsu,пек виев
761,stark::A,bizkor,виев
762,stark::A,indartsu,виев
763,schwach::A,ahul,лавшо
764,schwach::A,indargabe,лавшо
765,fett::A,gizen,куя
766,schlank::A,lerden,виде ронга
767,hübsch::A,polit,мазый
768,böse::A,tzar,кежей
769,böse::A,gaizto,кежей
770,dumm::A,lelo,чавола
771,dumm::A,lelo,превтеме
772,dumm::A,pello,чавола
773,dumm::A,pello,превтеме
774,faul::A,nagi,нузякс
775,faul::A,alfer,нузякс
776,fleißig::A,maratz,мелень путыця
777,fleißig::A,lanzale,мелень путыця
778,geizig::A,zeken,скупой
779,geizig::A,zikoitz,скупой
780,klug::A,zuhur,превей
781,geschickt::A,trebe,маштозь теезь
782,geschickt::A,antzetsu,маштозь теезь
783,lieb::A,maite,вадря
784,lieb::A,laztan,вадря
785,lustig::A,alaitsu,весёла
786,sanft::A,eme,сэтьме
787,sanft::A,ezti,сэтьме
788,hungrig::A,gose,вачо
789,krank::A,eri,сэредиця
790,krank::A,gaixo,сэредиця
791,nackt::A,biluzi,штапо
792,traurig::A,itun,нусманя
793,traurig::A,betilun,нусманя
794,lebendig::A,bizirik,эриця
795,gut::A,on,паро
796,schlecht::A,txar,берянь
797,richtig::A,zuzen,виде
798,schlimm::A,larri,берянь
799,wahr::A,egiazko,алкуксонь
800,alt::A,zahar,ташто
801,neu::A,berri,од
802,ehemalig::A,lehengo,икелень
803,alt[Lebewesen]::A,adindun,сыре
804,jung::A,gazte,од
805,arm::A,txiro,кажов
806,arm::A,behartsu,кажов
807,reich::A,dirudun,сюпав
808,bekannt::A,ezagun,содавикс
809,berühmt::A,entzun,содавикс
810,berühmt::A,ospetsu,содавикс
811,fremd::A,arrotz,лия
812,fremd::A,arrotz,асодавикс
813,verschieden::A,ezberdin,эрьва
