,Concept_ID,os,mn
325,Rede::N,раныхас,хэлсэн үг
326,Sprache::N,ӕвзаг,хэл
327,Stimme::N,хъӕлӕс,дуу
328,Wort::N,дзырд,үг
329,Zeichen::N,нысан,тамга
330,Zeichen::N,нысан,тэмдэг
331,Ruf::N,сидт,дуудлага
332,Lärm::N,уынæр,шуугиан
333,Lärm::N,уынæр,чимээ
334,Laut::N,зӕл,анир
335,Laut::N,зӕл,дуу
336,Laut::N,мыр,анир
337,Laut::N,мыр,дуу
338,Ton::N,мыр,авиа
339,Ton::N,мыр,аялгуу
340,Lied::N,зарӕг,дуу
341,Ruhe::N,æнцой,энх
342,Ruhe::N,æнцой,тайван
343,Leute::N,адӕм,хүмүүс
344,Volk::N,адӕм,улс
345,Arbeit::N,фӕллой,ажил
346,Arbeit::N,фӕллой,хөдөлмөр
347,Gast::N,уазӕг,зочин
348,Gast::N,уазӕг,айлчин
349,Geschenk::N,хуын,бэлэг
350,Spiel::N,хъазт,наадам
351,Spiel::N,хъазт,тоглоом
352,Gesellschaft::N,дзыллæ,хамт байх
353,Gesellschaft::N,æхсæнад,хамт байх
354,Hilfe::N,æххуыс,тусламж
355,Hilfe::N,ахъаз,тусламж
356,Freund::N,лымӕн,найз
357,Freund::N,лымӕн,нөхөр
358,Kamerad::N,ӕмбал,хань
359,Kamerad::N,ӕмбал,нөхөр
360,Angelegenheit::N,хъуыддаг,хэрэг
361,Anzahl::N,бӕрц,тоо
362,Art::N,хуыз,төрөл
363,Art::N,хуыз,янз
364,Art::N,хуызад,төрөл
365,Art::N,хуызад,янз
366,Stück::N,кæрдих,хэсэг
367,Stück::N,комдзаг,хэсэг
368,Teil::N,хай,хувь
369,Teil::N,хай,хэсэг
370,Hälfte::N,æрдæг,хагас
371,Hälfte::N,æмбис,хагас
372,Kreis::N,зиллакк,тойрог
373,Kreis::N,зиллакк,хүрээ
374,Kreuz::N,дзуар,загалмай
375,Linie::N,хахх,шугам
376,Strich::N,хахх,зураас
377,Abstand::N,æхсæнуат,зай
378,Entfernung::N,дæрддзæг,зай
379,Entfernung::N,дæрддзæг,хол ойр
380,Entfernung::N,дардцæг,зай
381,Entfernung::N,дардцæг,хол ойр
382,Gegend::N,ран,хавь
383,Gegend::N,ран,газар
384,Platz::N,бууат,зай
385,Platz::N,бууат,завсар
386,Ort::N,ран,газар
387,Ort::N,ран,байр
388,Ort::N,бынат,газар
389,Ort::N,бынат,байр
390,Seite::N,фахс,тал
391,Seite::N,фахс,этгээд
392,Mitte::N,астӕу,төв
393,Mitte::N,астӕу,дунд
394,Gegenstand::N,дзаума,юм
395,Sache::N,дзаума,үйл
396,Sache::N,дзаума,хэрэг
397,Rand::N,кӕрон,зах
398,Rand::N,кӕрон,хөвөө
399,Kante::N,фӕрск,ирмэг
400,Ecke::N,тигъ,өнцөг
401,Ecke::N,фисын,өнцөг
402,Spitze::N,бырынкъ,үзүүр
403,Ende::N,кӕрон,зах
404,Ende::N,кӕрон,үзүүр
405,Loch::N,хуынкъ,цоорхой
406,Loch::N,хуынкъ,онгорхой
407,Winkel::N,къуым,өнцөг
408,Muster::N,нывæфтыд,хээ
409,Muster::N,нывæфтыд,угалз
410,Muster::N,кæдзист,хээ
411,Muster::N,кæдзист,угалз
412,Größe::N,ас,хэмжээ
413,Länge::N,дӕргъ,урт
414,Höhe::N,бæрзонд,өндөр
415,Höhe::N,бæрзæнд,өндөр
416,Höhe::N,бæрзонддзинад,өндөр
417,Gewicht::N,уӕз,жин
418,Menge::N,бӕрц,тоо
419,Haufen::N,кӕри,бөөн
420,Reihe::N,рӕнхъ,эгнээ
421,Boot::N,чема,завь
422,Ruder::N,къохар,сэлүүр
423,Schlitten::N,дзоныгъ,чарга
424,Ski::N,къахдзоныгътæ,цана
425,Ski::N,лыжæтæ,цана
426,Lagerfeuer::N,арт,түүдэг
427,Last::N,уаргъ,ачаа
428,Gang::N,цыд,явдал
429,Schritt::N,санчъех,алхам
430,Schritt::N,къахдзӕф,алхам
431,Norden::N,цæгат,умар
432,Süden::N,хуссар,урд
433,Süden::N,хуссар,өмнө
434,Westen::N,ныгуылæн,өрнө
435,Westen::N,ныгуылæн,баруун
436,Osten::N,скæсæн,зүүн
437,Osten::N,скæсæн,дорно
438,Holz::N,хъӕдӕрмӕг,мод
439,Brett::N,фæйнæг,банз
440,Platte::N,къӕй,хавтан
441,Stütze::N,быцæу,тулгуур
442,Stütze::N,быцæу,тулга
443,Stange::N,хъил,сургааг
444,Stock::N,лӕдзӕг,саваа
445,Stab::N,хъил,таяг
446,Rohr::N,хӕтӕл,хоолой
447,Haus::N,хӕдзар,гэр
448,Haus::N,хӕдзар,байшин
449,Heim::N,къона,гэр
450,Ofen::N,пец,зуух
451,Ofen::N,пец,пийшин
452,Fußboden::N,астӕрд,шал
453,Tisch::N,стъол,ширээ
454,Stuhl::N,бандон,сандал
455,Wiege::N,авдæн,өлгий
456,Bett::N,сынтӕг,ор
457,Regal::N,тӕрхӕг,тавиур
458,Regal::N,уӕлвӕйнӕг,тавиур
459,Kiste::N,асыкк,авдар
460,Kiste::N,асыкк,хайрцаг
461,Fenster::N,рудзынг,гэгээвч
462,Fenster::N,фæрссаг,гэгээвч
463,Tür::N,дуар,үүд
464,Tür::N,дуар,хаалга
465,Tor::N,кулдуар,хаалга
466,Zaun::N,æмбонд,хашаа
467,Zaun::N,быру,хашаа
468,Zaun::N,гæрæн,хашаа
469,Dach::N,уӕлхӕдзар,дээвэр
470,Leiter::N,асин,шат
471,Besen::N,уисой,хамуур
472,Besen::N,уисой,туужуу
473,Spaten::N,бел,хүрз
474,Schaufel::N,æвгæнæн,хүрз
475,Schaufel::N,кæфой,хүрз
476,Gabel::N,вилкæ,сэрээ
477,Löffel::N,уидыг,халбага
478,Messer::N,кард,хутга
479,Nagel::N,зӕгӕл,хадаас
480,Netz::N,хыз,өөш
481,Netz::N,хыз,тор
482,Haken::N,хæдз,гох
483,Haken::N,хæбырæгъ,гох
484,Griff::N,фистон,иш
485,Griff::N,фистон,сэнж
486,Schloss::N,гуыдыр,цуурга
487,Schloss::N,гуыдыр,цоож
488,Bild::N,ныв,зураг
489,Figur::N,кæрдгæныв,баримал
490,Puppe::N,чындз,хүүхэлдэй
491,Beutel::N,дзӕкъул,агсаа
492,Beutel::N,дзӕкъул,уут
493,Bündel::N,баст,боодол
494,Tasche::N,хызын,цүнх
495,Tasche::N,дзæкъул,цүнх
496,Eimer::N,къæрта,хөнөг
497,Eimer::N,къæрта,хувин
498,Eimer::N,чъыбыла,хөнөг
499,Eimer::N,чъыбыла,хувин
500,Eimer::N,ведра,хөнөг
501,Eimer::N,ведра,хувин
502,Deckel::N,сæр,таг
503,Deckel::N,сæр,хавхаг
504,Deckel::N,æмбæрзæн,таг
505,Deckel::N,æмбæрзæн,хавхаг
506,Geschirr::N,мигæнæн,сав суулга
507,Geschirr::N,мигæнæнтæ,сав суулга
508,Sack::N,голлаг,шуудай
509,Tasse::N,пиала,аяга
510,Tasse::N,къус,аяга
511,Topf::N,аг,тогоо
512,Topf::N,чысыл аг,тогоо
513,Kessel::N,аг,тогоо
514,Essen::N,хӕрд,идээ
515,Nahrung::N,хойраг,хүнс
516,Speise::N,хӕринаг,идээ
517,Fleisch::N,дзидза,мах
518,Fleisch::N,фыдызгъӕл,мах
519,Getreide::N,халсар,будаа
520,Brei::N,кас,богшмол
521,Brei::N,кас,будаа
522,Brot::N,дзул,талх
523,Scheibe::N,къӕбӕр,зүсэм
524,Scheibe::N,къӕбӕр,хэрчим
525,Fett::N,сой,өөх
526,Butter::N,нӕлхӕ,тос
527,Öl::N,зети,тос
528,Salz::N,цӕхх,давс
529,Suppe::N,бас,шөл
530,Honig::N,мыд,бал
531,Milch::N,ӕхсыр,сүү
532,Tee::N,цай,цай
533,Leder::N,мæскуы,арьс
534,Leder::N,мæскуы,савхи
535,Wolle::N,фӕсмын,ноос
536,Wolle::N,фӕсмын,унгас
537,Stoff::N,хъуымац,бөс
538,Nadel::N,судзин,зүү
539,Faden::N,ӕндах,боолт
540,Faden::N,ӕндах,утас
541,Knopf::N,цӕппӕр,товч
542,Knoten::N,ӕлхынцъ,зангилаа
543,Farbe::N,ахорæн,будаг
544,Kleidung::N,дарӕс,хувцас
545,Hemd::N,хӕдон,цамц
546,Kragen::N,æфцæггот,зах заам
547,Ärmel::N,дыс,ханцуй
548,Hose::N,хæлаф,өмд
549,Hose::N,æддаг хæлаф,өмд
550,Hose::N,салбар,өмд
551,Gürtel::N,рон,бүс
552,Mütze::N,худ,малгай
553,Mütze::N,худ,бүрх
554,Schuh::N,басмахъ,туфли
555,Stiefel::N,цырыхъхъ,гутал
556,Ring::N,къухдарӕн,бөгж
557,Band::N,лент,тууз
558,Kamm::N,сӕрвасӕн,сам
559,Spiegel::N,айдæн,толь
560,Spiegel::N,кæсæн,толь
561,Riemen::N,гӕрз,тасам
562,Riemen::N,гӕрз,сур
563,Schnur::N,бӕндӕн,татлага
564,Decke::N,хъӕццул,хөнжил
565,Decke::N,хъӕццул,хучлага
566,Kissen::N,баз,дэр
567,Tuch::N,кæлмæрзæн,алчуур
568,Tuch::N,кæлмæрзæн,даавуу
569,Tuch::N,кæрдæн,алчуур
570,Tuch::N,кæрдæн,даавуу
571,Handtuch::N,хисæрфæн,алчуур
572,Kraft::N,тых,чадал
573,Kraft::N,тых,хүч
574,Kraft::N,хъомыс,чадал
575,Kraft::N,хъомыс,хүч
576,Stärke::N,тых,эрч
577,Stärke::N,тых,тэнхээ
578,Stärke::N,æхсар,эрч
579,Stärke::N,æхсар,тэнхээ
580,Gesundheit::N,æнæниздзинад,бие
581,Gesundheit::N,æнæниздзинад,эрүүл мэнд
582,Krankheit::N,низ,эмгэг
583,Krankheit::N,рын,эмгэг
584,Schmerz::N,рис,өвчин
585,Wunde::N,цӕф,шарх
586,Fieber::N,ризӕг,халуун
587,Fieber::N,тӕфсӕг,халуун
588,Arznei::N,хос,эм
589,Brücke::N,хид,гүүр
590,Brunnen::N,цъай,худаг
591,Weide::N,хизæн,бэлчээр
592,Weide::N,хизæнуат,бэлчээр
593,Weide::N,сæрвæт,бэлчээр
594,Pfad::N,къахвæндаг,жим
595,Pfad::N,къахвæндаг,зөрөг
596,Pfad::N,къахвæд,жим
597,Pfad::N,къахвæд,зөрөг
598,Weg::N,фӕндаг,зам
599,Weg::N,фӕндаг,харгуй
600,Straße::N,фӕндаг,зам
601,Straße::N,фӕндаг,харгуй
602,Dorf::N,хъӕу,тосгон
603,Dorf::N,хъӕу,гацаа
604,Stadt::N,сахар,хот
605,Brief::N,фыстӕг,захидал
606,Brief::N,фыстӕг,захиа
607,Buch::N,чиныг,ном
608,Buch::N,чиныг,бичиг
609,Buchstabe::N,дамгъӕ,үсэг
610,Zeitung::N,газет,сонин
611,Leben::N,цард,амь
612,Leben::N,цард,амьдрал
613,Leben::N,цӕрӕнбон,амь
614,Leben::N,цӕрӕнбон,амьдрал
615,Tod::N,мæлæт,үхэл
616,Tod::N,адзал,үхэл
617,Grab::N,ингӕн,булш
618,Kirche::N,аргъуан,сүм
619,Sünde::N,тæригъæд,нүгэл
620,Sünde::N,тæригъæд,хилэнц
621,Gott::N,хуыцау,бурхан
622,Arbeiter::N,кусæг,ажилчин
623,Arbeiter::N,кусæг,хөдөлмөрчин
624,Chef::N,ӕмцег,дарга
625,Meister::N,мастер,дархан
626,Meister::N,дæсны,дархан
627,Arzt::N,хосгæнæг,эмч
628,Arzt::N,дохтыр,эмч
629,Lehrer::N,ахуыргæнæг,багш
630,Geld::N,ӕхца,цаас
631,Geld::N,ӕхца,мөнгө
632,Geschäft::N,бизнес,наймаа
633,Geschäft::N,хъуыддаг,наймаа
634,Laden::N,дукани,дэлгүүр
635,Preis::N,аргъ,үнэ
636,Ware::N,базайраг,таваар
637,Ware::N,базайраг,бараа
638,Nutzen::N,пайда,ашиг
639,Reichtum::N,хъæздыгдзинад,баялаг
640,Reichtum::N,исбон,баялаг
641,Reichtum::N,мулк,баялаг
642,Welt::N,дуне,дэлхий
643,Welt::N,дуне,орчлон
644,Land::N,бӕстӕ,улс
645,Land::N,бӕстӕ,орон
646,Staat::N,паддзахад,төр
647,Staat::N,паддзахад,гүрэн
648,König::N,къарол,ван
649,Macht::N,хицаудзинад,засаг
650,Grenze::N,арӕн,хил
651,Krieg::N,хӕст,дайн
652,Feind::N,знаг,дайсан
653,Feind::N,фыдгул,дайсан
654,Feind::N,фыдзæрдæ,дайсан
655,Feind::N,сон,дайсан
656,Gewalt::N,тыхми,хүчирхэх
657,Gewalt::N,тыхдзинад,хүчирхэх
658,Kampf::N,хæст,тэмцэл
659,Kampf::N,хæст,байлдаан
660,Kampf::N,хъæбысæйхæст,тэмцэл
661,Kampf::N,хъæбысæйхæст,байлдаан
662,Kampf::N,тох,тэмцэл
663,Kampf::N,тох,байлдаан
664,Bogen[Waffe]::N,ӕрдын,нум
665,Pfeil::N,фат,годил
666,Pfeil::N,фат,сум
667,Gewehr::N,топп,буу
668,Fehler::N,рӕдыд,эндэл
669,Fehler::N,рӕдыд,алдаа
670,Lüge::N,мӕнг,худал
671,Lüge::N,гӕдыдзинад,худал
672,Schaden::N,зиан,хор
673,Schaden::N,зиан,хөнөөл
674,Unglück::N,бæллæх,гай
675,Unglück::N,бæллæх,гамшиг
676,Schuld::N,азым,гэм
677,Schuld::N,азым,буруу
678,Alter::N,кар,нас
679,Schluss::N,кæрон,эцэс
680,Schluss::N,кæрон,төгсгөл
681,Zeit::N,рӕстӕг,цаг
682,Tag::N,бон,өдөр
683,Morgen::N,райсом,өглөө
684,Mittag::N,æмбисбон,үд
685,Abend::N,изӕр,үдэш
686,Nacht::N,ӕхсӕв,шөнө
687,Woche::N,къуыри,долоо хоног
688,Monat::N,мӕй,сар
689,Jahr::N,аз,жил
690,Jahr::N,афӕдз,жил
691,Frühling::N,уалдзæг,хавар
692,Sommer::N,сӕрд,зун
693,Herbst::N,фæззæг,намар
694,Winter::N,зымӕг,өвөл
695,Januar::N,январь,нэгдүгээр сар
696,Februar::N,февраль,хоёрдугаар сар
697,März::N,мартъи,гуравдугаар сар
698,April::N,апрель,дөрөвдүгээр сар
699,Mai::N,май,тавдугаар сар
700,Juni::N,июнь,зургаадугаар сар
701,Juli::N,июль,долдугаар сар
702,August::N,август,наймдугаар сар
703,September::N,сентябрь,есдүгээр сар
704,Oktober::N,октябрь,аравдугаар сар
705,November::N,ноябрь,арван нэгдүгээр сар
706,Dezember::N,декабрь,арван хоёрдугаар сар
707,Montag::N,къуырисæр,даваа
708,Dienstag::N,дыццæг,мягмар
709,Mittwoch::N,æртыццæг,лхагва
710,Donnerstag::N,цыппæрæм,пүрэв
711,Freitag::N,майрæмбон,баасан
712,Samstag::N,сабат,бямба
713,Sonntag::N,хуыцаубон,ням
714,groß::A,дынджыр,их
715,groß::A,дынджыр,том
716,klein::A,гыццыл,бага
717,klein::A,гыццыл,жаахан
718,lang::A,даргъ,урт
719,kurz::A,цыбыр,охор
720,kurz::A,цыбыр,богино
721,breit::A,фӕтӕн,өргөн
722,schmal::A,нарӕг,уйтан
723,schmal::A,нарӕг,нарийн
724,schmal::A,уынгӕг,уйтан
725,schmal::A,уынгӕг,нарийн
726,dicht::A,бæзджын,нягт
727,dicht::A,бæзджын,чигжүү
728,dicht::A,тар,нягт
729,dicht::A,тар,чигжүү
