,Concept_ID,myv,kl
328,Laut::N,вайгель,torsukattak
329,Ton::N,гайнема,erinaq
330,Lied::N,моро,taalliaq
331,Lied::N,моро,erinarsuut
332,Ruhe::N,оймамо,qatsunganeq
333,Leute::N,ломанть,inuiak
334,Leute::N,ломанть,inuiaqatigiit
335,Volk::N,народ,inuiaat
336,Arbeit::N,тев,suliaq
337,Gast::N,инже,qaaqqusaq
338,Geschenk::N,казне,pajugut
339,Spiel::N,налксема,
340,Gesellschaft::N,община,
341,Hilfe::N,лездамо,annertoqqut
342,Freund::N,оя,tiliaq
343,Freund::N,оя,ikinngut
344,Freund::N,ялга,tiliaq
345,Freund::N,ялга,ikinngut
346,Kamerad::N,оя,tiliaq
347,Kamerad::N,оя,ikinngut
348,Kamerad::N,ялга,tiliaq
349,Kamerad::N,ялга,ikinngut
350,Angelegenheit::N,тев,
351,Anzahl::N,ламоксчи,
352,Art::N,вид,ileqquuseq
353,Stück::N,пакш,nakkaalaniku
354,Stück::N,пелькс,nakkaalaniku
355,Teil::N,часть,tassiaasat
356,Teil::N,пелькс,tassiaasat
357,Hälfte::N,пель,affaq
358,Hälfte::N,пелькс,affaq
359,Kreis::N,кирькс,kaajaluinneq or kaajaluitsoq
360,Kreuz::N,крёст,sanningasulik
361,Linie::N,кикс,tittaq
362,Linie::N,кикс,titarneq
363,Strich::N,межа,
364,Abstand::N,ютко,aku
365,Abstand::N,ютко,ikiaq
366,Entfernung::N,ютко,asi
367,Gegend::N,тарка,nuna
368,Gegend::N,пертьпелькс,nuna
369,Platz::N,васолкс,ini
370,Platz::N,васолкс,inissaq
371,Ort::N,тарка,sumiiffik
372,Seite::N,ён,saneraq
373,Seite::N,чире,saneraq
374,Mitte::N,куншка,qiteq
375,Gegenstand::N,предмет,
376,Sache::N,тев,pigisaq
377,Sache::N,веща,pigisaq
378,Rand::N,пе,sini
379,Rand::N,пе,akerfineq
380,Rand::N,чире,sini
381,Rand::N,чире,akerfineq
382,Kante::N,ирдез,akerfineq
383,Ecke::N,ужо,teqeqqoq
384,Ecke::N,ужо,tikeqqoq
385,Spitze::N,пряне,inngik
386,Spitze::N,пе,inngik
387,Ende::N,пе,isu
388,Loch::N,варя,putu
389,Winkel::N,ужо,teqeqqorissaat
390,Muster::N,сёрма,ilisserut
391,Größe::N,сэрь,angissuseq
392,Größe::N,покшолма,angissuseq
393,Länge::N,кувалмо,takissuseq
394,Höhe::N,сэрь,
395,Höhe::N,пандо,
396,Gewicht::N,сталмо,oqimaalutaq
397,Menge::N,лововкс,amerlassuseq
398,Haufen::N,мар,eqimattat
399,Haufen::N,валявкс,eqimattat
400,Reihe::N,ряд,allunaasaq
401,Boot::N,венч,qajaq
402,Boot::N,венч,angallat
403,Boot::N,венч,umiatsiaq
404,Ruder::N,милё,iput
405,Schlitten::N,нурдт,qamutit
406,Schlitten::N,нурдт,qimusseq
407,Ski::N,сокс,ataarut
408,Lagerfeuer::N,толбандя,
409,Last::N,сталмо,nammagaq
410,Last::N,кандома,nammagaq
411,Gang::N,молема,
412,Gang::N,якамо,
413,Schritt::N,эскелькс,allorneq
414,Norden::N,якшамо ёнкс,avannaq
415,Süden::N,лембе ёнкс,qava
416,Süden::N,лембе ёнкс,kujat
417,Süden::N,лембе ёнкс,kujataa
418,Westen::N,чивалгома,kitaa
419,Osten::N,чилисема,kangi
420,Holz::N,чувто,qisuk
421,Brett::N,лаз,salliligaq
422,Platte::N,плита,qaateq
423,Stütze::N,неже,ajagutaq
424,Stütze::N,неже,ajaagutaq
425,Stange::N,олга,kaaviffik
426,Stock::N,мандо,ajaappissat
427,Stab::N,олога,ajaappissat
428,Rohr::N,турба,sullulik
429,Haus::N,кудо,illu
430,Heim::N,кудо,
431,Ofen::N,каштомо,kissarsuut
432,Fußboden::N,киякс,nateq
433,Tisch::N,столь,allattarfik
434,Stuhl::N,стул,issiavik
435,Stuhl::N,стул,issiaffik
436,Wiege::N,лавсь,uaasoq
437,Wiege::N,нурямот,uaasoq
438,Bett::N,ацамо,nallavik
439,Regal::N,лався,ilisivik
440,Regal::N,лавсяланго,ilisivik
441,Kiste::N,горобия,sakissat
442,Kiste::N,горобия,illerfiusaq
443,Kiste::N,сундук,sakissat
444,Kiste::N,сундук,illerfiusaq
445,Fenster::N,вальма,aki
446,Fenster::N,вальма,igalaaq
447,Tür::N,кенкш,matu
448,Tor::N,ортат,isaaffik
449,Zaun::N,пирявт,saputit
450,Zaun::N,пирвякс,saputit
451,Dach::N,кудопря,qaliaq
452,Leiter::N,кузтема,tummeqqat
453,Leiter::N,кузтема,majuartarfiit
454,Besen::N,тенсть,saligutit
455,Spaten::N,койме,nivaataq
456,Schaufel::N,кече,nivaataq
457,Schaufel::N,келей койме,nivaataq
458,Gabel::N,сянгине,qilluaq
459,Gabel::N,сянгине,ajassaatit
460,Löffel::N,пенч,alussaat
461,Messer::N,пеель,savik
462,Nagel::N,эске,kukik
463,Netz::N,алтыма,anguffaseq
464,Haken::N,кечказ,nissik
465,Haken::N,кечказ,qarsorsaq
466,Haken::N,кечказ,qarsorsartoq
467,Griff::N,кедне,ipi
468,Schloss::N,замок,illussaarsuaq
469,Schloss::N,панжома,illussaarsuaq
470,Bild::N,картина,assiliaq
471,Figur::N,рунго,kisitsit
472,Puppe::N,няка,inuusaq
473,Beutel::N,кескав,
474,Bündel::N,керькс,qilertaq
475,Tasche::N,юдма,pooqattaq
476,Eimer::N,ведра,
477,Deckel::N,велькс,matu
478,Geschirr::N,кедьге,anut
479,Sack::N,кескав,
480,Tasse::N,чакш,tiitorfik
481,Tasse::N,чакш,tiitorfiup ilorlia
482,Topf::N,кастрюля,qoqqoq
483,Kessel::N,котёл,uunnaavik
484,Essen::N,ярсамо,igaaq
485,Nahrung::N,ярсамопель,neqissaq
486,Speise::N,ярсамопель,nerisassat
487,Fleisch::N,сывель,neqi
488,Getreide::N,сюро,maannineq
489,Brei::N,каша,
490,Brot::N,кши,iffit
491,Brot::N,кши,iffiaq
492,Scheibe::N,кочом,igalaassiaq
493,Scheibe::N,сускомо,igalaassiaq
494,Fett::N,куя,tarnutissaq
495,Fett::N,куя,tarnutissiaq
496,Butter::N,ой,punneq
497,Öl::N,ой,uulia
498,Salz::N,сал,taratsut
499,Suppe::N,ям,qajoq
500,Honig::N,медь,tungusunnitsuut
501,Milch::N,ловсо,immuk
502,Tee::N,чай,tii
503,Tee::N,чай,teeq
504,Leder::N,киське,
505,Wolle::N,пона,nuersagassiaq
506,Stoff::N,коцт,milliaq
507,Stoff::N,коцт,qarlissiaq
508,Nadel::N,салмукс,meqqut
509,Faden::N,суре,ujalussiaq
510,Knopf::N,пов,attat
511,Knoten::N,сюлмо,akeroq
512,Knoten::N,сюлмо,qilerneq
513,Farbe::N,артомапель,qalipaat
514,Kleidung::N,оршамот,atisat
515,Kleidung::N,оршамот,annoraaq
516,Hemd::N,панар,ilupaaq
517,Kragen::N,сиве,qungasiinnaq
518,Ärmel::N,ожа,aaq
519,Hose::N,понкст,qarliit
520,Gürtel::N,каркс,qiterut
521,Gürtel::N,каркс,unngersaq
522,Mütze::N,чапка,nasaq
523,Schuh::N,туфля,skuu
524,Schuh::N,туфля,ikernuk
525,Schuh::N,туфля,ateraasaq
526,Stiefel::N,кем,kamik
527,Ring::N,суркс,assammiu
528,Band::N,лента,qilerutissiaq
529,Kamm::N,сурсеме,illaagutit
530,Kamm::N,сурсеме,illaajaatit pl.
531,Spiegel::N,чавачамо,tarrarsuut
532,Riemen::N,кшнань каркс,allunaaq
533,Schnur::N,пикс,kujaaq
534,Schnur::N,пикс,allunaasaq
535,Leine::N,ведьме,aleq
536,Decke::N,вельтямо,qipik
537,Kissen::N,тодов,akit
538,Tuch::N,паця,qarlissiaq
539,Handtuch::N,нардамо,allarut
540,Handtuch::N,нардамо,allarterut
541,Kraft::N,вий,pissak
542,Stärke::N,виевчи,qerattarsaat
543,Gesundheit::N,шумбрачи,peqqisusseq
544,Krankheit::N,орма,nappaat
545,Krankheit::N,сэредема,nappaat
546,Schmerz::N,сэредькс,anniaat
547,Wunde::N,керявкс,iki
548,Fieber::N,маштыкс,nappaat qanimanartoq
549,Arznei::N,ормаменькс,imigassaq
550,Brücke::N,сэдь,ikaartarfik
551,Brücke::N,мадамо,ikaartarfik
552,Brunnen::N,лисьма,tissaluttuliaq
553,Weide::N,ракшань ванома тарка,masarsuk
554,Pfad::N,ян,aqqut
555,Weg::N,ки,aggerfik
556,Straße::N,ки,aqqusineq
557,Dorf::N,веле,nunaqarfik
558,Stadt::N,ош,illorpaat
559,Stadt::N,ош,illorpalik
560,Brief::N,сёрма,allagarsiaq
561,Buch::N,книга,atuakkat
562,Buch::N,книга,mappersagaq
563,Buchstabe::N,буква,naqinneq
564,Zeitung::N,газета,aviisi
565,Leben::N,эрямо,inuussuseq
566,Tod::N,кулома,toqu
567,Tod::N,кулома,toquneq
568,Grab::N,калмо,iliveq
569,Grab::N,калмо,illissat
570,Kirche::N,церькова,oqaluffik
571,Sünde::N,чумочи,ajorti
572,Gott::N,паз,
573,Arbeiter::N,робочей,sulisoq
574,Chef::N,прявт,ittoqut
575,Meister::N,кол тевень тенця,naalagaq
576,Arzt::N,врач,katsorsaasoq
577,Lehrer::N,учитель,ilinniartitsisoq
578,Lehrer::N,тонавтыця,ilinniartitsisoq
579,Geld::N,ярмак,aningaasat
580,Geschäft::N,ладязь тев,niuertarfik
581,Laden::N,лавка,niuertarfik
582,Preis::N,питне,aki
583,Ware::N,миевкс,qaliata pii
584,Ware::N,миевкс,nioqqutissaq
585,Ware::N,рамавкс,qaliata pii
586,Ware::N,рамавкс,nioqqutissaq
587,Nutzen::N,паро,iluaqut
588,Nutzen::N,лезэ,iluaqut
589,Reichtum::N,сюпавчи,
590,Welt::N,мир,nunarsuaq
591,Welt::N,мастор ланго,nunarsuaq
592,Land::N,мастор,nuna
593,Staat::N,государства,
594,König::N,король,kunngi
595,Macht::N,азорксчи,pissaassuseq
596,Grenze::N,буен тешкс,killik
597,Krieg::N,война,sorsunneq
598,Feind::N,душман,akeraq
599,Feind::N,душман,akerartorti
600,Feind::N,душман,qinngarsuisoq
601,Gewalt::N,нарьгамо,
602,Kampf::N,тюрема,sorsunneq
603,Bogen[Waffe]::N,нал,
604,Pfeil::N,нал,qalugiusaq
605,Gewehr::N,ружия,aallaat
606,Gewehr::N,винтовка,aallaat
607,Fehler::N,ильведькс,kukkuneq
608,Fehler::N,ильведькс,paarlaappaa
609,Fehler::N,ильведевкс,kukkuneq
610,Fehler::N,ильведевкс,paarlaappaa
611,Lüge::N,манчема,
612,Lüge::N,кенгелема,
613,Schaden::N,зыян,
614,Unglück::N,зыян,perluut
615,Schuld::N,чумочи,akiitsugaq
616,Schuld::N,чумочи,akiligassaq
617,Alter::N,шка,utoqqaq
618,Schluss::N,пе,isu
619,Zeit::N,шка,ulloq
620,Zeit::N,шка,akuttoqatigiinneq
621,Zeit::N,пинге,ulloq
622,Zeit::N,пинге,akuttoqatigiinneq
623,Tag::N,чи,ulloq
624,Morgen::N,валске,ullaaq
625,Mittag::N,чикуншка,ulloqeqqa
626,Abend::N,чокшнэ,unnuk
627,Nacht::N,ве,unnuaq
628,Woche::N,недля,sapaatip akunnera
629,Monat::N,ков,qaammat
630,Jahr::N,ие,ukioq
631,Frühling::N,тундо,upernaaq
632,Sommer::N,кизэ,aasaq
633,Herbst::N,сёксь,ukiaq
634,Winter::N,теле,ukioq
635,Januar::N,якшамков,siulleeq
636,Januar::N,якшамков,qaammaliaq
637,Februar::N,февраль,aarlaat
638,März::N,март,marsi
639,März::N,март,martsi
640,April::N,апрель,
641,Mai::N,май,maaji
642,Juni::N,июнь,juuni
643,Juli::N,июль,juuli
644,August::N,август,aggusti
645,September::N,сентября,septembari
646,Oktober::N,октября,oktobari
647,November::N,ноября,novembari
648,Dezember::N,декабря,detsembari
649,Montag::N,пондельник,ataasinngortoq
650,Dienstag::N,овторник,marlunngorneq
651,Mittwoch::N,серёда,pingasunngorneq
652,Donnerstag::N,цетьверьг,sisamanngorneq
653,Freitag::N,пеця,tallimanngorneq
654,Samstag::N,субута,arfininngorneq
655,Samstag::N,шлямочи,arfininngorneq
656,Sonntag::N,недлячи,sapaat
657,Sonntag::N,недлячи,sapaati
658,groß::A,ине,angivoq
659,groß::A,покш,angivoq
660,klein::A,вишка,mikivoq
661,lang::A,кувака,takisooq
662,kurz::A,нурькине,naatsoq
663,breit::A,келей,silippoq
664,schmal::A,теине,amitsoq
665,dicht::A,тусто,torsusooq
666,dick[Gegenstand]::A,эчке,issuvoq
667,dick[Gegenstand]::A,эчке,issusooq
668,dünn::A,човине,amitsoq
669,fein::A,човине,mamarpoq
670,fest::A,кеме,tangeqarpoq
671,flach::A,лапужа,nalimmappoq
672,glatt::A,валаня,quasak
673,hart::A,калгодо,mattusooq
674,hart::A,калгодо,manngerpoq
675,hart::A,калгодо,titeqquluppoq
676,weich::A,чевте,nerumaarpoq
677,rund::A,кеверь,ammallorippoq
678,spitz::A,пшти,qummukujooq
679,scharf::A,пшти,ipippoq
680,stumpf::A,ношка,anngerpoq
681,schwer::A,стака,oqimaappoq
682,schön::A,мазый,kusanarpoq
683,heiß::A,пси,kiappoq
684,warm::A,лембе,oqorpoq
685,kalt::A,якшамо,issippoq
686,kühl::A,экше,pueqqortippoq
687,frisch::A,свежа,
688,feucht::A,летьке,isugutavoq
689,feucht::A,летьке,qaasernarpoq
690,nass::A,начко,imerorpoq
691,trocken::A,коське,panerpoq
692,voll::A,пешксе,ulikkaarpoq
693,leer::A,чаво,imaattuarpoq
694,offen::A,панжадо,ammavoq
695,offen::A,виде,ammavoq
696,geschlossen::A,пекстазь,matuvoq
697,geschlossen::A,сёлгозь,matuvoq
698,sauber::A,ванькс,eqqippoq
699,sauber::A,ванькс,sukuluippoq
700,sauber::A,ванькс,ipeqanngilaq
701,schmutzig::A,ливезев,tapappoq
702,schmutzig::A,ливезев,minguppoq
703,roh::A,верек,aapavoq
704,reif::A,кенерезь,qaarulerpoq
705,lecker::A,тантей,
706,süß::A,ламбамо,tungusunnippoq
707,bitter::A,сэпей,qasilippoq
708,sauer::A,чапамо,
709,hell::A,валдо,qaamavoq
710,dunkel::A,чопода,qernerpoq
711,schwarz::A,раужо,qernerpoq
712,weiß::A,ашо,qaqorpoq
713,rot::A,якстере,aappaluppoq
714,gelb::A,ожо,sungaarpoq
715,blau::A,сэнь,tungujorpoq
716,grün::A,пиже,qorsooqqippoq
717,grau::A,шержев,qaserpoq
718,bunt::A,сёрмав,
719,billig::A,аволь питней,akikippoq
720,teuer::A,питней,
721,wertvoll::A,питней,erlinnarpoq
722,blind::A,сокор,tappiippoq
723,blind::A,сокор,isigisaqanngilaq
724,taub::A,амариця,tusilarpoq
725,kräftig::A,пек виев,pissaq
726,kräftig::A,пек виев,pissarsuaq
727,stark::A,виев,sanngivoq
728,schwach::A,лавшо,nakuippoq
729,fett::A,куя,pualavoq
730,schlank::A,виде ронга,tuappoq
731,hübsch::A,мазый,aatsialaq
732,böse::A,кежей,ajorpoq
733,dumm::A,чавола,taqajak
734,dumm::A,чавола,sikkilluppoq
735,dumm::A,чавола,qaatusimasaqanngilaq
736,dumm::A,превтеме,taqajak
737,dumm::A,превтеме,sikkilluppoq
738,dumm::A,превтеме,qaatusimasaqanngilaq
739,faul::A,нузякс,eqiasuppoq
740,faul::A,нузякс,eqiattortuvoq
741,fleißig::A,мелень путыця,eqiasuippoq
742,geizig::A,скупой,iasilaarpoq
743,geizig::A,скупой,tukkuippoq
744,klug::A,превей,mallak
745,klug::A,превей,ittanneq
746,klug::A,превей,kutaappoq
747,klug::A,превей,kuttaappoq
748,klug::A,превей,qarasagippoq
749,geschickt::A,маштозь теезь,
