,Concept_ID,sah,lbe
708,linker::A,хаҥас,кюччахсса
709,rechter::A,уҥа,урчӏахсса
710,anderer::A,атын,цамур
711,erster::A,маҥнайгы,цалчинмур
712,erster::A,маҥнайгы,цалчиннсса
713,zweiter::A,иккис,кӏилчиимур
714,dritter::A,үһүс,шамулчинмур
715,letzter::A,тиһэх,махъва-махъмур
716,allein::ADV,соҕотох,ялгъузну
717,auf einmal::ADV,биирдэ,
718,zusammen::ADV,холбуу,цачӏу
719,zusammen::ADV,холбуу,архӏал
720,lange::ADV,уһуннук,батӏи къабуклай
721,lange::ADV,уһуннук,хъунмасса хӏаллай
722,plötzlich::ADV,эмискэ,цакуну
723,sofort::ADV,тута,мугьлат бакъа
724,später::ADV,хойут,махъ
725,jetzt::ADV,билигин,утти
726,jetzt::ADV,билигин,цӏана
727,heute::ADV,бүгүн,хӏакьину
728,morgen::ADV,сарсын,гьуит
729,morgen::ADV,сарсын,гьунттий
730,bald::ADV,өтөр,
731,dann::ADV,кэнна,яла
732,gestern::ADV,бэҕэһээ,лахьхьу
733,einst::ADV,биир төгүл,
734,einst::ADV,арай биирдэ,
735,damals::ADV,оччоҕо,та чӏумал
736,danach::ADV,аары,яла
737,danach::ADV,ол кэнниттэн,яла
738,vorher::ADV,урут,хьхьнчӏ
739,vorher::ADV,урут,хьхьичӏва
740,zuerst::ADV,маҥнай,бакӏрай
741,zuerst::ADV,маҥнай,цӏу бутӏуй
742,einmal::ADV,биирдэ,цал
743,manchmal::ADV,арыт,ваксса-таксса
744,oft::ADV,чаастатык,чӏявуну
745,immer::ADV,мэлдьи,мудан
746,immer::ADV,мэлдьи,даиман
747,niemals::ADV,хаһан да,тачӏав
748,hier::ADV,маныаха,шикку
749,hierhin::ADV,бэттэх,шиккун
750,von hier::ADV,мантан,шичча
751,dort::ADV,онно,гикку
752,dorthin::ADV,онно,тиккун
753,geradeaus::ADV,быһа,тӏайланм
754,geradeaus::ADV,быһаччы,тӏайланм
755,vorwärts::ADV,инники,хьхьичӏунмай
756,rückwärts::ADV,төттөру,махъа-хьхьичӏунмай
757,zurück::ADV,төттөрү,махъунмай
758,unten::ADV,аллара,лув
759,hinab::ADV,аллара,бакӏ-ялавай
760,hinab::ADV,аллара,бакӏъялавай
761,oben::ADV,үөһэ,ялув
762,hinauf::ADV,өрө,лавай
763,hinauf::ADV,үөһэ,лавай
764,überall::ADV,бэйдиэ,гьариий
765,überall::ADV,бэйдиэ,хьу-хьуний
766,überall::ADV,бэйдиэ,гьарца кӏанай
767,nicht::ADV,буолбатах,къа-
768,ein wenig::ADV,кыратык,чанни
769,ein wenig::ADV,кыратык,ца чансса
770,kaum::ADV,нэһиилэ,дахьа
771,sehr::ADV,бэрт,оьну
772,sehr::ADV,бэрт,гужну
773,sehr::ADV,бэрт,хъинну
774,sehr::ADV,наһаа,оьну
775,sehr::ADV,наһаа,гужну
776,sehr::ADV,наһаа,хъинну
777,so::ADV,оччо,укукн
778,so::ADV,оннук,укукн
779,noch::ADV,өссө,гьала
780,noch::ADV,өссө,уттигу
781,noch::ADV,өссө,цакьинва
782,noch::ADV,өссө,ттигу-шилагу
783,nur::ADV,эрэ,анжагь
784,nur::ADV,сыччах,анжагь
785,schon::ADV,бэлиэр,
786,wieder::ADV,эмиэ,цӏуницӏа
787,vergebens::ADV,таак,аьдада
788,vergebens::ADV,таак,нахӏакь
789,vor::PRP,иннигэр,хьхьичӏ
790,hinter::PRP,кэлин,махъ
791,unter::PRP,-ҕа,лув
792,unter::PRP,оһох түгэҕэ,лув
793,durch::PRP,курдары,-х
794,neben::PRP,аттыгар,чӏарав
795,zwischen::PRP,ыккардынан,дянив
796,wegen::PRP,уҥуортан,цӏаний
797,dies::PRN,ити,ва
798,dies::PRN,бу,ва
799,das::PRN,били,та
800,das::PRN,били,кӏа
801,das::PRN,били,га
802,alles::PRN,барыта,щала
803,ich::PRN,мин,на
804,du::PRN,эн,ина
805,er::PRN,кнни,му
806,wir::PRN,биһиги,жу
807,ihr::PRN,эһиги,зу
808,sie::PRN,кинилэр,
809,was::FPRN,туох,ци
810,wer::FPRN,ким,цу
811,wo::FADV,ханна,чув
812,wohin::FADV,ханна,чун
813,wie::FADV,хайдах,цукун
814,warum::FADV,тоҕо,цан
815,wieviel::FNUM,төһө,циксса
816,eins::NUM,биир,ца
817,zwei::NUM,икки,кӏива
818,drei::NUM,үс,шамма
819,vier::NUM,түөрт,мукьа
820,vier::NUM,түөрт,мукьва
821,fünf::NUM,биэс,ххюва
822,sechs::NUM,алта,ряхва
823,sieben::NUM,сэттэ,арула
824,acht::NUM,аҕыс,мяйва
825,neun::NUM,тоҕус,урчӏва
826,zehn::NUM,уон,ацӏва
827,elf::NUM,уон биир,ацӏния цава
828,zwölf::NUM,уон икки,ацӏиия кӏива
829,zwanzig::NUM,сүүрбэ,кьува
830,dreißig::NUM,отут,зувира
831,vierzig::NUM,түөрт уон,мукьцӏала
832,fünfzig::NUM,биэс уон,ххюцӏала
833,sechzig::NUM,алта уон,ряхцӏала
834,siebzig::NUM,сэттэ уон,
835,achtzig::NUM,аҕыс уон,мяйцӏала
836,neunzig::NUM,тоҕус уонус,урчӏцӏала
837,hundert::NUM,сүүс,ттурш
838,hundert::NUM,сүүс,ттуршва
839,tausend::NUM,тыһыынча,азарва
840,und::CNJ,да,-гу
841,und::CNJ,уонна,-гу
842,und::CNJ,итиэннэ,-гу
843,oder::CNJ,эбэтэр,я
844,oder::CNJ,эбэтэр,ягу
845,stehen::V,тур,ацӏан
846,sitzen::V,олор,щяивкӏун икӏан
847,liegen::V,сыт,утту нвхьуну икӏан
848,hängen::V,санньылый,зурчӏай тӏун
849,werden::V,буол,хьун
850,passieren::V,буол,хьун
851,beginnen::V,саҕалан,дайдишин
852,beginnen::V,саҕалан,дайдирхьуну дикӏан
853,enden::V,бүт,къуртал дан
854,wechseln::V,уларый,даххана хьун
855,wechseln::V,уларый,даххана дуллан
856,aufgehen[Sonne]::V,ой,буклай бур
857,untergehen[Sonne]::V,киир,лаглай бур
858,scheinen[Sonne]::V,сырдат,битан
859,scheinen[Sonne]::V,сырдат,чани буллан
860,donnern::V,эт,тӏий бур
861,wehen::V,үр,бишлай бур
862,strömen::V,кутулун,экьинан
863,fließen::V,сүүр,экьинан
864,sich drehen::V,эргий,гьанан
865,schwanken::V,биэтэҥнээ,хъюлчу тӏун
866,schwanken::V,биэтэҥнээ,хӏуркку тӏун
867,schwingen::V,эйэҥнээ,хъюлчай тӏун
868,schwingen::V,эйэҥнээ,хъюлчу тӏун
869,fallen::V,оҕут,багьлан
870,brennen::V,умай,ччучлан
871,rauchen::V,буруолаа,пуркӏу тӏун
872,regnen::V,самыырдаа,лачӏун
873,regnen::V,самыырдаа,лачIлай дур
874,gefrieren::V,тоҥ,микӏ лачӏун
875,tauen::V,ир,баслан
876,schmelzen::V,уулун,баслан
877,trocknen::V,куур,кьакьан
878,sieden::V,оргуй,щаран
879,faulen::V,сытый,аьллан
880,verfaulen::V,сытыйан_хаал,аьллан
881,verfaulen::V,сытыйан_хаал,аьян
882,reißen::V,хайыт,ххя дукан
883,reißen::V,быһытталан,ххя дукан
884,versinken::V,тимир,оькьлан
885,versinken::V,тимир,оькьан
886,versinken::V,батылын,оькьлан
887,versinken::V,батылын,оькьан
888,vergehen::V,дьай,лялиян
889,erscheinen::V,көһүн,буккан
890,erscheinen::V,көһүн,загьир хьун
891,verschwinden::V,сүт,бат хьун
892,verschwinden::V,сүт,акъа хьун
893,sinken::V,намтаа,чахь учин
894,abnehmen::V,аччаа,чан хьун
895,abnehmen::V,аччаа,ссуссукьу хьун
896,zunehmen::V,элбээ,гьарза хьун
897,steigen::V,үрдээ,гьаз хьун
898,wachsen::V,үүн,ххяххан
899,glänzen::V,кылбай,цӏай буккан
900,funkeln::V,күлүмнээ,цӏай-цӏай тӏун
901,funkeln::V,күлүмүрдээ,цӏай-цӏай тӏун
902,lärmen::V,тыаһаа,чӏу буллан
903,lärmen::V,тыаһаа,аьлагъужа буллан
904,läuten::V,собуоннаа,занг ришлан
905,läuten::V,собуоннаа,занг дуллан
906,klingeln::V,линкинээ,занг ришлан
907,klingeln::V,линкинээ,занг дуллан
908,klirren::V,айгырат,
909,brausen::V,сирилээ,никъащилан
910,rauschen::V,суугунаа,щурщур тӏун
911,klingen::V,доргуй,чӏу буклан
912,bellen::V,үр,хӏап тӏун
913,heulen::V,улуй,
914,blasen::V,үр,уф тӏун
915,pfeifen::V,иһиир,щютӏа тӏун
916,schreien::V,кылан,чӏу бан
917,schreien::V,хаһыытаа,чӏу бан
918,stöhnen::V,ынчыктаа,угь-къак тӏун
919,zittern::V,титирээ,зурзу чин
920,zittern::V,титирээ,зурзу тӏун
921,zittern::V,дьигиһий,зурзу чин
922,zittern::V,дьигиһий,зурзу тӏун
923,leben::V,олор,ялапар хъанан
924,geboren werden::V,төрөө,ан
925,atmen::V,тыын,ссихӏ ласлан
926,atmen::V,тыын,ссихӏ бигьлан
927,trinken::V,ис,хӏачӏан
928,trinken::V,ис,хӏачӏлан
929,essen::V,аһаа,канан
930,schlucken::V,ыйыһын,кьюлтӏа тӏун
931,müde werden::V,сылай,аьхчӏин
932,einschlafen::V,утуйан хаал,шанан икӏан
933,schlafen::V,утуй,шанан
934,schlafen::V,утуйа сыт,шанан
935,aufwachen::V,уһугун,чантӏ учин
936,aufstehen::V,тур,бизан
937,sich erholen::V,сынньан,бигьалаган
938,krank werden::V,ыарый,къашай хьун
939,krank sein::V,ыарый,къашай хъанан
940,krank sein::V,ыарый,къашавай икӏан
941,krank sein::V,ыарыт,къашай хъанан
942,krank sein::V,ыарыт,къашавай икӏан
943,schmerzen::V,ыарыт,цӏун
944,husten::V,сөтөлүн,хъугьу чин
945,husten::V,сөтөлүн,хъугьу тӏун
946,genesen::V,көн,хъин хьун
947,genesen::V,көн,сагъ лаган
948,sterben::V,өл,ивчӏан
949,umkommen::V,өл,лиллан
950,umkommen::V,өл,литӏлан
951,umkommen::V,өл,ажал биян
952,umkommen::V,өл,личӏи хьун
953,umkommen::V,өл,иакьлу хьун
954,umkommen::V,өл,ахир жан хъанан
955,umkommen::V,өл,рухӏирачӏа икӏан
956,umkommen::V,оҕут,лиллан
957,umkommen::V,оҕут,литӏлан
958,umkommen::V,оҕут,ажал биян
959,umkommen::V,оҕут,личӏи хьун
960,umkommen::V,оҕут,иакьлу хьун
961,umkommen::V,оҕут,ахир жан хъанан
962,umkommen::V,оҕут,рухӏирачӏа икӏан
963,sich bewegen::V,хамсаа,сукку хьун
964,sich rühren::V,хамсаа,сукку хьун
965,sich erheben::V,тур,бизан
966,sich setzen::V,олор,щяикӏан
967,sich setzen::V,олор,щябикӏан
968,hinfallen::V,оҕут,багьан
969,laufen::V,хаам,занан
970,schreiten::V,атыллаа,ша ласлан
971,spazierengehen::V,дьаарбай,сайр буллан
972,eilen::V,тиэтэй,анавар буккан
973,sich beeilen::V,ыксаа,анавар буккан
974,sausen::V,элээр,никъа щилан
975,sausen::V,элээр,никъа щун
976,rennen::V,сүүрэкэлээ,лечлан
977,springen::V,ой,тӏанкӏ дан
978,springen::V,ыстан,тӏанкӏ дан
979,klettern::V,ытын,лахълан
980,schaukeln::V,эйэҥнээ,гьайжак бигьлан
981,schaukeln::V,биэрэҥнээ,гьайжак бигьлан
982,kriechen::V,сыыл,ххярк тӏун
983,schwimmen::V,уһун,гьузун
984,schwimmen::V,харбаа,гьузун
985,tauchen::V,умус,лултту уккан
986,rudern::V,эрт,бяхлан
987,rudern::V,эрт,батӏлан
988,rudern::V,эрт,ххялаххи дуклан
989,fahren::V,айаннаа,гьан
990,fliegen::V,көт,лехлан
991,gehen::V,бар,нан
992,weggehen::V,бар,ялагьан
993,abfahren::V,бар,гьан
994,anhalten::V,тохтоо,бацӏан
995,hineingehen::V,киир,буххан
996,eintreten::V,киир,буххан
997,kommen::V,кэл,учӏан
998,ankommen::V,кэл,биян
999,ankommen::V,кэл,бучӏан
1000,ankommen::V,тиий,биян
1001,ankommen::V,тиий,бучӏан
1002,zurückkommen::V,төнүн,зана хъун
1003,zurückkommen::V,төнүн,зана бикӏан
1004,bleiben::V,хаал,личӏан
1005,warten::V,көһүт,ялугьлан
1006,erwarten::V,күүт,ялугьлан
1007,erwarten::V,көһүт,ялугьлан
1008,suchen::V,ирдээ,луглан
1009,suchen::V,көрдөө,луглан
1010,finden::V,бул,лякъин
1011,versuchen::V,сорун,ххал буллан
1012,vorbereiten::V,бэлэмнээ,хӏадур бан
1013,lieben::V,таптаа,эшкьи хьуиу бикӏан
1014,mögen::V,сөбүл,ххиран бикӏан
1015,lachen::V,күл,хъян
1016,rühren::V,долгут,
1017,weinen::V,ытаа,аьтӏун
1018,schimpfen::V,үөҕүс,дяъван
1019,schimpfen::V,үөҕүс,ссугайи агьан
1020,sich ärgern::V,кыыһыр,ссибизлан
1021,sich ärgern::V,кыйахан,ссибизлан
1022,sich fürchten::V,куттан,ингъауслан
1023,sich fürchten::V,дьиксин,ингъауслан
1024,fürchten::V,дьиксин,хӏучӏ тӏун
1025,fürchten::V,куттан,хӏучӏ тӏун
1026,fliehen::V,күрээ,ака бан
1027,flüchten::V,күрээ,лихъан
1028,sehen::V,көр,чӏалан
1029,anschauen::V,көр,урган
1030,ansehen::V,көр,буруглан
1031,hören::V,бил,баллан
1032,hören::V,иһит,баллан
1033,zuhören::V,иһит,вичӏи дихьлан
1034,probieren::V,боруобалаан көр,тӏин ххал буллан
1035,probieren::V,амсайан көр,тӏин ххал буллан
1036,riechen::V,сытырҕаа,ссунтӏа тӏун
1037,fühlen::V,бил,дакӏнил буслан
1038,scheinen::V,көһүн,ххан
1039,scheinen::V,көһүн,бизан
1040,scheinen::V,көһүн,ххан бикӏлай бикӏан
1041,zu sehen sein::V,көһүн,
1042,vernehmen::V,иһит,баян
1043,frieren::V,тоҥ,лигьулул хъанан
1044,frieren::V,үлүй,лигьулул хъанан
1045,tun::V,гын,бан
1046,können::V,кыай,хьун
1047,wollen::V,баҕар,
1048,anfangen::V,саҕалаа,дайдишин
1049,beenden::V,бүтэр,къуртал бан
1050,aufhören::V,уурай,кьабагьан
1051,gelingen::V,сатан,бюхъан
1052,geraten::V,баар буолан биэр,
1053,geraten::V,баар буола тус,
1054,geraten::V,буолан таҕыс,
1055,öffnen::V,ас,тӏитӏин
1056,schließen::V,сап,лакьин
1057,schließen::V,хатаа,лакьин
1058,stellen::V,уур,дацӏан дан
1059,stellen::V,уур,бишин
1060,stellen::V,туруор,дацӏан дан
1061,stellen::V,туруор,бишин
1062,setzen::V,туруор,щяитан
1063,setzen::V,уур,щяитан
1064,legen::V,уур,бишин
1065,berühren::V,тыыт,ка щун
1066,berühren::V,таарый,ка щун
1067,verbinden::V,кэлгий,бахӏин
1068,verbinden::V,кэлгий,дахӏин
1069,bedecken::V,бүрүй,ялтту бущин
1070,bedecken::V,бүрүй,ялтту бакьин
1071,aufhängen::V,ыйаа,лахъан
1072,anzünden::V,умат,лахъан
1073,aufheben::V,өрө тарт,гьаз бан
1074,zurücklassen::V,бырах,кьаитан
1075,zurücklassen::V,бырах,битан
1076,verlieren::V,сүтэр,дакъа дан
1077,fallen lassen::V,түһэр,рутан
1078,fallen lassen::V,мүлчү тут,рутан
1079,machen::V,оҥор,дан
1080,machen::V,оҥоһун,дан
1081,herstellen::V,оҥор,яраг ишла бувиу бан
1082,bauen::V,тут,дан
1083,reparieren::V,абырахтаа,дакьин дан
1084,verbessern::V,тупсар,ххуй дан
1085,ändern::V,уларыт,баххана бан
1086,graben::V,хас,дуклан
1087,beugen::V,бокут,лахӏан бан
1088,beugen::V,бокут,кьус бикӏан
1089,beugen::V,токурут,лахӏан бан
1090,beugen::V,токурут,кьус бикӏан
1091,beugen::V,бүк баттаа,лахӏан бан
1092,beugen::V,бүк баттаа,кьус бикӏан
1093,biegen::V,иэх,баччин
1094,biegen::V,иэх,лахӏан бан
1095,biegen::V,өҕүлүннэр,баччин
1096,biegen::V,өҕүлүннэр,лахӏан бан
1097,drehen::V,эргит,гьанан
1098,drehen::V,эргичит,гьанан
1099,wenden::V,эргилин,кӏура баен бан
1100,umdrehen::V,түҥнэр,кӏура баен бан
1101,heben::V,көтөх,гьаз бан
1102,hochheben::V,таһаар,гьаз бан
1103,ergreifen::V,тут,хъап дан
1104,ergreifen::V,тут,хъап увиу угьан
1105,halten::V,тут,бугьлан
1106,drücken::V,ык,кьюч бигьлан
1107,schieben::V,ас,щун
1108,kratzen::V,кыһыы,
1109,lecken::V,салаа,ланцӏа тӏун
1110,beißen::V,ытыр,хъапа тӏун
1111,beißen::V,ытыр,кьацӏа тӏун
1112,abreißen::V,быһа тарт,буцан
1113,abreißen::V,туура тарт,буцан
1114,abschneiden::V,быс,бухъан
1115,abschneiden::V,быс,кьукьин
1116,abschneiden::V,быһан ыл,бухъан
1117,abschneiden::V,быһан ыл,кьукьин
1118,abschneiden::V,быһа баттаа,бухъан
1119,abschneiden::V,быһа баттаа,кьукьин
1120,binden::V,кэлгий,бахӏин
1121,binden::V,кэлгий,дахӏин
1122,stecken::V,батары ас,
1123,brechen::V,тоһут,гъагъан
1124,klopfen::V,тоҥсуй,кьутӏа тӏун
1125,hauen::V,оҕус,рищун
1126,kleben::V,силимнээ,лачӏун буллан
1127,reiben::V,аал,ссуку буллан
1128,streichen::V,сыбаа,дугъан
1129,streichen::V,сыбаа,аьгъу дан
1130,schleifen::V,чочуй,
1131,schneiden::V,быс,духълан
1132,schneiden::V,быс,кьукьлан
1133,rütteln::V,иэҕэҥнэт,
1134,schütteln::V,сахсый,хъюлчу буллан
1135,schwenken::V,дайбаа,палцӏ дуллан
1136,schütten::V,кут,рутӏин
1137,füllen::V,толор,буцӏин бан
1138,einwickeln::V,суулаа,кай-кай бан
1139,tragen::V,ит,ларсун занан
1140,tragen::V,ит,ларсун ачин
1141,schleppen::V,сос,ххилан
1142,ziehen::V,тарт,
1143,aufbewahren::V,уур,ядан
1144,aufbewahren::V,уур,ядуллан
1145,aufbewahren::V,харай,ядан
1146,aufbewahren::V,харай,ядуллан
1147,werfen::V,бырах,личин
1148,fangen::V,хап,бугьан
1149,fangen::V,хап,бугьлан
1150,packen::V,тут,
1151,verstecken::V,саһыар,ладитан
1152,verstecken::V,саһыар,кьюлтӏ дан
1153,verstecken::V,саһыар,дахьлаган дан
1154,teilen::V,үллэр,бачӏин
1155,teilen::V,үллэр,бутӏа бан
1156,schicken::V,ыыт,тӏайла буккан
1157,bringen::V,аҕал,диян дан
1158,hinzufügen::V,эп,ххи бан
1159,bekommen::V,ыл,ласун
1160,bekommen::V,булун,ласун
1161,erhalten::V,ыл,ласун
1162,nehmen::V,ыл,ласун
1163,wählen::V,быыбардаа,бувчӏин
1164,auswählen::V,тал,бувчӏин
1165,auswählen::V,тал,язи бугьан
1166,bewahren::V,харай,ядан
1167,behindern::V,мэһэйдээ,дайщишруду дуллан
1168,verderben::V,буорту гын,зия дан
1169,beschädigen::V,алдьат,зарал буллан
1170,zerbrechen::V,үлтүрүт,гьагъан
1171,zerbrechen::V,үлтүрүт,гьагъан бан
1172,zerreißen::V,хайыта тарт,ххяхха дуккан
1173,zerstören::V,алдьат,лекьан дан
1174,verbrennen::V,уоттаа,ччуччин
1175,geben::V,биэр,дулун
1176,reichen::V,аҕал,дулун
1177,schenken::V,бэлэхтээ,пишкаш дан
1178,schenken::V,бэлэхтээ,багъишла дан
1179,schenken::V,бэлэхтээ,ихӏсандалун дуллун
1180,versprechen::V,эрэннэр,банна чин
1181,wünschen::V,баҕар,
1182,loben::V,хайҕаа,цӏа дан
1183,küssen::V,уураа,ппай тӏун
1184,wiegen::V,бигээ,гьуркку тӏун
1185,wiegen::V,бигээ,гьуркку буллан
1186,wiegen::V,бигээ,гьуркку бан
1187,zudecken::V,сап,
1188,zudecken::V,бүрүй,
1189,wecken::V,уһугуннар,чантӏ учин ан
1190,zeigen::V,көрдөр,ккаккан бан
1191,führen::V,салай,буцин
1192,lehren::V,үөрэт,лахьхьин бан
1193,lehren::V,үөрэт,лахьхьин буллан
1194,unterrichten::V,үөрэт,дарс дишаван
1195,aufziehen::V,иит,хъуна ан
1196,aufziehen::V,иит,тарбия ан
1197,leiten::V,салай,каялувшиву дан
1198,antreiben::V,кыһай,
1199,lassen::V,күһэй,
1200,einladen::V,ыҥыр,хъамалу оьвчин
1201,vereinigen::V,холбоо,ца бан
1202,vereinigen::V,түм,ца бан
1203,besuchen::V,сырыт,ялун уххан
1204,besuchen::V,билсэ сырыт,ялун уххан
1205,treffen::V,көрүс,хьуна бакьин
1206,sich versammeln::V,мүһүн,батӏин
1207,sich versammeln::V,түмүс,батӏин
1208,spielen::V,оонньоо,тӏуркӏу тӏун
1209,singen::V,ыллаа,балай тӏун
1210,tanzen::V,үҥкүүлээ,къавтӏун
1211,sich trennen::V,араҕыс,ппив хьун
1212,verlassen::V,хааллар,увккун гьан
1213,retten::V,өрүһүй,ххассал бан
1214,bewachen::V,араҥаччылаа,къарал бан
1215,schützen::V,көмүскээ,ябан
1216,verteidigen::V,көмүскээ,буруччин
1217,sich schlagen::V,охсус,биян
1218,schießen::V,ытыалаа,битлан
1219,siegen::V,хот,ххув хьун
1220,siegen::V,хот,ххувшаву ласун
1221,siegen::V,кыай,ххув хьун
1222,siegen::V,кыай,ххувшаву ласун
1223,ärgern::V,кыыһырт,ссибизан уллан
1224,schlagen::V,оҕус,рищун
1225,treten::V,тэп,
1226,stechen::V,кэй,кьутӏин
1227,stoßen::V,кэп,щун
1228,stoßen::V,үтүрүй,щун
1229,stehlen::V,уор,дацин
1230,stören::V,мэһэйдээ,кьючин
1231,belästigen::V,батар,бизар уллан
1232,verbergen::V,кистээ,лабитан
1233,verbergen::V,кистээ,кӏучӏ бан
1234,täuschen::V,албыннаа,хъяврин ан
1235,betrügen::V,албыннаа,аьикьин ан
1236,töten::V,өлөр,ивчӏан
1237,wohnen::V,олор,оьрму бутлан
1238,arbeiten::V,үлэлээ,зун
1239,sammeln::V,мус,ттихӏин
1240,sammeln::V,мус,вив дишин
1241,sammeln::V,хомуй,ттихӏин
1242,sammeln::V,хомуй,вив дишин
1243,pflücken::V,үргээ,риттун
1244,jagen::V,бултаа,авли занан
1245,fischen::V,балыктаа,чавахъру бугьлан
1246,fassen::V,тут,бугьан
1247,hüten::V,манаа,урттуйн бакьлан
1248,treiben::V,үүр,дачин дуллан
1249,treiben::V,үүр,лихъан буллан
1250,anbinden::V,баай,бахӏин
1251,füttern::V,аһат,канаки буллан
1252,melken::V,ыа,ттизин
1253,hacken::V,кэрт,мюрш буллан
1254,hacken::V,кэрт,мюрш бан
1255,gießen::V,сиигирт,щин дишин
1256,reifen::V,бус,диян
1257,zubereiten::V,бэлэмнээ,хӏадур дан
1258,zubereiten::V,бэлэмнээ,хӏадур бан
1259,kochen::V,буһар,шашан
1260,kochen::V,буһар,шашан дуллан
1261,backen::V,буһар,бишлан
1262,backen::V,буһар,шахьлан
1263,braten::V,хооруй,цӏарайх дуллан
1264,braten::V,ыһаарылаа,цӏарайх дуллан
1265,braten::V,соркуойдаа,цӏарайх дуллан
1266,umrühren::V,былаа,хӏала бан
1267,stricken::V,өр,щащлан
1268,stricken::V,өр,щащан
1269,nähen::V,иистэн,дуруххан
1270,färben::V,кырааскалаа,ранг щун
1271,reinigen::V,ыраастаа,марцӏ бан
1272,waschen::V,сууй,шюшин
1273,abwischen::V,сот,лишин
1274,spülen::V,сайҕаа,вилаган
1275,fegen::V,сиппий,башин
1276,kehren::V,харбаа,бахьлан
1277,baden::V,сөтүөлээ,щинавун учӏлан
1278,sich waschen::V,суун,диссун
1279,sich waschen::V,суун,лажин диссун
1280,sich waschen::V,суун,лажин дислан
1281,sich waschen::V,суун,биссун
1282,sich waschen::V,суун,чурх бислан
1283,ausziehen::V,уһул,ликкан
1284,anziehen::V,кэтэрт,лаххан
1285,sich anziehen::V,таҥын,янна лаххан
1286,kämmen::V,тараа,ттарал дуккан
1287,schmücken::V,симээ,чӏюлу бан
1288,sagen::V,диэ,учин
1289,sprechen::V,эт,гъалгъа тӏун
1290,sprechen::V,саҥар,гъалгъа тӏун
1291,reden::V,кэпсэт,гъалгъа тӏун
1292,sich unterhalten::V,кэпсэт,гъалгъа тӏун
1293,fragen::V,ыйыт,цӏуххин
1294,bitten::V,көрдөс,тавакъю буллан
1295,erzählen::V,кэпсээ,хавар бусан
1296,erzählen::V,сэһэргээ,хавар бусан
1297,mitteilen::V,биллэр,баян бан
1298,mitteilen::V,биллэр,хавар бан
1299,nennen::V,ааттаа,цӏа дизан
1300,rufen::V,ыҥыр,оьвтӏун
1301,prahlen::V,чабылан,цӏа дуллан
1302,prahlen::V,киһиргээ,цӏа дуллан
1303,übersetzen::V,тылбаастаа,таржума бан
1304,denken::V,санаа,пикри буллан
1305,denken::V,толкуйдаа,пикри буллан
1306,glauben::V,итэҕэй,вих хьун
1307,bemerken::V,бэлиэтээ,хӏисав хъун
1308,erkennen::V,бил,увчӏин
1309,begreifen::V,өйдөө,бувчӏин
1310,verstehen::V,өйдөө,
1311,lernen::V,үөрэн,лахьлан
1312,lernen::V,үөрэн,лахьхьин
1313,wissen::V,бил,кӏулну бикӏан
1314,wissen::V,бил,хавар бикӏан
1315,sich erinnern an::V,аҕын,дакӏнин бутан
1316,vergessen::V,умун,хъама битан
1317,messen::V,кэмнээ,дуцин дуллан
1318,messen::V,кэмнээ,дуцин дан
1319,messen::V,кээмэйдээ,дуцин дуллан
1320,messen::V,кээмэйдээ,дуцин дан
1321,zählen::V,аах,дуккин
1322,rechnen::V,аах,хӏисав дан
1323,lesen::V,аах,ккалан
1324,malen::V,уруһуйдаа,сурат дуллан
1325,zeichnen::V,уруһуйдаа,сурат дуллан
1326,schreiben::V,суруй,чичин
1327,schreiben::V,суруй,чичлан
1328,besitzen::V,баһылаа,дуну икӏан
1329,besitzen::V,баһылаа,дуну дикӏан
1330,besitzen::V,баһылаа,заллуну икӏан
1331,kaufen::V,атыылас,машан ласун
1332,verkaufen::V,атыылаа,баххан
1333,bezahlen::V,төлөө,арцу дулун
1334,bezahlen::V,төлөө,багьа булун
1335,zahlen::V,төлөө,арцу дулун
1336,zahlen::V,төлөө,багьа булун
1337,beherrschen::V,баһылаа,дуну икӏан
1338,beherrschen::V,баһылаа,заллуну икӏан
1339,ertragen::V,тулуй,бухӏан
