,Concept_ID,pt,ja
865,zehn::NUM,dez,十
866,elf::NUM,onze,十一
867,zwölf::NUM,doze,十二
868,zwanzig::NUM,vinte,二十
869,dreißig::NUM,trinta,三十
870,vierzig::NUM,quarenta,四十
871,fünfzig::NUM,cinquenta,五十
872,sechzig::NUM,sessenta,六十
873,siebzig::NUM,setenta,七十
874,achtzig::NUM,oitenta,八十
875,neunzig::NUM,noventa,九十
876,hundert::NUM,cem,百
877,hundert::NUM,cento,百
878,tausend::NUM,mil,千
879,und::CNJ,e,-と
880,und::CNJ,e,そして
881,oder::CNJ,ou,或いは
882,stehen::V,estar em pé,立っている
883,sitzen::V,estar sentado,座っている
884,liegen::V,jazer,横になっている
885,liegen::V,estar deitado,横になっている
886,hängen::V,pender,掛かっている
887,hängen::V,estar pendurado,掛かっている
888,werden::V,tornar-se,なる
889,passieren::V,acontecer,起こる
890,beginnen::V,começar,始まる
891,enden::V,acabar,終わる
892,enden::V,terminar,終わる
893,wechseln::V,variar,変わる
894,wechseln::V,alternar,変わる
895,aufgehen[Sonne]::V,nascer,出る
896,untergehen[Sonne]::V,pôr-se,沈む
897,scheinen[Sonne]::V,brilhar,輝く
898,donnern::V,trovejar,雷が鳴る
899,wehen::V,soprar,吹く
900,strömen::V,correr,流れる
901,fließen::V,fluir,流れる
902,sich drehen::V,girar,回転する
903,schwanken::V,oscilar,揺れる
904,schwingen::V,vibrar,振動する
905,fallen::V,cair,落ちる
906,brennen::V,arder,燃える
907,rauchen::V,fumegar,煙を出す
908,regnen::V,chover,雨が降る
909,gefrieren::V,gelar,凍る
910,gefrieren::V,congelar,凍る
911,tauen::V,derreter,溶ける
912,tauen::V,descongelar,溶ける
913,schmelzen::V,fundir-se,溶ける
914,trocknen::V,secar,乾く
915,sieden::V,ferver,沸く
916,faulen::V,estragar-se,腐る
917,verfaulen::V,apodrecer,朽ちる
918,reißen::V,romper-se,切れる
919,versinken::V,afundar-se,沈む
920,vergehen::V,passar,経つ
921,erscheinen::V,aparecer,現れる
922,verschwinden::V,desaparecer,消える
923,sinken::V,descer,下がる
924,abnehmen::V,diminuir,減る
925,abnehmen::V,decrescer,減る
926,zunehmen::V,crescer,増える
927,zunehmen::V,aumentar,増える
928,steigen::V,subir,上がる
929,wachsen::V,crescer,伸びる
930,glänzen::V,brilhar,輝く
931,funkeln::V,cintilar,ぴかぴか光る
932,lärmen::V,fazer barulho,騒ぐ
933,läuten::V,chocalhar,鳴る
934,klingeln::V,tocar,鳴る
935,klirren::V,tinir,がらんがらんと鳴る
936,brausen::V,bramar,逆巻く
937,rauschen::V,murmurar,戦ぐ
938,rauschen::V,rumorejar,戦ぐ
939,klingen::V,soar,鳴る
940,bellen::V,ladrar,吠える
941,heulen::V,uivar,きゃんきゃん鳴く
942,blasen::V,soprar,吹く
943,pfeifen::V,assobiar,口笛を吹く
944,schreien::V,gritar,叫ぶ
945,stöhnen::V,gemer,うめく
946,zittern::V,tremer,震える
947,leben::V,viver,生きている
948,geboren werden::V,nascer,生まれる
949,atmen::V,respirar,呼吸する
950,trinken::V,beber,飲む
951,essen::V,comer,食べる
952,schlucken::V,engolir,飲み込む
953,müde werden::V,cansar-se,眠くなる
954,einschlafen::V,adormecer,寝付く
955,schlafen::V,dormir,眠る
956,aufwachen::V,acordar,目が覚める
957,aufstehen::V,levantar-se,起きる
958,sich erholen::V,descansar,休養する
959,krank werden::V,adoecer,病気になる
960,krank werden::V,ficar doente,病気になる
961,krank sein::V,estar doente,病気である
962,schmerzen::V,doer,痛む
963,husten::V,tossir,咳をする
964,genesen::V,convalescer,元気になる
965,sterben::V,morrer,死ぬ
966,sterben::V,morrer,亡くなる
967,umkommen::V,perecer,死亡する
968,sich bewegen::V,mover-se,移動する
969,sich rühren::V,mexer-se,動く
970,sich erheben::V,levantar-se,立ち上がる
971,sich setzen::V,sentar-se,座る
972,hinfallen::V,cair,転ぶ
973,laufen::V,andar,歩く
974,laufen::V,caminhar,歩く
975,schreiten::V,andar,跨ぐ
976,schreiten::V,caminhar,跨ぐ
977,spazierengehen::V,passear,散歩する
978,eilen::V,apressar-se,急ぐ
979,sich beeilen::V,apressar-se,焦る
980,sich beeilen::V,despachar-se,焦る
981,sausen::V,correr,疾駆する
982,rennen::V,correr,走る
983,springen::V,saltar,跳ぶ
984,klettern::V,trepar,よじ登る
985,schaukeln::V,baloiçar,ぶらんこに乗る
986,kriechen::V,rastejar,這う
987,kriechen::V,arrastar-se,這う
988,schwimmen::V,nadar,泳ぐ
989,tauchen::V,mergulhar,潜る
990,rudern::V,remar,漕ぐ
991,fahren::V,ir,行く
992,fahren::V,ir,乗車する
993,fliegen::V,voar,飛ぶ
994,gehen::V,ir,行く
995,gehen::V,andar,行く
996,weggehen::V,partir,立ち去る
997,weggehen::V,ir-se embora,立ち去る
998,abfahren::V,sair,出発する
999,abfahren::V,partir,出発する
1000,anhalten::V,parar,止まる
1001,hineingehen::V,entrar,入る
1002,eintreten::V,entrar,中に入る
1003,kommen::V,vir,来る
1004,ankommen::V,chegar,着く
1005,ankommen::V,chegar,到着する
1006,zurückkommen::V,voltar,帰る
1007,zurückkommen::V,regressar,帰る
1008,bleiben::V,ficar,留まる
1009,bleiben::V,permanecer,留まる
1010,warten::V,esperar,待つ
1011,erwarten::V,esperar,期待する
1012,erwarten::V,aguardar,期待する
1013,suchen::V,buscar,探る
1014,suchen::V,procurar,探る
1015,finden::V,achar,見つける
1016,finden::V,encontrar,見つける
1017,versuchen::V,tentar,試す
1018,vorbereiten::V,preparar,準備する
1019,lieben::V,amar,愛する
1020,lieben::V,querer,愛する
1021,mögen::V,gostar de,好きである
1022,lachen::V,rir,笑う
1023,lachen::V,rir-se,笑う
1024,rühren::V,comover,感情を動かす
1025,weinen::V,chorar,泣く
1026,schimpfen::V,ralhar,叱る
1027,sich ärgern::V,zangar-se,怒る
1028,sich ärgern::V,zangar-se,腹を立てる
1029,sich fürchten::V,ter medo de,怖がる
1030,sich fürchten::V,ter receio de,怖がる
1031,fürchten::V,temer,恐れる
1032,fürchten::V,recear,恐れる
1033,fliehen::V,fugir,逃げる
1034,flüchten::V,refugiar-se,逃亡する
1035,sehen::V,ver,見る
1036,anschauen::V,olhar,眺める
1037,ansehen::V,mirar,見る
1038,hören::V,ouvir,聞く
1039,zuhören::V,escutar,聴く
1040,probieren::V,provar,食べてみる
1041,probieren::V,saborear,食べてみる
1042,riechen::V,cheirar,気取る
1043,fühlen::V,sentir,感じる
1044,scheinen::V,parecer,ように見える
1045,zu sehen sein::V,estar à vista,見える
1046,vernehmen::V,ouvir,承る
1047,frieren::V,ter frio,寒気がする
1048,tun::V,fazer,する
1049,können::V,saber,出来る
1050,wollen::V,querer,-たい
1051,anfangen::V,iniciar,始める
1052,beenden::V,acabar,終える
1053,beenden::V,terminar,終える
1054,aufhören::V,cessar,止める
1055,aufhören::V,desistir,止める
1056,gelingen::V,sair bem,成功する
1057,gelingen::V,dar bom resultado,成功する
1058,geraten::V,sair,当たる
1059,geraten::V,dar resultado,当たる
1060,öffnen::V,abrir,開く
1061,öffnen::V,abrir,開ける
1062,schließen::V,fechar,閉める
1063,stellen::V,pôr,置く
1064,stellen::V,pôr,据える
1065,stellen::V,colocar,置く
1066,stellen::V,colocar,据える
1067,setzen::V,pôr,座らせる
1068,setzen::V,meter,座らせる
1069,legen::V,pôr,置く
1070,legen::V,meter,置く
1071,berühren::V,tocar,触る
1072,berühren::V,tocar,触れる
1073,verbinden::V,unir,結びつける
1074,verbinden::V,ligar,結びつける
1075,bedecken::V,cobrir,覆う
1076,aufhängen::V,pendurar,掛ける
1077,anzünden::V,acender,燃やす
1078,anzünden::V,acender,火をつける
1079,aufheben::V,apanhar,拾う
1080,aufheben::V,levantar,拾う
1081,zurücklassen::V,deixar,残す
1082,verlieren::V,perder,無くす
1083,fallen lassen::V,deixar cair,落とす
1084,machen::V,fazer,作る
1085,herstellen::V,produzir,製造する
1086,bauen::V,edificar,建設する
1087,bauen::V,construir,建設する
1088,reparieren::V,reparar,直す
1089,reparieren::V,reparar,修理する
1090,reparieren::V,consertar,直す
1091,reparieren::V,consertar,修理する
1092,verbessern::V,melhorar,改良する
1093,ändern::V,mudar,変える
1094,ändern::V,alterar,変える
1095,graben::V,cavar,掘る
1096,beugen::V,curvar,折る
1097,biegen::V,vergar,曲げる
1098,drehen::V,girar,回す
1099,wenden::V,virar,裏返す
1100,wenden::V,voltar,裏返す
1101,umdrehen::V,virar,裏返す
1102,umdrehen::V,revolver,裏返す
1103,heben::V,levantar,挙げる
1104,hochheben::V,erguer,持ち上げる
1105,hochheben::V,levantar,持ち上げる
1106,ergreifen::V,apanhar,取り上げる
1107,halten::V,segurar,持つ
1108,drücken::V,apertar,押す
1109,schieben::V,empurrar,ずらす
1110,kratzen::V,raspar,引っ掻く
1111,lecken::V,lamber,なめる
1112,beißen::V,morder,噛む
1113,abreißen::V,arrancar,剝ぎ取る
1114,abschneiden::V,talhar,切り取る
1115,binden::V,ligar,縛る
1116,stecken::V,meter,差し込む
1117,stecken::V,enfiar,差し込む
1118,brechen::V,romper,破る
1119,brechen::V,quebrar,破る
1120,klopfen::V,bater,とんとん叩く
1121,hauen::V,bater,叩く
1122,kleben::V,colar,貼る
1123,kleben::V,colar,くっ付ける
1124,reiben::V,esfregar,擦る
1125,streichen::V,barrar,塗る
1126,schleifen::V,afiar,研ぐ
1127,schneiden::V,cortar,切る
1128,rütteln::V,sacudir,揺さぶる
1129,schütteln::V,abanar,振る
1130,schütteln::V,abanar,揺さぶる
1131,schütteln::V,sacudir,振る
1132,schütteln::V,sacudir,揺さぶる
1133,schwenken::V,agitar,振る
1134,schütten::V,deitar,注ぐ
1135,füllen::V,encher,いっぱいにする
1136,einwickeln::V,envolver,包む
1137,einwickeln::V,embrulhar,包む
1138,tragen::V,levar,運ぶ
1139,tragen::V,trazer,運ぶ
1140,schleppen::V,arrastar,引きずる
1141,ziehen::V,puxar,引く
1142,aufbewahren::V,guardar,預かる
1143,aufbewahren::V,conservar,預かる
1144,werfen::V,lançar,投げる
1145,fangen::V,apanhar,受ける
1146,packen::V,agarrar,掴む
1147,verstecken::V,esconder,隠す
1148,teilen::V,partir,分ける
1149,teilen::V,dividir,分ける
1150,schicken::V,enviar,送る
1151,bringen::V,trazer,持って行く
1152,hinzufügen::V,acrescentar,加える
1153,bekommen::V,obter,得る
1154,erhalten::V,receber,受ける
1155,nehmen::V,tomar,取る
1156,wählen::V,eleger,選ぶ
1157,wählen::V,escolher,選ぶ
1158,auswählen::V,escolher,選ぶ
1159,auswählen::V,seleccionar,選ぶ
1160,bewahren::V,guardar,保存する
1161,bewahren::V,conservar,保存する
1162,behindern::V,impedir,妨害する
1163,verderben::V,estragar,台無しにする
1164,verderben::V,corromper,台無しにする
1165,beschädigen::V,danificar,損傷する
1166,zerbrechen::V,romper,割る
1167,zerbrechen::V,quebrar,割る
1168,zerreißen::V,rasgar,引き裂く
1169,zerstören::V,destruir,破壊する
1170,verbrennen::V,queimar,焼く
1171,geben::V,dar,上げる
1172,reichen::V,passar,渡す
1173,schenken::V,oferecer,贈る
1174,versprechen::V,prometer,約束する
1175,wünschen::V,desejar,望む
1176,loben::V,louvar,褒める
1177,küssen::V,beijar,キスする
1178,wiegen::V,embalar,揺する
1179,zudecken::V,tapar,覆う
1180,zudecken::V,cobrir,覆う
1181,wecken::V,acordar,起こす
1182,wecken::V,despertar,起こす
1183,zeigen::V,mostrar,見せる
1184,führen::V,guiar,案内する
1185,führen::V,conduzir,案内する
1186,lehren::V,ensinar,教える
1187,unterrichten::V,instruir,通知する
1188,aufziehen::V,criar,育てる
1189,leiten::V,dirigir,導く
1190,leiten::V,conduzir,導く
1191,antreiben::V,impelir,励ます
1192,lassen::V,fazer,～させる
1193,einladen::V,convidar,誘う
1194,einladen::V,convidar,招待する
1195,vereinigen::V,unir,一つにする
1196,vereinigen::V,reunir,一つにする
1197,besuchen::V,ir ver,訪ねる
1198,besuchen::V,visitar,訪ねる
1199,treffen::V,encontrar,出会う
1200,sich versammeln::V,reunir-se,集まる
1201,spielen::V,jogar,遊ぶ
1202,spielen::V,brincar,遊ぶ
1203,singen::V,cantar,歌う
1204,tanzen::V,bailar,踊る
1205,sich trennen::V,apartar-se,別れる
1206,verlassen::V,deixar,別れる
1207,verlassen::V,abandonar,別れる
1208,retten::V,salvar,救う
1209,retten::V,salvar,助ける
1210,bewachen::V,vigiar,見張る
1211,bewachen::V,vigiar,軽微する
1212,bewachen::V,guardar,見張る
1213,bewachen::V,guardar,軽微する
1214,schützen::V,proteger,保護する
1215,verteidigen::V,defender,守る
1216,sich schlagen::V,brigar,殴る
1217,sich schlagen::V,bater-se,殴る
1218,schießen::V,disparar,撃つ
1219,siegen::V,vencer,勝つ
1220,ärgern::V,irritar,怒らせる
1221,ärgern::V,aborrecer,怒らせる
1222,schlagen::V,bater,殴る
1223,treten::V,pisar,蹴る
1224,stechen::V,picar,突く
1225,stoßen::V,empurrar,突く
1226,stehlen::V,furtar,盗る
1227,stören::V,perturbar,構う
1228,belästigen::V,incomodar,邪魔する
1229,belästigen::V,importunar,邪魔する
1230,verbergen::V,ocultar,隠す
1231,verbergen::V,esconder,隠す
1232,täuschen::V,iludir,だます
1233,täuschen::V,enganar,だます
1234,betrügen::V,burlar,だます
1235,betrügen::V,enganar,だます
1236,töten::V,matar,殺す
1237,wohnen::V,morar,住む
1238,arbeiten::V,trabalhar,働く
1239,sammeln::V,recolher,集める
1240,sammeln::V,recolher,収集する
1241,sammeln::V,coleccionar,集める
1242,sammeln::V,coleccionar,収集する
1243,pflücken::V,colher,摘む
1244,jagen::V,caçar,狩りをする
1245,fischen::V,pescar,釣る
1246,fassen::V,apanhar,捕る
1247,hüten::V,guardar,放牧する
1248,treiben::V,conduzir,追う
1249,anbinden::V,atar,繋ぐ
1250,füttern::V,dar de comer a,餌をやる
1251,melken::V,ordenhar,搾乳する
1252,hacken::V,rachar,刻む
1253,gießen::V,regar,水をやる
1254,reifen::V,amadurecer,熟す
1255,zubereiten::V,preparar,調理する
1256,kochen::V,cozer,煮る
1257,backen::V,cozer,焼く
1258,braten::V,assar,焼く
1259,braten::V,assar,炒める
1260,braten::V,fritar,焼く
1261,braten::V,fritar,炒める
1262,umrühren::V,remexer,混ぜる
1263,stricken::V,tricotar,編む
1264,stricken::V,fazer malha,編む
1265,nähen::V,coser,縫う
1266,nähen::V,costurar,縫う
1267,färben::V,tingir,染める
1268,färben::V,colorir,染める
1269,reinigen::V,limpar,掃除する
1270,reinigen::V,purificar,掃除する
1271,waschen::V,lavar,洗う
1272,waschen::V,lavar,洗濯する
1273,abwischen::V,limpar,拭く
1274,abwischen::V,esfregar,拭く
1275,spülen::V,lavar,洗う
1276,spülen::V,lavar,すすぐ
1277,spülen::V,enxaguar,洗う
1278,spülen::V,enxaguar,すすぐ
1279,fegen::V,varrer,掃除する
1280,kehren::V,varrer,掃く
1281,baden::V,banhar,入浴する
1282,baden::V,tomar banho,入浴する
1283,sich waschen::V,lavar-se,洗う
1284,ausziehen::V,despir,脱ぐ
1285,anziehen::V,vestir,着る
1286,sich anziehen::V,vestir-se,着る
1287,kämmen::V,pentear,梳く
1288,schmücken::V,adornar,飾る
1289,sagen::V,dizer,言う
1290,sprechen::V,falar,話す
1291,reden::V,falar,話す
1292,sich unterhalten::V,conversar,話をする
1293,fragen::V,perguntar,聞く
1294,bitten::V,pedir,頼む
1295,bitten::V,pedir,お願いする
1296,erzählen::V,contar,物語る
1297,mitteilen::V,comunicar,伝える
1298,mitteilen::V,participar,伝える
1299,nennen::V,nomear,名づける
1300,nennen::V,apelidar,名づける
1301,rufen::V,chamar,呼ぶ
1302,prahlen::V,gabar-se,自慢する
1303,prahlen::V,vangloriar-se,自慢する
1304,übersetzen::V,traduzir,訳す
1305,denken::V,pensar,考える
1306,glauben::V,crer,信じる
1307,bemerken::V,notar,気が付く
1308,bemerken::V,observar,気が付く
1309,erkennen::V,reconhecer,認識する
1310,begreifen::V,apreender,分かる
1311,begreifen::V,compreender,分かる
1312,verstehen::V,entender,聞き取る
1313,verstehen::V,compreender,聞き取る
1314,lernen::V,aprender,学ぶ
1315,lernen::V,aprender,勉強する
1316,wissen::V,saber,知っている
1317,sich erinnern an::V,lembrar-se de,思い出す
1318,sich erinnern an::V,recordar-se de,思い出す
1319,vergessen::V,esquecer,忘れる
1320,messen::V,medir,計る
1321,messen::V,medir,測定する
1322,zählen::V,contar,数える
1323,rechnen::V,calcular,計算する
1324,lesen::V,ler,読む
1325,malen::V,pintar,描く
1326,zeichnen::V,desenhar,写生する
1327,schreiben::V,escrever,書く
1328,besitzen::V,possuir,所持する
1329,kaufen::V,comprar,買う
1330,verkaufen::V,vender,売る
1331,bezahlen::V,pagar,払う
1332,zahlen::V,pagar,支払う
1333,beherrschen::V,imperar,支配する
1334,ertragen::V,suportar,耐える
