,Concept_ID,lt,et
810,zuerst::ADV,pirma,esmalt
811,zuerst::ADV,iš pradžių̃,enne
812,zuerst::ADV,iš pradžių̃,esmalt
813,einmal::ADV,kartą,kord
814,einmal::ADV,kartą,üks kord
815,einmal::ADV,vieną kartą,kord
816,einmal::ADV,vieną kartą,üks kord
817,manchmal::ADV,kai kada,mõnikord
818,oft::ADV,dažnai,tihti
819,oft::ADV,dažnai,sageli
820,immer::ADV,visada,ikka
821,immer::ADV,visada,alati
822,immer::ADV,visuomet,ikka
823,immer::ADV,visuomet,alati
824,niemals::ADV,niekada,mitte kunagi
825,niemals::ADV,niekuomet,mitte kunagi
826,hier::ADV,čia,siin
827,hierhin::ADV,šen,siia
828,hierhin::ADV,čionai,siia
829,von hier::ADV,iš čia,siit
830,dort::ADV,ten,seal
831,dort::ADV,tenai,seal
832,dorthin::ADV,ten,sinna
833,dorthin::ADV,ten link,sinna
834,geradeaus::ADV,tiesiai,otse edasi
835,vorwärts::ADV,pirmyn,edasi
836,rückwärts::ADV,atbulai,tagurpidi
837,zurück::ADV,atgal,tagasi
838,unten::ADV,žemai,all
839,unten::ADV,žemai,allpool
840,unten::ADV,apačioje,all
841,unten::ADV,apačioje,allpool
842,hinab::ADV,žemyn,alla
843,oben::ADV,viršuj,ülal
844,hinauf::ADV,aukštyn,üles
845,hinauf::ADV,į viršų,üles
846,überall::ADV,visur,kõikjal
847,nicht::ADV,ne,ei
848,nicht::ADV,ne,mitte
849,ein wenig::ADV,truputį,veidi
850,ein wenig::ADV,truputį,natuke
851,kaum::ADV,vos,vaevalt
852,sehr::ADV,labai,väga
853,sehr::ADV,baisiai,väga
854,so::ADV,taip,nii
855,noch::ADV,dar,veel
856,nur::ADV,tik,ainult
857,nur::ADV,vien,ainult
858,schon::ADV,jau,juba
859,wieder::ADV,vėl,jälle
860,wieder::ADV,iš naujo,jälle
861,vergebens::ADV,veltui,asjata
862,vergebens::ADV,bergždžiai,asjata
863,vor::PRP,prieš,ees
864,hinter::PRP,už,taha
865,unter::PRP,po,all
866,durch::PRP,pro,läbi
867,durch::PRP,pro,kaudu
868,durch::PRP,per,läbi
869,durch::PRP,per,kaudu
870,neben::PRP,prie,kõrval
871,neben::PRP,šalia,kõrval
872,zwischen::PRP,tarp,vahel
873,wegen::PRP,dėl,tõttu
874,wegen::PRP,dėl,pärast
875,wegen::PRP,dėlei,tõttu
876,wegen::PRP,dėlei,pärast
877,dies::PRN,šis,see
878,dies::PRN,šitas,see
879,das::PRN,tat,see
880,alles::PRN,visas,kõik
881,ich::PRN,aš,mina
882,du::PRN,tu,sina
883,er::PRN,jis,tema
884,wir::PRN,mes,me
885,ihr::PRN,jūs,te
886,sie::PRN,ji,nad
887,sie::PRN,jos,nad
888,was::FPRN,kas,mis
889,wer::FPRN,kas,kes
890,wo::FADV,kur,kus
891,wohin::FADV,kur,kuhu
892,wohin::FADV,kur link,kuhu
893,wie::FADV,kaip,kuidas
894,warum::FADV,kod̃ėl,miks
895,warum::FADV,dėl ko,miks
896,wieviel::FNUM,kiek,mitu
897,wieviel::FNUM,kiek,kui palju
898,eins::NUM,vienas,üks
899,zwei::NUM,du,kaks
900,drei::NUM,trys,kolm
901,vier::NUM,keturi,neli
902,fünf::NUM,penki,viis
903,sechs::NUM,šeši,kuus
904,sieben::NUM,septyni,seitse
905,acht::NUM,aštuoni,kaheksa
906,neun::NUM,devyni,üheksa
907,zehn::NUM,dešimt,kümme
908,elf::NUM,vienuolika,üksteist
909,zwölf::NUM,dvylika,kaksteist
910,zwanzig::NUM,dvidešimt,kakskümmend
911,dreißig::NUM,trisdešimt,kolmkümmend
912,vierzig::NUM,keturiasdešimt,nelikümmend
913,fünfzig::NUM,penkiasdešimt,viiskümmend
914,sechzig::NUM,šešiasdešimt,kuuskümmend
915,siebzig::NUM,septyniasdešimt,seitsekümmend
916,achtzig::NUM,aštuoniasdešimt,kaheksakümmend
917,neunzig::NUM,devyniasdešimt,üheksakümmend
918,hundert::NUM,šimtas,sada
919,tausend::NUM,tūkstantis,tuhat
920,und::CNJ,ĩr,ja
921,oder::CNJ,ar,või
922,oder::CNJ,arba,või
923,stehen::V,stovėti,seisma
924,sitzen::V,sėdėti,istuma
925,liegen::V,gulėti,lamama
926,hängen::V,kyboti,rippuma
927,hängen::V,kabėti,rippuma
928,werden::V,taptis,saama
929,werden::V,taptis,hakkama
930,werden::V,darytis,saama
931,werden::V,darytis,hakkama
932,passieren::V,atsitikti,juhtuma
933,passieren::V,pasitaikyti,juhtuma
934,beginnen::V,prasid́ėti,algama
935,beginnen::V,prasid́ėti,hakkama
936,enden::V,baigtis,lõppema
937,wechseln::V,keistis,vahelduma
938,wechseln::V,pasikeisti,vahelduma
939,aufgehen[Sonne]::V,tekėti,tõusma
940,aufgehen[Sonne]::V,patekėti,tõusma
941,untergehen[Sonne]::V,leistis,loojuma
942,untergehen[Sonne]::V,nusileisti,loojuma
943,scheinen[Sonne]::V,šviesti,paistma
944,donnern::V,griausti,kõmisema
945,donnern::V,griaudėti,kõmisema
946,wehen::V,pūsti,puhuma
947,strömen::V,lietis,voolama
948,strömen::V,plūsti,voolama
949,fließen::V,tekėti,voolama
950,sich drehen::V,suktis,pöörduma
951,sich drehen::V,pasisukti,pöörduma
952,schwanken::V,svyruoti,kõikuma
953,schwingen::V,suptis,võnkuma
954,fallen::V,pulti,langema
955,fallen::V,kristi,langema
956,brennen::V,degti,põlema
957,rauchen::V,rūkyti,suitsema
958,regnen::V,lyti,sadama
959,gefrieren::V,užšalti,kinni külmuma
960,tauen::V,tirpti,sulama
961,schmelzen::V,lydytis,sulama
962,trocknen::V,džiūti,kuivama
963,sieden::V,virti,keema
964,faulen::V,pūti,mädanema
965,verfaulen::V,švinkti,mädanema
966,reißen::V,plyšti,rebenema
967,reißen::V,trūkti,rebenema
968,versinken::V,skę̃sti,uppuma
969,versinken::V,grimzti,uppuma
970,vergehen::V,praeiti,mööduma
971,erscheinen::V,pasirodyti,ilmuma
972,verschwinden::V,dingti,kaduma
973,verschwinden::V,išnykti,kaduma
974,verschwinden::V,pranykti,kaduma
975,sinken::V,kristi,vajuma
976,sinken::V,kristi,langema
977,abnehmen::V,mažėti,vähenema
978,abnehmen::V,mažėti,kahenema
979,abnehmen::V,silpnėti,vähenema
980,abnehmen::V,silpnėti,kahenema
981,zunehmen::V,didėti,kasvama
982,zunehmen::V,padaugėti,kasvama
983,steigen::V,kilti,tõusma
984,steigen::V,kilti,üles minema
985,wachsen::V,augti,kasvama
986,glänzen::V,blizgėti,läikimä
987,funkeln::V,žibėti,sädelema
988,lärmen::V,triukšmauti,lärmama
989,läuten::V,skambinti,helisema
990,klingeln::V,skambinti,helisema
991,klirren::V,žvangėti,kõlisema
992,brausen::V,šniokšti,kohisema
993,rauschen::V,ošti,kohisema
994,rauschen::V,šlamėti,kohisema
995,klingen::V,skardėti,kõlama
996,bellen::V,loti,haukuma
997,heulen::V,kaukti,uluma
998,heulen::V,staugti,uluma
999,blasen::V,pūsti,puhuma
1000,pfeifen::V,švilpti,vilistama
1001,pfeifen::V,švilpauti,vilistama
1002,schreien::V,šaukti,karjuma
1003,stöhnen::V,dejuoti,oigama
1004,stöhnen::V,aimanuoti,oigama
1005,zittern::V,virpėti,värisema
1006,leben::V,gyventi,elama
1007,leben::V,gyventi,elus olema
1008,geboren werden::V,gimti,sündima
1009,atmen::V,alsuoti,hingama
1010,atmen::V,kvėpuoti,hingama
1011,trinken::V,gerti,jooma
1012,essen::V,valgyti,sööma
1013,schlucken::V,praryti,neelama
1014,müde werden::V,nuvargti,väsima
1015,müde werden::V,privargti,väsima
1016,einschlafen::V,užmigti,uinuma
1017,schlafen::V,miegoti,magama
1018,aufwachen::V,pabusti,ärkama
1019,aufstehen::V,keltis,ärkama
1020,aufstehen::V,keltis,üles tõusma
1021,aufstehen::V,atsikelti,ärkama
1022,aufstehen::V,atsikelti,üles tõusma
1023,sich erholen::V,pailsėti,puhkama
1024,sich erholen::V,poilsiauti,puhkama
1025,krank werden::V,susirgti,haigestuma
1026,krank werden::V,susirgti,haigeks jääma
1027,krank sein::V,sirgti,haige olema
1028,schmerzen::V,sopėti,valutama
1029,schmerzen::V,skaudėti,valutama
1030,husten::V,kosėti,köhima
1031,genesen::V,sveikti,toibuma
1032,genesen::V,taisytis,toibuma
1033,sterben::V,mirti,surema
1034,sterben::V,numirti,surema
1035,umkommen::V,žūti,surma saama
1036,sich bewegen::V,judėti,liikuma
1037,sich bewegen::V,pasijudinti,liikuma
1038,sich rühren::V,krutėti,liikuma
1039,sich erheben::V,pakilti,kerkima
1040,sich erheben::V,atsikelti,kerkima
1041,sich setzen::V,sėstis,istet võtma
1042,sich setzen::V,atsisėsti,istet võtma
1043,hinfallen::V,parkristi,kukkuma
1044,hinfallen::V,parkristi,maha kukkuma
1045,hinfallen::V,pargriūti,kukkuma
1046,hinfallen::V,pargriūti,maha kukkuma
1047,laufen::V,eiti,kõndima
1048,schreiten::V,žengti,astuma
1049,schreiten::V,žingsniuoti,astuma
1050,spazierengehen::V,pasivaikščioti,jalutama
1051,eilen::V,skubėti,ruttama
1052,eilen::V,skubėti,kiirustama
1053,sich beeilen::V,paskub́ėti,ruttama
1054,sich beeilen::V,paskub́ėti,kiirustama
1055,sich beeilen::V,pasiskubinti,ruttama
1056,sich beeilen::V,pasiskubinti,kiirustama
1057,sausen::V,dumti,kihutama
1058,sausen::V,dumti,tormama
1059,sausen::V,lėkti,kihutama
1060,sausen::V,lėkti,tormama
1061,rennen::V,bėgti,jooksma
1062,rennen::V,bėgti,kihutama
1063,springen::V,šokti,hüppama
1064,klettern::V,kopti,ronima
1065,schaukeln::V,supti,kiikuma
1066,schaukeln::V,linguoti,kiikuma
1067,kriechen::V,ropoti,roomama
1068,kriechen::V,šliaužti,roomama
1069,schwimmen::V,plaukti,ujuma
1070,tauchen::V,nerti,sukelduma
1071,rudern::V,irtis,sõudma
1072,rudern::V,irkluoti,sõudma
1073,fahren::V,važiuoti,sõitma
1074,fahren::V,važinėti,sõitma
1075,fliegen::V,lėkti,lendama
1076,fliegen::V,skristi,lendama
1077,gehen::V,eiti,käima
1078,gehen::V,eiti,minema
1079,weggehen::V,išeiti,ära minema
1080,weggehen::V,išeiti,välja minema
1081,abfahren::V,išvykti,väljuma
1082,abfahren::V,išvykti,ära sõitma
1083,abfahren::V,išvažiuoti,väljuma
1084,abfahren::V,išvažiuoti,ära sõitma
1085,anhalten::V,sustoti,peatuma
1086,hineingehen::V,įeiti,sisenema
1087,hineingehen::V,įeiti,sisse minema
1088,eintreten::V,įžengti,sisenema
1089,eintreten::V,įžengti,sisse astuma
1090,kommen::V,ateiti,tulema
1091,ankommen::V,ateiti,saabuma
1092,zurückkommen::V,grį̃žti,tagasi tulema
1093,zurückkommen::V,sugrį̃žti,tagasi tulema
1094,bleiben::V,likti,jääma
1095,bleiben::V,pasilikti,jääma
1096,warten::V,laukti,ootama
1097,erwarten::V,laukti,ootama
1098,erwarten::V,laukti,lootma
1099,suchen::V,ieškoti,otsima
1100,finden::V,rasti,leidma
1101,finden::V,surasti,leidma
1102,versuchen::V,mėginti,püüdma
1103,versuchen::V,mėginti,üritama
1104,versuchen::V,mėginti,katsetama
1105,vorbereiten::V,rengti,valmistama
1106,lieben::V,myĺėti,armastama
1107,mögen::V,ḿėgti,sallima
1108,mögen::V,ḿėgti,meeldima
1109,mögen::V,patikti,sallima
1110,mögen::V,patikti,meeldima
1111,lachen::V,juoktis,naerma
1112,rühren::V,jaudinti,liigutama
1113,rühren::V,jaudinti,heldima panema
1114,rühren::V,graudinti,liigutama
1115,rühren::V,graudinti,heldima panema
1116,weinen::V,verkti,nutma
1117,schimpfen::V,bartis,sõimama
1118,sich ärgern::V,pykti,ärrituma
1119,sich ärgern::V,pykti,vihastuma
1120,sich ärgern::V,apmaudauti,ärrituma
1121,sich ärgern::V,apmaudauti,vihastuma
1122,sich fürchten::V,bijoti,kartma
1123,sich fürchten::V,bijoti,hirmu tundma
1124,sich fürchten::V,baimintis,kartma
1125,sich fürchten::V,baimintis,hirmu tundma
1126,fürchten::V,bijoti,kartma
1127,fürchten::V,baimintis,kartma
1128,fliehen::V,bėgti,põgenema
1129,fliehen::V,sprukti,põgenema
1130,flüchten::V,pabėgti,põgenema
1131,sehen::V,žiūŕėti,nägema
1132,anschauen::V,žiūŕėti,vaatama
1133,ansehen::V,žiūrėti į,vaatama
1134,ansehen::V,pažiūrėti į,vaatama
1135,hören::V,girdėti,kuulma
1136,zuhören::V,klausytis,kuulama
1137,probieren::V,ragauti,proovima
1138,probieren::V,paragauti,proovima
1139,riechen::V,uosti,nuusutama
1140,riechen::V,užuosti,nuusutama
1141,fühlen::V,justi,tundma
1142,fühlen::V,jausti,tundma
1143,fühlen::V,pajusti,tundma
1144,scheinen::V,rodytis,näida
1145,scheinen::V,rodytis,ilmuda
1146,scheinen::V,atrodyti,näida
1147,scheinen::V,atrodyti,ilmuda
1148,zu sehen sein::V,pasirodyti,ilmuma
1149,vernehmen::V,išgirsti,üle kuulama
1150,frieren::V,šalti,külmetada
1151,tun::V,daryti,tegema
1152,können::V,galėti,võima
1153,können::V,galėti,oskama
1154,können::V,pajėgti,võima
1155,können::V,pajėgti,oskama
1156,wollen::V,norėti,tahtma
1157,anfangen::V,pradėti,hakkama
1158,anfangen::V,pradėti,alustama
1159,anfangen::V,prasid́ėti,hakkama
1160,anfangen::V,prasid́ėti,alustama
1161,beenden::V,baigti,lõpetama
1162,beenden::V,užbaigti,lõpetama
1163,aufhören::V,liautis,lakkama
1164,gelingen::V,pavykti,õnnestuma
1165,gelingen::V,pasisekti,õnnestuma
1166,geraten::V,nusisekti,jõudma
1167,öffnen::V,atverti,avama
1168,öffnen::V,atidaryti,avama
1169,schließen::V,uždaryti,sulgema
1170,stellen::V,statyti,panema
1171,stellen::V,statyti,asetama
1172,stellen::V,pastatyti,panema
1173,stellen::V,pastatyti,asetama
1174,setzen::V,sodinti,panema
1175,setzen::V,pasodinti,panema
1176,legen::V,dėti,panema
1177,legen::V,dėti,asetama
1178,legen::V,pad́ėti,panema
1179,legen::V,pad́ėti,asetama
1180,berühren::V,liesti,riivama
1181,berühren::V,liesti,puudutama
1182,berühren::V,paliesti,riivama
1183,berühren::V,paliesti,puudutama
1184,verbinden::V,jungti,ühendama
1185,verbinden::V,surišti,ühendama
1186,bedecken::V,uždengti,katma
1187,aufhängen::V,pakarti,riputama
1188,aufhängen::V,pakabinti,riputama
1189,anzünden::V,padegti,süütama
1190,aufheben::V,pakelti,üles tõstma
1191,zurücklassen::V,palikti,jätma
1192,verlieren::V,pamesti,kaotama
1193,fallen lassen::V,atsisakyti,maha pillama
1194,fallen lassen::V,atsisakyti,kukkuda laskma
1195,machen::V,dirbti,tegema
1196,herstellen::V,gaminti,valmistama
1197,bauen::V,statyti,ehitama
1198,bauen::V,pastatyti,ehitama
1199,reparieren::V,taisyti,parandama
1200,reparieren::V,remontuoti,parandama
1201,verbessern::V,gerinti,parandama
1202,verbessern::V,ištaisyti,parandama
1203,ändern::V,keisti,muutma
1204,ändern::V,keisti,ümber tegema
1205,ändern::V,pakeisti,muutma
1206,ändern::V,pakeisti,ümber tegema
1207,graben::V,kasti,kaevama
1208,beugen::V,lenkti,painutama
1209,beugen::V,palenkti,painutama
1210,biegen::V,lenkti,painutama
1211,biegen::V,palenkti,painutama
1212,drehen::V,sukti,keerama
1213,wenden::V,kreipti,ümber pöörama
1214,wenden::V,pakreipti,ümber pöörama
1215,umdrehen::V,sukti,ümber keerama
1216,umdrehen::V,apversti,ümber keerama
1217,heben::V,kelti,tõstma
1218,heben::V,pakelti,tõstma
1219,hochheben::V,pakelti,üles tõstma
1220,hochheben::V,pakelti,kõrgele tõstma
1221,ergreifen::V,čiupti,haarama
1222,ergreifen::V,griebti,haarama
1223,halten::V,laikyti,hoidma
1224,halten::V,palaikyti,hoidma
1225,drücken::V,spausti,pigistama
1226,schieben::V,stumti,lükkama
1227,kratzen::V,kasyti,kraapima
1228,kratzen::V,grandyti,kraapima
1229,lecken::V,laižyti,lakkuma
1230,beißen::V,kandžioti,purema
1231,beißen::V,kandžioti,hammustama
1232,abreißen::V,nuplėšti,rebima
1233,abreißen::V,nuplėšti,ära rebima
1234,abschneiden::V,atpjauti,ära lõikama
1235,abschneiden::V,atkirpti,ära lõikama
1236,binden::V,rišti,siduma
1237,binden::V,surišti,siduma
1238,stecken::V,kišti,pistma
1239,stecken::V,įkišti,pistma
1240,brechen::V,lūžti,murdma
1241,brechen::V,laužyti,murdma
1242,klopfen::V,belsti,koputama
1243,klopfen::V,barbenti,koputama
1244,hauen::V,mušti,lööma
1245,kleben::V,lipdyti,kleepima
1246,kleben::V,klijuoti,kleepima
1247,reiben::V,trinti,hõõruma
1248,reiben::V,tarkuoti,hõõruma
1249,streichen::V,tepti,silitama
1250,streichen::V,užtepti,silitama
1251,schleifen::V,galą́sti,lihvima
1252,schleifen::V,galą́sti,teritama
1253,schneiden::V,pjauti,lõikama
1254,schneiden::V,kirpti,lõikama
1255,rütteln::V,purtyti,raputama
1256,schütteln::V,purtyti,raputama
1257,schütteln::V,purtyti,loksutama
1258,schwenken::V,mojuoti,vehkima
1259,schwenken::V,mojuoti,lehvitama
1260,schütten::V,pilti,kallama
1261,schütten::V,berti,kallama
1262,füllen::V,pildyti,täitma
1263,füllen::V,pripildyti,täitma
1264,einwickeln::V,įvynioti,sisse mähkima
1265,einwickeln::V,suvynioti,sisse mähkima
1266,tragen::V,nešti,kandma
1267,tragen::V,nešioti,kandma
1268,schleppen::V,vilkti,tassima
1269,schleppen::V,vilkti,lohistama
1270,ziehen::V,tempti,vedama
1271,ziehen::V,tempti,tõmbama
1272,aufbewahren::V,laikyti,säilitama
1273,aufbewahren::V,laikyti,alal hoidma
1274,werfen::V,mesti,viskama
1275,werfen::V,sviesti,viskama
1276,fangen::V,sugauti,püüdma
1277,packen::V,čiupti,kinni haarama
1278,packen::V,čiupti,kinni võtma
1279,packen::V,griebti,kinni haarama
1280,packen::V,griebti,kinni võtma
1281,verstecken::V,slėpti,peitma
1282,verstecken::V,slapstyti,peitma
1283,teilen::V,dalyti,jagama
1284,teilen::V,dalyti,jaotama
1285,teilen::V,padalyti,jagama
1286,teilen::V,padalyti,jaotama
1287,schicken::V,sių̃sti,saatma
1288,schicken::V,pasių̃sti,saatma
1289,bringen::V,atnešti,viima
1290,hinzufügen::V,pridėti,lisama
1291,bekommen::V,gauti,saama
1292,erhalten::V,gauti,saama
1293,nehmen::V,paimti,võtma
1294,wählen::V,rinkti,valima
1295,wählen::V,išsirinkti,valima
1296,auswählen::V,išrinkti,valima
1297,bewahren::V,išsaugoti,hoidma
1298,behindern::V,trukdyti,takistama
1299,verderben::V,sugadinti,rikkuma
1300,beschädigen::V,žaloti,rikkuma
1301,beschädigen::V,gadinti,rikkuma
1302,zerbrechen::V,sukulti,katki tegema
1303,zerbrechen::V,sudaužyti,katki tegema
1304,zerreißen::V,perplėšti,katki rebima
1305,zerreißen::V,suplėšyti,katki rebima
1306,zerstören::V,suardyti,purustama
1307,zerstören::V,sugriauti,purustama
1308,verbrennen::V,deginti,põletama
1309,verbrennen::V,sudeginti,põletama
1310,geben::V,duoti,andma
1311,geben::V,paduoti,andma
1312,reichen::V,paduoti,andma
1313,reichen::V,paduoti,ulatama
1314,schenken::V,dovanoti,kinkima
1315,versprechen::V,žadėti,lubama
1316,versprechen::V,žadėti,tõotama
1317,versprechen::V,pažadėti,lubama
1318,versprechen::V,pažadėti,tõotama
1319,wünschen::V,norėti,soovima
1320,wünschen::V,linḱėti,soovima
1321,loben::V,girti,kiitma
1322,loben::V,pagirti,kiitma
1323,küssen::V,bučiuoti,suudlema
1324,wiegen::V,supti,hällitama
1325,zudecken::V,užkloti,kaanetama
1326,zudecken::V,užkloti,kinni katma
1327,zudecken::V,uždengti,kaanetama
1328,zudecken::V,uždengti,kinni katma
1329,wecken::V,žadinti,äratama
1330,zeigen::V,rodyti,näitama
1331,führen::V,vesti,juhatama
1332,führen::V,vadovauti,juhatama
1333,lehren::V,mokyti,õpetama
1334,lehren::V,išmokyti,õpetama
1335,unterrichten::V,dėstyti,õpetama
1336,aufziehen::V,išauginti,üles kasvatama
1337,leiten::V,valdyti,juhtima
1338,leiten::V,vadovauti,juhtima
1339,antreiben::V,uiti,ergutama
1340,antreiben::V,raginti,ergutama
1341,antreiben::V,skubinti,ergutama
1342,lassen::V,paliepti,laskma
1343,einladen::V,kviesti,kutsuma
1344,einladen::V,pakviesti,kutsuma
1345,vereinigen::V,sujungti,ühendama
1346,vereinigen::V,suvienyti,ühendama
1347,besuchen::V,lankyti,külastama
1348,besuchen::V,aplankyti,külastama
1349,treffen::V,sutikti,kohtama
1350,treffen::V,pasitikti,kohtama
1351,sich versammeln::V,susirinkti,kogunema
1352,spielen::V,groti,mängima
1353,spielen::V,žaisti,mängima
1354,singen::V,dainuoti,laulma
1355,tanzen::V,šokti,tantsima
1356,sich trennen::V,skirtis,lahku minema
1357,sich trennen::V,išsiskirti,lahku minema
1358,verlassen::V,palikti,maha jätma
1359,retten::V,gelbėti,päästma
1360,bewachen::V,sergėti,valvama
1361,schützen::V,ginti,kaitsma
1362,schützen::V,apginti,kaitsma
1363,verteidigen::V,ginti,kaitsma
1364,verteidigen::V,apginti,kaitsma
1365,sich schlagen::V,muštis,kaklema
1366,schießen::V,šauti,tulistama
1367,schießen::V,šaudyti,tulistama
1368,siegen::V,nugalėti,võitma
1369,ärgern::V,pykinti,ärritama
1370,ärgern::V,pykinti,vihastama
1371,schlagen::V,mušti,lööma
1372,schlagen::V,smogti,lööma
1373,schlagen::V,trenkti,lööma
1374,treten::V,mygti,sõtkuma
1375,stechen::V,gelti,pistma
1376,stechen::V,gelti,torkama
1377,stechen::V,smeigti,pistma
1378,stechen::V,smeigti,torkama
1379,stoßen::V,stumti,tõukama
1380,stoßen::V,pastumti,tõukama
1381,stehlen::V,vogti,varastama
1382,stören::V,trikdyti,segama
1383,stören::V,trikdyti,häirima
1384,belästigen::V,apsunkinti,ahistama
1385,verbergen::V,slėpti,peitma
1386,verbergen::V,slėpti,varjama
1387,verbergen::V,paslėpti,peitma
1388,verbergen::V,paslėpti,varjama
1389,täuschen::V,klaidinti,petma
1390,täuschen::V,klaidinti,tüssama
1391,betrügen::V,apgauti,petma
1392,betrügen::V,apgauti,tüssama
1393,betrügen::V,apgauti,truudust murtma
1394,töten::V,žudyti,tapma
1395,töten::V,žudyti,surmama
1396,töten::V,nužudyti,tapma
1397,töten::V,nužudyti,surmama
1398,wohnen::V,gyventi,elama
1399,arbeiten::V,dirbti,töötama
1400,arbeiten::V,triūsti,töötama
1401,sammeln::V,rinkti,koguma
1402,sammeln::V,rinkti,korjama
1403,pflücken::V,skinti,noppima
1404,pflücken::V,raškyti,noppima
1405,jagen::V,medžioti,jahtima
1406,fischen::V,žvejoti,kalastama
1407,fischen::V,žvejoti,kala püüdma
1408,fassen::V,sučiupti,püüdma
1409,hüten::V,ganyti,karjatama
1410,treiben::V,ginti,ajama
1411,anbinden::V,pririšti,kinni siduma
1412,füttern::V,šerti,söötma
1413,melken::V,melžti,lüpsma
1414,hacken::V,kapoti,raiuma
1415,hacken::V,kapoti,lõhkuma
1416,gießen::V,lieti,kastma
1417,gießen::V,laistyti,kastma
1418,reifen::V,nokti,valmima
1419,reifen::V,sirpti,valmima
1420,zubereiten::V,ruošti,valmistama
1421,zubereiten::V,gaminti,valmistama
1422,kochen::V,virti,keetma
1423,kochen::V,virinti,keetma
1424,backen::V,kepti,küpsetama
1425,braten::V,kepti,praadima
1426,braten::V,kepinti,praadima
1427,umrühren::V,maišyti,segama
1428,umrühren::V,pamaišyti,segama
1429,stricken::V,megzti,kuduma
1430,nähen::V,siūti,õmblema
1431,färben::V,dažyti,värvima
1432,färben::V,nudažyti,värvima
1433,reinigen::V,valyti,puhastama
1434,reinigen::V,švarinti,puhastama
1435,waschen::V,plauti,pesema
1436,waschen::V,mazgoti,pesema
1437,waschen::V,skalbti,pesema
1438,abwischen::V,nušluostyti,puhtaks pühkima
1439,spülen::V,plauti,uhtma
1440,spülen::V,skalauti,uhtma
1441,fegen::V,šluoti,pühkima
1442,kehren::V,šluoti,pühkima
1443,baden::V,maudytis,suplema
1444,baden::V,maudytis,kümblema
1445,sich waschen::V,praustis,end pesema
1446,ausziehen::V,numauti,käest võtma
1447,ausziehen::V,numauti,jalast võtma
1448,ausziehen::V,numauti,seljast võtma
1449,ausziehen::V,nuvilkti,käest võtma
1450,ausziehen::V,nuvilkti,jalast võtma
1451,ausziehen::V,nuvilkti,seljast võtma
1452,anziehen::V,mauti,jalga panema
1453,anziehen::V,apsivilkti,jalga panema
1454,sich anziehen::V,rengtis,riietuma
1455,sich anziehen::V,apsirengti,riietuma
1456,kämmen::V,šukuoti,kammima
1457,schmücken::V,puošti,kaunistama
1458,schmücken::V,dabinti,kaunistama
1459,schmücken::V,gražinti,kaunistama
1460,sagen::V,tarti,ütlema
1461,sprechen::V,kalbėti,rääkima
1462,sprechen::V,kalbėti,kõnelema
1463,reden::V,šnekėti,kõnelema
1464,sich unterhalten::V,kalbėtis,vestlema
1465,sich unterhalten::V,šnekučiuotis,vestlema
1466,fragen::V,klausti,küsima
1467,bitten::V,prašyti,paluma
1468,erzählen::V,pasakoti,jutustama
1469,mitteilen::V,skelbti,teatama
1470,mitteilen::V,skelbti,teada andma
1471,mitteilen::V,pranešti,teatama
1472,mitteilen::V,pranešti,teada andma
1473,nennen::V,vadinti,nimetama
1474,nennen::V,vardyti,nimetama
1475,rufen::V,šaukti,kutsuma
1476,rufen::V,kviesti,kutsuma
1477,prahlen::V,girtis,hooplema
1478,übersetzen::V,versti,tõlkima
1479,übersetzen::V,išversti,tõlkima
1480,denken::V,galvoti,mõtlema
1481,glauben::V,manyti,uskuma
1482,glauben::V,tikėti,uskuma
1483,bemerken::V,pamatyti,märkama
1484,bemerken::V,pastebėti,märkama
1485,erkennen::V,pažinti,ära tundma
1486,erkennen::V,atpažinti,ära tundma
1487,begreifen::V,suvokti,aru saama
1488,verstehen::V,suprasti,mõistma
1489,lernen::V,mokytis,õppima
1490,wissen::V,žinoti,teadma
1491,sich erinnern an::V,prisiminti,mäletama
1492,vergessen::V,užmiršti,unustama
1493,messen::V,matuoti,mõõtma
1494,zählen::V,skaičiuoti,loendama
1495,rechnen::V,skaičiuoti,arvutama
1496,lesen::V,skaityti,lugema
1497,malen::V,tapyti,maalima
1498,zeichnen::V,piešti,joonistama
1499,zeichnen::V,žymėti,joonistama
1500,zeichnen::V,braižyti,joonistama
1501,schreiben::V,rašyti,kirjutama
1502,besitzen::V,turėti,omama
1503,kaufen::V,pirkti,ostma
1504,verkaufen::V,parduoti,müüma
1505,bezahlen::V,apmokėti,tasuma
1506,zahlen::V,mokėti,maksma
1507,beherrschen::V,valdyti,valitsema
1508,ertragen::V,kę̃sti,taluma
1509,ertragen::V,pakelti,taluma
1510,ertragen::V,iškę̃sti,taluma
