,Concept_ID,hr,ko
854,das::PRN,ono,저
855,alles::PRN,sve,모든것
856,ich::PRN,ja,나
857,du::PRN,ti,너
858,er::PRN,on,그
859,wir::PRN,mi,우리
860,ihr::PRN,vi,너희들
861,sie::PRN,oni,그들
862,was::FPRN,što,뭣
863,wer::FPRN,tko,누구
864,wo::FADV,gdje,어디
865,wohin::FADV,kuda,어디로
866,wohin::FADV,kamo,어디로
867,wie::FADV,kako,어떻게
868,warum::FADV,zašto,왜
869,wieviel::FNUM,koliko,얼마만큰
870,eins::NUM,jedan,하나
871,zwei::NUM,dva,둘
872,drei::NUM,tri,셋
873,vier::NUM,četiri,넷
874,fünf::NUM,pet,다섯
875,sechs::NUM,šest,여섯
876,sieben::NUM,sedam,일곱
877,acht::NUM,osam,여덟
878,neun::NUM,devet,아홉
879,zehn::NUM,deset,열
880,elf::NUM,jedanaest,열하나
881,zwölf::NUM,dvanaest,열둘
882,zwanzig::NUM,dvadeset,스물
883,dreißig::NUM,trideset,서름
884,vierzig::NUM,četrdeset,마흔
885,fünfzig::NUM,pedeset,숸
886,sechzig::NUM,šezdeset,에순
887,siebzig::NUM,sedamdeset,일흔
888,achtzig::NUM,osamdeset,여든
889,neunzig::NUM,devetdeset,아흔
890,hundert::NUM,sto,백
891,tausend::NUM,tisuća,천
892,und::CNJ,i,와
893,und::CNJ,te,와
894,oder::CNJ,ili,아니면
895,stehen::V,stajati,서다
896,sitzen::V,sjediti,앉다
897,liegen::V,ležati,눕다
898,hängen::V,visiti,달다
899,werden::V,postati,되다
900,werden::V,činiti se,되다
901,passieren::V,desiti se,지장옶다
902,passieren::V,dogoditi se,지장옶다
903,beginnen::V,početi,시작되다
904,enden::V,prestati,큳내다
905,enden::V,svršiti se,큳내다
906,wechseln::V,mijenjati se,병경하다
907,aufgehen[Sonne]::V,izići,뜨다
908,untergehen[Sonne]::V,zaći,지다
909,scheinen[Sonne]::V,sijati,빛나다
910,donnern::V,grmjeti,천둥치다
911,wehen::V,duhati,풀다
912,strömen::V,strujati,흐르다
913,fließen::V,teći,흐르다
914,sich drehen::V,obrtati se,돌다
915,sich drehen::V,vrtjeti se,돌다
916,schwanken::V,teturati,동요하다
917,schwanken::V,kolebati se,동요하다
918,schwingen::V,njihati,흔들다
919,schwingen::V,titrati,흔들다
920,fallen::V,padati,떨어지다
921,brennen::V,gorjeti,타다
922,rauchen::V,dimiti se,김이나다
923,regnen::V,kišiti,비가오다
924,regnen::V,daždjeti,비가오다
925,gefrieren::V,smrznuti se,얼다
926,tauen::V,kopnjeti,녹다
927,tauen::V,kraviti se,녹다
928,schmelzen::V,topiti se,녹다
929,trocknen::V,sušiti se,홈치다
930,sieden::V,kipjeti,끓다
931,sieden::V,ključati,끓다
932,faulen::V,gnjiti,부패하다
933,verfaulen::V,sagnjiti,썩다
934,reißen::V,otrgnuti se,지바찢다
935,versinken::V,tonuti,가라앉다
936,versinken::V,propasti,가라앉다
937,vergehen::V,prolaziti,지나가다
938,erscheinen::V,pojaviti se,나타나다
939,verschwinden::V,nestati,사라지다
940,verschwinden::V,izgubiti se,사라지다
941,sinken::V,trgnuti,가라앉다
942,sinken::V,spustiti se,가라앉다
943,abnehmen::V,opasti,떼어내다
944,zunehmen::V,povećati se,증가하다
945,steigen::V,uzići,상승하다
946,steigen::V,nadoći,상승하다
947,wachsen::V,rasti,생기하다
948,glänzen::V,blistati,뛰오나다
949,glänzen::V,sjati se,뛰오나다
950,funkeln::V,svjetlucati,불티가잍어나다
951,lärmen::V,bučati,떠들다
952,lärmen::V,galamiti,떠들다
953,läuten::V,zvoniti,울시다
954,klingeln::V,zvoniti,초닌총을울리다
955,klirren::V,zvečati,탁탁울리다
956,brausen::V,hujati,쏴쏴소리내다
957,rauschen::V,šumiti,솨솨
958,rauschen::V,šuškati,솨솨
959,klingen::V,zvučati,반향하다
960,bellen::V,lajati,짖다
961,heulen::V,zavijati,포효하다
962,blasen::V,puhati,불다
963,pfeifen::V,fućkati,피리를불다
964,schreien::V,vikati,절규하다
965,schreien::V,kričati,절규하다
966,stöhnen::V,stenjati,신음하다
967,zittern::V,drhtati,저뉼하다
968,zittern::V,trepetati,저뉼하다
969,leben::V,živjeti,살다
970,geboren werden::V,roditi se,태어난
971,atmen::V,disati,숨쉬다
972,trinken::V,piti,마시다
973,essen::V,jesti,먹다
974,schlucken::V,gutati,들이켜다
975,müde werden::V,umoriti se,
976,einschlafen::V,usnuti,잠들다
977,einschlafen::V,zaspati,잠들다
978,schlafen::V,spati,자다
979,aufwachen::V,probuditi se,눈트다
980,aufstehen::V,ustati,서다
981,sich erholen::V,odmoriti se,회복하다
982,krank werden::V,oboljeti se,
983,krank werden::V,razboljeti se,
984,krank sein::V,bolovati,
985,schmerzen::V,boljeti,아프다
986,husten::V,kašljati,잔기침하다
987,genesen::V,ozdraviti,낫다
988,genesen::V,oporaviti se,낫다
989,sterben::V,umrijeti,죽다
990,umkommen::V,skapati,못쓰게되다
991,sich bewegen::V,gibati se,움직이다
992,sich bewegen::V,kretati se,움직이다
993,sich rühren::V,maknuti se,움직이다
994,sich erheben::V,dići se,이러서다
995,sich setzen::V,sjesti,앉히다
996,hinfallen::V,pasti,넘어지다
997,laufen::V,hodati,걷다
998,schreiten::V,stupati,보행하다
999,spazierengehen::V,šetati se,산보하다
1000,eilen::V,hitati,서둘다
1001,sich beeilen::V,požuriti se,서둘게하다
1002,sausen::V,juriti,서들러 떠나다
1003,rennen::V,trčati,달리다
1004,springen::V,skakati,도약하다
1005,klettern::V,popeti se,갑겨오르다
1006,klettern::V,penjati se,갑겨오르다
1007,schaukeln::V,ljuljati se,흔들리게하다
1008,kriechen::V,puzati,기다
1009,kriechen::V,gmizati,기다
1010,schwimmen::V,plivati,헤엄치다
1011,tauchen::V,roniti,잠기다
1012,tauchen::V,gnjuriti,잠기다
1013,rudern::V,veslati,물을헤치다
1014,fahren::V,voziti se,가다
1015,fahren::V,voziti se,나르다
1016,fliegen::V,letjeti,날다
1017,fliegen::V,lijetati,날다
1018,gehen::V,ići,가다
1019,weggehen::V,otići,팔리다
1020,abfahren::V,krenuti,출발하다
1021,abfahren::V,otputovati,출발하다
1022,anhalten::V,stati,멈추다
1023,anhalten::V,zaustaviti,멈추다
1024,hineingehen::V,ulaziti,(그리로)가다
1025,eintreten::V,ući,들러가다
1026,kommen::V,doći,오다
1027,ankommen::V,stići,고챀하다
1028,zurückkommen::V,vratiti se,보기
1029,zurückkommen::V,povratiti se,보기
1030,bleiben::V,ostati,체류
1031,warten::V,čekati,기다리다
1032,erwarten::V,očekivati,기대하다
1033,suchen::V,tražiti,찾다
1034,suchen::V,tražiti,구하다
1035,finden::V,naći,찾아내다
1036,versuchen::V,pokušati,시험하다
1037,vorbereiten::V,spremiti,재비하다
1038,vorbereiten::V,pripremiti,재비하다
1039,lieben::V,voljeti,사랑하다
1040,mögen::V,voljeti,줗아하다
1041,lachen::V,smijati se,웃다
1042,rühren::V,taknuti,건드리다
1043,weinen::V,plakati,울다
1044,schimpfen::V,psovati,꾸짖다
1045,sich ärgern::V,ljutiti se,화를내게 하다
1046,sich fürchten::V,bojati se,두려원하다
1047,fürchten::V,bojati se,두려원하다
1048,fliehen::V,pobjeći,도망치다
1049,flüchten::V,utjeći,도주하다
1050,sehen::V,vidjeti,보다
1051,anschauen::V,ogledati,바라보다
1052,ansehen::V,gledati,바라보다
1053,hören::V,čuti,듣다
1054,zuhören::V,slušati,듣다
1055,probieren::V,probati,시식하다
1056,riechen::V,osjećati miris,내새를맡다
1057,fühlen::V,osjećati,느끼다
1058,scheinen::V,činiti se,...것같다
1059,zu sehen sein::V,biti vidljiv,보이는
1060,vernehmen::V,saznati,듣다
1061,vernehmen::V,saznati,들어서일다
1062,frieren::V,zima je,춥다
1063,tun::V,raditi,하다
1064,können::V,moći,할주릴다
1065,wollen::V,htjeti,바라다
1066,anfangen::V,početi,시작하다
1067,beenden::V,svršiti,다하다
1068,beenden::V,dovršiti,다하다
1069,aufhören::V,prestati,그만두다
1070,gelingen::V,uspjeti,성국하다
1071,geraten::V,desiti se,잘되어가다
1072,öffnen::V,otvoriti,열다
1073,schließen::V,zatvoriti,추측하다
1074,stellen::V,metnuti,세우다
1075,stellen::V,postaviti,세우다
1076,setzen::V,posaditi,놓다
1077,legen::V,polagati,눕히다
1078,berühren::V,doticati,대다
1079,berühren::V,dodirivati,대다
1080,verbinden::V,spojiti,옝열하다
1081,verbinden::V,zavezati,옝열하다
1082,bedecken::V,pokriti,덮다
1083,aufhängen::V,objesiti,매달다
1084,anzünden::V,upaliti,점화하다
1085,anzünden::V,zapaliti,점화하다
1086,aufheben::V,podići,위로올리다
1087,aufheben::V,podignuti,위로올리다
1088,zurücklassen::V,ostaviti,튀에남기다
1089,zurücklassen::V,pustiti natrag,튀에남기다
1090,verlieren::V,izgubiti,잃다
1091,fallen lassen::V,ispustiti,떨어뜨리다
1092,machen::V,uraditi,하다
1093,machen::V,načiniti,하다
1094,machen::V,napraviti,하다
1095,herstellen::V,proizvesti,제조하다
1096,bauen::V,graditi,짓다
1097,reparieren::V,popraviti,수셩자다
1098,verbessern::V,poboljšati,정정하다
1099,ändern::V,promijeniti,바꾸다
1100,graben::V,kopati,파다
1101,graben::V,kopkati,파다
1102,beugen::V,saviti,구부리다
1103,biegen::V,saviti,굽히다
1104,biegen::V,sagnuti,굽히다
1105,drehen::V,vrtjeti,회전
1106,wenden::V,obrnuti,회전시키다
1107,umdrehen::V,okrenuti,회전시키다
1108,umdrehen::V,prevŕnuti,회전시키다
1109,heben::V,dizati,일으아키다
1110,hochheben::V,dignuti,틀어올리다
1111,ergreifen::V,uhvatiti,잡다
1112,ergreifen::V,prihvatiti,잡다
1113,halten::V,držati,잡다
1114,drücken::V,pritiskivati,누르다
1115,schieben::V,gurati,밀다
1116,kratzen::V,česati,긁다
1117,kratzen::V,grepsti,긁다
1118,lecken::V,lizati,핥다
1119,beißen::V,ujesti,물다
1120,beißen::V,gristi,물다
1121,abreißen::V,otkinuti,
1122,abschneiden::V,odrezati,귾어내다
1123,binden::V,vezati,매다
1124,stecken::V,turiti,찌르다
1125,brechen::V,slomiti,금
1126,klopfen::V,lupati,치다
1127,klopfen::V,kucati,치다
1128,hauen::V,tući,때리다
1129,hauen::V,udarati,때리다
1130,kleben::V,lijepiti,들러붙다
1131,reiben::V,trti,문지르다
1132,streichen::V,namazati,쓰다듬다
1133,schleifen::V,brusiti,갈다
1134,schneiden::V,rezati,베다
1135,rütteln::V,drmati,흔들다
1136,schütteln::V,tresti,흔들다
1137,schwenken::V,mahati,흔들다
1138,schütten::V,sipati,따르다
1139,schütten::V,lijevati,따르다
1140,füllen::V,napuniti,담다
1141,einwickeln::V,umotati,싸다
1142,einwickeln::V,zamotati,싸다
1143,tragen::V,nositi,지우다
1144,schleppen::V,tegliti,끌다
1145,ziehen::V,vući,당기다
1146,aufbewahren::V,čuvati,간직하다
1147,werfen::V,bacati,던지다
1148,fangen::V,loviti,밥다
1149,fangen::V,hvatati,밥다
1150,packen::V,ščepati,쥐다
1151,packen::V,zgrabiti,쥐다
1152,verstecken::V,sakriti,숨기다
1153,teilen::V,podijeliti,나누다
1154,schicken::V,slati,보내다
1155,bringen::V,donijeti,가겨
1156,hinzufügen::V,dodati,부가하다
1157,hinzufügen::V,pridati,부가하다
1158,bekommen::V,dobiti,얻다
1159,erhalten::V,primiti,지니다
1160,nehmen::V,uzeti,잡다
1161,wählen::V,izabrati,선거하다
1162,auswählen::V,odabrati,선출하다
1163,bewahren::V,sačuvati,저장보종
1164,behindern::V,smetati,훼방하다
1165,verderben::V,pokvariti,못쓰게 되다
1166,beschädigen::V,oštetiti,상하게하다
1167,zerbrechen::V,razbiti,깨뜨리다
1168,zerbrechen::V,prelomiti,깨뜨리다
1169,zerreißen::V,poderati,잡아쫓다
1170,zerreißen::V,rastrgnuti,잡아쫓다
1171,zerstören::V,razoriti,파괴하다
1172,zerstören::V,razrušiti,파괴하다
1173,verbrennen::V,spaliti,소실하다
1174,verbrennen::V,sagorjeti,소실하다
1175,geben::V,dati,주다
1176,reichen::V,pružiti,내일다
1177,schenken::V,darivati,주다
1178,versprechen::V,obećati,약속하다
1179,wünschen::V,željeti,바라다
1180,loben::V,hvaliti,칭찬하다
1181,küssen::V,ljubiti,키스하다
1182,wiegen::V,njihati,어르다
1183,wiegen::V,ljuljati,어르다
1184,zudecken::V,pokriti,뚜꺼을하다
1185,wecken::V,probuditi,깨우다
1186,zeigen::V,pokazati,보이다
1187,führen::V,voditi,가게하다
1188,lehren::V,učiti,가르치다
1189,unterrichten::V,poučiti,가르지다
1190,aufziehen::V,uzgajati,사육하다
1191,leiten::V,upravljati,이끌다
1192,antreiben::V,natjeravati,몰다
1193,lassen::V,dati,내버려두다
1194,einladen::V,pozvati,초청하다
1195,vereinigen::V,ujediniti,하나로하다
1196,besuchen::V,posjetiti,방문하다
1197,treffen::V,sresti,만나다
1198,sich versammeln::V,okupiti se,조립하다
1199,spielen::V,igrati se,눌다
1200,singen::V,pjevati,노래하다
1201,tanzen::V,plesati,춤추하다
1202,sich trennen::V,razići se,가르다
1203,verlassen::V,ostaviti,버림받은
1204,verlassen::V,napustiti,버림받은
1205,retten::V,spasiti,구조하다
1206,bewachen::V,čuvati,치키다
1207,bewachen::V,stražariti,치키다
1208,schützen::V,čuvati,보호하다
1209,verteidigen::V,obraniti,막다
1210,sich schlagen::V,biti se,치다
1211,sich schlagen::V,udariti se,치다
1212,schießen::V,pucati,쏘다
1213,schießen::V,strijeljati,쏘다
1214,siegen::V,pobijediti,이기다
1215,ärgern::V,ljutiti,성을내게하다
1216,schlagen::V,biti,치다
1217,schlagen::V,udariti,치다
1218,treten::V,šutnuti,디디다
1219,stechen::V,ubosti,찌르다
1220,stoßen::V,gurnuti,찌르다
1221,stehlen::V,ukrasti,훔치다
1222,stören::V,smetati,움직이다
1223,belästigen::V,smetati,괴롭히다
1224,belästigen::V,dosaditi,괴롭히다
1225,verbergen::V,skriti,숨기다
1226,täuschen::V,obmanuti,속이다
1227,betrügen::V,prevarati,속이다
1228,töten::V,ubiti,죽이다
1229,wohnen::V,stanovati,실다
1230,arbeiten::V,raditi,일하다
1231,sammeln::V,sabrati,모으다
1232,pflücken::V,ubrati,꿔다
1233,jagen::V,loviti,사냥하다
1234,fischen::V,ribati,고기를잡다
1235,fischen::V,loviti ribu,고기를잡다
1236,fassen::V,uloviti,움켜쥐다
1237,hüten::V,pasti,망보다
1238,treiben::V,goniti,몰아세우다
1239,anbinden::V,privezati,묶다
1240,füttern::V,hraniti,사료를주다
1241,melken::V,musti,젖을짜다
1242,hacken::V,sjeckati,자르다
1243,gießen::V,politi,물을대다
1244,reifen::V,sazreti,성숙하다
1245,zubereiten::V,prigotoviti,조제하다
1246,kochen::V,kuhati,요리하다
1247,backen::V,peći,쿱다
1248,braten::V,peći,굽다
1249,braten::V,pržiti,굽다
1250,umrühren::V,promiješati,교반하다
1251,stricken::V,plesti,뜨개질하다
1252,nähen::V,šiti,꿰매다
1253,färben::V,obojiti,채색하다
1254,reinigen::V,očistiti,청소하다
1255,reinigen::V,počistiti,청소하다
1256,waschen::V,prati,씻다
1257,abwischen::V,otrti,닦다
1258,spülen::V,isprati,씻다
1259,spülen::V,oplakati,씻다
1260,fegen::V,mesti,소체하다
1261,fegen::V,pomesti,소체하다
1262,kehren::V,mesti,청소하다
1263,baden::V,kupati se,감다
1264,sich waschen::V,umiti se,모믈 씻다
1265,sich waschen::V,prati se,모믈 씻다
1266,ausziehen::V,svući,벗다
1267,anziehen::V,obući,끌어움직이다
1268,sich anziehen::V,obući se,
1269,kämmen::V,češljati,빗다
1270,schmücken::V,uresiti,치레하다
1271,schmücken::V,nakititi,치레하다
1272,sagen::V,reći,말하다
1273,sagen::V,kazati,말하다
1274,sprechen::V,govoriti,말하다
1275,reden::V,govoriti,이야기하다
1276,reden::V,besjediti,이야기하다
1277,sich unterhalten::V,razgovarati se,
1278,fragen::V,pitati,질문하다
1279,bitten::V,moliti,원하다
1280,erzählen::V,ispričati,이야기하다
1281,erzählen::V,pripovjediti,이야기하다
1282,mitteilen::V,saopćiti,이야기하다
1283,nennen::V,nazvati,부르다
1284,rufen::V,zvati,불러내다
1285,rufen::V,dozvati,불러내다
1286,prahlen::V,hvalisati se,자랑하다
1287,übersetzen::V,prevesti,번역하다
1288,denken::V,misliti,생각하다
1289,glauben::V,vjerovati,믿다
1290,bemerken::V,zapaziti,인자하다
1291,bemerken::V,primijetiti,인자하다
1292,erkennen::V,prepoznati,인식하다
1293,begreifen::V,pojmiti,파악하다
1294,begreifen::V,shvatiti,파악하다
1295,verstehen::V,razabrati,이해하다
1296,lernen::V,učiti se,배우다
1297,wissen::V,znati,알다
1298,sich erinnern an::V,sjetiti se,상기하다
1299,vergessen::V,zaboraviti,잊다
1300,messen::V,mjeriti,측정하다
1301,zählen::V,brojiti,세다
1302,rechnen::V,računati,게산하다
1303,lesen::V,čitati,읽다
1304,malen::V,slikati,그리다
1305,zeichnen::V,crtati,소묘하다
1306,schreiben::V,pisati,쓰다
1307,besitzen::V,imati,소유하다
1308,besitzen::V,posjedovati,소유하다
1309,kaufen::V,kupiti,사다
1310,verkaufen::V,prodati,팔다
1311,verkaufen::V,raspačati,팔다
1312,bezahlen::V,platiti,지불하다
1313,zahlen::V,plaćati,치르다
1314,beherrschen::V,vladati,지배하다
1315,beherrschen::V,gospodariti,지배하다
1316,ertragen::V,trpjeti,참다
1317,ertragen::V,podnijeti,참다
1318,Gehirn::N,,뇌
1319,Gehirn::N,,뇌수
