,Concept_ID,mdf,et
809,durch::PRP,пачк,kaudu
810,neben::PRP,ваксса,kõrval
811,zwischen::PRP,ёткса,vahel
812,wegen::PRP,сюнеда,tõttu
813,wegen::PRP,сюнеда,pärast
814,dies::PRN,тя,see
815,das::PRN,ся,see
816,das::PRN,тона,see
817,alles::PRN,сембе,kõik
818,ich::PRN,мон,mina
819,du::PRN,тон,sina
820,er::PRN,сон,tema
821,wir::PRN,минь,me
822,ihr::PRN,тинь,te
823,sie::PRN,синь,nad
824,was::FPRN,мезе,mis
825,wer::FPRN,кие,kes
826,wo::FADV,коса,kus
827,wohin::FADV,ков,kuhu
828,wohin::FADV,коза,kuhu
829,wie::FADV,ко́да,kuidas
830,warum::FADV,мес,miks
831,wieviel::FNUM,мзя́ра,mitu
832,wieviel::FNUM,мзя́ра,kui palju
833,eins::NUM,фкя,üks
834,zwei::NUM,кафта,kaks
835,drei::NUM,колма,kolm
836,vier::NUM,ниле,neli
837,fünf::NUM,вете,viis
838,sechs::NUM,кота,kuus
839,sieben::NUM,сисем,seitse
840,acht::NUM,кафкса,kaheksa
841,neun::NUM,ве́йхкса,üheksa
842,zehn::NUM,кемонь,kümme
843,elf::NUM,кефкие,üksteist
844,zwölf::NUM,кемгафтува,kaksteist
845,zwanzig::NUM,комсь,kakskümmend
846,dreißig::NUM,колмогемонь,kolmkümmend
847,vierzig::NUM,нильге́монь,nelikümmend
848,fünfzig::NUM,ве́дьгемонь,viiskümmend
849,sechzig::NUM,ко́дгемонь,kuuskümmend
850,siebzig::NUM,сизьге́монь,seitsekümmend
851,achtzig::NUM,ка́фксогемонь,kaheksakümmend
852,neunzig::NUM,ве́йхксогемонь,üheksakümmend
853,hundert::NUM,сяда,sada
854,tausend::NUM,тёжянь,tuhat
855,und::CNJ,и,ja
856,und::CNJ,дъ,ja
857,oder::CNJ,или,või
858,oder::CNJ,али,või
859,stehen::V,а́щемс стя́да,seisma
860,sitzen::V,ащемс озада,istuma
861,liegen::V,ма́дозь а́щемс,lamama
862,hängen::V,нюрьгомс,rippuma
863,werden::V,арамс,saama
864,werden::V,арамс,hakkama
865,werden::V,тиевомс,saama
866,werden::V,тиевомс,hakkama
867,passieren::V,лисэмс,juhtuma
868,passieren::V,эвондамс,juhtuma
869,beginnen::V,ушедомс,algama
870,beginnen::V,ушедомс,hakkama
871,enden::V,лоткамс,lõppema
872,wechseln::V,по́лафнемс,vahelduma
873,aufgehen[Sonne]::V,стямс,tõusma
874,aufgehen[Sonne]::V,лисемс,tõusma
875,untergehen[Sonne]::V,валгомс,loojuma
876,scheinen[Sonne]::V,ва́лдоптомс,paistma
877,donnern::V,торамс,kõmisema
878,wehen::V,уфа́мс,puhuma
879,strömen::V,шудемс,voolama
880,fließen::V,шудемс,voolama
881,sich drehen::V,шаромс,pöörduma
882,schwanken::V,якамс,kõikuma
883,schwingen::V,люксемс,võnkuma
884,schwingen::V,нюрьсемс,võnkuma
885,fallen::V,прамс,langema
886,fallen::V,прашендомс,langema
887,brennen::V,паломс,põlema
888,rauchen::V,качадомс,suitsema
889,regnen::V,пиземс,sadama
890,gefrieren::V,эйндамс,kinni külmuma
891,gefrieren::V,кельмомс,kinni külmuma
892,tauen::V,соламс,sulama
893,schmelzen::V,соламс,sulama
894,trocknen::V,коськомс,kuivama
895,sieden::V,лакамс,keema
896,faulen::V,наксадомс,mädanema
897,verfaulen::V,наксадомс,mädanema
898,reißen::V,сязевомс,rebenema
899,versinken::V,ваямс,uppuma
900,vergehen::V,ётамс,mööduma
901,erscheinen::V,эвондамс,ilmuma
902,verschwinden::V,юма́мс,kaduma
903,sinken::V,валгомс,vajuma
904,sinken::V,валгомс,langema
905,abnehmen::V,киремс,vähenema
906,abnehmen::V,киремс,kahenema
907,zunehmen::V,ламокстомс,kasvama
908,zunehmen::V,рашнемс,kasvama
909,steigen::V,кеподемс,tõusma
910,steigen::V,кеподемс,üles minema
911,wachsen::V,касомс,kasvama
912,glänzen::V,цинзелдомс,läikimä
913,glänzen::V,цифордомс,läikimä
914,funkeln::V,ци́фтордомс,sädelema
915,lärmen::V,жалнамс,lärmama
916,läuten::V,гайфтемс,helisema
917,klingeln::V,гайфтемс,helisema
918,klirren::V,ка́нзеркшнемс,kõlisema
919,brausen::V,жоледемс,kohisema
920,rauschen::V,вжнамс,kohisema
921,rauschen::V,гамнамс,kohisema
922,klingen::V,кайгомс,kõlama
923,bellen::V,ува́мс,haukuma
924,heulen::V,сувомс,uluma
925,heulen::V,урнамс,uluma
926,blasen::V,уфа́мс,puhuma
927,pfeifen::V,вяшкомс,vilistama
928,schreien::V,пешкодомс,karjuma
929,stöhnen::V,куфцемс,oigama
930,zittern::V,таромс,värisema
931,leben::V,эрямс,elama
932,leben::V,эрямс,elus olema
933,geboren werden::V,шачемс,sündima
934,atmen::V,ажнамс,hingama
935,trinken::V,симомс,jooma
936,essen::V,ярхцамс,sööma
937,schlucken::V,нилемс,neelama
938,müde werden::V,сиземс,väsima
939,einschlafen::V,матодовомс,uinuma
940,schlafen::V,удомс,magama
941,aufwachen::V,съргоземс,ärkama
942,aufstehen::V,стямс,ärkama
943,aufstehen::V,стямс,üles tõusma
944,sich erholen::V,ваймосемс,puhkama
945,krank werden::V,сярядькстомс,haigestuma
946,krank werden::V,сярядькстомс,haigeks jääma
947,krank sein::V,сярядемс,haige olema
948,schmerzen::V,сярядемс,valutama
949,husten::V,козомс,köhima
950,genesen::V,пъ́чкамс,toibuma
951,sterben::V,куломс,surema
952,umkommen::V,юма́мс,surma saama
953,sich bewegen::V,шаштомс,liikuma
954,sich rühren::V,сърхка́мс,liikuma
955,sich erheben::V,стямс,kerkima
956,sich setzen::V,озамс,istet võtma
957,hinfallen::V,прамс,kukkuma
958,hinfallen::V,прамс,maha kukkuma
959,hinfallen::V,сяворемс,kukkuma
960,hinfallen::V,сяворемс,maha kukkuma
961,laufen::V,якамс,kõndima
962,schreiten::V,молемс,astuma
963,schreiten::V,аськолямс,astuma
964,spazierengehen::V,якамс,jalutama
965,eilen::V,эряскодомс,ruttama
966,eilen::V,эряскодомс,kiirustama
967,sich beeilen::V,эряскодомс,ruttama
968,sich beeilen::V,эряскодомс,kiirustama
969,sausen::V,лиемс,kihutama
970,sausen::V,лиемс,tormama
971,rennen::V,арнемс,jooksma
972,rennen::V,арнемс,kihutama
973,springen::V,комотнемс,hüppama
974,klettern::V,ку́цемс,ronima
975,schaukeln::V,нюрямс,kiikuma
976,kriechen::V,шаштомс комада,roomama
977,schwimmen::V,уемс,ujuma
978,tauchen::V,юпиемс,sukelduma
979,tauchen::V,чёпафнемс,sukelduma
980,rudern::V,па́немс ве́неж,sõudma
981,fahren::V,ардомс,sõitma
982,fliegen::V,лиемс,lendama
983,gehen::V,молемс,käima
984,gehen::V,молемс,minema
985,weggehen::V,тумс,ära minema
986,weggehen::V,тумс,välja minema
987,abfahren::V,тумс,väljuma
988,abfahren::V,тумс,ära sõitma
989,anhalten::V,лоткамс,peatuma
990,hineingehen::V,сува́мс,sisenema
991,hineingehen::V,сува́мс,sisse minema
992,eintreten::V,сува́мс,sisenema
993,eintreten::V,сува́мс,sisse astuma
994,kommen::V,самс,tulema
995,ankommen::V,самс,saabuma
996,ankommen::V,пачкодемс,saabuma
997,zurückkommen::V,мърдамс,tagasi tulema
998,bleiben::V,иля́домс,jääma
999,warten::V,учемс,ootama
1000,erwarten::V,учемс,ootama
1001,erwarten::V,учемс,lootma
1002,suchen::V,вешемс,otsima
1003,finden::V,мумс,leidma
1004,versuchen::V,варчсемс,püüdma
1005,versuchen::V,варчсемс,üritama
1006,versuchen::V,варчсемс,katsetama
1007,vorbereiten::V,анокламс,valmistama
1008,lieben::V,кельгомс,armastama
1009,mögen::V,кельгомс,sallima
1010,mögen::V,кельгомс,meeldima
1011,lachen::V,рахамс,naerma
1012,lachen::V,рахсемс,naerma
1013,rühren::V,токамс седи,liigutama
1014,rühren::V,токамс седи,heldima panema
1015,weinen::V,авардемс,nutma
1016,schimpfen::V,сюцемс,sõimama
1017,sich ärgern::V,кяжиямс,ärrituma
1018,sich ärgern::V,кяжиямс,vihastuma
1019,sich fürchten::V,пелемс,kartma
1020,sich fürchten::V,пелемс,hirmu tundma
1021,fürchten::V,пелемс,kartma
1022,fliehen::V,ворьгодемс,põgenema
1023,flüchten::V,ша́домс,põgenema
1024,flüchten::V,во́рьгодемс,põgenema
1025,sehen::V,няемс,nägema
1026,anschauen::V,ваномс,vaatama
1027,ansehen::V,ваномс,vaatama
1028,hören::V,марямс,kuulma
1029,zuhören::V,ку́лхдоньомс,kuulama
1030,probieren::V,варжамс,proovima
1031,riechen::V,никса́мс,nuusutama
1032,fühlen::V,марямс,tundma
1033,scheinen::V,ня́евомс,näida
1034,scheinen::V,ня́евомс,ilmuda
1035,zu sehen sein::V,ня́евомс,ilmuma
1036,vernehmen::V,марямс,üle kuulama
1037,frieren::V,паломс,külmetada
1038,frieren::V,кельмомс,külmetada
1039,tun::V,тиемс,tegema
1040,können::V,маштомс,võima
1041,können::V,маштомс,oskama
1042,wollen::V,-не-,tahtma
1043,anfangen::V,ушедомс,hakkama
1044,anfangen::V,ушедомс,alustama
1045,beenden::V,аде́ламс,lõpetama
1046,aufhören::V,лоткамс,lakkama
1047,gelingen::V,удалакшнемс,õnnestuma
1048,geraten::V,лисемс,jõudma
1049,öffnen::V,панжемс,avama
1050,schließen::V,сёлгомс,sulgema
1051,stellen::V,путомс,panema
1052,stellen::V,путомс,asetama
1053,setzen::V,озафнемс,panema
1054,setzen::V,озавтнемс,panema
1055,legen::V,путомс,panema
1056,legen::V,путомс,asetama
1057,berühren::V,токамс,riivama
1058,berühren::V,токамс,puudutama
1059,verbinden::V,сотомс,ühendama
1060,bedecken::V,комачамс,katma
1061,bedecken::V,вельхтямс,katma
1062,aufhängen::V,повфтамс,riputama
1063,anzünden::V,крьвя́стемс,süütama
1064,aufheben::V,кеподемс,üles tõstma
1065,aufheben::V,касфтомс,üles tõstma
1066,zurücklassen::V,ка́домс,jätma
1067,verlieren::V,юма́фтомс,kaotama
1068,fallen lassen::V,прафтомс,maha pillama
1069,fallen lassen::V,прафтомс,kukkuda laskma
1070,machen::V,тиемс,tegema
1071,herstellen::V,анокламс,valmistama
1072,bauen::V,путомс,ehitama
1073,reparieren::V,петемс,parandama
1074,verbessern::V,цебярьгофтомс,parandama
1075,ändern::V,полафтомс,muutma
1076,ändern::V,полафтомс,ümber tegema
1077,graben::V,шу́вомс,kaevama
1078,graben::V,та́ргамс,kaevama
1079,beugen::V,мяндемс,painutama
1080,biegen::V,комафтомс,painutama
1081,drehen::V,шо́вамс,keerama
1082,drehen::V,ша́рфнемс,keerama
1083,wenden::V,ша́рфтомс,ümber pöörama
1084,umdrehen::V,шарфтомс,ümber keerama
1085,heben::V,ке́подемс,tõstma
1086,hochheben::V,ке́подемс,üles tõstma
1087,hochheben::V,ке́подемс,kõrgele tõstma
1088,hochheben::V,ка́сфтомс,üles tõstma
1089,hochheben::V,ка́сфтомс,kõrgele tõstma
1090,ergreifen::V,фатямс,haarama
1091,halten::V,кирдемс,hoidma
1092,drücken::V,люпшта́мс,pigistama
1093,schieben::V,шашфтомс,lükkama
1094,kratzen::V,а́нгорямс,kraapima
1095,kratzen::V,киськоря́мс,kraapima
1096,lecken::V,нолсемс,lakkuma
1097,beißen::V,сускомс,purema
1098,beißen::V,сускомс,hammustama
1099,abreißen::V,сяземс,rebima
1100,abreißen::V,сяземс,ära rebima
1101,abschneiden::V,керомс,ära lõikama
1102,binden::V,сотомс,siduma
1103,stecken::V,сялгомс,pistma
1104,brechen::V,си́ннемс,murdma
1105,brechen::V,ка́лафтомс,murdma
1106,klopfen::V,чакамс,koputama
1107,klopfen::V,чакиемс,koputama
1108,hauen::V,шавомс,lööma
1109,hauen::V,пиксомс,lööma
1110,kleben::V,пе́тфнемс,kleepima
1111,reiben::V,шо́вамс,hõõruma
1112,streichen::V,вадемс,silitama
1113,schleifen::V,шо́вамс,lihvima
1114,schleifen::V,шо́вамс,teritama
1115,schneiden::V,керомс,lõikama
1116,rütteln::V,та́рфтомс,raputama
1117,schütteln::V,шука́демс,raputama
1118,schütteln::V,шука́демс,loksutama
1119,schwenken::V,яфодемс,vehkima
1120,schwenken::V,яфодемс,lehvitama
1121,schütten::V,каямс,kallama
1122,schütten::V,нюрьхтя́мс,kallama
1123,füllen::V,пяшкодемс,täitma
1124,einwickeln::V,тапардамс,sisse mähkima
1125,tragen::V,кандомс,kandma
1126,schleppen::V,ускомс,tassima
1127,schleppen::V,ускомс,lohistama
1128,ziehen::V,ускомс,vedama
1129,ziehen::V,ускомс,tõmbama
1130,aufbewahren::V,ванфтомс,säilitama
1131,aufbewahren::V,ванфтомс,alal hoidma
1132,werfen::V,ёрямс,viskama
1133,fangen::V,кунда́мс,püüdma
1134,packen::V,фатямс,kinni haarama
1135,packen::V,фатямс,kinni võtma
1136,verstecken::V,кяшемс,peitma
1137,teilen::V,явомс,jagama
1138,teilen::V,явомс,jaotama
1139,schicken::V,кучемс,saatma
1140,bringen::V,кандомс,viima
1141,bringen::V,пачфтемс,viima
1142,hinzufügen::V,пу́томс та́га,lisama
1143,hinzufügen::V,ма́ксомс та́га,lisama
1144,bekommen::V,сявомс,saama
1145,erhalten::V,сявомс,saama
1146,nehmen::V,сявомс,võtma
1147,wählen::V,ко́чкамс,valima
1148,auswählen::V,кочкамс,valima
1149,bewahren::V,ванфтомс,hoidma
1150,behindern::V,шорямс,takistama
1151,verderben::V,коламс,rikkuma
1152,verderben::V,гастямс,rikkuma
1153,beschädigen::V,тиендемс зиян,rikkuma
1154,zerbrechen::V,тапамс,katki tegema
1155,zerreißen::V,сяземс,katki rebima
1156,zerstören::V,ка́лафтомс,purustama
1157,verbrennen::V,пълхта́мс,põletama
1158,geben::V,ма́ксомс,andma
1159,reichen::V,максомс,andma
1160,reichen::V,максомс,ulatama
1161,schenken::V,каземс,kinkima
1162,versprechen::V,ма́ксомс вал,lubama
1163,versprechen::V,ма́ксомс вал,tõotama
1164,wünschen::V,арьсемс,soovima
1165,loben::V,шна́мс,kiitma
1166,küssen::V,палсемс,suudlema
1167,wiegen::V,нюря́фтомс,hällitama
1168,zudecken::V,вельхтямс,kaanetama
1169,zudecken::V,вельхтямс,kinni katma
1170,wecken::V,стя́фтомс,äratama
1171,wecken::V,съ́ргозьфтемс,äratama
1172,zeigen::V,няфтемс,näitama
1173,führen::V,вятемс,juhatama
1174,lehren::V,тонафтомс,õpetama
1175,unterrichten::V,тонафтомс,õpetama
1176,aufziehen::V,касфтомс,üles kasvatama
1177,leiten::V,вятемс,juhtima
1178,antreiben::V,вятемс,ergutama
1179,lassen::V,кошардомс,laskma
1180,einladen::V,тердемс,kutsuma
1181,einladen::V,серьгядемс,kutsuma
1182,vereinigen::V,пуроптомс,ühendama
1183,vereinigen::V,кочкамс марса,ühendama
1184,besuchen::V,варжамс,külastama
1185,treffen::V,васьфтомс,kohtama
1186,sich versammeln::V,кочкавомс,kogunema
1187,spielen::V,налхксемс,mängima
1188,singen::V,морамс,laulma
1189,tanzen::V,кштимс,tantsima
1190,sich trennen::V,явомс,lahku minema
1191,verlassen::V,кадондомс,maha jätma
1192,retten::V,идемс,päästma
1193,retten::V,араламс,päästma
1194,bewachen::V,ваномс,valvama
1195,schützen::V,а́раламс,kaitsma
1196,verteidigen::V,а́раламс,kaitsma
1197,sich schlagen::V,тюремс,kaklema
1198,schießen::V,ляцемс,tulistama
1199,siegen::V,сяськомс,võitma
1200,ärgern::V,кяжияфтомс,ärritama
1201,ärgern::V,кяжияфтомс,vihastama
1202,schlagen::V,токамс,lööma
1203,treten::V,тапамс,sõtkuma
1204,stechen::V,пупамс,pistma
1205,stechen::V,пупамс,torkama
1206,stechen::V,сялгомс,pistma
1207,stechen::V,сялгомс,torkama
1208,stoßen::V,тостядемс,tõukama
1209,stehlen::V,саламс,varastama
1210,stören::V,шорсемс,segama
1211,stören::V,шорсемс,häirima
1212,belästigen::V,токсамс,ahistama
1213,belästigen::V,аф кадомс ваймама,ahistama
1214,verbergen::V,кяшемс,peitma
1215,verbergen::V,кяшемс,varjama
1216,täuschen::V,васькафтомс,petma
1217,täuschen::V,васькафтомс,tüssama
1218,täuschen::V,кяльготнемс,petma
1219,täuschen::V,кяльготнемс,tüssama
1220,betrügen::V,васькафнемс,petma
1221,betrügen::V,васькафнемс,tüssama
1222,betrügen::V,васькафнемс,truudust murtma
1223,töten::V,шавомс,tapma
1224,töten::V,шавомс,surmama
1225,töten::V,аде́ламс,tapma
1226,töten::V,аде́ламс,surmama
1227,wohnen::V,эрямс,elama
1228,arbeiten::V,покодемс,töötama
1229,sammeln::V,кочкамс,koguma
1230,sammeln::V,кочкамс,korjama
1231,sammeln::V,пу́роптомс,koguma
1232,sammeln::V,пу́роптомс,korjama
1233,pflücken::V,фатнемс,noppima
1234,pflücken::V,нотфнемс,noppima
1235,jagen::V,кунда́мс,jahtima
1236,fischen::V,калонь кунда́мс,kalastama
1237,fischen::V,калонь кунда́мс,kala püüdma
1238,fassen::V,кунда́мс,püüdma
1239,hüten::V,ваномс,karjatama
1240,treiben::V,панемс,ajama
1241,anbinden::V,сотомс,kinni siduma
1242,füttern::V,трямс,söötma
1243,füttern::V,а́ндомс,söötma
1244,melken::V,потямс,lüpsma
1245,hacken::V,лазондомс,raiuma
1246,hacken::V,лазондомс,lõhkuma
1247,gießen::V,валомс,kastma
1248,reifen::V,кенеремс,valmima
1249,zubereiten::V,анокламс,valmistama
1250,kochen::V,пидемс,keetma
1251,backen::V,пидемс,küpsetama
1252,braten::V,пуштомс,praadima
1253,umrühren::V,шорямс,segama
1254,stricken::V,кодамс,kuduma
1255,nähen::V,стамс,õmblema
1256,färben::V,а́рхтомс,värvima
1257,reinigen::V,ва́ткамс,puhastama
1258,reinigen::V,а́роптомс,puhastama
1259,waschen::V,муськомс,pesema
1260,abwischen::V,нардамс,puhtaks pühkima
1261,spülen::V,оргалдомс,uhtma
1262,fegen::V,тяемс,pühkima
1263,kehren::V,тяемс,pühkima
1264,baden::V,э́шелямс,suplema
1265,baden::V,э́шелямс,kümblema
1266,sich waschen::V,штамс,end pesema
1267,ausziehen::V,кайсефтемс,käest võtma
1268,ausziehen::V,кайсефтемс,jalast võtma
1269,ausziehen::V,кайсефтемс,seljast võtma
1270,anziehen::V,ща́фтомс,jalga panema
1271,sich anziehen::V,щамс,riietuma
1272,kämmen::V,се́ендемс,kammima
1273,schmücken::V,на́ряжамс,kaunistama
1274,schmücken::V,ма́зоптомс,kaunistama
1275,sagen::V,азомс,ütlema
1276,sagen::V,мярьгомс,ütlema
1277,sprechen::V,корхтамс,rääkima
1278,sprechen::V,корхтамс,kõnelema
1279,reden::V,корхнемс,kõnelema
1280,sich unterhalten::V,корхнемс,vestlema
1281,fragen::V,ки́зефтемс,küsima
1282,bitten::V,а́намс,paluma
1283,bitten::V,ве́шемс,paluma
1284,erzählen::V,а́зондомс,jutustama
1285,mitteilen::V,азомс,teatama
1286,mitteilen::V,азомс,teada andma
1287,nennen::V,лемдемс,nimetama
1288,nennen::V,путомс лем,nimetama
1289,rufen::V,серьгядемс,kutsuma
1290,prahlen::V,шна́фтомс пря́,hooplema
1291,übersetzen::V,ётафтомс,tõlkima
1292,denken::V,арьсемс,mõtlema
1293,glauben::V,кемамс,uskuma
1294,bemerken::V,ня́емс,märkama
1295,erkennen::V,содамс,ära tundma
1296,begreifen::V,сатомс,aru saama
1297,verstehen::V,шарьхкодемс,mõistma
1298,lernen::V,тонафнемс,õppima
1299,wissen::V,со́дамс,teadma
1300,sich erinnern an::V,лятфтамс,mäletama
1301,vergessen::V,юкстамс,unustama
1302,messen::V,ункснемс,mõõtma
1303,zählen::V,лу́вомс,loendama
1304,zählen::V,а́рьсемс,loendama
1305,rechnen::V,лувомс,arvutama
1306,lesen::V,лувомс,lugema
1307,lesen::V,морафтомс,lugema
1308,malen::V,рисова́ндамс,maalima
1309,zeichnen::V,рисова́ндамс,joonistama
1310,schreiben::V,сёрмадомс,kirjutama
1311,besitzen::V,улемс азоркс,omama
1312,kaufen::V,рамамс,ostma
1313,verkaufen::V,мимс,müüma
1314,bezahlen::V,пандомс,tasuma
1315,zahlen::V,па́ндомс,maksma
1316,beherrschen::V,азорондамс,valitsema
1317,ertragen::V,кирдемс,taluma
1318,Netz::N,,võrk
