,Concept_ID,ka,ca
114,Wiese::N,ველი,prat
115,Wiese::N,ველი,prada
116,Wiese::N,მდელო,prat
117,Wiese::N,მდელო,prada
118,Wald::N,ტყე,bosc
119,Hügel::N,ბორცვი,puig
120,Hügel::N,ბორცვი,pujol
121,Anhöhe::N,მაღლობი,turó
122,Berg::N,მთა,muntanya
123,Gipfel::N,მწვერვალი,cim
124,Höhle::N,მღვიმე,cova
125,Höhle::N,გამოქვებული,cova
126,Abhang::N,ფერდობი,coster
127,Quelle::N,წყარო,font
128,Quelle::N,სათავე,font
129,Bach::N,რუ,riera
130,Bach::N,ნაკადული,riera
131,Fluss::N,მდინარე,riu
132,Ufer::N,კიდე,riba
133,Ufer::N,ნაპირი,riba
134,Küste::N,ნაპირი,costa
135,Festland::N,ხმელეთი,terra ferma
136,Meer::N,ზღვა,mar
137,Bucht::N,ყურე,cala
138,Bucht::N,ყურე,badia
139,Insel::N,კუნძული,illa
140,Blume::N,ყვავილი,flor
141,Gras::N,ბალახი,herba
142,Wurzel::N,ძირი,rel
143,Wurzel::N,ძირი,arrel
144,Wurzel::N,ფესვი,rel
145,Wurzel::N,ფესვი,arrel
146,Baum::N,ხე,arbre
147,Stamm::N,ტანი,tronc
148,Rinde::N,ქერქი,escorça
149,Ast::N,ტოტი,branca
150,Zweig::N,შტო,ram
151,Blatt::N,ფოთოლი,fulla
152,Birke::N,არყი,bedoll
153,Kiefer[Baum]::N,ფიჭვი,pi
154,Weide[Baum]::N,ტირიფი,salze
155,Tanne::N,ნაძვი,avet
156,Horn::N,რქა,corn
157,Horn::N,რქა,banya
158,Feder::N,ფრთა,ploma
159,Fell::N,ტყავი,pell
160,Flügel::N,ფრთა,ala
161,Klaue::N,კლანჭი,urpa
162,Kralle::N,ტორი,grapa
163,Schwanz::N,კუდი,cua
164,Ei::N,კვერცხი,ou
165,Nest::N,ბუდე,niu
166,Bau::N,სორო,cau
167,Tier::N,ნადირი,animāl
168,Tier::N,ცხოველი,animāl
169,Herde::N,ფარა,ramat
170,Kuh::N,ფური,vaca
171,Kuh::N,ძროხა,vaca
172,Bulle::N,ხარი,toro
173,Pferd::N,რაში,cavāll
174,Pferd::N,ცხენი,cavāll
175,Schaf::N,ცხვარი,be
176,Schaf::N,ცხვარი,ovella
177,Schwein::N,ღორი,bacó
178,Hund::N,ძაღლი,ca
179,Hund::N,ძაღლი,gos
180,Katze::N,კატა,gat
181,Bär::N,დათვი,ós
182,Eichhörnchen::N,ციყვი,esquirol
183,Elch::N,ცხენ-ირემი,ant
184,Fuchs::N,მელა,guilla
185,Hase::N,კურდღელი,llebre
186,Maus::N,თაგვი,ratolí
187,Wolf::N,მგელი,llop
188,Vogel::N,ჩიტი,au
189,Vogel::N,ჩიტი,ocēll
190,Vogel::N,ფრინველი,au
191,Vogel::N,ფრინველი,ocēll
192,Schwarm::N,გუნდი,bandada
193,Huhn::N,დედალი,gallina
194,Hahn::N,მამალი,gall
195,Gans::N,ბატი,oca
196,Adler::N,არწივი,àguila
197,Ente::N,იხვი,ànec
198,Eule::N,ბუ,òliba
199,Eule::N,ბუ,mussol
200,Kranich::N,წერო,grua
201,Krähe::N,ყვავი,cornella
202,Kuckuck::N,გუგული,cucut
203,Schwan::N,გედი,cigne
204,Fisch::N,თევზი,peix
205,Barsch::N,ქორჭილა,perca
206,Hecht::N,ქარიყლაპია,lluç
207,Schlange[Tier]::N,გველი,serp
208,Wurm::N,ჭია,cuc
209,Spinne::N,ობობა,aranya
210,Ameise::N,ჭიანჭველა,formiga
211,Laus::N,ტილი,poll
212,Laus::N,მკბენარი,poll
213,Mücke::N,კოღო,mosquit
214,Fliege::N,ბუზი,mosca
215,Schmetterling::N,პეპელა,papallona
216,Beere::N,კენკრა,baia
217,Apfel::N,ვაშლი,poma
218,Pilz::N,სოკო,bolet
219,Zwiebel::N,ხახვი,ceba
220,Saat::N,თესლი,sembra
221,Korn::N,მარცვალი,gra
222,Heu::N,თივა,fenc
223,Schale::N,ჩენჩო,closca
224,Grube::N,ორმო,sot
225,Grube::N,ორმო,clot
226,Falle::N,ხაფანგი,trampa
227,Schlinge::N,მახე,baga
228,Spur::N,კვალი,traça
229,Asche::N,ფერფლი,cendra
230,Dreck::N,ტალახი,llot
231,Dreck::N,სიბინძურე,llot
232,Eisen::N,რკინა,ferro
233,Gold::N,ოქრო,or
234,Silber::N,ვერცხლი,plata
235,Kohle::N,ნახშირი,carbó
236,Glas::N,მინა,vidre
237,Lehm::N,თიხა,fang
238,Lehm::N,თიხა,argila
239,Sand::N,ქვიშა,arena
240,Mensch::N,ადამიანი,humà
241,Mensch::N,ადამიანი,persona
242,Mann::N,კაცი,home
243,Frau::N,ქალი,dona
244,Kind::N,ბავშვი,nen
245,Junge::N,ვაჟი,noi
246,Mädchen::N,გოგო,noia
247,Familie::N,ოჯახი,família
248,Großvater::N,პაპა,avi
249,Großvater::N,ბაბუა,avi
250,Großmutter::N,ბებია,àvia
251,Großmutter::N,დიდედა,àvia
252,Eltern::N,მშობლები,pares
253,Vater::N,მამა,pare
254,Mutter::N,დედა,mare
255,Sohn::N,ვაჟიშვილი,fill
256,Tochter::N,ქალიშვილი,filla
257,Bruder::N,ძმა,germà
258,Schwester::N,და,germana
259,Onkel::N,ბიძა,oncle
260,Tante::N,დეიდა,tia
261,Tante::N,მამიდა,tia
262,Ehemann::N,ქმარი,espòs
263,Ehefrau::N,ცოლი,muller
264,Freude::N,სიხარული,goig
265,Freude::N,სიხარული,alegria
266,Gelächter::N,სიცილი,riallada
267,Glück::N,ბედნიერება,felicitat
268,Kummer::N,მწუხარება,pena
269,Wunsch::N,წადილი,desig
270,Wunsch::N,სურვილი,desig
271,Lust::N,წადილი,ganes
272,Geist::N,სული,ment
273,Geist::N,სული,esperit
274,Gedanke::N,ფიქრი,pensament
275,Gedächtnis::N,მეხსიერება,memòria
276,Verstand::N,ჭკუა,raó
277,Verstand::N,ჭკუა,seny
278,Verstand::N,გონება,raó
279,Verstand::N,გონება,seny
280,Sinn::N,მნიშვნელობა,solta
281,Sinn::N,მნიშვნელობა,sentit
282,Grund::N,მიზეზი,raó
283,Grund::N,მიზეზი,causa
284,Wahrheit::N,სიმართლე,veritāt
285,Wahrheit::N,ჭეშმარიტება,veritāt
286,Gespräch::N,ბაასი,conversa
287,Gespräch::N,საუბარი,conversa
288,Märchen::N,არაკი,conte
289,Märchen::N,ზღაპარი,conte
290,Erzählung::N,თქმულება,narració
291,Nachricht::N,ცნობა,missatge
292,Nachricht::N,ამბავი,missatge
293,Neuigkeit::N,სიახლე,novetat
294,Name::N,სახელი,nom
295,Rätsel::N,გამოცანა,endevinalla
296,Rede::N,სიტყვა,discurs
297,Sprache::N,ენა,llēngua
298,Stimme::N,ხმა,veu
299,Wort::N,სიტყვა,mot
300,Wort::N,სიტყვა,paraula
301,Zeichen::N,ნიშანი,signe
302,Zeichen::N,ნიშანი,senyal
303,Ruf::N,ძახილი,crida
304,Lärm::N,ხმაური,sorōll
305,Laut::N,ხმა,so
306,Laut::N,ბგერა,so
307,Ton::N,ტონი,to
308,Lied::N,სიმღერა,cançó
309,Ruhe::N,სიწყნარე,calma
310,Ruhe::N,სიწყნარე,silenci
311,Leute::N,ადამიანები,gent
312,Volk::N,ერი,poble
313,Volk::N,ხალხი,poble
314,Arbeit::N,მუშაობა,labor
315,Arbeit::N,მუშაობა,treball
316,Gast::N,სტუმარი,hoste
317,Geschenk::N,საჩუქარი,regal
318,Geschenk::N,საჩუქარი,obsequi
319,Spiel::N,თამაში,joc
320,Gesellschaft::N,საზოგადოება,companyia
321,Hilfe::N,შველა,ajut
322,Hilfe::N,დახმარება,ajut
323,Freund::N,მეგობარი,amīc
324,Kamerad::N,ამხანაგი,company
325,Kamerad::N,ამხანაგი,camarada
326,Angelegenheit::N,საქმე,afer
327,Angelegenheit::N,საქმე,assumpte
328,Anzahl::N,ოდენობა,nombre
329,Anzahl::N,ოდენობა,quantitat
330,Art::N,სახეობა,tipus
331,Art::N,სახეობა,classe
332,Stück::N,ნატეხი,peça
333,Teil::N,წილი,part
334,Hälfte::N,ნახევარი,meitat
335,Kreis::N,წრე,cercle
336,Kreuz::N,ჯვარი,creu
337,Linie::N,ხაზი,línia
338,Strich::N,შტრიხი,traç
339,Strich::N,შტრიხი,ratlla
340,Abstand::N,მანძილი,distància
341,Entfernung::N,სიშორე,distància
342,Gegend::N,არე,regió
343,Gegend::N,არე,contrada
344,Gegend::N,მხარე,regió
345,Gegend::N,მხარე,contrada
346,Platz::N,ფართობი,cabuda
347,Ort::N,ადგილი,lloc
348,Seite::N,მხარე,banda
349,Seite::N,მხარე,costāt
350,Mitte::N,შუა,mig
351,Mitte::N,შუა,centre
352,Gegenstand::N,საგანი,objecte
353,Sache::N,ნივთი,cosa
354,Rand::N,კიდე,vora
355,Rand::N,კიდე,marge
356,Kante::N,ნაწიბული,caire
357,Kante::N,ნაწიბული,cantell
358,Ecke::N,კუთხე,cantonada
359,Spitze::N,წვეტი,punta
360,Ende::N,ბოლო,cap
361,Loch::N,ხვრელი,forāt
362,Winkel::N,კუთხე,racó
363,Muster::N,მოხატულობა,dibuix
364,Muster::N,მოხატულობა,disseny
365,Größe::N,ზომა,grandària
366,Größe::N,სიდიდე,grandària
367,Länge::N,სიგრძე,longitud
368,Höhe::N,სიმაღლე,altura
369,Höhe::N,სიმაღლე,altitud
370,Gewicht::N,წონა,pes
371,Menge::N,რაოდენობა,quantitat
372,Haufen::N,გროვა,pila
373,Reihe::N,რიგი,fila
374,Reihe::N,წყება,fila
375,Boot::N,გემი,bot
376,Boot::N,გემი,barca
377,Ruder::N,ხოფი,rem
378,Ruder::N,ნიჩაბი,rem
379,Schlitten::N,მარხილი,trineu
380,Ski::N,თხილამური,esquí
381,Lagerfeuer::N,კოცონი,foc de campament
382,Last::N,ტვირთი,càrrega
383,Gang::N,სვლა,marxa
384,Schritt::N,ბიჯი,pas
385,Norden::N,ჩრდილოეთი,nord
386,Süden::N,სამხრეთი,sud
387,Westen::N,დასავლეთი,oest
388,Westen::N,დასავლეთი,occident
389,Osten::N,აღმოსავლეთი,est
390,Osten::N,აღმოსავლეთი,orient
391,Holz::N,ხე,fusta
392,Brett::N,დაფა,taula
393,Brett::N,ფიცარი,taula
394,Platte::N,თლილი ქვა,placa
395,Stütze::N,საყრდენი,suport
396,Stange::N,ჭოკი,vara
397,Stock::N,კეტი,pal
398,Stab::N,ლატანი,bastó
399,Rohr::N,მილაკი,tub
400,Haus::N,სახლი,casa
401,Heim::N,ოჯახის კერა,llar
402,Ofen::N,ღუმელი,estufa
403,Fußboden::N,იატაკი,terra
404,Tisch::N,სუფრა,taula
405,Tisch::N,მაგიდა,taula
406,Stuhl::N,სკამი,cadira
407,Wiege::N,აკვანი,bressol
408,Bett::N,საწოლი,llit
409,Bett::N,სარეცელი,llit
410,Regal::N,თაროები,prestatgeria
411,Kiste::N,ყუთი,caixa
412,Kiste::N,სკივრი,caixa
413,Fenster::N,ფანჯარა,finestra
414,Fenster::N,სარკმელი,finestra
415,Tür::N,ბჭე,porta
416,Tür::N,კარი,porta
417,Tor::N,ჭიშკარი,portal
418,Zaun::N,ღობე,tanca
419,Zaun::N,გალავანი,tanca
420,Dach::N,სახურავი,teulada
421,Leiter::N,კიბე,escala
422,Leiter::N,კიბე,escala de mà
423,Besen::N,ცოცხი,escombra
424,Spaten::N,ნიჩაბი,pala
425,Schaufel::N,ბარი,pala
426,Gabel::N,ჩანგალი,forquilla
427,Löffel::N,კოვზი,cullera
428,Messer::N,დანა,coltell
429,Nagel::N,ლურსმანი,clau
430,Netz::N,ბადე,filat
431,Haken::N,კავი,ganxo
432,Haken::N,კაუჭი,ganxo
433,Griff::N,ტარი,puny
434,Griff::N,ტარი,mànec
435,Schloss::N,კლიტე,pany
436,Schloss::N,საკეტი,pany
437,Bild::N,სურათი,imatge
438,Figur::N,ფიგურა,figura
439,Puppe::N,თოჯინა,nina
440,Beutel::N,პარკი,bossa
441,Bündel::N,გალა,feix
442,Bündel::N,გალა,paquet
443,Bündel::N,ასხმა,feix
444,Bündel::N,ასხმა,paquet
445,Tasche::N,ჩანთა,bossa
446,Eimer::N,ჩამჩა,galleda
447,Deckel::N,ხუფი,tapa
448,Deckel::N,ხუფი,tapadora
449,Deckel::N,სარქველი,tapa
450,Deckel::N,სარქველი,tapadora
451,Geschirr::N,ჭურჭელი,vaixella
452,Sack::N,ტომარა,sac
453,Sack::N,ტომარა,saca
454,Tasse::N,ფინჯანი,tassa
455,Topf::N,ქოთანი,pot
456,Topf::N,ქოთანი,olla
457,Kessel::N,ქვაბი,caldera
458,Essen::N,ჭამა,àpat
459,Essen::N,ჭამა,menjada
460,Nahrung::N,საზრდო,aliment
461,Nahrung::N,საკვები,aliment
462,Speise::N,საჭმელი,plat
463,Fleisch::N,ხორცი,carn
464,Getreide::N,მარცვლოვანი,cereals
465,Brei::N,ფაფა,puré
466,Brot::N,პური,pa
467,Scheibe::N,ნაჭერი,tall
468,Scheibe::N,ნაჭერი,llesca
469,Fett::N,ქონი,greix
470,Fett::N,ცხიმი,greix
471,Butter::N,კარაქი,mantega
472,Öl::N,ზეთი,oli
473,Salz::N,მარილი,sal
474,Suppe::N,სუფი,sopa
475,Honig::N,თაფლი,mel
476,Milch::N,რძე,llet
477,Tee::N,ჩაი,te
478,Leder::N,ტყავი,cuir
479,Wolle::N,მატყლი,llana
480,Stoff::N,ქსოვილი,tela
481,Nadel::N,ნემსი,agulla
482,Faden::N,ძაფი,fil
483,Faden::N,მკედი,fil
484,Knopf::N,ღილი,botó
485,Knoten::N,ნასკვი,nus
486,Farbe::N,საღებავი,pintura
487,Kleidung::N,ტანსაცმელი,roba
488,Kleidung::N,ტანსაცმელი,vestits
489,Hemd::N,ხალათი,camisa
490,Hemd::N,პერანგი,camisa
491,Kragen::N,საყელო,coll
492,Ärmel::N,სახელო,màniga
493,Hose::N,შარვალი,pantalōns
494,Gürtel::N,ქამარი,cinturó
495,Mütze::N,ქუდი,gorra
496,Schuh::N,ფეხსაცმელი,sabata
497,Stiefel::N,ჩექმა,bota
498,Ring::N,ბეჭედი,anell
499,Band::N,ბაფთი,veta
500,Band::N,ბაფთი,cinta
501,Kamm::N,სავარცხელი,pinta
502,Spiegel::N,სარკე,mirāll
503,Riemen::N,ღვედი,corretja
504,Schnur::N,ლარი,corda
505,Leine::N,ჯაჭვი,corretja
506,Decke::N,საბანი,manta
507,Decke::N,საბანი,flassada
508,Kissen::N,ბალიში,coixí
509,Tuch::N,მაუდი,mocador
510,Tuch::N,თავშალი,mocador
511,Handtuch::N,ხელსახოცი,tovallola
512,Kraft::N,ძალა,força
513,Stärke::N,ღონე,vigor
514,Gesundheit::N,ჯანმრთელობა,salut
515,Krankheit::N,სენი,malaltia
516,Krankheit::N,ავადმყოფობა,malaltia
517,Schmerz::N,ტკივილი,dolor
518,Wunde::N,იარი,ferida
519,Wunde::N,ჭრილობა,ferida
520,Fieber::N,ციება,febre
521,Arznei::N,წამალი,medicament
522,Brücke::N,ხიდი,pont
523,Brunnen::N,ჭა,pou
524,Weide::N,საძოვარი,pastura
525,Pfad::N,ბილიკი,senda
526,Pfad::N,ბილიკი,sender
527,Weg::N,გზა,camí
528,Straße::N,შარაგზა,carretera
529,Dorf::N,დაბა,poble
530,Dorf::N,სოფელი,poble
531,Stadt::N,ქალაქი,ciutāt
532,Brief::N,წერილი,carta
533,Buch::N,წიგნი,llibre
534,Buchstabe::N,ასო,lletra
535,Zeitung::N,გაზეთი,diāri
536,Leben::N,სიცოცხლე,vida
537,Tod::N,სიკვდილი,mort
538,Grab::N,სამარე,tomba
539,Grab::N,საფლავი,tomba
540,Kirche::N,ეკლესია,església
541,Sünde::N,ცოდვა,pecat
542,Gott::N,ღმერთი,déu
543,Arbeiter::N,მუშა,obrer
544,Chef::N,გამგე,cap
545,Meister::N,ოსტატი,mestre
546,Arzt::N,ექიმი,metge
547,Arzt::N,მკურნალი,metge
548,Lehrer::N,მასწავლებელი,mestre
549,Geld::N,ფული,dinērs
550,Geschäft::N,საქმე,negoci
551,Geschäft::N,ბიზნესი,negoci
552,Laden::N,დუქანი,tenda
553,Laden::N,დუქანი,botiga
554,Laden::N,მაღაზია,tenda
555,Laden::N,მაღაზია,botiga
556,Preis::N,ფასი,preu
557,Ware::N,საქონელი,mercaderia
558,Nutzen::N,ხეირი,profit
559,Reichtum::N,სიმდიდრე,riquesa
560,Welt::N,მსოფლიო,món
561,Land::N,მხარე,país
562,Land::N,ქვეყანა,país
563,Staat::N,სახელმწიფო,estat
564,König::N,მეფე,rei
565,Macht::N,ძლიერება,poder
566,Macht::N,ძლიერება,potència
567,Grenze::N,ზღვარი,frontera
568,Krieg::N,ომი,guerra
569,Feind::N,მტერი,enemic
570,Gewalt::N,სისასტიკე,violència
571,Kampf::N,ბრძოლა,lluita
572,Bogen[Waffe]::N,მშვილდი,arc
573,Pfeil::N,ისარი,fletxa
574,Pfeil::N,მახვილი,fletxa
575,Gewehr::N,თოფი,fusell
576,Gewehr::N,თოფი,escopeta
577,Gewehr::N,შაშხანა,fusell
578,Gewehr::N,შაშხანა,escopeta
579,Fehler::N,შეცდომა,falta
580,Lüge::N,სიცრუე,mentida
581,Schaden::N,ვნება,dany
582,Unglück::N,ხიფათი,desgràcia
583,Unglück::N,უბედურება,desgràcia
584,Schuld::N,ბრალი,culpa
585,Alter::N,ასაკი,edat
586,Schluss::N,ბოლო,fi
587,Schluss::N,ბოლო,final
588,Schluss::N,დასასრული,fi
589,Schluss::N,დასასრული,final
590,Zeit::N,დრო,temps
591,Tag::N,დღე,dia
592,Morgen::N,დილა,matí
593,Mittag::N,შუადღე,migdia
594,Abend::N,საღამო,vespre
595,Nacht::N,ღამე,nit
596,Woche::N,კვირა,setmana
597,Monat::N,თვე,mes
598,Jahr::N,წელი,any
599,Frühling::N,გაზაფხული,primavera
600,Sommer::N,ზაფხული,estīu
601,Herbst::N,შემოდგომა,tardor
602,Winter::N,ზამთარი,hivērn
603,Januar::N,იანვარი,gener
604,Februar::N,თებერვალი,febrer
605,März::N,მარტი,març
606,April::N,აპრილი,abril
607,Mai::N,მაისი,maig
608,Juni::N,ივნისი,juny
609,Juli::N,ივლისი,juliol
610,August::N,აგვისტო,agost
611,September::N,სექტემბერი,setembre
612,Oktober::N,ოქტომბერი,octubre
613,November::N,ნოემბერი,novembre
614,Dezember::N,დეკემბერი,desembre
615,Montag::N,ორშაბათი,dilluns
616,Dienstag::N,სამშაბათი,dimarts
617,Mittwoch::N,ოთხშაბათი,dimecres
618,Donnerstag::N,ხუთშაბათი,dijous
619,Freitag::N,პარასკევი,divendres
620,Samstag::N,შაბათი,dissabte
621,Sonntag::N,კვირა,diumenge
622,groß::A,დიდი,gros
623,klein::A,მცირე,petīt
624,klein::A,პატარა,petīt
625,lang::A,გრძელი,llarg
626,kurz::A,მოკლე,curt
627,breit::A,ფართო,ample
628,breit::A,განიერი,ample
629,schmal::A,ვიწრო,estret
630,schmal::A,წვრილი,estret
631,dicht::A,მჭიდრო,dens
632,dick[Gegenstand]::A,სქელი,gruixūt
633,dünn::A,წვრილი,prim
634,fein::A,თხელი,fi
635,fest::A,მყარი,ferm
636,fest::A,მყარი,sòlid
637,flach::A,ბრტყელი,pla
638,glatt::A,გლუ,llis
639,hart::A,მაგარი,dur
640,weich::A,რბილი,tou
641,rund::A,მრგვალი,rodó
642,spitz::A,წვეტიანი,punxegut
643,scharf::A,მჭრელი,agut
644,stumpf::A,ბლაგვი,rom
645,stumpf::A,ბლაგვი,esmussat
646,schwer::A,მძიმე,pesāt
647,schön::A,ლამაზი,bonīc
648,heiß::A,ცხელი,calēnt
649,warm::A,თბილი,càlid
650,kalt::A,ცივი,fred
651,kühl::A,გრილი,fresc
652,frisch::A,სუფთა,fresc
653,feucht::A,ნოტიო,humit
654,nass::A,სველი,mullat
655,trocken::A,მშრალი,sec
656,voll::A,სავსე,ple
657,leer::A,ცარიელი,buit
658,offen::A,ღია,obert
659,offen::A,გაშლილი,obert
660,geschlossen::A,დახურული,tancat
661,sauber::A,სუფთა,net
662,sauber::A,წმინდა,net
663,schmutzig::A,ტალახიანი,brut
664,roh::A,უმი,cru
665,reif::A,მწიფე,madur
666,lecker::A,გემრიელი,deliciós
667,süß::A,ტკბილი,dolç
668,bitter::A,მწარე,amarg
669,sauer::A,მჟავე,agre
670,hell::A,ნათელი,clar
671,dunkel::A,ბნელი,fosc
672,schwarz::A,შავი,negre
673,weiß::A,თეთრი,blanc
674,rot::A,წითელი,vermēll
675,gelb::A,ყვითელი,groc
676,blau::A,ლურჯი,blau
677,blau::A,ცისფერი,blau
678,grün::A,მწვანე,verd
679,grau::A,რუხი,gris
680,grau::A,ნაცრისფერი,gris
681,bunt::A,ჭრელი,multicolor
682,bunt::A,ფერადი,multicolor
683,billig::A,იაფი,barat
684,teuer::A,ძვირი,car
685,wertvoll::A,ღირსიანი,preciós
686,blind::A,ბრმა,cec
687,taub::A,ყრუ,sord
688,kräftig::A,ძალავანი,fort
689,kräftig::A,ძალავანი,vigorós
690,stark::A,ძლიერი,fort
691,stark::A,ღონიერი,fort
692,schwach::A,სუსტი,feble
693,fett::A,სქელი,gras
694,schlank::A,გამხდარი,esvelt
695,hübsch::A,ეშხიანი,maco
696,hübsch::A,მშვენიერი,maco
697,böse::A,ავი,dolent
698,böse::A,ბოროტი,dolent
699,dumm::A,ბოთე,ximple
700,dumm::A,ბოთე,estúpid
701,dumm::A,სულელი,ximple
702,dumm::A,სულელი,estúpid
703,faul::A,ზანტი,gandūl
704,faul::A,ზანტი,mandrós
705,faul::A,ზარმაცი,gandūl
706,faul::A,ზარმაცი,mandrós
707,fleißig::A,ბეჯითი,diligēnt
708,fleißig::A,მუყაითი,diligēnt
709,geizig::A,ძუნწი,avar
710,klug::A,ჭკვიანი,intel·ligent
711,geschickt::A,მარჯვე,hàbil
712,geschickt::A,გაწაფული,hàbil
713,lieb::A,სატრფიალო,amat
714,lieb::A,სატრფიალო,estimat
715,lustig::A,მხიარული,alegre
716,sanft::A,ალერსიანი,suau
717,sanft::A,გრძნობიერი,suau
718,hungrig::A,მშიერი,afamat
719,krank::A,სნეული,malālt
720,krank::A,ავადმყოფი,malālt
721,nackt::A,ტიტველი,nu
722,traurig::A,მწუხარე,trist
723,traurig::A,სევდიანი,trist
724,lebendig::A,ცოცხალი,viu
725,gut::A,კარგი,bo
726,schlecht::A,უხეირო,dolēnt
727,richtig::A,ნამდვილი,just
728,richtig::A,ნამდვილი,correcte
729,schlimm::A,ცუდი,greu
730,wahr::A,სწორი,vertader
731,wahr::A,სწორი,veritable
732,wahr::A,ჭეშმარიტი,vertader
733,wahr::A,ჭეშმარიტი,veritable
734,alt::A,ძველი,vell
735,neu::A,ახალი,nou
736,ehemalig::A,ყოფილი,antic
737,alt[Lebewesen]::A,ბებერი,vell
738,jung::A,ნორჩი,jove
739,jung::A,ახალგაზრდა,jove
740,arm::A,ღარიბი,pobre
741,reich::A,მდიდარი,ric
742,bekannt::A,ცნობილი,conegut
743,berühmt::A,გამოჩენილი,famós
744,fremd::A,უცხო,estrany
745,fremd::A,გარეშე,estrany
746,verschieden::A,სხვაგვარი,diferent
747,nah::A,ახლო,pròxim
748,fern::A,შორი,llunyà
749,fern::A,შორი,distant
750,fern::A,შორეული,llunyà
751,fern::A,შორეული,distant
752,linker::A,მარცხენა,esquerre
753,rechter::A,მარჯვენა,dret
754,anderer::A,სხვა,altre
