,Concept_ID,mhr,cs
63,Schlaf::N,о́мо,spánek
64,Traum::N,йӱдо́мо,sen
65,Himmel::N,кава́,nebe
66,Sonne::N,ке́че,slunce
67,Mond::N,ты́лзе,měsíc
68,Stern::N,шӱ́дыр,hvězda
69,Luft::N,юж,vzduch
70,Wind::N,марде́ж,vítr
71,Welle::N,то́лкын,vlna
72,Wasser::N,вӱд,voda
73,Stein::N,кӱ,kámen
74,Boden::N,рок,půda
75,Erde::N,мла́нде,země
76,Staub::N,пура́к,prach
77,Rauch::N,шикш,dým
78,Rauch::N,шикш,kouř
79,Funke::N,сеске́м,jiskra
80,Funke::N,тулйы́п,jiskra
81,Feuer::N,тул,oheň
82,Licht::N,со́то,světlo
83,Schatten::N,ӱ́мыл,stín
84,Wetter::N,иге́че,počasí
85,Nebel::N,тӱтыра́,mlha
86,Wolke::N,пыл,mrak
87,Wolke::N,пыл,oblak
88,Regen::N,йӱр,déšť
89,Schnee::N,лум,sníh
90,Eis::N,ий,led
91,Frost::N,чатлама́,mráz
92,Kälte::N,йӱ́штӧ,chlad
93,Hitze::N,шо́кшо,horko
94,Raureif::N,пӧрш,jinovatka
95,Raureif::N,по́кшым,jinovatka
96,Regenbogen::N,шонанпы́л,duha
97,Donner::N,кӱ́дырчӧ,hrom
98,Strömung::N,йо́гын,proudění
99,Tropfen::N,чӱча́лтыш,kapka
100,Schaum::N,шоҥ,pěna
101,Schmutz::N,лавыра́,špína
102,See::N,ер,jezero
103,Sumpf::N,лӱ́кӧ,močál
104,Sumpf::N,лӱ́кӧ,bažina
105,Moor::N,куп,bažina
106,Moor::N,куп,slatina
107,Wiese::N,о́лык,louka
108,Wald::N,чодыра́,les
109,Hügel::N,арка́,kopec
110,Anhöhe::N,тӧва́,pahorek
111,Anhöhe::N,кӱкшака́,pahorek
112,Berg::N,ку́рык,hora
113,Gipfel::N,чаҥга́,vrchol
114,Gipfel::N,курыкву́й,vrchol
115,Höhle::N,пеще́р,jeskyně
116,Höhle::N,курыкпо́мыш,jeskyně
117,Abhang::N,та́йыл,svah
118,Abhang::N,та́йыл,stráň
119,Quelle::N,важ,pramen
120,Quelle::N,вӱдшинча́,pramen
121,Bach::N,изэҥе́р,potok
122,Fluss::N,эҥе́р,řeka
123,Ufer::N,сер,břeh
124,Küste::N,вӱдтӱ́р,pobřeží
125,Festland::N,мла́нде,souš
126,Festland::N,мла́нде,pevnina
127,Meer::N,те́ҥыз,moře
128,Bucht::N,икса́,záliv
129,Bucht::N,икса́,zátoka
130,Insel::N,отро́,ostrov
131,Blume::N,пеле́дыш,květina
132,Gras::N,шу́до,tráva
133,Wurzel::N,вож,kořen
134,Baum::N,пуше́ҥге,strom
135,Stamm::N,йы́тыр,kmen
136,Rinde::N,шӱм,kůra
137,Ast::N,укш,větev
138,Zweig::N,торма́к,větev
139,Blatt::N,лышта́ш,lupen
140,Birke::N,куэ́,bříza
141,Kiefer[Baum]::N,пӱ́нчӧ,sosna
142,Kiefer[Baum]::N,пӱ́нчӧ,borovice
143,Weide[Baum]::N,уа́,vrba
144,Tanne::N,кож,jedle
145,Horn::N,шур,roh
146,Feder::N,пы́стыл,pero
147,Fell::N,кова́ште,srst
148,Flügel::N,шу́лдыр,křídlo
149,Klaue::N,кӱч,dráp
150,Klaue::N,кӱч,pazneht
151,Kralle::N,ла́па,dráp
152,Kralle::N,копа́,dráp
153,Schwanz::N,поч,ocas
154,Ei::N,му́но,vejce
155,Nest::N,пыжа́ш,hnízdo
156,Bau::N,пыжа́ш,nora
157,Tier::N,я́нлык,zvíře
158,Tier::N,живо́тный,zvíře
159,Herde::N,кӱ́тӱ,stádo
160,Herde::N,тӱшка́,stádo
161,Kuh::N,ушка́л,kráva
162,Bulle::N,ӱ́шкыж,býk
163,Pferd::N,и́мне,kůň
164,Schaf::N,шо́рык,ovce
165,Schwein::N,сӧсна́,vepř
166,Schwein::N,сӧсна́,prase
167,Hund::N,пий,pes
168,Katze::N,пы́рыс,kočka
169,Bär::N,маска́,medvěd
170,Eichhörnchen::N,ур,veverka
171,Elch::N,шо́рдо,los
172,Fuchs::N,ры́выж,liška
173,Hase::N,мера́ҥ,zajíc
174,Maus::N,коля́,myš
175,Wolf::N,пи́ре,vlk
176,Vogel::N,ка́йык,pták
177,Schwarm::N,каша́к,roj
178,Schwarm::N,каша́к,hejno
179,Huhn::N,чы́ве,kuře
180,Huhn::N,чы́ве,slepice
181,Hahn::N,агыта́н,kohout
182,Gans::N,ко́мбо,husa
183,Adler::N,карагу́ш,orel
184,Ente::N,лу́до,kachna
185,Eule::N,тумна́,sova
186,Kranich::N,турня́,jeřáb
187,Krähe::N,кора́к,vrána
188,Kuckuck::N,куку́,kukačka
189,Schwan::N,йӱ́ксӧ,labuť
190,Fisch::N,кол,ryba
191,Barsch::N,ола́ҥге,okoun
192,Hecht::N,нуж,štika
193,Hecht::N,чорта́н,štika
194,Schlange[Tier]::N,ки́шке,had
195,Wurm::N,шукш,červ
196,Spinne::N,эҥыре́мыш,pavouk
197,Ameise::N,ку́тко,mravenec
198,Laus::N,тий,veš
199,Mücke::N,шыҥа́,komár
200,Fliege::N,ка́рме,moucha
201,Schmetterling::N,лы́ве,motýl
202,Beere::N,мӧр,bobule
203,Apfel::N,олма́,jablko
204,Pilz::N,по́ҥго,houba
205,Zwiebel::N,шога́н,cibule
206,Saat::N,нӧ́шмӧ,osivo
207,Saat::N,туш,osivo
208,Korn::N,шу́рно,zrno
209,Heu::N,шу́до,seno
210,Schale::N,шӱм,slupka
211,Schale::N,шӱм,skořápka
212,Grube::N,выне́м,jáma
213,Falle::N,лӧ́дӧ,past
214,Falle::N,лӧ́дӧ,léčka
215,Schlinge::N,о́птыш,smyčka
216,Schlinge::N,шӧрга́лтыш,smyčka
217,Spur::N,кыша́,stopa
218,Asche::N,ло́мыж,popel
219,Dreck::N,лавыра́,špína
220,Eisen::N,кӱ́ртньӧ,železo
221,Gold::N,шӧ́ртньӧ,zlato
222,Silber::N,ший,stříbro
223,Kohle::N,мландышӱ́й,uhlí
224,Glas::N,янда́,sklo
225,Lehm::N,шун,jíl
226,Lehm::N,шун,hlína
227,Sand::N,ошма́,písek
228,Mensch::N,еҥ,člověk
229,Mensch::N,айде́ме,člověk
230,Mann::N,пӧръе́ҥ,muž
231,Frau::N,ӱдырама́ш,žena
232,Kind::N,аза́,dítě
233,Junge::N,рве́зе,hoch
234,Junge::N,рве́зе,chlapec
235,Mädchen::N,ӱдыра́ш,děvče
236,Familie::N,еш,rodina
237,Großvater::N,коча́,děd
238,Großvater::N,коча́,dědeček
239,Großmutter::N,кова́,babička
240,Eltern::N,ача́-ава́,rodiče
241,Vater::N,ача́,otec
242,Mutter::N,ава́,matka
243,Sohn::N,э́рге,syn
244,Tochter::N,ӱ́дыр,dcera
245,Bruder::N,иза́,bratr
246,Bruder::N,шо́льо,bratr
247,Schwester::N,ака́,sestra
248,Onkel::N,иза́,strýc
249,Tante::N,кока́,teta
250,Ehemann::N,мари́й,choť
251,Ehemann::N,мари́й,manžel
252,Ehefrau::N,ва́те,choť
253,Ehefrau::N,ва́те,manželka
254,Freude::N,куа́н,radost
255,Freude::N,куаныма́ш,radost
256,Gelächter::N,во́штылтыш,smích
257,Glück::N,пиа́л,štěstí
258,Kummer::N,о́йго,žal
259,Kummer::N,о́йго,trápení
260,Wunsch::N,ку́мыл,přání
261,Lust::N,ку́мыл,chuť
262,Geist::N,ӧрт,duch
263,Geist::N,чон,duch
264,Gedanke::N,ой,myšlenka
265,Gedanke::N,шоныма́ш,myšlenka
266,Gedächtnis::N,шарныма́ш,paměť
267,Verstand::N,уш,rozum
268,Sinn::N,смысл,smysl
269,Grund::N,ама́л,důvod
270,Wahrheit::N,чын,pravda
271,Gespräch::N,мутланыма́ш,rozhovor
272,Märchen::N,йома́к,pohádka
273,Erzählung::N,ойлыма́ш,povídka
274,Nachricht::N,увертарыма́ш,zpráva
275,Neuigkeit::N,уве́р,novina
276,Neuigkeit::N,уве́р,novinka
277,Name::N,лӱм,jméno
278,Rätsel::N,ту́што,hádanka
279,Rede::N,ойлыма́ш,řeč
280,Rede::N,ойлыма́ш,proslov
281,Sprache::N,йы́лме,řeč
282,Sprache::N,йы́лме,jazyk
283,Stimme::N,йӱк,hlas
284,Wort::N,ой,slovo
285,Wort::N,мут,slovo
286,Zeichen::N,ти́ште,znamení
287,Zeichen::N,знак,znamení
288,Ruf::N,ӱжма́ш,zavolání
289,Lärm::N,лӱшкыма́ш,hluk
290,Lärm::N,йӱк-йӱа́н,hluk
291,Laut::N,йӱк,zvuk
292,Ton::N,йӱксе́м,tón
293,Lied::N,му́ро,píseň
294,Ruhe::N,ты́мык,klid
295,Ruhe::N,ты́мык,pokoj
296,Leute::N,еҥ-влак,lidé
297,Volk::N,ка́лык,národ
298,Arbeit::N,паша́,práce
299,Gast::N,уна́,host
300,Geschenk::N,пӧле́к,dar
301,Spiel::N,мо́дыш,hra
302,Spiel::N,модма́ш,hra
303,Gesellschaft::N,тӱшка́,společnost
304,Hilfe::N,по́лыш,pomoc
305,Freund::N,таҥ,přítel
306,Freund::N,йолта́ш,přítel
307,Kamerad::N,таҥ,kamarád
308,Angelegenheit::N,паша́,záležitost
309,Anzahl::N,чот,počet
310,Art::N,вид,druh
311,Stück::N,ка́тыш,kus
312,Stück::N,ка́тыш,kousek
313,Stück::N,ла́стык,kus
314,Stück::N,ла́стык,kousek
315,Teil::N,ужа́ш,díl
316,Teil::N,ужа́ш,část
317,Hälfte::N,пел,půl
318,Hälfte::N,пе́ле,půl
319,Kreis::N,ты́ртыш,kruh
320,Kreuz::N,ыре́с,kříž
321,Linie::N,ли́ний,linka
322,Strich::N,коре́ш,čára
323,Strich::N,коре́ш,čárka
324,Abstand::N,кокла́,vzdálenost
325,Entfernung::N,тора́,vzdálenost
326,Entfernung::N,ку́жыт,vzdálenost
327,Gegend::N,кунде́м,krajina
328,Platz::N,ку́мдык,prostor
329,Ort::N,вер,místo
330,Ort::N,о́лмо,místo
331,Seite::N,ӧ́рдыж,strana
332,Mitte::N,покше́л,střed
333,Mitte::N,покше́л,prostředek
334,Gegenstand::N,наста́,předmět
335,Sache::N,наста́,věc
336,Rand::N,тӱр,kraj
337,Rand::N,тӱр,okraj
338,Kante::N,тӱр,hrana
339,Ecke::N,лук,roh
340,Spitze::N,вуй,hrot
341,Spitze::N,вуй,špička
342,Ende::N,муча́ш,konec
343,Loch::N,рож,díra
344,Winkel::N,лук,kout
345,Muster::N,пеза́к,vzor
346,Muster::N,узо́р,vzor
347,Muster::N,ӱ́лгӧ,vzor
348,Größe::N,кӱ́кшыт,velikost
349,Länge::N,ку́тыш,délka
350,Höhe::N,кӱ́кшыт,výška
351,Gewicht::N,не́лыт,váha
352,Menge::N,чот,množství
353,Haufen::N,кы́шыл,kupa
354,Haufen::N,кы́шыл,hromada
355,Reihe::N,рада́м,řada
356,Reihe::N,рада́м,řádek
357,Boot::N,пуш,člun
358,Ruder::N,эшка́к,veslo
359,Schlitten::N,тер,sáně
360,Schlitten::N,изде́р,sáně
361,Ski::N,е́че,lyže
362,Lagerfeuer::N,туло́то,táborák
363,Last::N,нӧ́лтыш,náklad
364,Last::N,нӧ́лтыш,břemeno
365,Gang::N,ошкылма́ш,chůze
366,Gang::N,ошкылма́ш,chodba
367,Schritt::N,о́шкыл,krok
368,Norden::N,йӱдйыма́л,sever
369,Süden::N,кечывалве́л,jih
370,Westen::N,касве́л,západ
371,Osten::N,эрве́л,východ
372,Holz::N,пу,dřevo
373,Brett::N,оҥа́,prkno
374,Platte::N,аста́р,deska
375,Stütze::N,чара́к,opěra
376,Stange::N,лома́ш,tyč
377,Stange::N,лома́ш,tyčka
378,Stock::N,тоя́,hůlka
379,Stab::N,вара́,hůl
380,Stab::N,кашта́,hůl
381,Rohr::N,пуч,trubka
382,Haus::N,пӧрт,dům
383,Heim::N,мӧ́ҥгӧ,domov
384,Ofen::N,комака́,kamna
385,Fußboden::N,кӱва́р,podlaha
386,Tisch::N,ӱсте́л,stůl
387,Stuhl::N,пӱке́н,židle
388,Wiege::N,шепка́,kolébka
389,Bett::N,ва́кшыш,postel
390,Regal::N,шӧ́рлык,regál
391,Regal::N,шӧ́рлык,police
392,Kiste::N,шо́ндык,bedna
393,Kiste::N,я́шлык,bedna
394,Fenster::N,окна́,okno
395,Tür::N,омса́,dveře
396,Tor::N,капка́,vrata
397,Zaun::N,сава́р,plot
398,Dach::N,леве́дыш,střecha
399,Leiter::N,тошка́лтыш,žebřík
400,Besen::N,ӱштерво́штыр,koště
401,Besen::N,ӱштерво́штыр,smeták
402,Spaten::N,ко́льмо,rýč
403,Schaufel::N,сово́к,lopata
404,Schaufel::N,су́ско,lopata
405,Gabel::N,ви́лке,vidlička
406,Löffel::N,па́не,lžíce
407,Löffel::N,совла́,lžíce
408,Messer::N,кӱ́зӧ,nůž
409,Nagel::N,пуда́,hřebík
410,Netz::N,вапш,síť
411,Haken::N,са́гыле,hák
412,Griff::N,кыл,držadlo
413,Schloss::N,кӧгӧ́н,zámek
414,Bild::N,сӱре́т,obraz
415,Figur::N,фигу́р,figura
416,Puppe::N,курча́к,panenka
417,Beutel::N,меша́к,pytlík
418,Bündel::N,арша́ш,svazek
419,Tasche::N,сумка́,taška
420,Tasche::N,сумка́,brašna
421,Eimer::N,ведра́,kýbl
422,Eimer::N,ведра́,vědro
423,Deckel::N,ко́мдыш,víko
424,Deckel::N,ко́мдыш,příklop
425,Geschirr::N,а́те,nádobí
426,Sack::N,куль,pytel
427,Sack::N,меша́к,pytel
428,Tasse::N,чу́кыр,šálek
429,Tasse::N,чашка́,šálek
430,Topf::N,ми́ске,hrnec
431,Kessel::N,под,kotel
432,Essen::N,ко́чкыш,jídlo
433,Nahrung::N,ку́рго,strava
434,Nahrung::N,ку́рго,potrava
435,Speise::N,ко́чкыш,jídlo
436,Fleisch::N,шыл,maso
437,Getreide::N,шу́рно,obilí
438,Brei::N,пу́чымыш,kaše
439,Brot::N,ки́нде,chléb
440,Scheibe::N,ка́тыш,krajíc
441,Fett::N,коя́,tuk
442,Fett::N,коя́,omastek
443,Butter::N,ӱй,máslo
444,Öl::N,ӱй,olej
445,Salz::N,шинча́л,sůl
446,Suppe::N,шӱр,polévka
447,Honig::N,мӱй,med
448,Milch::N,шӧр,mléko
449,Tee::N,чай,čaj
450,Leder::N,сура́н,kůže
451,Leder::N,шӱ́штӧ,kůže
452,Wolle::N,пун,vlna
453,Stoff::N,куэ́м,látka
454,Stoff::N,посто́,látka
455,Nadel::N,и́ме,jehla
456,Faden::N,шӱ́ртӧ,nit
457,Knopf::N,по́лдыш,knoflík
458,Knoten::N,пышке́м,uzel
459,Farbe::N,чия́,barva
460,Kleidung::N,чие́м,šaty
461,Kleidung::N,чие́м,šatstvo
462,Kleidung::N,вурге́м,šaty
463,Kleidung::N,вурге́м,šatstvo
464,Hemd::N,ту́выр,košile
465,Kragen::N,сога́,límec
466,Ärmel::N,шокш,rukáv
467,Hose::N,йола́ш,kalhoty
468,Gürtel::N,ӱ́штӧ,pás
469,Gürtel::N,ӱ́штӧ,opasek
470,Mütze::N,упш,čepice
471,Schuh::N,боти́нке,bota
472,Stiefel::N,кем,holínka
473,Ring::N,шерга́ш,prsten
474,Band::N,тасма́,pásek
475,Band::N,ле́нте,pásek
476,Kamm::N,шерге́,hřeben
477,Spiegel::N,вошто́нчыш,zrcadlo
478,Riemen::N,кӱзанӱ́штӧ,řemen
479,Schnur::N,кере́м,šňůra
480,Schnur::N,кандыра́,šňůra
481,Leine::N,вӱра́ҥ,vodítko
482,Decke::N,леве́дыш,pokrývka
483,Decke::N,леве́дыш,přikrývka
484,Decke::N,одея́л,pokrývka
485,Decke::N,одея́л,přikrývka
486,Kissen::N,кӱ́пчык,polštář
487,Tuch::N,шо́выч,šátek
488,Handtuch::N,со́лык,ručník
489,Kraft::N,вий,síla
490,Kraft::N,куа́т,síla
491,Stärke::N,куа́т,síla
492,Stärke::N,карма́н,síla
493,Gesundheit::N,таза́лык,zdraví
494,Krankheit::N,чер,nemoc
495,Krankheit::N,чер,choroba
496,Schmerz::N,ко́рштыш,bolest
497,Wunde::N,су́сыр,rána
498,Fieber::N,йӱштыму́ж,horečka
499,Fieber::N,лихора́дке,horečka
500,Arznei::N,эм,lék
501,Brücke::N,кӱва́р,most
502,Brunnen::N,вӱдвыне́м,studna
503,Weide::N,нурше́р,pastva
504,Weide::N,нурше́р,pastvina
505,Pfad::N,йолго́рно,pěšina
506,Pfad::N,сокма́к,pěšina
507,Weg::N,ко́рно,cesta
508,Straße::N,ко́рно,silnice
509,Dorf::N,ял,vesnice
510,Stadt::N,ола́,město
511,Brief::N,се́рыш,dopis
512,Buch::N,книга́,kniha
513,Buchstabe::N,буква́,písmeno
514,Zeitung::N,газе́т,noviny
515,Leben::N,и́лыш,život
516,Tod::N,колыма́ш,smrt
517,Grab::N,шӱга́р,hrob
518,Kirche::N,че́рке,kostel
519,Sünde::N,су́лык,hřích
520,Gott::N,ю́мо,bůh
521,Arbeiter::N,паша́зе,dělník
522,Arbeiter::N,паша́зе,pracovník
523,Chef::N,тӧра́,šéf
524,Chef::N,тӧра́,vedoucí
525,Meister::N,маста́р,mistr
526,Arzt::N,врач,lékař
527,Lehrer::N,ту́ныктышо,učitel
528,Geld::N,окса́,peníze
529,Geschäft::N,сатулыма́ш,obchod
530,Laden::N,ке́выт,krám
531,Preis::N,ак,cena
532,Ware::N,сату́,zboží
533,Nutzen::N,пайда́,užitek
534,Reichtum::N,поя́нлык,bohatství
535,Welt::N,тӱня́,svět
536,Land::N,эл,země
537,Staat::N,кугыжа́ныш,stát
538,König::N,кугыжа́,král
539,Macht::N,власть,moc
540,Macht::N,власть,mocnost
541,Grenze::N,грани́ца,hranice
542,Krieg::N,сар,válka
543,Feind::N,тушма́н,nepřítel
544,Gewalt::N,виешлыма́ш,násilí
545,Kampf::N,кредалма́ш,boj
546,Bogen[Waffe]::N,юҥе́ж,luk
547,Pfeil::N,пикш,šíp
548,Gewehr::N,пыча́л,puška
549,Gewehr::N,пыча́л,ručnice
550,Fehler::N,йо́ҥылыш,chyba
551,Lüge::N,шоя́к,lež
552,Schaden::N,зия́н,škoda
553,Unglück::N,эҥге́к,neštěstí
554,Schuld::N,тита́к,vina
555,Schuld::N,йола́,vina
556,Alter::N,ийго́т,věk
557,Schluss::N,муча́ш,konec
558,Zeit::N,жап,čas
559,Zeit::N,па́гыт,čas
560,Tag::N,ке́че,den
561,Morgen::N,эр,ráno
562,Morgen::N,эр,jitro
563,Mittag::N,кечыва́л,poledne
564,Abend::N,кас,večer
565,Nacht::N,йӱд,noc
566,Woche::N,арня́,týden
567,Monat::N,ты́лзе,měsíc
568,Jahr::N,ий,rok
569,Frühling::N,шо́шо,jaro
570,Sommer::N,кеҥе́ж,léto
571,Herbst::N,шы́же,podzim
572,Winter::N,те́ле,zima
573,Januar::N,шоркыйол,leden
574,Januar::N,идалыкву́й,leden
575,Januar::N,янва́рь,leden
576,Februar::N,пургыж,únor
577,Februar::N,февра́ль,únor
578,März::N,ӱярня,březen
579,März::N,март,březen
580,April::N,апре́ль,duben
581,Mai::N,ага,květen
582,Mai::N,май,květen
583,Juni::N,пеледыш,červen
584,Juni::N,ию́нь,červen
585,Juli::N,сӱрем,červenec
586,Juli::N,ию́ль,červenec
587,August::N,сорла,srpen
588,August::N,агарма́н,srpen
589,August::N,а́вгуст,srpen
590,September::N,идым,září
591,September::N,сентя́брь,září
592,Oktober::N,шыжа,říjen
593,Oktober::N,октя́брь,říjen
594,November::N,кылме тылзе,listopad
595,November::N,ноя́брь,listopad
596,Dezember::N,дека́брь,prosinec
597,Montag::N,шо́чмо,pondělí
598,Montag::N,шо́чмо,pondělek
599,Dienstag::N,ку́шкыжмо,úterý
600,Mittwoch::N,вӱрге́че,středa
601,Donnerstag::N,изарня́,čtvrtek
602,Freitag::N,кугарня́,pátek
603,Samstag::N,шуматке́че,sobota
604,Sonntag::N,рушарня́,neděle
605,groß::A,кугу́,velký
606,klein::A,изи́,malý
607,lang::A,кужу́,dlouhý
608,kurz::A,кӱ́чык,krátký
609,breit::A,кумда́,široký
610,schmal::A,а́ҥысыр,úzký
611,dicht::A,ну́гыдо,hustý
612,dick[Gegenstand]::A,кӱ́жгӧ,tlustý
613,dünn::A,ви́чкыж,tenký
614,fein::A,ты́гыде,jemný
615,fest::A,чо́ткыдо,pevný
616,flach::A,лапка́,plochý
617,flach::A,лапка́,placatý
618,glatt::A,яклака́,hladký
619,hart::A,пе́ҥгыде,tvrdý
620,weich::A,пу́шкыдо,měkký
621,rund::A,йырге́шке,kulatý
622,rund::A,йырге́шке,okrouhlý
623,spitz::A,коша́р,špičatý
624,scharf::A,пӱ́сӧ,ostrý
625,stumpf::A,токма́к,tupý
626,schwer::A,не́ле,těžký
627,schön::A,сы́лне,pěkný
628,schön::A,сы́лне,krásný
629,heiß::A,шо́кшо,horký
630,warm::A,ле́ве,teplý
631,kalt::A,йӱ́штӧ,studený
632,kühl::A,юа́лге,chladný
633,kühl::A,южгата́,chladný
634,frisch::A,свежа́,svěží
635,feucht::A,вӱ́дыжгӧ,vlhký
636,nass::A,нӧ́рӧ,mokrý
637,trocken::A,ку́кшо,suchý
638,voll::A,тич,plný
639,leer::A,яра́,prázdný
640,offen::A,виш,otevřený
641,geschlossen::A,пе́тырыме,zavřený
642,geschlossen::A,тӱ́чмӧ,zavřený
643,sauber::A,ару́,čistý
644,sauber::A,янда́р,čistý
645,schmutzig::A,лавыра́н,špinavý
646,schmutzig::A,ла́выргыше,špinavý
647,roh::A,кӱ́чымӧ,syrový
648,reif::A,лӧза́,zralý
649,lecker::A,ту́тло,chutný
650,süß::A,ше́ре,sladký
651,bitter::A,ко́чо,hořký
652,sauer::A,шо́по,kyselý
653,hell::A,во́лгыдо,světlý
654,dunkel::A,пычке́мыш,temný
655,schwarz::A,шола́,černý
656,weiß::A,ош,bílý
657,rot::A,йошка́р,rudý
658,rot::A,йошка́р,červený
659,gelb::A,сар,žlutý
660,blau::A,ка́нде,modrý
661,grün::A,ужа́р,zelený
662,grau::A,сур,šedý
663,grau::A,сур,šedivý
664,bunt::A,олача́,pestrý
665,billig::A,шу́лдо,levný
666,billig::A,шу́лдо,laciný
667,teuer::A,ше́рге,drahý
668,wertvoll::A,шергака́н,cenný
669,blind::A,со́кыр,slepý
670,taub::A,соҥгыра́,hluchý
671,kräftig::A,куа́тле,silný
672,stark::A,вия́н,silný
673,schwach::A,а́лдыме,slabý
674,fett::A,коя́,tučný
675,fett::A,коя́,tlustý
676,schlank::A,йоштката́,štíhlý
677,schlank::A,яжу́,štíhlý
678,hübsch::A,чеве́р,hezký
679,böse::A,шы́де,zlý
680,dumm::A,аҥыра́,hloupý
681,faul::A,його,líný
682,fleißig::A,ты́ршыше,pilný
683,geizig::A,чаҥга́,lakomý
684,klug::A,уша́н,chytrý
685,geschickt::A,уста́,šikovný
686,lieb::A,ала́л,milý
687,lustig::A,весела́,veselý
688,sanft::A,ны́жылге,mírný
689,hungrig::A,шу́жышо,hladový
690,krank::A,че́рле,nemocný
691,nackt::A,чарама́т,nahý
692,traurig::A,ойга́н,smutný
693,traurig::A,ойга́н,truchlivý
694,lebendig::A,и́лыше,živý
695,gut::A,сай,dobrý
696,schlecht::A,уда́,špatný
697,schlecht::A,шӱ́кшӧ,špatný
698,richtig::A,чы́нле,pravý
699,richtig::A,чы́нле,správný
700,schlimm::A,аля́к,zlý
701,schlimm::A,тыра́н,zlý
702,wahr::A,чы́нле,pravdivý
703,wahr::A,настоя́щий,pravdivý
704,alt::A,то́што,starý
705,neu::A,у,nový
706,ehemalig::A,о́нчычсо,bývalý
707,ehemalig::A,онда́кысе,bývalý
708,alt[Lebewesen]::A,шо́нто,starý
709,jung::A,са́мырык,mladý
710,arm::A,нужна́,chudý
711,reich::A,поя́н,bohatý
712,bekannt::A,па́лыме,známý
713,berühmt::A,лӱ́млӧ,slavný
714,fremd::A,йот,cizí
715,verschieden::A,тӱ́рлӧ,různý
716,verschieden::A,тӱ́рлӧ,rozličný
717,nah::A,ли́шыл,blízký
718,fern::A,тора́,daleký
719,fern::A,мӱ́ндыр,daleký
720,linker::A,шола́,levý
721,rechter::A,пурла́,pravý
722,anderer::A,вес,jiný
723,anderer::A,мо́ло,jiný
724,erster::A,и́кымше,první
725,zweiter::A,ко́кымшо,druhý
726,dritter::A,ку́мшо,třetí
727,letzter::A,пыта́ртыш,poslední
728,allein::ADV,шкет,sám
729,auf einmal::ADV,икана́ште,najednou
730,zusammen::ADV,пырля́,spolu
731,zusammen::ADV,пырля́,dohromady
732,lange::ADV,кужу́н,dlouho
733,plötzlich::ADV,кенета́,vtom
734,plötzlich::ADV,кенета́,náhle
735,sofort::ADV,кызыта́к,hned
736,sofort::ADV,кызыта́к,ihned
737,später::ADV,варара́к,později
738,jetzt::ADV,ы́нде,teď
739,jetzt::ADV,ы́нде,nyní
740,jetzt::ADV,кы́зыт,teď
741,jetzt::ADV,кы́зыт,nyní
742,heute::ADV,та́че,dnes
743,heute::ADV,та́че,dneska
744,morgen::ADV,эрла́,zítra
745,bald::ADV,вашке́,brzo
746,dann::ADV,вара́,pak
747,dann::ADV,вара́,potom
748,gestern::ADV,теҥге́че,včera
749,einst::ADV,икана́,kdysi
