,Concept_ID,kn,da
579,lebendig::A,ಜೀವಂತ,levende
580,gut::A,ಒಳ್ಳೆಯ,god
581,schlecht::A,ದುಷ್ಟ,dårlig
582,richtig::A,ಸರಿ,rigtig
583,schlimm::A,ಅಸಹ್ಯ,slem
584,wahr::A,ನಿಜ,sand
585,alt::A,ಮುದಿ,gammel
586,neu::A,ಹೊಸ,ny
587,ehemalig::A,ಮಾಜೀ,forhenværende
588,alt[Lebewesen]::A,ವೃದ್ಧ,gammel
589,jung::A,ಎಳ,ung
590,arm::A,ಬಡ,fattig
591,reich::A,ಶ್ರೀಮಂತ,rig
592,bekannt::A,ಅಪ್ತ,kendt
593,berühmt::A,ಪ್ರಸಿದ್ಧ,berømt
594,fremd::A,ಪರಕೀಯ,fremmed
595,verschieden::A,ಬೇರೆ,forskellig
596,nah::A,ಹತ್ತಿರವಾದ,nær
597,fern::A,ದೂರದ,fjern
598,linker::A,ಎಡ,venstre
599,rechter::A,ಬಲ,højre
600,anderer::A,ಇತರ,anden
601,erster::A,ಪ್ರಥಮ,første
602,zweiter::A,ದ್ವಿತೀಯ,anden
603,dritter::A,ಮೂರನೆಯಜಗತ್ತು,tredje
604,letzter::A,ಅಂತ್ಯ,sidste
605,allein::ADV,ಒಬ್ಬನೇ,alene
606,auf einmal::ADV,ಒಡನೆ,på én gang
607,zusammen::ADV,ಒಟ್ಟಿಗೆ,sammen
608,lange::ADV,ದೀರ್ಘ,længe
609,plötzlich::ADV,ಅನಾಮತ್ತು,pludselig
610,sofort::ADV,ಜಾಗ್ರತೆ,straks
611,später::ADV,ತರುವಾಯ,senere
612,jetzt::ADV,ಈಗ,nu
613,heute::ADV,ಇಂದು,i dag
614,morgen::ADV,ನಾಳೆ,i morgen
615,bald::ADV,ಬೇಗ,snart
616,dann::ADV,ಆಗ,så
617,gestern::ADV,ನಿನ್ನೆ,i går
618,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,engang
619,damals::ADV,ಆಗ,dengang
620,danach::ADV,ಆಮೇಲೆ,derefter
621,vorher::ADV,ಮುಂಚೆ,før
622,vorher::ADV,ಮುಂಚೆ,forud
623,zuerst::ADV,ಮೊದಲಿಗೆ,først
624,einmal::ADV,ಒಮ್ಮೆ,en gang
625,manchmal::ADV,ಆಗಾಗ,sommetider
626,oft::ADV,ಅನೇಕಸಲ,ofte
627,immer::ADV,ಯಾವಾಗಲೂ,altid
628,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,aldrig
629,hier::ADV,ಇಲ್ಲಿ,her
630,hierhin::ADV,ಇತ್ತ,hid
631,hierhin::ADV,ಇತ್ತ,herhen
632,von hier::ADV,ಇಲ್ಲಿಂದ,herfra
633,dort::ADV,ಅಲ್ಲಿ,der
634,dorthin::ADV,ಅಲ್ಲಿಗೆ,derhen
635,geradeaus::ADV,ಸೀದಾ,lige ud
636,vorwärts::ADV,ಮುನ್ನೆಡೆವ,fremad
637,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,baglæns
638,zurück::ADV,ಹಿಂದಕ್ಕೆ,tilbage
639,unten::ADV,ಕೆಳಗೆ,nede
640,unten::ADV,ಕೆಳಗೆ,forneden
641,hinab::ADV,ಕೆಳಕ್ಕೆ,ned
642,hinab::ADV,ಕೆಳಕ್ಕೆ,nedad
643,oben::ADV,ಮೇಲೆ,oppe
644,oben::ADV,ಮೇಲೆ,ovenpå
645,hinauf::ADV,ಮೇಲಕ್ಕೆ,op
646,hinauf::ADV,ಮೇಲಕ್ಕೆ,opad
647,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,overalt
648,nicht::ADV,ಇಲ್ಲ,ikke
649,nicht::ADV,ಅಲ್ಲ,ikke
650,ein wenig::ADV,ತುಸು,lidt
651,kaum::ADV,ಕಠಿನವಾಗಿ,knap
652,kaum::ADV,ಕಠಿನವಾಗಿ,næppe
653,sehr::ADV,ಬಹು,meget
654,so::ADV,ಅಷ್ಟು,så
655,noch::ADV,ಇನ್ನು,endnu
656,nur::ADV,ಕೇವಲ,kun
657,nur::ADV,ಕೇವಲ,bare
658,schon::ADV,ಆಗಲೇ,alt
659,schon::ADV,ಆಗಲೇ,allerede
660,wieder::ADV,ಪುನಃ,igen
661,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,forgæves
662,vor::PRP,ಮುಂದೆ,foran
663,vor::PRP,ಮುಂದೆ,uden for
664,hinter::PRP,ಹಿಂದ,bag
665,hinter::PRP,ಹಿಂದ,bagved
666,unter::PRP,ಕೆಳ,under
667,durch::PRP,ನೇರವಾಗಿ,gennem
668,durch::PRP,ನೇರವಾಗಿ,igennem
669,neben::PRP,ಅಧರ ಬಲಿಕ,ved siden af
670,zwischen::PRP,ನಡುವೆ,mellem
671,wegen::PRP,ಅಧಕ್ಕಗಿ,på grund af
672,dies::PRN,ಈ,dette
673,das::PRN,ಅದು,det
674,alles::PRN,ಎಲ್ಲ,alt
675,ich::PRN,ನಾನು,jeg
676,du::PRN,ನೀನು,du
677,er::PRN,ಅವನು,han
678,er::PRN,ಇವನು,han
679,wir::PRN,ನಾವು,vi
680,ihr::PRN,ನೀವು,I
681,sie::PRN,ಅವರು,de
682,was::FPRN,ಏನು,hvad
683,wer::FPRN,ಯಾರಿಗೆ,hvem
684,wo::FADV,ಎಲ್ಲಿ,hvor
685,wohin::FADV,ಎಲ್ಲಿಗೆ,hvorhen
686,wie::FADV,ಹೇಗೆ,hvordan
687,warum::FADV,ಏಕೆ,hvorfor
688,wieviel::FNUM,ಎಷ್ಟು,hvor meget
689,eins::NUM,ಒಂದು,én
690,zwei::NUM,ಎರಡು,to
691,drei::NUM,ಮೂರು,tre
692,vier::NUM,ನಾಲ್ಕು,fire
693,fünf::NUM,ಅಯ್ದು,fem
694,sechs::NUM,ಆರು,seks
695,sieben::NUM,ಏಳು,syv
696,acht::NUM,ಎಂಟು,otte
697,neun::NUM,ಒಂಭಬತ್ತು,ni
698,zehn::NUM,ಹತ್ತು,ti
699,elf::NUM,ಹನ್ನೊಂದು,elleve
700,zwölf::NUM,ಹನ್ನೆರಡು,tolv
701,zwanzig::NUM,ಇಪ್ಪತ್ತು,tyve
702,dreißig::NUM,ಮೂವತ್ತು,tredive
703,vierzig::NUM,ನಲವತ್ತು,fyrre
704,vierzig::NUM,ನಲವತ್ತು,fyrretyve
705,fünfzig::NUM,ಐವತ್ತು,halvtreds
706,sechzig::NUM,ಅರುವತ್ತು,tres
707,siebzig::NUM,ಎಪ್ಪತ್ತು,halvfjerds
708,achtzig::NUM,ಎಂಬತ್ತು,firs
709,neunzig::NUM,ತೊಂಬತ್ತು,halvfems
710,hundert::NUM,ನೂರು,hundrede
711,tausend::NUM,ಸಾವಿರ,tusind
712,und::CNJ,ಮತ್ತು,og
713,oder::CNJ,ಅಥವಾ,eller
714,stehen::V,ನಿಲ್ಲು,stå
715,sitzen::V,ಕುಳ್ಳಿರು,sidde
716,liegen::V,ಮಲಗಿಕೊ,ligge
717,hängen::V,ಇಳಿಯಬಿಡು,hænge
718,werden::V,ಆಗು,blive
719,passieren::V,ಆಗು,ske
720,passieren::V,ಆಗು,hænde
721,beginnen::V,ಆರಂಭಿಸು,begynde
722,enden::V,ಕೊನೆಗಾಣು,ende
723,wechseln::V,ಮಾರ್ಪಡಿಸು,veksle
724,aufgehen[Sonne]::V,ಮೂಡು,gå op
725,aufgehen[Sonne]::V,ಮೂಡು,stå op
726,untergehen[Sonne]::V,ಮುಳುಗು,gå ned
727,scheinen[Sonne]::V,ಹೊಳೆ,skinne
728,donnern::V,ಗುಡುಗಾಗು,tordne
729,wehen::V,ತೀಡು,blæse
730,strömen::V,ಹರಿ,strømme
731,fließen::V,ಹರಿ,flyde
732,sich drehen::V,ಸುತ್ತು,dreje sig
733,schwanken::V,ಓಲಾಡು,vakle
734,schwingen::V,ತೂಗು,svinge
735,fallen::V,ಉದುರು,falde
736,brennen::V,ಉರಿ,brænde
737,rauchen::V,ಹೊಗೆಬಿಡು,ryge
738,regnen::V,ಸುರಿ,regne
739,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,fryse
740,tauen::V,ಬೆಚ್ಚಗಾಗು,tø
741,schmelzen::V,ಕರಗು,smelte
742,trocknen::V,ಒಣಗು,tørre
743,sieden::V,ಕುದಿ,koge
744,faulen::V,ಕೊಳೆ,rådne
745,verfaulen::V,ನಶಿಸು,rådne
746,reißen::V,ಒಡೆ,briste
747,versinken::V,ಮುಳುಗು,synke
748,versinken::V,ಮುಳುಗು,synke ned
749,vergehen::V,ಸಾಗು,forløbe
750,erscheinen::V,ತೋರು,vise sig
751,verschwinden::V,ಮಾಯವಾಗು,forsvinde
752,sinken::V,ಕುಸಿ,synke
753,abnehmen::V,ತಗ್ಗು,aftage
754,zunehmen::V,ಬೆಳೆ,tiltage
755,steigen::V,ಉಬ್ಬು,stige
756,wachsen::V,ಬೆಳೆ,gro
757,wachsen::V,ಬೆಳೆ,vokse
758,glänzen::V,ಮಿರುಗು,glinse
759,funkeln::V,ಮಿನುಗು,tindre
760,lärmen::V,ಶಬ್ದ ಮಾಡಲು,larme
761,läuten::V,ಬಾರಿಸು,ringe
762,klingeln::V,ಅನುರಣಿಸು,ringe
763,klirren::V,ಕಿಣಿಕಿಣಿಸು,klirre
764,brausen::V,ಅಬ್ಬರಿಸು,bruse
765,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,suse
766,klingen::V,ಉಸಿರು,lyde
767,klingen::V,ಉಸಿರು,klinge
768,bellen::V,ಬಗುಳು,gø
769,heulen::V,ಅರಚು,hyle
770,blasen::V,ಗಾಳಿ ಊದು,blæse
771,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,fløjte
772,schreien::V,ಕರೆ,skrige
773,stöhnen::V,ನರಳು,stønne
774,zittern::V,ನಡುಗು,dirre
775,zittern::V,ನಡುಗು,skælve
776,leben::V,ಇರು,leve
777,geboren werden::V,ಉಂಟಾಗು,fødes
778,atmen::V,ಉಸಿರು,ånde
779,trinken::V,ಕುಡಿ,drikke
780,essen::V,ತಿನ್ನು,spise
781,schlucken::V,ನುಂಗು,synke
782,müde werden::V,ಬಳಲು,blive træt
783,einschlafen::V,ನಿದ್ಧೆಹೋಗು,falde i søvn
784,schlafen::V,ನಿದ್ರಿಸು,sove
785,aufwachen::V,ಏಳು,vågne
786,aufstehen::V,ಏಳು,stå op
787,sich erholen::V,ಸುಧಾರಿಸು,komme sig
788,krank werden::V,ಬೇನೆಬೀಳು,blive syg
789,krank sein::V,ಕೆಟ್ಟ ಎಂದು,være syg
790,schmerzen::V,ಕಚ್ಚು,smerte
791,husten::V,ಕೆಮ್ಮು,hoste
792,genesen::V,ಮತ್ತೆಹೊದಿಸು,komme sig
793,sterben::V,ಮೃತಪಡು,dø
794,umkommen::V,ಹಾಳಾಗು,omkomme
795,sich bewegen::V,ಚಲಿಸು,bevæge sig
796,sich rühren::V,ಕದಲು,røre på sig
797,sich erheben::V,ಏಳು,rejse sig
798,sich setzen::V,ಕೂರು,sætte sig
799,hinfallen::V,ಬೀಳು,
800,laufen::V,ನಡೆ,løbe
801,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,skride
802,spazierengehen::V,ವಿಹರಿಸು,gå en tur
803,eilen::V,ಮುನ್ನುಗ್ಗು,ile
804,sich beeilen::V,ಆತುರಪಡು,skynde sig
805,sausen::V,ಒಗೆ,suse
806,rennen::V,ಓಡು,løbe
807,rennen::V,ಓಡು,rende
808,springen::V,ಜಿಗಿ,hoppe
809,springen::V,ಜಿಗಿ,springe
810,klettern::V,ಏರು,klatre
811,schaukeln::V,ತೂಗು,gynge
812,kriechen::V,ತೆವಳು,krybe
813,schwimmen::V,ಈಜು,svømme
814,tauchen::V,ಕೆಳಗಿಳಿ,dykke
815,rudern::V,ಸಾಗಿಸು,ro
816,fahren::V,ನಡೆಸು,køre
817,fliegen::V,ಹಾರು,flyve
818,gehen::V,ಹೋಗು,gå
819,weggehen::V,ಹೊರಡು,gå bort
820,abfahren::V,ತೆರಳು,køre bort
821,anhalten::V,ನಿಲ್ಲು,standse
822,hineingehen::V,ಒಳಹೊಗು,gå ind
823,eintreten::V,ಒಳಹೊಗು,træde ind
824,kommen::V,ಬರು,komme
825,ankommen::V,ಬರು,ankomme
826,zurückkommen::V,ಹಿಂದಿರುಗು,komme tilbage
827,bleiben::V,ಇರು,blive
828,bleiben::V,ಇರು,forblive
829,warten::V,ಇರು,vente
830,erwarten::V,ನಿರೀಕ್ಷಿಸು,vente
831,erwarten::V,ನಿರೀಕ್ಷಿಸು,afvente
832,suchen::V,ಹುಡುಕು,søge
833,finden::V,ಕಂಡುಕೊ,finde
834,versuchen::V,ಪ್ರಯತ್ನಿಸು,forsøge
835,vorbereiten::V,ಸಿದ್ಧವಾಗು,forberede
836,lieben::V,ಪ್ರೀತಿಸು,elske
837,mögen::V,ಇಷ್ಟಪಡು,holde af
838,mögen::V,ಇಷ್ಟಪಡು,kunne lide
839,lachen::V,ನಗು,le
840,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,røre
841,weinen::V,ಅಳು,græde
842,schimpfen::V,ಗೊಣಗು,skænde
843,sich ärgern::V,ಗಣಗಾಡು,ærgre sig
844,sich fürchten::V,ನಡುಗು,være bange
845,fürchten::V,ಹೆದರು,være bange for
846,fliehen::V,ಓಡಿಹೋಗು,flygte
847,flüchten::V,ಪಾರಾಗು,flygte
848,sehen::V,ಕಾಣು,se
849,anschauen::V,ನೋಡು,se på
850,anschauen::V,ನೋಡು,betragte
851,ansehen::V,ನಿರೀಕ್ಷಿಸು,anse
852,hören::V,ಕೇಳು,høre
853,zuhören::V,ಆಲಿಸು,høre til
854,probieren::V,ರುಚಿ ನೋಡು,smage
855,probieren::V,ರುಚಿ ನೋಡು,smage på
856,riechen::V,ಮೂಸು,lugte
857,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,føle
858,scheinen::V,ತೋರು,synes
859,zu sehen sein::V,ಕಾಣಿಸು,synes
860,vernehmen::V,ಕೇಳು,erfare
861,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,fryse
862,tun::V,ಮಾಡು,gøre
863,können::V,ಮಾಡಬಲ್ಲ,kunne
864,wollen::V,ಬಯಸು,ville
865,anfangen::V,ಪ್ರಾರಂಭಿಸು,begynde
866,beenden::V,ನಿಲ್ಲಿಸು,afslutte
867,aufhören::V,ಮುಗಿಸು,ophøre
868,aufhören::V,ಮುಗಿಸು,holde op
869,gelingen::V,ಯಶಸ್ವಿಯಾಗು,lykkes
870,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,blive
871,öffnen::V,ತೆರೆ,åbne
872,schließen::V,ಮುಚ್ಚು,lukke
873,stellen::V,ಇಕ್ಕು,stille
874,setzen::V,ಇಡು,sætte
875,legen::V,ಇಡು,lægge
876,berühren::V,ತಾಕು,berøre
877,verbinden::V,ಕೂಡಿಸು,forbinde
878,bedecken::V,ಮುಚ್ಚು,dække
879,bedecken::V,ಮುಚ್ಚು,bedække
880,aufhängen::V,ತೂಗುಹಾಕು,hænge
881,aufhängen::V,ತೂಗುಹಾಕು,hænge op
882,anzünden::V,ಹತ್ತಿಸು,tænde
883,anzünden::V,ಹತ್ತಿಸು,antænde
884,aufheben::V,ಆಯಿ,løfte
885,aufheben::V,ಆಯಿ,tage op
886,zurücklassen::V,ಬಿಡು,lade tilbage
887,verlieren::V,ಕಳೆ,miste
888,fallen lassen::V,ಬೀಳಿಸು,tabe
889,fallen lassen::V,ಬೀಳಿಸು,droppe
890,machen::V,ಮಾಡು,gøre
891,herstellen::V,ತಯಾರಿಸು,fremstille
892,bauen::V,ಕಟ್ಟು,bygge
893,reparieren::V,ಸರಿಪಡಿಸು,reparere
894,verbessern::V,ತಿದ್ದು,rette
895,verbessern::V,ತಿದ್ದು,forbedre
896,ändern::V,ಬದಲಾಯಿಸು,ændre
897,graben::V,ಅಗೆ,grave
898,beugen::V,ಬಗ್ಗಿಸು,bøje
899,biegen::V,ಬಗ್ಗಿಸು,bøje
900,drehen::V,ತಿರುಗು,dreje
901,wenden::V,ತಿರುಗು,vende
902,umdrehen::V,ತಿರುಗಿಸು,dreje om
903,heben::V,ಎತ್ತು,hæve
904,hochheben::V,ಎತ್ತು,løfte
905,ergreifen::V,ಆಕ್ರಮಿಸು,gribe fat i
906,halten::V,ಹಿಡಿ,holde
907,drücken::V,ಒತ್ತು,trykke
908,schieben::V,ನೂಕು,skyde
909,schieben::V,ನೂಕು,skubbe
910,kratzen::V,ತರಚಿಕೊಳ್ಳು,klø
911,kratzen::V,ತರಚಿಕೊಳ್ಳು,kradse
912,lecken::V,ನೆಕ್ಕು,slikke
913,beißen::V,ಕಚ್ಚು,bide
914,abreißen::V,ಹರಿ,rive af
915,abschneiden::V,ಕತ್ತರಿಸು,skære af
916,binden::V,ಕಟ್ಟು,binde
917,stecken::V,ಸಿಕ್ಕಿಸು,stikke
918,brechen::V,ಮುರಿ,brække
919,klopfen::V,ತಟ್ಟು,banke
920,hauen::V,ಹೊಡೆ,hugge
921,kleben::V,ಅಂಟಿಸು,klistre
922,reiben::V,ಉಜ್ಜು,gnide
923,streichen::V,ಹರಡು,smøre
924,schleifen::V,ಮಸೆ,slibe
925,schneiden::V,ಕತ್ತರಿಸು,skære
926,schneiden::V,ಕತ್ತರಿಸು,klippe
927,rütteln::V,ಕುಲುಕಿಸು,ruske
928,schütteln::V,ಅಲುಗಿಸು,ryste
929,schwenken::V,ತೂಗಾಡು,svinge
930,schütten::V,ಎರೆ,hælde
931,füllen::V,ತುಂಬಿಸು,fylde
932,einwickeln::V,ಹೊದಿಸು,pakke ind
933,tragen::V,ಹೊರು,bære
934,schleppen::V,ಜಗ್ಗು,slæbe
935,ziehen::V,ಎಳೆ,trække
936,aufbewahren::V,ಇಟ್ಟುಕೊ,opbevare
937,werfen::V,ಎಸೆ,kaste
938,fangen::V,ಹಿಡಿ,fange
939,packen::V,ಸೆಳೆ,gribe
940,verstecken::V,ಮುಚ್ಚಿಡು,gemme
941,teilen::V,ವಿಭಜಿಸು,dele
942,schicken::V,ಕಳುಹಿಸು,sende
943,bringen::V,ತರು,bringe
944,hinzufügen::V,ಕೂಡಿಸು,tilføje
945,bekommen::V,ಸಂಪಾದಿಸು,få
946,erhalten::V,ಪಡೆ,få
947,nehmen::V,ಹಿಡಿ,tage
948,wählen::V,ಆರಿಸು,vælge
949,auswählen::V,ಆಯಿ,udvælge
950,bewahren::V,ರಕ್ಷಿಸಿಡು,bevare
951,behindern::V,ಅಡ್ಡಿಮಾಡು,hindre
952,behindern::V,ಅಡ್ಡಿಮಾಡು,forhindre
953,verderben::V,ಕೆಡಿಸು,ødelægge
954,beschädigen::V,ಹಾಳುಮಾಡು,beskadige
955,zerbrechen::V,ಮುರಿ,brække itu
956,zerreißen::V,ಸೀಳು,rive itu
957,zerstören::V,ಅಳಿಸು,ødelægge
958,verbrennen::V,ಸುಡು,brænde
959,geben::V,ಕೊಡು,give
960,reichen::V,ಕೊಡು,række
961,schenken::V,ಅರ್ಪಿಸು,forære
962,versprechen::V,ವಾಗ್ದಾನಮಾಡು,love
963,wünschen::V,ಬಯಸು,ønske
964,loben::V,ಹೊಗಳು,rose
965,küssen::V,ಚುಂಬಿಸು,kysse
966,wiegen::V,ತೂಗು,vugge
967,zudecken::V,ಹಾಸು,dække til
968,wecken::V,ಎಬ್ಬಿಸು,vække
969,zeigen::V,ತೋರಿಸು,vise
970,führen::V,ದಾರಿತೋರಿಸು,føre
971,lehren::V,ಕಲಿಸು,lære
972,unterrichten::V,ಬೋಧಿಸು,undervise
973,aufziehen::V,ಸಲಹು,opdrage
974,leiten::V,ಮುಂದಾಳಾಗಿರು ,lede
975,antreiben::V,ಓಡಿಸು,skynde på
976,lassen::V,ಮಾಡಲುಬಿಡು,få til at
977,einladen::V,ಆಹ್ವಾನಿಸು,indbyde
978,einladen::V,ಆಹ್ವಾನಿಸು,invitere
979,vereinigen::V,ಒಂದಾಗು,forene
980,besuchen::V,ಭೇಟಿಯಾಗು,besøge
981,treffen::V,ಸಂಧಿಸು,møde
982,sich versammeln::V,ನೆರೆ,forsamles
983,spielen::V,ಆಡು,lege
984,spielen::V,ಆಡು,spille
985,singen::V,ಹಾಡು,synge
986,tanzen::V,ಕುಣಿ,danse
987,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,skilles
988,verlassen::V,ಕಳೆ,forlade
989,retten::V,ರಕ್ಷಿಸು,redde
990,bewachen::V,ಕಾಪಾಡು,bevogte
991,schützen::V,ಸಂರಕ್ಷಿಸು,skærme
992,schützen::V,ಸಂರಕ್ಷಿಸು,beskytte
993,verteidigen::V,ಕಾಪಿಡು,forsvare
994,sich schlagen::V,ಕಿತ್ತಾಟ,slås
995,schießen::V,ಎಸೆ,skyde
996,siegen::V,ಗೆಲ್ಲು,sejre
997,ärgern::V,ರೇಗಿಸು,ærgre
998,schlagen::V,ಹೊಡೆ,slå
999,treten::V,ಒದೆ,sparke
1000,stechen::V,ಚುಚ್ಚು,stikke
1001,stoßen::V,ತಳ್ಳು,støde
1002,stehlen::V,ಕದಿ,stjæle
1003,stören::V,ಕತಕು,forstyrre
1004,belästigen::V,ತೊಂದರೆ,genere
1005,belästigen::V,ತೊಂದರೆ,ulejlige
1006,verbergen::V,ಮರೆಮಾಜು,skjule
1007,täuschen::V,ಠಕ್ಕಿಸು,villede
1008,betrügen::V,ವಂಚಿಸು,bedrage
1009,töten::V,ಕೊಲ್ಲು,dræbe
1010,wohnen::V,ವಾಸಿಸು,bo
1011,arbeiten::V,ಕೆಲಸ ಮಾಡು,arbejde
1012,sammeln::V,ಸಂಚಯಿಸು,samle
1013,pflücken::V,ಬಿಡಿಸು,plukke
1014,jagen::V,ಬೇಟೆಯಾಡು,jage
1015,fischen::V,ಮೀನು ಹಿಡಿ,fiske
1016,fassen::V,ಹಿಡಿ,fange
1017,hüten::V,ಗುಂಪುಸೇರಿಸು,vogte
1018,treiben::V,ದಬ್ಬು,drive
1019,anbinden::V,ಬಿಗಿ,binde fast
1020,füttern::V,ಮೇಯಿಸು,fodre
1021,melken::V,ಹಾಲು ಕರೆ,malke
1022,hacken::V,ತುಂಡರಿಸು,hakke
1023,gießen::V,ನೀರುಹಾಕು,hælde
1024,reifen::V,ಕಳಿ,modne
1025,zubereiten::V,ಅಡಿಗೆಮಾಡು,tilberede
1026,kochen::V,ಅಡು,koge
1027,backen::V,ಬೇಯಿಸು,bage
1028,braten::V,ಕರಿ,stege
1029,umrühren::V,ಕಲಕು,røre om
1030,stricken::V,ಹೆಣೆ,strikke
1031,nähen::V,ಹೊಲಿ,sy
1032,färben::V,ಬಣ್ಣ ಹತ್ತು,farve
1033,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,rense
1034,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,gøre ren
1035,waschen::V,ತೊಳೆ,vaske
1036,abwischen::V,ಒರಸು,tørre af
1037,spülen::V,ಗಲಬರಿಸು,skylle
1038,fegen::V,ಗುಡಿಸು,feje
1039,kehren::V,ಗುಡಿಸು,feje
1040,baden::V,ಸ್ನಾನಮಾಡು,bade
1041,sich waschen::V,ತೊಳೆ,vaske sig
1042,ausziehen::V,ಬಿಚ್ಚು,tage af
1043,anziehen::V,ಹಾಕು,tage på
1044,sich anziehen::V,ಹಾಕು,klæde sig på
1045,kämmen::V,ಬಾಚು,rede
1046,kämmen::V,ಬಾಚು,frisere
1047,schmücken::V,ಅಲಂಕರಿಸು,pynte
1048,schmücken::V,ಅಲಂಕರಿಸು,smykke
1049,sagen::V,ಹೇಳು,sige
1050,sprechen::V,ನುಡಿ,snakke
1051,reden::V,ನುಡಿ,tale
1052,reden::V,ನುಡಿ,snakke
1053,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,snakke sammen
1054,fragen::V,ವಿಚಾರಿಸು,spørge
1055,bitten::V,ಬೇಡು,bede
1056,erzählen::V,ಹೇಳು,berette
1057,erzählen::V,ಹೇಳು,fortælle
1058,mitteilen::V,ತಿಳಿಸು,meddele
1059,nennen::V,ಹೆಸರಿಡು,nævne
1060,rufen::V,ಕರೆ,råbe
1061,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,prale
1062,übersetzen::V,ಭಾಷಾಂತರಿಸು,oversætte
1063,denken::V,ಯೋಚಿಸು,tænke
1064,glauben::V,ನಂಬು,tro
1065,bemerken::V,ಗಮನಿಸು,bemærke
1066,bemerken::V,ಗಮನಿಸು,lægge mærke til
1067,erkennen::V,ಗುರುತುಹಿಡಿ,genkende
1068,begreifen::V,ಗ್ರಹಿಸು,begribe
1069,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,forstå
1070,lernen::V,ಕಲಿ,lære
1071,wissen::V,ಅರಿ,vide
1072,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,mindes
1073,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,huske på
1074,vergessen::V,ಮರೆತುವಿಡು,glemme
1075,messen::V,ಅಳೆ,måle
1076,zählen::V,ಗಣಿಸು,tælle
1077,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,regne
1078,lesen::V,ಓದು,læse
1079,malen::V,ಬಿಡಿಸು,male
1080,zeichnen::V,ಬಿಡಿಸು,tegne
1081,schreiben::V,ಬರೆ,skrive
1082,besitzen::V,ಒಡೆಯನಾಗಿರು,eje
1083,besitzen::V,ಒಡೆಯನಾಗಿರು,besidde
1084,kaufen::V,ಕೊಳ್ಳು,købe
1085,verkaufen::V,ಕೊಡು,sælge
1086,bezahlen::V,ಬೆಲೆತೆರು,betale
1087,zahlen::V,ಹಣವನ್ನುಕೊಡು,betale
1088,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,beherske
1089,ertragen::V,ಸಹಿಸು,tåle
1090,ertragen::V,ಸಹಿಸು,udholde
