,Concept_ID,ba,cy
124,Wurzel::N,тамыр,gwreiddyn
125,Baum::N,ағас,coeden
126,Stamm::N,олон,colfen
127,Stamm::N,олон,boncyff
128,Stamm::N,көбәк,colfen
129,Stamm::N,көбәк,boncyff
130,Rinde::N,ҡабыҡ,rhisgl
131,Ast::N,ботаҡ,cangen
132,Zweig::N,ботаҡ,cainc
133,Zweig::N,ботаҡ,cangen
134,Zweig::N,тармаҡ,cainc
135,Zweig::N,тармаҡ,cangen
136,Blatt::N,япраҡ,deilen
137,Birke::N,ҡайын,bedwen
138,Kiefer[Baum]::N,ҡарғай,pinwydden
139,Weide[Baum]::N,тал,helygen
140,Tanne::N,шыршы,ffynidwydden
141,Horn::N,мөғөҙ,corn
142,Feder::N,ҡауырһын,plufyn
143,Fell::N,тире,ffwr
144,Flügel::N,ҡанат,adain
145,Klaue::N,тырнаҡ,crafanc
146,Kralle::N,аяҡ,ewin
147,Schwanz::N,ҡойроҡ,cwt
148,Schwanz::N,ҡойроҡ,cynffon
149,Ei::N,йомортҡа,wy
150,Nest::N,оя,nyth
151,Bau::N,оң,ffau
152,Tier::N,жайуан,anifail
153,Tier::N,йыртҡыс,anifail
154,Herde::N,көтөү,praidd
155,Herde::N,көтөү,diadell
156,Kuh::N,һыйыр,buwch
157,Bulle::N,үгеҙ,tarw
158,Pferd::N,ат,ceffyl
159,Schaf::N,һарыҡ,dafad
160,Schwein::N,сусҡа,mochyn
161,Hund::N,эт,ci
162,Katze::N,бесәй,cath
163,Bär::N,айыу,arth
164,Eichhörnchen::N,тейен,gwiwer
165,Elch::N,мышы,elc
166,Fuchs::N,төлкө,cadno
167,Hase::N,ҡуян,ysgyfarnog
168,Maus::N,сысҡан,llygoden
169,Wolf::N,бүре,blaidd
170,Vogel::N,ҡош,aderyn
171,Schwarm::N,көтөү,haid
172,Huhn::N,тауыҡ,cyw
173,Hahn::N,әтәс,ceiliog
174,Gans::N,ҡаҙ,gŵydd
175,Adler::N,бөркөт,eryr
176,Ente::N,өйрәк,hwyad
177,Eule::N,өкө,tylluan
178,Eule::N,ябалаҡ,tylluan
179,Kranich::N,торна,garan
180,Kranich::N,торна,crychydd
181,Krähe::N,ҡарға,brân
182,Kuckuck::N,кәкүк,cog
183,Kuckuck::N,кәкүк,cwcw
184,Schwan::N,аҡҡош,alarch
185,Fisch::N,балыҡ,pysgod
186,Barsch::N,алабуға,draenog
187,Hecht::N,суртан,penhwyad
188,Schlange[Tier]::N,йылан,neidr
189,Wurm::N,селяүсен,abwydyn
190,Wurm::N,селяүсен,pryf genwair
191,Spinne::N,үрмәксе,cor
192,Spinne::N,үрмәксе,pryf copyn
193,Ameise::N,ҡырмыҫҡа,morgrugyn
194,Laus::N,бет,lleuen
195,Mücke::N,серәкәй,gwybedyn
196,Fliege::N,себен,cleren
197,Schmetterling::N,күбәләк,glöyn byw
198,Schmetterling::N,күбәләк,iâr fach yr haf
199,Beere::N,еләк,aeronen
200,Apfel::N,алма,afal
201,Pilz::N,бәшмәк,madarch
202,Zwiebel::N,һуган,nionyn
203,Zwiebel::N,һуган,winwnsyn
204,Saat::N,орлоҡ,had
205,Korn::N,иген,grawn
206,Heu::N,бесән,gwair
207,Schale::N,ҡабыҡ,croen
208,Schale::N,ҡабыҡ,plisgyn
209,Grube::N,соҡор,pwll
210,Grube::N,соҡор,pydew
211,Falle::N,тоҙак,magl
212,Falle::N,ҡапҡан,magl
213,Schlinge::N,тоҙак,cwlwm rhedeg
214,Spur::N,әҫер,ôl
215,Asche::N,көл,lludw
216,Dreck::N,батҡаҡ,baw
217,Dreck::N,батҡаҡ,budreddi
218,Eisen::N,тимер,haearn
219,Gold::N,алтын,aur
220,Silber::N,көмөш,arian
221,Kohle::N,күмер,glo
222,Glas::N,быяла,gwydr
223,Lehm::N,балсыҡ,clai
224,Sand::N,ҡом,tywod
225,Mensch::N,кеше,dyn
226,Mann::N,ир,dyn
227,Frau::N,ҡатын,merch
228,Frau::N,ҡатын,gwraig
229,Kind::N,бала,plentyn
230,Junge::N,малай,hogyn
231,Junge::N,малай,bachgen
232,Mädchen::N,ҡыҙ,merch
233,Mädchen::N,ҡыҙ,geneth
234,Mädchen::N,ҡыҙыҡай,merch
235,Mädchen::N,ҡыҙыҡай,geneth
236,Familie::N,ғаилә,teulu
237,Familie::N,ғаилә,tylwyth
238,Großvater::N,олатай,taid
239,Großvater::N,олатай,tad-cu
240,Großmutter::N,әбәй,nain
241,Großmutter::N,әбәй,mam-gu
242,Eltern::N,ата-әсә,rhieni
243,Vater::N,атай,tad
244,Mutter::N,әсә,mam
245,Sohn::N,ул,mab
246,Tochter::N,ҡыҙ,merch
247,Bruder::N,агай,brawd
248,Schwester::N,алай,chwaer
249,Schwester::N,һеңле,chwaer
250,Onkel::N,ағай,ewythr
251,Tante::N,апай,modryb
252,Ehemann::N,ир,gŵr
253,Ehefrau::N,ҡатын,gwraig
254,Freude::N,шатлыҡ,gorfoledd
255,Freude::N,ҡыуаныс,gorfoledd
256,Gelächter::N,көлөү,chwerthin
257,Glück::N,бәхет,hapusrwydd
258,Kummer::N,ҡайғы,galar
259,Wunsch::N,теләк,dymuniad
260,Lust::N,әүәҫлек,chwant
261,Geist::N,аң,ysbryd
262,Geist::N,рух,ysbryd
263,Gedanke::N,уй,meddwl
264,Gedanke::N,фекер,meddwl
265,Gedächtnis::N,хәтер,cof
266,Verstand::N,аҡыл,meddwl
267,Sinn::N,мәғәня,ystyr
268,Grund::N,сәбәп,achos
269,Grund::N,сәбәп,rheswm
270,Wahrheit::N,дөрөҫлөк,gwir
271,Wahrheit::N,дөрөҫлөк,gwirionedd
272,Gespräch::N,әңгәмә,sgwrs
273,Märchen::N,әкиәт,chwedl werin
274,Erzählung::N,хикәйә,stori
275,Nachricht::N,хәбәр,neges
276,Neuigkeit::N,яңылыҡ,newydd
277,Name::N,исем,enw
278,Rätsel::N,йомаҡ,pos
279,Rede::N,телмәр,araith
280,Sprache::N,тел,iaith
281,Sprache::N,телмәр,iaith
282,Stimme::N,тауыш,llais
283,Wort::N,һүҙ,gair
284,Zeichen::N,билдә,arwydd
285,Ruf::N,саҡырыу,galwad
286,Lärm::N,шаулау,trwst
287,Laut::N,тауыш,sain
288,Ton::N,яңғырау,tôn
289,Lied::N,йыр,cân
290,Ruhe::N,ял,tawelwch
291,Ruhe::N,тыныслыҡ,tawelwch
292,Leute::N,кешеләр,pobl
293,Volk::N,халҡ,pobl
294,Arbeit::N,эш,gwaith
295,Gast::N,ҡунаҡ,gwestai
296,Geschenk::N,бүләк,rhodd
297,Geschenk::N,бүләк,anrheg
298,Spiel::N,уйын,chwarae
299,Gesellschaft::N,йәмғиәт,cwmni
300,Hilfe::N,ярҙам,cymorth
301,Freund::N,дуҫ,cyfaill
302,Kamerad::N,иптәш,cydymaith
303,Angelegenheit::N,әш,pwnc
304,Anzahl::N,һан,cyfrif
305,Art::N,төр,bath
306,Stück::N,киҫәк,darn
307,Teil::N,өлөш,rhan
308,Hälfte::N,ярты,hanner
309,Kreis::N,түңәрәк,cylch
310,Kreuz::N,тәре,croes
311,Linie::N,һыҙыҡ,llinell
312,Strich::N,һыҙат,strôc
313,Strich::N,һыҙат,trawiad
314,Abstand::N,ара,bwlch
315,Abstand::N,ара,pellter
316,Entfernung::N,алыҫлыҡ,pellter
317,Gegend::N,урын,cylch
318,Platz::N,арауыҡ,lle
319,Ort::N,ерҙәр,lle
320,Ort::N,урындар,lle
321,Ort::N,эш урыны,lle
322,Seite::N,яҡ,ochr
323,Mitte::N,урталыҡ,canol
324,Gegenstand::N,нәмә,eitem
325,Sache::N,нәмә,peth
326,Sache::N,әйбер,peth
327,Rand::N,сит,cwr
328,Rand::N,сит,ymyl
329,Kante::N,ҡабырға,min
330,Kante::N,ҡабырға,ymyl
331,Kante::N,ян,min
332,Kante::N,ян,ymyl
333,Ecke::N,мөйөш,cornel
334,Spitze::N,ос,blaen
335,Ende::N,аҙаҡ,pen
336,Loch::N,тишек,twll
337,Winkel::N,мөйөш,congl
338,Muster::N,биҙәк,patrwm
339,Größe::N,ҙурлыҡ,maint
340,Größe::N,ҙурлыҡ,maintioli
341,Länge::N,оҙонлоҡ,hyd
342,Höhe::N,бейеклек,uchder
343,Gewicht::N,үлсәү,pwysau
344,Menge::N,һан,swm
345,Menge::N,һан,maint
346,Haufen::N,өйөм,pentwr
347,Reihe::N,рәт,rhes
348,Boot::N,кәмә,cwch
349,Ruder::N,ишкәк,rhwyf
350,Schlitten::N,сана,sled
351,Schlitten::N,сана,car llusg
352,Ski::N,саңгы,sgi
353,Lagerfeuer::N,костер,coelcerth
354,Last::N,ауырлыҡ,llwyth
355,Gang::N,барыу,tro
356,Schritt::N,аҙым,cam
357,Norden::N,төньяҡ,gogledd
358,Süden::N,көньяҡ,de
359,Westen::N,көнбайыш,gorllewin
360,Osten::N,көнсығыш,dwyrain
361,Holz::N,үағас,pren
362,Brett::N,таҡта,bwrdd
363,Brett::N,таҡта,astell
364,Platte::N,плита,llech
365,Stütze::N,терәк,ateg
366,Stütze::N,терәк,cynhalydd
367,Stange::N,кәртә,polyn
368,Stock::N,таяҡ,ffon
369,Stock::N,таяҡ,brigyn
370,Stab::N,ҡолға,ffon
371,Rohr::N,торба,pibell
372,Haus::N,өй,tŷ
373,Haus::N,йорт,tŷ
374,Heim::N,өй,cartref
375,Ofen::N,мейес,stof
376,Fußboden::N,енес,llawr
377,Tisch::N,өҫтәл,bwrdd
378,Stuhl::N,ултырғыс,cadair
379,Wiege::N,бишек,crud
380,Bett::N,карауат,gwely
381,Regal::N,кәштә,silff
382,Kiste::N,йәшинк,bocs
383,Kiste::N,йәшинк,blwch
384,Fenster::N,тәҙрә,ffenestr
385,Tür::N,ишек,drws
386,Tor::N,ҡапҡа,porth
387,Zaun::N,ҡойма,ffens
388,Dach::N,түбә,to
389,Dach::N,ҡыйыҡ,to
390,Leiter::N,баҫҡыс,ysgol
391,Besen::N,һепертке,ysgub
392,Spaten::N,көрәк,rhaw
393,Schaufel::N,көрәк,rhaw
394,Gabel::N,сәнске,fforc
395,Löffel::N,ҡалаҡ,llwy
396,Messer::N,бысаҡ,cyllell
397,Nagel::N,сөй,hoel
398,Netz::N,ау,gwe
399,Netz::N,ау,rhwyd
400,Haken::N,ыргаҡ,bach
401,Griff::N,тотҡа,carn
402,Schloss::N,йоҙаҡ,clo
403,Bild::N,картина,llun
404,Bild::N,картина,pictiwr
405,Figur::N,һын,ffigur
406,Puppe::N,ҡурсаҡ,dol
407,Beutel::N,тоҡ,cwd
408,Bündel::N,төргәк,bwndel
409,Bündel::N,төргәк,coflaid
410,Tasche::N,сумка,cod
411,Eimer::N,биҙрә,bwced
412,Eimer::N,биҙрә,cunnog
413,Deckel::N,ҡапҡас,caead
414,Geschirr::N,һауыт-һаба,llestri
415,Sack::N,тоҡ,sach
416,Tasse::N,сынаяҡ,cwpan
417,Topf::N,кәстрүл,pot
418,Topf::N,кәстрүл,crochan
419,Kessel::N,ҡаҙан,tegell
420,Essen::N,ашау,pryd o fwyd
421,Nahrung::N,аҙыҡ,bwyd
422,Speise::N,аш,saig
423,Fleisch::N,ит,cig
424,Getreide::N,иген,ŷd
425,Getreide::N,иген,llafur
426,Getreide::N,ашлыҡ,ŷd
427,Getreide::N,ашлыҡ,llafur
428,Brei::N,бутҡа,uwd
429,Brot::N,икмәк,bara
430,Scheibe::N,телем,tafell
431,Fett::N,май,saim
432,Fett::N,май,braster
433,Butter::N,май,ymenyn
434,Öl::N,май буяуы,olew
435,Salz::N,тоҙ,halen
436,Suppe::N,һурпа,cawl
437,Honig::N,бал,mêl
438,Milch::N,һөт,llaeth
439,Milch::N,һөт,llefrith
440,Tee::N,сәй,te
441,Leder::N,күн,lledr
442,Wolle::N,йөн,gwlân
443,Stoff::N,туҡыма,lliain
444,Stoff::N,туҡыма,brethyn
445,Nadel::N,энә,nodwydd
446,Faden::N,еп,edau
447,Faden::N,еп,edefyn
448,Knopf::N,төймә,botwm
449,Knoten::N,төйөн,cwlwm
450,Farbe::N,буяу,paent
451,Kleidung::N,кейем,dillad
452,Kleidung::N,кейем,gwisgoedd
453,Hemd::N,күлдәк,crys
454,Kragen::N,яға,coler
455,Ärmel::N,ең,llawes
456,Hose::N,салбар,trowsus
457,Gürtel::N,ҡайыш,gwregys
458,Mütze::N,бүрк,cap
459,Schuh::N,туфли,esgid
460,Stiefel::N,итек,botasen
461,Ring::N,йөҙөк,modrwy
462,Ring::N,балдаҡ,modrwy
463,Band::N,таҫма,rhuban
464,Kamm::N,тараҡ,crib
465,Spiegel::N,көзгө,drych
466,Riemen::N,ҡайыш,strap
467,Schnur::N,бау,llinyn
468,Leine::N,бау,tennyn
469,Decke::N,одеяд,blanced
470,Decke::N,одеяд,gwrthban
471,Kissen::N,мендәр,clustog
472,Kissen::N,мендәр,gobennydd
473,Tuch::N,яулыҡ,sgarff
474,Handtuch::N,таҫтамал,tywel
475,Handtuch::N,таҫтамал,lliain sychu
476,Kraft::N,көс,grym
477,Stärke::N,көс,nerth
478,Stärke::N,көс,cryfder
479,Gesundheit::N,һаулыҡ,iechyd
480,Krankheit::N,сир,afiechyd
481,Krankheit::N,сир,anhwylder
482,Krankheit::N,ауырыу,afiechyd
483,Krankheit::N,ауырыу,anhwylder
484,Schmerz::N,һыҙлау,poen
485,Schmerz::N,һыҙлау,gwayw
486,Schmerz::N,әрнеү,poen
487,Schmerz::N,әрнеү,gwayw
488,Wunde::N,йәрәхәт,clwyf
489,Fieber::N,тапма,twymyn
490,Fieber::N,биҙгәк,twymyn
491,Arznei::N,дарыу,meddyginiaeth
492,Brücke::N,күпер,pont
493,Brunnen::N,ҡоҙоҡ,ffynnon
494,Weide::N,көтөүлек,porfa
495,Pfad::N,һуҡмаҡ,llwybr
496,Weg::N,юл,ffordd
497,Straße::N,урам,heol
498,Straße::N,урам,ffordd
499,Dorf::N,ауыл,pentref
500,Stadt::N,ҡала,tref
501,Brief::N,хат,llythyr
502,Buch::N,китап,llyfr
503,Buch::N,кенәгә,llyfr
504,Buchstabe::N,хәреф,llythyren
505,Zeitung::N,гәзит,papur newydd
506,Leben::N,йәшәү,bywyd
507,Tod::N,үлем,marwolaeth
508,Grab::N,ҡәбер,bedd
509,Kirche::N,сиркәү,eglwys
510,Sünde::N,гөнаһ,pechod
511,Gott::N,алла,duw
512,Gott::N,хоҙай,duw
513,Arbeiter::N,эшсе,gweithiwr
514,Chef::N,башлыҡ,pennaeth
515,Meister::N,оҫта,meistr
516,Arzt::N,врач,meddyg
517,Lehrer::N,уҡытыусы,athro
518,Geld::N,аҡса,pres
519,Geld::N,аҡса,arian
520,Geschäft::N,эш,busnes
521,Laden::N,магазин,siop
522,Preis::N,хаҡ,pris
523,Ware::N,тауар,nwydd
524,Nutzen::N,файҙа,elw
525,Nutzen::N,файҙа,budd
526,Reichtum::N,байлыҡ,cyfoeth
527,Welt::N,донъя,byd
528,Land::N,ил,gwlad
529,Staat::N,дәүләт,gwladwriaeth
530,König::N,король,brenin
531,Macht::N,власть,grym
532,Macht::N,власть,awdurdod
533,Grenze::N,сик,ffin
534,Grenze::N,сик,goror
535,Krieg::N,һуғыш,rhyfel
536,Feind::N,йылан,gelyn
537,Gewalt::N,көслөк,ffyrnigrwydd
538,Kampf::N,көрәш,brwydr
539,Bogen[Waffe]::N,йәйә,bwa
540,Pfeil::N,уҡ,saeth
541,Gewehr::N,мылтыҡ,dryll
542,Fehler::N,хата,gwall
543,Fehler::N,хата,camgymeriad
544,Lüge::N,ялған,celwydd
545,Lüge::N,ялған,anwiredd
546,Schaden::N,зыян,niwed
547,Schaden::N,зыян,difrod
548,Schaden::N,зарар,niwed
549,Schaden::N,зарар,difrod
550,Unglück::N,ҡаза,anffawd
551,Schuld::N,ғәйеп,bai
552,Alter::N,йәш,oed
553,Schluss::N,һуң,diwedd
554,Schluss::N,аҙаҡ,diwedd
555,Zeit::N,мәл,amser
556,Zeit::N,заман,amser
557,Tag::N,көн,dydd
558,Tag::N,көн,diwrnod
559,Morgen::N,иртә,bore
560,Morgen::N,иртәнсәк,bore
561,Mittag::N,төш,nawn
562,Abend::N,кис,noswaith
563,Nacht::N,төн,nos
564,Woche::N,аҙна,wythnos
565,Monat::N,ай,mis
566,Jahr::N,йыл,blwyddyn
567,Frühling::N,яҙ,gwanwyn
568,Sommer::N,йәй,haf
569,Herbst::N,көз,hydref
570,Winter::N,ҡыш,gaeaf
571,Januar::N,ғинуар,Ionawr
572,Februar::N,февраль,Chwefror
573,März::N,март,Mawrth
574,April::N,апрель,Ebrill
575,Mai::N,май,Mai
576,Juni::N,июнь,Mehefin
577,Juli::N,июль,Gorffennaf
578,August::N,август,Awst
579,September::N,сентябрь,Medi
580,Oktober::N,октябрь,Hydref
581,November::N,ноябрь,Tachwedd
582,Dezember::N,декабрь,Rhagfyr
583,Montag::N,дүшәмбе,dydd Llun
584,Dienstag::N,шишәмбе,dydd Mawrth
585,Mittwoch::N,шаршамбы,dydd Mercher
586,Donnerstag::N,кесаҙна,dydd Iau
587,Freitag::N,йома,dydd Gwener
588,Samstag::N,шәмбе,dydd Sadwrn
589,Sonntag::N,йәкшәмбе,dydd Sul
590,groß::A,ҙур,mawr
591,klein::A,бәләкәс,bach
592,lang::A,оҙон,hir
593,kurz::A,ҡыҫҡа,byr
594,kurz::A,ҡыҫҡа,cwta
595,breit::A,киң,llydan
596,schmal::A,тар,cul
597,dicht::A,йыш,dwys
598,dicht::A,ҡуйы,dwys
599,dick[Gegenstand]::A,ҡалын,trwchus
600,dünn::A,йоҡа,tenau
601,dünn::A,нәҙек,tenau
602,fein::A,нескә,main
603,fest::A,ныҡ,cadarn
604,flach::A,яҫы,gwastad
605,flach::A,ялпаҡ,gwastad
606,glatt::A,шыма,llyfn
607,hart::A,ҡаты,caled
608,weich::A,йомшаҡ,meddal
609,rund::A,түңәрәк,crwn
610,spitz::A,осло түбәле,pigfain
611,scharf::A,үткер,miniog
612,stumpf::A,утмәҫ,pŵl
613,schwer::A,ауыр,trwm
614,schön::A,матур,teg
615,schön::A,матур,hardd
616,schön::A,матур,prydferth
617,heiß::A,эҫе,poeth
618,warm::A,йылы,twym
619,warm::A,йылы,cynnes
620,kalt::A,һыуыҡ,oer
621,kühl::A,һалҡынса,oeraidd
622,frisch::A,һалҡынса,iach
623,feucht::A,еүеш,llaith
624,feucht::A,дымлы,llaith
625,nass::A,еүеш,gwlyb
626,trocken::A,кипкән,sych
627,voll::A,тулы,llawn
628,leer::A,буш,gwag
629,offen::A,асыҡ,agored
630,geschlossen::A,ябыҡ,caead
631,geschlossen::A,ябыҡ,caeëdig
632,sauber::A,таҙа,glân
633,schmutzig::A,бысраҡ,budr
634,schmutzig::A,бысраҡ,brwnt
635,roh::A,сей,amrwd
636,reif::A,өлгөрғән,aeddfed
637,lecker::A,тәмле,blasus
638,lecker::A,тәмле,danteithiol
639,süß::A,тямле,melys
640,süß::A,тәм-том,melys
641,bitter::A,әсе,chwerw
642,sauer::A,әсе,sur
643,hell::A,яҡты,disglair
644,dunkel::A,ҡараңғы,tywyll
645,schwarz::A,ҡара,du
646,weiß::A,аҡ,gwyn
647,rot::A,матур,coch
648,rot::A,һылыу,coch
649,rot::A,сибәр,coch
650,gelb::A,һары,melyn
651,blau::A,күк,glas
652,grün::A,йәшел,gwyrdd
653,grau::A,буҙ,llwyd
654,bunt::A,сыбар,lliwgar
655,bunt::A,ала-ҡола,lliwgar
656,billig::A,арзан,rhad
657,teuer::A,ҡыйбатлы,drud
658,wertvoll::A,ҡиммәтле,gwerthfawr
659,blind::A,һуҡыр,dall
660,taub::A,һаңғырау,byddar
661,kräftig::A,көслө,nerthol
662,kräftig::A,көслө,grymus
663,kräftig::A,ҡеүәтле,nerthol
664,kräftig::A,ҡеүәтле,grymus
665,stark::A,көслө,cryf
666,stark::A,көслө,cadarn
667,stark::A,ҡеүәтле,cryf
668,stark::A,ҡеүәтле,cadarn
669,schwach::A,көсһөҙ,gwan
670,fett::A,һимеҙ,tew
671,schlank::A,зифа,main
672,hübsch::A,матур,tlws
673,böse::A,асыулы,drwg
674,dumm::A,иҫәр,twp
675,faul::A,иренсәк,diog
676,fleißig::A,тырыш,dyfal
677,geizig::A,һаран,crintach
678,geizig::A,һаран,cybyddlyd
679,klug::A,аҡыллы,deallus
680,geschickt::A,оҫта,medrus
681,geschickt::A,оҫта,deheuig
682,lieb::A,яғымлы,hoff
683,lieb::A,яғымлы,annwyl
684,lustig::A,күңелле,llon
685,sanft::A,йыуаш,mwyn
686,hungrig::A,ас,newynog
687,krank::A,сирле,sâl
688,krank::A,сирле,gwael
689,krank::A,ауырыу,sâl
690,krank::A,ауырыу,gwael
691,nackt::A,яланғас,noeth
692,traurig::A,яманһыу,trist
693,lebendig::A,тере,yn fyw
694,lebendig::A,йәнле,yn fyw
695,gut::A,яҡшы,da
696,schlecht::A,хөрт,drwg
697,schlecht::A,хөрт,gwael
698,schlecht::A,алама,drwg
699,schlecht::A,алама,gwael
700,richtig::A,дөрөҫ,cywir
701,schlimm::A,хөрт,enbyd
702,schlimm::A,алама,enbyd
703,wahr::A,дөрөҫ,gwir
704,alt::A,иҫке,hen
705,alt::A,боронғо,hen
706,neu::A,яңы,newydd
707,ehemalig::A,элекке,blaenorol
708,alt[Lebewesen]::A,ҡарт,oedrannus
709,jung::A,йәш,ifanc
710,arm::A,фәҡир,tlawd
711,reich::A,бай,cyfoethog
712,bekannt::A,таныш,cynefin
713,bekannt::A,таныш,cyfarwydd
714,berühmt::A,атаҡлы,enwog
715,berühmt::A,данлыҡлы,enwog
716,fremd::A,ят,estron
717,fremd::A,сит,estron
718,verschieden::A,төрлө,gwahanol
719,nah::A,яҡын,agos
720,fern::A,алыҫ,pell
721,fern::A,йыраҡ,pell
722,linker::A,һул,aswy
723,linker::A,һул,chwith
724,rechter::A,уң,de
725,rechter::A,уң,deau
726,anderer::A,бутән,arall
727,erster::A,тәүге,cyntaf
728,zweiter::A,икенсе,ail
729,dritter::A,өсөнсө,trydydd
730,letzter::A,һуңғы,olaf
731,allein::ADV,бер үҙе,unig
732,allein::ADV,бер үҙе,ar ei ben ei hun
733,allein::ADV,яңғыҙ,unig
734,allein::ADV,яңғыҙ,ar ei ben ei hun
735,auf einmal::ADV,бер юлы,ar yr un pryd
736,zusammen::ADV,бергә,ynghyd
737,zusammen::ADV,бергә,gyda'i gilydd
738,lange::ADV,оҙаҡ,amser hir
739,plötzlich::ADV,ҡапыл,yn sydyn
740,sofort::ADV,шунда уҡ,ar unwaith
741,später::ADV,һуңыраҡ,yn ddiweddarach
742,jetzt::ADV,хәҙер,yn awr
743,heute::ADV,бөгөн,heddiw
744,morgen::ADV,иртәгә,yfory
745,bald::ADV,тиҙҙән,yn fuan
746,bald::ADV,тиҙҙән,gyda hyn
747,dann::ADV,һуңынан,yna
748,dann::ADV,һуңынан,y pryd hwnnw
749,gestern::ADV,кисә,ddoe
750,einst::ADV,ҡасандыр,gynt
751,einst::ADV,бер баҡыт,gynt
752,damals::ADV,ул саҡта,ar y pryd
753,damals::ADV,ул саҡта,bryd hynny
754,danach::ADV,һуңынан,wedyn
