,Concept_ID,uk,is
321,Loch::N,діра,gat
322,Loch::N,діра,hola
323,Winkel::N,куток,skot
324,Winkel::N,куток,krókur
325,Muster::N,узор,munstur
326,Größe::N,розмір,stærð
327,Länge::N,довжина,lengd
328,Höhe::N,висота,hæð
329,Gewicht::N,вага,vigt
330,Gewicht::N,вага,þyngd
331,Menge::N,кількість,magn
332,Haufen::N,купа,hrúga
333,Haufen::N,купа,haugur
334,Reihe::N,ряд,röð
335,Boot::N,човен,bátur
336,Ruder::N,весло,ár
337,Schlitten::N,сани,sleði
338,Ski::N,лижа,skíði
339,Lagerfeuer::N,вогнище,varðeldur
340,Last::N,тягар,byrði
341,Last::N,тягар,farmur
342,Last::N,вантаж,byrði
343,Last::N,вантаж,farmur
344,Gang::N,хід,ganga
345,Schritt::N,крок,skref
346,Norden::N,північ,norður
347,Süden::N,південь,suður
348,Westen::N,захід,vestur
349,Osten::N,схід,austur
350,Holz::N,дрова,viður
351,Brett::N,дошка,fjöl
352,Platte::N,плита,flötur
353,Stütze::N,підпірка,stoð
354,Stange::N,жердина,stöng
355,Stock::N,палиця,prik
356,Stock::N,палиця,stafur
357,Stab::N,палиця,prik
358,Stab::N,палиця,stafur
359,Rohr::N,труба,rör
360,Rohr::N,труба,pípa
361,Haus::N,дім,hús
362,Haus::N,хата,hús
363,Heim::N,житло,heimili
364,Ofen::N,піч,ofn
365,Fußboden::N,підлога,gólf
366,Tisch::N,стіл,borð
367,Stuhl::N,стілець,stóll
368,Wiege::N,колиска,vagga
369,Bett::N,ліжко,rúm
370,Bett::N,ліжко,hvíla
371,Bett::N,постіль,rúm
372,Bett::N,постіль,hvíla
373,Regal::N,полиця,hilla
374,Kiste::N,ящик,kassi
375,Fenster::N,вікно,gluggi
376,Tür::N,двері,dyr
377,Tür::N,двері,hurð
378,Tor::N,ворота,hlið
379,Zaun::N,паркан,girðing
380,Zaun::N,паркан,limgarður
381,Zaun::N,огорожа,girðing
382,Zaun::N,огорожа,limgarður
383,Dach::N,дах,þak
384,Leiter::N,драбина,stigi
385,Besen::N,мітла,sópur
386,Spaten::N,заступ,spaði
387,Schaufel::N,совок,skófla
388,Schaufel::N,лопата,skófla
389,Gabel::N,виделка,gaffall
390,Löffel::N,ложка,skeið
391,Messer::N,ніж,hnífur
392,Nagel::N,цвях,nögl
393,Netz::N,сіть,net
394,Haken::N,крюк,krókur
395,Griff::N,ручка,tak
396,Griff::N,держак,tak
397,Schloss::N,замок,lás
398,Bild::N,картина,mynd
399,Figur::N,фігура,stytta
400,Puppe::N,лялька,brúða
401,Beutel::N,мішечок,poki
402,Beutel::N,мішечок,baggi
403,Beutel::N,торбинка,poki
404,Beutel::N,торбинка,baggi
405,Bündel::N,в’язка,böggull
406,Tasche::N,сумка,veski
407,Eimer::N,відро,fata
408,Deckel::N,кришка,lok
409,Geschirr::N,посуд,leirtau
410,Sack::N,мішок,sekkur
411,Tasse::N,чашка,bolli
412,Topf::N,горщик,pottur
413,Kessel::N,котел,ketill
414,Essen::N,їжа,matur
415,Nahrung::N,харч,fæða
416,Speise::N,страва,réttur
417,Speise::N,страва,matarréttur
418,Fleisch::N,м’ясо,kjöt
419,Getreide::N,хліб,korn
420,Getreide::N,збіжжя,korn
421,Brei::N,каша,grautur
422,Brot::N,хліб,brauð
423,Scheibe::N,скибочка,sneið
424,Fett::N,жир,fita
425,Butter::N,масло,smjör
426,Öl::N,олія,olía
427,Salz::N,сіль,salt
428,Suppe::N,суп,súpa
429,Honig::N,мед,hunang
430,Milch::N,молоко,mjólk
431,Tee::N,чай,te
432,Leder::N,шкіра,skinn
433,Wolle::N,шерсть,ull
434,Stoff::N,тканина,dúkur
435,Nadel::N,голка,nál
436,Faden::N,нитка,þráður
437,Knopf::N,ґудзик,tala
438,Knopf::N,ґудзик,hnappur
439,Knoten::N,вузол,hnútur
440,Farbe::N,фарба,málning
441,Kleidung::N,одяг,búningur
442,Kleidung::N,одяг,klæðnaður
443,Kleidung::N,убрання,búningur
444,Kleidung::N,убрання,klæðnaður
445,Hemd::N,сорочка,skyrta
446,Kragen::N,комір,kragi
447,Kragen::N,комір,flibbi
448,Ärmel::N,рукав,ermi
449,Hose::N,брюки,buxur
450,Gürtel::N,пояс,belti
451,Mütze::N,шапка,húfa
452,Schuh::N,ботинок,skór
453,Stiefel::N,чобіт,stígvél
454,Ring::N,кільце,hringur
455,Band::N,стрічка,band
456,Kamm::N,гребінець,greiða
457,Spiegel::N,дзеркало,spegill
458,Riemen::N,ремінь,ól
459,Riemen::N,ремінь,reim
460,Schnur::N,вірьовка,snúra
461,Leine::N,шворка,band
462,Decke::N,ковдра,teppi
463,Kissen::N,подушка,koddi
464,Tuch::N,хустка,klútur
465,Handtuch::N,рушник,þurrka
466,Handtuch::N,рушник,handklæði
467,Kraft::N,сила,afl
468,Kraft::N,сила,kraftur
469,Stärke::N,сила,styrkur
470,Gesundheit::N,здоров’я,heilsa
471,Gesundheit::N,здоров’я,heilbrigði
472,Krankheit::N,хвороба,sjúkdómur
473,Schmerz::N,біль,sársauki
474,Wunde::N,рана,sár
475,Fieber::N,гарячка,hitasótt
476,Arznei::N,ліки,lyf
477,Brücke::N,міст,brú
478,Brunnen::N,колодязь,brunnur
479,Weide::N,пасовище,hagi
480,Pfad::N,стежка,stígur
481,Weg::N,шлях,vegur
482,Weg::N,дорога,vegur
483,Straße::N,вулиця,gata
484,Straße::N,вулиця,stræti
485,Dorf::N,село,þorp
486,Stadt::N,місто,borg
487,Brief::N,лист,bréf
488,Buch::N,книга,bók
489,Buch::N,книжка,bók
490,Buchstabe::N,буква,bókstafur
491,Buchstabe::N,літера,bókstafur
492,Zeitung::N,газета,dagblað
493,Leben::N,життя,líf
494,Tod::N,смерть,dauði
495,Grab::N,могила,gröf
496,Kirche::N,церква,kirkja
497,Sünde::N,гріх,synd
498,Gott::N,бог,guð
499,Arbeiter::N,робітник,verkamaður
500,Chef::N,хазяїн,yfirmaður
501,Meister::N,умілець,meistari
502,Arzt::N,лікар,læknir
503,Lehrer::N,вчитель,kennari
504,Geld::N,гроші,peningar
505,Geschäft::N,заняття,viðskipti
506,Laden::N,магазин,búð
507,Laden::N,магазин,verslun
508,Laden::N,крамниця,búð
509,Laden::N,крамниця,verslun
510,Preis::N,ціна,verð
511,Ware::N,товар,vara
512,Nutzen::N,вигода,gagn
513,Nutzen::N,користь,gagn
514,Reichtum::N,багатство,auður
515,Welt::N,світ,veröld
516,Land::N,країна,land
517,Staat::N,держава,ríki
518,König::N,король,konungur
519,Macht::N,влада,vald
520,Grenze::N,кордон,landamæri
521,Krieg::N,війна,stríð
522,Feind::N,ворог,fjandmaður
523,Gewalt::N,насильство,ofbeldi
524,Kampf::N,бій,bardagi
525,Kampf::N,боротьба,bardagi
526,Bogen[Waffe]::N,лук,bogi
527,Pfeil::N,стріла,ör
528,Gewehr::N,рушниця,byssa
529,Gewehr::N,гвинтівка,byssa
530,Fehler::N,помилка,villa
531,Lüge::N,брехня,lygi
532,Schaden::N,шкода,skemmd
533,Schaden::N,збиток,skemmd
534,Unglück::N,нещастя,óhamingja
535,Schuld::N,провина,sök
536,Alter::N,вік,aldur
537,Alter::N,літа,aldur
538,Schluss::N,кінець,lok
539,Schluss::N,кінець,endir
540,Zeit::N,час,tími
541,Tag::N,день,dagur
542,Morgen::N,ранок,morgunn
543,Mittag::N,південь,hádegi
544,Abend::N,вечір,kvöld
545,Nacht::N,ніч,nótt
546,Woche::N,тиждень,vika
547,Monat::N,місяць,mánuður
548,Jahr::N,рік,ár
549,Frühling::N,весна,vor
550,Sommer::N,літо,sumar
551,Herbst::N,осінь,haust
552,Winter::N,зима,vetur
553,Januar::N,січень,janúar
554,Februar::N,лютий,február
555,März::N,березень,mars
556,April::N,квітень,apríl
557,Mai::N,травень,maí
558,Juni::N,червень,júní
559,Juli::N,липень,júlí
560,August::N,серпень,ágúst
561,September::N,вересень,september
562,Oktober::N,жовтень,október
563,November::N,листопад,nóvember
564,Dezember::N,грудень,desember
565,Montag::N,понеділок,mánudagur
566,Dienstag::N,вівторок,þriðjudagur
567,Mittwoch::N,середа,miðvikudagur
568,Donnerstag::N,четвер,fimmtudagur
569,Freitag::N,п’ятниця,föstudagur
570,Samstag::N,субота,laugardagur
571,Sonntag::N,неділя,sunnudagur
572,groß::A,великий,stór
573,klein::A,малий,lítill
574,klein::A,маленький,lítill
575,lang::A,довгий,langur
576,kurz::A,короткий,stuttur
577,breit::A,широкий,breiður
578,schmal::A,вузький,mjór
579,dicht::A,густий,þéttur
580,dick[Gegenstand]::A,товстий,þykkur
581,dünn::A,тонкий,þunnur
582,fein::A,дрібний,fíngerður
583,fest::A,міцний,fastur
584,flach::A,плоский,flatur
585,glatt::A,рівний,háll
586,glatt::A,рівний,sléttur
587,glatt::A,гладенький,háll
588,glatt::A,гладенький,sléttur
589,hart::A,твердий,harður
590,weich::A,м’який,mjúkur
591,rund::A,круглий,kringlóttur
592,spitz::A,гострокінцевий,oddhvass
593,scharf::A,гострий,beittur
594,stumpf::A,тупий,bitlaus
595,schwer::A,важкий,þungur
596,schön::A,вродливий,fagur
597,schön::A,вродливий,fallegur
598,heiß::A,жаркий,heitur
599,heiß::A,гарячий,heitur
600,warm::A,теплий,hlýr
601,warm::A,теплий,heitur
602,kalt::A,холодний,kaldur
603,kühl::A,прохолодний,svalur
604,frisch::A,свіжий,frískur
605,feucht::A,вогкий,rakur
606,feucht::A,вогкий,þvalur
607,nass::A,мокрий,votur
608,nass::A,мокрий,blautur
609,trocken::A,сухий,þurr
610,voll::A,повний,fullur
611,leer::A,пустий,tómur
612,offen::A,відкритий,opinn
613,geschlossen::A,закритий,lokaður
614,geschlossen::A,зачинений,lokaður
615,sauber::A,чистий,þrifinn
616,sauber::A,охайний,þrifinn
617,schmutzig::A,брудний,óhreinn
618,schmutzig::A,брудний,sóðalegur
619,roh::A,сирий,hrár
620,reif::A,зрілий,þroskaður
621,lecker::A,смачний,ljúffengur
622,süß::A,солодкий,sætur
623,bitter::A,гіркий,beiskur
624,sauer::A,кислий,súr
625,hell::A,світлий,bjartur
626,dunkel::A,темний,dimmur
627,schwarz::A,чорний,svartur
628,weiß::A,сивий,hvítur
629,rot::A,червоний,rauður
630,gelb::A,жовтий,gulur
631,blau::A,синій,blár
632,grün::A,зелений,grænn
633,grau::A,сірий,grár
634,bunt::A,барвистий,marglitur
635,billig::A,дешевий,ódýr
636,teuer::A,дорогий,dýr
637,wertvoll::A,цінний,verðmætur
638,blind::A,сліпий,blindur
639,taub::A,глухий,heyrnarlaus
640,kräftig::A,могутній,öflugur
641,stark::A,сильний,sterkur
642,schwach::A,слабкий,veill
643,fett::A,жирний,feitur
644,fett::A,товстий,feitur
645,schlank::A,тонкий,grannur
646,schlank::A,тонкий,spengilegur
647,schlank::A,стрункий,grannur
648,schlank::A,стрункий,spengilegur
649,hübsch::A,чарівний,snotur
650,hübsch::A,чарівний,laglegur
651,böse::A,злий,illur
652,böse::A,злий,vondur
653,böse::A,лихий,illur
654,böse::A,лихий,vondur
655,dumm::A,дурний,heimskur
656,faul::A,ледачий,latur
657,fleißig::A,старанний,iðinn
658,geizig::A,скупий,nískur
659,klug::A,мудрий,hygginn
660,klug::A,розумний,hygginn
661,geschickt::A,умілий,fimur
662,geschickt::A,умілий,laginn
663,lieb::A,милий,kær
664,lieb::A,милий,ljúfur
665,lustig::A,веселий,kátur
666,sanft::A,лагідний,blíður
667,hungrig::A,голодний,soltinn
668,hungrig::A,голодний,hungraður
669,krank::A,слабий,sjúkur
670,nackt::A,голий,nakinn
671,traurig::A,сумний,dapur
672,traurig::A,сумний,hryggur
673,lebendig::A,живий,lifandi
674,gut::A,добрий,góður
675,schlecht::A,поганий,slæmur
676,schlecht::A,поганий,lélegur
677,schlecht::A,кепський,slæmur
678,schlecht::A,кепський,lélegur
679,richtig::A,правильний,réttur
680,schlimm::A,бридкий,slæmur
681,wahr::A,справжній,sannur
682,alt::A,старий,gamall
683,neu::A,новий,nýr
684,ehemalig::A,колишній,fyrrverandi
685,alt[Lebewesen]::A,старий,gamall
686,jung::A,молодий,ungur
687,arm::A,бідний,vesall
688,arm::A,бідний,fátækur
689,reich::A,багатий,ríkur
690,reich::A,багатий,auðugur
691,bekannt::A,знайомий,kunnugur
692,berühmt::A,славетний,frægur
693,fremd::A,чужий,framandi
694,fremd::A,чужий,ókunnugur
695,verschieden::A,різний,ýmis
696,nah::A,близький,nálægur
697,fern::A,далекий,fjarri
698,fern::A,далекий,fjarlægur
699,linker::A,лівий,vinstri
700,rechter::A,правий,hægri
701,anderer::A,інакший,annar
702,erster::A,перший,fyrsti
703,zweiter::A,другий,annar
704,dritter::A,третій,þriðji
705,letzter::A,останній,síðasti
706,allein::ADV,сам,einn
707,allein::ADV,сам,aleinn
708,allein::ADV,один,einn
709,allein::ADV,один,aleinn
710,auf einmal::ADV,відразу,allt í einu
711,zusammen::ADV,разом,saman
712,zusammen::ADV,спільно,saman
713,lange::ADV,довго,lengi
714,plötzlich::ADV,раптом,skyndilega
715,sofort::ADV,зараз,strax
716,sofort::ADV,зараз,þegar í stað
717,später::ADV,пізніше,seinna
718,jetzt::ADV,тепер,nú
719,jetzt::ADV,тепер,núna
720,heute::ADV,сьогодні,í dag
721,morgen::ADV,завтра,á morgun
722,bald::ADV,незабаром,brátt
723,bald::ADV,незабаром,bráðum
724,dann::ADV,потім,svo
725,dann::ADV,потім,síðan
726,gestern::ADV,вчора,í gær
727,einst::ADV,колись,forðum
728,damals::ADV,тоді,þá
729,damals::ADV,тоді,á þeim tímum
730,danach::ADV,згодом,á eftir því
731,vorher::ADV,раніше,áður
732,zuerst::ADV,спершу,fyrst
733,zuerst::ADV,спочатку,fyrst
734,einmal::ADV,один раз,einu sinni
735,manchmal::ADV,іноді,stundum
736,manchmal::ADV,інколи,stundum
737,oft::ADV,часто,oft
738,immer::ADV,завжди,alltaf
739,immer::ADV,завжди,sífellt
740,niemals::ADV,ніколи,aldrei
741,hier::ADV,тут,hér
742,hierhin::ADV,сюди,hingað
743,von hier::ADV,звідси,héðan
744,dort::ADV,там,þar
745,dort::ADV,там,þarna
746,dorthin::ADV,туди,þangað
747,geradeaus::ADV,прямо,beint áfram
748,vorwärts::ADV,вперед,áfram
749,rückwärts::ADV,назад,aftur á bak
750,zurück::ADV,назад,aftur
751,zurück::ADV,назад,til baka
752,unten::ADV,внизу,niðri
753,unten::ADV,внизу,fyrir neðan
754,hinab::ADV,вниз,niður
755,hinab::ADV,вниз,niður eftir
756,oben::ADV,вгорі,uppi
757,hinauf::ADV,вгору,upp
758,hinauf::ADV,вгору,upp eftir
759,überall::ADV,скрізь,alls staðar
760,nicht::ADV,не,ekki
761,ein wenig::ADV,трохи,dálítið
762,ein wenig::ADV,небагато,dálítið
763,kaum::ADV,ледве,varla
764,kaum::ADV,ледве,tæplega
765,sehr::ADV,дуже,mjög
766,so::ADV,так,svo
767,so::ADV,так,þannig
768,noch::ADV,ще,enn
769,noch::ADV,ще,ennþá
770,nur::ADV,лише,bara
771,nur::ADV,лише,aðeins
772,nur::ADV,тільки,bara
773,nur::ADV,тільки,aðeins
774,schon::ADV,вже,nú þegar
775,wieder::ADV,знову,aftur
776,wieder::ADV,знову,að nýju
777,vergebens::ADV,дарма,árangurslaust
778,vor::PRP,перед,fyrir
779,hinter::PRP,ззаду,bak við
780,hinter::PRP,ззаду,aftur fyrir
781,hinter::PRP,позаду,bak við
782,hinter::PRP,позаду,aftur fyrir
783,unter::PRP,під,undir
784,durch::PRP,крізь,gegnum
785,neben::PRP,біля,hjá
786,neben::PRP,біля,við hliðina á
787,zwischen::PRP,між,milli
788,zwischen::PRP,між,á milli
789,wegen::PRP,з-за,vegna
790,wegen::PRP,через,vegna
791,dies::PRN,це,þetta
792,das::PRN,то,það
793,alles::PRN,все,allt
794,ich::PRN,я,ég
795,du::PRN,ти,þú
796,er::PRN,він,hann
797,wir::PRN,ми,við
798,ihr::PRN,ви,þið
799,sie::PRN,вони,þær
800,sie::PRN,вони,þeir
801,was::FPRN,що,hvað
802,wer::FPRN,хто,hver
803,wo::FADV,де,hvar
804,wohin::FADV,куди,hvert
805,wie::FADV,як,hvernig
806,warum::FADV,чому,hvers vegna
807,wieviel::FNUM,скільки,hve mikill
808,eins::NUM,один,einn
809,zwei::NUM,два,tveir
810,drei::NUM,три,þrír
811,vier::NUM,чотири,fjórir
812,fünf::NUM,п’ять,fimm
813,sechs::NUM,шість,sex
814,sieben::NUM,сім,sjö
815,acht::NUM,вісім,átta
816,neun::NUM,дев’ять,níu
817,zehn::NUM,десять,tíu
818,elf::NUM,одинадцять,ellefu
819,zwölf::NUM,дванадцять,tólf
820,zwanzig::NUM,двадцять,tuttugu
821,dreißig::NUM,тридцять,þrjátíu
822,vierzig::NUM,сорок,fjörutíu
823,fünfzig::NUM,п’ятдесят,fimmtíu
824,sechzig::NUM,шістдесят,sextíu
825,siebzig::NUM,сімдесят,sjötíu
826,achtzig::NUM,вісімдесят,áttatíu
827,neunzig::NUM,дев’яносто,níutíu
828,hundert::NUM,сто,hundrað
