,Concept_ID,no,he
830,rauschen::V,suse,רשרש
831,klingen::V,lyde,נשמע
832,klingen::V,klinge,נשמע
833,bellen::V,gjø,נבח
834,bellen::V,bjeffe,נבח
835,heulen::V,ule,ילל
836,blasen::V,blåse,נשף
837,pfeifen::V,plystre,שרק
838,schreien::V,skrike,צעק
839,stöhnen::V,stønne,נאנק
840,zittern::V,dirre,רעד
841,zittern::V,skjelve,רעד
842,leben::V,leve,חי
843,geboren werden::V,fødes,נולד
844,atmen::V,ånde,נשם
845,atmen::V,puste,נשם
846,trinken::V,drikke,שתה
847,essen::V,spise,אכל
848,schlucken::V,svelge,בלע
849,müde werden::V,bli trett,התעיף
850,einschlafen::V,sovne,נרדם
851,schlafen::V,sove,ישן
852,aufwachen::V,våkne,התעורר
853,aufstehen::V,stå opp,קם
854,sich erholen::V,bli bra,נפש
855,sich erholen::V,komme seg,נפש
856,krank werden::V,bli syk,חלה
857,krank sein::V,være syk,היה חולה
858,schmerzen::V,gjøre vondt,כאב
859,husten::V,hoste,השתעל
860,genesen::V,komme seg,הבריא
861,sterben::V,dø,מת
862,umkommen::V,omkomme,נספה
863,sich bewegen::V,bevege seg,נע
864,sich rühren::V,røre på seg,זז
865,sich erheben::V,reise seg,קם
866,sich setzen::V,sette sig,התישב
867,hinfallen::V,falle over ende,נפל
868,laufen::V,løpe,הלך ברגל
869,schreiten::V,skride,פסע
870,spazierengehen::V,spasere,טיל
871,spazierengehen::V,gå en tur,טיל
872,eilen::V,ile,אץ
873,eilen::V,ile,מהר
874,sich beeilen::V,skynde seg,מהר
875,sausen::V,suse,אץ
876,rennen::V,løpe,רץ
877,springen::V,hoppe,קפץ
878,springen::V,springe,קפץ
879,klettern::V,klatre,טפס
880,schaukeln::V,huske,התנדנד
881,kriechen::V,krype,זחל
882,schwimmen::V,svømme,שחה
883,tauchen::V,dykke,צלל
884,rudern::V,ro,חתר
885,fahren::V,kjøre,נסע
886,fliegen::V,fly,עף
887,gehen::V,gå,הלך
888,weggehen::V,gå bort,עזב
889,abfahren::V,reise,יצא
890,anhalten::V,stanse,עצר
891,hineingehen::V,gå inn,נכנס
892,eintreten::V,tre inn,נכנס
893,kommen::V,komme,בא
894,ankommen::V,ankomme,הגיע
895,ankommen::V,komme til,הגיע
896,zurückkommen::V,komme tilbake,שב
897,zurückkommen::V,komme tilbake,חזר
898,bleiben::V,bli,נשאר
899,bleiben::V,forbli,נשאר
900,warten::V,vente,חכה
901,warten::V,vente,המתין
902,erwarten::V,vente,צפה
903,suchen::V,søke,חפש
904,finden::V,finne,מצא
905,versuchen::V,prøve,נסה
906,versuchen::V,forsøke,נסה
907,vorbereiten::V,forberede,הכין
908,lieben::V,elske,אהב
909,mögen::V,like,אהב
910,lachen::V,le,צחק
911,rühren::V,røre,נגע ללב
912,weinen::V,gråte,בכה
913,schimpfen::V,skjelle,גער
914,sich ärgern::V,ergre seg,זעם
915,sich ärgern::V,ergre seg,כעס
916,sich fürchten::V,være redd,פחד
917,sich fürchten::V,være redd,חשש
918,fürchten::V,være redd for,פחד מ
919,fürchten::V,være redd for,חשש מ
920,fliehen::V,rømme,ברח
921,fliehen::V,flykte,ברח
922,flüchten::V,flykte,נמלט
923,sehen::V,se,ראה
924,anschauen::V,se på,הביט
925,anschauen::V,betrakte,הביט
926,ansehen::V,anse,התבונן
927,hören::V,høre,שמע
928,zuhören::V,tilhøre,הקשיב
929,probieren::V,smake,נסה
930,probieren::V,smake på,נסה
931,riechen::V,lukte,הריח
932,fühlen::V,føle,חש
933,scheinen::V,se ut,נדמה
934,zu sehen sein::V,synes,נראה
935,vernehmen::V,få vite,נודע ל
936,frieren::V,fryse,קר ל
937,tun::V,gjøre,פעל
938,können::V,kunne,יכל
939,wollen::V,ville,רצה
940,anfangen::V,begynne,התחיל
941,beenden::V,avslutte,גמר
942,aufhören::V,slutte,סים
943,aufhören::V,holde opp,סים
944,gelingen::V,lykkes,הצליח
945,geraten::V,bli,עלה
946,öffnen::V,åpne,פתח
947,schließen::V,lukke,סגר
948,schließen::V,stenge,סגר
949,stellen::V,stille,העמיד
950,setzen::V,sette,הושיב
951,legen::V,legge,שם
952,berühren::V,berøre,נגע
953,verbinden::V,forbinde,קשר
954,bedecken::V,dekke,כסה
955,aufhängen::V,henge,תלה
956,aufhängen::V,henge opp,תלה
957,anzünden::V,tenne,הצית
958,anzünden::V,antenne,הצית
959,anzünden::V,tenne på,הצית
960,aufheben::V,løfte,אסף
961,aufheben::V,ta opp,אסף
962,zurücklassen::V,slippe tilbake,השאיר
963,verlieren::V,miste,אבד
964,fallen lassen::V,droppe,שמט
965,fallen lassen::V,droppe,הפיל
966,fallen lassen::V,la falle,שמט
967,fallen lassen::V,la falle,הפיל
968,machen::V,lage,עשה
969,machen::V,gjøre,עשה
970,herstellen::V,fremstille,יצר
971,bauen::V,bygge,בנה
972,reparieren::V,reparere,תקן
973,verbessern::V,rette,שפר
974,verbessern::V,forbedre,שפר
975,ändern::V,forandre,שנה
976,graben::V,grave,חפר
977,beugen::V,bøye,כפף
978,biegen::V,bøye,כופף
979,drehen::V,dreie,סובב
980,wenden::V,vende,הפך
981,umdrehen::V,snu,סובב
982,heben::V,heve,הרים
983,hochheben::V,løfte,הרים
984,ergreifen::V,gripe,אחז
985,ergreifen::V,få tak i,אחז
986,halten::V,holde,החזיק
987,drücken::V,trykke,לחץ
988,schieben::V,skyve,הזיז
989,kratzen::V,klø,שרט
990,kratzen::V,klø,שפשף
991,kratzen::V,klore,שרט
992,kratzen::V,klore,שפשף
993,lecken::V,slikke,לקק
994,beißen::V,bite,נשך
995,abreißen::V,rive av,קרע
996,abschneiden::V,skjære av,חתך
997,binden::V,binde,קשר
998,stecken::V,stikke,תקע
999,brechen::V,bryte,שבר
1000,brechen::V,briste,שבר
1001,klopfen::V,banke,נקש
1002,hauen::V,hogge,הכה
1003,kleben::V,klistre,הדביק
1004,reiben::V,gni,שפשף
1005,streichen::V,stryke,מרח
1006,schleifen::V,slipe,השחיז
1007,schneiden::V,klippe,גזר
1008,rütteln::V,ruske,נענע
1009,schütteln::V,riste,נער
1010,schwenken::V,svinge,נופף
1011,schwenken::V,svinge,טלטל
1012,schütten::V,helle,שפך
1013,füllen::V,fylle,מלא
1014,einwickeln::V,vikle inn,עטף
1015,tragen::V,bære,נשא
1016,schleppen::V,slepe,סחב
1017,ziehen::V,dra,משך
1018,ziehen::V,trekke,משך
1019,aufbewahren::V,oppbevare,שמר
1020,aufbewahren::V,ta vare på,שמר
1021,werfen::V,kaste,זרק
1022,fangen::V,fange,תפס
1023,packen::V,gripe,אחז
1024,packen::V,gripe tak i,אחז
1025,verstecken::V,gjemme,החביא
1026,teilen::V,dele,חלק
1027,schicken::V,sende,שלח
1028,bringen::V,bringe,הביא
1029,hinzufügen::V,tilføye,הוסיף
1030,bekommen::V,få,תפס
1031,erhalten::V,få,קבל
1032,nehmen::V,ta,אחז
1033,wählen::V,velge,בחר
1034,auswählen::V,velge ut,בחר ב
1035,bewahren::V,bevare,קים
1036,behindern::V,hindre,מנע
1037,behindern::V,forhindre,מנע
1038,verderben::V,ødelegge,מנע
1039,beschädigen::V,skade,הזיק
1040,zerbrechen::V,brekke i stykker,נשבר
1041,zerreißen::V,rive i stykker,קרע
1042,zerstören::V,ødelegge,הרס
1043,zerstören::V,ødelegge,השמיד
1044,verbrennen::V,brenne,שרף
1045,verbrennen::V,brenne opp,שרף
1046,geben::V,gi,נתן
1047,reichen::V,rekke,העביר
1048,schenken::V,forære,נתן במתנה
1049,schenken::V,skjenke,נתן במתנה
1050,versprechen::V,love,הבטיח
1051,wünschen::V,ønske,אחל
1052,loben::V,rose,שבח
1053,küssen::V,kysse,נשק
1054,wiegen::V,vogge,נדנד
1055,zudecken::V,dekke til,כסה
1056,wecken::V,vekke,עורר
1057,zeigen::V,vise,הראה
1058,führen::V,føre,הביא
1059,führen::V,føre,הוביל
1060,lehren::V,lære,למד
1061,unterrichten::V,undervise,למד
1062,aufziehen::V,oppdra,רומם
1063,leiten::V,lede,נהל
1064,antreiben::V,drive på,המרץ
1065,lassen::V,få til å,נתן
1066,einladen::V,be,הזמין
1067,einladen::V,invitere,הזמין
1068,vereinigen::V,forene,אחד
1069,vereinigen::V,forene,לכד
1070,besuchen::V,besøke,בקר
1071,treffen::V,møte,פגש
1072,treffen::V,treffe,פגש
1073,sich versammeln::V,forsamles,התאסף
1074,spielen::V,leke,שחק
1075,spielen::V,spille,שחק
1076,singen::V,synge,שר
1077,tanzen::V,danse,רקד
1078,sich trennen::V,skilles,נפרד
1079,verlassen::V,forlate,עזב
1080,retten::V,redde,הציל
1081,bewachen::V,bevokte,שמר
1082,schützen::V,verne,אבטח
1083,schützen::V,beskytte,אבטח
1084,verteidigen::V,forsvare,הגן
1085,sich schlagen::V,slåss,התכתש
1086,schießen::V,skyte,ירה
1087,siegen::V,seire,גבר
1088,siegen::V,seire,נצח
1089,ärgern::V,ergre,עצבן
1090,treten::V,sparke,בעט
1091,stechen::V,stikke,דקר
1092,stoßen::V,støte,דחק
1093,stehlen::V,stjele,גנב
1094,stören::V,forstyrre,קטע
1095,stören::V,forstyrre,הפריע
1096,belästigen::V,plage,הציק
1097,belästigen::V,plage,הטריד
1098,belästigen::V,sjenere,הציק
1099,belästigen::V,sjenere,הטריד
1100,verbergen::V,gjemme,הצניע
1101,täuschen::V,villede,שגע
1102,betrügen::V,bedra,הונה
1103,töten::V,drepe,הרג
1104,wohnen::V,bo,גר
1105,arbeiten::V,arbeide,עבד
1106,sammeln::V,samle,אסף
1107,pflücken::V,plukke,קטף
1108,jagen::V,jage,צד
1109,fischen::V,fiske,דג
1110,fassen::V,fange,תפס
1111,hüten::V,vokte,רעה
1112,treiben::V,drive,הוציא
1113,anbinden::V,feste,קשר
1114,füttern::V,fore,הלעיט
1115,melken::V,melke,חלב
1116,hacken::V,hakke,קצץ
1117,gießen::V,helle,השקה
1118,reifen::V,modne,בשל
1119,zubereiten::V,lage,הכין
1120,zubereiten::V,tilberede,הכין
1121,kochen::V,koke,בשל
1122,backen::V,bake,אפה
1123,braten::V,steke,צלה
1124,braten::V,steke,טגן
1125,umrühren::V,røre om,ערבב
1126,stricken::V,strikke,סרג
1127,nähen::V,sy,תפר
1128,färben::V,farge,צבע
1129,reinigen::V,rense,נקה
1130,reinigen::V,gjøre ren,נקה
1131,waschen::V,vaske,רחץ
1132,waschen::V,vaske,כבס
1133,abwischen::V,tørke av,נגב
1134,spülen::V,spyle,שטף
1135,spülen::V,skylle,שטף
1136,fegen::V,feie,טאטא
1137,kehren::V,koste,טאטא
1138,baden::V,bade,טבל
1139,baden::V,bade,שחה
1140,sich waschen::V,vaske seg,התרחץ
1141,ausziehen::V,ta av,הוריד
1142,anziehen::V,ta på,לבש
1143,sich anziehen::V,kle på seg,התלבש
1144,kämmen::V,gre,סרק
1145,kämmen::V,kjemme,סרק
1146,schmücken::V,pynte,קשט
1147,schmücken::V,smykke,קשט
1148,sagen::V,si,אמר
1149,sprechen::V,snakke,דבר
1150,reden::V,tale,דבר
1151,reden::V,snakke,דבר
1152,sich unterhalten::V,samtale,שוחח
1153,fragen::V,spørre,שאל
1154,bitten::V,be,בקש
1155,erzählen::V,fortelle,ספר
1156,mitteilen::V,meddele,מסר
1157,mitteilen::V,meddele,הודיע
1158,nennen::V,kalle,קרא בשם
1159,rufen::V,rope,גיס
1160,rufen::V,rope,הזמין לבוא
1161,prahlen::V,skryte,התרברב
1162,übersetzen::V,oversette,תרגם
1163,denken::V,tenke,חשב
1164,glauben::V,tro,האמין
1165,bemerken::V,bemerke,הבחין
1166,bemerken::V,legge merke til,הבחין
1167,erkennen::V,gjenkjenne,זהה
1168,begreifen::V,begripe,קלט
1169,begreifen::V,begripe,הבין
1170,verstehen::V,forstå,הבין
1171,verstehen::V,skjønne,הבין
1172,lernen::V,lære,למד
1173,wissen::V,vite,ידע
1174,sich erinnern an::V,huske på,זכר
1175,vergessen::V,glemme,שכח
1176,messen::V,måle,מדד
1177,zählen::V,telle,ספר
1178,rechnen::V,regne,חשב
1179,lesen::V,lese,קרא
1180,malen::V,male,ציר
1181,zeichnen::V,tegne,שרטט
1182,schreiben::V,skrive,כתב
1183,besitzen::V,eie,היה בעל של
1184,besitzen::V,inneha,היה בעל של
1185,kaufen::V,kjøpe,קנה
1186,kaufen::V,kjøpe,רכש
1187,verkaufen::V,selge,מכר
1188,bezahlen::V,betale,שלם
1189,zahlen::V,betale,שלם
1190,beherrschen::V,beherske,שלט
1191,ertragen::V,orke,סבל
1192,schlagen::V,,הכה
1193,schlagen::V,,הלקה
