,Concept_ID,ca,pt
864,ein wenig::ADV,una mica,um pouco
865,ein wenig::ADV,una mica,um bocado
866,kaum::ADV,a penes,apenas
867,sehr::ADV,molt,muito
868,so::ADV,així,tão
869,so::ADV,així,assim
870,noch::ADV,encara,ainda
871,nur::ADV,només,só
872,nur::ADV,només,apenas
873,nur::ADV,només,somente
874,schon::ADV,ja,já
875,wieder::ADV,de nou,outra vez
876,vergebens::ADV,en va,em vão
877,vor::PRP,davānt,diante de
878,vor::PRP,enfront de,diante de
879,hinter::PRP,darrera,atrás de
880,unter::PRP,sota,sob
881,unter::PRP,sota,debaixo de
882,durch::PRP,per,por
883,durch::PRP,per,através de
884,neben::PRP,al costāt de,junto de
885,neben::PRP,al costāt de,ao lado de
886,zwischen::PRP,entre,entre
887,wegen::PRP,a causa de,por
888,wegen::PRP,a causa de,por causa de
889,dies::PRN,aquest,isto
890,das::PRN,això,isso
891,das::PRN,això,aquilo
892,alles::PRN,tot,todo
893,ich::PRN,jo,eu
894,du::PRN,tu,tu
895,er::PRN,ell,ele
896,wir::PRN,nosaltres,nós
897,ihr::PRN,vosaltres,vós
898,ihr::PRN,vosaltres,vocês
899,sie::PRN,ells,eles
900,sie::PRN,elles,eles
901,was::FPRN,què,quê
902,wer::FPRN,qui,quem
903,wo::FADV,on,onde
904,wohin::FADV,cap a on,aonde
905,wohin::FADV,cap a on,para onde
906,wie::FADV,com,como
907,warum::FADV,per què,porquê
908,warum::FADV,per què,por que
909,wieviel::FNUM,quant,quanto
910,eins::NUM,u,um
911,zwei::NUM,dos,dois
912,drei::NUM,tres,três
913,vier::NUM,quatre,quatro
914,fünf::NUM,cinc,cinco
915,sechs::NUM,sis,seis
916,sieben::NUM,set,sete
917,acht::NUM,vuit,oito
918,neun::NUM,nou,nove
919,zehn::NUM,deu,dez
920,elf::NUM,onze,onze
921,zwölf::NUM,dotze,doze
922,zwanzig::NUM,vint,vinte
923,dreißig::NUM,trenta,trinta
924,vierzig::NUM,quaranta,quarenta
925,fünfzig::NUM,cinquanta,cinquenta
926,sechzig::NUM,seixanta,sessenta
927,siebzig::NUM,setanta,setenta
928,achtzig::NUM,vuitanta,oitenta
929,neunzig::NUM,noranta,noventa
930,hundert::NUM,cent,cem
931,hundert::NUM,cent,cento
932,tausend::NUM,mil,mil
933,und::CNJ,i,e
934,oder::CNJ,o,ou
935,stehen::V,estar de peu,estar em pé
936,sitzen::V,seure,estar sentado
937,liegen::V,jeure,jazer
938,liegen::V,jeure,estar deitado
939,hängen::V,penjar,pender
940,hängen::V,penjar,estar pendurado
941,werden::V,fer-se,tornar-se
942,werden::V,posar-se,tornar-se
943,passieren::V,succeir,acontecer
944,beginnen::V,iniciar-se,começar
945,enden::V,acabar-se,acabar
946,enden::V,acabar-se,terminar
947,enden::V,terminar-se,acabar
948,enden::V,terminar-se,terminar
949,wechseln::V,canviar,variar
950,wechseln::V,canviar,alternar
951,aufgehen[Sonne]::V,sortir,nascer
952,untergehen[Sonne]::V,posar-se,pôr-se
953,scheinen[Sonne]::V,brillar,brilhar
954,donnern::V,tronar,trovejar
955,wehen::V,bufar,soprar
956,strömen::V,afluir,correr
957,fließen::V,fluir,fluir
958,sich drehen::V,girar,girar
959,schwanken::V,vacil·lar,oscilar
960,schwingen::V,oscil·lar,vibrar
961,fallen::V,caure,cair
962,fallen::V,tombar,cair
963,brennen::V,cremar,arder
964,rauchen::V,fumejar,fumegar
965,regnen::V,ploure,chover
966,gefrieren::V,gelar-se,gelar
967,gefrieren::V,gelar-se,congelar
968,tauen::V,fondre's,derreter
969,tauen::V,fondre's,descongelar
970,schmelzen::V,fondre's,fundir-se
971,trocknen::V,assecar-se,secar
972,sieden::V,bullir,ferver
973,faulen::V,podrir-se,estragar-se
974,verfaulen::V,podrir-se,apodrecer
975,reißen::V,trencar-se,romper-se
976,versinken::V,enfonsar-se,afundar-se
977,vergehen::V,passar,passar
978,erscheinen::V,aparèixer,aparecer
979,verschwinden::V,desaparèixer,desaparecer
980,sinken::V,baixar,descer
981,sinken::V,descendir,descer
982,abnehmen::V,decréixer,diminuir
983,abnehmen::V,decréixer,decrescer
984,zunehmen::V,augmentar,crescer
985,zunehmen::V,augmentar,aumentar
986,steigen::V,pujar,subir
987,wachsen::V,créixer,crescer
988,glänzen::V,brillar,brilhar
989,glänzen::V,resplendir,brilhar
990,funkeln::V,espurnejar,cintilar
991,lärmen::V,fer soroll,fazer barulho
992,läuten::V,sonar,chocalhar
993,klingeln::V,trucar,tocar
994,klirren::V,dringar,tinir
995,brausen::V,rugir,bramar
996,rauschen::V,murmurar,murmurar
997,rauschen::V,murmurar,rumorejar
998,klingen::V,sonar,soar
999,bellen::V,lladrar,ladrar
1000,heulen::V,udolar,uivar
1001,blasen::V,bufar,soprar
1002,pfeifen::V,xiular,assobiar
1003,schreien::V,cridar,gritar
1004,stöhnen::V,gemegar,gemer
1005,zittern::V,tremolar,tremer
1006,leben::V,vīure,viver
1007,geboren werden::V,néixer,nascer
1008,atmen::V,respirar,respirar
1009,trinken::V,beure,beber
1010,essen::V,menjar,comer
1011,schlucken::V,empassar-se,engolir
1012,müde werden::V,cansar-se,cansar-se
1013,einschlafen::V,adormir-se,adormecer
1014,schlafen::V,dormir,dormir
1015,aufwachen::V,despertar-se,acordar
1016,aufstehen::V,llevar-se,levantar-se
1017,sich erholen::V,descansar,descansar
1018,krank werden::V,posar-se malalt,adoecer
1019,krank werden::V,posar-se malalt,ficar doente
1020,krank sein::V,estar malalt,estar doente
1021,schmerzen::V,doldre,doer
1022,husten::V,tossir,tossir
1023,genesen::V,recuperar-se,convalescer
1024,sterben::V,morir,morrer
1025,umkommen::V,perir,perecer
1026,sich bewegen::V,moure's,mover-se
1027,sich rühren::V,moure's,mexer-se
1028,sich erheben::V,aixecar-se,levantar-se
1029,sich setzen::V,asseure's,sentar-se
1030,hinfallen::V,caure's,cair
1031,laufen::V,caminar,andar
1032,laufen::V,caminar,caminhar
1033,schreiten::V,procedir,andar
1034,schreiten::V,procedir,caminhar
1035,spazierengehen::V,passejar,passear
1036,eilen::V,anar corrent,apressar-se
1037,sich beeilen::V,afanyar-se,apressar-se
1038,sich beeilen::V,afanyar-se,despachar-se
1039,sausen::V,córrer,correr
1040,rennen::V,córrer,correr
1041,springen::V,saltar,saltar
1042,klettern::V,escalar,trepar
1043,schaukeln::V,gronxar-se,baloiçar
1044,schaukeln::V,balancejar-se,baloiçar
1045,kriechen::V,reptar,rastejar
1046,kriechen::V,reptar,arrastar-se
1047,kriechen::V,arrossegar-se,rastejar
1048,kriechen::V,arrossegar-se,arrastar-se
1049,schwimmen::V,nadar,nadar
1050,tauchen::V,bussejar,mergulhar
1051,tauchen::V,submergir-se,mergulhar
1052,rudern::V,remar,remar
1053,fahren::V,anar,ir
1054,fliegen::V,volar,voar
1055,gehen::V,caminar,ir
1056,gehen::V,caminar,andar
1057,weggehen::V,anar-se'n,partir
1058,weggehen::V,anar-se'n,ir-se embora
1059,abfahren::V,partir,sair
1060,abfahren::V,partir,partir
1061,anhalten::V,aturar-se,parar
1062,hineingehen::V,entrar,entrar
1063,eintreten::V,entrar,entrar
1064,kommen::V,venir,vir
1065,ankommen::V,arribar,chegar
1066,zurückkommen::V,tornar,voltar
1067,zurückkommen::V,tornar,regressar
1068,bleiben::V,quedar-se,ficar
1069,bleiben::V,quedar-se,permanecer
1070,warten::V,esperar,esperar
1071,erwarten::V,esperar,esperar
1072,erwarten::V,esperar,aguardar
1073,suchen::V,buscar,buscar
1074,suchen::V,buscar,procurar
1075,finden::V,trobar,achar
1076,finden::V,trobar,encontrar
1077,versuchen::V,intentar,tentar
1078,vorbereiten::V,preparar,preparar
1079,lieben::V,estimar,amar
1080,lieben::V,estimar,querer
1081,mögen::V,agradar a,gostar de
1082,lachen::V,riure,rir
1083,lachen::V,riure,rir-se
1084,rühren::V,commoure,comover
1085,rühren::V,emocionar,comover
1086,weinen::V,plorar,chorar
1087,schimpfen::V,renyar,ralhar
1088,sich ärgern::V,enfadar-se,zangar-se
1089,sich fürchten::V,tenir por,ter medo de
1090,sich fürchten::V,tenir por,ter receio de
1091,fürchten::V,témer,temer
1092,fürchten::V,témer,recear
1093,fliehen::V,fugir,fugir
1094,flüchten::V,refugiar-se,refugiar-se
1095,sehen::V,veure,ver
1096,anschauen::V,mirar,olhar
1097,ansehen::V,mirar,mirar
1098,hören::V,oir,ouvir
1099,zuhören::V,escoltar,escutar
1100,probieren::V,provar,provar
1101,probieren::V,provar,saborear
1102,riechen::V,olorar,cheirar
1103,fühlen::V,sentīr,sentir
1104,scheinen::V,semblar,parecer
1105,zu sehen sein::V,poder-se veure,estar à vista
1106,vernehmen::V,percebre,ouvir
1107,frieren::V,tenir fred,ter frio
1108,tun::V,fer,fazer
1109,können::V,poder,saber
1110,wollen::V,voler,querer
1111,anfangen::V,iniciar,iniciar
1112,beenden::V,acabar,acabar
1113,beenden::V,acabar,terminar
1114,aufhören::V,deixar,cessar
1115,aufhören::V,deixar,desistir
1116,gelingen::V,sortir bé,sair bem
1117,gelingen::V,sortir bé,dar bom resultado
1118,geraten::V,sortir,sair
1119,geraten::V,sortir,dar resultado
1120,öffnen::V,obrir,abrir
1121,schließen::V,tancar,fechar
1122,stellen::V,posar,pôr
1123,stellen::V,posar,colocar
1124,stellen::V,col·locar,pôr
1125,stellen::V,col·locar,colocar
1126,setzen::V,assentar,pôr
1127,setzen::V,assentar,meter
1128,legen::V,posar,pôr
1129,legen::V,posar,meter
1130,berühren::V,tocar,tocar
1131,verbinden::V,unir,unir
1132,verbinden::V,unir,ligar
1133,verbinden::V,connectar,unir
1134,verbinden::V,connectar,ligar
1135,bedecken::V,tapar,cobrir
1136,bedecken::V,cobrir,cobrir
1137,aufhängen::V,penjar,pendurar
1138,anzünden::V,encendre,acender
1139,aufheben::V,aixecar,apanhar
1140,aufheben::V,aixecar,levantar
1141,zurücklassen::V,deixar,deixar
1142,verlieren::V,pērdre,perder
1143,fallen lassen::V,deixar caure,deixar cair
1144,machen::V,fer,fazer
1145,herstellen::V,producir,produzir
1146,bauen::V,construir,edificar
1147,bauen::V,construir,construir
1148,reparieren::V,reparar,reparar
1149,reparieren::V,reparar,consertar
1150,verbessern::V,millorar,melhorar
1151,ändern::V,canviar,mudar
1152,ändern::V,canviar,alterar
1153,graben::V,cavar,cavar
1154,beugen::V,doblegar,curvar
1155,biegen::V,corbar,vergar
1156,biegen::V,arquejar,vergar
1157,drehen::V,girar,girar
1158,wenden::V,girar,virar
1159,wenden::V,girar,voltar
1160,umdrehen::V,voltar,virar
1161,umdrehen::V,voltar,revolver
1162,heben::V,pujar,levantar
1163,heben::V,aixecar,levantar
1164,hochheben::V,aixecar,erguer
1165,hochheben::V,aixecar,levantar
1166,ergreifen::V,agafar,apanhar
1167,halten::V,mantenir,segurar
1168,drücken::V,prémer,apertar
1169,drücken::V,estrènyer,apertar
1170,schieben::V,empènyer,empurrar
1171,kratzen::V,raspar,raspar
1172,lecken::V,llepar,lamber
1173,beißen::V,mossegar,morder
1174,abreißen::V,arrencar,arrancar
1175,abschneiden::V,tallar,talhar
1176,binden::V,lligar,ligar
1177,stecken::V,ficar,meter
1178,stecken::V,ficar,enfiar
1179,brechen::V,trencar,romper
1180,brechen::V,trencar,quebrar
1181,klopfen::V,trucar,bater
1182,hauen::V,picar,bater
1183,hauen::V,colpejar,bater
1184,kleben::V,enganxar,colar
1185,reiben::V,fregar,esfregar
1186,streichen::V,untar,barrar
1187,schleifen::V,afilar,afiar
1188,schleifen::V,esmolar,afiar
1189,schneiden::V,tallar,cortar
1190,rütteln::V,sacsejar,sacudir
1191,schütteln::V,agitar,abanar
1192,schütteln::V,agitar,sacudir
1193,schütteln::V,sacsejar,abanar
1194,schütteln::V,sacsejar,sacudir
1195,schwenken::V,agitar,agitar
1196,schütten::V,abocar,deitar
1197,füllen::V,omplir,encher
1198,einwickeln::V,embolicar,envolver
1199,einwickeln::V,embolicar,embrulhar
1200,tragen::V,dur,levar
1201,tragen::V,dur,trazer
1202,tragen::V,portar,levar
1203,tragen::V,portar,trazer
1204,schleppen::V,arrossegar,arrastar
1205,ziehen::V,tirar,puxar
1206,ziehen::V,estirar,puxar
1207,aufbewahren::V,conservar,guardar
1208,aufbewahren::V,conservar,conservar
1209,werfen::V,llançar,lançar
1210,fangen::V,agafar,apanhar
1211,fangen::V,atrapar,apanhar
1212,packen::V,engrapar,agarrar
1213,verstecken::V,amagar,esconder
1214,teilen::V,dividir,partir
1215,teilen::V,dividir,dividir
1216,schicken::V,enviar,enviar
1217,bringen::V,portar,trazer
1218,hinzufügen::V,afegir,acrescentar
1219,bekommen::V,obtenir,obter
1220,erhalten::V,rebre,receber
1221,nehmen::V,prendre,tomar
1222,wählen::V,triar,eleger
1223,wählen::V,triar,escolher
1224,wählen::V,elegir,eleger
1225,wählen::V,elegir,escolher
1226,auswählen::V,escollir,escolher
1227,auswählen::V,escollir,seleccionar
1228,auswählen::V,seleccionar,escolher
1229,auswählen::V,seleccionar,seleccionar
1230,bewahren::V,conservar,guardar
1231,bewahren::V,conservar,conservar
1232,behindern::V,impedir,impedir
1233,behindern::V,obstaculitzar,impedir
1234,verderben::V,espatllar,estragar
1235,verderben::V,espatllar,corromper
1236,beschädigen::V,danyar,danificar
1237,beschädigen::V,destrossar,danificar
1238,zerbrechen::V,trencar,romper
1239,zerbrechen::V,trencar,quebrar
1240,zerreißen::V,estripar,rasgar
1241,zerstören::V,destruir,destruir
1242,verbrennen::V,cremar,queimar
1243,geben::V,donar,dar
1244,reichen::V,passar,passar
1245,schenken::V,regalar,oferecer
1246,versprechen::V,prometre,prometer
1247,wünschen::V,desitjar,desejar
1248,loben::V,elogiar,louvar
1249,küssen::V,fer un petó a,beijar
1250,wiegen::V,bressolar,embalar
1251,zudecken::V,tapar,tapar
1252,zudecken::V,tapar,cobrir
1253,zudecken::V,cobrir,tapar
1254,zudecken::V,cobrir,cobrir
1255,wecken::V,despertar,acordar
1256,wecken::V,despertar,despertar
1257,zeigen::V,mostrar,mostrar
1258,zeigen::V,ensenyar,mostrar
1259,führen::V,guiar,guiar
1260,führen::V,guiar,conduzir
1261,führen::V,conduir,guiar
1262,führen::V,conduir,conduzir
1263,lehren::V,ensenyar,ensinar
1264,unterrichten::V,ensenyar,instruir
1265,aufziehen::V,criar,criar
1266,leiten::V,dirigir,dirigir
1267,leiten::V,dirigir,conduzir
1268,antreiben::V,impel·lir,impelir
1269,lassen::V,fer,fazer
1270,einladen::V,invitar,convidar
1271,einladen::V,convidar,convidar
1272,vereinigen::V,unir,unir
1273,vereinigen::V,unir,reunir
1274,besuchen::V,visitar,ir ver
1275,besuchen::V,visitar,visitar
1276,besuchen::V,anar a veure,ir ver
1277,besuchen::V,anar a veure,visitar
1278,treffen::V,trobar,encontrar
1279,sich versammeln::V,reunir-se,reunir-se
1280,spielen::V,jugar,jogar
1281,spielen::V,jugar,brincar
1282,singen::V,cantār,cantar
1283,tanzen::V,ballar,bailar
1284,sich trennen::V,separar-se,apartar-se
1285,verlassen::V,deixar,deixar
1286,verlassen::V,deixar,abandonar
1287,verlassen::V,abandonar,deixar
1288,verlassen::V,abandonar,abandonar
1289,retten::V,salvar,salvar
1290,bewachen::V,vigilar,vigiar
1291,bewachen::V,vigilar,guardar
1292,schützen::V,protegir,proteger
1293,verteidigen::V,defensar,defender
1294,sich schlagen::V,barallar-se,brigar
1295,sich schlagen::V,barallar-se,bater-se
1296,schießen::V,tirar,disparar
1297,schießen::V,disparar,disparar
1298,siegen::V,vèncer,vencer
1299,ärgern::V,enfadar,irritar
1300,ärgern::V,enfadar,aborrecer
1301,schlagen::V,pegar,bater
1302,schlagen::V,colpejar,bater
1303,treten::V,donar un cop de peu a,pisar
1304,stechen::V,punxar,picar
1305,stechen::V,apunyalar,picar
1306,stoßen::V,empènyer,empurrar
1307,stehlen::V,robar,furtar
1308,stören::V,molestar,perturbar
1309,belästigen::V,importunar,incomodar
1310,belästigen::V,importunar,importunar
1311,verbergen::V,amagar,ocultar
1312,verbergen::V,amagar,esconder
1313,verbergen::V,ocultar,ocultar
1314,verbergen::V,ocultar,esconder
1315,täuschen::V,enganyar,iludir
1316,täuschen::V,enganyar,enganar
1317,betrügen::V,estafar,burlar
1318,betrügen::V,estafar,enganar
1319,töten::V,matar,matar
1320,wohnen::V,vīure,morar
1321,wohnen::V,habitar,morar
1322,arbeiten::V,treballar,trabalhar
1323,sammeln::V,col·leccionar,recolher
1324,sammeln::V,col·leccionar,coleccionar
1325,pflücken::V,collir,colher
1326,jagen::V,caçar,caçar
1327,fischen::V,pescar,pescar
1328,fassen::V,atrapar,apanhar
1329,hüten::V,pasturar,guardar
1330,treiben::V,arriar,conduzir
1331,anbinden::V,lligar,atar
1332,füttern::V,donar menjar a,dar de comer a
1333,melken::V,munyir,ordenhar
1334,hacken::V,picar,rachar
1335,hacken::V,tallar,rachar
1336,gießen::V,regar,regar
1337,reifen::V,madurar,amadurecer
1338,zubereiten::V,preparar,preparar
1339,kochen::V,coure,cozer
1340,backen::V,coure al forn,cozer
1341,braten::V,rostir,assar
1342,braten::V,rostir,fritar
1343,umrühren::V,remenar,remexer
1344,stricken::V,tricotar,tricotar
1345,stricken::V,tricotar,fazer malha
1346,stricken::V,fer punt de mitja,tricotar
1347,stricken::V,fer punt de mitja,fazer malha
1348,nähen::V,cosir,coser
1349,nähen::V,cosir,costurar
1350,färben::V,tenyir,tingir
1351,färben::V,tenyir,colorir
1352,reinigen::V,netejar,limpar
1353,reinigen::V,netejar,purificar
1354,waschen::V,rentār,lavar
1355,abwischen::V,eixugar,limpar
1356,abwischen::V,eixugar,esfregar
1357,spülen::V,esbandir,lavar
1358,spülen::V,esbandir,enxaguar
1359,fegen::V,escombrar,varrer
1360,kehren::V,escombrar,varrer
1361,baden::V,banyar-se,banhar
1362,baden::V,banyar-se,tomar banho
1363,sich waschen::V,rentār-se,lavar-se
1364,ausziehen::V,treure's,despir
1365,anziehen::V,posar-se,vestir
1366,sich anziehen::V,vestir-se,vestir-se
1367,kämmen::V,pentinar,pentear
1368,schmücken::V,adornar,adornar
1369,sagen::V,dir,dizer
1370,sprechen::V,parlar,falar
1371,reden::V,parlar,falar
1372,sich unterhalten::V,conversar,conversar
1373,fragen::V,preguntar,perguntar
1374,bitten::V,demanar,pedir
1375,erzählen::V,contar,contar
1376,erzählen::V,explicar,contar
1377,mitteilen::V,comunicar,comunicar
1378,mitteilen::V,comunicar,participar
1379,nennen::V,nomenar,nomear
1380,nennen::V,nomenar,apelidar
1381,rufen::V,cridar,chamar
1382,prahlen::V,lloar-se,gabar-se
1383,prahlen::V,lloar-se,vangloriar-se
1384,prahlen::V,jactar-se,gabar-se
1385,prahlen::V,jactar-se,vangloriar-se
1386,übersetzen::V,traduir,traduzir
1387,denken::V,pensar,pensar
1388,glauben::V,creure,crer
1389,bemerken::V,notar,notar
1390,bemerken::V,notar,observar
1391,erkennen::V,reconèixer,reconhecer
1392,begreifen::V,comprendre,apreender
1393,begreifen::V,comprendre,compreender
1394,verstehen::V,entendre,entender
1395,verstehen::V,entendre,compreender
1396,lernen::V,aprendre,aprender
1397,wissen::V,saber,saber
1398,sich erinnern an::V,recordar,lembrar-se de
1399,sich erinnern an::V,recordar,recordar-se de
1400,vergessen::V,oblidar,esquecer
1401,messen::V,mesurar,medir
1402,zählen::V,comptar,contar
1403,rechnen::V,calcular,calcular
1404,lesen::V,llegir,ler
1405,malen::V,pintar,pintar
1406,zeichnen::V,dibuixar,desenhar
1407,schreiben::V,escrīure,escrever
1408,besitzen::V,posseir,possuir
1409,kaufen::V,comprar,comprar
1410,verkaufen::V,vendre,vender
1411,bezahlen::V,pagar,pagar
1412,zahlen::V,pagar per,pagar
1413,beherrschen::V,dominar,imperar
1414,ertragen::V,aguantar,suportar
