,Concept_ID,cv,sv
752,bekannt::A,пӗлӗш,känd
753,berühmt::A,чаплӑ,berömd
754,fremd::A,ют,främmande
755,verschieden::A,расна,åtskillig
756,nah::A,ҫывӑх,nära
757,nah::A,ҫывӑхри,nära
758,fern::A,инҫе,fjärran
759,fern::A,аякри,fjärran
760,linker::A,сулахай,vänster
761,rechter::A,сылтӑм,höger
762,anderer::A,урӑх,annan
763,erster::A,пӗрремӗш,första
764,zweiter::A,иккӗмӗш,andra
765,dritter::A,виҫҫӗмӗш,tredje
766,letzter::A,юлашки,sist
767,allein::ADV,пӗччен,allena
768,auf einmal::ADV,кӗмӗрккен,på en gång
769,zusammen::ADV,пӗрле,tillsammans
770,lange::ADV,вӑрах,länge
771,plötzlich::ADV,сасартӑк,plötsligt
772,sofort::ADV,тӳрех,strax
773,sofort::ADV,тӳрех,genast
774,später::ADV,кайран,senare
775,jetzt::ADV,халь,nu
776,jetzt::ADV,халӗ,nu
777,heute::ADV,паян,i dag
778,morgen::ADV,ыран,i morgon
779,bald::ADV,халех,snart
780,bald::ADV,кӗҫех,snart
781,dann::ADV,унтан,då
782,gestern::ADV,ӗнер,i går
783,einst::ADV,пӗррехинче,en gång
784,damals::ADV,ун чухне,då
785,damals::ADV,ун чухне,den gången
786,damals::ADV,апла пулсан,då
787,damals::ADV,апла пулсан,den gången
788,danach::ADV,унтан,därefter
789,vorher::ADV,малтан,före
790,vorher::ADV,малтан,förut
791,zuerst::ADV,пирвай,först
792,einmal::ADV,пӗррехинче,en gång
793,manchmal::ADV,хӑш чухне,ibland
794,oft::ADV,тӑтӑш,ofta
795,immer::ADV,ялан,alltid
796,niemals::ADV,нихӑҫан та,aldrig
797,hier::ADV,кунта,här
798,hierhin::ADV,кунта,hit
799,von hier::ADV,кунтан,härifrån
800,dort::ADV,унта,där
801,dort::ADV,ҫавӑнта,där
802,dorthin::ADV,унта,dit
803,dorthin::ADV,ҫавӑнта,dit
804,geradeaus::ADV,тикӗс,rätt fram
805,vorwärts::ADV,малалла,fram
806,vorwärts::ADV,малалла,framåt
807,rückwärts::ADV,хыҫала,baklänges
808,zurück::ADV,каялла,tillbaka
809,unten::ADV,аялта,nere
810,unten::ADV,аялта,nedanför
811,hinab::ADV,аялта,ned
812,hinab::ADV,аялта,nedåt
813,oben::ADV,ҫӳлте,ovan
814,oben::ADV,ҫӳлте,ovanpå
815,hinauf::ADV,ҫӳле,upp
816,hinauf::ADV,ҫӳле,uppåt
817,überall::ADV,таҫта та,överallt
818,überall::ADV,пур ҫӗрте те,överallt
819,überall::ADV,кирек ӑҫта та,överallt
820,nicht::ADV,мар,ej
821,nicht::ADV,мар,inte
822,ein wenig::ADV,пӑртак,litet
823,kaum::ADV,аран,knappt
824,kaum::ADV,аран,knappast
825,sehr::ADV,питӗ,mycket
826,so::ADV,апла,så
827,noch::ADV,татах,än
828,noch::ADV,татах,ännu
829,nur::ADV,ҫех,bara
830,nur::ADV,ҫех,endast
831,schon::ADV,ӗнтӗ,redan
832,wieder::ADV,каллех,åter
833,vergebens::ADV,харам,förgäves
834,vor::PRP,умӗнче,utanför
835,hinter::PRP,кайра,bakom
836,unter::PRP,айне,under
837,unter::PRP,айӗпе,under
838,unter::PRP,айӗнче,under
839,unter::PRP,ҫитеспе,under
840,durch::PRP,витӗр,genom
841,durch::PRP,витӗр,igenom
842,neben::PRP,патӗнче,bredvid
843,neben::PRP,патӗнче,vid sidan av
844,zwischen::PRP,хушшинче,mellan
845,wegen::PRP,пула,på grund av
846,wegen::PRP,пирки,på grund av
847,dies::PRN,ку,detta
848,dies::PRN,ҫак,detta
849,das::PRN,ҫав,det
850,alles::PRN,пурте,allt
851,alles::PRN,йӑлт,allt
852,ich::PRN,эп,jag
853,du::PRN,эс,du
854,er::PRN,вӑл,han
855,wir::PRN,эпир,vi
856,ihr::PRN,эсир,ni
857,sie::PRN,вӗсем,de
858,was::FPRN,мӗн,vad
859,was::FPRN,мӗскер,vad
860,was::FPRN,мӗн те пулин,vad
861,wer::FPRN,кам,vem
862,wo::FADV,ӑҫта,var
863,wohin::FADV,ӑҫта,vart
864,wie::FADV,епле,hur
865,wie::FADV,мӗнле,hur
866,warum::FADV,ма,varför
867,warum::FADV,мӗншӗн,varför
868,wieviel::FNUM,миҫе,hur mycket
869,eins::NUM,пӗр,en
870,eins::NUM,пӗр,ett
871,eins::NUM,пӗрре,en
872,eins::NUM,пӗрре,ett
873,zwei::NUM,ик,två
874,zwei::NUM,икӗ,två
875,zwei::NUM,иккӗ,två
876,drei::NUM,виҫ,tre
877,drei::NUM,виҫӗ,tre
878,drei::NUM,виҫҫӗ,tre
879,vier::NUM,тӑват,fyra
880,fünf::NUM,пилӗк,fem
881,fünf::NUM,пиллӗк,fem
882,sechs::NUM,улт,sex
883,sechs::NUM,ултӑ,sex
884,sechs::NUM,улттӑ,sex
885,sieben::NUM,ҫич,sju
886,sieben::NUM,ҫичӗ,sju
887,sieben::NUM,ҫиччӗ,sju
888,acht::NUM,сакӑр,åtta
889,acht::NUM,саккӑр,åtta
890,neun::NUM,тӑхӑр,nio
891,neun::NUM,тӑххӑр,nio
892,zehn::NUM,вунӑ,tio
893,zehn::NUM,вуннӑ,tio
894,elf::NUM,вун пӗр,elva
895,zwölf::NUM,вун ик,tolv
896,zwölf::NUM,вун икӗ,tolv
897,zwölf::NUM,вун иккӗ,tolv
898,zwanzig::NUM,ҫирӗм,tjugo
899,dreißig::NUM,вӑтӑр,trettio
900,vierzig::NUM,хӗрӗх,fyrtio
901,fünfzig::NUM,аллӑ,femtio
902,sechzig::NUM,утмӑл,sextio
903,siebzig::NUM,ҫитмӗл,sjuttio
904,achtzig::NUM,сакӑр вунӑ,åttio
905,achtzig::NUM,сакӑр вуннӑ,åttio
906,neunzig::NUM,тӑхӑр вун,nittio
907,neunzig::NUM,тӑхӑр вунӑ,nittio
908,neunzig::NUM,тӑхӑр вуннӑ,nittio
909,hundert::NUM,ҫӗр,hundra
910,tausend::NUM,пин,tusen
911,und::CNJ,та,och
912,oder::CNJ,е,eller
913,stehen::V,тӑр,stå
914,sitzen::V,лар,sitta
915,liegen::V,вырт,ligga
916,hängen::V,усӑнса тӑр,hänga
917,hängen::V,ҫакӑнса тӑр,hänga
918,werden::V,пул,bli
919,passieren::V,пул,ske
920,passieren::V,пул,hända
921,beginnen::V,пуҫлан,börja
922,enden::V,пӗт,ända
923,enden::V,вӗҫлен,ända
924,wechseln::V,улшӑн,växla
925,aufgehen[Sonne]::V,тух,gå upp
926,untergehen[Sonne]::V,анса лар,gå ned
927,scheinen[Sonne]::V,пӑх,skina
928,donnern::V,кӗмсӗртет,dundra
929,donnern::V,авӑт,dundra
930,wehen::V,варкӑш,blåsa
931,strömen::V,тӑкӑн,forsa
932,strömen::V,тӑкӑн,strömma
933,fließen::V,юх,flyta
934,sich drehen::V,ҫаврӑн,snurra
935,schwanken::V,чӳхен,vackla
936,schwingen::V,суллан,svinga
937,fallen::V,кип,falla
938,fallen::V,тӳр кип,falla
939,fallen::V,татӑлса ан,falla
940,brennen::V,ҫун,brinna
941,rauchen::V,мӑкӑрлан,ryka
942,rauchen::V,тӗтӗм кӑлар,ryka
943,regnen::V,ҫумӑр ҫӑвать,regna
944,gefrieren::V,шӑн,frysa
945,tauen::V,ирӗл,töa
946,schmelzen::V,ирӗл,smälta
947,trocknen::V,тип,torka
948,sieden::V,вӗре,koka
949,sieden::V,вӗре,sjuda
950,faulen::V,ҫӗр,ruttna
951,verfaulen::V,ҫӗр,ruttna
952,reißen::V,ҫурӑл,brista
953,versinken::V,пут,sjunka
954,vergehen::V,ирт,förgå
955,erscheinen::V,курӑн,synas
956,erscheinen::V,курӑн,visa sig
957,erscheinen::V,курӑнса кай,synas
958,erscheinen::V,курӑнса кай,visa sig
959,verschwinden::V,ҫухал,försvinna
960,sinken::V,чак,sjunka
961,abnehmen::V,чак,avta
962,abnehmen::V,чак,minskas
963,zunehmen::V,пысӑклан,tilltaga
964,steigen::V,ҫӗклен,stiga
965,wachsen::V,ӳс,växa
966,glänzen::V,ҫиҫ,glimma
967,funkeln::V,ялкӑш,tindra
968,funkeln::V,ялкӑш,gnistra
969,funkeln::V,йӑлтӑртат,tindra
970,funkeln::V,йӑлтӑртат,gnistra
971,lärmen::V,шавла,bråka
972,lärmen::V,шавла,väsnas
973,läuten::V,шӑнкӑравла,ringa
974,klingeln::V,шӑнкӑравла,ringa
975,klirren::V,калтлат,klirra
976,klirren::V,шӑнкӑлтат,klirra
977,brausen::V,ахӑр,brusa
978,rauschen::V,вашӑлтат,susa
979,rauschen::V,чашӑлтат,susa
980,klingen::V,янӑра,låta
981,klingen::V,янӑра,klinga
982,bellen::V,вӗр,skälla
983,heulen::V,ула,yla
984,heulen::V,ула,tjuta
985,blasen::V,вӗр,blåsa
986,pfeifen::V,шӑхӑр,vissla
987,schreien::V,кӑшкӑр,skrika
988,stöhnen::V,йынӑш,stöna
989,zittern::V,чӗтре,darra
990,zittern::V,чӗтре,skälva
991,leben::V,пурӑн,leva
992,geboren werden::V,ҫурал,födas
993,atmen::V,сывла,andas
994,trinken::V,ӗҫ,dricka
995,essen::V,ҫи,äta
996,schlucken::V,ҫӑт,svälja
997,müde werden::V,ӗшен,tröttna
998,einschlafen::V,ыйха пут,somna
999,einschlafen::V,ҫывӑрса кай,somna
1000,schlafen::V,ҫывӑр,sova
1001,aufwachen::V,вӑран,vakna
1002,aufstehen::V,тӑр,stiga upp
1003,sich erholen::V,кан,repa sig
1004,sich erholen::V,кан,hämta sig
1005,krank werden::V,чирле,insjukna
1006,krank sein::V,чирле,vara sjuk
1007,schmerzen::V,сур,smärta
1008,schmerzen::V,сур,göra ont
1009,schmerzen::V,ырат,smärta
1010,schmerzen::V,ырат,göra ont
1011,husten::V,ӳсӗр,hosta
1012,genesen::V,сывал,tillfriskna
1013,genesen::V,тӳрлен,tillfriskna
1014,sterben::V,вил,dö
1015,umkommen::V,вил,omkomma
1016,sich bewegen::V,куҫ,röra sig
1017,sich rühren::V,хускал,röra på sig
1018,sich erheben::V,тӑр,resa sig
1019,sich setzen::V,лар,sätta sig
1020,hinfallen::V,ӳк,falla omkull
1021,laufen::V,ут,löpa
1022,schreiten::V,ут,skrida
1023,spazierengehen::V,уҫӑлса ҫӳре,promenera
1024,spazierengehen::V,уткаласа ҫӳре,promenera
1025,eilen::V,васка,ila
1026,eilen::V,хыпалан,ila
1027,sich beeilen::V,васка,skynda sig
1028,sich beeilen::V,хыпалан,skynda sig
1029,sausen::V,ыткӑн,susa
1030,sausen::V,вӗҫтер,susa
1031,rennen::V,чуп,löpa
1032,rennen::V,чуп,springa
1033,springen::V,сик,hoppa
1034,klettern::V,улӑх,klättra
1035,schaukeln::V,йӳрӗн,gunga
1036,kriechen::V,шу,kräla
1037,kriechen::V,упален,kräla
1038,schwimmen::V,иш,simma
1039,tauchen::V,чӑм,dyka
1040,rudern::V,авӑс,ro
1041,fahren::V,пыр,köra
1042,fliegen::V,вӗҫ,flyga
1043,gehen::V,кай,gå
1044,weggehen::V,кай,gå bort
1045,abfahren::V,тапран,resa
1046,abfahren::V,тапран,avresa
1047,anhalten::V,чарӑн,stanna
1048,hineingehen::V,кӗр,gå in
1049,eintreten::V,кӗр,träda in
1050,kommen::V,кил,komma
1051,ankommen::V,ҫит,ankomma
1052,zurückkommen::V,таврӑн,återkomma
1053,zurückkommen::V,каялла кил,återkomma
1054,bleiben::V,юл,bli
1055,bleiben::V,юл,förbli
1056,warten::V,кӗт,vänta
1057,erwarten::V,кӗт,vänta
1058,suchen::V,шыра,leta
1059,finden::V,туп,finna
1060,versuchen::V,пикен,försöka
1061,vorbereiten::V,хатӗрле,förbereda
1062,lieben::V,юрат,älska
1063,mögen::V,кӑмӑлла,tycka om
1064,mögen::V,килӗштер,tycka om
1065,lachen::V,кул,skratta
1066,lachen::V,ахӑлтат,skratta
1067,rühren::V,ҫулӑх,röra
1068,weinen::V,йӗр,gråta
1069,weinen::V,макӑр,gråta
1070,schimpfen::V,вӑрҫ,skälla
1071,schimpfen::V,ятлаҫ,skälla
1072,sich ärgern::V,ҫиллен,förargas
1073,sich fürchten::V,шиклен,vara rädd
1074,fürchten::V,хӑра,frukta
1075,fliehen::V,тар,fly
1076,fliehen::V,тар,rymma
1077,flüchten::V,чупса тар,fly
1078,sehen::V,кур,se
1079,anschauen::V,пӑхса ил,se på
1080,anschauen::V,пӑхса ил,betrakta
1081,ansehen::V,пӑх,åse
1082,hören::V,илт,höra
1083,zuhören::V,итле,höra på
1084,zuhören::V,итле,lyssna till
1085,zuhören::V,тӑнла,höra på
1086,zuhören::V,тӑнла,lyssna till
1087,probieren::V,астив,smaka
1088,probieren::V,астив,smaka på
1089,riechen::V,шӑршла,lukta
1090,fühlen::V,туй,känna
1091,fühlen::V,сис,känna
1092,scheinen::V,туйӑн,verka
1093,scheinen::V,туйӑн,tyckas
1094,zu sehen sein::V,курӑн,synas
1095,zu sehen sein::V,курӑн,kunna ses
1096,vernehmen::V,пӑл,få veta
1097,vernehmen::V,пӑл,förnimma
1098,frieren::V,йӳтен,frysa
1099,tun::V,ту,göra
1100,können::V,пултар,kunna
1101,wollen::V,те,vilja
1102,anfangen::V,пуҫла,börja
1103,beenden::V,пӗтер,avsluta
1104,aufhören::V,пӑрах,sluta
1105,aufhören::V,пӑрах,upphöra
1106,gelingen::V,ӑн,lyckas
1107,geraten::V,пул,bli
1108,öffnen::V,уҫ,öppna
1109,schließen::V,хуп,låsa
1110,schließen::V,хуп,stänga
1111,stellen::V,ларт,ställa
1112,stellen::V,тӑрат,ställa
1113,setzen::V,ларт,sätta
1114,legen::V,хур,lägga
1115,berühren::V,перӗн,beröra
1116,verbinden::V,сып,förbinda
1117,bedecken::V,вит,täcka
1118,bedecken::V,вит,betäcka
1119,aufhängen::V,ҫак,hänga
1120,aufhängen::V,ҫак,hänga upp
1121,anzünden::V,ҫут,tända
1122,anzünden::V,ҫут,antända
1123,anzünden::V,ҫут,tända på
1124,aufheben::V,ҫӗкле,lyfta
1125,zurücklassen::V,манса хӑвар,lämna
1126,zurücklassen::V,манса хӑвар,efterlämna
1127,verlieren::V,ҫӗтер,mista
1128,verlieren::V,ҫӗтер,förlora
1129,fallen lassen::V,ӳкер,tappa
1130,fallen lassen::V,ӳкер,släppa
1131,machen::V,ту,göra
1132,herstellen::V,ӑстала,tillverka
1133,herstellen::V,ӑстала,framställa
1134,bauen::V,ту,bygga
1135,reparieren::V,юса,reparera
1136,verbessern::V,лайӑхлат,rätta
1137,verbessern::V,лайӑхлат,förbättra
1138,ändern::V,улӑштар,ändra
1139,ändern::V,улӑштар,förändra
1140,graben::V,чав,gräva
1141,graben::V,чакала,gräva
1142,beugen::V,кукӑрт,böja
1143,biegen::V,ав,böja
1144,biegen::V,ав,kröka
1145,biegen::V,кукӑрт,böja
1146,biegen::V,кукӑрт,kröka
1147,drehen::V,ҫавӑр,vrida
1148,wenden::V,ӳпӗнтер,vända
1149,umdrehen::V,ҫавӑр,vrida om
1150,heben::V,хӑпарт,häva
1151,hochheben::V,йӑт,lyfta
1152,ergreifen::V,тыт,gripa
1153,halten::V,тыт,hålla
1154,drücken::V,пус,trycka
1155,schieben::V,тӗк,skjuta
1156,schieben::V,тӗрт,skjuta
1157,kratzen::V,хыр,riva
1158,kratzen::V,хыр,skrapa
1159,lecken::V,ҫула,slicka
1160,beißen::V,ҫырт,bita
1161,beißen::V,хып,bita
1162,abreißen::V,тат,slita_av
1163,abreißen::V,тат,riva_av
1164,abschneiden::V,кас,skära av
1165,binden::V,ҫых,binda
1166,stecken::V,чик,sticka
1167,brechen::V,хуҫ,bryta
1168,brechen::V,хуҫ,brista
1169,klopfen::V,такка,banka
1170,klopfen::V,такка,klappa
1171,hauen::V,шакка,hugga
1172,kleben::V,ҫыпӑҫтар,klistra
1173,reiben::V,сӑтӑр,gnida
1174,streichen::V,сӗр,smörja
1175,schleifen::V,хӑйра,slipa
1176,schneiden::V,кас,skära
1177,schneiden::V,кас,klippa
1178,rütteln::V,лӑка,skaka
1179,rütteln::V,силлентер,skaka
1180,schütteln::V,лӑка,rista
1181,schütteln::V,силлентер,rista
1182,schwenken::V,сулла,svänga
1183,schütten::V,тултар,hälla
1184,füllen::V,тултар,fylla
1185,einwickeln::V,чӗрке,slå in
1186,einwickeln::V,чӗрке,veckla in
1187,tragen::V,ҫӗкле,bära
1188,schleppen::V,сӗтӗр,släpa
1189,ziehen::V,тӑс,dra
1190,aufbewahren::V,усра,förvara
1191,aufbewahren::V,усра,ta vara på
1192,werfen::V,пӑрах,kasta
1193,fangen::V,тыт,fånga
1194,packen::V,тыт,gripa
1195,packen::V,тыт,gripa tag
1196,verstecken::V,пытарса хур,gömma
1197,teilen::V,уйӑр,dela
1198,teilen::V,пайла,dela
1199,schicken::V,яр,skicka
1200,bringen::V,кӳр,bringa
1201,hinzufügen::V,хуш,tillägga
1202,bekommen::V,ил,få
1203,bekommen::V,ил,erhålla
1204,bekommen::V,туян,få
1205,bekommen::V,туян,erhålla
1206,erhalten::V,ил,få
1207,erhalten::V,ил,erhålla
1208,erhalten::V,туян,få
1209,erhalten::V,туян,erhålla
1210,nehmen::V,ил,ta
1211,nehmen::V,ил,taga
1212,wählen::V,суйла,välja
1213,auswählen::V,суйла,utvälja
1214,bewahren::V,упра,bevara
1215,behindern::V,кансӗрле,hindra
1216,behindern::V,кансӗрле,förhindra
1217,behindern::V,чӑрмантар,hindra
1218,behindern::V,чӑрмантар,förhindra
1219,verderben::V,пӑс,förstöra
1220,beschädigen::V,пӑс,skada
1221,zerbrechen::V,ват,bryta isär
1222,zerbrechen::V,ват,bryta sönder
1223,zerbrechen::V,ҫӗмӗр,bryta isär
1224,zerbrechen::V,ҫӗмӗр,bryta sönder
1225,zerreißen::V,ҫур,riva sönder
1226,zerreißen::V,ҫур,slita sönder
1227,zerstören::V,иш,förstöra
1228,verbrennen::V,ҫунтар,bränna
1229,verbrennen::V,ҫунтар,bränna upp
1230,geben::V,пар,ge
1231,reichen::V,пар,räcka
1232,schenken::V,парнеле,skänka
1233,versprechen::V,тума пул,lova
1234,versprechen::V,сӑмах пар,lova
1235,wünschen::V,сун,önska
1236,loben::V,ырла,lova
1237,loben::V,ырла,beröma
1238,küssen::V,чуп ту,pussa
1239,wiegen::V,сиктер,vagga
1240,wiegen::V,силле,vagga
1241,zudecken::V,вит,täcka
1242,wecken::V,вӑрат,väcka
1243,zeigen::V,кӑтарт,visa
1244,führen::V,илсе пыр,föra
1245,führen::V,ҫавӑтса пыр,föra
1246,lehren::V,вёрент,lära
1247,unterrichten::V,вёрент,undervisa
1248,aufziehen::V,вӗрент,uppfostra
1249,leiten::V,тытса пыр,leda
1250,antreiben::V,васкат,driva på
1251,lassen::V,пусахла,få att
1252,lassen::V,хуш,få att
1253,einladen::V,чӗн,bjuda
1254,einladen::V,чӗн,inbjuda
1255,vereinigen::V,пӗрлештер,förena
1256,besuchen::V,ҫит,besöka
1257,besuchen::V,кӗрсе кур,besöka
1258,treffen::V,тӗл пул,möta
1259,treffen::V,тӗл пул,träffa
1260,sich versammeln::V,пуҫтарӑн,församla sig
1261,spielen::V,выля,leka
1262,spielen::V,выля,spela
1263,singen::V,юрла,sjunga
1264,tanzen::V,ташла,dansa
1265,sich trennen::V,уйрӑл,skiljas
1266,verlassen::V,хӑвар,lämna
1267,verlassen::V,хӑвар,överge
1268,retten::V,ҫӑл,rädda
1269,bewachen::V,хуралла,bevaka
1270,schützen::V,сыхла,skydda
1271,schützen::V,сыхла,beskydda
1272,verteidigen::V,хӳтӗле,försvara
1273,sich schlagen::V,ҫапӑҫ,slåss
1274,schießen::V,пер,skjuta
1275,siegen::V,ҫӗн,segra
1276,siegen::V,ҫӗнтер,segra
1277,ärgern::V,тарӑхтар,förarga
1278,ärgern::V,ҫиллентер,förarga
1279,schlagen::V,ҫап,slå
1280,treten::V,тап,sparka
1281,stechen::V,чик,sticka
1282,stoßen::V,чыш,stöta
1283,stehlen::V,вӑрла,stjäla
1284,stören::V,кансӗрле,störa
1285,belästigen::V,аптӑрат,genera
1286,belästigen::V,аптӑрат,besvära
1287,belästigen::V,хупла,genera
1288,belästigen::V,хупла,besvära
1289,verbergen::V,пытар,dölja
1290,täuschen::V,суй,vilseleda
1291,betrügen::V,ултала,bedra
1292,töten::V,вӗлер,döda
1293,wohnen::V,чуна пар,bo
1294,wohnen::V,парӑнса тӑр,bo
1295,arbeiten::V,ӗҫле,arbeta
1296,sammeln::V,пух,samla
1297,pflücken::V,тат,plocka
1298,jagen::V,сунара ҫӳре,jaga
1299,fischen::V,пулӑ тыт,fiska
1300,fassen::V,тыт,fånga
1301,hüten::V,кӗт,vakta
1302,treiben::V,хӑвала,driva
1303,anbinden::V,кӑкар,binda fast
1304,füttern::V,ҫитер,fodra
1305,melken::V,су,mjölka
1306,hacken::V,вакла,hacka
1307,gießen::V,шӑвар,hälla
1308,gießen::V,шӑвар,vattna
1309,reifen::V,пиҫ,mogna
1310,zubereiten::V,пӗҫер,tillaga
1311,zubereiten::V,пӗҫер,tillreda
1312,kochen::V,пӗҫер,koka
1313,backen::V,пӗҫер,baka
1314,braten::V,ӑшала,steka
1315,umrühren::V,хутӑштар,röra om
1316,stricken::V,ҫых,sticka
1317,nähen::V,ҫӗле,sy
1318,färben::V,пӗвет,färga
1319,reinigen::V,тасат,rensa
1320,reinigen::V,тасат,rengöra
1321,waschen::V,ҫу,tvätta
1322,abwischen::V,шӑл,torka av
1323,spülen::V,чӳхе,spola
1324,spülen::V,чӳхе,skölja
1325,fegen::V,шӑл,feja
1326,kehren::V,шӑл,sopa
1327,baden::V,шыва кӗр,bada
1328,sich waschen::V,ҫӑвӑн,tvätta sig
1329,ausziehen::V,салан,ta av
1330,anziehen::V,тӑхӑн,ta på
1331,sich anziehen::V,тӑхӑн,klä på sig
1332,kämmen::V,тура,kamma
1333,schmücken::V,илемлет,pynta
1334,schmücken::V,илемлет,smycka
1335,sagen::V,те,säga
1336,sprechen::V,кала,tala
1337,reden::V,сӑмахла,tala
1338,reden::V,сӑмахла,prata
1339,reden::V,калаҫ,tala
1340,reden::V,калаҫ,prata
1341,sich unterhalten::V,пупле,prata
1342,fragen::V,ыйт,fråga
1343,fragen::V,ыйт,spörja
1344,bitten::V,ыйт,be
1345,erzählen::V,каласа пар,berätta
1346,mitteilen::V,пӗлтер,meddela
1347,mitteilen::V,хыпарла,meddela
1348,nennen::V,те,kalla
1349,nennen::V,чӗн,kalla
1350,rufen::V,чӗн,ropa
1351,prahlen::V,мухтан,pråla
1352,prahlen::V,мухтан,skryta
1353,prahlen::V,вӗҫкӗнлен,pråla
1354,prahlen::V,вӗҫкӗнлен,skryta
1355,übersetzen::V,куҫар,tolka
1356,übersetzen::V,куҫар,översätta
1357,denken::V,шухӑшла,tänka
1358,glauben::V,ӗнен,tro
1359,bemerken::V,асӑрха,uppmärksamma
1360,bemerken::V,асӑрха,lägga märke till
1361,erkennen::V,палла,känna igen
1362,begreifen::V,ӑнлан,begripa
1363,verstehen::V,пӗл,förstå
1364,lernen::V,вӗрен,lära sig
1365,wissen::V,пӗл,veta
1366,wissen::V,ӑнкар,veta
1367,sich erinnern an::V,аса ил,minnas
1368,sich erinnern an::V,аса ил,komma ihåg
1369,vergessen::V,ман,glömma
1370,vergessen::V,манса кай,glömma
1371,messen::V,виҫ,mäta
1372,zählen::V,шутла,räkna
1373,rechnen::V,шутла,räkna
1374,lesen::V,вула,läsa
1375,malen::V,ӳкер,måla
1376,zeichnen::V,ӳкер,teckna
1377,schreiben::V,ҫыр,skriva
1378,besitzen::V,тыт,äga
1379,besitzen::V,тыт,besitta
1380,kaufen::V,ил,köpa
1381,kaufen::V,туян,köpa
1382,verkaufen::V,сут,sälja
1383,bezahlen::V,тӳле,betala
1384,zahlen::V,тӳле,betala
1385,beherrschen::V,тыт,behärska
1386,ertragen::V,тӳс,tåla
1387,ertragen::V,тӳс,uthärda
1388,Bauch::N,,buk
1389,Bauch::N,,mage
