,Concept_ID,ab,uz
720,wohin::FADV,аба-,qayerga
721,wohin::FADV,ахь-,qayerga
722,wie::FADV,-шҕа,qanday
723,warum::FADV,избан,nega
724,wieviel::FNUM,заҟа,qancha
725,eins::NUM,акы,bir
726,eins::NUM,аӡәы,bir
727,zwei::NUM,ҩба,ikki
728,drei::NUM,хҕа,uch
729,vier::NUM,ҕшьба,to'rt
730,fünf::NUM,хəба,besh
731,sechs::NUM,фба,olti
732,sieben::NUM,Бжьба,etti
733,acht::NUM,ааба,sakkiz
734,neun::NUM,жәба,to'qqiz
735,zehn::NUM,жәаба,o'n
736,elf::NUM,жәеизатәи,o'n bir
737,zwölf::NUM,жәаҩа,o'n ikki
738,zwanzig::NUM,ҩажәа,yigirma
739,dreißig::NUM,ҩажәижәабатәи,o'ttiz
740,vierzig::NUM,ҩынҩажәа,qirq
741,fünfzig::NUM,ҩынҩажәеижәаба,ällik
742,sechzig::NUM,хынҩажәа,oltmish
743,siebzig::NUM,хынҩажәижәаба,etmish
744,achtzig::NUM,ҕшьынҩажәа,sakson
745,neunzig::NUM,ҕшьынҩажәижәаба,to'qson
746,hundert::NUM,шәкы,yuz
747,tausend::NUM,зқьы,ming
748,und::CNJ,-и,va
749,oder::CNJ,ма,yo
750,stehen::V,агылазаара,turmoq
751,sitzen::V,атəара,o'tirmoq
752,sitzen::V,атəа(заа)ра,o'tirmoq
753,liegen::V,аиара,yotmoq
754,hängen::V,акнаҳара,osilmoq
755,werden::V,аҟалара,bo'lmoq
756,passieren::V,аҟалара,bo'lib o'tmoq
757,beginnen::V,алагара,boshlanmoq
758,enden::V,алгара,bitmoq
759,wechseln::V,аҽыҧсахра,o'zgarmoq
760,aufgehen[Sonne]::V,агылара,chiqmoq
761,aufgehen[Sonne]::V,ахашлара,chiqmoq
762,aufgehen[Sonne]::V,аҩаҵхахара,chiqmoq
763,untergehen[Sonne]::V,аҭашəара,botmoq
764,scheinen[Sonne]::V,акаҧхара,yaraqlamoq
765,donnern::V,адыдра,gulduramoq
766,wehen::V,асра,elpimoq
767,strömen::V,акаҭəара,oqmoq
768,fließen::V,ацара,oqmoq
769,sich drehen::V,ахагьежьра,aylanmoq
770,schwanken::V,аҵысра,qoqilmoq
771,schwingen::V,ахызазара,lopillamoq
772,schwingen::V,акьаандара,lopillamoq
773,fallen::V,акаҳара,tushmoq
774,brennen::V,абылра,yonmoq
775,rauchen::V,ахылҵра,tutamoq
776,regnen::V,аура,yomg'ir yog'moq
777,gefrieren::V,аҵаара,muzlamoq
778,tauen::V,аӡҭра,ärimoq
779,schmelzen::V,ақəӡыҭра,ärimoq
780,schmelzen::V,аҭəара,ärimoq
781,trocknen::V,абара,qurimoq
782,sieden::V,ашра,qaynamoq
783,faulen::V,абаара,chirimoq
784,verfaulen::V,абаара,chirimoq
785,verfaulen::V,аилашра,chirimoq
786,reißen::V,аҧжəара,qayt qilmoq
787,versinken::V,аӡааҟəрылара,g'arq bo'lmoq
788,vergehen::V,ацара,o'tmoq
789,erscheinen::V,ацəырҵра,zuhur ätmoq
790,verschwinden::V,аҵашəкəара,yo'qolmoq
791,sinken::V,атəара,pasaymoq
792,sinken::V,алаҟəра,pasaymoq
793,abnehmen::V,ацӡаара,kamaymoq
794,abnehmen::V,аиҵалара,kamaymoq
795,zunehmen::V,аҽырҭбаара,urchimoq
796,zunehmen::V,аиҵыҵра,urchimoq
797,zunehmen::V,арацəахара,urchimoq
798,steigen::V,азҳара,oshmoq
799,steigen::V,ашьҭыҵра,oshmoq
800,steigen::V,адухара,oshmoq
801,steigen::V,ацлара,oshmoq
802,wachsen::V,азҳара,o'smoq
803,glänzen::V,ацыр-цырра,porlamoq
804,glänzen::V,ацыҩ-цыҩра,porlamoq
805,glänzen::V,аказказра,porlamoq
806,funkeln::V,ашап-шапра,yalt ätmoq
807,funkeln::V,ацым-цымра,yalt ätmoq
808,lärmen::V,ашьҭыбжьгара,taraq ätmoq
809,lärmen::V,аҕьҕьаҳәа аилалара,taraq ätmoq
810,läuten::V,аҵəҵəасра,jiringlamoq
811,klingeln::V,аҵəҵəасра,jiringlamoq
812,klirren::V,ахьархьарра,sharaqlamoq
813,klirren::V,архьархьарра,sharaqlamoq
814,brausen::V,аилаҽҽара,vag'illamoq
815,brausen::V,еилашуера,vag'illamoq
816,klingen::V,агара,yangramoq
817,klingen::V,ашьҭыбжь гара,yangramoq
818,bellen::V,ашра,hurmoq
819,heulen::V,ауура,uvlamoq
820,blasen::V,аҭəҳəара,puflamoq
821,pfeifen::V,ашəшəра,xushtak chalmoq 
822,schreien::V,аҳəҳəара,qiyqirmoq
823,schreien::V,ахəаара,qiyqirmoq
824,schreien::V,аҟаара,qiyqirmoq
825,stöhnen::V,ақьра,nola qilmoq
826,zittern::V,аҵыс-ҵысра,titramoq
827,leben::V,аҟазаара,yashamoq
828,geboren werden::V,Аира,tug'ilmoq
829,atmen::V,аҕсыҕ лагаҩагара,nafas chiqarmoq
830,trinken::V,ажəра,ichmoq
831,essen::V,акрыфара,emoq
832,schlucken::V,албаадара,yutmoq
833,müde werden::V,ааҕсара,horimoq
834,einschlafen::V,ацəара,uxlab qolmoq
835,schlafen::V,ацəазаара,uxlamoq
836,aufwachen::V,аҿыхара,uyg'onmoq
837,aufstehen::V,Агəылҵра,qo'pmoq
838,sich erholen::V,аҧсшьара,dam olmoq
839,krank werden::V,ачмазаҩхара,kasallanmoq
840,krank sein::V,аҳəарҧсарра,betob yotmoq
841,schmerzen::V,ахьра,og'rimoq
842,husten::V,аимҳәара,yo'talmoq
843,genesen::V,абзиахара,tuzalmoq
844,genesen::V,аӷəӷəахара,tuzalmoq
845,sterben::V,аҧсра,o'lmoq
846,umkommen::V,аҭахара,halok bo'lmoq
847,sich bewegen::V,аиҭаҵра,harakat qilmoq
848,sich rühren::V,ақəацара,qimirlamoq
849,sich erheben::V,аҩагылара,qo'pmoq
850,sich setzen::V,атəара,o'tirmoq
851,hinfallen::V,акаҳара,yiqilmoq
852,laufen::V,аныҟəара,yurmoq
853,schreiten::V,ашьаҿа еихгара,yurmoq
854,spazierengehen::V,анеи-ааира,sayr ätmoq
855,eilen::V,аццакра,tezlamoq
856,sich beeilen::V,аццакра,shoshmoq
857,sausen::V,аҧырра,chopqillamoq
858,sausen::V,иҭрысны,chopqillamoq
859,sausen::V,ишьҭҟьаны ацара,chopqillamoq
860,rennen::V,аҩра,yugurmoq
861,springen::V,аҧара,sakramoq
862,klettern::V,ақəлара,yuqorilamoq
863,schaukeln::V,аҟəараҟəанҽара,irg'amoq
864,kriechen::V,аҳəазара,ämaklamoq
865,schwimmen::V,аӡсара,suzmoq
866,tauchen::V,ахəӡааҵəира,chu'mmoq
867,rudern::V,аҵшьра,eshkak eshmoq
868,fahren::V,акала,haydamoq
869,fliegen::V,аҧырра,uchmoq
870,gehen::V,аиҭаҵра,bormoq
871,weggehen::V,ацара,ketoq
872,abfahren::V,адəықəлара,jo'namoq
873,abfahren::V,ацара,jo'namoq
874,anhalten::V,ааныргылара,to'xtamoq
875,hineingehen::V,аҭалара,kirmoq
876,eintreten::V,аҩналара,kirmoq
877,kommen::V,аара,kelmoq
878,kommen::V,ааира,kelmoq
879,ankommen::V,ааира,etib kelmoq
880,ankommen::V,аара,etib kelmoq
881,ankommen::V,анеира,etib kelmoq
882,zurückkommen::V,азыхынҳəра,qaytib kelmoq
883,bleiben::V,аанхара,qolmoq
884,bleiben::V,анхара,qolmoq
885,bleiben::V,аангылара,qolmoq
886,warten::V,азҧшзаара,poylamoq
887,erwarten::V,азҧшра,kutmoq
888,suchen::V,ашьҭазаара,izlamoq
889,finden::V,аҧшаара,topmoq
890,versuchen::V,аҽазкра,chalishmoq
891,vorbereiten::V,армазеира,hozirlamoq
892,lieben::V,абзиабара,sevmoq
893,mögen::V,агəаҧхара,ardoqlamoq
894,lachen::V,аччара,kulmoq
895,rühren::V,арҵəуара,ta'sirlantirmoq
896,weinen::V,аҵəуара,yig'lamoq
897,schimpfen::V,ацəҳара,koyinmoq
898,sich ärgern::V,агəаара,g'azab qilmoq
899,sich fürchten::V,аӡыӡара,hurkmoq
900,fürchten::V,ацəшəара,qo'rqmoq
901,fliehen::V,абналара,qochmoq
902,fliehen::V,ацəцара,qochmoq
903,flüchten::V,абналара,qochmoq
904,flüchten::V,ацəцара,qochmoq
905,sehen::V,абара,ko'rmoq
906,anschauen::V,ахəаҧшра,razm solmoq
907,ansehen::V,ахəаҧшра,razm qilmoq
908,hören::V,аҳара,äshitmoq
909,zuhören::V,азыӡырҩра,tinglamoq
910,probieren::V,аҧышəара,tatib ko'rmoq
911,riechen::V,афыҩра,iskamoq
912,fühlen::V,анырра,sezmoq
913,fühlen::V,ацәакырра,sezmoq
914,scheinen::V,шәа,tuyilmoq
915,scheinen::V,аацәырҵа,tuyilmoq
916,vernehmen::V,аҳара,äshitmoq
917,frieren::V,ашəра,sovuq qotmoq
918,frieren::V,аҵаара,sovuq qotmoq
919,tun::V,аҟаҵара,ätmoq
920,können::V,алшара,-a olmoq
921,können::V,алшара,-y olmoq
922,wollen::V,аҭахра,istamoq
923,anfangen::V,алагара,boshlamoq
924,beenden::V,алгара,bitirmoq
925,aufhören::V,аҟəыҵра,tinmoq
926,gelingen::V,аура,muvaffaqiyat qozonmoq
927,gelingen::V,аманшəалахара,muvaffaqiyat qozonmoq
928,gelingen::V,алҵра,muvaffaqiyat qozonmoq
929,geraten::V,нзаарын,bo'lmoq
930,öffnen::V,аартра,ochmoq
931,schließen::V,аркра,yopmoq
932,stellen::V,аргылара,qo'ymoq
933,setzen::V,артəара,o'tqazmoq
934,legen::V,ақəҵара,yotqizmoq
935,berühren::V,акьысра,tegmoq
936,berühren::V,алакьысра,tegmoq
937,verbinden::V,аҿаҳəара,ulamoq
938,bedecken::V,ақəршəра,bekitmoq
939,aufhängen::V,акнаҳара,ildirmoq
940,anzünden::V,аркра,yondirmoq
941,aufheben::V,ашьҭыхра,ko'tarmoq
942,zurücklassen::V,аныжьра,ayrilmoq
943,verlieren::V,ацəыӡра,yo'qotmoq
944,fallen lassen::V,ацəкаҳара,tushirmoq
945,machen::V,ачаҧара,qilmoq
946,herstellen::V,аиҵдара,chiqarmoq
947,bauen::V,аргылара,solmoq
948,reparieren::V,арҽеира,tuzatmoq
949,verbessern::V,аиҕьтəра,isloh qilmoq
950,ändern::V,аҧсахра,o'zgartirmoq
951,graben::V,ажра,qazimoq
952,beugen::V,арҟəра,bukmoq
953,beugen::V,архəара,bukmoq
954,biegen::V,арҟəра,bukmoq
955,biegen::V,архəара,bukmoq
956,drehen::V,аргьежьра,aylantirmoq
957,umdrehen::V,аарҳәра,ag'darmoq
958,heben::V,аҩахара,yuksaltirmoq
959,heben::V,араҳара,yuksaltirmoq
960,hochheben::V,ахагалара,ko'tarmoq
961,hochheben::V,ашьҭҳəара,ko'tarmoq
962,halten::V,акра,tutmoq
963,drücken::V,ақəрӷəӷəара,bosmoq
964,schieben::V,аҵгəара,surmoq
965,schieben::V,агəара,surmoq
966,kratzen::V,ацəҟьара,qashimoq
967,lecken::V,арбзара,mijimoq
968,beißen::V,ацҳара,tishlamoq
969,abreißen::V,амжəара,emirmoq
970,abschneiden::V,ахҵəара,cho'rt kesmoq
971,abschneiden::V,аҿахҵəара,cho'rt kesmoq
972,binden::V,аҿаҳəара,bog'lamoq
973,stecken::V,алаҵара,suqmoq
974,brechen::V,аҧҵəара,sindirmoq
975,klopfen::V,асра,dukurlamoq
976,hauen::V,ақəкшара,urmoq
977,kleben::V,аҷабра,yopishtirmoq
978,reiben::V,арҟəыҷра,surkamoq
979,streichen::V,ахьшьра,surkamoq
980,schleifen::V,ахра,qayramoq
981,schneiden::V,аҧҟара,kesmoq
982,rütteln::V,арҵысра,chayqamoq
983,schütteln::V,аршəшəара,chayqamoq
984,schwenken::V,аҟьара,chayqatmoq
985,schütten::V,аҭаҭəара,quymoq
986,füllen::V,арҭəра,to'ldirmoq
987,einwickeln::V,алаҳəара,chulg'amoq
988,tragen::V,аҩагара,tashimoq
989,schleppen::V,арҳəазара,sudramoq
990,ziehen::V,ахара,tortmoq
991,aufbewahren::V,аҵəахра,tutmoq
992,werfen::V,аршəра,tashlamoq
993,fangen::V,акра,tutmoq
994,packen::V,анкра,opqochmoq
995,packen::V,аҵкаара,opqochmoq
996,verstecken::V,аҵəахра,yashirmoq
997,teilen::V,ашара,bo'lmoq
998,schicken::V,ашьҭра,yubormoq
999,bringen::V,аагара,keltirmoq
1000,hinzufügen::V,ацҵара,tirkamoq
1001,bekommen::V,аҧшаара,olmoq
1002,bekommen::V,архиара,olmoq
1003,bekommen::V,аура,olmoq
1004,erhalten::V,аиура,olmoq
1005,nehmen::V,агара,olmoq
1006,wählen::V,алҧшаара,saylamoq
1007,auswählen::V,алхра,saylamoq
1008,behindern::V,аҧырхагахара,xalal bermoq
1009,verderben::V,алгара,xazon qilmoq
1010,verderben::V,абжьыхра,xazon qilmoq
1011,verderben::V,аҧхасҭатəра,xazon qilmoq
1012,beschädigen::V,аҧхасҭатəра,buzmoq
1013,zerbrechen::V,аҧҽра,sindirmoq
1014,zerreißen::V,аҧжəара,yirtmoq
1015,zerstören::V,аилаҧыххаара,vayron qilmoq
1016,verbrennen::V,абылра,kuydirmoq
1017,geben::V,аҭара,bermoq
1018,reichen::V,аҭара,bermoq
1019,schenken::V,аҩгара,sovg'a qilmoq
1020,versprechen::V,ақəргəыӷра,va'da bermoq
1021,loben::V,арҽхəара,maqtamoq
1022,küssen::V,агəӡра,o'pmoq
1023,zudecken::V,аҵахҩара,yopmoq
1024,zudecken::V,ақəршəра,yopmoq
1025,wecken::V,арҿыхара,uyg'otmoq
1026,zeigen::V,арбара,ko'rsatmoq
1027,führen::V,аныҟəгара,boshlik bo'lmoq
1028,lehren::V,арҵара,o'rgatmoq
1029,unterrichten::V,арҧхьара,dars bermoq
1030,aufziehen::V,ааӡара,o'stirmoq
1031,leiten::V,ахагылазаара,boshqarmoq
1032,antreiben::V,арццакра,shoshiltirmoq
1033,lassen::V,арҟаҵара,ruxsat bermoq
1034,einladen::V,ааҕхьара,taklif kilmoq
1035,einladen::V,анаҧхьара,taklif kilmoq
1036,vereinigen::V,аилаҵара,qo'shmoq
1037,besuchen::V,абара,mehmonga bormoq
1038,treffen::V,аҧылара,duchor bo'lmoq
1039,sich versammeln::V,аизара,to'planmoq
1040,spielen::V,ахəмарра,o'ynamoq
1041,singen::V,ашəаҳəара,yalla qilmoq
1042,tanzen::V,акəашара,raqs qilmoq
1043,sich trennen::V,аилыҵра,yakkalanmoq
1044,verlassen::V,акажьра,qoldirmoq
1045,retten::V,Аиқəрхара,qutqazmoq
1046,bewachen::V,ахьчара,qo'rimoq
1047,schützen::V,ацəыхьчара,yoniga olmoq
1048,verteidigen::V,ахьчара,yoqlamoq
1049,sich schlagen::V,аисра,yoqalashmoq
1050,schießen::V,ахысра,otmoq
1051,siegen::V,аиааира,engmoq
1052,ärgern::V,аргəаара,jahl chiqarmoq
1053,schlagen::V,асра,urmoq
1054,schlagen::V,аҭасра,urmoq
1055,stechen::V,алакшара,qadamoq
1056,stoßen::V,агəҭасра,turtmoq
1057,stehlen::V,аӡара,o'g'rilamoq
1058,stören::V,аҧырхагахара,tebratmoq
1059,belästigen::V,аргəамҵра,g'ashini keltirmoq
1060,verbergen::V,аӡара,berkitmoq
1061,täuschen::V,ажьара,aldamoq
1062,betrügen::V,ажьара,tirriq qilmoq
1063,töten::V,ашьра,o'ldirmoq
1064,wohnen::V,анхара,istiqomat qilmoq
1065,arbeiten::V,аусура,ishlamoq
1066,sammeln::V,аҟəшəара,yig'moq
1067,pflücken::V,аҿыршəара,termoq
1068,pflücken::V,аҿыхра,termoq
1069,jagen::V,ашəарыцара,ov qilmoq
1070,fischen::V,аҧсыӡ икуеит,baliq ovlamoq
1071,fassen::V,акра,ilinmoq
1072,hüten::V,арҳəра,boqtirmoq
1073,hüten::V,ахьчара,boqtirmoq
1074,treiben::V,акацара,haydamoq
1075,anbinden::V,адҳəалара,bog'lamoq
1076,füttern::V,акырҿаҵара,edirmoq
1077,melken::V,ахьара,sog'moq
1078,hacken::V,аҟəаҟəара,chopmoq
1079,gießen::V,аҵаҭəара,oqizmoq
1080,reifen::V,ашəра,qizarmoq
1081,reifen::V,аҟалара,qizarmoq
1082,zubereiten::V,ацура,pishirmoq
1083,kochen::V,ажəра,qaynatmoq
1084,backen::V,аӡра,yopmoq
1085,braten::V,аӡра,qovurmoq
1086,umrühren::V,аилрыхра,atalamoq
1087,stricken::V,аҧара,to'qimoq
1088,nähen::V,аӡахра,tikmoq
1089,färben::V,ашəра,bo'yoqlamoq
1090,reinigen::V,арыцқьара,tozalamoq
1091,waschen::V,аӡәӡәара,yuvmoq
1092,abwischen::V,арбара,surkamoq
1093,spülen::V,аҭыршара,chaymoq
1094,fegen::V,аҧссара,cho'tkalamoq
1095,baden::V,аҽыкəабара,cho'milmoq
1096,sich waschen::V,аҽыӡəӡəара,yuvinmoq
1097,ausziehen::V,ашəыхра,echintirmoq
1098,anziehen::V,ашəҵара,kiymoq
1099,sich anziehen::V,аҽеилаҳəара,kiyinmoq
1100,kämmen::V,аҳəара,taramoq
1101,schmücken::V,арҧшӡара,yasatmoq
1102,sagen::V,аҳəара,aytmoq
1103,sprechen::V,ацəажəара,so'zlamoq
1104,reden::V,ацəажəара,gapirmoq
1105,reden::V,аицәажәара,gapirmoq
1106,sich unterhalten::V,аицәажәара,suhbatlashmoq
1107,fragen::V,азҵаара,so'ramoq
1108,bitten::V,аҳəара,iltimos qilmoq
1109,erzählen::V,аҳəара,aytib bermoq
1110,mitteilen::V,азыцҳара,bildirmoq
1111,nennen::V,ахьӡҵара,atamoq
1112,rufen::V,азҿыҭра,chaqirmoq
1113,prahlen::V,аҽхəара,gerdaymoq
1114,übersetzen::V,аиҭагара,tarjima qilmoq
1115,denken::V,азхəыцра,o'ylamoq
1116,glauben::V,ахаҵара,ishonmoq
1117,bemerken::V,агəаҭара,payqamoq
1118,erkennen::V,адырра,tanimoq
1119,begreifen::V,аилкаара,tushunmoq
1120,verstehen::V,аҳара,anglamoq
1121,lernen::V,аҵара,o'qimoq
1122,wissen::V,адырра,bilmoq
1123,sich erinnern an::V,агəаларшəара,äsni tanimoq
1124,vergessen::V,ахашҭра,unutmoq
1125,messen::V,ашəара,o'lchamoq
1126,zählen::V,аҧхьаӡара,raqamlamoq
1127,rechnen::V,аҳасабра,cho'tlamoq
1128,lesen::V,аҧхьара,o'qimoq
1129,besitzen::V,амазаара,ägalamoq
1130,kaufen::V,Аахəара,olmoq
1131,verkaufen::V,аҭира,sotmoq
1132,bezahlen::V,ахҭынҵара,to'lamoq
1133,bezahlen::V,ашəара,to'lamoq
1134,zahlen::V,ашəара,to'lamoq
1135,ertragen::V,ачҳара,chidamoq
1136,Moor::N,,qir-adir
1137,Kralle::N,,tirnoq
1138,Schwarm::N,,to'da
1139,Sache::N,,buyum
1140,Menge::N,,miqdor
1141,Essen::N,,tomoq
1142,Geschäft::N,,savdo
1143,Monat::N,,oy
1144,Jahr::N,,yil
1145,dünn::A,,ingichka
1146,roh::A,,xom
1147,durch::PRP,,bo'ylab
1148,was::FPRN,,nima
1149,rauschen::V,,shitirlamoq
1150,zu sehen sein::V,,ko'rinmoq
1151,wenden::V,,burmoq
1152,ergreifen::V,,tutamlamoq
1153,bewahren::V,,saqlamoq
1154,wünschen::V,,orziqmoq
1155,wiegen::V,,tebratmoq
1156,treten::V,,tepmoq
1157,kehren::V,,supurmoq
1158,malen::V,,rasm solmoq
1159,zeichnen::V,,chizmoq
1160,schreiben::V,,yozmoq
1161,beherrschen::V,,ägalamoq
