,Concept_ID,pt,ka
118,Wiese::N,prado,მდელო
119,Wald::N,bosque,ტყე
120,Wald::N,floresta,ტყე
121,Hügel::N,colina,ბორცვი
122,Anhöhe::N,alto,მაღლობი
123,Anhöhe::N,outeiro,მაღლობი
124,Berg::N,monte,მთა
125,Berg::N,montanha,მთა
126,Gipfel::N,pico,მწვერვალი
127,Höhle::N,caverna,მღვიმე
128,Höhle::N,caverna,გამოქვებული
129,Abhang::N,encosta,ფერდობი
130,Quelle::N,fonte,წყარო
131,Quelle::N,fonte,სათავე
132,Bach::N,regato,რუ
133,Bach::N,regato,ნაკადული
134,Bach::N,ribeiro,რუ
135,Bach::N,ribeiro,ნაკადული
136,Fluss::N,rio,მდინარე
137,Ufer::N,beira,კიდე
138,Ufer::N,beira,ნაპირი
139,Küste::N,costa,ნაპირი
140,Festland::N,terra firme,ხმელეთი
141,Meer::N,mar,ზღვა
142,Bucht::N,baía,ყურე
143,Insel::N,ilha,კუნძული
144,Blume::N,flor,ყვავილი
145,Gras::N,erva,ბალახი
146,Wurzel::N,raiz,ძირი
147,Wurzel::N,raiz,ფესვი
148,Baum::N,árvore,ხე
149,Stamm::N,tronco,ტანი
150,Rinde::N,casca,ქერქი
151,Ast::N,ramo,ტოტი
152,Zweig::N,galho,შტო
153,Blatt::N,folha,ფოთოლი
154,Birke::N,bétula,არყი
155,Kiefer[Baum]::N,pinheiro,ფიჭვი
156,Weide[Baum]::N,salgueiro,ტირიფი
157,Tanne::N,abeto,ნაძვი
158,Horn::N,corno,რქა
159,Horn::N,chifre,რქა
160,Feder::N,pena,ფრთა
161,Fell::N,pele,ტყავი
162,Flügel::N,asa,ფრთა
163,Klaue::N,pata,კლანჭი
164,Kralle::N,unha,ტორი
165,Kralle::N,garra,ტორი
166,Schwanz::N,rabo,კუდი
167,Schwanz::N,cauda,კუდი
168,Ei::N,ovo,კვერცხი
169,Nest::N,ninho,ბუდე
170,Bau::N,toca,სორო
171,Bau::N,covil,სორო
172,Tier::N,animal,ნადირი
173,Tier::N,animal,ცხოველი
174,Herde::N,rebanho,ფარა
175,Kuh::N,vaca,ფური
176,Kuh::N,vaca,ძროხა
177,Bulle::N,touro,ხარი
178,Pferd::N,cavalo,რაში
179,Pferd::N,cavalo,ცხენი
180,Schaf::N,ovelha,ცხვარი
181,Schwein::N,porco,ღორი
182,Hund::N,cão,ძაღლი
183,Katze::N,gata,კატა
184,Bär::N,urso,დათვი
185,Eichhörnchen::N,esquilo,ციყვი
186,Elch::N,alce,ცხენ-ირემი
187,Fuchs::N,raposa,მელა
188,Hase::N,lebre,კურდღელი
189,Maus::N,rato,თაგვი
190,Wolf::N,lobo,მგელი
191,Vogel::N,ave,ჩიტი
192,Vogel::N,ave,ფრინველი
193,Vogel::N,pássaro,ჩიტი
194,Vogel::N,pássaro,ფრინველი
195,Schwarm::N,bando,გუნდი
196,Schwarm::N,enxame,გუნდი
197,Huhn::N,galinha,დედალი
198,Hahn::N,galo,მამალი
199,Gans::N,ganso,ბატი
200,Adler::N,águia,არწივი
201,Ente::N,pata,იხვი
202,Eule::N,mocho,ბუ
203,Eule::N,coruja,ბუ
204,Kranich::N,grou,წერო
205,Krähe::N,gralha,ყვავი
206,Kuckuck::N,cuco,გუგული
207,Schwan::N,cisne,გედი
208,Fisch::N,peixe,თევზი
209,Barsch::N,perca,ქორჭილა
210,Hecht::N,lúcio,ქარიყლაპია
211,Schlange[Tier]::N,serpente,გველი
212,Wurm::N,verme,ჭია
213,Spinne::N,aranha,ობობა
214,Ameise::N,formiga,ჭიანჭველა
215,Laus::N,piolho,ტილი
216,Laus::N,piolho,მკბენარი
217,Mücke::N,mosquito,კოღო
218,Fliege::N,mosca,ბუზი
219,Schmetterling::N,borboleta,პეპელა
220,Beere::N,bago,კენკრა
221,Apfel::N,maçã,ვაშლი
222,Pilz::N,fungo,სოკო
223,Pilz::N,cogumelo,სოკო
224,Zwiebel::N,cebola,ხახვი
225,Saat::N,sementeira,თესლი
226,Korn::N,grão,მარცვალი
227,Heu::N,feno,თივა
228,Schale::N,casca,ჩენჩო
229,Grube::N,cova,ორმო
230,Grube::N,fossa,ორმო
231,Falle::N,armadilha,ხაფანგი
232,Schlinge::N,laço,მახე
233,Spur::N,pista,კვალი
234,Spur::N,vestígio,კვალი
235,Asche::N,cinza,ფერფლი
236,Dreck::N,sujidade,ტალახი
237,Dreck::N,sujidade,სიბინძურე
238,Eisen::N,ferro,რკინა
239,Gold::N,ouro,ოქრო
240,Silber::N,prata,ვერცხლი
241,Kohle::N,carvão,ნახშირი
242,Glas::N,vidro,მინა
243,Lehm::N,barro,თიხა
244,Lehm::N,argila,თიხა
245,Sand::N,areia,ქვიშა
246,Mensch::N,homem,ადამიანი
247,Mensch::N,pessoa,ადამიანი
248,Mann::N,homem,კაცი
249,Frau::N,mulher,ქალი
250,Kind::N,filho,ბავშვი
251,Kind::N,criança,ბავშვი
252,Junge::N,rapaz,ვაჟი
253,Junge::N,menino,ვაჟი
254,Mädchen::N,menina,გოგო
255,Mädchen::N,rapariga,გოგო
256,Familie::N,família,ოჯახი
257,Großvater::N,avô,პაპა
258,Großvater::N,avô,ბაბუა
259,Großmutter::N,avó,ბებია
260,Großmutter::N,avó,დიდედა
261,Eltern::N,pais,მშობლები
262,Vater::N,pai,მამა
263,Mutter::N,mãe,დედა
264,Sohn::N,filho,ვაჟიშვილი
265,Tochter::N,filha,ქალიშვილი
266,Bruder::N,irmão,ძმა
267,Schwester::N,irmã,და
268,Onkel::N,tio,ბიძა
269,Tante::N,tia,დეიდა
270,Tante::N,tia,მამიდა
271,Ehemann::N,esposo,ქმარი
272,Ehefrau::N,esposa,ცოლი
273,Freude::N,prazer,სიხარული
274,Freude::N,alegria,სიხარული
275,Gelächter::N,risada,სიცილი
276,Gelächter::N,gargalhada,სიცილი
277,Glück::N,felicidade,ბედნიერება
278,Kummer::N,aflição,მწუხარება
279,Kummer::N,desgosto,მწუხარება
280,Wunsch::N,desejo,წადილი
281,Wunsch::N,desejo,სურვილი
282,Lust::N,vontade,წადილი
283,Geist::N,mente,სული
284,Geist::N,espírito,სული
285,Gedanke::N,ideia,ფიქრი
286,Gedanke::N,pensamento,ფიქრი
287,Gedächtnis::N,memória,მეხსიერება
288,Verstand::N,razão,ჭკუა
289,Verstand::N,razão,გონება
290,Verstand::N,inteligência,ჭკუა
291,Verstand::N,inteligência,გონება
292,Sinn::N,sentido,მნიშვნელობა
293,Sinn::N,significado,მნიშვნელობა
294,Grund::N,causa,მიზეზი
295,Grund::N,motivo,მიზეზი
296,Wahrheit::N,verdade,სიმართლე
297,Wahrheit::N,verdade,ჭეშმარიტება
298,Gespräch::N,conversa,ბაასი
299,Gespräch::N,conversa,საუბარი
300,Gespräch::N,conversação,ბაასი
301,Gespräch::N,conversação,საუბარი
302,Märchen::N,conto,არაკი
303,Märchen::N,conto,ზღაპარი
304,Erzählung::N,conto,თქმულება
305,Erzählung::N,narrativa,თქმულება
306,Nachricht::N,mensagem,ცნობა
307,Nachricht::N,mensagem,ამბავი
308,Neuigkeit::N,notícia,სიახლე
309,Neuigkeit::N,novidade,სიახლე
310,Name::N,nome,სახელი
311,Rätsel::N,adivinha,გამოცანა
312,Rede::N,oração,სიტყვა
313,Rede::N,discurso,სიტყვა
314,Sprache::N,língua,ენა
315,Stimme::N,voz,ხმა
316,Wort::N,palavra,სიტყვა
317,Zeichen::N,marca,ნიშანი
318,Ruf::N,grito,ძახილი
319,Ruf::N,chamada,ძახილი
320,Lärm::N,ruído,ხმაური
321,Lärm::N,barulho,ხმაური
322,Laut::N,som,ხმა
323,Laut::N,som,ბგერა
324,Ton::N,tom,ტონი
325,Lied::N,canção,სიმღერა
326,Ruhe::N,calma,სიწყნარე
327,Ruhe::N,silêncio,სიწყნარე
328,Leute::N,gente,ადამიანები
329,Leute::N,pessoas,ადამიანები
330,Volk::N,povo,ერი
331,Volk::N,povo,ხალხი
332,Volk::N,nação,ერი
333,Volk::N,nação,ხალხი
334,Arbeit::N,trabalho,მუშაობა
335,Gast::N,hóspede,სტუმარი
336,Gast::N,convidado,სტუმარი
337,Geschenk::N,prenda,საჩუქარი
338,Geschenk::N,presente,საჩუქარი
339,Spiel::N,jogo,თამაში
340,Gesellschaft::N,companhia,საზოგადოება
341,Hilfe::N,ajuda,შველა
342,Hilfe::N,ajuda,დახმარება
343,Hilfe::N,socorro,შველა
344,Hilfe::N,socorro,დახმარება
345,Freund::N,amigo,მეგობარი
346,Kamerad::N,camarada,ამხანაგი
347,Angelegenheit::N,assunto,საქმე
348,Anzahl::N,número,ოდენობა
349,Anzahl::N,quantidade,ოდენობა
350,Art::N,tipo,სახეობა
351,Art::N,espécie,სახეობა
352,Stück::N,pedaço,ნატეხი
353,Teil::N,peça,წილი
354,Teil::N,parte,წილი
355,Hälfte::N,metade,ნახევარი
356,Kreis::N,círculo,წრე
357,Kreuz::N,cruz,ჯვარი
358,Linie::N,linha,ხაზი
359,Strich::N,traço,შტრიხი
360,Abstand::N,distância,მანძილი
361,Entfernung::N,distância,სიშორე
362,Gegend::N,área,არე
363,Gegend::N,área,მხარე
364,Gegend::N,região,არე
365,Gegend::N,região,მხარე
366,Platz::N,lugar,ფართობი
367,Ort::N,sítio,ადგილი
368,Seite::N,lado,მხარე
369,Mitte::N,meio,შუა
370,Gegenstand::N,objecto,საგანი
371,Sache::N,coisa,ნივთი
372,Rand::N,bordo,კიდე
373,Rand::N,margem,კიდე
374,Kante::N,borda,ნაწიბული
375,Kante::N,aresta,ნაწიბული
376,Ecke::N,esquina,კუთხე
377,Spitze::N,ponta,წვეტი
378,Ende::N,cabo,ბოლო
379,Ende::N,extremo,ბოლო
380,Loch::N,furo,ხვრელი
381,Loch::N,buraco,ხვრელი
382,Winkel::N,canto,კუთხე
383,Winkel::N,ângulo,კუთხე
384,Muster::N,padrão,მოხატულობა
385,Muster::N,desenho,მოხატულობა
386,Größe::N,tamanho,ზომა
387,Größe::N,tamanho,სიდიდე
388,Länge::N,comprimento,სიგრძე
389,Höhe::N,altura,სიმაღლე
390,Höhe::N,altitude,სიმაღლე
391,Gewicht::N,peso,წონა
392,Menge::N,quantidade,რაოდენობა
393,Haufen::N,pilha,გროვა
394,Reihe::N,fila,რიგი
395,Reihe::N,fila,წყება
396,Boot::N,barco,გემი
397,Ruder::N,remo,ხოფი
398,Ruder::N,remo,ნიჩაბი
399,Schlitten::N,trenó,მარხილი
400,Ski::N,esqui,თხილამური
401,Lagerfeuer::N,fogueira,კოცონი
402,Last::N,carga,ტვირთი
403,Gang::N,curso,სვლა
404,Gang::N,caminhada,სვლა
405,Schritt::N,passo,ბიჯი
406,Norden::N,norte,ჩრდილოეთი
407,Süden::N,sul,სამხრეთი
408,Westen::N,oeste,დასავლეთი
409,Westen::N,ocidente,დასავლეთი
410,Osten::N,este,აღმოსავლეთი
411,Osten::N,leste,აღმოსავლეთი
412,Osten::N,oriente,აღმოსავლეთი
413,Holz::N,madeira,ხე
414,Brett::N,tábua,დაფა
415,Brett::N,tábua,ფიცარი
416,Brett::N,prancha,დაფა
417,Brett::N,prancha,ფიცარი
418,Platte::N,laje,თლილი ქვა
419,Platte::N,chapa,თლილი ქვა
420,Stütze::N,apoio,საყრდენი
421,Stütze::N,suporte,საყრდენი
422,Stange::N,vara,ჭოკი
423,Stange::N,barra,ჭოკი
424,Stock::N,pau,კეტი
425,Stock::N,bengala,კეტი
426,Stab::N,bastão,ლატანი
427,Rohr::N,cano,მილაკი
428,Haus::N,casa,სახლი
429,Heim::N,lar,ოჯახის კერა
430,Heim::N,casa,ოჯახის კერა
431,Ofen::N,estufa,ღუმელი
432,Ofen::N,aquecedor,ღუმელი
433,Fußboden::N,piso,იატაკი
434,Tisch::N,mesa,სუფრა
435,Tisch::N,mesa,მაგიდა
436,Stuhl::N,cadeira,სკამი
437,Wiege::N,berço,აკვანი
438,Bett::N,cama,საწოლი
439,Bett::N,cama,სარეცელი
440,Regal::N,estante,თაროები
441,Regal::N,prateleira,თაროები
442,Kiste::N,caixa,ყუთი
443,Kiste::N,caixa,სკივრი
444,Fenster::N,janela,ფანჯარა
445,Fenster::N,janela,სარკმელი
446,Tür::N,porta,ბჭე
447,Tür::N,porta,კარი
448,Tor::N,portão,ჭიშკარი
449,Zaun::N,cerca,ღობე
450,Zaun::N,cerca,გალავანი
451,Zaun::N,vedação,ღობე
452,Zaun::N,vedação,გალავანი
453,Dach::N,telhado,სახურავი
454,Leiter::N,escada,კიბე
455,Leiter::N,escada móvel,კიბე
456,Besen::N,vassoura,ცოცხი
457,Spaten::N,pá,ნიჩაბი
458,Schaufel::N,pá,ბარი
459,Gabel::N,garfo,ჩანგალი
460,Löffel::N,colher,კოვზი
461,Messer::N,faca,დანა
462,Nagel::N,cravo,ლურსმანი
463,Netz::N,rede,ბადე
464,Haken::N,gancho,კავი
465,Haken::N,gancho,კაუჭი
466,Griff::N,asa,ტარი
467,Griff::N,cabo,ტარი
468,Schloss::N,fechadura,კლიტე
469,Schloss::N,fechadura,საკეტი
470,Bild::N,imagem,სურათი
471,Figur::N,figura,ფიგურა
472,Puppe::N,boneca,თოჯინა
473,Beutel::N,saco,პარკი
474,Beutel::N,bolsa,პარკი
475,Bündel::N,fardo,გალა
476,Bündel::N,fardo,ასხმა
477,Tasche::N,saco,ჩანთა
478,Tasche::N,bolso,ჩანთა
479,Eimer::N,balde,ჩამჩა
480,Deckel::N,tampa,ხუფი
481,Deckel::N,tampa,სარქველი
482,Geschirr::N,louça,ჭურჭელი
483,Sack::N,saca,ტომარა
484,Tasse::N,chávena,ფინჯანი
485,Topf::N,tacho,ქოთანი
486,Topf::N,panela,ქოთანი
487,Kessel::N,caldeira,ქვაბი
488,Essen::N,refeição,ჭამა
489,Nahrung::N,comida,საზრდო
490,Nahrung::N,comida,საკვები
491,Nahrung::N,alimento,საზრდო
492,Nahrung::N,alimento,საკვები
493,Speise::N,prato,საჭმელი
494,Fleisch::N,carne,ხორცი
495,Getreide::N,cereais,მარცვლოვანი
496,Brei::N,puré,ფაფა
497,Brot::N,pão,პური
498,Scheibe::N,fatia,ნაჭერი
499,Fett::N,banha,ქონი
500,Fett::N,banha,ცხიმი
501,Fett::N,gordura,ქონი
502,Fett::N,gordura,ცხიმი
503,Butter::N,manteiga,კარაქი
504,Öl::N,azeite,ზეთი
505,Salz::N,sal,მარილი
506,Suppe::N,sopa,სუფი
507,Suppe::N,caldo,სუფი
508,Honig::N,mel,თაფლი
509,Milch::N,leite,რძე
510,Tee::N,chá,ჩაი
511,Leder::N,couro,ტყავი
512,Wolle::N,lã,მატყლი
513,Stoff::N,pano,ქსოვილი
514,Stoff::N,tecido,ქსოვილი
515,Nadel::N,agulha,ნემსი
516,Faden::N,fio,ძაფი
517,Faden::N,fio,მკედი
518,Knopf::N,botão,ღილი
519,Knoten::N,nó,ნასკვი
520,Farbe::N,corante,საღებავი
521,Kleidung::N,roupa,ტანსაცმელი
522,Kleidung::N,vestuário,ტანსაცმელი
523,Hemd::N,camisa,ხალათი
524,Hemd::N,camisa,პერანგი
525,Kragen::N,gola,საყელო
526,Ärmel::N,manga,სახელო
527,Hose::N,calça,შარვალი
528,Gürtel::N,cinto,ქამარი
529,Mütze::N,boné,ქუდი
530,Mütze::N,barrete,ქუდი
531,Schuh::N,sapato,ფეხსაცმელი
532,Stiefel::N,bota,ჩექმა
533,Ring::N,anel,ბეჭედი
534,Band::N,fita,ბაფთი
535,Band::N,faixa,ბაფთი
536,Kamm::N,pente,სავარცხელი
537,Spiegel::N,espelho,სარკე
538,Riemen::N,correia,ღვედი
539,Schnur::N,corda,ლარი
540,Schnur::N,cordel,ლარი
541,Leine::N,trela,ჯაჭვი
542,Decke::N,cobertor,საბანი
543,Kissen::N,almofada,ბალიში
544,Tuch::N,pano,მაუდი
545,Tuch::N,pano,თავშალი
546,Handtuch::N,toalha,ხელსახოცი
547,Kraft::N,força,ძალა
548,Stärke::N,força,ღონე
549,Gesundheit::N,saúde,ჯანმრთელობა
550,Krankheit::N,doença,სენი
551,Krankheit::N,doença,ავადმყოფობა
552,Krankheit::N,enfermidade,სენი
553,Krankheit::N,enfermidade,ავადმყოფობა
554,Schmerz::N,dor,ტკივილი
555,Wunde::N,chaga,იარი
556,Wunde::N,chaga,ჭრილობა
557,Wunde::N,ferida,იარი
558,Wunde::N,ferida,ჭრილობა
559,Fieber::N,febre,ციება
560,Arznei::N,remédio,წამალი
561,Brücke::N,ponte,ხიდი
562,Brunnen::N,poço,ჭა
563,Weide::N,pastagem,საძოვარი
564,Pfad::N,senda,ბილიკი
565,Pfad::N,trilho,ბილიკი
566,Weg::N,caminho,გზა
567,Straße::N,via,შარაგზა
568,Straße::N,estrada,შარაგზა
569,Dorf::N,aldeia,დაბა
570,Dorf::N,aldeia,სოფელი
571,Stadt::N,cidade,ქალაქი
572,Brief::N,carta,წერილი
573,Buch::N,livro,წიგნი
574,Buchstabe::N,letra,ასო
575,Zeitung::N,jornal,გაზეთი
576,Leben::N,vida,სიცოცხლე
577,Tod::N,morte,სიკვდილი
578,Grab::N,túmulo,სამარე
579,Grab::N,túmulo,საფლავი
580,Grab::N,sepultura,სამარე
581,Grab::N,sepultura,საფლავი
582,Kirche::N,igreja,ეკლესია
583,Sünde::N,pecado,ცოდვა
584,Gott::N,deus,ღმერთი
585,Arbeiter::N,operário,მუშა
586,Arbeiter::N,trabalhador,მუშა
587,Chef::N,chefe,გამგე
588,Chef::N,patrão,გამგე
589,Meister::N,mestre,ოსტატი
590,Arzt::N,médico,ექიმი
591,Arzt::N,médico,მკურნალი
592,Lehrer::N,professor,მასწავლებელი
593,Geld::N,dinheiro,ფული
594,Geschäft::N,negócio,საქმე
595,Geschäft::N,negócio,ბიზნესი
596,Laden::N,loja,დუქანი
597,Laden::N,loja,მაღაზია
598,Preis::N,preço,ფასი
599,Ware::N,mercadoria,საქონელი
600,Nutzen::N,proveito,ხეირი
601,Reichtum::N,riqueza,სიმდიდრე
602,Welt::N,mundo,მსოფლიო
603,Land::N,país,მხარე
604,Land::N,país,ქვეყანა
605,Staat::N,Estado,სახელმწიფო
606,König::N,rei,მეფე
607,Macht::N,poder,ძლიერება
608,Macht::N,potência,ძლიერება
609,Grenze::N,fronteira,ზღვარი
610,Krieg::N,guerra,ომი
611,Feind::N,inimigo,მტერი
612,Gewalt::N,violência,სისასტიკე
613,Kampf::N,luta,ბრძოლა
614,Kampf::N,combate,ბრძოლა
615,Bogen[Waffe]::N,arco,მშვილდი
616,Pfeil::N,seta,ისარი
617,Pfeil::N,seta,მახვილი
618,Pfeil::N,flecha,ისარი
619,Pfeil::N,flecha,მახვილი
620,Gewehr::N,espingarda,თოფი
621,Gewehr::N,espingarda,შაშხანა
622,Fehler::N,erro,შეცდომა
623,Fehler::N,falha,შეცდომა
624,Lüge::N,mentira,სიცრუე
625,Schaden::N,dano,ვნება
626,Schaden::N,estrago,ვნება
627,Unglück::N,desgraça,ხიფათი
628,Unglück::N,desgraça,უბედურება
629,Schuld::N,culpa,ბრალი
630,Alter::N,idade,ასაკი
631,Schluss::N,fim,ბოლო
632,Schluss::N,fim,დასასრული
633,Zeit::N,tempo,დრო
634,Tag::N,dia,დღე
635,Morgen::N,manhã,დილა
636,Mittag::N,meio-dia,შუადღე
637,Abend::N,noite,საღამო
638,Abend::N,tardinha,საღამო
639,Nacht::N,noite,ღამე
640,Woche::N,semana,კვირა
641,Monat::N,mês,თვე
642,Jahr::N,ano,წელი
643,Frühling::N,primavera,გაზაფხული
644,Sommer::N,verão,ზაფხული
645,Herbst::N,outono,შემოდგომა
646,Winter::N,inverno,ზამთარი
647,Januar::N,Janeiro,იანვარი
648,Februar::N,Fevereiro,თებერვალი
649,März::N,Março,მარტი
650,April::N,Abril,აპრილი
651,Mai::N,Maio,მაისი
652,Juni::N,Junho,ივნისი
653,Juli::N,Julho,ივლისი
654,August::N,Agosto,აგვისტო
655,September::N,Setembro,სექტემბერი
656,Oktober::N,Outubro,ოქტომბერი
657,November::N,Novembro,ნოემბერი
658,Dezember::N,Dezembro,დეკემბერი
659,Montag::N,segunda-feira,ორშაბათი
660,Dienstag::N,terça-feira,სამშაბათი
661,Mittwoch::N,quarta-feira,ოთხშაბათი
662,Donnerstag::N,quinta-feira,ხუთშაბათი
663,Freitag::N,sexta-feira,პარასკევი
664,Samstag::N,sábado,შაბათი
665,Sonntag::N,domingo,კვირა
666,groß::A,grande,დიდი
667,klein::A,pequeno,მცირე
668,klein::A,pequeno,პატარა
669,lang::A,comprido,გრძელი
670,kurz::A,curto,მოკლე
671,breit::A,largo,ფართო
672,breit::A,largo,განიერი
673,schmal::A,estreito,ვიწრო
674,schmal::A,estreito,წვრილი
675,dicht::A,denso,მჭიდრო
676,dick[Gegenstand]::A,grosso,სქელი
677,dünn::A,delgado,წვრილი
678,fein::A,fino,თხელი
679,fein::A,subtil,თხელი
680,fest::A,firme,მყარი
681,fest::A,sólido,მყარი
682,flach::A,plano,ბრტყელი
683,glatt::A,liso,გლუ
684,hart::A,duro,მაგარი
685,weich::A,mole,რბილი
686,rund::A,redondo,მრგვალი
687,spitz::A,agudo,წვეტიანი
688,scharf::A,afiado,მჭრელი
689,stumpf::A,rombo,ბლაგვი
690,schwer::A,pesado,მძიმე
691,schön::A,belo,ლამაზი
692,schön::A,bonito,ლამაზი
693,heiß::A,quente,ცხელი
694,warm::A,quente,თბილი
695,kalt::A,frio,ცივი
696,kühl::A,fresco,გრილი
697,frisch::A,fresco,სუფთა
698,feucht::A,húmido,ნოტიო
699,nass::A,molhado,სველი
700,trocken::A,seco,მშრალი
701,voll::A,cheio,სავსე
702,leer::A,vazio,ცარიელი
703,offen::A,aberto,ღია
704,offen::A,aberto,გაშლილი
705,geschlossen::A,fechado,დახურული
706,sauber::A,limpo,სუფთა
707,sauber::A,limpo,წმინდა
708,schmutzig::A,sujo,ტალახიანი
709,roh::A,cru,უმი
710,reif::A,maduro,მწიფე
711,lecker::A,delicioso,გემრიელი
712,süß::A,doce,ტკბილი
713,bitter::A,amargo,მწარე
714,sauer::A,azedo,მჟავე
715,hell::A,claro,ნათელი
716,dunkel::A,escuro,ბნელი
717,dunkel::A,sombrio,ბნელი
718,schwarz::A,preto,შავი
719,weiß::A,branco,თეთრი
720,rot::A,vermelho,წითელი
721,gelb::A,amarelo,ყვითელი
722,blau::A,azul,ლურჯი
723,blau::A,azul,ცისფერი
724,grün::A,verde,მწვანე
725,grau::A,cinzento,რუხი
726,grau::A,cinzento,ნაცრისფერი
727,bunt::A,colorido,ჭრელი
728,bunt::A,colorido,ფერადი
729,billig::A,barato,იაფი
730,teuer::A,caro,ძვირი
731,wertvoll::A,valioso,ღირსიანი
732,wertvoll::A,precioso,ღირსიანი
733,blind::A,cego,ბრმა
734,taub::A,surdo,ყრუ
735,kräftig::A,forte,ძალავანი
736,kräftig::A,poderoso,ძალავანი
737,stark::A,forte,ძლიერი
738,stark::A,forte,ღონიერი
739,stark::A,robusto,ძლიერი
740,stark::A,robusto,ღონიერი
741,schwach::A,débil,სუსტი
742,fett::A,gordo,სქელი
743,schlank::A,esbelto,გამხდარი
744,hübsch::A,giro,ეშხიანი
745,hübsch::A,giro,მშვენიერი
746,hübsch::A,bonito,ეშხიანი
747,hübsch::A,bonito,მშვენიერი
