,Concept_ID,hu,eu
201,Elch::N,jávorszarvas,altze
202,Fuchs::N,róka,azeri
203,Hase::N,nyúl,erbi
204,Maus::N,egér,sagu
205,Wolf::N,farkas,otso
206,Vogel::N,madár,txori
207,Vogel::N,madár,hegazti
208,Schwarm::N,raj,aldra
209,Huhn::N,tyúk,oilo
210,Hahn::N,kakas,oilar
211,Gans::N,lúd,antzara
212,Gans::N,liba,antzara
213,Adler::N,sas,arrano
214,Ente::N,kacsa,ahate
215,Eule::N,bagoly,hontza
216,Kranich::N,daru,kurrilo
217,Krähe::N,varjú,bele
218,Kuckuck::N,kakukk,kuku
219,Schwan::N,hattyú,beltxarga
220,Fisch::N,hal,arrain
221,Barsch::N,sügér,perka
222,Hecht::N,csuka,lutxo
223,Schlange[Tier]::N,kígyó,suge
224,Wurm::N,kukac,har
225,Spinne::N,pók,armiarma
226,Ameise::N,hangya,inurri
227,Laus::N,tetű,zorri
228,Mücke::N,szúnyog,eltxo
229,Fliege::N,légy,euli
230,Schmetterling::N,lepke,pinpirin
231,Schmetterling::N,lepke,tximeleta
232,Schmetterling::N,pillangó,pinpirin
233,Schmetterling::N,pillangó,tximeleta
234,Beere::N,bogyó,baia
235,Apfel::N,alma,sagar
236,Pilz::N,gomba,onddo
237,Pilz::N,gomba,perretxiko
238,Zwiebel::N,hagyma,tipula
239,Saat::N,vetőmag,haziak
240,Korn::N,mag,ale
241,Korn::N,mag,pikor
242,Korn::N,szem,ale
243,Korn::N,szem,pikor
244,Heu::N,széna,belar ondu
245,Schale::N,héj,azal
246,Grube::N,verem,hobi
247,Falle::N,csapda,harrapagailu
248,Schlinge::N,tőr,bilur
249,Schlinge::N,tőr,xedera
250,Spur::N,nyom,lorratz
251,Asche::N,hamu,errauts
252,Dreck::N,sár,satsukeria
253,Dreck::N,piszok,satsukeria
254,Eisen::N,vas,burdina
255,Gold::N,arany,urre
256,Gold::N,arany,urregorri
257,Silber::N,ezüst,zilar
258,Silber::N,ezüst,urrezuri
259,Kohle::N,szén,ikatz
260,Glas::N,üveg,beira
261,Lehm::N,agyag,buztin
262,Lehm::N,vályog,buztin
263,Sand::N,homok,harea
264,Sand::N,homok,hondar
265,Mensch::N,ember,gizaki
266,Mann::N,úr,gizon
267,Mann::N,férfi,gizon
268,Frau::N,nő,andere
269,Frau::N,nő,emakume
270,Frau::N,asszony,andere
271,Frau::N,asszony,emakume
272,Kind::N,gyerek,haur
273,Kind::N,gyermek,haur
274,Junge::N,fiú,mutil
275,Mädchen::N,lány,neska
276,Familie::N,család,sendi
277,Familie::N,család,familia
278,Großvater::N,nagyapa,aitona
279,Großvater::N,nagyapa,aitatxi
280,Großmutter::N,nagyanya,amona
281,Großmutter::N,nagyanya,amatxi
282,Eltern::N,szülők,gurasoak
283,Vater::N,apa,aita
284,Vater::N,atya,aita
285,Mutter::N,anya,ama
286,Sohn::N,fiú,seme
287,Tochter::N,lány,alaba
288,Bruder::N,fivér,neba
289,Bruder::N,fivér,anaia
290,Bruder::N,testvér,neba
291,Bruder::N,testvér,anaia
292,Schwester::N,nővér,ahizpa
293,Schwester::N,lánytestvér,ahizpa
294,Onkel::N,nagybácsi,osaba
295,Tante::N,nagynéni,izeba
296,Ehemann::N,férj,senar
297,Ehefrau::N,feleség,emazte
298,Freude::N,öröm,poz
299,Freude::N,öröm,pozkari
300,Gelächter::N,nevetés,barre
301,Gelächter::N,nevetés,karkara
302,Gelächter::N,hahotázás,barre
303,Gelächter::N,hahotázás,karkara
304,Glück::N,boldogság,zori
305,Kummer::N,bánat,xangrin
306,Kummer::N,bánat,atsekabe
307,Wunsch::N,óhaj,nahi
308,Wunsch::N,óhaj,nahikunde
309,Lust::N,kedv,gogo
310,Geist::N,elme,gogo
311,Geist::N,szellem,gogo
312,Gedanke::N,gondolat,gogoeta
313,Gedächtnis::N,emlékezet,oroimen
314,Gedächtnis::N,emlékezet,gogoramen
315,Verstand::N,ész,adimen
316,Verstand::N,ész,ulermen
317,Verstand::N,értelem,adimen
318,Verstand::N,értelem,ulermen
319,Sinn::N,értelem,zentzu
320,Grund::N,ok,zergati
321,Grund::N,alap,zergati
322,Wahrheit::N,igaz,egia
323,Wahrheit::N,igazság,egia
324,Gespräch::N,beszélgetés,hizketa
325,Gespräch::N,beszélgetés,elkarrizketa
326,Märchen::N,mese,ipuin
327,Erzählung::N,elbeszélés,edesti
328,Erzählung::N,elbeszélés,kontakizun
329,Nachricht::N,hír,albiste
330,Nachricht::N,híradás,albiste
331,Neuigkeit::N,újság,berri
332,Name::N,név,izen
333,Rätsel::N,rejtvény,asmakizun
334,Rede::N,beszéd,hitzaldi
335,Rede::N,beszéd,mintzaldi
336,Rede::N,szónoklat,hitzaldi
337,Rede::N,szónoklat,mintzaldi
338,Sprache::N,nyelv,hizkuntza
339,Stimme::N,hang,ahots
340,Wort::N,szó,hitz
341,Zeichen::N,jel,agerbide
342,Zeichen::N,jel,agergarri
343,Ruf::N,kiáltás,dei
344,Lärm::N,zaj,zarata
345,Lärm::N,zaj,harrabots
346,Laut::N,hang,hots
347,Ton::N,hang,tonu
348,Ton::N,hang,soinu
349,Lied::N,dal,abesti
350,Lied::N,ének,abesti
351,Ruhe::N,csend,nasaitasun
352,Ruhe::N,nyugalom,nasaitasun
353,Leute::N,emberek,jende
354,Volk::N,nép,herri
355,Volk::N,nép,populu
356,Arbeit::N,dolog,lan
357,Gast::N,vendég,arrotz
358,Gast::N,vendég,apopilo
359,Geschenk::N,ajándék,opari
360,Spiel::N,játék,jolas
361,Gesellschaft::N,társaság,gizarte
362,Hilfe::N,segítség,helpide
363,Hilfe::N,segítség,laguntza
364,Freund::N,barát,lagun
365,Kamerad::N,társ,adiskide
366,Kamerad::N,társ,lagunkide
367,Angelegenheit::N,ügy,afera
368,Anzahl::N,szám,kopuru
369,Art::N,faj,mota
370,Art::N,fajta,mota
371,Stück::N,darab,puska
372,Teil::N,rész,atal
373,Hälfte::N,fél,erdi
374,Kreis::N,kör,biribilki
375,Kreuz::N,kereszt,gurutze
376,Linie::N,vonal,linea
377,Strich::N,vonás,marra
378,Abstand::N,köz,tarte
379,Entfernung::N,távolság,urrunera
380,Gegend::N,táj,alderdi
381,Gegend::N,táj,eskualde
382,Gegend::N,vidék,alderdi
383,Gegend::N,vidék,eskualde
384,Platz::N,hely,leku
385,Ort::N,hely,toki
386,Seite::N,fél,albo
387,Seite::N,oldal,albo
388,Mitte::N,közép,erdi
389,Gegenstand::N,tárgy,gauzaki
390,Sache::N,dolog,gauza
391,Rand::N,szél,ertz
392,Rand::N,perem,ertz
393,Rand::N,szegély,ertz
394,Kante::N,él,ertz
395,Ecke::N,sarok,kantoi
396,Ecke::N,szöglet,kantoi
397,Spitze::N,csúcs,punta
398,Ende::N,vég,buru
399,Ende::N,vég,mutur
400,Loch::N,lyuk,zulo
401,Winkel::N,szög,zoko
402,Winkel::N,szög,bazter
403,Muster::N,minta,eredu
404,Muster::N,minta,marrazki
405,Größe::N,nagyság,kaizu
406,Größe::N,nagyság,tamaina
407,Länge::N,hossz,luzera
408,Länge::N,hosszúság,luzera
409,Höhe::N,magasság,goiera
410,Höhe::N,magasság,garaiera
411,Gewicht::N,súly,hazta
412,Menge::N,sokaság,kopuru
413,Menge::N,mennyiség,kopuru
414,Haufen::N,halom,pila
415,Haufen::N,halom,mendoi
416,Reihe::N,sor,ilara
417,Reihe::N,sor,errenkada
418,Boot::N,csónak,potin
419,Boot::N,csónak,txalupa
420,Ruder::N,evező,arraun
421,Schlitten::N,szánkó,lera
422,Schlitten::N,szánkó,narra
423,Ski::N,sí,eski
424,Lagerfeuer::N,tábortűz,su
425,Last::N,teher,zama
426,Last::N,teher,karga
427,Gang::N,járás,ibilera
428,Schritt::N,lépés,pauso
429,Schritt::N,lépés,urrats
430,Norden::N,észak,ipar
431,Norden::N,észak,iparralde
432,Süden::N,dél,hego
433,Süden::N,dél,hegoalde
434,Westen::N,nyugat,sartalde
435,Westen::N,nyugat,mendebalde
436,Osten::N,kelet,ekialde
437,Osten::N,kelet,sortalde
438,Holz::N,fa,zur
439,Brett::N,deszka,ohol
440,Platte::N,lap,lauza
441,Platte::N,lemez,lauza
442,Stütze::N,támasz,irozgarri
443,Stütze::N,támasz,bermagailu
444,Stütze::N,támaszték,irozgarri
445,Stütze::N,támaszték,bermagailu
446,Stange::N,rúd,haga
447,Stange::N,pózna,haga
448,Stock::N,pálca,makila
449,Stab::N,bot,makila
450,Rohr::N,cső,hodi
451,Haus::N,ház,etxe
452,Heim::N,otthon,etxe
453,Heim::N,otthon,etxaleku
454,Ofen::N,kályha,berogailu
455,Fußboden::N,padló,zoru
456,Tisch::N,asztal,mahai
457,Stuhl::N,szék,aulki
458,Wiege::N,bölcső,kuma
459,Wiege::N,bölcső,sehaska
460,Bett::N,ágy,ohe
461,Bett::N,ágy,ohatze
462,Regal::N,polc,apalategi
463,Regal::N,állvány,apalategi
464,Kiste::N,láda,kutxa
465,Fenster::N,ablak,leiho
466,Tür::N,ajtó,ate
467,Tor::N,kapu,atari
468,Zaun::N,kerítés,hesi
469,Dach::N,tető,teilatu
470,Leiter::N,létra,zurubi
471,Besen::N,seprű,erratz
472,Spaten::N,ásó,burdinpala
473,Schaufel::N,lapát,pala
474,Gabel::N,villa,sardexka
475,Löffel::N,kanál,koilara
476,Messer::N,kés,aizto
477,Nagel::N,szeg,iltze
478,Netz::N,háló,sare
479,Haken::N,kampó,mako
480,Griff::N,nyél,eskutoki
481,Griff::N,fogantyú,eskutoki
482,Schloss::N,zár,sarraila
483,Bild::N,kép,irudi
484,Figur::N,alak,figura
485,Puppe::N,bábu,panpina
486,Puppe::N,bábu,andrakila
487,Beutel::N,zacskó,zorro
488,Bündel::N,köteg,azao
489,Bündel::N,köteg,espal
490,Tasche::N,táska,poltsa
491,Eimer::N,vödör,treska
492,Deckel::N,fedő,tapa
493,Deckel::N,fedő,estalki
494,Deckel::N,fedél,tapa
495,Deckel::N,fedél,estalki
496,Geschirr::N,edény,baxera
497,Geschirr::N,edény,ontziteria
498,Sack::N,zsák,zaku
499,Tasse::N,csésze,kikara
500,Topf::N,fazék,ontzi
501,Topf::N,fazék,lapiko
502,Kessel::N,üst,pazia
503,Kessel::N,bogrács,pazia
504,Essen::N,evés,janaldi
505,Essen::N,étkezés,janaldi
506,Nahrung::N,ennivaló,jan
507,Speise::N,étel,jaki
508,Fleisch::N,hús,okela
509,Fleisch::N,hús,haragi
510,Getreide::N,gabona,labore
511,Brei::N,pép,ahi
512,Brei::N,pép,pure
513,Brei::N,kása,ahi
514,Brei::N,kása,pure
515,Brot::N,kenyér,ogi
516,Scheibe::N,szelet,xerra
517,Scheibe::N,szelet,pirripita
518,Fett::N,háj,urin
519,Fett::N,háj,koipe
520,Fett::N,zsír,urin
521,Fett::N,zsír,koipe
522,Butter::N,vaj,gurin
523,Öl::N,olaj,olio
524,Salz::N,só,gatz
525,Suppe::N,leves,zopa
526,Suppe::N,leves,salda
527,Honig::N,méz,ezti
528,Milch::N,tej,esne
529,Tee::N,tea,te
530,Leder::N,bőr,larru
531,Wolle::N,gyapjú,artile
532,Stoff::N,szövet,ehun
533,Nadel::N,tű,orratz
534,Nadel::N,tű,jostorratz
535,Faden::N,fonál,hari
536,Knopf::N,gomb,botoi
537,Knoten::N,csomó,korapilo
538,Farbe::N,szín,pintura
539,Farbe::N,festék,pintura
540,Kleidung::N,ruha,arropa
541,Kleidung::N,ruha,jantziak
542,Kleidung::N,ruházat,arropa
543,Kleidung::N,ruházat,jantziak
544,Hemd::N,ing,atorra
545,Hemd::N,ing,alkandora
546,Kragen::N,gallér,idun
547,Ärmel::N,ujj,mahuka
548,Hose::N,gatya,prakak
549,Hose::N,gatya,galtzak
550,Hose::N,nadrág,prakak
551,Hose::N,nadrág,galtzak
552,Gürtel::N,öv,gerriko
553,Mütze::N,sapka,txano
554,Mütze::N,sapka,txapel
555,Schuh::N,cipő,oski
556,Schuh::N,cipő,oinetako
557,Stiefel::N,csizma,bota
558,Ring::N,gyűrű,uztai
559,Band::N,szalag,zinta
560,Band::N,szalag,xingola
561,Kamm::N,fésű,orrazi
562,Spiegel::N,tükör,mirail
563,Riemen::N,szíj,uhal
564,Schnur::N,zsinór,lokailu
565,Leine::N,póráz,lotura
566,Decke::N,takaró,burusi
567,Kissen::N,párna,kuxin
568,Tuch::N,kendő,zapi
569,Tuch::N,kendő,oihal
570,Handtuch::N,törülköző,eskuzapi
571,Handtuch::N,törülköző,eskuoihal
572,Kraft::N,erő,indar
573,Stärke::N,erő,indar
574,Stärke::N,erősség,indar
575,Gesundheit::N,egészség,osasun
576,Krankheit::N,kór,eritasun
577,Krankheit::N,kór,gaixotasun
578,Krankheit::N,betegség,eritasun
579,Krankheit::N,betegség,gaixotasun
580,Schmerz::N,fájdalom,min
581,Wunde::N,seb,zauri
582,Fieber::N,láz,sukar
583,Arznei::N,orvosság,osagai
584,Arznei::N,orvosság,sendagai
585,Arznei::N,gyógyszer,osagai
586,Arznei::N,gyógyszer,sendagai
587,Brücke::N,híd,zubi
588,Brunnen::N,kút,putzu
589,Weide::N,legelő,alha
590,Weide::N,legelő,bazkaleku
591,Pfad::N,ösvény,zidor
592,Pfad::N,ösvény,bidexka
593,Weg::N,út,bide
594,Straße::N,út,errepide
595,Dorf::N,falu,herri
596,Stadt::N,város,hiri
597,Brief::N,levél,gutun
598,Brief::N,levél,eskutitz
599,Buch::N,könyv,liburu
600,Buchstabe::N,betű,hizki
601,Zeitung::N,újság,egunkari
602,Zeitung::N,hírlap,egunkari
603,Leben::N,élet,bizi
604,Leben::N,élet,bizitza
605,Tod::N,halál,herio
606,Tod::N,halál,heriotza
607,Grab::N,sír,hobi
608,Grab::N,sír,hilobi
609,Kirche::N,templom,eliza
610,Sünde::N,bűn,hoben
611,Sünde::N,bűn,bekatu
612,Sünde::N,vétek,hoben
613,Sünde::N,vétek,bekatu
614,Gott::N,isten,jainko
615,Arbeiter::N,munkás,langile
616,Arbeiter::N,munkás,behargin
617,Chef::N,főnök,nagusi
618,Meister::N,mester,maisu
619,Arzt::N,orvos,osagile
620,Arzt::N,orvos,sendagile
621,Lehrer::N,tanár,irakasle
622,Lehrer::N,tanító,irakasle
623,Geld::N,pénz,diru
624,Geschäft::N,üzlet,negozio
625,Laden::N,bolt,denda
626,Laden::N,bolt,saltegi
627,Preis::N,ár,prezio
628,Preis::N,ár,salneurri
629,Ware::N,áru,salgai
630,Nutzen::N,haszon,onura
631,Nutzen::N,haszon,probetxu
632,Reichtum::N,gazdagság,aberastasun
633,Welt::N,világ,ludi
634,Welt::N,világ,mundu
635,Land::N,ország,herrialde
636,Staat::N,állam,estatu
637,König::N,király,errege
638,Macht::N,hatalom,botere
639,Grenze::N,határ,muga
640,Krieg::N,háború,guda
641,Feind::N,ellenség,etsai
642,Feind::N,ellenség,arerio
643,Gewalt::N,erőszak,bortxa
644,Gewalt::N,erőszak,bortizkeria
645,Kampf::N,harc,gudu
646,Kampf::N,harc,auska
647,Bogen[Waffe]::N,íj,arku
648,Pfeil::N,nyíl,gezi
649,Gewehr::N,puska,fusil
650,Gewehr::N,fegyver,fusil
651,Fehler::N,hiba,huts
652,Fehler::N,hiba,hutsegin
653,Lüge::N,hazugság,gezur
654,Schaden::N,kár,kalte
655,Unglück::N,csapás,zoritxar
656,Unglück::N,csapás,zorigaitz
657,Unglück::N,balszerencse,zoritxar
658,Unglück::N,balszerencse,zorigaitz
659,Schuld::N,bűn,erru
660,Alter::N,kor,adin
661,Schluss::N,vég,bukaera
662,Schluss::N,befejezés,bukaera
663,Zeit::N,idő,aldi
664,Zeit::N,idő,denbora
665,Tag::N,nap,egun
666,Morgen::N,reggel,goiz
667,Mittag::N,dél,eguerdi
668,Abend::N,este,arrats
669,Nacht::N,éj,gau
670,Nacht::N,éjszaka,gau
671,Woche::N,hét,aste
672,Monat::N,hó,hil
673,Monat::N,hónap,hil
674,Jahr::N,év,urte
675,Frühling::N,tavasz,udalehen
676,Sommer::N,nyár,uda
677,Herbst::N,ősz,udazken
678,Herbst::N,ősz,neguantz
679,Winter::N,tél,negu
680,Januar::N,január,urtarril
681,Februar::N,február,otsail
682,März::N,március,martxo
683,April::N,április,apiril
684,Mai::N,május,maiatz
685,Juni::N,június,ekain
686,Juli::N,július,uztail
687,August::N,augusztus,abuztu
688,September::N,szeptember,irail
689,Oktober::N,október,urri
690,November::N,november,azaro
691,Dezember::N,december,abendu
692,Montag::N,hétfő,astelehen
693,Dienstag::N,kedd,astearte
694,Mittwoch::N,szerda,asteazken
695,Donnerstag::N,csütörtök,ostegun
696,Freitag::N,péntek,ostiral
697,Samstag::N,szombat,larunbat
698,Sonntag::N,vasárnap,igande
699,groß::A,nagy,handi
700,klein::A,pici,txiki
701,klein::A,kicsi,txiki
702,lang::A,hosszú,luze
703,kurz::A,rövid,labur
704,breit::A,széles,zabal
705,schmal::A,keskeny,mehar
706,dicht::A,sűrű,sarri
707,dicht::A,sűrű,trinko
708,dick[Gegenstand]::A,vastag,lodi
709,dünn::A,vékony,mehe
710,fein::A,vékony,fin
711,fest::A,szilárd,tinko
712,flach::A,sík,lau
713,flach::A,sík,ordoki
714,flach::A,lapos,lau
715,flach::A,lapos,ordoki
716,glatt::A,sima,leun
717,hart::A,kemény,gogor
718,weich::A,puha,bigun
719,weich::A,puha,beratz
720,rund::A,kerek,biribil
721,spitz::A,hegyes,puntadun
722,scharf::A,éles,zorrotz
723,stumpf::A,tompa,kamuts
724,stumpf::A,életlen,kamuts
725,schwer::A,nehéz,astun
726,schwer::A,nehéz,pisutsu
727,schwer::A,súlyos,astun
728,schwer::A,súlyos,pisutsu
729,schön::A,szép,eder
730,heiß::A,forró,bero
731,heiß::A,forró,oso bero
732,warm::A,meleg,bero
733,kalt::A,hideg,hotz
734,kühl::A,hűs,hotzil
735,kühl::A,hűvös,hotzil
736,frisch::A,üde,fresko
737,frisch::A,üde,hozkirri
738,frisch::A,friss,fresko
739,frisch::A,friss,hozkirri
740,feucht::A,nedves,heze
741,nass::A,vizes,busti
742,trocken::A,száraz,siku
743,trocken::A,száraz,lehor
744,voll::A,telt,bete
745,leer::A,üres,huts
746,offen::A,nyílt,ireki
747,offen::A,nyitott,ireki
748,geschlossen::A,zárt,itxita
749,geschlossen::A,csukott,itxita
750,sauber::A,tiszta,xahu
751,sauber::A,tiszta,garbi
752,schmutzig::A,piszkos,lohi
753,schmutzig::A,piszkos,zikin
754,schmutzig::A,szennyes,lohi
755,schmutzig::A,szennyes,zikin
756,roh::A,nyers,gordin
757,reif::A,érett,umo
758,reif::A,érett,heldu
759,lecker::A,finom,goxo
760,süß::A,édes,goxo
761,bitter::A,keserű,karmin
762,bitter::A,keserű,garratz
763,sauer::A,savanyú,mingots
764,hell::A,világos,argi
765,dunkel::A,sötét,ilun
766,schwarz::A,fekete,beltz
767,weiß::A,fehér,zuri
768,rot::A,vörös,gorri
769,gelb::A,sárga,hori
770,blau::A,kék,urdin
771,grün::A,zöld,berde
772,grün::A,zöld,musker
773,grau::A,ősz,urdin
774,grau::A,ősz,urdinabar
775,grau::A,szürke,urdin
776,grau::A,szürke,urdinabar
777,bunt::A,tarka,koloretsu
778,bunt::A,színes,koloretsu
779,billig::A,olcsó,merke
780,teuer::A,drága,garesti
781,wertvoll::A,értékes,baliotsu
782,blind::A,vak,itsu
783,taub::A,süket,gor
784,kräftig::A,erős,kementsu
785,stark::A,erős,bizkor
786,stark::A,erős,indartsu
787,schwach::A,gyenge,ahul
788,schwach::A,gyenge,indargabe
789,schwach::A,erőtlen,ahul
790,schwach::A,erőtlen,indargabe
791,fett::A,hájas,gizen
792,schlank::A,karcsú,lerden
793,hübsch::A,csinos,polit
794,böse::A,rossz,tzar
795,böse::A,rossz,gaizto
796,böse::A,gonosz,tzar
797,böse::A,gonosz,gaizto
798,dumm::A,buta,lelo
799,dumm::A,buta,pello
800,dumm::A,ostoba,lelo
801,dumm::A,ostoba,pello
802,faul::A,lusta,nagi
803,faul::A,lusta,alfer
804,fleißig::A,szorgalmas,maratz
805,fleißig::A,szorgalmas,lanzale
806,geizig::A,fukar,zeken
807,geizig::A,fukar,zikoitz
808,geizig::A,fösvény,zeken
809,geizig::A,fösvény,zikoitz
810,klug::A,okos,zuhur
811,klug::A,eszes,zuhur
812,geschickt::A,ügyes,trebe
813,geschickt::A,ügyes,antzetsu
814,lieb::A,drága,maite
815,lieb::A,drága,laztan
816,lieb::A,kedves,maite
817,lieb::A,kedves,laztan
818,lustig::A,víg,alaitsu
819,lustig::A,vidám,alaitsu
820,sanft::A,enyhe,eme
821,sanft::A,enyhe,ezti
822,hungrig::A,éhes,gose
823,krank::A,beteg,eri
824,krank::A,beteg,gaixo
825,nackt::A,csupasz,biluzi
826,nackt::A,meztelen,biluzi
827,traurig::A,bús,itun
828,traurig::A,bús,betilun
829,traurig::A,szomorú,itun
830,traurig::A,szomorú,betilun
831,lebendig::A,élő,bizirik
832,gut::A,jó,on
833,schlecht::A,rossz,txar
834,richtig::A,helyes,zuzen
835,schlimm::A,rossz,larri
