,Concept_ID,,pt
78,Licht::N,,luz
79,Schatten::N,,sombra
80,Wetter::N,,tempo
81,Nebel::N,,nevoeiro
82,Wolke::N,,nuvem
83,Regen::N,,chuva
84,Schnee::N,,neve
85,Eis::N,,gelo
86,Frost::N,,gelo
87,Frost::N,,geada
88,Kälte::N,,frio
89,Hitze::N,,ardor
90,Raureif::N,,geada
91,Regenbogen::N,,arco-iris
92,Donner::N,,trovão
93,Strömung::N,,corrente
94,Tropfen::N,,gota
95,Schaum::N,,espuma
96,Schmutz::N,,sujidade
97,Schmutz::N,,imundície
98,See::N,,lago
99,Sumpf::N,,charco
100,Sumpf::N,,pântano
101,Moor::N,,pântano
102,Wiese::N,,prado
103,Wald::N,,bosque
104,Wald::N,,floresta
105,Hügel::N,,colina
106,Anhöhe::N,,alto
107,Anhöhe::N,,outeiro
108,Berg::N,,monte
109,Berg::N,,montanha
110,Gipfel::N,,pico
111,Höhle::N,,caverna
112,Abhang::N,,encosta
113,Quelle::N,,fonte
114,Bach::N,,regato
115,Bach::N,,ribeiro
116,Fluss::N,,rio
117,Ufer::N,,beira
118,Küste::N,,costa
119,Festland::N,,terra firme
120,Meer::N,,mar
121,Bucht::N,,baía
122,Insel::N,,ilha
123,Blume::N,,flor
124,Gras::N,,erva
125,Wurzel::N,,raiz
126,Baum::N,,árvore
127,Stamm::N,,tronco
128,Rinde::N,,casca
129,Ast::N,,ramo
130,Zweig::N,,galho
131,Blatt::N,,folha
132,Birke::N,,bétula
133,Kiefer[Baum]::N,,pinheiro
134,Weide[Baum]::N,,salgueiro
135,Tanne::N,,abeto
136,Horn::N,,corno
137,Horn::N,,chifre
138,Feder::N,,pena
139,Fell::N,,pele
140,Flügel::N,,asa
141,Klaue::N,,pata
142,Kralle::N,,unha
143,Kralle::N,,garra
144,Schwanz::N,,rabo
145,Schwanz::N,,cauda
146,Ei::N,,ovo
147,Nest::N,,ninho
148,Bau::N,,toca
149,Bau::N,,covil
150,Tier::N,,animal
151,Herde::N,,rebanho
152,Kuh::N,,vaca
153,Bulle::N,,touro
154,Pferd::N,,cavalo
155,Schaf::N,,ovelha
156,Schwein::N,,porco
157,Hund::N,,cão
158,Katze::N,,gata
159,Bär::N,,urso
160,Eichhörnchen::N,,esquilo
161,Elch::N,,alce
162,Fuchs::N,,raposa
163,Hase::N,,lebre
164,Maus::N,,rato
165,Wolf::N,,lobo
166,Vogel::N,,ave
167,Vogel::N,,pássaro
168,Schwarm::N,,bando
169,Schwarm::N,,enxame
170,Huhn::N,,galinha
171,Hahn::N,,galo
172,Gans::N,,ganso
173,Adler::N,,águia
174,Ente::N,,pata
175,Eule::N,,mocho
176,Eule::N,,coruja
177,Kranich::N,,grou
178,Krähe::N,,gralha
179,Kuckuck::N,,cuco
180,Schwan::N,,cisne
181,Fisch::N,,peixe
182,Barsch::N,,perca
183,Hecht::N,,lúcio
184,Schlange[Tier]::N,,serpente
185,Wurm::N,,verme
186,Spinne::N,,aranha
187,Ameise::N,,formiga
188,Laus::N,,piolho
189,Mücke::N,,mosquito
190,Fliege::N,,mosca
191,Schmetterling::N,,borboleta
192,Beere::N,,bago
193,Apfel::N,,maçã
194,Pilz::N,,fungo
195,Pilz::N,,cogumelo
196,Zwiebel::N,,cebola
197,Saat::N,,sementeira
198,Korn::N,,grão
199,Heu::N,,feno
200,Schale::N,,casca
201,Grube::N,,cova
202,Grube::N,,fossa
203,Falle::N,,armadilha
204,Schlinge::N,,laço
205,Spur::N,,pista
206,Spur::N,,vestígio
207,Asche::N,,cinza
208,Dreck::N,,sujidade
209,Eisen::N,,ferro
210,Gold::N,,ouro
211,Silber::N,,prata
212,Kohle::N,,carvão
213,Glas::N,,vidro
214,Lehm::N,,barro
215,Lehm::N,,argila
216,Sand::N,,areia
217,Mensch::N,,homem
218,Mensch::N,,pessoa
219,Mann::N,,homem
220,Frau::N,,mulher
221,Kind::N,,filho
222,Kind::N,,criança
223,Junge::N,,rapaz
224,Junge::N,,menino
225,Mädchen::N,,menina
226,Mädchen::N,,rapariga
227,Familie::N,,família
228,Großvater::N,,avô
229,Großmutter::N,,avó
230,Eltern::N,,pais
231,Vater::N,,pai
232,Mutter::N,,mãe
233,Sohn::N,,filho
234,Tochter::N,,filha
235,Bruder::N,,irmão
236,Schwester::N,,irmã
237,Onkel::N,,tio
238,Tante::N,,tia
239,Ehemann::N,,esposo
240,Ehefrau::N,,esposa
241,Freude::N,,prazer
242,Freude::N,,alegria
243,Gelächter::N,,risada
244,Gelächter::N,,gargalhada
245,Glück::N,,felicidade
246,Kummer::N,,aflição
247,Kummer::N,,desgosto
248,Wunsch::N,,desejo
249,Lust::N,,vontade
250,Geist::N,,mente
251,Geist::N,,espírito
252,Gedanke::N,,ideia
253,Gedanke::N,,pensamento
254,Gedächtnis::N,,memória
255,Verstand::N,,razão
256,Verstand::N,,inteligência
257,Sinn::N,,sentido
258,Sinn::N,,significado
259,Grund::N,,causa
260,Grund::N,,motivo
261,Wahrheit::N,,verdade
262,Gespräch::N,,conversa
263,Gespräch::N,,conversação
264,Märchen::N,,conto
265,Erzählung::N,,conto
266,Erzählung::N,,narrativa
267,Nachricht::N,,mensagem
268,Neuigkeit::N,,notícia
269,Neuigkeit::N,,novidade
270,Name::N,,nome
271,Rätsel::N,,adivinha
272,Rede::N,,oração
273,Rede::N,,discurso
274,Sprache::N,,língua
275,Stimme::N,,voz
276,Wort::N,,palavra
277,Zeichen::N,,marca
278,Ruf::N,,grito
279,Ruf::N,,chamada
280,Lärm::N,,ruído
281,Lärm::N,,barulho
282,Laut::N,,som
283,Ton::N,,tom
284,Lied::N,,canção
285,Ruhe::N,,calma
286,Ruhe::N,,silêncio
287,Leute::N,,gente
288,Leute::N,,pessoas
289,Volk::N,,povo
290,Volk::N,,nação
291,Arbeit::N,,trabalho
292,Gast::N,,hóspede
293,Gast::N,,convidado
294,Geschenk::N,,prenda
295,Geschenk::N,,presente
296,Spiel::N,,jogo
297,Gesellschaft::N,,companhia
298,Hilfe::N,,ajuda
299,Hilfe::N,,socorro
300,Freund::N,,amigo
301,Kamerad::N,,camarada
302,Angelegenheit::N,,assunto
303,Anzahl::N,,número
304,Anzahl::N,,quantidade
305,Art::N,,tipo
306,Art::N,,espécie
307,Stück::N,,pedaço
308,Teil::N,,peça
309,Teil::N,,parte
310,Hälfte::N,,metade
311,Kreis::N,,círculo
312,Kreuz::N,,cruz
313,Linie::N,,linha
314,Strich::N,,traço
315,Abstand::N,,distância
316,Entfernung::N,,distância
317,Gegend::N,,área
318,Gegend::N,,região
319,Platz::N,,lugar
320,Ort::N,,sítio
321,Seite::N,,lado
322,Mitte::N,,meio
323,Gegenstand::N,,objecto
324,Sache::N,,coisa
325,Rand::N,,bordo
326,Rand::N,,margem
327,Kante::N,,borda
328,Kante::N,,aresta
329,Ecke::N,,esquina
330,Spitze::N,,ponta
331,Ende::N,,cabo
332,Ende::N,,extremo
333,Loch::N,,furo
334,Loch::N,,buraco
335,Winkel::N,,canto
336,Winkel::N,,ângulo
337,Muster::N,,padrão
338,Muster::N,,desenho
339,Größe::N,,tamanho
340,Länge::N,,comprimento
341,Höhe::N,,altura
342,Höhe::N,,altitude
343,Gewicht::N,,peso
344,Menge::N,,quantidade
345,Haufen::N,,pilha
346,Reihe::N,,fila
347,Boot::N,,barco
348,Ruder::N,,remo
349,Schlitten::N,,trenó
350,Ski::N,,esqui
351,Lagerfeuer::N,,fogueira
352,Last::N,,carga
353,Gang::N,,curso
354,Gang::N,,caminhada
355,Schritt::N,,passo
356,Norden::N,,norte
357,Süden::N,,sul
358,Westen::N,,oeste
359,Westen::N,,ocidente
360,Osten::N,,este
361,Osten::N,,leste
362,Osten::N,,oriente
363,Holz::N,,madeira
364,Brett::N,,tábua
365,Brett::N,,prancha
366,Platte::N,,laje
367,Platte::N,,chapa
368,Stütze::N,,apoio
369,Stütze::N,,suporte
370,Stange::N,,vara
371,Stange::N,,barra
372,Stock::N,,pau
373,Stock::N,,bengala
374,Stab::N,,bastão
375,Rohr::N,,cano
376,Haus::N,,casa
377,Heim::N,,lar
378,Heim::N,,casa
379,Ofen::N,,estufa
380,Ofen::N,,aquecedor
381,Fußboden::N,,piso
382,Tisch::N,,mesa
383,Stuhl::N,,cadeira
384,Wiege::N,,berço
385,Bett::N,,cama
386,Regal::N,,estante
387,Regal::N,,prateleira
388,Kiste::N,,caixa
389,Fenster::N,,janela
390,Tür::N,,porta
391,Tor::N,,portão
392,Zaun::N,,cerca
393,Zaun::N,,vedação
394,Dach::N,,telhado
395,Leiter::N,,escada
396,Leiter::N,,escada móvel
397,Besen::N,,vassoura
398,Spaten::N,,pá
399,Schaufel::N,,pá
400,Gabel::N,,garfo
401,Löffel::N,,colher
402,Messer::N,,faca
403,Nagel::N,,cravo
404,Netz::N,,rede
405,Haken::N,,gancho
406,Griff::N,,asa
407,Griff::N,,cabo
408,Schloss::N,,fechadura
409,Bild::N,,imagem
410,Figur::N,,figura
411,Puppe::N,,boneca
412,Beutel::N,,saco
413,Beutel::N,,bolsa
414,Bündel::N,,fardo
415,Tasche::N,,saco
416,Tasche::N,,bolso
417,Eimer::N,,balde
418,Deckel::N,,tampa
419,Geschirr::N,,louça
420,Sack::N,,saca
421,Tasse::N,,chávena
422,Topf::N,,tacho
423,Topf::N,,panela
424,Kessel::N,,caldeira
425,Essen::N,,refeição
426,Nahrung::N,,comida
427,Nahrung::N,,alimento
428,Speise::N,,prato
429,Fleisch::N,,carne
430,Getreide::N,,cereais
431,Brei::N,,puré
432,Brot::N,,pão
433,Scheibe::N,,fatia
434,Fett::N,,banha
435,Fett::N,,gordura
436,Butter::N,,manteiga
437,Öl::N,,azeite
438,Salz::N,,sal
439,Suppe::N,,sopa
440,Suppe::N,,caldo
441,Honig::N,,mel
442,Milch::N,,leite
443,Tee::N,,chá
444,Leder::N,,couro
445,Wolle::N,,lã
446,Stoff::N,,pano
447,Stoff::N,,tecido
448,Nadel::N,,agulha
449,Faden::N,,fio
450,Knopf::N,,botão
451,Knoten::N,,nó
452,Farbe::N,,corante
453,Kleidung::N,,roupa
454,Kleidung::N,,vestuário
455,Hemd::N,,camisa
456,Kragen::N,,gola
457,Ärmel::N,,manga
458,Hose::N,,calça
459,Gürtel::N,,cinto
460,Mütze::N,,boné
461,Mütze::N,,barrete
462,Schuh::N,,sapato
463,Stiefel::N,,bota
464,Ring::N,,anel
465,Band::N,,fita
466,Band::N,,faixa
467,Kamm::N,,pente
468,Spiegel::N,,espelho
469,Riemen::N,,correia
470,Schnur::N,,corda
471,Schnur::N,,cordel
472,Leine::N,,trela
473,Decke::N,,cobertor
474,Kissen::N,,almofada
475,Tuch::N,,pano
476,Handtuch::N,,toalha
477,Kraft::N,,força
478,Stärke::N,,força
479,Gesundheit::N,,saúde
480,Krankheit::N,,doença
481,Krankheit::N,,enfermidade
482,Schmerz::N,,dor
483,Wunde::N,,chaga
484,Wunde::N,,ferida
485,Fieber::N,,febre
486,Arznei::N,,remédio
487,Brücke::N,,ponte
488,Brunnen::N,,poço
489,Weide::N,,pastagem
490,Pfad::N,,senda
491,Pfad::N,,trilho
492,Weg::N,,caminho
493,Straße::N,,via
494,Straße::N,,estrada
495,Dorf::N,,aldeia
496,Stadt::N,,cidade
497,Brief::N,,carta
498,Buch::N,,livro
499,Buchstabe::N,,letra
500,Zeitung::N,,jornal
501,Leben::N,,vida
502,Tod::N,,morte
503,Grab::N,,túmulo
504,Grab::N,,sepultura
505,Kirche::N,,igreja
506,Sünde::N,,pecado
507,Gott::N,,deus
508,Arbeiter::N,,operário
509,Arbeiter::N,,trabalhador
510,Chef::N,,chefe
511,Chef::N,,patrão
512,Meister::N,,mestre
513,Arzt::N,,médico
514,Lehrer::N,,professor
515,Geld::N,,dinheiro
516,Geschäft::N,,negócio
517,Laden::N,,loja
518,Preis::N,,preço
519,Ware::N,,mercadoria
520,Nutzen::N,,proveito
521,Reichtum::N,,riqueza
522,Welt::N,,mundo
523,Land::N,,país
524,Staat::N,,Estado
525,König::N,,rei
526,Macht::N,,poder
527,Macht::N,,potência
528,Grenze::N,,fronteira
529,Krieg::N,,guerra
530,Feind::N,,inimigo
531,Gewalt::N,,violência
532,Kampf::N,,luta
533,Kampf::N,,combate
534,Bogen[Waffe]::N,,arco
535,Pfeil::N,,seta
536,Pfeil::N,,flecha
537,Gewehr::N,,espingarda
538,Fehler::N,,erro
539,Fehler::N,,falha
540,Lüge::N,,mentira
541,Schaden::N,,dano
542,Schaden::N,,estrago
543,Unglück::N,,desgraça
544,Schuld::N,,culpa
545,Alter::N,,idade
546,Schluss::N,,fim
547,Zeit::N,,tempo
548,Tag::N,,dia
549,Morgen::N,,manhã
550,Mittag::N,,meio-dia
551,Abend::N,,noite
552,Abend::N,,tardinha
553,Nacht::N,,noite
554,Woche::N,,semana
555,Monat::N,,mês
556,Jahr::N,,ano
557,Frühling::N,,primavera
558,Sommer::N,,verão
559,Herbst::N,,outono
560,Winter::N,,inverno
561,Januar::N,,Janeiro
562,Februar::N,,Fevereiro
563,März::N,,Março
564,April::N,,Abril
565,Mai::N,,Maio
566,Juni::N,,Junho
567,Juli::N,,Julho
568,August::N,,Agosto
569,September::N,,Setembro
570,Oktober::N,,Outubro
571,November::N,,Novembro
572,Dezember::N,,Dezembro
573,Montag::N,,segunda-feira
574,Dienstag::N,,terça-feira
575,Mittwoch::N,,quarta-feira
576,Donnerstag::N,,quinta-feira
577,Freitag::N,,sexta-feira
578,Samstag::N,,sábado
579,Sonntag::N,,domingo
580,groß::A,,grande
581,klein::A,,pequeno
582,lang::A,,comprido
583,kurz::A,,curto
584,breit::A,,largo
585,schmal::A,,estreito
586,dicht::A,,denso
587,dick[Gegenstand]::A,,grosso
588,dünn::A,,delgado
589,fein::A,,fino
590,fein::A,,subtil
591,fest::A,,firme
592,fest::A,,sólido
593,flach::A,,plano
594,glatt::A,,liso
595,hart::A,,duro
596,weich::A,,mole
597,rund::A,,redondo
598,spitz::A,,agudo
599,scharf::A,,afiado
600,stumpf::A,,rombo
601,schwer::A,,pesado
602,schön::A,,belo
603,schön::A,,bonito
604,heiß::A,,quente
605,warm::A,,quente
606,kalt::A,,frio
607,kühl::A,,fresco
608,frisch::A,,fresco
609,feucht::A,,húmido
610,nass::A,,molhado
611,trocken::A,,seco
612,voll::A,,cheio
613,leer::A,,vazio
614,offen::A,,aberto
615,geschlossen::A,,fechado
616,sauber::A,,limpo
617,schmutzig::A,,sujo
618,roh::A,,cru
619,reif::A,,maduro
620,lecker::A,,delicioso
621,süß::A,,doce
622,bitter::A,,amargo
623,sauer::A,,azedo
624,hell::A,,claro
625,dunkel::A,,escuro
626,dunkel::A,,sombrio
627,schwarz::A,,preto
628,weiß::A,,branco
629,rot::A,,vermelho
630,gelb::A,,amarelo
631,blau::A,,azul
632,grün::A,,verde
633,grau::A,,cinzento
634,bunt::A,,colorido
635,billig::A,,barato
636,teuer::A,,caro
637,wertvoll::A,,valioso
638,wertvoll::A,,precioso
639,blind::A,,cego
640,taub::A,,surdo
641,kräftig::A,,forte
642,kräftig::A,,poderoso
643,stark::A,,forte
644,stark::A,,robusto
645,schwach::A,,débil
646,fett::A,,gordo
647,schlank::A,,esbelto
648,hübsch::A,,giro
649,hübsch::A,,bonito
650,böse::A,,mau
651,dumm::A,,parvo
652,dumm::A,,estúpido
653,faul::A,,preguiçoso
654,fleißig::A,,aplicado
655,fleißig::A,,diligente
656,geizig::A,,avarento
657,klug::A,,prudente
658,klug::A,,inteligente
659,geschickt::A,,hábil
660,lieb::A,,caro
661,lieb::A,,querido
662,lustig::A,,alegre
663,sanft::A,,suave
664,sanft::A,,brando
665,hungrig::A,,faminto
666,krank::A,,doente
667,krank::A,,enfermo
668,nackt::A,,nu
669,nackt::A,,despido
670,traurig::A,,triste
671,lebendig::A,,vivo
672,gut::A,,bom
673,schlecht::A,,mau
674,schlecht::A,,ruim
675,richtig::A,,justo
676,richtig::A,,correcto
677,schlimm::A,,mau
678,schlimm::A,,grave
679,wahr::A,,verdadeiro
680,alt::A,,velho
681,alt::A,,antigo
682,neu::A,,novo
683,ehemalig::A,,antigo
684,alt[Lebewesen]::A,,velho
685,jung::A,,jovem
686,arm::A,,pobre
687,reich::A,,rico
688,bekannt::A,,conhecido
689,berühmt::A,,famoso
690,berühmt::A,,célebre
691,fremd::A,,alheio
692,fremd::A,,estranho
693,verschieden::A,,diverso
694,verschieden::A,,diferente
695,nah::A,,próximo
696,fern::A,,remoto
697,fern::A,,distante
698,linker::A,,esquerdo
699,rechter::A,,direito
700,anderer::A,,outro
701,erster::A,,primeiro
702,zweiter::A,,segundo
703,dritter::A,,terceiro
704,letzter::A,,final
705,letzter::A,,último
706,allein::ADV,,só
707,auf einmal::ADV,,de vez
708,zusammen::ADV,,juntos
709,lange::ADV,,muito tempo
710,plötzlich::ADV,,de repente
711,sofort::ADV,,imediatamente
712,später::ADV,,mais tarde
713,jetzt::ADV,,agora
714,heute::ADV,,hoje
715,morgen::ADV,,amanhã
716,bald::ADV,,logo
717,bald::ADV,,breve
718,dann::ADV,,então
719,dann::ADV,,depois
720,gestern::ADV,,ontem
721,einst::ADV,,antigamente
722,damals::ADV,,então
723,danach::ADV,,logo
724,danach::ADV,,depois
725,vorher::ADV,,antes
726,zuerst::ADV,,primeiro
727,einmal::ADV,,uma vez
728,manchmal::ADV,,às vezes
729,oft::ADV,,muitas vezes
730,immer::ADV,,sempre
731,niemals::ADV,,nunca
732,hier::ADV,,cá
733,hier::ADV,,aqui
734,hierhin::ADV,,para cá
735,von hier::ADV,,daqui
736,dort::ADV,,lá
737,dort::ADV,,ali
738,dorthin::ADV,,lá
739,dorthin::ADV,,para lá
740,geradeaus::ADV,,em frente
741,vorwärts::ADV,,avante
742,rückwärts::ADV,,para trás
743,zurück::ADV,,atrás
744,unten::ADV,,debaixo
745,unten::ADV,,em baixo
746,hinab::ADV,,para baixo
747,oben::ADV,,em cima
748,hinauf::ADV,,para cima
749,überall::ADV,,em toda parte
750,nicht::ADV,,não
751,ein wenig::ADV,,um pouco
752,ein wenig::ADV,,um bocado
753,kaum::ADV,,apenas
754,sehr::ADV,,muito
755,so::ADV,,tão
756,so::ADV,,assim
757,noch::ADV,,ainda
758,nur::ADV,,só
759,nur::ADV,,apenas
760,nur::ADV,,somente
761,schon::ADV,,já
762,wieder::ADV,,outra vez
763,vergebens::ADV,,em vão
764,vor::PRP,,diante de
765,hinter::PRP,,atrás de
766,unter::PRP,,sob
767,unter::PRP,,debaixo de
768,durch::PRP,,por
769,durch::PRP,,através de
770,neben::PRP,,junto de
771,neben::PRP,,ao lado de
772,zwischen::PRP,,entre
773,wegen::PRP,,por
774,wegen::PRP,,por causa de
775,dies::PRN,,isto
776,das::PRN,,isso
777,das::PRN,,aquilo
778,alles::PRN,,todo
779,ich::PRN,,eu
780,du::PRN,,tu
781,er::PRN,,ele
782,wir::PRN,,nós
783,ihr::PRN,,vós
784,ihr::PRN,,vocês
785,sie::PRN,,eles
786,was::FPRN,,quê
787,wer::FPRN,,quem
788,wo::FADV,,onde
789,wohin::FADV,,aonde
790,wohin::FADV,,para onde
791,wie::FADV,,como
792,warum::FADV,,porquê
793,warum::FADV,,por que
794,wieviel::FNUM,,quanto
795,eins::NUM,,um
796,zwei::NUM,,dois
797,drei::NUM,,três
798,vier::NUM,,quatro
799,fünf::NUM,,cinco
800,sechs::NUM,,seis
801,sieben::NUM,,sete
802,acht::NUM,,oito
803,neun::NUM,,nove
804,zehn::NUM,,dez
805,elf::NUM,,onze
806,zwölf::NUM,,doze
807,zwanzig::NUM,,vinte
808,dreißig::NUM,,trinta
809,vierzig::NUM,,quarenta
810,fünfzig::NUM,,cinquenta
811,sechzig::NUM,,sessenta
812,siebzig::NUM,,setenta
813,achtzig::NUM,,oitenta
814,neunzig::NUM,,noventa
815,hundert::NUM,,cem
816,hundert::NUM,,cento
817,tausend::NUM,,mil
818,und::CNJ,,e
819,oder::CNJ,,ou
820,stehen::V,,estar em pé
821,sitzen::V,,estar sentado
822,liegen::V,,jazer
823,liegen::V,,estar deitado
824,hängen::V,,pender
825,hängen::V,,estar pendurado
826,werden::V,,tornar-se
827,passieren::V,,acontecer
828,beginnen::V,,começar
829,enden::V,,acabar
830,enden::V,,terminar
831,wechseln::V,,variar
832,wechseln::V,,alternar
833,aufgehen[Sonne]::V,,nascer
834,untergehen[Sonne]::V,,pôr-se
835,scheinen[Sonne]::V,,brilhar
836,donnern::V,,trovejar
837,wehen::V,,soprar
838,strömen::V,,correr
839,fließen::V,,fluir
840,sich drehen::V,,girar
841,schwanken::V,,oscilar
842,schwingen::V,,vibrar
843,fallen::V,,cair
844,brennen::V,,arder
845,rauchen::V,,fumegar
846,regnen::V,,chover
847,gefrieren::V,,gelar
848,gefrieren::V,,congelar
849,tauen::V,,derreter
850,tauen::V,,descongelar
851,schmelzen::V,,fundir-se
852,trocknen::V,,secar
853,sieden::V,,ferver
854,faulen::V,,estragar-se
855,verfaulen::V,,apodrecer
856,reißen::V,,romper-se
857,versinken::V,,afundar-se
858,vergehen::V,,passar
859,erscheinen::V,,aparecer
860,verschwinden::V,,desaparecer
861,sinken::V,,descer
862,abnehmen::V,,diminuir
863,abnehmen::V,,decrescer
864,zunehmen::V,,crescer
865,zunehmen::V,,aumentar
866,steigen::V,,subir
867,wachsen::V,,crescer
868,glänzen::V,,brilhar
869,funkeln::V,,cintilar
870,lärmen::V,,fazer barulho
871,läuten::V,,chocalhar
872,klingeln::V,,tocar
873,klirren::V,,tinir
874,brausen::V,,bramar
875,rauschen::V,,murmurar
876,rauschen::V,,rumorejar
877,klingen::V,,soar
878,bellen::V,,ladrar
879,heulen::V,,uivar
880,blasen::V,,soprar
881,pfeifen::V,,assobiar
882,schreien::V,,gritar
883,stöhnen::V,,gemer
884,zittern::V,,tremer
885,leben::V,,viver
886,geboren werden::V,,nascer
887,atmen::V,,respirar
888,trinken::V,,beber
889,essen::V,,comer
890,schlucken::V,,engolir
891,müde werden::V,,cansar-se
892,einschlafen::V,,adormecer
893,schlafen::V,,dormir
894,aufwachen::V,,acordar
895,aufstehen::V,,levantar-se
896,sich erholen::V,,descansar
897,krank werden::V,,adoecer
898,krank werden::V,,ficar doente
899,krank sein::V,,estar doente
900,schmerzen::V,,doer
901,husten::V,,tossir
902,genesen::V,,convalescer
903,sterben::V,,morrer
904,umkommen::V,,perecer
905,sich bewegen::V,,mover-se
906,sich rühren::V,,mexer-se
907,sich erheben::V,,levantar-se
908,sich setzen::V,,sentar-se
909,hinfallen::V,,cair
910,laufen::V,,andar
911,laufen::V,,caminhar
912,schreiten::V,,andar
913,schreiten::V,,caminhar
914,spazierengehen::V,,passear
915,eilen::V,,apressar-se
916,sich beeilen::V,,apressar-se
917,sich beeilen::V,,despachar-se
918,sausen::V,,correr
919,rennen::V,,correr
920,springen::V,,saltar
921,klettern::V,,trepar
922,schaukeln::V,,baloiçar
923,kriechen::V,,rastejar
924,kriechen::V,,arrastar-se
925,schwimmen::V,,nadar
926,tauchen::V,,mergulhar
927,rudern::V,,remar
928,fahren::V,,ir
929,fliegen::V,,voar
930,gehen::V,,ir
931,gehen::V,,andar
932,weggehen::V,,partir
933,weggehen::V,,ir-se embora
934,abfahren::V,,sair
935,abfahren::V,,partir
936,anhalten::V,,parar
937,hineingehen::V,,entrar
938,eintreten::V,,entrar
939,kommen::V,,vir
940,ankommen::V,,chegar
941,zurückkommen::V,,voltar
942,zurückkommen::V,,regressar
943,bleiben::V,,ficar
944,bleiben::V,,permanecer
945,warten::V,,esperar
946,erwarten::V,,esperar
947,erwarten::V,,aguardar
948,suchen::V,,buscar
949,suchen::V,,procurar
950,finden::V,,achar
951,finden::V,,encontrar
952,versuchen::V,,tentar
953,vorbereiten::V,,preparar
954,lieben::V,,amar
955,lieben::V,,querer
956,mögen::V,,gostar de
957,lachen::V,,rir
958,lachen::V,,rir-se
959,rühren::V,,comover
960,weinen::V,,chorar
961,schimpfen::V,,ralhar
962,sich ärgern::V,,zangar-se
963,sich fürchten::V,,ter medo de
964,sich fürchten::V,,ter receio de
965,fürchten::V,,temer
966,fürchten::V,,recear
967,fliehen::V,,fugir
968,flüchten::V,,refugiar-se
969,sehen::V,,ver
970,anschauen::V,,olhar
971,ansehen::V,,mirar
972,hören::V,,ouvir
973,zuhören::V,,escutar
974,probieren::V,,provar
975,probieren::V,,saborear
976,riechen::V,,cheirar
977,fühlen::V,,sentir
978,scheinen::V,,parecer
979,zu sehen sein::V,,estar à vista
980,vernehmen::V,,ouvir
981,frieren::V,,ter frio
982,tun::V,,fazer
983,können::V,,saber
984,wollen::V,,querer
985,anfangen::V,,iniciar
986,beenden::V,,acabar
987,beenden::V,,terminar
988,aufhören::V,,cessar
989,aufhören::V,,desistir
990,gelingen::V,,sair bem
991,gelingen::V,,dar bom resultado
992,geraten::V,,sair
993,geraten::V,,dar resultado
994,öffnen::V,,abrir
995,schließen::V,,fechar
996,stellen::V,,pôr
997,stellen::V,,colocar
998,setzen::V,,pôr
999,setzen::V,,meter
1000,legen::V,,pôr
1001,legen::V,,meter
1002,berühren::V,,tocar
1003,verbinden::V,,unir
1004,verbinden::V,,ligar
1005,bedecken::V,,cobrir
1006,aufhängen::V,,pendurar
1007,anzünden::V,,acender
1008,aufheben::V,,apanhar
1009,aufheben::V,,levantar
1010,zurücklassen::V,,deixar
1011,verlieren::V,,perder
1012,fallen lassen::V,,deixar cair
1013,machen::V,,fazer
1014,herstellen::V,,produzir
1015,bauen::V,,edificar
1016,bauen::V,,construir
1017,reparieren::V,,reparar
