,Concept_ID,bg,tr
84,Boden::N,почва,zemin
85,Erde::N,земя,toprak
86,Erde::N,почва,toprak
87,Staub::N,прах,toz
88,Rauch::N,дим,duman
89,Rauch::N,пушек,duman
90,Funke::N,искра,kıvılcım
91,Feuer::N,огън,ateş
92,Licht::N,светлина,ışık
93,Schatten::N,сянка,gölge
94,Wetter::N,време,hava
95,Nebel::N,мъгла,pus
96,Wolke::N,облак,bulut
97,Regen::N,дъжд,yağmur
98,Schnee::N,сняг,kar
99,Eis::N,лед,buz
100,Frost::N,мраз,don
101,Kälte::N,студ,soğukluk
102,Hitze::N,жега,sıcaklık
103,Hitze::N,горещина,sıcaklık
104,Raureif::N,скреж,kırç
105,Raureif::N,слана,kırç
106,Regenbogen::N,дъга,gökkuşağı
107,Donner::N,гръм,gök gürlemesi
108,Strömung::N,течение,akıntı
109,Strömung::N,течение,cereyan
110,Tropfen::N,капка,damla
111,Schaum::N,пяна,köpük
112,Schmutz::N,кал,çamur
113,Schmutz::N,кал,pislik
114,Schmutz::N,мръсотия,çamur
115,Schmutz::N,мръсотия,pislik
116,See::N,езеро,göl
117,Sumpf::N,блато,batak
118,Moor::N,мочурище,cılgıt
119,Wiese::N,ливада,çimen
120,Wald::N,гора,koru
121,Wald::N,гора,orman
122,Hügel::N,рид,tepe
123,Hügel::N,хълм,tepe
124,Anhöhe::N,могила,tümsek
125,Anhöhe::N,могила,yükseklik
126,Anhöhe::N,възвишение,tümsek
127,Anhöhe::N,възвишение,yükseklik
128,Berg::N,планина,dağ
129,Gipfel::N,връх,zirve
130,Höhle::N,пещера,in
131,Höhle::N,пещера,mağara
132,Abhang::N,склон,bayır
133,Abhang::N,стръмнина,bayır
134,Quelle::N,извор,pınar
135,Quelle::N,извор,kaynak
136,Bach::N,поток,çay
137,Bach::N,поток,dere
138,Fluss::N,река,nehir
139,Ufer::N,бряг,kıyı
140,Ufer::N,бряг,sahil
141,Küste::N,бряг,kıyı
142,Küste::N,бряг,sahil
143,Küste::N,крайбрежие,kıyı
144,Küste::N,крайбрежие,sahil
145,Festland::N,суша,kara
146,Meer::N,море,deniz
147,Bucht::N,залив,koy
148,Bucht::N,залив,körfez
149,Insel::N,остров,ada
150,Blume::N,цвете,çiçek
151,Gras::N,трева,ot
152,Gras::N,трева,çim
153,Wurzel::N,корен,kök
154,Baum::N,дърво,ağaç
155,Stamm::N,стъбло,gövde
156,Rinde::N,кора,kabuk
157,Ast::N,клон,dal
158,Ast::N,клон,budak
159,Zweig::N,клон,dal
160,Blatt::N,лист,yaprak
161,Birke::N,бреза,huş
162,Kiefer[Baum]::N,бор,çam
163,Weide[Baum]::N,върба,söğüt
164,Tanne::N,ела,çam
165,Tanne::N,ела,köknar
166,Horn::N,рог,boynuz
167,Feder::N,перо,tüy
168,Fell::N,кожа,post
169,Flügel::N,крило,kanat
170,Klaue::N,нокът,pençe
171,Kralle::N,нокът,tırnak
172,Schwanz::N,опашка,kuyruk
173,Ei::N,яйце,yumurta
174,Nest::N,гнездо,yuva
175,Bau::N,дупка,in
176,Tier::N,животно,hayvan
177,Herde::N,стадо,sürü
178,Kuh::N,крава,inek
179,Bulle::N,бик,boğa
180,Pferd::N,кон,at
181,Pferd::N,кон,beygir
182,Schaf::N,овца,koyun
183,Schwein::N,свиня,domuz
184,Hund::N,куче,it
185,Hund::N,куче,köpek
186,Katze::N,котка,kedi
187,Bär::N,мечка,ayı
188,Eichhörnchen::N,катерица,sincap
189,Elch::N,лос,büyük kuzey geyiği
190,Fuchs::N,лисица,tilki
191,Hase::N,заек,tavşan
192,Maus::N,мишка,fare
193,Maus::N,мишка,sıçan
194,Wolf::N,вълк,kurt
195,Vogel::N,птица,kuş
196,Schwarm::N,рой,sürü
197,Schwarm::N,рояк,sürü
198,Huhn::N,кокошка,tavuk
199,Hahn::N,петел,horoz
200,Gans::N,гъска,kaz
201,Adler::N,орел,kartal
202,Adler::N,орел,karakuş
203,Ente::N,патица,ördek
204,Eule::N,сова,baykuş
205,Kranich::N,жерав,turna
206,Krähe::N,врана,karga
207,Kuckuck::N,кукувица,guguk
208,Schwan::N,лебед,kuğu
209,Fisch::N,риба,balık
210,Barsch::N,костур,hani
211,Barsch::N,костур,levrek
212,Hecht::N,щука,turnabalığı
213,Schlange[Tier]::N,змия,yılan
214,Wurm::N,червей,kurt
215,Wurm::N,червей,solucan
216,Spinne::N,паяк,örümcek
217,Ameise::N,мравка,karınca
218,Laus::N,въшка,bit
219,Mücke::N,комар,sivrisinek
220,Fliege::N,муха,sinek
221,Schmetterling::N,пеперуда,kelebek
222,Beere::N,плод,tane
223,Apfel::N,ябълка,elma
224,Pilz::N,гъба,mantar
225,Zwiebel::N,лук,soğan
226,Zwiebel::N,кромид,soğan
227,Saat::N,семе,ekin
228,Korn::N,зърно,tane
229,Heu::N,сено,kuru ot
230,Schale::N,кора,kabuk
231,Grube::N,яма,çukur
232,Grube::N,дупка,çukur
233,Falle::N,примка,tuzak
234,Schlinge::N,клуп,ilmik
235,Spur::N,диря,iz
236,Spur::N,следа,iz
237,Asche::N,пепел,kül
238,Dreck::N,кал,pislik
239,Eisen::N,желязо,demir
240,Gold::N,злато,altın
241,Silber::N,сребро,gümüş
242,Kohle::N,въглища,kömür
243,Glas::N,стъкло,cam
244,Lehm::N,глина,balçık
245,Sand::N,пясък,kum
246,Mensch::N,човек,insan
247,Mann::N,мъж,adam
248,Mann::N,мъж,erkek
249,Frau::N,жена,bayan
250,Kind::N,дете,çocuk
251,Junge::N,момче,erkek çocuk
252,Mädchen::N,момиче,kız
253,Familie::N,фамилия,aile
254,Familie::N,семейство,aile
255,Großvater::N,дядо,dede
256,Großvater::N,дядо,büyükbaba
257,Großmutter::N,баба,nine
258,Großmutter::N,баба,büyükanne
259,Eltern::N,родители,ebeveyn
260,Eltern::N,родители,ana baba
261,Vater::N,баща,ata
262,Vater::N,баща,baba
263,Mutter::N,майка,ana
264,Mutter::N,майка,anne
265,Sohn::N,син,oğul
266,Tochter::N,дъщеря,kız
267,Tochter::N,дъщеря,kız evlât
268,Bruder::N,брат,abi
269,Bruder::N,брат,erkek kardeş
270,Schwester::N,сестра,abla
271,Schwester::N,сестра,kız kardeş
272,Onkel::N,чичо,dayı
273,Onkel::N,вуйчо,dayı
274,Tante::N,леля,hala
275,Tante::N,леля,teyze
276,Ehemann::N,съпруг,koca
277,Ehefrau::N,съпруга,karı
278,Freude::N,радост,neşe
279,Freude::N,радост,sevinç
280,Gelächter::N,смях,gülme
281,Gelächter::N,смях,kahkaha
282,Glück::N,щастие,mutluluk
283,Kummer::N,тъга,dert
284,Kummer::N,тъга,keder
285,Wunsch::N,желание,arzu
286,Wunsch::N,желание,istek
287,Lust::N,желание,arzu
288,Lust::N,желание,heves
289,Geist::N,дух,tin
290,Gedanke::N,мисъл,fikir
291,Gedanke::N,мисъл,düşünce
292,Gedächtnis::N,памет,bellek
293,Verstand::N,ум,zekâ
294,Verstand::N,разум,zekâ
295,Sinn::N,смисъл,anlam
296,Grund::N,причина,sebep
297,Wahrheit::N,правда,doğruluk
298,Wahrheit::N,правда,gerçeklik
299,Gespräch::N,разговор,görüşme
300,Märchen::N,приказка,masal
301,Erzählung::N,разказ,öykü
302,Erzählung::N,разказ,hikâye
303,Nachricht::N,вест,haber
304,Nachricht::N,известие,haber
305,Neuigkeit::N,новина,haber
306,Name::N,име,ad
307,Name::N,име,isim
308,Rätsel::N,гатанка,bilmece
309,Rede::N,реч,söylev
310,Rede::N,реч,konuşma
311,Rede::N,слово,söylev
312,Rede::N,слово,konuşma
313,Sprache::N,език,dil
314,Sprache::N,език,lisan
315,Stimme::N,глас,ses
316,Wort::N,дума,kelime
317,Zeichen::N,знак,işaret
318,Ruf::N,зов,çağırma
319,Lärm::N,шум,şamata
320,Lärm::N,шум,gürültü
321,Lärm::N,глъчка,şamata
322,Lärm::N,глъчка,gürültü
323,Laut::N,звук,ses
324,Ton::N,тон,ses
325,Lied::N,песен,türkü
326,Ruhe::N,тишина,sakinlik
327,Ruhe::N,спокойствие,sakinlik
328,Leute::N,хора,halk
329,Leute::N,хора,insanlar
330,Volk::N,народ,ulus
331,Volk::N,народ,millet
332,Arbeit::N,труд,iş
333,Arbeit::N,труд,çalışma
334,Arbeit::N,работа,iş
335,Arbeit::N,работа,çalışma
336,Gast::N,гост,konuk
337,Gast::N,гост,misafir
338,Geschenk::N,дар,hediye
339,Geschenk::N,дар,armağan
340,Geschenk::N,подарък,hediye
341,Geschenk::N,подарък,armağan
342,Spiel::N,игра,oyun
343,Gesellschaft::N,общество,çevre
344,Gesellschaft::N,общество,arkadaşlık
345,Hilfe::N,помощ,yardım
346,Freund::N,приятел,dost
347,Freund::N,приятел,arkadaş
348,Kamerad::N,другар,arkadaş
349,Angelegenheit::N,работа,iş
350,Angelegenheit::N,работа,husus
351,Anzahl::N,брой,sayı
352,Anzahl::N,количество,sayı
353,Art::N,вид,çeşit
354,Stück::N,къс,tane
355,Stück::N,къс,parça
356,Stück::N,парче,tane
357,Stück::N,парче,parça
358,Teil::N,дял,kısım
359,Teil::N,част,kısım
360,Hälfte::N,половина,yarı
361,Kreis::N,кръг,daire
362,Kreuz::N,кръст,haç
363,Linie::N,черта,hat
364,Linie::N,черта,çizgi
365,Strich::N,щрих,çizgi
366,Strich::N,черта,çizgi
367,Abstand::N,дистанция,aralık
368,Abstand::N,разстояние,aralık
369,Entfernung::N,разстояние,mesafe
370,Entfernung::N,разстояние,uzaklık
371,Gegend::N,местност,yöre
372,Platz::N,място,yer
373,Ort::N,място,yer
374,Seite::N,страна,yan
375,Seite::N,страна,taraf
376,Mitte::N,среда,orta
377,Mitte::N,среда,merkez
378,Gegenstand::N,предмет,şey
379,Sache::N,вещ,iş
380,Sache::N,вещ,şey
381,Rand::N,ръб,kenar
382,Kante::N,ръб,kenar
383,Kante::N,кант,kenar
384,Ecke::N,ъгъл,köşe
385,Spitze::N,връх,uç
386,Spitze::N,връх,baş
387,Spitze::N,острие,uç
388,Spitze::N,острие,baş
389,Ende::N,край,uç
390,Loch::N,дупка,oyuk
391,Loch::N,дупка,delik
392,Winkel::N,кът,köşe
393,Winkel::N,ъгъл,köşe
394,Muster::N,десен,örnek
395,Muster::N,образец,örnek
396,Größe::N,големина,büyüklük
397,Länge::N,дължина,uzunluk
398,Höhe::N,висота,yükseklik
399,Höhe::N,височина,yükseklik
400,Gewicht::N,тегло,ağırlık
401,Gewicht::N,тежест,ağırlık
402,Menge::N,количество,miktar
403,Haufen::N,куп,küme
404,Haufen::N,куп,yığın
405,Haufen::N,грамада,küme
406,Haufen::N,грамада,yığın
407,Reihe::N,ред,sıra
408,Reihe::N,редица,sıra
409,Boot::N,лодка,kayık
410,Boot::N,лодка,sandal
411,Ruder::N,весло,kürek
412,Ruder::N,гребло,kürek
413,Schlitten::N,шейна,kızak
414,Ski::N,ски,kayak
415,Lagerfeuer::N,огнище,kamp ateşi
416,Last::N,товар,yük
417,Gang::N,ход,gidiş
418,Gang::N,ход,yürüyüş
419,Gang::N,вървеж,gidiş
420,Gang::N,вървеж,yürüyüş
421,Schritt::N,стъпка,adım
422,Norden::N,север,kuzey
423,Süden::N,юг,güney
424,Westen::N,запад,batı
425,Osten::N,изток,doğu
426,Holz::N,дърво,ağaç
427,Holz::N,дърво,tahta
428,Brett::N,дъска,tahta
429,Stange::N,прът,çubuk
430,Stange::N,върлина,çubuk
431,Stock::N,прът,sopa
432,Stock::N,прът,değnek
433,Stock::N,тояга,sopa
434,Stock::N,тояга,değnek
435,Stab::N,прът,sırık
436,Stab::N,прът,baston
437,Rohr::N,цев,boru
438,Rohr::N,тръба,boru
439,Haus::N,къща,ev
440,Heim::N,дом,ev
441,Heim::N,дом,yurt
442,Ofen::N,печка,soba
443,Fußboden::N,под,taban
444,Fußboden::N,под,döşeme
445,Tisch::N,маса,masa
446,Stuhl::N,стол,iskemle
447,Stuhl::N,стол,sandalye
448,Wiege::N,люлка,beşik
449,Bett::N,легло,yatak
450,Bett::N,креват,yatak
451,Regal::N,рафт,raf
452,Regal::N,етажерка,raf
453,Kiste::N,кутия,sandık
454,Kiste::N,сандък,sandık
455,Fenster::N,прозорец,pencere
456,Tür::N,врата,kapı
457,Tor::N,врата,kapı
458,Zaun::N,ограда,çit
459,Dach::N,покрив,dam
460,Dach::N,покрив,çatı
461,Leiter::N,стълба,merdiven
462,Besen::N,метла,süpürge
463,Spaten::N,лопата,bel
464,Schaufel::N,лопата,kürek
465,Gabel::N,вилица,çatal
466,Löffel::N,лъжица,kaşık
467,Messer::N,нож,bıçak
468,Nagel::N,гвоздей,çivi
469,Netz::N,мрежа,ağ
470,Haken::N,кука,çengel
471,Haken::N,закачалка,çengel
472,Griff::N,ръчка,kulp
473,Griff::N,ръчка,tutamak
474,Griff::N,дръжка,kulp
475,Griff::N,дръжка,tutamak
476,Schloss::N,брава,kilit
477,Schloss::N,ключалка,kilit
478,Bild::N,картина,imaj
479,Bild::N,картина,resim
480,Figur::N,фигура,şekil
481,Figur::N,фигура,heykel
482,Puppe::N,кукла,kukla
483,Beutel::N,кесия,kese
484,Beutel::N,кесия,torba
485,Bündel::N,връзка,deste
486,Tasche::N,чанта,çanta
487,Eimer::N,кофа,kova
488,Deckel::N,капак,kapak
489,Deckel::N,похлупак,kapak
490,Geschirr::N,съдове,kap kacak
491,Sack::N,чувал,torba
492,Tasse::N,чаша,fincan
493,Topf::N,гърне,tencere
494,Topf::N,тенджера,tencere
495,Kessel::N,котел,kazan
496,Essen::N,ядене,yemek
497,Nahrung::N,храна,gıda
498,Nahrung::N,храна,besin
499,Speise::N,ястие,yemek
500,Fleisch::N,месо,et
501,Getreide::N,зърнено храни,tahıl
502,Getreide::N,зърнено храни,hububat
503,Brei::N,каша,ezme
504,Brot::N,хляб,ekmek
505,Scheibe::N,резен,dilim
506,Fett::N,мазнина,yağ
507,Butter::N,масло,tereyağı
508,Öl::N,олио,yağ
509,Öl::N,олио,akar yağ
510,Öl::N,оливия,yağ
511,Öl::N,оливия,akar yağ
512,Salz::N,сол,tuz
513,Suppe::N,супа,çorba
514,Honig::N,мед,bal
515,Milch::N,мляко,süt
516,Tee::N,чай,çay
517,Leder::N,кожа,deri
518,Leder::N,кожа,meşin
519,Wolle::N,вълна,yün
520,Stoff::N,плат,kumaş
521,Stoff::N,материал,kumaş
522,Nadel::N,игла,iğne
523,Faden::N,конец,tire
524,Faden::N,конец,iplik
525,Knopf::N,копче,düğme
526,Knoten::N,възел,düğüm
527,Farbe::N,боя,boya
528,Kleidung::N,дрехи,giyim
529,Kleidung::N,облекло,giyim
530,Hemd::N,риза,gömlek
531,Kragen::N,яка,yaka
532,Ärmel::N,ръкав,yen
533,Ärmel::N,ръкав,elbise kolu
534,Hose::N,панталони,pantolon
535,Gürtel::N,пояс,kuşak
536,Gürtel::N,колан,kuşak
537,Mütze::N,каскет,bere
538,Mütze::N,каскет,kasket
539,Mütze::N,фуражка,bere
540,Mütze::N,фуражка,kasket
541,Schuh::N,обувка,kundura
542,Schuh::N,обувка,ayakkabı
543,Stiefel::N,ботуш,çizme
544,Ring::N,пръстен,yüzük
545,Band::N,лента,bağ
546,Band::N,лента,şerit
547,Band::N,връзка,bağ
548,Band::N,връзка,şerit
549,Kamm::N,гребен,tarak
550,Spiegel::N,огледало,ayna
551,Riemen::N,каиш,kayış
552,Riemen::N,ремък,kayış
553,Schnur::N,връв,ip
554,Schnur::N,връв,sicim
555,Leine::N,връв,kayış
556,Leine::N,въже,kayış
557,Decke::N,покривка,örtü
558,Decke::N,покривка,yorgan
559,Kissen::N,възглавница,yastık
560,Tuch::N,сукно,bez
561,Handtuch::N,пешкир,havlu
562,Handtuch::N,кърпа за лице,havlu
563,Kraft::N,мощ,güç
564,Kraft::N,мощ,kuvvet
565,Kraft::N,сила,güç
566,Kraft::N,сила,kuvvet
567,Stärke::N,сила,kuvvet
568,Gesundheit::N,здраве,sağlık
569,Krankheit::N,болест,hastalık
570,Schmerz::N,болка,ağrı
571,Schmerz::N,болка,sancı
572,Wunde::N,рана,yara
573,Fieber::N,треска,ateş
574,Fieber::N,температура,ateş
575,Arznei::N,лек,ilâç
576,Arznei::N,лекарство,ilâç
577,Brücke::N,мост,köprü
578,Brunnen::N,чешма,kuyu
579,Brunnen::N,чешма,çeşme
580,Brunnen::N,кладенец,kuyu
581,Brunnen::N,кладенец,çeşme
582,Weide::N,паша,otlak
583,Weide::N,пасище,otlak
584,Pfad::N,пътека,patika
585,Pfad::N,пътека,keçiyolu
586,Weg::N,път,yol
587,Straße::N,шосе,yol
588,Straße::N,шосе,cadde
589,Dorf::N,село,köy
590,Stadt::N,град,kent
591,Stadt::N,град,şehir
592,Brief::N,писмо,mektup
593,Buch::N,книга,kitap
594,Buchstabe::N,буква,harf
595,Zeitung::N,вестник,gazete
596,Leben::N,живот,hayat
597,Tod::N,смърт,ölüm
598,Grab::N,гроб,kabir
599,Kirche::N,църква,kilise
600,Sünde::N,грях,günah
601,Gott::N,бог,tanrı
602,Arbeiter::N,работник,işçi
603,Chef::N,шеф,şef
604,Chef::N,шеф,müdür
605,Chef::N,началник,şef
606,Chef::N,началник,müdür
607,Meister::N,майстор,usta
608,Arzt::N,лекар,hekim
609,Arzt::N,лекар,doktor
610,Lehrer::N,учител,hoca
611,Lehrer::N,учител,öğretmen
612,Geld::N,пари,para
613,Geschäft::N,сделка,ticaret
614,Laden::N,дюкян,dükkân
615,Laden::N,магазин,dükkân
616,Preis::N,цена,fiyat
617,Ware::N,стока,mal
618,Nutzen::N,полза,fayda
619,Nutzen::N,облага,fayda
620,Reichtum::N,богатство,servet
621,Reichtum::N,богатство,zenginlik
622,Welt::N,свят,dünya
623,Land::N,страна,ülke
624,Staat::N,щат,devlet
625,Staat::N,държава,devlet
626,König::N,крал,kral
627,Macht::N,мощ,kudret
628,Macht::N,мощ,iktidar
629,Macht::N,власт,kudret
630,Macht::N,власт,iktidar
631,Grenze::N,граница,had
632,Grenze::N,граница,sınır
633,Krieg::N,война,savaş
634,Feind::N,враг,düşman
635,Feind::N,неприятел,düşman
636,Gewalt::N,сила,zor
637,Gewalt::N,сила,cebir
638,Gewalt::N,насилие,zor
639,Gewalt::N,насилие,cebir
640,Kampf::N,борба,savaş
641,Kampf::N,сражение,savaş
642,Bogen[Waffe]::N,лък,yay
643,Pfeil::N,стрела,ok
644,Gewehr::N,пушка,tüfek
645,Fehler::N,грешка,hata
646,Fehler::N,грешка,yanlış
647,Lüge::N,лъжа,yalan
648,Schaden::N,повреда,zarar
649,Unglück::N,нещастие,felâket
650,Unglück::N,нещастие,talihsizlik
651,Schuld::N,вина,suç
652,Schuld::N,вина,kabahat
653,Alter::N,възраст,yaş
654,Schluss::N,край,son
655,Zeit::N,време,zaman
656,Tag::N,ден,gün
657,Morgen::N,утро,sabah
658,Morgen::N,сутрин,sabah
659,Mittag::N,обед,öğle
660,Mittag::N,пладне,öğle
661,Abend::N,вечер,akşam
662,Nacht::N,нощ,gece
663,Woche::N,седмица,hafta
664,Monat::N,месец,ay
665,Jahr::N,година,yıl
666,Jahr::N,година,sene
667,Frühling::N,пролет,ilkbahar
668,Sommer::N,лято,yaz
669,Herbst::N,есен,güz
670,Herbst::N,есен,sonbahar
671,Winter::N,зима,kış
672,Januar::N,януари,ocak
673,Februar::N,февруари,şubat
674,März::N,март,mart
675,April::N,април,nisan
676,Mai::N,май,mayıs
677,Juni::N,юни,haziran
678,Juli::N,юли,temmuz
679,August::N,август,ağustos
680,September::N,септември,eylül
681,Oktober::N,октомври,ekim
682,November::N,ноември,kasım
683,Dezember::N,декември,aralık
684,Montag::N,понеделник,pazartesi
685,Dienstag::N,вторник,salı
686,Mittwoch::N,сряда,çarşamba
687,Donnerstag::N,четвъртък,perşembe
688,Freitag::N,петък,cuma
689,Samstag::N,събота,cumartesi
690,Sonntag::N,неделя,pazar
691,groß::A,едър,büyük
692,groß::A,голям,büyük
693,klein::A,малък,ufak
694,klein::A,малък,küçük
695,klein::A,дребен,ufak
696,klein::A,дребен,küçük
697,lang::A,дълъг,uzun
698,kurz::A,къс,kısa
699,breit::A,широк,enli
700,breit::A,широк,geniş
701,schmal::A,тесен,dar
702,dicht::A,гъст,sık
703,dicht::A,гъст,yoğun
704,dick[Gegenstand]::A,дебел,kalın
705,dick[Gegenstand]::A,дебел,iri
706,dünn::A,тънък,ince
707,fein::A,фин,ince
708,fein::A,фин,narin
709,fein::A,тънък,ince
710,fein::A,тънък,narin
711,fest::A,твърд,sabit
712,fest::A,твърд,sağlam
713,fest::A,плътен,sabit
714,fest::A,плътен,sağlam
715,flach::A,равен,düz
716,flach::A,равен,yassı
717,flach::A,плосък,düz
718,flach::A,плосък,yassı
719,glatt::A,гладък,düz
720,hart::A,твърд,katı
721,hart::A,корав,katı
722,weich::A,мек,yumuşak
723,rund::A,кръгъл,yuvarlak
724,spitz::A,островръх,sivri
725,scharf::A,остър,keskin
726,stumpf::A,тъп,kör
727,schwer::A,тежък,ağır
728,schön::A,хубав,güzel
729,schön::A,красив,güzel
730,heiß::A,жарък,kızgın
731,warm::A,топъл,sıcak
732,kalt::A,студен,soğuk
733,kühl::A,хладен,serin
734,frisch::A,свеж,taze
735,feucht::A,влажен,nemli
736,feucht::A,влажен,rutubetli
737,nass::A,мокър,yaş
738,nass::A,мокър,ıslak
739,trocken::A,сух,kuru
740,voll::A,пълен,dolu
741,voll::A,пълен,dolmuş
742,leer::A,празен,boş
743,offen::A,откровен,açık
744,geschlossen::A,закрит,kapalı
745,geschlossen::A,затворен,kapalı
746,sauber::A,чист,pak
747,sauber::A,чист,temiz
748,schmutzig::A,мръсен,pis
749,schmutzig::A,мръсен,kirli
750,roh::A,суров,çiğ
751,reif::A,зрял,olgun
752,lecker::A,вкусен,lezzetli
753,süß::A,сладък,tatlı
754,süß::A,сладък,şekerli
755,bitter::A,горчив,acı
756,sauer::A,кисел,ekşi
757,hell::A,ясен,aydınlık
758,hell::A,светъл,aydınlık
759,dunkel::A,тъмен,karanlık
760,schwarz::A,черен,kara
761,schwarz::A,черен,siyah
762,weiß::A,бял,ak
763,weiß::A,бял,beyaz
764,rot::A,червен,kırmızı
765,gelb::A,жълт,sarı
766,blau::A,син,mavi
767,grün::A,зелен,yeşil
768,grau::A,сив,boz
769,bunt::A,шарен,renkli
770,bunt::A,пъстър,renkli
771,billig::A,евтин,ucuz
772,teuer::A,скъп,pahalı
773,wertvoll::A,ценен,değerli
774,blind::A,сляп,kör
775,taub::A,глух,sağır
776,kräftig::A,силен,dinç
777,kräftig::A,силен,kuvvetli
778,stark::A,здрав,güçlü
779,stark::A,здрав,kuvvetli
780,stark::A,силен,güçlü
781,stark::A,силен,kuvvetli
782,schwach::A,слаб,zayıf
783,schwach::A,слаб,güçsüz
784,fett::A,тлъст,şişman
785,schlank::A,тънък,narin
786,schlank::A,строен,narin
787,hübsch::A,хубав,güzel
788,hübsch::A,хубав,sevimli
789,böse::A,зъл,kötü
790,dumm::A,глупав,aptal
791,faul::A,ленив,tembel
792,faul::A,мързелив,tembel
793,fleißig::A,прилежен,çalışkan
794,geizig::A,скъпернически,cimri
795,klug::A,умен,zekî
796,klug::A,умен,akıllı
797,klug::A,разумен,zekî
798,klug::A,разумен,akıllı
799,geschickt::A,умел,becerikli
800,geschickt::A,сръчен,becerikli
801,lieb::A,мил,sevimli
802,lieb::A,драг,sevimli
803,lustig::A,весел,neşeli
804,sanft::A,нежен,nazik
805,sanft::A,кротък,nazik
806,hungrig::A,гладен,aç
807,krank::A,болен,hasta
808,krank::A,болен,rahatsız
809,nackt::A,гол,çıplak
810,traurig::A,тъжен,kederli
811,traurig::A,тъжен,üzüntülü
812,traurig::A,печален,kederli
813,traurig::A,печален,üzüntülü
814,lebendig::A,жив,canlı
815,gut::A,добър,iyi
816,schlecht::A,лош,kötü
817,richtig::A,правилен,doğru
818,schlimm::A,лош,kötü
819,wahr::A,верен,doğru
820,wahr::A,верен,gerçek
821,wahr::A,истински,doğru
822,wahr::A,истински,gerçek
823,alt::A,стар,eski
824,alt::A,древен,eski
825,neu::A,нов,yeni
826,ehemalig::A,бивш,önceki
827,alt[Lebewesen]::A,стар,yaşlı
828,jung::A,млад,genç
829,arm::A,беден,fakir
830,reich::A,богат,zengin
831,bekannt::A,познат,bilinen
832,bekannt::A,известен,bilinen
833,berühmt::A,почут,ünlü
834,berühmt::A,почут,meşhur
835,berühmt::A,известен,ünlü
836,berühmt::A,известен,meşhur
837,fremd::A,чужд,yabancı
838,verschieden::A,разен,ayrı
839,verschieden::A,разен,farklı
840,verschieden::A,различен,ayrı
841,verschieden::A,различен,farklı
842,nah::A,близък,yakın
843,nah::A,близък,bitişik
844,fern::A,далечен,uzak
845,linker::A,ляв,sol
846,rechter::A,прав,sağ
847,anderer::A,друг,diğer
848,erster::A,пръв,ilk
849,erster::A,пръв,birinci
850,erster::A,първи,ilk
851,erster::A,първи,birinci
852,zweiter::A,втори,ikinci
853,dritter::A,трети,üçüncü
