,Concept_ID,fr,de
254,Märchen::N,conte de fées,Märchen
255,Erzählung::N,conte,Erzählung
256,Erzählung::N,narration,Erzählung
257,Nachricht::N,message,Nachricht
258,Neuigkeit::N,nouvelle,Neuigkeit
259,Name::N,nom,Name
260,Rätsel::N,énigme,Rätsel
261,Rätsel::N,devinette,Rätsel
262,Rede::N,parole,Rede
263,Rede::N,discours,Rede
264,Sprache::N,langue,Sprache
265,Sprache::N,langage,Sprache
266,Stimme::N,voix,Stimme
267,Wort::N,mot,Wort
268,Zeichen::N,signe,Zeichen
269,Ruf::N,cri,Ruf
270,Ruf::N,appel,Ruf
271,Lärm::N,bruit,Lärm
272,Laut::N,son,Laut
273,Ton::N,ton,Ton
274,Lied::N,chant,Lied
275,Lied::N,chanson,Lied
276,Ruhe::N,calme,Ruhe
277,Ruhe::N,tranquillité,Ruhe
278,Leute::N,gens,Leute
279,Volk::N,peuple,Volk
280,Arbeit::N,travail,Arbeit
281,Gast::N,hôte,Gast
282,Gast::N,invité,Gast
283,Geschenk::N,cadeau,Geschenk
284,Geschenk::N,présent,Geschenk
285,Spiel::N,jeu,Spiel
286,Gesellschaft::N,compagnie,Gesellschaft
287,Hilfe::N,aide,Hilfe
288,Hilfe::N,secours,Hilfe
289,Freund::N,ami,Freund
290,Kamerad::N,copain,Kamerad
291,Kamerad::N,camarade,Kamerad
292,Angelegenheit::N,affaire,Angelegenheit
293,Anzahl::N,nombre,Anzahl
294,Art::N,sorte,Art
295,Art::N,espèce,Art
296,Stück::N,morceau,Stück
297,Teil::N,part,Teil
298,Teil::N,partie,Teil
299,Hälfte::N,moitié,Hälfte
300,Kreis::N,cercle,Kreis
301,Kreuz::N,croix,Kreuz
302,Linie::N,ligne,Linie
303,Strich::N,trait,Strich
304,Abstand::N,écart,Abstand
305,Entfernung::N,distance,Entfernung
306,Gegend::N,région,Gegend
307,Gegend::N,contrée,Gegend
308,Platz::N,place,Platz
309,Ort::N,lieu,Ort
310,Ort::N,endroit,Ort
311,Seite::N,côté,Seite
312,Mitte::N,milieu,Mitte
313,Gegenstand::N,objet,Gegenstand
314,Sache::N,chose,Sache
315,Rand::N,bord,Rand
316,Kante::N,arête,Kante
317,Ecke::N,coin,Ecke
318,Ecke::N,tournant,Ecke
319,Spitze::N,cime,Spitze
320,Spitze::N,pointe,Spitze
321,Ende::N,bout,Ende
322,Loch::N,trou,Loch
323,Winkel::N,coin,Winkel
324,Winkel::N,réduit,Winkel
325,Muster::N,dessin,Muster
326,Größe::N,grandeur,Größe
327,Länge::N,longueur,Länge
328,Höhe::N,hauteur,Höhe
329,Höhe::N,altitude,Höhe
330,Gewicht::N,poids,Gewicht
331,Menge::N,quantité,Menge
332,Haufen::N,tas,Haufen
333,Reihe::N,file,Reihe
334,Reihe::N,rangée,Reihe
335,Boot::N,canot,Boot
336,Boot::N,bateau,Boot
337,Ruder::N,rame,Ruder
338,Ruder::N,aviron,Ruder
339,Schlitten::N,traîneau,Schlitten
340,Ski::N,ski,Ski
341,Lagerfeuer::N,feu de camp,Lagerfeuer
342,Last::N,charge,Last
343,Last::N,fardeau,Last
344,Gang::N,tour,Gang
345,Gang::N,marche,Gang
346,Schritt::N,pas,Schritt
347,Norden::N,nord,Norden
348,Süden::N,sud,Süden
349,Westen::N,ouest,Westen
350,Westen::N,occident,Westen
351,Osten::N,est,Osten
352,Osten::N,orient,Osten
353,Holz::N,bois,Holz
354,Brett::N,planche,Brett
355,Platte::N,plaque,Platte
356,Stütze::N,appui,Stütze
357,Stütze::N,soutien,Stütze
358,Stange::N,barre,Stange
359,Stange::N,perche,Stange
360,Stock::N,canne,Stock
361,Stab::N,bâton,Stab
362,Rohr::N,tube,Rohr
363,Rohr::N,tuyau,Rohr
364,Haus::N,maison,Haus
365,Heim::N,maison,Heim
366,Ofen::N,poêle,Ofen
367,Fußboden::N,plancher,Fußboden
368,Tisch::N,table,Tisch
369,Stuhl::N,chaise,Stuhl
370,Wiege::N,berceau,Wiege
371,Bett::N,lit,Bett
372,Regal::N,étagère,Regal
373,Kiste::N,caisse,Kiste
374,Fenster::N,fenêtre,Fenster
375,Tür::N,porte,Tür
376,Tor::N,porte,Tor
377,Tor::N,portail,Tor
378,Zaun::N,clôture,Zaun
379,Dach::N,toit,Dach
380,Leiter::N,échelle,Leiter
381,Besen::N,balai,Besen
382,Spaten::N,bêche,Spaten
383,Schaufel::N,pelle,Schaufel
384,Gabel::N,fourchette,Gabel
385,Löffel::N,cuiller,Löffel
386,Messer::N,couteau,Messer
387,Nagel::N,clou,Nagel
388,Netz::N,filet,Netz
389,Haken::N,croc,Haken
390,Haken::N,crochet,Haken
391,Griff::N,prise,Griff
392,Griff::N,manche,Griff
393,Schloss::N,serrure,Schloss
394,Bild::N,image,Bild
395,Bild::N,tableau,Bild
396,Figur::N,figure,Figur
397,Puppe::N,poupée,Puppe
398,Beutel::N,sac,Beutel
399,Beutel::N,petit sac,Beutel
400,Bündel::N,paquet,Bündel
401,Bündel::N,faisceau,Bündel
402,Tasche::N,sac,Tasche
403,Eimer::N,seau,Eimer
404,Deckel::N,couvercle,Deckel
405,Geschirr::N,vaisselle,Geschirr
406,Sack::N,sac,Sack
407,Tasse::N,tasse,Tasse
408,Topf::N,pot,Topf
409,Topf::N,marmite,Topf
410,Kessel::N,chaudron,Kessel
411,Essen::N,repas,Essen
412,Essen::N,manger,Essen
413,Nahrung::N,nourriture,Nahrung
414,Speise::N,plat,Speise
415,Fleisch::N,viande,Fleisch
416,Getreide::N,blé,Getreide
417,Getreide::N,céréales,Getreide
418,Brei::N,purée,Brei
419,Brei::N,bouillie,Brei
420,Brot::N,pain,Brot
421,Scheibe::N,tranche,Scheibe
422,Fett::N,graisse,Fett
423,Butter::N,beurre,Butter
424,Öl::N,huile,Öl
425,Salz::N,sel,Salz
426,Suppe::N,soupe,Suppe
427,Suppe::N,potage,Suppe
428,Honig::N,miel,Honig
429,Milch::N,lait,Milch
430,Tee::N,thé,Tee
431,Leder::N,cuir,Leder
432,Wolle::N,laine,Wolle
433,Stoff::N,tissu,Stoff
434,Stoff::N,étoffe,Stoff
435,Nadel::N,aiguille,Nadel
436,Faden::N,fil,Faden
437,Knopf::N,bouton,Knopf
438,Knoten::N,nœud,Knoten
439,Farbe::N,peinture,Farbe
440,Kleidung::N,vêtements,Kleidung
441,Kleidung::N,habillement,Kleidung
442,Hemd::N,chemise,Hemd
443,Kragen::N,col,Kragen
444,Ärmel::N,manche,Ärmel
445,Hose::N,pantalon,Hose
446,Gürtel::N,ceinture,Gürtel
447,Mütze::N,bonnet,Mütze
448,Mütze::N,casquette,Mütze
449,Schuh::N,soulier,Schuh
450,Schuh::N,chaussure,Schuh
451,Stiefel::N,botte,Stiefel
452,Ring::N,bague,Ring
453,Band::N,ruban,Band
454,Kamm::N,peigne,Kamm
455,Spiegel::N,glace,Spiegel
456,Spiegel::N,miroir,Spiegel
457,Riemen::N,lanière,Riemen
458,Riemen::N,courroie,Riemen
459,Schnur::N,corde,Schnur
460,Schnur::N,ficelle,Schnur
461,Leine::N,laisse,Leine
462,Decke::N,couverture,Decke
463,Kissen::N,oreiller,Kissen
464,Tuch::N,drap,Tuch
465,Tuch::N,fichu,Tuch
466,Handtuch::N,serviette,Handtuch
467,Handtuch::N,essuie-mains,Handtuch
468,Kraft::N,force,Kraft
469,Stärke::N,vigueur,Stärke
470,Gesundheit::N,santé,Gesundheit
471,Krankheit::N,maladie,Krankheit
472,Schmerz::N,douleur,Schmerz
473,Wunde::N,plaie,Wunde
474,Wunde::N,blessure,Wunde
475,Fieber::N,fièvre,Fieber
476,Arznei::N,remède,Arznei
477,Arznei::N,médecine,Arznei
478,Brücke::N,pont,Brücke
479,Brunnen::N,puits,Brunnen
480,Weide::N,pâturage,Weide
481,Pfad::N,sentier,Pfad
482,Weg::N,voie,Weg
483,Weg::N,chemin,Weg
484,Straße::N,route,Straße
485,Dorf::N,village,Dorf
486,Stadt::N,cité,Stadt
487,Stadt::N,ville,Stadt
488,Brief::N,lettre,Brief
489,Buch::N,livre,Buch
490,Buchstabe::N,lettre,Buchstabe
491,Buchstabe::N,caractère,Buchstabe
492,Zeitung::N,journal,Zeitung
493,Leben::N,vie,Leben
494,Tod::N,mort,Tod
495,Grab::N,tombe,Grab
496,Kirche::N,église,Kirche
497,Sünde::N,péché,Sünde
498,Gott::N,dieu,Gott
499,Arbeiter::N,ouvrier,Arbeiter
500,Arbeiter::N,travailleur,Arbeiter
501,Chef::N,chef,Chef
502,Chef::N,patron,Chef
503,Meister::N,maître,Meister
504,Arzt::N,médecin,Arzt
505,Lehrer::N,professeur,Lehrer
506,Lehrer::N,instituteur,Lehrer
507,Geld::N,argent,Geld
508,Geschäft::N,affaire,Geschäft
509,Geschäft::N,commerce,Geschäft
510,Laden::N,magasin,Laden
511,Laden::N,boutique,Laden
512,Preis::N,prix,Preis
513,Ware::N,marchandise,Ware
514,Nutzen::N,profit,Nutzen
515,Reichtum::N,richesse,Reichtum
516,Welt::N,monde,Welt
517,Land::N,pays,Land
518,Staat::N,État,Staat
519,König::N,roi,König
520,Macht::N,pouvoir,Macht
521,Macht::N,puissance,Macht
522,Grenze::N,frontière,Grenze
523,Krieg::N,guerre,Krieg
524,Feind::N,ennemi,Feind
525,Gewalt::N,violence,Gewalt
526,Kampf::N,lutte,Kampf
527,Kampf::N,combat,Kampf
528,Bogen[Waffe]::N,arc,Bogen
529,Pfeil::N,flèche,Pfeil
530,Gewehr::N,fusil,Gewehr
531,Fehler::N,faute,Fehler
532,Fehler::N,erreur,Fehler
533,Lüge::N,mensonge,Lüge
534,Schaden::N,dégât,Schaden
535,Schaden::N,dommage,Schaden
536,Unglück::N,malheur,Unglück
537,Schuld::N,faute,Schuld
538,Schuld::N,culpabilité,Schuld
539,Alter::N,âge,Alter
540,Schluss::N,fin,Schluss
541,Zeit::N,temps,Zeit
542,Tag::N,jour,Tag
543,Tag::N,journée,Tag
544,Morgen::N,matin,Morgen
545,Morgen::N,matinée,Morgen
546,Mittag::N,midi,Mittag
547,Abend::N,soir,Abend
548,Abend::N,soirée,Abend
549,Nacht::N,nuit,Nacht
550,Woche::N,semaine,Woche
551,Monat::N,mois,Monat
552,Jahr::N,an,Jahr
553,Jahr::N,année,Jahr
554,Frühling::N,printemps,Frühling
555,Sommer::N,été,Sommer
556,Herbst::N,automne,Herbst
557,Winter::N,hiver,Winter
558,Januar::N,janvier,Januar
559,Februar::N,février,Februar
560,März::N,mars,März
561,April::N,avril,April
562,Mai::N,mai,Mai
563,Juni::N,juin,Juni
564,Juli::N,juillet,Juli
565,August::N,août,August
566,September::N,septembre,September
567,Oktober::N,octobre,Oktober
568,November::N,novembre,November
569,Dezember::N,décembre,Dezember
570,Montag::N,lundi,Montag
571,Dienstag::N,mardi,Dienstag
572,Mittwoch::N,mercredi,Mittwoch
573,Donnerstag::N,jeudi,Donnerstag
574,Freitag::N,vendredi,Freitag
575,Samstag::N,samedi,Samstag
576,Sonntag::N,dimanche,Sonntag
577,groß::A,grand,groß
578,klein::A,petit,klein
579,lang::A,long,lang
580,kurz::A,court,kurz
581,breit::A,large,breit
582,schmal::A,étroit,schmal
583,dicht::A,dense,dicht
584,dick[Gegenstand]::A,épais,dick
585,dünn::A,mince,dünn
586,fein::A,fin,fein
587,fein::A,menu,fein
588,fest::A,ferme,fest
589,fest::A,solide,fest
590,flach::A,plat,flach
591,glatt::A,poli,glatt
592,glatt::A,lisse,glatt
593,hart::A,dur,hart
594,weich::A,mou,weich
595,rund::A,rond,rund
596,spitz::A,aigu,spitz
597,spitz::A,pointu,spitz
598,scharf::A,tranchant,scharf
599,stumpf::A,mousse,stumpf
600,stumpf::A,émoussé,stumpf
601,schwer::A,lourd,schwer
602,schwer::A,pesant,schwer
603,schön::A,beau,schön
604,heiß::A,chaud,heiß
605,heiß::A,très chaud,heiß
606,warm::A,chaud,warm
607,kalt::A,froid,kalt
608,kühl::A,frais,kühl
609,frisch::A,frais,frisch
610,feucht::A,humide,feucht
611,nass::A,mouillé,nass
612,trocken::A,sec,trocken
613,voll::A,plein,voll
614,voll::A,rempli,voll
615,leer::A,vide,leer
616,offen::A,ouvert,offen
617,geschlossen::A,clos,geschlossen
618,geschlossen::A,fermé,geschlossen
619,sauber::A,net,sauber
620,sauber::A,propre,sauber
621,schmutzig::A,sale,schmutzig
622,schmutzig::A,crasseux,schmutzig
623,roh::A,cru,roh
624,roh::A,brut,roh
625,reif::A,mûr,reif
626,lecker::A,délicieux,lecker
627,lecker::A,appétissant,lecker
628,süß::A,doux,süß
629,bitter::A,amer,bitter
630,sauer::A,aigre,sauer
631,hell::A,clair,hell
632,dunkel::A,sombre,dunkel
633,schwarz::A,noir,schwarz
634,weiß::A,blanc,weiß
635,rot::A,rouge,rot
636,gelb::A,jaune,gelb
637,blau::A,bleu,blau
638,grün::A,vert,grün
639,grau::A,gris,grau
640,bunt::A,multicolore,bunt
641,billig::A,bon marché,billig
642,teuer::A,cher,teuer
643,wertvoll::A,précieux,wertvoll
644,blind::A,aveugle,blind
645,taub::A,sourd,taub
646,kräftig::A,fort,kräftig
647,kräftig::A,vigoureux,kräftig
648,stark::A,fort,stark
649,stark::A,puissant,stark
650,schwach::A,faible,schwach
651,fett::A,gras,fett
652,schlank::A,svelte,schlank
653,hübsch::A,joli,hübsch
654,böse::A,mauvais,böse
655,dumm::A,sot,dumm
656,dumm::A,bête,dumm
657,faul::A,fainéant,faul
658,faul::A,paresseux,faul
659,fleißig::A,appliqué,fleißig
660,geizig::A,avare,geizig
661,klug::A,intelligent,klug
662,geschickt::A,habile,geschickt
663,lieb::A,cher,lieb
664,lieb::A,gentil,lieb
665,lustig::A,gai,lustig
666,lustig::A,joyeux,lustig
667,sanft::A,doux,sanft
668,hungrig::A,affamé,hungrig
669,krank::A,malade,krank
670,nackt::A,nu,nackt
671,traurig::A,triste,traurig
672,lebendig::A,vivant,lebendig
673,gut::A,bon,gut
674,schlecht::A,mauvais,schlecht
675,richtig::A,juste,richtig
676,richtig::A,correct,richtig
677,schlimm::A,grave,schlimm
678,schlimm::A,mauvais,schlimm
679,wahr::A,vrai,wahr
680,wahr::A,véritable,wahr
681,alt::A,vieux,alt
682,neu::A,neuf,neu
683,neu::A,nouveau,neu
684,ehemalig::A,ancien,ehemalig
685,alt[Lebewesen]::A,âgé,alt
686,alt[Lebewesen]::A,vieux,alt
687,jung::A,jeune,jung
688,arm::A,pauvre,arm
689,reich::A,riche,reich
690,bekannt::A,connu,bekannt
691,berühmt::A,fameux,berühmt
692,berühmt::A,célèbre,berühmt
693,fremd::A,étranger,fremd
694,verschieden::A,différent,verschieden
695,nah::A,lié,nah
696,nah::A,proche,nah
697,fern::A,éloigné,fern
698,fern::A,lointain,fern
699,linker::A,gauche,linker
700,rechter::A,droit,rechter
701,anderer::A,autre,anderer
702,erster::A,premier,erster
703,zweiter::A,second,zweiter
704,zweiter::A,deuxième,zweiter
705,dritter::A,troisième,dritter
706,letzter::A,dernier,letzter
707,allein::ADV,seul,allein
708,auf einmal::ADV,à la fois,auf einmal
709,zusammen::ADV,ensemble,zusammen
710,lange::ADV,longtemps,lange
711,plötzlich::ADV,tout à coup,plötzlich
712,sofort::ADV,immédiatement,sofort
713,später::ADV,plus tard,später
714,jetzt::ADV,maintenant,jetzt
715,heute::ADV,aujourd'hui,heute
716,morgen::ADV,demain,morgen
717,bald::ADV,bientôt,bald
718,dann::ADV,puis,dann
719,dann::ADV,ensuite,dann
720,gestern::ADV,hier,gestern
721,einst::ADV,jadis,einst
722,einst::ADV,autrefois,einst
723,damals::ADV,alors,damals
724,damals::ADV,à l'époque,damals
725,danach::ADV,après,danach
726,danach::ADV,ensuite,danach
727,vorher::ADV,auparavant,vorher
728,zuerst::ADV,d'abord,zuerst
729,zuerst::ADV,premièrement,zuerst
730,einmal::ADV,une fois,einmal
731,manchmal::ADV,parfois,manchmal
732,manchmal::ADV,quelquefois,manchmal
733,oft::ADV,souvent,oft
734,immer::ADV,toujours,immer
735,niemals::ADV,ne ... jamais,niemals
736,hier::ADV,ici,hier
737,hierhin::ADV,par ici,hierhin
738,von hier::ADV,d'ici,von hier
739,dort::ADV,là,dort
740,dort::ADV,là-bas,dort
741,dorthin::ADV,y,dorthin
742,dorthin::ADV,par là,dorthin
743,geradeaus::ADV,tout droit,geradeaus
744,vorwärts::ADV,en avant,vorwärts
745,rückwärts::ADV,en arrière,rückwärts
746,zurück::ADV,de retour,zurück
747,unten::ADV,en bas,unten
748,unten::ADV,au-dessous,unten
749,hinab::ADV,en bas,hinab
750,hinab::ADV,vers le bas,hinab
751,oben::ADV,dessus,oben
752,oben::ADV,en haut,oben
753,hinauf::ADV,en haut,hinauf
754,hinauf::ADV,vers le haut,hinauf
755,überall::ADV,partout,überall
756,nicht::ADV,ne ... pas,nicht
757,ein wenig::ADV,un peu,ein wenig
758,kaum::ADV,à peine,kaum
759,sehr::ADV,très,sehr
760,so::ADV,si,so
761,so::ADV,ainsi,so
762,noch::ADV,encore,noch
763,nur::ADV,seulement,nur
764,nur::ADV,ne ... que,nur
765,schon::ADV,déjà,schon
766,wieder::ADV,de nouveau,wieder
767,vergebens::ADV,en vain,vergebens
768,vor::PRP,devant,vor
769,hinter::PRP,derrière,hinter
770,unter::PRP,sous,unter
771,unter::PRP,au-dessous de,unter
772,durch::PRP,par,durch
773,durch::PRP,à travers,durch
774,neben::PRP,à côté de,neben
775,zwischen::PRP,entre,zwischen
776,wegen::PRP,à cause de,wegen
777,dies::PRN,ceci,dies
778,das::PRN,ce,das
779,das::PRN,cela,das
780,alles::PRN,tout,alles
781,ich::PRN,je,ich
782,ich::PRN,moi,ich
783,du::PRN,tu,du
784,du::PRN,toi,du
785,er::PRN,il,er
786,er::PRN,lui,er
787,wir::PRN,nous,wir
788,ihr::PRN,vous,ihr
789,sie::PRN,ils,sie
790,sie::PRN,elles,sie
791,was::FPRN,que,was
792,was::FPRN,quoi,was
793,wer::FPRN,qui,wer
794,wo::FADV,où,wo
795,wohin::FADV,où,wohin
796,wie::FADV,comment,wie
797,warum::FADV,pourquoi,warum
798,wieviel::FNUM,combien,wieviel
799,eins::NUM,un,eins
800,zwei::NUM,deux,zwei
801,drei::NUM,trois,drei
802,vier::NUM,quatre,vier
803,fünf::NUM,cinq,fünf
804,sechs::NUM,six,sechs
805,sieben::NUM,sept,sieben
806,acht::NUM,huit,acht
807,neun::NUM,neuf,neun
808,zehn::NUM,dix,zehn
809,elf::NUM,onze,elf
810,zwölf::NUM,douze,zwölf
811,zwanzig::NUM,vingt,zwanzig
812,dreißig::NUM,trente,dreißig
813,vierzig::NUM,quarante,vierzig
814,fünfzig::NUM,cinquante,fünfzig
815,sechzig::NUM,soixante,sechzig
816,siebzig::NUM,soixante-dix,siebzig
817,achtzig::NUM,quatre-vingt,achtzig
818,neunzig::NUM,quatre-vingt-dix,neunzig
819,hundert::NUM,cent,hundert
