,Concept_ID,ps,eu
789,blau::A,اسماني رنګه,urdin
790,grün::A,زرغون,berde
791,grün::A,زرغون,musker
792,grau::A,خړ,urdin
793,grau::A,خړ,urdinabar
794,bunt::A,رنګارنګ,koloretsu
795,billig::A,ارزان,merke
796,teuer::A,ګران,garesti
797,wertvoll::A,قیمتي,baliotsu
798,blind::A,ړوند,itsu
799,taub::A,کوڼ,gor
800,kräftig::A,قوی,kementsu
801,stark::A,قوی,bizkor
802,stark::A,قوی,indartsu
803,stark::A,تکړه,bizkor
804,stark::A,تکړه,indartsu
805,schwach::A,ضعیف,ahul
806,schwach::A,ضعیف,indargabe
807,schwach::A,کمزوری,ahul
808,schwach::A,کمزوری,indargabe
809,fett::A,چاغ,gizen
810,schlank::A,خوش اندام,lerden
811,hübsch::A,ښکلی,polit
812,hübsch::A,ښایسته,polit
813,böse::A,شریر,tzar
814,böse::A,شریر,gaizto
815,böse::A,قهرناک,tzar
816,böse::A,قهرناک,gaizto
817,dumm::A,احمق,lelo
818,dumm::A,احمق,pello
819,faul::A,لټ,nagi
820,faul::A,لټ,alfer
821,faul::A,تنبل,nagi
822,faul::A,تنبل,alfer
823,fleißig::A,زحمت کښ,maratz
824,fleißig::A,زحمت کښ,lanzale
825,geizig::A,بخیل,zeken
826,geizig::A,بخیل,zikoitz
827,klug::A,عاقل,zuhur
828,klug::A,هوښیار,zuhur
829,geschickt::A,ماهر,trebe
830,geschickt::A,ماهر,antzetsu
831,lieb::A,عزیز,maite
832,lieb::A,عزیز,laztan
833,lieb::A,محبوب,maite
834,lieb::A,محبوب,laztan
835,lustig::A,خوشحال,alaitsu
836,sanft::A,پوست,eme
837,sanft::A,پوست,ezti
838,sanft::A,ملایم,eme
839,sanft::A,ملایم,ezti
840,hungrig::A,وږی,gose
841,krank::A,مريض,eri
842,krank::A,مريض,gaixo
843,krank::A,ناروغ,eri
844,krank::A,ناروغ,gaixo
845,nackt::A,لوڅ,biluzi
846,traurig::A,غمجن,itun
847,traurig::A,غمجن,betilun
848,lebendig::A,ژوندی,bizirik
849,gut::A,ښه,on
850,schlecht::A,بد,txar
851,schlecht::A,خراب,txar
852,richtig::A,سم,zuzen
853,richtig::A,صحیح,zuzen
854,schlimm::A,بد,larri
855,schlimm::A,مخوف,larri
856,wahr::A,واقعي,egiazko
857,alt::A,زوړ,zahar
858,neu::A,نوی,berri
859,ehemalig::A,پخوانی,lehengo
860,alt[Lebewesen]::A,زوړ,adindun
861,jung::A,ځوان,gazte
862,arm::A,غریب,txiro
863,arm::A,غریب,behartsu
864,arm::A,بې وزله,txiro
865,arm::A,بې وزله,behartsu
866,reich::A,شتمن,dirudun
867,reich::A,دولتمند,dirudun
868,bekannt::A,اشنا,ezagun
869,berühmt::A,مشهور,entzun
870,berühmt::A,مشهور,ospetsu
871,fremd::A,پردی,arrotz
872,fremd::A,بېګانه,arrotz
873,verschieden::A,مختلف,ezberdin
874,verschieden::A,مختلف,desberdin
875,nah::A,نژدې,hurre
876,nah::A,نژدې,hurbil
877,fern::A,لیری,urrun
878,linker::A,چپ,ezker
879,linker::A,کیڼ,ezker
880,rechter::A,ښی,eskuin
881,anderer::A,بل,beste
882,erster::A,لومړی,lehen
883,erster::A,لومړی,aurren
884,zweiter::A,دوهم,bigarren
885,dritter::A,درېم,hirugarren
886,letzter::A,آخرنی,azken
887,letzter::A,آخرنی,hondar
888,letzter::A,وروستی,azken
889,letzter::A,وروستی,hondar
890,allein::ADV,یوازې,bakarrik
891,auf einmal::ADV,په یوه وخت کی,batera
892,zusammen::ADV,یو ځای,elkarrekin
893,lange::ADV,ډېر وخت,luzaro
894,lange::ADV,ډېره موده,luzaro
895,plötzlich::ADV,ناببره,bat-batean
896,plötzlich::ADV,یوناڅاپه,bat-batean
897,sofort::ADV,فوراً,berehala
898,sofort::ADV,سمدلاسه,berehala
899,später::ADV,وروسته,gero
900,jetzt::ADV,اوس,orain
901,heute::ADV,نن,gaur
902,morgen::ADV,سبا,bihar
903,bald::ADV,ژر,aurki
904,bald::ADV,ژر,laster
905,dann::ADV,پس,ondoren
906,dann::ADV,وروسته,ondoren
907,gestern::ADV,پرون,atzo
908,einst::ADV,پخوا,antzina
909,damals::ADV,هغه وخت,orduan
910,danach::ADV,بیا,gerora
911,danach::ADV,بیا,ondoren
912,vorher::ADV,دمخه,lehenago
913,zuerst::ADV,لومړی,aurrena
914,zuerst::ADV,لومړی,lehenbizi
915,einmal::ADV,یو ځل,behin
916,einmal::ADV,یو ځل,aldi bat
917,manchmal::ADV,ګاهی ګاهی,batzuetan
918,manchmal::ADV,ګاهی ګاهی,zenbaitetan
919,oft::ADV,ډېر ځله,maiz
920,oft::ADV,ډېر ځله,askotan
921,immer::ADV,تل,beti
922,immer::ADV,همېشه,beti
923,niemals::ADV,هیڅکله نه,inoiz ez
924,niemals::ADV,هیڅکله نه,sekula ez
925,hier::ADV,دلته,hemen
926,hierhin::ADV,دلته,hona
927,hierhin::ADV,دې ځای ته,hona
928,von hier::ADV,د دې ځای نه,hemendik
929,von hier::ADV,د دې ځای نه,honetatik
930,dort::ADV,هلته,han
931,dorthin::ADV,هلته,hara
932,dorthin::ADV,هغه ځای ته,hara
933,geradeaus::ADV,مخامخ,artez
934,vorwärts::ADV,مخ پهٔ وړاندې,aurrera
935,rückwärts::ADV,بېرته,atzera
936,rückwärts::ADV,بېرته,atzerantz
937,zurück::ADV,بېرته,atzera
938,unten::ADV,لاندي,behean
939,hinab::ADV,ښکته,behera
940,hinab::ADV,ښکته,beherantz
941,oben::ADV,پورته,goian
942,hinauf::ADV,پاس,gora
943,hinauf::ADV,پاس,gorantz
944,überall::ADV,هره خوا,edonon
945,nicht::ADV,نه,ez
946,ein wenig::ADV,یو څه,apur bat
947,ein wenig::ADV,یو څه,pixka bat
948,kaum::ADV,ایله,ozta
949,kaum::ADV,ایله,nekez
950,sehr::ADV,ډېر,oso
951,sehr::ADV,زيات,oso
952,so::ADV,داسې,hala
953,so::ADV,داسې,honela
954,so::ADV,دومره,hala
955,so::ADV,دومره,honela
956,noch::ADV,نور,oraindik
957,nur::ADV,تش,bakarrik
958,nur::ADV,صرف,bakarrik
959,schon::ADV,دمخه,ja
960,schon::ADV,دمخه,jada
961,wieder::ADV,بیا,berriro
962,vergebens::ADV,عبث,alferrik
963,vor::PRP,دمخه,aurrean
964,hinter::PRP,شاته,ostean
965,hinter::PRP,شاته,gibelean
966,unter::PRP,لاندي,pean
967,unter::PRP,لاندي,azpian
968,durch::PRP,د مینځ نه,zehar
969,neben::PRP,نژدې,ondoan
970,neben::PRP,نژدې,aldamenean
971,zwischen::PRP,ترمینځ,artean
972,wegen::PRP,د ... له لاسه,-gatik
973,dies::PRN,دا,hau
974,das::PRN,دا,hura
975,alles::PRN,هرڅهٔ,dena
976,ich::PRN,زه,ni
977,du::PRN,ته,zu
978,er::PRN,دی,bera
979,wir::PRN,مونږ,gu
980,ihr::PRN,تاسې,zuek
981,sie::PRN,هغوی,berak
982,was::FPRN,څهٔ,zer
983,wer::FPRN,چا,nor
984,wer::FPRN,څوک,nor
985,wo::FADV,چيری,non
986,wo::FADV,چېرته,non
987,wohin::FADV,چېرته,nora
988,wie::FADV,څنګه,nola
989,wie::FADV,څنګه,zelan
990,warum::FADV,ولې,zeren
991,warum::FADV,ولې,zergatik
992,wieviel::FNUM,څو,zenbat
993,wieviel::FNUM,څومره,zenbat
994,eins::NUM,یو,bat
995,zwei::NUM,دوه,bi
996,zwei::NUM,دوه,biga
997,drei::NUM,درې,hiru
998,vier::NUM,څلور,lau
999,fünf::NUM,پنځه,bost
1000,sechs::NUM,شپږ,sei
1001,sieben::NUM,اوه,zazpi
1002,acht::NUM,اته,zortzi
1003,neun::NUM,نهه,bederatzi
1004,zehn::NUM,لس,hamar
1005,elf::NUM,یوولس,hamaika
1006,zwölf::NUM,دولس,hamabi
1007,zwanzig::NUM,شل,hogei
1008,dreißig::NUM,دېرش,hogeita hamar
1009,vierzig::NUM,څلوېښت,berrogei
1010,fünfzig::NUM,پنځوس,berrogeita hamar
1011,sechzig::NUM,شپېته,hirurogei
1012,siebzig::NUM,اویا,hirurogeita hamar
1013,achtzig::NUM,اتیا,laurogei
1014,neunzig::NUM,نوي,laurogeita hamar
1015,hundert::NUM,سل,ehun
1016,tausend::NUM,زر,mila
1017,und::CNJ,او,eta
1018,oder::CNJ,ېا,edo
1019,stehen::V,درېدل,zutik egon
1020,sitzen::V,کښېنستل,eserita egon
1021,liegen::V,ملاستل,etzan
1022,hängen::V,ځړېدل,eskegita egon
1023,hängen::V,ځړېدل,zintzilik egon
1024,werden::V,کېدل,bihurtu
1025,werden::V,کېدل,bilakatu
1026,passieren::V,پېښېدل,pasatu
1027,passieren::V,پېښېدل,gertatu
1028,beginnen::V,شروع کېدل,hasi
1029,enden::V,خلاصدل,bukatu
1030,enden::V,تمامېدل,bukatu
1031,wechseln::V,تغییر موندل,aldatu
1032,aufgehen[Sonne]::V,ختل,ilki
1033,aufgehen[Sonne]::V,ختل,sortu
1034,untergehen[Sonne]::V,لوېدل,sartu
1035,untergehen[Sonne]::V,پرېوتل,sartu
1036,scheinen[Sonne]::V,رڼا کول,eguzkia egon
1037,donnern::V,تنېدل,trumoia jo
1038,donnern::V,غړمبېدل,trumoia jo
1039,wehen::V,چلېدل,haizea ibili
1040,strömen::V,بهېدل,zorrotadaka isuri
1041,fließen::V,بهېدل,isuri
1042,fließen::V,تویېدل,isuri
1043,sich drehen::V,ګرځېدل,biratu
1044,sich drehen::V,چورلېدل,biratu
1045,schwanken::V,زنګېدل,zabuka ibili
1046,schwingen::V,زنګېدل,kulunkatu
1047,fallen::V,ولېدل,erori
1048,brennen::V,سوځېدل,sutan egon
1049,rauchen::V,لوګی کول,kea bota
1050,regnen::V,باران اورېدل,euria ari izan
1051,gefrieren::V,کنګل نيول,izoztu
1052,gefrieren::V,کنګل نيول,hormatu
1053,tauen::V,وېلې کېدل,gesaldu
1054,schmelzen::V,وېلې کېدل,urtu
1055,trocknen::V,وچېدل,idortu
1056,trocknen::V,وچېدل,lehortu
1057,sieden::V,اېشېدل,irakin
1058,faulen::V,خرابېدل,hirotu
1059,faulen::V,خرابېدل,usteldu
1060,verfaulen::V,ورستېدل,hirotu
1061,verfaulen::V,ورستېدل,usteldu
1062,reißen::V,شلېدل,eten
1063,reißen::V,شلېدل,tarrat egin
1064,versinken::V,ډوېېدل,urperatu
1065,vergehen::V,تېرېدل,iragan
1066,erscheinen::V,ښکارېدل,agertu
1067,verschwinden::V,ورکېدل,desagertu
1068,sinken::V,ښکته کېدل,beheititu
1069,abnehmen::V,کمېدل,gutxitu
1070,abnehmen::V,کمېدل,beheratu
1071,zunehmen::V,زیاتېدل,gora egin
1072,steigen::V,جګېدل,igo
1073,steigen::V,پورته کېدل,igo
1074,wachsen::V,وده کول,hazi
1075,glänzen::V,ځلېدل,distiratu
1076,funkeln::V,پړکېدل,izarniatu
1077,lärmen::V,غال و غول کول,zarata atera
1078,läuten::V,زنګ وهل,jo
1079,läuten::V,زنګ وهل,hots egin
1080,klingeln::V,زنګ وهل,txirrina jo
1081,klirren::V,کړنګېدل,tintin egin
1082,brausen::V,تلاطم کول,marru egin
1083,rauschen::V,شڼهار کول,fir-fir egin
1084,klingen::V,آواز کول,soinu egin
1085,bellen::V,غپېدل,zaunkatu
1086,heulen::V,انګلل,ulu egin
1087,heulen::V,انګلل,uhuri egin
1088,blasen::V,پو کول,ufa egin
1089,blasen::V,پو کول,putz egin
1090,pfeifen::V,شپېلک وهل,txistu egin
1091,schreien::V,ناره کول,oihu egin
1092,schreien::V,ناره کول,garrasi egin
1093,stöhnen::V,زګېروی کول,intziri egin
1094,zittern::V,لړزېدل,ikara egin
1095,zittern::V,لړزېدل,dar-dar egin
1096,leben::V,ژوند کول,bizi izan
1097,geboren werden::V,زېږېدل,jaio
1098,atmen::V,ساه کښل,hats egin
1099,atmen::V,ساه کښل,arnasa egin
1100,atmen::V,تنفس کول,hats egin
1101,atmen::V,تنفس کول,arnasa egin
1102,trinken::V,څښل,edan
1103,essen::V,خوړل,jan
1104,schlucken::V,غړپول,irentsi
1105,müde werden::V,ستړی کېدل,unatu
1106,müde werden::V,ستړی کېدل,nekatu
1107,einschlafen::V,ویده کېدل,lokartu
1108,schlafen::V,خوب کول,lo egin
1109,aufwachen::V,ویښېدل,esnatu
1110,aufwachen::V,ویښېدل,atzarri
1111,aufstehen::V,پاڅېدل,jaiki
1112,sich erholen::V,استراحت کول,atseden egin
1113,krank werden::V,رنځورېدل,gaixotu
1114,krank sein::V,ناجوړېدل,eri izan
1115,krank sein::V,ناجوړېدل,gaixo izan
1116,schmerzen::V,خوږېدل,min egin
1117,schmerzen::V,درد کول,min egin
1118,husten::V,ټوخېدل,eztul egin
1119,genesen::V,رغېدل,osatu
1120,sterben::V,مړل,hil
1121,sterben::V,مړل,zendu
1122,umkommen::V,تلفېدل,istripuz hil
1123,sich bewegen::V,چلېدل,higitu
1124,sich bewegen::V,حرکت کول,higitu
1125,sich rühren::V,ښورېدل,zirkin egin
1126,sich erheben::V,درېدل,zutitu
1127,sich erheben::V,درېدل,altxatu
1128,sich setzen::V,کښېنستل,eseri
1129,sich setzen::V,کښېنستل,jesarri
1130,hinfallen::V,لوېدل,erori
1131,laufen::V,منډې وهل,ibili
1132,schreiten::V,قدم ایښودل,oinkatu
1133,spazierengehen::V,چکر وهل,paseatu
1134,spazierengehen::V,چکر وهل,ostera bat egin
1135,eilen::V,بېړه کول,lasterkatu
1136,sich beeilen::V,عجله کول,lehiatu
1137,sausen::V,ځغستل,ziztu bizian joan
1138,rennen::V,زغلېدل,lasterka egin
1139,springen::V,ټوپ وهل,jauzi egin
1140,klettern::V,ختل,igo
1141,schaukeln::V,زنګېدل,zabu egin
1142,schaukeln::V,زنګېدل,zanbulu egin
1143,kriechen::V,خاپوړی وهل,narras egin
1144,schwimmen::V,لامبو وهل,igerikatu
1145,schwimmen::V,لامبو وهل,igeri egin
1146,tauchen::V,غوټه وهل,murgildu
1147,tauchen::V,غوټه وهل,pulunpatu
1148,rudern::V,پارو وهل,bogatu
1149,rudern::V,پارو وهل,arraun egin
1150,fahren::V,تلل,joan
1151,fliegen::V,الوتل,hegaldatu
1152,fliegen::V,الوتل,hegan egin
1153,gehen::V,تلل,joan
1154,weggehen::V,بهر وتل,alde egin
1155,abfahren::V,تلل,abiatu
1156,anhalten::V,ودرېدل,geratu
1157,anhalten::V,ودرېدل,gelditu
1158,hineingehen::V,داخلېدل,sartu
1159,eintreten::V,ننوتل,sartu
1160,kommen::V,راتلل,etorri
1161,ankommen::V,رسېدل,heldu
1162,ankommen::V,رسېدل,iritsi
1163,zurückkommen::V,بېرته راتلل,itzuli
1164,bleiben::V,پاتې کېدل,gelditu
1165,warten::V,انتظار وېستل,itxaron
1166,warten::V,انتظار وېستل,zain egon
1167,erwarten::V,انتظار کول,iguriki
1168,suchen::V,لټول,bilatu
1169,finden::V,میندل,idoro
1170,finden::V,میندل,aurkitu
1171,finden::V,پیدا کول,idoro
1172,finden::V,پیدا کول,aurkitu
1173,versuchen::V,هڅه کول,saiatu
1174,versuchen::V,هڅه کول,ahalegindu
1175,vorbereiten::V,چمتوکول,gertatu
1176,lieben::V,مینه لرل,maitatu
1177,lieben::V,مینه لرل,maite izan
1178,mögen::V,خوښول,laket izan
1179,mögen::V,خوښول,atsegin izan
1180,mögen::V,علاقه لرل,laket izan
1181,mögen::V,علاقه لرل,atsegin izan
1182,lachen::V,خندېدل,irri egin
1183,lachen::V,خندېدل,barre egin
1184,rühren::V,اغېزه کول,hunkitu
1185,weinen::V,ژړل,negar egin
1186,schimpfen::V,ښکنځا کول,erneguka ari izan
1187,sich ärgern::V,قهر راتلل,ernegatu
1188,sich ärgern::V,قهر راتلل,haserretu
1189,sich fürchten::V,ډارېدل,beldur izan
1190,fürchten::V,ډارېدل,beldur izan
1191,fliehen::V,تښتېدل,ihes egin
1192,flüchten::V,تښتېدل,ihes egin
1193,sehen::V,لیدل,ikusi
1194,anschauen::V,کتل,begietsi
1195,ansehen::V,ننداره کول,begiratu
1196,hören::V,اورېدل,aditu
1197,zuhören::V,غوږ نیول,entzun
1198,probieren::V,څکه کول,dastatu
1199,probieren::V,چاشنی کول,dastatu
1200,riechen::V,بويول,usnatu
1201,riechen::V,بويول,usaindu
1202,fühlen::V,حسول,sentitu
1203,scheinen::V,ښکارېدل,iruditu
1204,scheinen::V,ښکارېدل,begitandu
1205,zu sehen sein::V,ښکارېدل,azaldu
1206,vernehmen::V,خبرېدل,aditu
1207,frieren::V,ساړه کېتل,hotz izan
1208,tun::V,کول,egin
1209,können::V,کولای شول,ahal izan
1210,können::V,د لاسه کېدل,ahal izan
1211,wollen::V,غوښتل,nahi izan
1212,anfangen::V,شروع کول,hasi
1213,beenden::V,ختمول,bukatu
1214,beenden::V,پای ته رسول,bukatu
1215,aufhören::V,بس کول,utzi
1216,gelingen::V,موفق کېدل,lortu
1217,gelingen::V,بریالی کېدل,lortu
1218,geraten::V,کېدل,heldu
1219,öffnen::V,خلاصول,ireki
1220,öffnen::V,خلاصول,zabaldu
1221,öffnen::V,پرانیستل,ireki
1222,öffnen::V,پرانیستل,zabaldu
1223,schließen::V,تړل,itxi
1224,stellen::V,ایښودل,ipini
1225,setzen::V,کښېنول,jesarri
1226,legen::V,ایښودل,jarri
1227,berühren::V,لاس وهل,ukitu
1228,verbinden::V,تړل,uztartu
1229,bedecken::V,پوښول,estali
1230,aufhängen::V,ځوړندول,eseki
1231,aufhängen::V,ځوړندول,eskegi
1232,anzünden::V,بلول,piztu
1233,aufheben::V,پورته کول,jaso
1234,zurücklassen::V,پرېښودل,atzean utzi
1235,verlieren::V,ورکول,galdu
1236,fallen lassen::V,له لاسه لوېدل,erortzen utzi
1237,machen::V,کول,egin
1238,herstellen::V,جوړول,ekoiztu
1239,herstellen::V,توليدول,ekoiztu
1240,bauen::V,جوړول,eraiki
1241,reparieren::V,ترمیمول,konpondu
1242,verbessern::V,اصلاح کول,hobetu
1243,ändern::V,تغیر ورکول,mudatu
1244,graben::V,کيندل,aitzurtu
1245,beugen::V,ټیټول,makurtu
1246,biegen::V,کږول,malgutu
1247,biegen::V,کږول,makolatu
1248,drehen::V,ګرځول,jiratu
1249,wenden::V,اړول,bihurtu
1250,umdrehen::V,اړول,biratu
1251,umdrehen::V,اړول,alderantzikatu
1252,heben::V,جګول,jaso
1253,heben::V,جګول,goratu
1254,heben::V,پورته کول,jaso
1255,heben::V,پورته کول,goratu
1256,hochheben::V,جګول,goratu
1257,hochheben::V,جګول,altxatu
1258,ergreifen::V,نیول,oratu
1259,halten::V,نیول,eutsi
1260,drücken::V,کښېکښل,sakatu
1261,schieben::V,پوری وهل,bultzatu
1262,kratzen::V,ګرول,hatz egin
1263,kratzen::V,ګرول,hazka egin
1264,lecken::V,څټل,miaztu
1265,lecken::V,څټل,lamikatu
1266,beißen::V,چیچل,hozka egin
1267,beißen::V,چیچل,ausiki egin
1268,abreißen::V,شکول,kendu
1269,abschneiden::V,پرېکول,moztu
1270,abschneiden::V,پرېکول,pikatu
1271,binden::V,تړل,lotu
1272,binden::V,تړل,estekatu
1273,stecken::V,ټومبل,sartu
1274,brechen::V,ماتول,apurtu
1275,klopfen::V,ټکول,jo
1276,hauen::V,ټکول,jo
1277,kleben::V,نښلول,itsatsi
1278,kleben::V,سرېښول,itsatsi
1279,reiben::V,مږل,igurtzi
1280,streichen::V,مښل,igurtzi
1281,schleifen::V,تېره کول,zorroztu
1282,schneiden::V,غوڅول,moztu
1283,schneiden::V,پرېکول,moztu
1284,rütteln::V,خوڅول,astindu
1285,rütteln::V,خوڅول,inarrosi
1286,schütteln::V,ښورول,astindu
1287,schütteln::V,ښورول,inarrosi
1288,schwenken::V,خوڅول,zabukatu
1289,schütten::V,اچول,isuri
1290,schütten::V,تویول,isuri
1291,füllen::V,ډکول,bete
1292,einwickeln::V,پېچل,bildu
1293,einwickeln::V,نغښتل,bildu
1294,tragen::V,وړل,eroan
1295,tragen::V,وړل,eraman
1296,schleppen::V,وړل,narrastu
1297,schleppen::V,وړل,herrestatu
1298,ziehen::V,کښل,tira egin
1299,aufbewahren::V,ساتل,gorde
1300,werfen::V,اچول,jaurti
1301,werfen::V,اچول,aurtiki
1302,werfen::V,غورځول,jaurti
1303,werfen::V,غورځول,aurtiki
1304,fangen::V,نیول,atzeman
1305,fangen::V,ګیرول,atzeman
1306,packen::V,نیول,heldu
1307,verstecken::V,پټول,ostendu
1308,verstecken::V,پټول,ezkutatu
1309,teilen::V,وېشل,zatitu
1310,teilen::V,تقسیمول,zatitu
1311,schicken::V,لېږل,bidali
1312,schicken::V,استول,bidali
1313,bringen::V,راوړل,ekarri
1314,hinzufügen::V,زیاتول,eratxiki
1315,hinzufügen::V,زیاتول,gaineratu
1316,bekommen::V,حاصلول,jaso
1317,erhalten::V,اخیستل,jaso
1318,nehmen::V,نیول,hartu
1319,nehmen::V,اخيستل,hartu
1320,wählen::V,خوښول,hautatu
1321,wählen::V,خوښول,aukeratu
1322,auswählen::V,چنده کول,hautatu
1323,auswählen::V,چنده کول,aukeratu
1324,bewahren::V,ساتل,begiratu
1325,behindern::V,مانع کېدل,oztopatu
1326,behindern::V,ممانعت کول,oztopatu
1327,verderben::V,خرابېدل,hondatu
1328,beschädigen::V,ورانول,akastu
1329,zerbrechen::V,ماتول,apurtu
1330,zerreißen::V,څیرې کول,zarratatu
1331,zerstören::V,ړنګول,suntsitu
1332,zerstören::V,ورانول,suntsitu
1333,verbrennen::V,سوځول,erre
1334,verbrennen::V,سوځول,kiskali
1335,geben::V,ورکول,eman
1336,reichen::V,ورکول,luzatu
1337,reichen::V,ورکول,helarazi
1338,schenken::V,بښل,oparitu
1339,versprechen::V,لوز کول,agindu
1340,wünschen::V,غوښتل,opatu
1341,wünschen::V,غوښتل,opetsi
1342,loben::V,ستایل,laudatu
1343,loben::V,ستایل,goraipatu
1344,loben::V,تمجید کول,laudatu
1345,loben::V,تمجید کول,goraipatu
1346,küssen::V,ښکلول,musu eman
1347,wiegen::V,زنګول,kulunkatu
1348,zudecken::V,پوښول,estali
1349,wecken::V,ويښول,esnatu
1350,wecken::V,ويښول,iratzartu
1351,zeigen::V,ښودل,erakutsi
1352,führen::V,بیول,gidatu
1353,lehren::V,درس ورکول,irakatsi
1354,lehren::V,تعلیم ورکول,irakatsi
1355,unterrichten::V,درس ورکول,eskolak eman
1356,aufziehen::V,روزل,hazi
1357,leiten::V,رهبری کول,arteztu
1358,leiten::V,لارښوونه کول,arteztu
1359,antreiben::V,چټک کول,bulkatu
1360,lassen::V,اړکول,-arazi
1361,einladen::V,بلل,gonbidatu
1362,vereinigen::V,متحد کول,batu
1363,vereinigen::V,متحد کول,bateratu
1364,vereinigen::V,یوځای کول,batu
1365,vereinigen::V,یوځای کول,bateratu
1366,besuchen::V,کتنه کول,ikustatu
1367,treffen::V,ليدل,topatu
1368,treffen::V,تلقی کول,topatu
1369,sich versammeln::V,راغونډېدل,bildu
1370,spielen::V,لوبه کول,jolastu
1371,singen::V,سندرې وېل,abestu
1372,singen::V,سندرې وېل,kantatu
1373,tanzen::V,ګډېدل,dantzatu
1374,tanzen::V,ګډېدل,dantzan egin
1375,sich trennen::V,بېلېدل,banandu
1376,verlassen::V,ترک کول,utzietsi
1377,retten::V,نجات ورکول,salbatu
1378,retten::V,نجات ورکول,gaizkatu
1379,bewachen::V,ساتل,jagon
1380,bewachen::V,ساتل,zaindu
1381,bewachen::V,حفاظت کول,jagon
1382,bewachen::V,حفاظت کول,zaindu
1383,schützen::V,ژغورل,babestu
1384,schützen::V,ژغورل,gerizatu
1385,verteidigen::V,دفاع کول,aldeztu
1386,sich schlagen::V,جنګېدل,elkar jo
1387,sich schlagen::V,جنګېدل,elkar borrokatu
1388,schießen::V,ویشتل,tiro egin
1389,siegen::V,غالبېدل,irabazi
1390,ärgern::V,خپه کول,ernegatu
1391,ärgern::V,خپه کول,haserretu
1392,schlagen::V,وهل,jo
1393,schlagen::V,وهل,erauntsi
1394,treten::V,په لغته وهل,zapaldu
1395,treten::V,په لغته وهل,ostiaktu
1396,stechen::V,ټومبل,sastatu
1397,stoßen::V,ټېل وهل,bultzatu
1398,stoßen::V,پوری وهل,bultzatu
1399,stehlen::V,تښتول,ostu
1400,stehlen::V,تښتول,lapurtu
1401,stehlen::V,غلا کول,ostu
1402,stehlen::V,غلا کول,lapurtu
1403,stören::V,ماتول,galarazi
1404,belästigen::V,ځورول,gohaindu
1405,belästigen::V,ځورول,alamena eman
1406,belästigen::V,تکلیف ورکول,gohaindu
1407,belästigen::V,تکلیف ورکول,alamena eman
1408,verbergen::V,پټول,ezkutatu
1409,täuschen::V,تېرایستل,tronpatu
1410,täuschen::V,تېرایستل,engainatu
1411,täuschen::V,خطا ایستل,tronpatu
1412,täuschen::V,خطا ایستل,engainatu
1413,betrügen::V,غولول,iruzurtu
1414,töten::V,وژل,hil
1415,töten::V,وژل,heriotza eman
1416,töten::V,مړ کول,hil
1417,töten::V,مړ کول,heriotza eman
1418,wohnen::V,اوسېدل,bizi izan
1419,arbeiten::V,کار کول,lan egin
1420,arbeiten::V,کار کول,behar egin
1421,sammeln::V,راټولول,bildu
1422,sammeln::V,راټولول,bildumatu
1423,sammeln::V,راغونډول,bildu
1424,sammeln::V,راغونډول,bildumatu
1425,pflücken::V,شکول,batu
1426,pflücken::V,شکول,bildu
1427,jagen::V,ښکار کول,ehizatu
1428,fischen::V,کب نيول,arrantzatu
1429,fischen::V,کب نيول,arrantza egin
1430,fassen::V,نیول,harrapatu
1431,fassen::V,ګیرول,harrapatu
1432,hüten::V,پوول,begiratu
1433,treiben::V,بیول,bultza egin
1434,anbinden::V,تړل,estekatu
1435,füttern::V,خوراک ورکول,bazkatu
1436,melken::V,لوشل,jetzi
1437,hacken::V,پی کول,xehatu
1438,gießen::V,اوبه کول,isuri
1439,reifen::V,رسېدل,heldu
1440,reifen::V,رسېدل,zoritu
1441,zubereiten::V,تیارول,prestatu
1442,kochen::V,پخول,egosi
1443,backen::V,پخول,labean egin
1444,braten::V,وريتول,erregosi
1445,umrühren::V,لړل,eragin
1446,stricken::V,اوبدل,trikotatu
1447,stricken::V,اوبدل,puntu egin
1448,nähen::V,ګنډل,josi
1449,färben::V,رنګول,tindatu
1450,reinigen::V,صافول,ikuzi
1451,reinigen::V,صافول,garbitu
1452,waschen::V,مینځل,xahutu
1453,waschen::V,مینځل,garbitu
1454,abwischen::V,وچول,xukatu
1455,spülen::V,کنګالول,irakutzi
1456,fegen::V,جارو کول,erraztatu
1457,kehren::V,جارو کول,isastu
1458,baden::V,لمبېدل,bainatu
1459,baden::V,لمبېدل,bainua hartu
1460,sich waschen::V,ځان مينځل,burua garbitu
1461,ausziehen::V,کښل,erantzi
1462,ausziehen::V,ایستل,erantzi
1463,anziehen::V,اغوستل,jantzi
1464,sich anziehen::V,کالی اغوستل,jantzi
1465,kämmen::V,ګمنځول,orraztu
1466,schmücken::V,ښکلی کول,apaindu
1467,sagen::V,وېل,esan
1468,sprechen::V,وېل,mintzatu
1469,sprechen::V,وېل,hitz egin
1470,sprechen::V,غږېدل,mintzatu
1471,sprechen::V,غږېدل,hitz egin
1472,reden::V,ګړېدل,hitz egin
1473,reden::V,خبرې کول,hitz egin
1474,sich unterhalten::V,خبری کول,solastu
1475,sich unterhalten::V,خبری کول,solas egin
1476,fragen::V,پوښتنه کول,galdetu
1477,bitten::V,غوښتل,eskatu
1478,bitten::V,غوښتل,galdegin
1479,erzählen::V,کيسه کول,edestu
1480,erzählen::V,کيسه کول,kontatu
1481,erzählen::V,حکايت کول,edestu
1482,erzählen::V,حکايت کول,kontatu
