,Concept_ID,az,ar
785,nicht::ADV,-ma-,لا
786,nicht::ADV,-ma-,لم
787,ein wenig::ADV,bir az,قليلا
788,kaum::ADV,güclə,كاد لا
789,sehr::ADV,çox,جدا
790,sehr::ADV,çox,كثيرا
791,so::ADV,belə,كذا
792,so::ADV,belə,كذلك
793,noch::ADV,hələ,ما زال
794,nur::ADV,yalnız,فقط
795,schon::ADV,artıq,قد
796,wieder::ADV,yenə,من جديد
797,wieder::ADV,yenə,مرة أخرى
798,vergebens::ADV,boş yerə,عبثا
799,vor::PRP,önündə,أمام
800,hinter::PRP,arxasında,خلف
801,hinter::PRP,arxasında,وراء
802,unter::PRP,altında,تحت
803,durch::PRP,içindən,عبر
804,durch::PRP,içindən,خلال
805,neben::PRP,yanında,جنب
806,neben::PRP,yanında,بجانب
807,zwischen::PRP,arasında,بين
808,wegen::PRP,üçün,بسبب
809,wegen::PRP,ötəri,بسبب
810,dies::PRN,bu,هذا
811,das::PRN,o,ذلك
812,alles::PRN,hər şey,الكل
813,ich::PRN,mən,أنا
814,du::PRN,sən,أنت
815,er::PRN,o,هو
816,wir::PRN,biz,نحن
817,ihr::PRN,siz,أنتم
818,ihr::PRN,siz,أنتن
819,sie::PRN,onlar,هم
820,sie::PRN,onlar,هن
821,was::FPRN,nə,ما
822,wer::FPRN,kim,من
823,wo::FADV,harada,أين
824,wohin::FADV,haraya,إلى أين
825,wie::FADV,necə,كيف
826,warum::FADV,niyə,لماذا
827,warum::FADV,nə üçün,لماذا
828,wieviel::FNUM,neçə,كم
829,wieviel::FNUM,nə qədər,كم
830,eins::NUM,bir,واحد
831,zwei::NUM,iki,اثنين
832,drei::NUM,üç,ثلاثة
833,vier::NUM,dörd,أربعة
834,fünf::NUM,beş,خمسة
835,sechs::NUM,altı,ستة
836,sieben::NUM,yeddi,سبعة
837,acht::NUM,səkkiz,ثمانية
838,neun::NUM,doqquz,تسعة
839,zehn::NUM,on,عشرة
840,elf::NUM,on bir,أحد عشر
841,zwölf::NUM,on iki,اثنا عشر
842,zwanzig::NUM,iyirmi,عشرون
843,dreißig::NUM,otuz,ثلاثون
844,vierzig::NUM,qırx,أربعون
845,fünfzig::NUM,əlli,خمسون
846,sechzig::NUM,altmış,ستون
847,siebzig::NUM,yetmiş,سبعون
848,achtzig::NUM,səksən,ثمانون
849,neunzig::NUM,doxsan,تسعون
850,hundert::NUM,yüz,مئة
851,tausend::NUM,min,ألف
852,und::CNJ,və,و
853,oder::CNJ,ya,أو
854,stehen::V,durmaq,وقف
855,sitzen::V,oturmaq,جلس
856,liegen::V,uzanmaq,رقد
857,hängen::V,asılmaq,تعلق
858,werden::V,olmaq,صار
859,werden::V,olmaq,أصبح
860,passieren::V,olmaq,حدث
861,passieren::V,baş vermək,حدث
862,beginnen::V,başlamaq,ابتدأ
863,enden::V,bitmək,انتهى
864,wechseln::V,dəyişmək,تغير
865,aufgehen[Sonne]::V,doğmaq,شرق
866,untergehen[Sonne]::V,batmaq,غرب
867,scheinen[Sonne]::V,parlamaq,أضاء
868,donnern::V,guruldamaq,رعد
869,wehen::V,əsmək,هب
870,strömen::V,axmaq,جرى
871,fließen::V,axmaq,سال
872,sich drehen::V,dönmək,دار
873,schwanken::V,yellənmək,ترنح
874,schwingen::V,yellənmək,ترجح
875,fallen::V,düşmek,سقط
876,brennen::V,yanmaq,احترق
877,rauchen::V,tüstüləmək,دخن
878,regnen::V,yağmaq,أمطر
879,gefrieren::V,donmaq,تجمد
880,tauen::V,ərimək,ذاب
881,schmelzen::V,ərimək,ذاب
882,trocknen::V,qurumaq,نشف
883,sieden::V,qaynamaq,غلى
884,faulen::V,çürümək,فسد
885,verfaulen::V,çürümək,تعفن
886,reißen::V,yırtılmaq,انقطع
887,versinken::V,batmaq,غرق
888,vergehen::V,ötmək,مضى
889,erscheinen::V,görünmək,لاح
890,erscheinen::V,görünmək,ظهر
891,verschwinden::V,yox olmaq,غاب
892,sinken::V,enmək,هبط
893,abnehmen::V,azalmaq,نقص
894,zunehmen::V,artmaq,ازداد
895,steigen::V,yüksəlmək,صعد
896,steigen::V,yüksəlmək,ارتفع
897,wachsen::V,böyümək,نما
898,wachsen::V,böyümək,نبت
899,glänzen::V,parlamaq,لمع
900,funkeln::V,parıldamaq,تلألأ
901,lärmen::V,səs-küy etmək,ضج
902,lärmen::V,səs-küy etmək,صخب
903,läuten::V,çalmaq,قرع
904,klingeln::V,zəng etmək,دق
905,klirren::V,cingildəmək,قعقع
906,brausen::V,gurlamaq,عج
907,rauschen::V,xışıldamaq,حف
908,klingen::V,səslənmək,رن
909,bellen::V,hürmək,نبح
910,heulen::V,ulamaq,عوى
911,blasen::V,üfləmək,نفخ
912,pfeifen::V,fit vermek,صفر
913,schreien::V,bağırmaq,صرخ
914,schreien::V,qışqırmaq,صرخ
915,stöhnen::V,inləmək,أن
916,zittern::V,titrəmək,ارتعش
917,leben::V,yaşamaq,عاش
918,geboren werden::V,doğmaq,ولد
919,atmen::V,nəfəs almaq,تنفس
920,trinken::V,içmek,شرب
921,essen::V,yemək,أكل
922,schlucken::V,udmaq,جرع
923,müde werden::V,yorulmaq,تعب
924,einschlafen::V,yuxuya getmək,نام
925,schlafen::V,uyumaq,نام
926,aufwachen::V,oyanmaq,استيقظ
927,aufstehen::V,yuxudan durmaq,قام
928,sich erholen::V,dincəlmək,استجم
929,krank werden::V,xəstə olmaq,مرض
930,krank sein::V,azarlanmaq,مرض
931,krank sein::V,xəstələnmək,مرض
932,schmerzen::V,ağrimaq,آلم
933,husten::V,öksürmək,كح
934,husten::V,öksürmək,سعل
935,genesen::V,sağalmaq,نقه
936,sterben::V,ölmək,مات
937,sterben::V,vəfat etmək,مات
938,umkommen::V,həlak olmaq,هلك
939,sich bewegen::V,hərəkət etmək,تحرك
940,sich rühren::V,tərpənmək,تحرك
941,sich erheben::V,qalxmaq,قام
942,sich setzen::V,oturmaq,جلس
943,hinfallen::V,yıxılmaq,وقع
944,laufen::V,yerimək,مشى
945,schreiten::V,addım atmaq,خطا
946,spazierengehen::V,gəzmək,تنزه
947,eilen::V,atılmaq,عجل
948,sich beeilen::V,tələsmək,استعجل
949,sausen::V,çırpmaq,أسرع
950,rennen::V,qaçmaq,عدا
951,rennen::V,qaçmaq,ركض
952,springen::V,sıçramaq,قفز
953,klettern::V,dırmanmaq,تسلق
954,schaukeln::V,sallanmaq,تأرجح
955,kriechen::V,sürünmək,دب
956,kriechen::V,sürünmək,زحف
957,schwimmen::V,üzmek,سبح
958,tauchen::V,dalmaq,غطس
959,rudern::V,avarlamaq,جذف
960,fahren::V,sürmək,ركب
961,fahren::V,sürmək,سافر
962,fliegen::V,uçmaq,طار
963,gehen::V,getmək,سار
964,gehen::V,getmək,ذهب
965,weggehen::V,getmək,ذهب
966,weggehen::V,getmək,انصرف
967,abfahren::V,yola düşmək,رحل
968,anhalten::V,saxlamaq,توقف
969,hineingehen::V,girmək,دخل
970,eintreten::V,girmək,دخل
971,eintreten::V,daxil olmaq,دخل
972,kommen::V,gəlmək,أتى
973,kommen::V,gəlmək,جاء
974,ankommen::V,gəlib çatmaq,وصل
975,zurückkommen::V,qayıtmaq,عاد
976,zurückkommen::V,qayıtmaq,رجع
977,bleiben::V,qalmaq,مكث
978,warten::V,gözləmək,انتظر
979,erwarten::V,bəkləmək,ترقب
980,erwarten::V,bəkləmək,انتظر
981,suchen::V,aramaq,بحث
982,suchen::V,axtarmaq,بحث
983,finden::V,tapmaq,وجد
984,versuchen::V,çalışmaq,حاول
985,vorbereiten::V,hazırlamaq,أعد
986,vorbereiten::V,hazırlamaq,حضر
987,lieben::V,sevmək,أحب
988,mögen::V,xoşlamaq,أحب
989,lachen::V,gülmək,ضحك
990,rühren::V,həyəcanlandırmaq,أثر
991,weinen::V,ağlamaq,بكى
992,schimpfen::V,küfr etmək,سب
993,schimpfen::V,küfr etmək,شتم
994,sich ärgern::V,acıqlanmaq,زعل
995,sich fürchten::V,qorxmaq,هاب
996,fürchten::V,qorxmaq,خاف
997,fürchten::V,qorxmaq,خشي
998,fliehen::V,qaçmaq,هرب
999,flüchten::V,qaçmaq,فر
1000,sehen::V,görmək,رأى
1001,anschauen::V,baxmaq,نظر
1002,ansehen::V,baxmaq,نظر
1003,hören::V,duymaq,سمع
1004,hören::V,eşitmək,سمع
1005,zuhören::V,dinləmək,أصغى
1006,probieren::V,dadına baxmaq,ذاق
1007,riechen::V,qoxlamaq,شم
1008,riechen::V,qoxlamaq,استنشق
1009,fühlen::V,duymaq,شعر
1010,scheinen::V,görünmək,ظهر
1011,zu sehen sein::V,görünmək,ظهر
1012,vernehmen::V,eşitmək,سمع
1013,frieren::V,üşümək,بردان
1014,tun::V,etmək,فعل
1015,können::V,bilmək,قدر
1016,können::V,bilmək,استطاع
1017,können::V,bacarmaq,قدر
1018,können::V,bacarmaq,استطاع
1019,wollen::V,istəmək,شاء
1020,wollen::V,istəmək,أراد
1021,anfangen::V,başlamaq,بدأ
1022,beenden::V,bitirmək,أنهى
1023,aufhören::V,bitmək,توقف
1024,aufhören::V,bitmək,انقطع
1025,aufhören::V,qurtarmaq,توقف
1026,aufhören::V,qurtarmaq,انقطع
1027,gelingen::V,müvəffəq olmaq,نجح
1028,geraten::V,düşmək,طلع
1029,öffnen::V,açmaq,فتح
1030,schließen::V,qapamaq,أغلق
1031,stellen::V,qoymaq,وضع
1032,stellen::V,qoymaq,أقام
1033,setzen::V,oturtmaq,أجلس
1034,legen::V,qoymaq,وضع
1035,berühren::V,toxunmaq,مس
1036,berühren::V,toxunmaq,لمس
1037,verbinden::V,bağlamaq,ربط
1038,verbinden::V,bağlamaq,وصل
1039,bedecken::V,örtmək,غطى
1040,aufhängen::V,asmaq,علق
1041,anzünden::V,yandırmaq,أوقد
1042,aufheben::V,qaldırmaq,لقط
1043,zurücklassen::V,buraxmaq,ترك
1044,verlieren::V,itirmək,فقد
1045,fallen lassen::V,düşürmək,أسقط
1046,machen::V,etmək,فعل
1047,herstellen::V,istehsal etmək,صنع
1048,herstellen::V,istehsal etmək,أنتج
1049,bauen::V,tikmək,بنى
1050,bauen::V,tikmək,شيد
1051,reparieren::V,təmir etmək,صلح
1052,verbessern::V,düzəltmək,صحح
1053,ändern::V,dəyişdirmək,غير
1054,graben::V,qazımaq,حفر
1055,beugen::V,əymək,ثنى
1056,beugen::V,əymək,أحنى
1057,biegen::V,bükmək,لوى
1058,drehen::V,döndərmək,أدار
1059,drehen::V,döndərmək,دور
1060,wenden::V,çevirmək,قلب
1061,umdrehen::V,çevirmək,قلب
1062,heben::V,qaldırmaq,رفع
1063,hochheben::V,qaldırmaq,رفع
1064,ergreifen::V,tutmaq,مسك
1065,halten::V,saxlamaq,مسك
1066,drücken::V,sıxmaq,ضغط
1067,schieben::V,sürmək,حرك
1068,kratzen::V,qaşımaq,خدش
1069,lecken::V,yalamaq,لعق
1070,beißen::V,dişləmək,عض
1071,abreißen::V,qoparmaq,قلع
1072,abschneiden::V,ayırmaq,قطع
1073,binden::V,bağlamaq,ربط
1074,stecken::V,soxmaq,دس
1075,brechen::V,qırmaq,كسر
1076,klopfen::V,sındırmaq,طرق
1077,hauen::V,vurmaq,ضرب
1078,kleben::V,apışdırmaq,ألصق
1079,reiben::V,ovmaq,حك
1080,streichen::V,sürtmək,نشر
1081,schleifen::V,bülövləmək,سن
1082,schneiden::V,kəsmək,قطع
1083,rütteln::V,sirkələmək,رج
1084,schütteln::V,çalxalamaq,هز
1085,schwenken::V,yelləmək,لوح
1086,schütten::V,tökmək,صب
1087,füllen::V,doldurmaq,ملأ
1088,einwickeln::V,sarımaq,لف
1089,tragen::V,daşımaq,حمل
1090,schleppen::V,sürükləmək,سحب
1091,ziehen::V,çəkmək,سحب
1092,aufbewahren::V,gizlətmək,حفظ
1093,werfen::V,atmaq,رمى
1094,werfen::V,atmaq,ألقى
1095,fangen::V,tutmaq,التقط
1096,packen::V,yaxalamaq,مسك
1097,verstecken::V,gizlətmək,خبأ
1098,teilen::V,bölmək,قسم
1099,schicken::V,yollamaq,بعث
1100,schicken::V,yollamaq,أرسل
1101,schicken::V,göndərmək,بعث
1102,schicken::V,göndərmək,أرسل
1103,bringen::V,gətirmək,جلب
1104,hinzufügen::V,əlavə etmək,أضاف
1105,bekommen::V,almaq,حصل
1106,bekommen::V,əldə etmək,حصل
1107,erhalten::V,almaq,استلم
1108,nehmen::V,almaq,أخذ
1109,wählen::V,seçmək,اختار
1110,auswählen::V,arımaq,انتقى
1111,bewahren::V,qorumaq,حافظ
1112,behindern::V,mane olmaq,عاق
1113,verderben::V,pozmaq,أفسد
1114,beschädigen::V,zədələmək,أضر
1115,zerbrechen::V,qırmaq,كسر
1116,zerbrechen::V,sındırmaq,كسر
1117,zerreißen::V,yırtmaq,مزق
1118,zerstören::V,dağıtmaq,دمر
1119,verbrennen::V,yandırmaq,حرق
1120,geben::V,vermək,أعطى
1121,reichen::V,uzatmaq,ناول
1122,schenken::V,vermək,وهب
1123,versprechen::V,vəd vermək,وعد
1124,wünschen::V,arzulamaq,تمنى
1125,loben::V,tərifləmək,مدح
1126,küssen::V,öpmək,قبل
1127,wiegen::V,tərpətmək,هدهد
1128,zudecken::V,örtmək,غطى
1129,wecken::V,oyatmaq,أيقظ
1130,zeigen::V,göstərmək,أرى
1131,führen::V,rəhbərlik etmək,دل
1132,lehren::V,öyrətmək,علم
1133,unterrichten::V,öyrətmək,علم
1134,unterrichten::V,dərs vermək,علم
1135,aufziehen::V,tərbiyə etmək,ربى
1136,leiten::V,idarə etmək,دل
1137,leiten::V,idarə etmək,أدار
1138,antreiben::V,bizləmək,حث
1139,lassen::V,-tırmaq,حدا
1140,einladen::V,dəvət etmək,دعا
1141,vereinigen::V,birləşdirmək,وحد
1142,besuchen::V,baş çəkmək,زار
1143,besuchen::V,ziyarət etmək,زار
1144,treffen::V,rastlaşmaq,قابل
1145,treffen::V,rast gəlmək,قابل
1146,sich versammeln::V,toplanmaq,اجتمع
1147,spielen::V,oynamaq,لعب
1148,singen::V,oxumaq,غنى
1149,tanzen::V,oynamaq,رقص
1150,tanzen::V,rəqs etmək,رقص
1151,sich trennen::V,ayrılmaq,افترق
1152,verlassen::V,tərk etmək,ترك
1153,retten::V,xilas etmək,نجى
1154,retten::V,xilas etmək,أنقذ
1155,bewachen::V,gözətmək,حرس
1156,schützen::V,qorumaq,حمى
1157,verteidigen::V,qorumaq,دافع
1158,sich schlagen::V,döyüşmək,تضارب
1159,schießen::V,atmaq,أطلق
1160,schießen::V,atəş açmaq,أطلق
1161,siegen::V,yenmək,انتصر
1162,ärgern::V,acışdırmaq,أزعل
1163,schlagen::V,döymək,ضرب
1164,treten::V,təpmək,رفس
1165,stechen::V,soxmaq,شك
1166,stoßen::V,itələmək,دفع
1167,stehlen::V,çalmaq,سرق
1168,stehlen::V,oğurlamaq,سرق
1169,stören::V,pozmaq,ضايق
1170,belästigen::V,narahat etmək,أزعج
1171,verbergen::V,gizləmək,كتم
1172,täuschen::V,aldatmaq,خدع
1173,betrügen::V,aldatmaq,غش
1174,töten::V,öldürmək,قتل
1175,wohnen::V,yaşamaq,سكن
1176,arbeiten::V,işləmək,عمل
1177,arbeiten::V,işləmək,اشتغل
1178,arbeiten::V,çalışmaq,عمل
1179,arbeiten::V,çalışmaq,اشتغل
1180,sammeln::V,yığmaq,جمع
1181,sammeln::V,toplamaq,جمع
1182,pflücken::V,qoparmaq,جنى
1183,pflücken::V,qoparmaq,قطف
1184,jagen::V,ovlamaq,صاد
1185,fischen::V,balıq tutmaq,اصطاد
1186,fassen::V,tutmaq,قبض
1187,hüten::V,güdmək,رعى
1188,treiben::V,haylamaq,ساق
1189,anbinden::V,bağlamaq,ربط
1190,füttern::V,bəsləmək,علف
1191,melken::V,sağmaq,حلب
1192,hacken::V,yarmaq,فرم
1193,gießen::V,sulamaq,سقى
1194,reifen::V,dəymək,نضج
1195,zubereiten::V,bişirmək,حضر
1196,kochen::V,qaynatmaq,طبخ
1197,backen::V,bişirmək,خبز
1198,braten::V,qızartmaq,قلى
1199,braten::V,qızartmaq,حمر
1200,umrühren::V,qarışdırmaq,قلب
1201,stricken::V,hörmək,حاك
1202,nähen::V,tikmək,خاط
1203,färben::V,boyamaq,صبغ
1204,färben::V,boyamaq,لون
1205,reinigen::V,təmizləmək,نظف
1206,waschen::V,yumaq,غسل
1207,abwischen::V,silmək,مسح
1208,spülen::V,çalxamaq,شطف
1209,fegen::V,süpürmək,كنس
1210,kehren::V,süpürmək,كنس
1211,baden::V,çimmək,استحم
1212,sich waschen::V,yuyunmaq,اغتسل
1213,ausziehen::V,soyunmaq,خلع
1214,anziehen::V,geymək,لبس
1215,sich anziehen::V,geyinmək,اكتسى
1216,kämmen::V,daramaq,مشط
1217,schmücken::V,bəzəmək,زين
1218,sagen::V,demək,قال
1219,sagen::V,söymek,قال
1220,sprechen::V,danışmaq,تكلم
1221,reden::V,danışmaq,تكلم
1222,sich unterhalten::V,söhbət etmək,تحادث
1223,fragen::V,soruşmaq,سأل
1224,bitten::V,diləmək,رجا
1225,bitten::V,xahiş etmək,رجا
1226,erzählen::V,bəhs etmək,حكي
1227,mitteilen::V,bildirmək,بلغ
1228,nennen::V,adlandırmaq,سمى
1229,rufen::V,çağırmaq,نادى
1230,prahlen::V,öyünmək,فشر
1231,prahlen::V,öyünmək,تفاخر
1232,übersetzen::V,tərcümə etmək,ترجم
1233,denken::V,düşünmək,فكر
1234,denken::V,fikirləşmək,فكر
1235,glauben::V,inanmaq,اعتقد
1236,bemerken::V,qeyd etmək,لاحظ
1237,erkennen::V,tanımaq,عرف
1238,begreifen::V,anlamaq,فهم
1239,begreifen::V,anlamaq,أدرك
1240,verstehen::V,duymaq,فهم
1241,lernen::V,öyrənmək,درس
1242,wissen::V,bilmək,علم
1243,sich erinnern an::V,xatırlamaq,تذكر
1244,vergessen::V,unutmaq,نسي
1245,messen::V,ölçmək,قاس
1246,zählen::V,saymaq,عد
1247,zählen::V,saymaq,أحصى
1248,rechnen::V,hesablamaq,حسب
1249,lesen::V,oxumaq,قرأ
1250,malen::V,şəkil çəkmək,صور
1251,zeichnen::V,cızmaq,رسم
1252,schreiben::V,yazmaq,كتب
1253,besitzen::V,yiyələnmək,حاز
1254,besitzen::V,yiyələnmək,ملك
1255,besitzen::V,malik olmaq,حاز
1256,besitzen::V,malik olmaq,ملك
1257,kaufen::V,satın almaq,اشترى
1258,verkaufen::V,satmaq,باع
1259,bezahlen::V,ödəmək,دفع
1260,zahlen::V,ödəmək,سدد
1261,beherrschen::V,idarə etmək,حكم
1262,ertragen::V,dözmək,أطاق
1263,ertragen::V,dözmək,تحمل
