,Concept_ID,ta,kl
116,Abhang::N,சரிவு,kussangajaaq
117,Quelle::N,மூலம்,
118,Bach::N,ஓடை,kuunnguaq
119,Fluss::N,ஆறு,kuuk
120,Ufer::N,நீர்க்கரை,sissap sinaa
121,Küste::N,கடற்கரை,sineriak
122,Festland::N,நிலம்,
123,Meer::N,கடல்,imaq
124,Bucht::N,சிறுகுடா,ikeq
125,Bucht::N,சிறுகுடா,kangerluk
126,Bucht::N,சிறுகுடா,kangerliumaneq
127,Insel::N,தீவு,qeqertaq
128,Blume::N,பூ,naasoq
129,Gras::N,புல்தரை,ivigaq
130,Wurzel::N,வேர்,niulutaq
131,Baum::N,மரம்,orpik
132,Stamm::N,அடிமரம்,kanaartaq
133,Rinde::N,பட்டை,ameraq
134,Rinde::N,மரப்பட்டை,ameraq
135,Ast::N,கினை,avalequt
136,Zweig::N,குச்சி,avalequt
137,Blatt::N,இலை,pilutaq
138,Birke::N,பிர்ச் மரம்,patitsit
139,Kiefer[Baum]::N,தேவதாரு மரம்,
140,Weide[Baum]::N,மர வகைகளுள் ஒன்று,palleq
141,Tanne::N,சாதிக்கய்,orsuerneq
142,Horn::N,கொம்பு,nassuk
143,Feder::N,இறகு,suluk
144,Fell::N,மென்முடி,ameq
145,Flügel::N,இறக்கை,suluk
146,Flügel::N,இறக்கை,isaroq
147,Klaue::N,நகம்,kukik
148,Kralle::N,நகம்,kukik
149,Schwanz::N,வால்,pamioq
150,Schwanz::N,வால்,paperuusaq
151,Ei::N,முட்டை,mannik
152,Nest::N,கூடு,ullut
153,Bau::N,குகை,ini
154,Tier::N,விலங்கு,uumasoq
155,Herde::N,கூட்டம்,unguukkat
156,Kuh::N,பசு,ussik
157,Bulle::N,காளை,angukulak
158,Bulle::N,காளை,anguteralak
159,Bulle::N,காளை,angutikulooq
160,Pferd::N,குதிரை,
161,Schaf::N,செம்மறிஆடு,sava
162,Schwein::N,பன்றி,puuluki
163,Hund::N,நாய்,qimmeq
164,Katze::N,பூனை,puisaaq
165,Bär::N,கரடி,allaq
166,Eichhörnchen::N,அணில்,sissinnguaq
167,Elch::N,கடம்பை,
168,Fuchs::N,நரி,terianniaq
169,Hase::N,முயல்,ukaleq
170,Maus::N,எலி,teriannguaq
171,Wolf::N,ஓநாய்,amaroq
172,Vogel::N,பறவை,timmiaq
173,Schwarm::N,தொகுதி,
174,Huhn::N,கோழிக்குஞசு,kukkukooq
175,Huhn::N,கோழிக்குஞசு,marloraaqaaq
176,Hahn::N,சேவல்,kiasiusaq
177,Gans::N,பெண் வாத்து,nerleq
178,Adler::N,பருநது,nattoralik
179,Ente::N,வாத்து,
180,Eule::N,ஆந்தை,uppik
181,Kranich::N,நாரை,qorlorfik
182,Krähe::N,காகம்,tuluatsiaq
183,Kuckuck::N,குயில்,kukkooq
184,Schwan::N,அன்னம்,qussuk
185,Fisch::N,மீன்,aalisagaq
186,Barsch::N,பேர்ச்,
187,Hecht::N,கோலாச்சி மீன்,
188,Schlange[Tier]::N,பாம்பு,pulateriarsuk
189,Schlange[Tier]::N,பாம்பு,pulateriaarsuk
190,Wurm::N,புழு,
191,Spinne::N,சிலந்தி,aasiaq
192,Spinne::N,சிலந்தி,nissavaarsuk
193,Ameise::N,எறும்பு,uniaaluk
194,Laus::N,பேன்,kumak
195,Mücke::N,கொசுவினப்பூச்சி,ippernaq
196,Fliege::N,ஈ,ippernaq
197,Schmetterling::N,வண்ணத்துப்பூச்சி,paluaq
198,Schmetterling::N,வண்ணத்துப்பூச்சி,pakkaluaq
199,Schmetterling::N,வண்ணத்துப்பூச்சி,utsuppaluaq
200,Schmetterling::N,வண்ணத்துப்பூச்சி,taqaleqisaaq
201,Beere::N,சதைப்பழம்,paarmaq
202,Beere::N,சதைப்பழம்,paarngaq
203,Apfel::N,ஆப்பிள பழம்,iipili
204,Pilz::N,காளான்,anngiusaq
205,Zwiebel::N,வெங்காயம்,uanitsoq
206,Saat::N,விதை,naatsiiassaq
207,Korn::N,தானியம்,maannineq
208,Heu::N,வைக்கோல்,
209,Schale::N,தோல்,niutsivik
210,Schale::N,தோல்,ilulissaq qaartussaq
211,Grube::N,குழி,itersaq
212,Falle::N,பொறி,pualavoq
213,Schlinge::N,கண்ணி,orseq
214,Schlinge::N,கண்ணி,norloq
215,Spur::N,சுவடு,tumaa
216,Asche::N,சாம்பல்,arsat
217,Dreck::N,அழுக்கு,minguk
218,Eisen::N,இரும்பு,savimineq
219,Eisen::N,இரும்பு,saffiugassaq
220,Gold::N,தங்கம்,kuulti
221,Silber::N,வெள்ளி,siilviuvoq
222,Kohle::N,நிலக்கரி,aamarsuit aamaruutissat
223,Glas::N,கண்ணாடி,igalaaq
224,Glas::N,கண்ணாடி,imertarfik
225,Glas::N,கண்ணாடி,igalaamineq
226,Lehm::N,களிமண்,marraq
227,Sand::N,மணல்,sioqqat
228,Mensch::N,மனிதர்கள்,inuk
229,Mensch::N,மனிதர்கள்,silamiu
230,Mann::N,மனிதன்,angut
231,Frau::N,பெண்,arnaq
232,Kind::N,குழந்தை,meeraq
233,Junge::N,பையன்,nukappiaraq
234,Mädchen::N,சிறுமி,arnannguaq
235,Familie::N,குடும்பம்,ilaqutakka
236,Familie::N,குடும்பம்,ilaqutariit
237,Großvater::N,தாத்தா,aatak
238,Großmutter::N,பாட்டி,aanaq
239,Eltern::N,பெற்றோர்,angajoqqaat
240,Vater::N,தந்தை,ataata
241,Vater::N,தந்தை,ataataq
242,Mutter::N,தாய்,anaana
243,Sohn::N,மகன்,erneq
244,Tochter::N,மகள்,panik
245,Bruder::N,சகோதரன்,ani
246,Bruder::N,சகோதரன்,aqqaluk
247,Bruder::N,சகோதரன்,qatanngut
248,Schwester::N,அக்கா,naja
249,Schwester::N,அக்கா,aleqa
250,Schwester::N,அக்கா,qatanngut
251,Onkel::N,தாய் மாமன்,akkak
252,Tante::N,அத்தை,aja
253,Tante::N,அத்தை,ajak
254,Tante::N,அத்தை,atsak
255,Ehemann::N,கணவன்,ui
256,Ehefrau::N,மனைவி,nuliaq
257,Freude::N,கொண்டாட்டம்,tipaatsussuseq
258,Gelächter::N,சிரிப்பு,illaq
259,Glück::N,மகிழ்ச்சி,usornaat
260,Glück::N,மகிழ்ச்சி,usornarsuseq
261,Kummer::N,துயரம்,
262,Wunsch::N,விருப்பம்,kissaat
263,Lust::N,விருப்பம்,illigussuseq
264,Lust::N,விருப்பம்,piummaseq
265,Geist::N,ஆன்மா,anerneq
266,Geist::N,ஆன்மா,toornaq
267,Gedanke::N,எண்ணம்,isumassaq
268,Gedächtnis::N,ஞாபகம்,eqqaamannissuseq
269,Verstand::N,மனம்,isuma
270,Verstand::N,மனம்,sianissut
271,Verstand::N,மனம்,misigissut
272,Verstand::N,மனம்,sianissuseq
273,Verstand::N,மனம்,silaqassuseq
274,Sinn::N,அர்த்தம்,isuma
275,Grund::N,காரணம்,patsit
276,Wahrheit::N,உண்நை,sallusuissut
277,Gespräch::N,பெசு,
278,Märchen::N,நம்பத்தகாத கதை,oqalualaarut
279,Märchen::N,நம்பத்தகாத கதை,oqaluasaaq
280,Erzählung::N,கதை,oqaluttuaq
281,Nachricht::N,செய்தி,oqaassut
282,Nachricht::N,செய்தி,oqqersuut
283,Neuigkeit::N,செய்தி,tusarnartaq
284,Name::N,பெயர்,ateq
285,Rätsel::N,புதிர்,nalorsitsaarut
286,Rede::N,பேச்சு,oqaluuseq
287,Sprache::N,மொழி,oqaatsit
288,Stimme::N,குரல்,erinaq
289,Stimme::N,குரல்,qarluuseq
290,Wort::N,வார்த்தை,oqaasii
291,Zeichen::N,குறி,nalunaaqqut
292,Ruf::N,அழைப்பு,qaaqqussut
293,Lärm::N,சத்தம்,perpaluk
294,Laut::N,ஒலி,torsukattak
295,Ton::N,குரல்,erinaq
296,Lied::N,பாட்டு,taalliaq
297,Lied::N,பாட்டு,erinarsuut
298,Ruhe::N,அமைதி,qatsunganeq
299,Leute::N,மக்கள்,inuiak
300,Leute::N,மக்கள்,inuiaqatigiit
301,Volk::N,மக்கள்,inuiaat
302,Arbeit::N,வேலை,suliaq
303,Gast::N,விருந்தாளி,qaaqqusaq
304,Geschenk::N,பரிசுப் பொருள்,pajugut
305,Spiel::N,விளையாட்டு,
306,Gesellschaft::N,சமுதாயம்,
307,Hilfe::N,உதவி,annertoqqut
308,Freund::N,நண்பன்,tiliaq
309,Freund::N,நண்பன்,ikinngut
310,Kamerad::N,உடனிருப்பவன்,tiliaq
311,Kamerad::N,உடனிருப்பவன்,ikinngut
312,Angelegenheit::N,செய்தி,
313,Anzahl::N,எண்ணிக்கை,
314,Art::N,வகை,ileqquuseq
315,Stück::N,துண்டம்,nakkaalaniku
316,Teil::N,பகுதி,tassiaasat
317,Hälfte::N,பாதி,affaq
318,Kreis::N,வட்டம்,kaajaluinneq or kaajaluitsoq
319,Kreuz::N,சிலுவை,sanningasulik
320,Linie::N,கோடு,tittaq
321,Linie::N,கோடு,titarneq
322,Strich::N,வாத நோய்,
323,Abstand::N,இடைவெளி,aku
324,Abstand::N,இடைவெளி,ikiaq
325,Entfernung::N,தூரம்,asi
326,Gegend::N,வட்டாரம்,nuna
327,Platz::N,வெற்றிடம்,ini
328,Platz::N,வெற்றிடம்,inissaq
329,Ort::N,இடம்,sumiiffik
330,Seite::N,பக்கம்,saneraq
331,Mitte::N,இடைப்பகுதி,qiteq
332,Gegenstand::N,உருப்படி,
333,Sache::N,பொருள்,pigisaq
334,Rand::N,தொங்கு,sini
335,Rand::N,தொங்கு,akerfineq
336,Kante::N,விளிம்பு,akerfineq
337,Ecke::N,மூலை,teqeqqoq
338,Ecke::N,மூலை,tikeqqoq
339,Spitze::N,முனை,inngik
340,Ende::N,முடிவு,isu
341,Loch::N,துளை,putu
342,Winkel::N,கோணம்,teqeqqorissaat
343,Muster::N,பாங்கு,ilisserut
344,Größe::N,அளவு,angissuseq
345,Länge::N,நீளம்,takissuseq
346,Höhe::N,உயரம்,
347,Gewicht::N,எடை,oqimaalutaq
348,Menge::N,தொகை,amerlassuseq
349,Haufen::N,குவியல்,eqimattat
350,Reihe::N,வரிசை,allunaasaq
351,Boot::N,படகு,qajaq
352,Boot::N,படகு,angallat
353,Boot::N,படகு,umiatsiaq
354,Ruder::N,துடுப்பு,iput
355,Schlitten::N,சகடையிலா வண்டி,qamutit
356,Schlitten::N,சகடையிலா வண்டி,qimusseq
357,Ski::N,பனிச் சறுக்கல்,ataarut
358,Lagerfeuer::N,மூட்டம்,
359,Last::N,பாரம்,nammagaq
360,Gang::N,நடை,
361,Schritt::N,காலடி,allorneq
362,Norden::N,வடக்கு,avannaq
363,Süden::N,தெற்கு,qava
364,Süden::N,தெற்கு,kujat
365,Süden::N,தெற்கு,kujataa
366,Westen::N,மேற்கு திசை,kitaa
367,Osten::N,கிழக்கு,kangi
368,Holz::N,மரக்கட்டை,qisuk
369,Brett::N,பலகை,salliligaq
370,Platte::N,பலகம்,qaateq
371,Stütze::N,அடைப்புகன்,ajagutaq
372,Stütze::N,அடைப்புகன்,ajaagutaq
373,Stange::N,கம்பம்,kaaviffik
374,Stock::N,குச்சி,ajaappissat
375,Stab::N,கம்பு,ajaappissat
376,Rohr::N,குழாய்,sullulik
377,Haus::N,வீடு,illu
378,Heim::N,வீடு,
379,Ofen::N,அடுப்பு,kissarsuut
380,Fußboden::N,தரை,nateq
381,Tisch::N,மேசை,allattarfik
382,Stuhl::N,நாற்காலி,issiavik
383,Stuhl::N,நாற்காலி,issiaffik
384,Wiege::N,தொட்டில்,uaasoq
385,Bett::N,படுக்கை,nallavik
386,Regal::N,அலமாரி,ilisivik
387,Kiste::N,பெட்டி,sakissat
388,Kiste::N,பெட்டி,illerfiusaq
389,Fenster::N,சாளரம்,aki
390,Fenster::N,சாளரம்,igalaaq
391,Tür::N,கதவு,matu
392,Tor::N,வாசற்கதவு,isaaffik
393,Zaun::N,வேலி,saputit
394,Dach::N,கூரை,qaliaq
395,Leiter::N,ஏணி,tummeqqat
396,Leiter::N,ஏணி,majuartarfiit
397,Besen::N,விளக்குமாறு,saligutit
398,Spaten::N,மண்வெட்டி,nivaataq
399,Schaufel::N,அடிதண்டா,nivaataq
400,Gabel::N,முட்கரண்டி,qilluaq
401,Gabel::N,முட்கரண்டி,ajassaatit
402,Löffel::N,கரண்டி,alussaat
403,Messer::N,கத்தி,savik
404,Nagel::N,ஆணி,kukik
405,Netz::N,வலை,anguffaseq
406,Haken::N,கொக்கி,nissik
407,Haken::N,கொக்கி,qarsorsaq
408,Haken::N,கொக்கி,qarsorsartoq
409,Griff::N,கைப்பிடி,ipi
410,Schloss::N,பூட்டு,illussaarsuaq
411,Bild::N,படம்,assiliaq
412,Figur::N,எண்ணிக்கை,kisitsit
413,Puppe::N,பொம்மை,inuusaq
414,Beutel::N,பை,
415,Bündel::N,பொதி,qilertaq
416,Tasche::N,பை,pooqattaq
417,Eimer::N,வாளி,
418,Deckel::N,உறை,matu
419,Geschirr::N,பாத்திரம்,anut
420,Sack::N,பை,
421,Tasse::N,கிண்ணம்,tiitorfik
422,Tasse::N,கிண்ணம்,tiitorfiup ilorlia
423,Topf::N,பானை,qoqqoq
424,Kessel::N,கெண்டி,uunnaavik
425,Essen::N,உணவருந்துதல்,igaaq
426,Nahrung::N,உணவு,neqissaq
427,Speise::N,உணவு வகை,nerisassat
428,Fleisch::N,இறைச்சி,neqi
429,Getreide::N,மக்காச்சோளம்,maannineq
430,Brei::N,கஞ்சி,
431,Brot::N,ரொட்டி,iffit
432,Brot::N,ரொட்டி,iffiaq
433,Scheibe::N,துண்டு,igalaassiaq
434,Fett::N,கொழுப்பு,tarnutissaq
435,Fett::N,கொழுப்பு,tarnutissiaq
436,Butter::N,வெண்ணெய்,punneq
437,Öl::N,எண்ணெய்,uulia
438,Salz::N,உப்பு,taratsut
439,Suppe::N,ரசம்,qajoq
440,Honig::N,தேன்,tungusunnitsuut
441,Milch::N,பால்,immuk
442,Tee::N,தெனீர்,tii
443,Tee::N,தெனீர்,teeq
444,Leder::N,பதம் செய்யப்பட்ட தோல்,
445,Wolle::N,கம்பளி,nuersagassiaq
446,Stoff::N,துணி,milliaq
447,Stoff::N,துணி,qarlissiaq
448,Nadel::N,ஊசி,meqqut
449,Faden::N,நூல்,ujalussiaq
450,Knopf::N,பொத்தான்,attat
451,Knoten::N,முடிச்சு,akeroq
452,Knoten::N,முடிச்சு,qilerneq
453,Farbe::N,வண்ணக் குழம்பு,qalipaat
454,Kleidung::N,ஆடைகள்,atisat
455,Kleidung::N,ஆடைகள்,annoraaq
456,Hemd::N,சட்டை,ilupaaq
457,Kragen::N,கழுத்துப் பட்டை,qungasiinnaq
458,Ärmel::N,சட்டைக்கை,aaq
459,Hose::N,கால்சட்டை,qarliit
460,Gürtel::N,பெல்ட்,qiterut
461,Gürtel::N,பெல்ட்,unngersaq
462,Mütze::N,தொப்பி,nasaq
463,Schuh::N,காலணி,skuu
464,Schuh::N,காலணி,ikernuk
465,Schuh::N,காலணி,ateraasaq
466,Stiefel::N,காலணி,kamik
467,Ring::N,மோதிரம்,assammiu
468,Band::N,நாடா,qilerutissiaq
469,Kamm::N,கீப்பு,illaagutit
470,Kamm::N,கீப்பு,illaajaatit pl.
471,Spiegel::N,ஆடி,tarrarsuut
472,Spiegel::N,கண்ணாடி,tarrarsuut
473,Riemen::N,வார்,allunaaq
474,Schnur::N,கயிறு,kujaaq
475,Schnur::N,கயிறு,allunaasaq
476,Leine::N,தோல்வார்,aleq
477,Decke::N,போர்வை,qipik
478,Kissen::N,தலையணை,akit
479,Tuch::N,துணி,qarlissiaq
480,Handtuch::N,தண்டு,allarut
481,Handtuch::N,தண்டு,allarterut
482,Kraft::N,நிர்பந்தம்,pissak
483,Stärke::N,பலம்,qerattarsaat
484,Gesundheit::N,ஆரோக்கியம்,peqqisusseq
485,Krankheit::N,நோய்,nappaat
486,Schmerz::N,வலி,anniaat
487,Wunde::N,காயம்,iki
488,Fieber::N,காய்ச்சல்,nappaat qanimanartoq
489,Arznei::N,மருந்து,imigassaq
490,Brücke::N,பாலம்,ikaartarfik
491,Brunnen::N,கேணி,tissaluttuliaq
492,Weide::N,மேய்ச்சல் நிலம்,masarsuk
493,Pfad::N,நடை வழி,aqqut
494,Weg::N,வழி,aggerfik
495,Straße::N,சாலை,aqqusineq
496,Dorf::N,கிராமம்,nunaqarfik
497,Stadt::N,நகரம்,illorpaat
498,Stadt::N,நகரம்,illorpalik
499,Brief::N,கடிதம்,allagarsiaq
500,Buch::N,புத்தகம்,atuakkat
501,Buch::N,புத்தகம்,mappersagaq
502,Buchstabe::N,எழத்து,naqinneq
503,Zeitung::N,செய்தித்தாள்,aviisi
504,Leben::N,வாழ்க்கை,inuussuseq
505,Tod::N,மரணம்,toqu
506,Tod::N,மரணம்,toquneq
507,Grab::N,சமாதி,iliveq
508,Grab::N,சமாதி,illissat
509,Kirche::N,தேவாலயம்,oqaluffik
510,Sünde::N,பாவம்,ajorti
511,Gott::N,கடவுள்,
512,Arbeiter::N,தொழிலாளி,sulisoq
513,Chef::N,மேலாளர்,ittoqut
514,Meister::N,தலைவன்,naalagaq
515,Arzt::N,மருத்துவர்,katsorsaasoq
516,Lehrer::N,ஆசிரியர்,ilinniartitsisoq
517,Geld::N,பணம்,aningaasat
518,Geschäft::N,வாணிபம்,niuertarfik
519,Laden::N,கடை,niuertarfik
520,Preis::N,விலை,aki
521,Ware::N,சாமன்கள்,qaliata pii
522,Ware::N,சாமன்கள்,nioqqutissaq
523,Nutzen::N,இலாபம்,iluaqut
524,Reichtum::N,சொத்து,
525,Welt::N,உலகம்,nunarsuaq
526,Land::N,நாடு,nuna
527,Staat::N,நாடு,
528,König::N,அரசன்,kunngi
529,Macht::N,அதிகாரம்,pissaassuseq
530,Grenze::N,எல்லை,killik
531,Krieg::N,போர்,sorsunneq
532,Feind::N,எதிரி,akeraq
533,Feind::N,எதிரி,akerartorti
534,Feind::N,எதிரி,qinngarsuisoq
535,Gewalt::N,வன்முறை,
536,Kampf::N,போராட்டம்,sorsunneq
537,Bogen[Waffe]::N,வில்,
538,Pfeil::N,அம்பு,qalugiusaq
539,Gewehr::N,துப்பாக்கி,aallaat
540,Fehler::N,தவறு,kukkuneq
541,Fehler::N,தவறு,paarlaappaa
542,Lüge::N,பொய்,
543,Schaden::N,சேதாரம்,
544,Unglück::N,இடையூறு,perluut
545,Schuld::N,குற்றம்,akiitsugaq
546,Schuld::N,குற்றம்,akiligassaq
547,Alter::N,வயது,utoqqaq
548,Schluss::N,முடிவு,isu
549,Zeit::N,காலம்,ulloq
550,Zeit::N,காலம்,akuttoqatigiinneq
551,Tag::N,நாள்,ulloq
552,Morgen::N,காலை நேரம்,ullaaq
553,Mittag::N,மதியம்,ulloqeqqa
554,Abend::N,மாலைப் பொழுது,unnuk
555,Nacht::N,இரவு,unnuaq
556,Woche::N,வாரம்,sapaatip akunnera
557,Monat::N,மாதம்,qaammat
558,Jahr::N,வருடம்,ukioq
559,Frühling::N,வசந்தம்,upernaaq
560,Sommer::N,கோடை,aasaq
561,Herbst::N,இலையுதிர் காலம்,ukiaq
562,Winter::N,குளிர்காலம்,ukioq
563,Januar::N,ஜனவரி,siulleeq
564,Januar::N,ஜனவரி,qaammaliaq
565,Februar::N,பிபரவரி மாதம்,aarlaat
566,März::N,மார்ச் மாதம்,marsi
567,März::N,மார்ச் மாதம்,martsi
568,April::N,ஏப்ரல் மாதம்,
569,Mai::N,மே மாதம்,maaji
570,Juni::N,ஜூன் மாதம்,juuni
571,Juli::N,ஜூலை மாதம்,juuli
572,August::N,ஆகஸ்ட் மாதம்,aggusti
573,September::N,செப்டம்பர் மாதம்,septembari
574,Oktober::N,அக்டோபர் மாதம்,oktobari
575,November::N,நவம்பர் மாதம்,novembari
576,Dezember::N,டிசம்பர்,detsembari
577,Montag::N,திங்கட் கிழமை,ataasinngortoq
578,Dienstag::N,செவ்வாய்க்கிழமை,marlunngorneq
579,Mittwoch::N,புதன் கிழமை,pingasunngorneq
580,Donnerstag::N,வியாழக் கிழமை,sisamanngorneq
581,Freitag::N,வெள்ளிக்கிழமை,tallimanngorneq
582,Samstag::N,சனிக்கிழமை,arfininngorneq
583,Sonntag::N,ஞாயிறுக் கிழமை,sapaat
584,Sonntag::N,ஞாயிறுக் கிழமை,sapaati
585,groß::A,பெரிய,angivoq
586,klein::A,சிறிய,mikivoq
587,lang::A,நீண்ட,takisooq
588,kurz::A,குட்டையான,naatsoq
589,breit::A,அகலமான,silippoq
590,schmal::A,குறுகலான,amitsoq
591,dicht::A,அடர்த்தியான,torsusooq
592,dick[Gegenstand]::A,தடித்த,issuvoq
593,dick[Gegenstand]::A,தடித்த,issusooq
594,dünn::A,சன்னமான,amitsoq
595,fein::A,மெல்லிய,mamarpoq
596,fest::A,உறுதியாள,tangeqarpoq
597,flach::A,தட்டையான,nalimmappoq
598,glatt::A,வழுவழுப்பான,quasak
599,hart::A,கடினமான,mattusooq
600,hart::A,கடினமான,manngerpoq
601,hart::A,கடினமான,titeqquluppoq
602,weich::A,மென்மையான,nerumaarpoq
603,rund::A,உருண்டையான,ammallorippoq
604,spitz::A,திகந்தமாக,qummukujooq
605,scharf::A,கூரான,ipippoq
606,stumpf::A,உளம் திறந்த,anngerpoq
607,schwer::A,கனமான,oqimaappoq
608,schön::A,அழகான,kusanarpoq
609,heiß::A,சூடான,kiappoq
610,warm::A,இதமான,oqorpoq
611,kalt::A,குளிர்ச்சியான,issippoq
612,kühl::A,குளிர்ச்சியான,pueqqortippoq
613,frisch::A,சுத்தமான,
614,feucht::A,ஈரமான,isugutavoq
615,feucht::A,ஈரமான,qaasernarpoq
616,nass::A,ஈரமான,imerorpoq
617,trocken::A,உலர்ந்த,panerpoq
618,voll::A,நிரம்பிய,ulikkaarpoq
619,leer::A,காலியான,imaattuarpoq
620,offen::A,திறந்த,ammavoq
621,geschlossen::A,மூடப்பட்ட,matuvoq
622,sauber::A,சுத்தமான,eqqippoq
623,sauber::A,சுத்தமான,sukuluippoq
624,sauber::A,சுத்தமான,ipeqanngilaq
625,schmutzig::A,அழக்கான,tapappoq
626,schmutzig::A,அழக்கான,minguppoq
627,roh::A,கச்சா,aapavoq
628,reif::A,பழுத்த,qaarulerpoq
629,lecker::A,சுவைமிக்க,
630,süß::A,இனிப்பான,tungusunnippoq
631,bitter::A,கசப்பான,qasilippoq
632,sauer::A,புளிப்பாக,
633,hell::A,பளபளப்பான,qaamavoq
634,dunkel::A,கருமையான,qernerpoq
635,schwarz::A,கருப்பு வண்ண,qernerpoq
636,weiß::A,வெண்மையன,qaqorpoq
637,rot::A,சிவப்பு,aappaluppoq
638,gelb::A,மஞ்சள் வண்ணம்,sungaarpoq
639,blau::A,நீல வண்ண,tungujorpoq
640,grün::A,பச்சை வண்ண,qorsooqqippoq
641,grau::A,சாம்பல் நிற,qaserpoq
642,bunt::A,வண்ண மயமான,
643,billig::A,மலிவான,akikippoq
644,teuer::A,விலை அதிகமான,
645,wertvoll::A,மதிப்புள்ள,erlinnarpoq
