,Concept_ID,pl,ja
836,schmelzen::V,topnieć,溶ける
837,trocknen::V,schnąć,乾く
838,sieden::V,wrzeć,沸く
839,sieden::V,kipieć,沸く
840,faulen::V,gnić,腐る
841,verfaulen::V,zgnić,朽ちる
842,reißen::V,urywać się,切れる
843,versinken::V,tonąć,沈む
844,vergehen::V,przechodzić,経つ
845,erscheinen::V,zjawiać się,現れる
846,verschwinden::V,zniknąć,消える
847,sinken::V,spadać,下がる
848,abnehmen::V,spadać,減る
849,zunehmen::V,wzrosnąć,増える
850,steigen::V,wzrastać,上がる
851,wachsen::V,rosnąć,伸びる
852,glänzen::V,błyszczeć,輝く
853,funkeln::V,zabłyszczeć,ぴかぴか光る
854,lärmen::V,hałasować,騒ぐ
855,läuten::V,dzwonić,鳴る
856,klingeln::V,dzwonić,鳴る
857,klirren::V,brzęczeć,がらんがらんと鳴る
858,brausen::V,huczeć,逆巻く
859,rauschen::V,szumieć,戦ぐ
860,rauschen::V,szeleścić,戦ぐ
861,klingen::V,brzmieć,鳴る
862,klingen::V,dźwięczeć,鳴る
863,bellen::V,szczekać,吠える
864,heulen::V,wyć,きゃんきゃん鳴く
865,blasen::V,dmuchnąć,吹く
866,pfeifen::V,gwizdać,口笛を吹く
867,schreien::V,krzyczeć,叫ぶ
868,stöhnen::V,stękać,うめく
869,zittern::V,drżeć,震える
870,leben::V,żyć,生きている
871,geboren werden::V,urodzić się,生まれる
872,atmen::V,oddychać,呼吸する
873,trinken::V,pić,飲む
874,essen::V,jeść,食べる
875,schlucken::V,połknąć,飲み込む
876,müde werden::V,zmęczyć się,眠くなる
877,einschlafen::V,zasnąć,寝付く
878,schlafen::V,spać,眠る
879,aufwachen::V,obudzić się,目が覚める
880,aufstehen::V,wstać,起きる
881,sich erholen::V,wypoczywać,休養する
882,krank werden::V,zachorować,病気になる
883,krank sein::V,chorować,病気である
884,schmerzen::V,boleć,痛む
885,husten::V,kaszlać,咳をする
886,genesen::V,wyzdrowieć,元気になる
887,sterben::V,umrzeć,死ぬ
888,sterben::V,umrzeć,亡くなる
889,umkommen::V,zginąć,死亡する
890,sich bewegen::V,poruszać się,移動する
891,sich rühren::V,ruszyć się,動く
892,sich erheben::V,podnieść się,立ち上がる
893,sich setzen::V,usiąść,座る
894,hinfallen::V,upaść,転ぶ
895,laufen::V,chodzić,歩く
896,schreiten::V,kroczyć,跨ぐ
897,spazierengehen::V,iść na spacer,散歩する
898,eilen::V,pospieszać,急ぐ
899,sich beeilen::V,pospieszyć się,焦る
900,sausen::V,pędzić,疾駆する
901,rennen::V,biec,走る
902,rennen::V,biegać,走る
903,springen::V,skakać,跳ぶ
904,klettern::V,wspinać się,よじ登る
905,schaukeln::V,huśtać,ぶらんこに乗る
906,schaukeln::V,kołysać,ぶらんこに乗る
907,kriechen::V,pełzać,這う
908,kriechen::V,czołgać się,這う
909,schwimmen::V,pływać,泳ぐ
910,tauchen::V,zanurzać się,潜る
911,rudern::V,wiosłować,漕ぐ
912,fahren::V,jechać,行く
913,fahren::V,jechać,乗車する
914,fliegen::V,latać,飛ぶ
915,fliegen::V,lecieć,飛ぶ
916,gehen::V,iść,行く
917,weggehen::V,odejść,立ち去る
918,abfahren::V,odjechać,出発する
919,anhalten::V,zatrzymać się,止まる
920,hineingehen::V,wchodzić,入る
921,eintreten::V,wejść,中に入る
922,eintreten::V,nastąpić,中に入る
923,kommen::V,przyjść,来る
924,ankommen::V,przybyć,着く
925,ankommen::V,przybyć,到着する
926,zurückkommen::V,wrócić,帰る
927,bleiben::V,zostać,留まる
928,warten::V,czekać,待つ
929,erwarten::V,oczekiwać,期待する
930,suchen::V,szukać,探る
931,finden::V,znaleźć,見つける
932,versuchen::V,próbować,試す
933,vorbereiten::V,przygotować,準備する
934,lieben::V,kochać,愛する
935,mögen::V,lubić,好きである
936,lachen::V,śmiać się,笑う
937,rühren::V,wzruszyć,感情を動かす
938,weinen::V,płakać,泣く
939,schimpfen::V,kląć,叱る
940,sich ärgern::V,gniewać się,怒る
941,sich ärgern::V,gniewać się,腹を立てる
942,sich fürchten::V,bać się,怖がる
943,fürchten::V,bać się,恐れる
944,fliehen::V,uciekać,逃げる
945,flüchten::V,uciec,逃亡する
946,sehen::V,widzieć,見る
947,sehen::V,zobaczyć,見る
948,anschauen::V,oglądać,眺める
949,ansehen::V,popatrzeć na,見る
950,hören::V,słyszeć,聞く
951,zuhören::V,słuchać,聴く
952,probieren::V,kosztować,食べてみる
953,riechen::V,wąchać,気取る
954,fühlen::V,czuć,感じる
955,fühlen::V,odczuwać,感じる
956,scheinen::V,wydawać się,ように見える
957,zu sehen sein::V,widnieć,見える
958,vernehmen::V,usłyszeć,承る
959,frieren::V,marznąć,寒気がする
960,tun::V,czynić,する
961,können::V,móc,出来る
962,können::V,umieć,出来る
963,wollen::V,chcieć,-たい
964,anfangen::V,zacząć,始める
965,beenden::V,zakończyć,終える
966,aufhören::V,przestać,止める
967,gelingen::V,udać się,成功する
968,geraten::V,udać się,当たる
969,öffnen::V,otworzyć,開く
970,öffnen::V,otworzyć,開ける
971,schließen::V,zamknąć,閉める
972,stellen::V,postawić,置く
973,stellen::V,postawić,据える
974,setzen::V,posadzić,座らせる
975,legen::V,kłaść,置く
976,berühren::V,dotykać,触る
977,berühren::V,dotykać,触れる
978,verbinden::V,łączyć,結びつける
979,bedecken::V,przykryć,覆う
980,aufhängen::V,powiesić,掛ける
981,anzünden::V,zapalić,燃やす
982,anzünden::V,zapalić,火をつける
983,aufheben::V,podnieść,拾う
984,zurücklassen::V,zostawić,残す
985,verlieren::V,zgubić,無くす
986,fallen lassen::V,upuścić,落とす
987,machen::V,zrobić,作る
988,herstellen::V,wytworzyć,製造する
989,bauen::V,budować,建設する
990,reparieren::V,naprawiać,直す
991,reparieren::V,naprawiać,修理する
992,verbessern::V,ulepszyć,改良する
993,ändern::V,zmienić,変える
994,graben::V,kopać,掘る
995,beugen::V,zagiąć,折る
996,biegen::V,zgiąć,曲げる
997,drehen::V,obracać,回す
998,wenden::V,obrocić,裏返す
999,umdrehen::V,obrocić,裏返す
1000,heben::V,podnosić,挙げる
1001,hochheben::V,podnieść,持ち上げる
1002,ergreifen::V,chwycić,取り上げる
1003,halten::V,trzymać,持つ
1004,drücken::V,naciskać,押す
1005,schieben::V,pchać,ずらす
1006,schieben::V,posuwać,ずらす
1007,kratzen::V,drapać,引っ掻く
1008,lecken::V,lizać,なめる
1009,beißen::V,kąsać,噛む
1010,abreißen::V,oderwać,剝ぎ取る
1011,abschneiden::V,odciąć,切り取る
1012,binden::V,wiązać,縛る
1013,stecken::V,wetknąć,差し込む
1014,brechen::V,złamać,破る
1015,klopfen::V,pukać,とんとん叩く
1016,klopfen::V,stukać,とんとん叩く
1017,hauen::V,bić,叩く
1018,kleben::V,kleić,貼る
1019,kleben::V,kleić,くっ付ける
1020,reiben::V,trzeć,擦る
1021,streichen::V,smarować,塗る
1022,schleifen::V,ostrzyć,研ぐ
1023,schneiden::V,ciąć,切る
1024,schneiden::V,krajać,切る
1025,rütteln::V,trząść,揺さぶる
1026,schütteln::V,trząść,振る
1027,schütteln::V,trząść,揺さぶる
1028,schwenken::V,machać,振る
1029,schütten::V,nasypać,注ぐ
1030,füllen::V,napełnić,いっぱいにする
1031,einwickeln::V,zawinąć,包む
1032,tragen::V,nieść,運ぶ
1033,schleppen::V,wlec,引きずる
1034,ziehen::V,ciągnąć,引く
1035,aufbewahren::V,przechowywać,預かる
1036,werfen::V,rzucać,投げる
1037,fangen::V,łowić,受ける
1038,packen::V,chwycić,掴む
1039,verstecken::V,ukryć,隠す
1040,verstecken::V,schować,隠す
1041,teilen::V,podzielić,分ける
1042,schicken::V,posyłać,送る
1043,bringen::V,przynieść,持って行く
1044,hinzufügen::V,dodać,加える
1045,bekommen::V,dostać,得る
1046,erhalten::V,otrzymać,受ける
1047,nehmen::V,wziąć,取る
1048,wählen::V,wybrać,選ぶ
1049,auswählen::V,wybrać,選ぶ
1050,bewahren::V,zachować,保存する
1051,behindern::V,utrudnić,妨害する
1052,behindern::V,przeszkadzać,妨害する
1053,verderben::V,zepsuć,台無しにする
1054,beschädigen::V,uszkodzić,損傷する
1055,zerbrechen::V,złamać,割る
1056,zerreißen::V,drzeć,引き裂く
1057,zerreißen::V,rozdzierać,引き裂く
1058,zerstören::V,zniszczyć,破壊する
1059,verbrennen::V,spalić,焼く
1060,geben::V,dać,上げる
1061,reichen::V,podać,渡す
1062,schenken::V,darować,贈る
1063,versprechen::V,obiecać,約束する
1064,wünschen::V,życzyć,望む
1065,loben::V,chwalić,褒める
1066,küssen::V,całować,キスする
1067,wiegen::V,kołysać,揺する
1068,zudecken::V,przykryć,覆う
1069,wecken::V,zbudzić,起こす
1070,zeigen::V,pokazać,見せる
1071,führen::V,wieść,案内する
1072,führen::V,prowadzić,案内する
1073,lehren::V,uczyć,教える
1074,unterrichten::V,nauczać,通知する
1075,aufziehen::V,wychować,育てる
1076,leiten::V,kierować,導く
1077,antreiben::V,popędzić,励ます
1078,lassen::V,zostawić,～させる
1079,einladen::V,zaprosić,誘う
1080,einladen::V,zaprosić,招待する
1081,vereinigen::V,zjednoczyć,一つにする
1082,besuchen::V,odwiedzić,訪ねる
1083,treffen::V,trafić,出会う
1084,treffen::V,spotkać,出会う
1085,sich versammeln::V,zebrać się,集まる
1086,sich versammeln::V,zgromadzić się,集まる
1087,spielen::V,grać,遊ぶ
1088,spielen::V,bawić się,遊ぶ
1089,singen::V,śpiewać,歌う
1090,tanzen::V,pląsać,踊る
1091,tanzen::V,tańczyć,踊る
1092,sich trennen::V,rozstać się,別れる
1093,verlassen::V,opuścić,別れる
1094,retten::V,ocalić,救う
1095,retten::V,ocalić,助ける
1096,retten::V,uratować,救う
1097,retten::V,uratować,助ける
1098,bewachen::V,pilnować,見張る
1099,bewachen::V,pilnować,軽微する
1100,schützen::V,ochronić,保護する
1101,verteidigen::V,bronić,守る
1102,sich schlagen::V,pobić się,殴る
1103,schießen::V,strzelać,撃つ
1104,siegen::V,zwycziężyć,勝つ
1105,ärgern::V,gniewać,怒らせる
1106,schlagen::V,bić,殴る
1107,schlagen::V,uderzyć,殴る
1108,treten::V,kopnąć,蹴る
1109,stechen::V,ukłuć,突く
1110,stoßen::V,popchnąć,突く
1111,stehlen::V,ukraść,盗る
1112,stören::V,zakłócić,構う
1113,stören::V,przeszkodzić,構う
1114,belästigen::V,dokuczać,邪魔する
1115,verbergen::V,ukryć,隠す
1116,täuschen::V,łudzić,だます
1117,betrügen::V,oszukać,だます
1118,töten::V,zabić,殺す
1119,wohnen::V,mieszkać,住む
1120,arbeiten::V,pracować,働く
1121,sammeln::V,zebrać,集める
1122,sammeln::V,zebrać,収集する
1123,pflücken::V,zerwać,摘む
1124,jagen::V,polować,狩りをする
1125,fischen::V,łowić ryby,釣る
1126,fassen::V,złapać,捕る
1127,hüten::V,paść,放牧する
1128,treiben::V,pędzić,追う
1129,anbinden::V,przywiązać,繋ぐ
1130,füttern::V,karmić,餌をやる
1131,melken::V,doić,搾乳する
1132,hacken::V,rąbać,刻む
1133,gießen::V,lać,水をやる
1134,gießen::V,podlać,水をやる
1135,reifen::V,dojrzeć,熟す
1136,zubereiten::V,przyrządzić,調理する
1137,kochen::V,gotować,煮る
1138,backen::V,piec,焼く
1139,braten::V,piec,焼く
1140,braten::V,piec,炒める
1141,braten::V,smażyć,焼く
1142,braten::V,smażyć,炒める
1143,umrühren::V,przemieszać,混ぜる
1144,stricken::V,dziać,編む
1145,nähen::V,szyć,縫う
1146,färben::V,pofarbować,染める
1147,reinigen::V,oczyścić,掃除する
1148,waschen::V,prać,洗う
1149,waschen::V,prać,洗濯する
1150,abwischen::V,obetrzeć,拭く
1151,spülen::V,płukać,洗う
1152,spülen::V,płukać,すすぐ
1153,fegen::V,zamiatać,掃除する
1154,kehren::V,zamieść,掃く
1155,baden::V,kąpać się,入浴する
1156,sich waschen::V,myć się,洗う
1157,ausziehen::V,zdjąć,脱ぐ
1158,anziehen::V,włożyć,着る
1159,sich anziehen::V,ubrać się,着る
1160,kämmen::V,uczesać,梳く
1161,schmücken::V,ozdabiać,飾る
1162,sagen::V,powiedzieć,言う
1163,sprechen::V,mówić,話す
1164,reden::V,mówić,話す
1165,sich unterhalten::V,rozmawiać,話をする
1166,fragen::V,zapytać,聞く
1167,bitten::V,prosić,頼む
1168,bitten::V,prosić,お願いする
1169,erzählen::V,opowiedzieć,物語る
1170,mitteilen::V,zawiadomić o,伝える
1171,nennen::V,nazwać,名づける
1172,rufen::V,wołać,呼ぶ
1173,prahlen::V,chełpić się,自慢する
1174,übersetzen::V,tłumaczyć,訳す
1175,denken::V,myśleć,考える
1176,glauben::V,sądzić,信じる
1177,glauben::V,wierzyć,信じる
1178,bemerken::V,zauważyć,気が付く
1179,erkennen::V,poznać,認識する
1180,begreifen::V,zrozumieć,分かる
1181,verstehen::V,rozumieć,聞き取る
1182,verstehen::V,dosłyszeć,聞き取る
1183,lernen::V,uczyć się,学ぶ
1184,lernen::V,uczyć się,勉強する
1185,wissen::V,wiedzieć,知っている
1186,sich erinnern an::V,przypomnieć sobie,思い出す
1187,vergessen::V,zapomnieć,忘れる
1188,messen::V,mierzyć,計る
1189,messen::V,mierzyć,測定する
1190,zählen::V,liczyć,数える
1191,rechnen::V,rachować,計算する
1192,lesen::V,czytać,読む
1193,malen::V,malować,描く
1194,zeichnen::V,rysować,写生する
1195,schreiben::V,pisać,書く
1196,besitzen::V,posiadać,所持する
1197,kaufen::V,kupić,買う
1198,verkaufen::V,sprzedać,売る
1199,bezahlen::V,zapłacić,払う
1200,zahlen::V,płacić,支払う
1201,beherrschen::V,opanować,支配する
1202,ertragen::V,znieść,耐える
