,Concept_ID,el,ca
336,Strich::N,γραμμή,ratlla
337,Abstand::N,απόσταση,distància
338,Entfernung::N,απόσταση,distància
339,Gegend::N,περιοχή,regió
340,Gegend::N,περιοχή,contrada
341,Gegend::N,τοποθεσία,regió
342,Gegend::N,τοποθεσία,contrada
343,Platz::N,χώρος,cabuda
344,Ort::N,τόπος,lloc
345,Seite::N,πλευρά,banda
346,Seite::N,πλευρά,costāt
347,Mitte::N,μέση,mig
348,Mitte::N,μέση,centre
349,Gegenstand::N,αντικείμενο,objecte
350,Sache::N,πράγμα,cosa
351,Rand::N,άκρη,vora
352,Rand::N,άκρη,marge
353,Rand::N,χείλος,vora
354,Rand::N,χείλος,marge
355,Kante::N,άκρη,caire
356,Kante::N,άκρη,cantell
357,Ecke::N,γωνιά,cantonada
358,Spitze::N,μύτη,punta
359,Ende::N,άκρη,cap
360,Loch::N,τρύπα,forāt
361,Winkel::N,γωνία,racó
362,Muster::N,σχέδιο,dibuix
363,Muster::N,σχέδιο,disseny
364,Größe::N,μέγεθος,grandària
365,Länge::N,μήκος,longitud
366,Höhe::N,ύψος,altura
367,Höhe::N,ύψος,altitud
368,Gewicht::N,βάρος,pes
369,Menge::N,ποσότητα,quantitat
370,Haufen::N,σωρός,pila
371,Reihe::N,αράδα,fila
372,Boot::N,βάρκα,bot
373,Boot::N,βάρκα,barca
374,Ruder::N,κουπί,rem
375,Schlitten::N,έλκηθρο,trineu
376,Ski::N,σκι,esquí
377,Lagerfeuer::N,φωτιά,foc de campament
378,Last::N,φορτίο,càrrega
379,Gang::N,δρόμος,marxa
380,Schritt::N,βήμα,pas
381,Norden::N,βορράς,nord
382,Süden::N,νότος,sud
383,Westen::N,δύση,oest
384,Westen::N,δύση,occident
385,Osten::N,ανατολή,est
386,Osten::N,ανατολή,orient
387,Holz::N,ξύλο,fusta
388,Brett::N,σανίδι,taula
389,Platte::N,πλάκα,placa
390,Stütze::N,στήριγμα,suport
391,Stange::N,ραβδί,vara
392,Stange::N,κοντός,vara
393,Stock::N,ξύλο,pal
394,Stock::N,μπαστούνι,pal
395,Stab::N,ραβδί,bastó
396,Rohr::N,σωλήνας,tub
397,Haus::N,σπίτι,casa
398,Heim::N,σπίτι,llar
399,Ofen::N,σόμπα,estufa
400,Ofen::N,θερμάστρα,estufa
401,Fußboden::N,πάτωμα,terra
402,Tisch::N,τραπέζι,taula
403,Stuhl::N,καρέκλα,cadira
404,Wiege::N,κούνια,bressol
405,Bett::N,κρεβάτι,llit
406,Regal::N,ράφι,prestatgeria
407,Kiste::N,κιβώτιο,caixa
408,Fenster::N,παράθυρο,finestra
409,Tür::N,πόρτα,porta
410,Tor::N,πύλη,portal
411,Zaun::N,φράχτης,tanca
412,Dach::N,στέγη,teulada
413,Leiter::N,σκάλα,escala
414,Leiter::N,σκάλα,escala de mà
415,Leiter::N,κλίμακα,escala
416,Leiter::N,κλίμακα,escala de mà
417,Besen::N,σκούπα,escombra
418,Spaten::N,φτυάρι,pala
419,Schaufel::N,φτυάρι,pala
420,Gabel::N,πιρούνι,forquilla
421,Löffel::N,κουτάλι,cullera
422,Messer::N,μαχαίρι,coltell
423,Nagel::N,καρφί,clau
424,Netz::N,δίχτυ,filat
425,Haken::N,γάντζος,ganxo
426,Haken::N,αγκίστρι,ganxo
427,Griff::N,λαβή,puny
428,Griff::N,λαβή,mànec
429,Schloss::N,κλειδαριά,pany
430,Bild::N,εικόνα,imatge
431,Figur::N,ανάστημα,figura
432,Puppe::N,κούκλα,nina
433,Beutel::N,πουγγί,bossa
434,Bündel::N,δεμάτι,feix
435,Bündel::N,δεμάτι,paquet
436,Tasche::N,τσάντα,bossa
437,Eimer::N,κουβάς,galleda
438,Deckel::N,καπάκι,tapa
439,Deckel::N,καπάκι,tapadora
440,Geschirr::N,σκεύη,vaixella
441,Sack::N,σάκος,sac
442,Sack::N,σάκος,saca
443,Tasse::N,φλιτζάνι,tassa
444,Topf::N,χύτρα,pot
445,Topf::N,χύτρα,olla
446,Kessel::N,καζάνι,caldera
447,Essen::N,φαγητό,àpat
448,Essen::N,φαγητό,menjada
449,Nahrung::N,τροφή,aliment
450,Speise::N,φαγητό,plat
451,Fleisch::N,κρέας,carn
452,Getreide::N,σιτάρι,cereals
453,Brei::N,χυλός,puré
454,Brot::N,ψωμί,pa
455,Brot::N,άρτος,pa
456,Scheibe::N,φέτα,tall
457,Scheibe::N,φέτα,llesca
458,Fett::N,πάχος,greix
459,Butter::N,βούτυρο,mantega
460,Öl::N,λάδι,oli
461,Salz::N,αλάτι,sal
462,Suppe::N,σούπα,sopa
463,Honig::N,μέλι,mel
464,Milch::N,γάλα,llet
465,Tee::N,τσάι,te
466,Leder::N,πετσί,cuir
467,Wolle::N,μαλλί,llana
468,Stoff::N,ύφασμα,tela
469,Nadel::N,βελόνα,agulla
470,Faden::N,κλωστή,fil
471,Knopf::N,κουμπί,botó
472,Knoten::N,κόμπος,nus
473,Farbe::N,μπογιά,pintura
474,Kleidung::N,ρούχα,roba
475,Kleidung::N,ρούχα,vestits
476,Kleidung::N,ενδυμασία,roba
477,Kleidung::N,ενδυμασία,vestits
478,Hemd::N,πουκάμισο,camisa
479,Kragen::N,κολάρο,coll
480,Ärmel::N,μανίκι,màniga
481,Hose::N,πανταλόνι,pantalōns
482,Gürtel::N,ζώνη,cinturó
483,Mütze::N,σκούφος,gorra
484,Schuh::N,παπούτσι,sabata
485,Stiefel::N,μπότα,bota
486,Ring::N,δαχτυλίδι,anell
487,Band::N,κορδέλα,veta
488,Band::N,κορδέλα,cinta
489,Kamm::N,χτένα,pinta
490,Spiegel::N,καθρέφτης,mirāll
491,Riemen::N,λουρί,corretja
492,Schnur::N,κορδόνι,corda
493,Leine::N,σχοινί,corretja
494,Decke::N,κουβέρτα,manta
495,Decke::N,κουβέρτα,flassada
496,Kissen::N,μαξιλάρι,coixí
497,Tuch::N,πανί,mocador
498,Tuch::N,μαντήλι,mocador
499,Handtuch::N,πετσέτα,tovallola
500,Kraft::N,δύναμη,força
501,Stärke::N,ισχύς,vigor
502,Stärke::N,δύναμη,vigor
503,Gesundheit::N,υγεία,salut
504,Krankheit::N,αρρώστια,malaltia
505,Schmerz::N,πόνος,dolor
506,Wunde::N,πληγή,ferida
507,Fieber::N,πυρετός,febre
508,Arznei::N,φάρμακο,medicament
509,Brücke::N,γέφυρα,pont
510,Brunnen::N,πηγάδι,pou
511,Weide::N,βοσκή,pastura
512,Pfad::N,μονοπάτι,senda
513,Pfad::N,μονοπάτι,sender
514,Weg::N,δρόμος,camí
515,Straße::N,οδός,carretera
516,Straße::N,δρόμος,carretera
517,Dorf::N,χωριό,poble
518,Stadt::N,πόλη,ciutāt
519,Brief::N,γράμμα,carta
520,Brief::N,επιστολή,carta
521,Buch::N,βιβλίο,llibre
522,Buchstabe::N,γράμμα,lletra
523,Zeitung::N,εφημερίδα,diāri
524,Leben::N,ζωή,vida
525,Leben::N,βίος,vida
526,Tod::N,θάνατος,mort
527,Grab::N,τάφος,tomba
528,Kirche::N,εκκλησία,església
529,Sünde::N,αμαρτία,pecat
530,Gott::N,θεός,déu
531,Arbeiter::N,εργάτης,obrer
532,Chef::N,προϊστάμενος,cap
533,Meister::N,μάστορας,mestre
534,Meister::N,αρχιτεχνίτης,mestre
535,Arzt::N,γιατρός,metge
536,Lehrer::N,δάσκαλος,mestre
537,Geld::N,λεφτά,dinērs
538,Geld::N,χρήματα,dinērs
539,Geschäft::N,συναλλαγή,negoci
540,Laden::N,μαγαζί,tenda
541,Laden::N,μαγαζί,botiga
542,Laden::N,κατάστημα,tenda
543,Laden::N,κατάστημα,botiga
544,Preis::N,τιμή,preu
545,Ware::N,εμπόρευμα,mercaderia
546,Nutzen::N,όφελος,profit
547,Reichtum::N,πλούτος,riquesa
548,Welt::N,κόσμος,món
549,Land::N,χώρα,país
550,Staat::N,κράτος,estat
551,Staat::N,πολιτεία,estat
552,König::N,βασιλιάς,rei
553,Macht::N,εξουσία,poder
554,Macht::N,εξουσία,potència
555,Grenze::N,σύνορα,frontera
556,Krieg::N,πόλεμος,guerra
557,Feind::N,εχθρός,enemic
558,Gewalt::N,βία,violència
559,Kampf::N,αγώνας,lluita
560,Bogen[Waffe]::N,τόξο,arc
561,Pfeil::N,σαΐτα,fletxa
562,Gewehr::N,τουφέκι,fusell
563,Gewehr::N,τουφέκι,escopeta
564,Fehler::N,λάθος,falta
565,Fehler::N,σφάλμα,falta
566,Lüge::N,ψέμα,mentida
567,Lüge::N,ψεύδος,mentida
568,Schaden::N,ζημία,dany
569,Unglück::N,δυστυχία,desgràcia
570,Schuld::N,ενοχή,culpa
571,Schuld::N,φταίξιμο,culpa
572,Alter::N,ηλικία,edat
573,Schluss::N,τέλος,fi
574,Schluss::N,τέλος,final
575,Zeit::N,χρόνος,temps
576,Tag::N,μέρα,dia
577,Tag::N,ημέρα,dia
578,Morgen::N,πρωί,matí
579,Mittag::N,μεσημέρι,migdia
580,Abend::N,βράδυ,vespre
581,Nacht::N,νύχτα,nit
582,Woche::N,εβδομάδα,setmana
583,Monat::N,μήνας,mes
584,Jahr::N,έτος,any
585,Jahr::N,χρόνος,any
586,Frühling::N,άνοιξη,primavera
587,Sommer::N,καλοκαίρι,estīu
588,Herbst::N,φθινόπωρο,tardor
589,Winter::N,χειμώνας,hivērn
590,Januar::N,Ιανουάριος,gener
591,Februar::N,Φεβρουάριος,febrer
592,März::N,Μάρτιος,març
593,April::N,Απρίλιος,abril
594,Mai::N,Μάιος,maig
595,Juni::N,Ιούνιος,juny
596,Juli::N,Ιούλιος,juliol
597,August::N,Αύγουστος,agost
598,September::N,Σεπτέμβριος,setembre
599,Oktober::N,Οκτώβριος,octubre
600,November::N,Νοέμβριος,novembre
601,Dezember::N,Δεκέμβριος,desembre
602,Montag::N,Δευτέρα,dilluns
603,Dienstag::N,Τρίτη,dimarts
604,Mittwoch::N,Τετάρτη,dimecres
605,Donnerstag::N,Πέμπτη,dijous
606,Freitag::N,Παρασκευή,divendres
607,Samstag::N,Σάββατο,dissabte
608,Sonntag::N,Κυριακή,diumenge
609,groß::A,μεγάλος,gros
610,klein::A,μικρός,petīt
611,lang::A,μακρύς,llarg
612,kurz::A,κοντός,curt
613,breit::A,φαρδύς,ample
614,schmal::A,στενός,estret
615,dicht::A,πυκνός,dens
616,dick[Gegenstand]::A,παχύς,gruixūt
617,dick[Gegenstand]::A,χοντρός,gruixūt
618,dünn::A,ψιλός,prim
619,dünn::A,λεπτός,prim
620,fein::A,ψιλός,fi
621,fest::A,στερεός,ferm
622,fest::A,στερεός,sòlid
623,flach::A,επίπεδος,pla
624,glatt::A,λείος,llis
625,glatt::A,ομαλός,llis
626,hart::A,σκληρός,dur
627,weich::A,μαλακός,tou
628,rund::A,στρογγυλός,rodó
629,spitz::A,μυτερός,punxegut
630,scharf::A,κοφτερός,agut
631,stumpf::A,αμβλύς,rom
632,stumpf::A,αμβλύς,esmussat
633,schwer::A,βαρύς,pesāt
634,schön::A,ωραίος,bonīc
635,schön::A,όμορφος,bonīc
636,heiß::A,ζεστός,calēnt
637,warm::A,θερμός,càlid
638,kalt::A,κρύος,fred
639,kalt::A,ψυχρός,fred
640,kühl::A,δροσερός,fresc
641,frisch::A,νωπός,fresc
642,frisch::A,φρέσκος,fresc
643,feucht::A,υγρός,humit
644,nass::A,βρεγμένος,mullat
645,trocken::A,ξηρός,sec
646,trocken::A,στεγνός,sec
647,voll::A,γεμάτος,ple
648,leer::A,άδειος,buit
649,offen::A,ανοιχτός,obert
650,geschlossen::A,κλειστός,tancat
651,sauber::A,καθαρός,net
652,schmutzig::A,βρώμικος,brut
653,schmutzig::A,λερωμένος,brut
654,roh::A,ωμός,cru
655,reif::A,ώριμος,madur
656,lecker::A,νόστιμος,deliciós
657,süß::A,γλυκός,dolç
658,bitter::A,πικρός,amarg
659,sauer::A,ξινός,agre
660,hell::A,φωτεινός,clar
661,dunkel::A,σκοτεινός,fosc
662,schwarz::A,μαύρος,negre
663,schwarz::A,μελανός,negre
664,weiß::A,άσπρος,blanc
665,rot::A,κόκκινος,vermēll
666,gelb::A,κίτρινος,groc
667,blau::A,μπλε,blau
668,blau::A,γαλανός,blau
669,grün::A,πράσινος,verd
670,grau::A,γκρίζος,gris
671,bunt::A,ποικιλόχρωπος,multicolor
672,billig::A,φτηνός,barat
673,teuer::A,ακριβός,car
674,wertvoll::A,πολύτιμος,preciós
675,blind::A,τυφλός,cec
676,taub::A,κουφός,sord
677,kräftig::A,δυνατός,fort
678,kräftig::A,δυνατός,vigorós
679,stark::A,γερός,fort
680,schwach::A,αδύνατος,feble
681,fett::A,παχύς,gras
682,schlank::A,λεπτός,esvelt
683,schlank::A,λυγερός,esvelt
684,hübsch::A,όμορφος,maco
685,hübsch::A,χαριτωμένος,maco
686,böse::A,κακός,dolent
687,dumm::A,κουτός,ximple
688,dumm::A,κουτός,estúpid
689,dumm::A,ανόητος,ximple
690,dumm::A,ανόητος,estúpid
691,faul::A,τεμπέλης,gandūl
692,faul::A,τεμπέλης,mandrós
693,fleißig::A,εργατικός,diligēnt
694,geizig::A,τσιγγούνης,avar
695,klug::A,έξυπνος,intel·ligent
696,geschickt::A,επιδέξιος,hàbil
697,lieb::A,φίλος,amat
698,lieb::A,φίλος,estimat
699,lieb::A,αγαπητός,amat
700,lieb::A,αγαπητός,estimat
701,lustig::A,εύθυμος,alegre
702,lustig::A,χαρούμενος,alegre
703,sanft::A,ήπιος,suau
704,hungrig::A,πεινασμένος,afamat
705,krank::A,άρρωστος,malālt
706,nackt::A,γυμνός,nu
707,traurig::A,λυπημένος,trist
708,lebendig::A,ζωντανός,viu
709,gut::A,καλός,bo
710,schlecht::A,κακός,dolēnt
711,richtig::A,σωστός,just
712,richtig::A,σωστός,correcte
713,schlimm::A,άσχημος,greu
714,wahr::A,αληθής,vertader
715,wahr::A,αληθής,veritable
716,wahr::A,αληθινός,vertader
717,wahr::A,αληθινός,veritable
718,alt::A,παλιός,vell
719,neu::A,νέος,nou
720,neu::A,καινούργιος,nou
721,ehemalig::A,παλιός,antic
722,alt[Lebewesen]::A,γέρος,vell
723,jung::A,νέος,jove
724,arm::A,φτωχός,pobre
725,reich::A,πλούσιος,ric
726,bekannt::A,γνωστός,conegut
727,berühmt::A,περίφημος,famós
728,berühmt::A,ξακουσμένος,famós
729,fremd::A,ξένος,estrany
730,verschieden::A,διαφορετικός,diferent
731,nah::A,κοντινός,pròxim
732,fern::A,μακριά,llunyà
733,fern::A,μακριά,distant
734,linker::A,αριστερός,esquerre
735,rechter::A,δεξιός,dret
736,anderer::A,άλλος,altre
737,erster::A,πρώτος,primer
738,zweiter::A,δεύτερος,segon
739,dritter::A,τρίτος,tercer
740,letzter::A,τελευταίος,últim
741,allein::ADV,μόνος,sol
742,auf einmal::ADV,εφάπαξ,d'una vegada
743,zusammen::ADV,μαζί,junt
744,lange::ADV,πολύν καιρό,molt de temps
745,plötzlich::ADV,έξαφνα,de cop
746,plötzlich::ADV,έξαφνα,de sobte
747,sofort::ADV,αμέσως,de seguida
748,später::ADV,αργότερα,més tard
749,jetzt::ADV,τώρα,ara
750,heute::ADV,σήμερα,avūi
751,morgen::ADV,αύριο,demà
752,bald::ADV,σε λίγο,aviāt
753,bald::ADV,εντός ολίγου,aviāt
754,dann::ADV,ύστερα,després
755,gestern::ADV,χτες,ahir
756,einst::ADV,ποτέ,anteriorment
757,einst::ADV,άλλοτε,anteriorment
758,damals::ADV,τότε,llavōrs
