,Concept_ID,la,en
501,Sommer::N,aestas,summer
502,Herbst::N,autumnus,autumn
503,Winter::N,hiems,winter
504,Januar::N,Ianuarius,January
505,Februar::N,Februarius,February
506,März::N,Martius,March
507,April::N,Aprilis,April
508,Mai::N,Maius,May
509,Juni::N,Iunius,June
510,Juli::N,Iulius,July
511,August::N,Augustus,August
512,September::N,September,September
513,Oktober::N,Octobris,October
514,November::N,Novembris,November
515,Dezember::N,December,December
516,Montag::N,dies lunae,Monday
517,Dienstag::N,dies Martis ,Tuesday
518,Mittwoch::N,dies Mercurii,Wednesday
519,Donnerstag::N,dies Iovis,Thursday
520,Freitag::N,dies Veneris,Friday
521,Samstag::N,dies Saturni,Saturday
522,Sonntag::N,dominicus,Sunday
523,Sonntag::N,dies solis,Sunday
524,groß::A,magnus,big
525,klein::A,parvus,little
526,lang::A,longus,long
527,kurz::A,brevis,short
528,breit::A,latus,wide
529,schmal::A,angustus,narrow
530,dicht::A,densus,dense
531,dick[Gegenstand]::A,crassus,thick
532,dünn::A,tenuis,thin
533,fein::A,subtilis,delicate
534,fest::A,solidus,firm
535,fest::A,stabilis,firm
536,flach::A,planus,flat
537,glatt::A,levis,smooth
538,hart::A,durus,hard
539,weich::A,mollis,soft
540,rund::A,rotundus,round
541,spitz::A,acutus,pointed
542,scharf::A,acer,sharp
543,stumpf::A,hebes,blunt
544,schwer::A,gravis,heavy
545,schön::A,pulcher,beautiful
546,schön::A,formosus,beautiful
547,heiß::A,fervidus,hot
548,warm::A,calidus,warm
549,kalt::A,frigidus,cold
550,kühl::A,frigidus,cool
551,frisch::A,recens,fresh
552,feucht::A,umidus,damp
553,nass::A,madidus,wet
554,trocken::A,aridus,dry
555,voll::A,plenus,full
556,leer::A,vacuus,empty
557,offen::A,apertus,open
558,geschlossen::A,clausus,closed
559,sauber::A,lautus,clean
560,schmutzig::A,sordidus,dirty
561,roh::A,crudus,raw
562,reif::A,maturus,ripe
563,lecker::A,delicatus,delicious
564,süß::A,dulcis,sweet
565,bitter::A,amarus,bitter
566,bitter::A,acerbus,bitter
567,sauer::A,acidus,sour
568,hell::A,clarus,bright
569,dunkel::A,obscurus,dark
570,schwarz::A,niger,black
571,weiß::A,albus,white
572,rot::A,ruber,red
573,gelb::A,flavus,yellow
574,blau::A,caeruleus,blue
575,grün::A,viridis,green
576,grau::A,canus,grey
577,bunt::A,varius,colourful
578,bunt::A,varius,colorful
579,billig::A,vilis,cheap
580,teuer::A,carus,dear
581,wertvoll::A,pretiosus,precious
582,blind::A,caecus,blind
583,taub::A,surdus,deaf
584,kräftig::A,robustus,powerful
585,stark::A,firmus,strong
586,stark::A,validus,strong
587,schwach::A,debilis,weak
588,schwach::A,infirmus,weak
589,fett::A,crassus,fat
590,schlank::A,procerus,slim
591,hübsch::A,pulcher,pretty
592,böse::A,improbus,evil
593,dumm::A,stultus,stupid
594,dumm::A,stupidus,stupid
595,faul::A,piger,lazy
596,fleißig::A,sedulus,diligent
597,geizig::A,avarus,stingy
598,klug::A,prudens,clever
599,geschickt::A,sollers,skilful
600,geschickt::A,sollers,skillful
601,lieb::A,carus,dear
602,lustig::A,iocosus,merry
603,sanft::A,clemens,gentle
604,hungrig::A,impastus,hungry
605,krank::A,aeger,sick
606,nackt::A,nudus,naked
607,traurig::A,maestus,sad
608,lebendig::A,vivus,living
609,gut::A,bonus,good
610,schlecht::A,malus,bad
611,richtig::A,rectus,correct
612,schlimm::A,malus,nasty
613,wahr::A,verus,true
614,alt::A,antiquus,old
615,neu::A,novus,new
616,ehemalig::A,pristinus,former
617,alt[Lebewesen]::A,vetus,aged
618,jung::A,iuvenis,young
619,arm::A,pauper,poor
620,reich::A,dives,rich
621,bekannt::A,notus,familiar
622,berühmt::A,celeber,famous
623,berühmt::A,illustris,famous
624,fremd::A,peregrinus,foreign
625,verschieden::A,varius,different
626,nah::A,propinquus,near
627,fern::A,longinquus,far
628,linker::A,sinister,left
629,rechter::A,dexter,right
630,anderer::A,alius,other
631,erster::A,primus,first
632,zweiter::A,secundus,second
633,dritter::A,tertius,third
634,letzter::A,ultimus,last
635,allein::ADV,solum,alone
636,auf einmal::ADV,simul,at once
637,zusammen::ADV,una,together
638,lange::ADV,diu,long
639,plötzlich::ADV,subito,suddenly
640,plötzlich::ADV,repente,suddenly
641,sofort::ADV,statim,instantly
642,später::ADV,postea,later
643,jetzt::ADV,nunc,now
644,heute::ADV,hodie,today
645,morgen::ADV,cras,tomorrow
646,bald::ADV,mox,soon
647,dann::ADV,deinde,then
648,gestern::ADV,heri,yesterday
649,einst::ADV,olim,once
650,damals::ADV,tum,at that time
651,danach::ADV,postea,afterwards
652,vorher::ADV,antea,before
653,zuerst::ADV,primo,at first
654,einmal::ADV,semel,once
655,manchmal::ADV,interdum,sometimes
656,oft::ADV,saepe,often
657,immer::ADV,semper,always
658,niemals::ADV,numquam,never
659,hier::ADV,hic,here
660,hierhin::ADV,huc,hither
661,hierhin::ADV,huc,to here
662,hierhin::ADV,huc,here
663,von hier::ADV,hinc,hence
664,dort::ADV,ibi,there
665,dorthin::ADV,eo,thither
666,dorthin::ADV,eo,there
667,dorthin::ADV,eo,to there
668,geradeaus::ADV,recte,ahead
669,vorwärts::ADV,porro,forward
670,rückwärts::ADV,retro,backward
671,zurück::ADV,retro,back
672,unten::ADV,infra,below
673,hinab::ADV,pessum,down
674,oben::ADV,supra,above
675,hinauf::ADV,sursum,up
676,überall::ADV,ubique,everywhere
677,nicht::ADV,non,not
678,ein wenig::ADV,paulum,a little
679,kaum::ADV,vix,hardly
680,kaum::ADV,aegre,hardly
681,sehr::ADV,valde,very
682,sehr::ADV,magnopere,very
683,so::ADV,ita,so
684,noch::ADV,etiam,still
685,nur::ADV,solum,only
686,nur::ADV,tantum,only
687,schon::ADV,iam,already
688,wieder::ADV,rursus,again
689,vergebens::ADV,frustra,in vain
690,vor::PRP,ante,in front of
691,hinter::PRP,post,behind
692,unter::PRP,sub,under
693,durch::PRP,per,through
694,neben::PRP,iuxta,next to
695,zwischen::PRP,inter,between
696,wegen::PRP,propter,because of
697,dies::PRN,hoc,this
698,das::PRN,id,that
699,alles::PRN,omnia,everything
700,ich::PRN,ego,I
701,du::PRN,tu,you
702,du::PRN,tu,thou
703,er::PRN,is,he
704,er::PRN,ille,he
705,wir::PRN,nos,we
706,ihr::PRN,vos,you
707,sie::PRN,ii,they
708,sie::PRN,illi,they
709,was::FPRN,quid,what
710,wer::FPRN,quis,who
711,wo::FADV,ubi,where
712,wohin::FADV,quo,where ... to
713,wohin::FADV,quo,where to
714,wohin::FADV,quo,where
715,wie::FADV,quomodo,how
716,warum::FADV,cur,why
717,wieviel::FNUM,quantum,how much
718,eins::NUM,unus,one
719,zwei::NUM,duo,two
720,drei::NUM,tres,three
721,vier::NUM,quattuor,four
722,fünf::NUM,quinque,five
723,sechs::NUM,sex,six
724,sieben::NUM,septem,seven
725,acht::NUM,octo,eight
726,neun::NUM,novem,nine
727,zehn::NUM,decem,ten
728,elf::NUM,undecim,eleven
729,zwölf::NUM,duodecim,twelve
730,zwanzig::NUM,viginti,twenty
731,dreißig::NUM,triginta,thirty
732,vierzig::NUM,quadraginta,forty
733,fünfzig::NUM,quinquaginta,fifty
734,sechzig::NUM,sexaginta,sixty
735,siebzig::NUM,septuaginta,seventy
736,achtzig::NUM,octoginta,eighty
737,neunzig::NUM,nonaginta,ninety
738,hundert::NUM,centum,a hundred
739,tausend::NUM,mille,a thousand
740,und::CNJ,et,and
741,und::CNJ,-que,and
742,oder::CNJ,vel,or
743,stehen::V,stare,stand
744,sitzen::V,sedere,sit
745,liegen::V,iacere,lie
746,hängen::V,pendere,hang
747,werden::V,fieri,become
748,passieren::V,accidere,happen
749,beginnen::V,incipere,begin
750,enden::V,finem habere,end
751,wechseln::V,mutari,change
752,aufgehen[Sonne]::V,oriri,rise
753,untergehen[Sonne]::V,occidere,set
754,scheinen[Sonne]::V,lucere,shine
755,donnern::V,tonare,thunder
756,wehen::V,flare,blow
757,strömen::V,fluere,stream
758,fließen::V,manare,flow
759,sich drehen::V,torqueri,revolve
760,schwanken::V,vacillare,sway
761,schwingen::V,vibrare,swing
762,fallen::V,cadere,fall
763,brennen::V,ardere,burn
764,rauchen::V,fumare,smoke
765,regnen::V,pluere,rain
766,gefrieren::V,congelari,freeze
767,tauen::V,rorare,thaw
768,schmelzen::V,liquescere,melt
769,trocknen::V,arescere,dry
770,sieden::V,fervere,boil
771,faulen::V,putescere,rot
772,verfaulen::V,putescere,decay
773,reißen::V,scindi,snap
774,versinken::V,mergi,sink
775,vergehen::V,praeterire,pass
776,erscheinen::V,apparere,appear
777,verschwinden::V,discedere,disappear
778,sinken::V,labi,drop
779,abnehmen::V,deminui,decrease
780,zunehmen::V,augeri,increase
781,steigen::V,augescere,rise
782,wachsen::V,crescere,grow
783,glänzen::V,splendere,shine
784,funkeln::V,micare,sparkle
785,lärmen::V,strepere,be noisy
786,läuten::V,sonare,chime
787,klingeln::V,tinnire,ring
788,klirren::V,crepare,tinkle
789,brausen::V,saevire,roar
790,rauschen::V,crepare,rustle
791,klingen::V,sonare,sound
792,bellen::V,latrare,bark
793,heulen::V,ululare,howl
794,blasen::V,flare,blow
795,pfeifen::V,sibilare,whistle
796,schreien::V,clamare,shout
797,stöhnen::V,gemere,groan
798,zittern::V,tremere,tremble
799,zittern::V,trepidare,tremble
800,leben::V,vivere,be alive
801,geboren werden::V,nasci,be born
802,atmen::V,spirare,breathe
803,trinken::V,bibere,drink
804,essen::V,edere,eat
805,schlucken::V,devorare,swallow
806,müde werden::V,fatigari,get tired
807,einschlafen::V,obdormiscere,fall asleep
808,schlafen::V,dormire,sleep
809,aufwachen::V,expergisci,wake up
810,aufstehen::V,exsurgere,get up
811,sich erholen::V,se reficere,relax
812,krank werden::V,aegrescere,fall ill
813,krank sein::V,aegrotare,be ill
814,schmerzen::V,dolere,ache
815,husten::V,tussire,cough
816,genesen::V,convalescere,recover
817,sterben::V,mori,die
818,umkommen::V,perire,perish
819,sich bewegen::V,se movere,move
820,sich rühren::V,micare,budge
821,sich erheben::V,surgere,stand up
822,sich setzen::V,considere,sit down
823,hinfallen::V,cadere,tumble
824,laufen::V,vadere,walk
825,schreiten::V,gradi,pace
826,spazierengehen::V,ambulare,go for a walk
827,eilen::V,properare,rush
828,sich beeilen::V,festinare,hurry
829,sausen::V,currere,dash
830,rennen::V,currere,run
831,springen::V,salire,jump
832,klettern::V,niti,climb
833,schaukeln::V,oscillare,seesaw
834,kriechen::V,repere,creep
835,kriechen::V,serpere,creep
836,schwimmen::V,nare,swim
837,schwimmen::V,natare,swim
838,tauchen::V,mergere,dive
839,rudern::V,remigare,row
840,fahren::V,vehi,drive
841,fliegen::V,volare,fly
842,gehen::V,ire,go
843,gehen::V,vadere,go
844,weggehen::V,abire,go away
845,weggehen::V,discedere,go away
846,abfahren::V,proficisci,depart
847,anhalten::V,consistere,stop
848,hineingehen::V,inire,go in
849,hineingehen::V,ingredi,go in
850,eintreten::V,intrare,enter
851,kommen::V,venire,come
852,ankommen::V,advenire,arrive
853,zurückkommen::V,revenire,come back
854,bleiben::V,manere,stay
855,warten::V,opperiri,wait
856,erwarten::V,opperiri,wait for
857,erwarten::V,expectare,wait for
858,suchen::V,quaerere,seek
859,suchen::V,quaerere,look for
860,finden::V,reperire,find
861,versuchen::V,conari,try
862,versuchen::V,temptare,try
863,vorbereiten::V,parare,prepare
864,lieben::V,amare,love
865,mögen::V,amare,like
866,lachen::V,ridere,laugh
867,rühren::V,commovere,move
868,weinen::V,flere,weep
869,schimpfen::V,increpare,grumble
870,sich ärgern::V,indignari,be annoyed
871,sich fürchten::V,vereri,be afraid
872,fürchten::V,timere,be afraid of
873,fliehen::V,fugere,flee
874,flüchten::V,effugere,escape
875,sehen::V,videre,see
876,anschauen::V,aspectare,look at
877,ansehen::V,spectare,watch
878,hören::V,audire,hear
879,zuhören::V,auscultare,listen
880,probieren::V,gustare,taste
881,riechen::V,olfacere,smell
882,fühlen::V,sentire,feel
883,scheinen::V,videri,seem
