,Concept_ID,sl,ro
76,Stein::N,kámen,piatră
77,Boden::N,tlà,sol
78,Boden::N,tlà,pământ
79,Erde::N,pŕst,pământ
80,Erde::N,zêmlja,pământ
81,Staub::N,práh,praf
82,Rauch::N,dìm,fum
83,Funke::N,ískra,scânteie
84,Feuer::N,ôgenj,foc
85,Licht::N,lúč,lumină
86,Schatten::N,sénca,umbră
87,Wetter::N,vrême,timp
88,Wetter::N,vrême,vreme
89,Nebel::N,meglà,ceață
90,Nebel::N,meglà,negură
91,Wolke::N,oblák,nor
92,Regen::N,dèž,ploaie
93,Schnee::N,snég,zăpadă
94,Eis::N,léd,gheață
95,Frost::N,zmrzál,ger
96,Kälte::N,mràz,frig
97,Hitze::N,pripéka,arșiță
98,Hitze::N,pripéka,căldură
99,Raureif::N,ívje,chiciură
100,Raureif::N,slána,chiciură
101,Regenbogen::N,mávrica,curcubeu
102,Donner::N,gròm,tunet
103,Strömung::N,strúja,curent
104,Tropfen::N,káplja,picătură
105,Schaum::N,péna,spumă
106,Schmutz::N,nesnága,murdărie
107,See::N,jézero,lac
108,Sumpf::N,močvírje,mlaștină
109,Moor::N,bárje,bărăgan
110,Wiese::N,trávnik,fânaț
111,Wiese::N,trávnik,livadă
112,Wald::N,lés,codru
113,Wald::N,lés,pădure
114,Wald::N,gòzd,codru
115,Wald::N,gòzd,pădure
116,Hügel::N,brég,deal
117,Hügel::N,brég,movilă
118,Hügel::N,goríca,deal
119,Hügel::N,goríca,movilă
120,Anhöhe::N,gríč,deal
121,Anhöhe::N,gríč,ridicătură
122,Anhöhe::N,višína,deal
123,Anhöhe::N,višína,ridicătură
124,Berg::N,gôra,munte
125,Berg::N,planína,munte
126,Gipfel::N,vŕh,pisc
127,Höhle::N,jáma,peșteră
128,Höhle::N,votlína,peșteră
129,Abhang::N,pobóčje,pantă
130,Abhang::N,pobóčje,versant
131,Quelle::N,izvír,izvor
132,Bach::N,pôtok,gârlă
133,Fluss::N,réka,râu
134,Fluss::N,réka,fluviu
135,Ufer::N,brég,mal
136,Ufer::N,brég,țărm
137,Küste::N,obála,coastă
138,Küste::N,obréžje,coastă
139,Festland::N,celína,uscat
140,Festland::N,kopnína,uscat
141,Meer::N,mórje,mare
142,Bucht::N,zalív,golf
143,Insel::N,ôtok,insulă
144,Blume::N,cvetlíca,floare
145,Gras::N,tráva,iarbă
146,Wurzel::N,korenína,rădăcină
147,Baum::N,drevó,copac
148,Baum::N,drevó,arbore
149,Stamm::N,dêblo,tulpină
150,Rinde::N,lúbje,scoarță
151,Rinde::N,skórja,scoarță
152,Ast::N,véja,cracă
153,Ast::N,véja,creangă
154,Zweig::N,véja,ramură
155,Zweig::N,véja,creangă
156,Blatt::N,líst,frunză
157,Birke::N,bréza,mesteacăn
158,Kiefer[Baum]::N,bòr,pin
159,Weide[Baum]::N,vŕba,salcie
160,Weide[Baum]::N,vŕba,răchită
161,Tanne::N,hója,brad
162,Horn::N,róg,corn
163,Feder::N,peró,pană
164,Fell::N,kŕzno,piele
165,Flügel::N,krílo,aripă
166,Klaue::N,párkelj,gheară
167,Kralle::N,krémpelj,labă
168,Kralle::N,krémpelj,gheară
169,Schwanz::N,rèp,coadă
170,Ei::N,jájce,ou
171,Nest::N,gnézdo,cuib
172,Bau::N,brlòg,bârlog
173,Bau::N,brlòg,vizuină
174,Tier::N,živál,animal
175,Herde::N,čréda,turmă
176,Herde::N,čréda,cireadă
177,Kuh::N,kráva,vacă
178,Bulle::N,bìk,taur
179,Pferd::N,kònj,cal
180,Schaf::N,ôvca,oaie
181,Schwein::N,svínja,porc
182,Hund::N,pès,câine
183,Katze::N,máčka,pisică
184,Bär::N,mêdved,urs
185,Eichhörnchen::N,véverica,veveriță
186,Elch::N,lós,elan
187,Fuchs::N,lisíca,vulpe
188,Hase::N,zájec,iepure
189,Maus::N,mìš,șoarece
190,Wolf::N,vólk,lup
191,Vogel::N,ptìč,pasăre
192,Vogel::N,ptíca,pasăre
193,Schwarm::N,játa,cârd
194,Huhn::N,kokóš,găină
195,Hahn::N,petêlin,cocoș
196,Gans::N,gós,gâscă
197,Adler::N,ôrel,vultur
198,Ente::N,ráca,rață
199,Eule::N,sôva,bufniță
200,Kranich::N,žerjàv,cocor
201,Krähe::N,vrána,cioară
202,Kuckuck::N,kúkavica,cuc
203,Schwan::N,labód,lebădă
204,Fisch::N,ríba,pește
205,Barsch::N,ostríž,biban
206,Hecht::N,ščúka,știucă
207,Schlange[Tier]::N,káča,șarpe
208,Wurm::N,čr̀v,vierme
209,Wurm::N,glísta,vierme
210,Spinne::N,pájek,păianjen
211,Ameise::N,mrávlja,furnică
212,Laus::N,úš,păduche
213,Mücke::N,komár,țânțar
214,Fliege::N,múha,muscă
215,Schmetterling::N,metúlj,fluture
216,Beere::N,jágoda,boabă
217,Apfel::N,jábolko,măr
218,Pilz::N,góba,burete
219,Pilz::N,góba,ciupercă
220,Zwiebel::N,čebúla,ceapă
221,Saat::N,séme,semănătură
222,Korn::N,zŕno,grâu
223,Heu::N,senó,fân
224,Schale::N,lupína,coajă
225,Grube::N,jáma,groapă
226,Falle::N,pást,cursă
227,Falle::N,pást,capcană
228,Schlinge::N,zánka,laț
229,Schlinge::N,pêtlja,laț
230,Spur::N,sléd,dâră
231,Asche::N,pepél,cenușă
232,Dreck::N,bláto,noroi
233,Dreck::N,bláto,murdărie
234,Eisen::N,želézo,fier
235,Gold::N,zlató,aur
236,Silber::N,srebró,argint
237,Kohle::N,ógel,cărbune
238,Glas::N,stêklo,sticlă
239,Lehm::N,ílo,lut
240,Lehm::N,ílo,humă
241,Sand::N,pések,nisip
242,Mensch::N,člôvek,om
243,Mensch::N,člôvek,persoană
244,Mann::N,móž,om
245,Mann::N,móž,bărbat
246,Mann::N,môški,om
247,Mann::N,môški,bărbat
248,Frau::N,gospá,femeie
249,Frau::N,žénska,femeie
250,Kind::N,déte,copil
251,Kind::N,otròk,copil
252,Junge::N,fànt,băiat
253,Junge::N,fànt,flăcău
254,Junge::N,déček,băiat
255,Junge::N,déček,flăcău
256,Mädchen::N,deklè,fată
257,Mädchen::N,déklica,fată
258,Familie::N,družína,familie
259,Großvater::N,dèd,bunic
260,Großvater::N,dèd,tată mare
261,Großvater::N,dédek,bunic
262,Großvater::N,dédek,tată mare
263,Großmutter::N,bábica,bunică
264,Großmutter::N,bábica,mamă mare
265,Eltern::N,stárši,părinți
266,Vater::N,ôče,tată
267,Vater::N,ôče,părinte
268,Mutter::N,máma,mamă
269,Sohn::N,sín,fiu
270,Sohn::N,sín,fecior
271,Tochter::N,hčí,fiică
272,Tochter::N,hčérka,fiică
273,Bruder::N,bràt,frate
274,Schwester::N,sêstra,soră
275,Onkel::N,újec,unchi
276,Onkel::N,stríc,unchi
277,Tante::N,têta,mătușă
278,Tante::N,strína,mătușă
279,Ehemann::N,móž,soț
280,Ehemann::N,móž,bărbat
281,Ehemann::N,sopróg,soț
282,Ehemann::N,sopróg,bărbat
283,Ehefrau::N,žêna,soție
284,Ehefrau::N,sopróga,soție
285,Freude::N,rádost,bucurie
286,Freude::N,vesêlje,bucurie
287,Gelächter::N,sméh,râset
288,Gelächter::N,grohòt,râset
289,Glück::N,sréča,fericire
290,Kummer::N,gorjé,mâhnire
291,Wunsch::N,žêlja,dorință
292,Wunsch::N,žêlja,deziderat
293,Lust::N,poželênje,poftă
294,Lust::N,poželênje,înclinare
295,Geist::N,dúša,duh
296,Geist::N,dúša,minte
297,Geist::N,dúša,suflet
298,Gedanke::N,mísel,gând
299,Gedanke::N,mísel,cuget
300,Gedächtnis::N,pámet,memorie
301,Sinn::N,pomèn,sens
302,Sinn::N,pomèn,înțeles
303,Sinn::N,smísel,sens
304,Sinn::N,smísel,înțeles
305,Grund::N,vzròk,cauză
306,Grund::N,vzròk,pricină
307,Wahrheit::N,resníca,adevăr
308,Gespräch::N,pogóvor,convorbire
309,Gespräch::N,pogóvor,conversație
310,Märchen::N,právljica,basm
311,Märchen::N,právljica,poveste
312,Erzählung::N,povést,poveste
313,Nachricht::N,sporočílo,veste
314,Neuigkeit::N,novóst,noutate
315,Neuigkeit::N,novóst,actualitate
316,Name::N,imé,nume
317,Rätsel::N,ugánka,ghicitoare
318,Rede::N,góvor,discurs
319,Sprache::N,jêzik,limbă
320,Sprache::N,jêzik,limbaj
321,Stimme::N,glás,glas
322,Wort::N,beséda,cuvânt
323,Zeichen::N,znák,semn
324,Zeichen::N,znák,semnal
325,Ruf::N,klíc,chemare
326,Lärm::N,hrúp,zgomot
327,Lärm::N,hrúp,tărăboi
328,Lärm::N,trúšč,zgomot
329,Lärm::N,trúšč,tărăboi
330,Laut::N,glás,sunet
331,Ton::N,tón,ton
332,Lied::N,pésem,cântec
333,Ruhe::N,pokòj,odihnă
334,Ruhe::N,pokòj,liniște
335,Leute::N,ljudjé,lume
336,Leute::N,ljudjé,oameni
337,Volk::N,národ,popor
338,Volk::N,národ,națiune
339,Arbeit::N,délo,lucru
340,Gast::N,gòst,musafir
341,Geschenk::N,darílo,dar
342,Geschenk::N,darílo,cadou
343,Spiel::N,ígra,joc
344,Gesellschaft::N,drúžba,societate
345,Hilfe::N,pomóč,ajutor
346,Freund::N,prijátelj,amic
347,Freund::N,prijátelj,prieten
348,Kamerad::N,továriš,tovarăș
349,Angelegenheit::N,zadéva,afacere
350,Anzahl::N,števílo,număr
351,Anzahl::N,števílo,cantitate
352,Art::N,vŕsta,fel
353,Art::N,vŕsta,specie
354,Stück::N,kós,bucată
355,Teil::N,dél,parte
356,Teil::N,dél,porție
357,Hälfte::N,polovíca,jumătate
358,Kreis::N,króg,cerc
359,Kreis::N,kolobár,cerc
360,Kreuz::N,kríž,cruce
361,Linie::N,próga,linie
362,Strich::N,čŕta,linie
363,Strich::N,čŕta,trăsătură
364,Abstand::N,preslédek,distanță
365,Abstand::N,preslédek,depărtare
366,Entfernung::N,oddáljenost,distanță
367,Entfernung::N,oddáljenost,depărtare
368,Gegend::N,kràj,regiune
369,Gegend::N,dežêla,regiune
370,Platz::N,prôstor,loc
371,Ort::N,mésto,loc
372,Seite::N,bòk,latură
373,Seite::N,strán,latură
374,Mitte::N,sredína,centru
375,Gegenstand::N,prédmet,obiect
376,Sache::N,réč,lucru
377,Sache::N,réč,chestie
378,Sache::N,stvár,lucru
379,Sache::N,stvár,chestie
380,Rand::N,kràj,bordură
381,Kante::N,rób,muchie
382,Kante::N,rób,bordură
383,Ecke::N,vogál,colț
384,Spitze::N,óst,vârf
385,Spitze::N,óst,creștet
386,Ende::N,kônec,capăt
387,Loch::N,lúknja,gaură
388,Winkel::N,kót,colț
389,Muster::N,vzórec,desen
390,Größe::N,veličína,mărime
391,Länge::N,dolžína,lungime
392,Höhe::N,vršína,înălțime
393,Gewicht::N,téža,greutate
394,Menge::N,količína,cantitate
395,Haufen::N,kùp,grămadă
396,Haufen::N,kopíca,grămadă
397,Reihe::N,níz,șir
398,Reihe::N,níz,rând
399,Reihe::N,vŕsta,șir
400,Reihe::N,vŕsta,rând
401,Boot::N,čóln,barcă
402,Boot::N,čóln,luntre
403,Ruder::N,vêslo,vâslă
404,Ruder::N,vêslo,lopată
405,Schlitten::N,saní,sanie
406,Ski::N,smučí,schi
407,Lagerfeuer::N,táborni ôgenj,foc de tabără
408,Last::N,tôvor,povară
409,Last::N,tôvor,sarcină
410,Gang::N,hòd,mers
411,Gang::N,hòd,umblet
412,Schritt::N,korák,pas
413,Norden::N,séver,nord
414,Norden::N,séver,miazănoapte
415,Süden::N,júg,sud
416,Süden::N,júg,miazăzi
417,Westen::N,zapàd,apus
418,Osten::N,vzhòd,est
419,Osten::N,vzhòd,răsărit
420,Holz::N,lés,lemn
421,Brett::N,deskà,scândură
422,Platte::N,plôča,placă
423,Stütze::N,opóra,proptea
424,Stütze::N,zaslómba,proptea
425,Stange::N,gréd,bară
426,Stange::N,gréd,prăjină
427,Stock::N,pálica,băț
428,Stock::N,pálica,baston
429,Stab::N,pálica,baston
430,Stab::N,pálica,prăjină
431,Rohr::N,cév,tub
432,Rohr::N,cév,țeavă
433,Haus::N,híša,casă
434,Heim::N,dóm,casă
435,Heim::N,dóm,cămin
436,Ofen::N,péč,sobă
437,Fußboden::N,pòd,podea
438,Fußboden::N,pòd,dușumea
439,Tisch::N,míza,masă
440,Stuhl::N,stòl,scaun
441,Wiege::N,zíbel,leagăn
442,Bett::N,póstelja,pat
443,Regal::N,políca,rafturi
444,Kiste::N,zabòj,ladă
445,Kiste::N,zabòj,cutie
446,Fenster::N,ôkno,fereastră
447,Tür::N,vráta,ușă
448,Tor::N,velíka vráta,poartă
449,Zaun::N,ográja,gard
450,Dach::N,stréha,acoperiș
451,Leiter::N,léstev,scară
452,Besen::N,mêtla,mătură
453,Spaten::N,lopáta,cazma
454,Spaten::N,lopáta,hârleț
455,Schaufel::N,lopáta,lopată
456,Gabel::N,vílice,furculiță
457,Löffel::N,žlíca,lingură
458,Messer::N,nòž,cuțit
459,Nagel::N,žebèlj,cui
460,Netz::N,mréža,plasă
461,Haken::N,kljúka,cârlig
462,Griff::N,ročáj,mâner
463,Griff::N,oprijèm,mâner
464,Schloss::N,ključávnica,lacăt
465,Bild::N,slíka,tablou
466,Bild::N,slíka,imagine
467,Figur::N,figúra,chip
468,Figur::N,figúra,figură
469,Figur::N,postáva,chip
470,Figur::N,postáva,figură
471,Puppe::N,lútka,păpușă
472,Beutel::N,môšnja,pungă
473,Beutel::N,môšnja,săculeț
474,Bündel::N,cúla,mănunchi
475,Bündel::N,svéženj,mănunchi
476,Tasche::N,tórba,geantă
477,Tasche::N,tobôlec,geantă
478,Eimer::N,vêdro,găleată
479,Deckel::N,pokròv,capac
480,Deckel::N,poklópec,capac
481,Geschirr::N,posóda,vase
482,Geschirr::N,posóda,tacâmuri
483,Sack::N,vréča,sac
484,Tasse::N,skodélica,ceașcă
485,Topf::N,lônec,oală
486,Kessel::N,kôtel,cazan
487,Kessel::N,kôtel,căldare
488,Essen::N,hrána,mâncare
489,Nahrung::N,živílo,hrană
490,Nahrung::N,živílo,aliment
491,Speise::N,jéd,bucate
492,Speise::N,jéd,fel de bucate
493,Fleisch::N,mesó,carne
494,Getreide::N,žíto,cereale
495,Brei::N,káša,pireu
496,Brot::N,krùh,pâine
497,Scheibe::N,réženj,felie
498,Scheibe::N,réženj,bucată
499,Fett::N,mást,untură
500,Fett::N,mást,grăsime
501,Fett::N,maščôba,untură
502,Fett::N,maščôba,grăsime
503,Butter::N,máslo,unt
504,Öl::N,ólje,ulei
505,Salz::N,sól,sare
506,Suppe::N,júha,supă
507,Suppe::N,júha,ciorbă
508,Honig::N,méd,miere
509,Milch::N,mléko,lapte
510,Tee::N,čáj,ceai
511,Leder::N,úsnje,piele
512,Wolle::N,vólna,lână
513,Stoff::N,blagó,stofă
514,Nadel::N,ígla,ac
515,Faden::N,nít,ață
516,Knopf::N,gúmb,buton
517,Knoten::N,vôzel,nod
518,Farbe::N,bárva,vopsea
519,Kleidung::N,obléka,haine
520,Kleidung::N,obléka,îmbrăcăminte
521,Hemd::N,srájca,cămașă
522,Kragen::N,ovrátnik,guler
523,Ärmel::N,rokáv,mânecă
524,Hose::N,hláče,pantaloni
525,Gürtel::N,pás,cordon
526,Mütze::N,kápa,șapcă
527,Mütze::N,čépica,șapcă
528,Schuh::N,čévelj,gheată
529,Stiefel::N,škórenj,cizmă
530,Ring::N,pŕstan,inel
531,Ring::N,pŕstan,verigă
532,Band::N,trák,panglică
533,Band::N,trák,șiret
534,Kamm::N,glavník,pieptene
535,Spiegel::N,zrcálo,oglindă
536,Spiegel::N,ogledálo,oglindă
537,Riemen::N,jêrmen,curea
538,Schnur::N,vŕvca,funie
539,Schnur::N,vŕvca,sfoară
540,Leine::N,konôpec,lesă
541,Leine::N,konôpec,curea
542,Decke::N,odéja,pătură
543,Kissen::N,blazína,pernă
544,Tuch::N,pŕt,batic
545,Tuch::N,rúta,batic
546,Handtuch::N,brisáča,prosop
547,Handtuch::N,brisáča,ștergar
548,Kraft::N,síla,forță
549,Kraft::N,síla,putere
550,Stärke::N,jákost,tărie
551,Stärke::N,jákost,vigoare
552,Gesundheit::N,zdrávje,sănătate
553,Krankheit::N,bolézen,boală
554,Krankheit::N,bolézen,maladie
555,Schmerz::N,ból,durere
556,Schmerz::N,bolečína,durere
557,Wunde::N,rána,rană
558,Fieber::N,vročína,febră
559,Arznei::N,lék,leac
560,Arznei::N,lék,medicament
561,Arznei::N,zdravílo,leac
562,Arznei::N,zdravílo,medicament
563,Brücke::N,móst,pod
564,Brücke::N,móst,punte
565,Brunnen::N,vodnják,puț
566,Weide::N,páša,izlaz
567,Weide::N,páša,pășune
568,Pfad::N,stezà,cărare
569,Weg::N,pót,drum
570,Straße::N,césta,cale
571,Straße::N,césta,stradă
572,Dorf::N,vás,sat
573,Stadt::N,mésto,oraș
574,Brief::N,písmo,scrisoare
575,Buch::N,knjíga,carte
576,Buchstabe::N,čŕka,literă
577,Buchstabe::N,čŕka,caracter
578,Zeitung::N,čásnik,ziar
579,Zeitung::N,čásnik,gazetă
580,Leben::N,življênje,viață
581,Tod::N,smŕt,moarte
582,Grab::N,gròb,groapă
583,Grab::N,gròb,mormânt
584,Kirche::N,cérkev,biserică
585,Sünde::N,gréh,păcat
586,Gott::N,bóg,zeu
587,Arbeiter::N,délavec,muncitor
588,Chef::N,šéf,șef
589,Meister::N,mójster,meșter
590,Meister::N,mójster,maestru
591,Arzt::N,zdravník,medic
592,Arzt::N,zdravník,doctor
593,Lehrer::N,učítelj,profesor
594,Lehrer::N,učítelj,învățător
595,Geld::N,denár,bani
596,Geld::N,denár,parale
597,Geschäft::N,kupčíja,treabă
598,Geschäft::N,kupčíja,afacere
599,Laden::N,trgovína,magazin
600,Laden::N,trgovína,prăvălie
601,Preis::N,céna,preț
602,Ware::N,róba,marfă
603,Nutzen::N,príd,folos
604,Nutzen::N,príd,profit
605,Reichtum::N,bogástvo,avuție
606,Reichtum::N,bogástvo,bogăție
607,Welt::N,svét,lume
608,Land::N,dežêla,țară
609,Staat::N,držáva,stat
610,König::N,králj,rege
611,Macht::N,oblást,putere
612,Macht::N,oblást,putință
613,Grenze::N,mêja,hotar
614,Grenze::N,mêja,graniță
615,Grenze::N,mêja,frontieră
616,Krieg::N,vôjna,război
617,Feind::N,sovrážnik,dușman
618,Gewalt::N,nasílje,violență
619,Kampf::N,bòj,luptă
620,Kampf::N,bórba,luptă
621,Bogen[Waffe]::N,lók,arc
622,Pfeil::N,puščíca,săgeată
623,Gewehr::N,púška,armă
624,Gewehr::N,púška,pușcă
625,Fehler::N,zmóta,eroare
626,Fehler::N,zmóta,greșeală
627,Lüge::N,láž,minciună
628,Schaden::N,okvára,daună
629,Schaden::N,okvára,pagubă
630,Unglück::N,nesréča,nenorocire
631,Schuld::N,krívda,vină
632,Alter::N,dôba,etate
633,Alter::N,dôba,vârstă
634,Schluss::N,kônec,sfârșit
635,Zeit::N,čàs,timp
636,Zeit::N,čàs,vreme
637,Tag::N,dán,zi
638,Morgen::N,jútro,dimineață
639,Mittag::N,póldan,prânz
640,Mittag::N,póldan,amiază
641,Abend::N,večér,seară
642,Nacht::N,nóč,noapte
643,Woche::N,téden,săptămână
644,Monat::N,mésec,lună
645,Jahr::N,léto,an
646,Frühling::N,pomlád,primăvară
647,Sommer::N,polétje,vară
648,Herbst::N,jesén,toamnă
649,Winter::N,zíma,iarnă
650,Januar::N,jánuar,ianuarie
651,Februar::N,fébruar,februarie
652,März::N,márec,martie
653,April::N,apríl,aprilie
654,Mai::N,máj,mai
655,Juni::N,júnij,iunie
656,Juli::N,júlij,iulie
657,August::N,avgúst,august
658,September::N,septêmber,septembrie
659,Oktober::N,október,octombrie
660,November::N,novêmber,noiembrie
661,Dezember::N,decémber,decembrie
662,Montag::N,ponedéljek,luni
663,Dienstag::N,tôrek,marți
664,Mittwoch::N,sréda,miercuri
665,Donnerstag::N,četŕtek,joi
666,Freitag::N,pétek,vineri
667,Samstag::N,sobóta,sâmbătă
668,Sonntag::N,nedélja,duminică
669,groß::A,vêlik,mare
670,klein::A,májhen,mic
671,lang::A,dólg,lung
672,kurz::A,krátek,scurt
673,breit::A,širòk,lat
674,breit::A,širòk,larg
675,schmal::A,ózek,strâmt
676,dicht::A,góst,des
677,dick[Gegenstand]::A,dêbel,gros
678,dünn::A,tánek,subțire
679,fein::A,drôben,fin
680,fein::A,drôben,subțire
681,fest::A,tŕden,tare
682,fest::A,tŕden,solid
683,flach::A,plán,șes
684,flach::A,plán,plan
685,flach::A,plòsk,șes
686,flach::A,plòsk,plan
687,glatt::A,gládek,lins
688,hart::A,tŕd,dur
689,weich::A,mehák,moale
690,rund::A,okrógel,rotund
691,rund::A,okrógel,circular
692,spitz::A,šílast,ascuțit
693,scharf::A,óster,tăios
694,scharf::A,óster,ascuțit
695,stumpf::A,tóp,tocit
696,stumpf::A,skŕhan,tocit
697,schwer::A,têžek,greu
698,schön::A,lép,frumos
699,schön::A,krásen,frumos
700,heiß::A,vròč,cald
701,heiß::A,vròč,fierbinte
702,warm::A,tôpel,cald
703,warm::A,tôpel,fierbinte
704,kalt::A,mŕzel,rece
705,kalt::A,hláden,rece
706,kühl::A,hláden,rece
707,kühl::A,hláden,răcoros
708,frisch::A,svéž,răcoros
709,frisch::A,svéž,proaspăt
710,feucht::A,vlážen,umed
711,feucht::A,vlážen,jilav
712,nass::A,móker,ud
713,trocken::A,súh,sec
714,trocken::A,súh,uscat
715,voll::A,póln,plin
716,leer::A,prázen,gol
717,offen::A,odpŕt,deschis
718,geschlossen::A,zapŕt,închis
719,sauber::A,číst,curat
720,sauber::A,líčen,curat
721,schmutzig::A,umázan,murdar
722,roh::A,suròv,crud
723,reif::A,zrèl,copt
724,lecker::A,okúsen,gustos
725,süß::A,sládek,dulce
726,bitter::A,grenák,amar
727,sauer::A,kísel,acru
728,hell::A,svetèl,clar
729,hell::A,svetèl,luminos
730,dunkel::A,temèn,obscur
731,dunkel::A,temèn,întunecos
732,schwarz::A,čŕn,negru
733,weiß::A,bél,alb
734,rot::A,rdèč,roșu
735,gelb::A,žólt,galben
736,gelb::A,rumèn,galben
737,blau::A,móder,albastru
738,grün::A,zelèn,verde
739,grau::A,sív,gri
740,grau::A,sív,cenușiu
741,bunt::A,písan,colorat
742,billig::A,pocéni,ieftin
743,teuer::A,drág,scump
744,wertvoll::A,dragocén,prețios
745,blind::A,slép,orb
746,taub::A,glúh,surd
747,kräftig::A,močán,tare
748,kräftig::A,močán,forte
749,kräftig::A,močán,robust
750,stark::A,ják,viguros
751,stark::A,ják,puternic
752,schwach::A,šíbek,slab
753,schwach::A,šíbek,debil
754,fett::A,dêbel,gras
755,schlank::A,vítek,zvelt
756,hübsch::A,lép,drăguț
757,böse::A,zèl,rău
758,böse::A,zèl,răutăcios
759,böse::A,hudôben,rău
760,böse::A,hudôben,răutăcios
761,dumm::A,glúp,nerod
762,dumm::A,glúp,tâmpit
763,dumm::A,bédast,nerod
764,dumm::A,bédast,tâmpit
765,faul::A,lén,leneș
766,fleißig::A,marljív,harnic
767,fleißig::A,marljív,sârguincios
768,geizig::A,škŕt,calic
769,geizig::A,škŕt,zgârcit
770,klug::A,pámeten,isteț
771,klug::A,pámeten,deștept
772,geschickt::A,spréten,dibaci
773,lieb::A,míl,drag
774,lieb::A,míl,iubit
775,lieb::A,ljúb,drag
776,lieb::A,ljúb,iubit
777,lustig::A,vesél,vesel
778,sanft::A,láhek,blând
779,sanft::A,láhek,blajin
780,hungrig::A,láčen,flămând
781,krank::A,bolán,bolnav
782,nackt::A,nág,gol
783,traurig::A,túžen,trist
784,traurig::A,túžen,mâhnit
785,lebendig::A,žív,viu
786,gut::A,dóber,bun
787,schlecht::A,malopríden,rău
788,schlecht::A,malopríden,prost
789,richtig::A,pravílen,drept
790,richtig::A,pravílen,corect
791,schlimm::A,húd,rău
792,wahr::A,resníčen,adevărat
793,alt::A,stàr,uzat
794,alt::A,stàr,vechi
795,neu::A,nòv,nou
796,ehemalig::A,nekdánji,fost
797,ehemalig::A,nekdánji,anterior
798,alt[Lebewesen]::A,stàr,bătrîn
799,jung::A,mlád,tânăr
800,arm::A,ubóg,sărac
801,arm::A,ubóg,sărman
802,arm::A,réven,sărac
803,arm::A,réven,sărman
804,reich::A,bogàt,avut
805,reich::A,bogàt,bogat
806,bekannt::A,znán,cunoscut
807,berühmt::A,sláven,renumit
808,berühmt::A,znamenít,renumit
809,fremd::A,túj,străin
810,verschieden::A,razlíčen,diferit
811,verschieden::A,razlíčen,deosebit
812,nah::A,blížnji,apropiat
813,fern::A,dáleč,departe
814,linker::A,lévi,stâng
815,rechter::A,désni,drept
816,anderer::A,drúgi,alt
817,erster::A,pŕvi,prim
818,zweiter::A,drúgi,al doilea
819,dritter::A,trétji,treilea
820,letzter::A,poslédnji,final
821,allein::ADV,sám,singur
822,auf einmal::ADV,obênem,dintrodată
823,zusammen::ADV,skúpaj,împreună
824,lange::ADV,dólgo,îndelung
825,lange::ADV,dólgo,mult timp
826,plötzlich::ADV,náglo,deodată
827,plötzlich::ADV,náglo,pe neașteptate
828,plötzlich::ADV,nenádoma,deodată
