,Concept_ID,ba,be
176,Kranich::N,торна,журавель
177,Krähe::N,ҡарға,варона
178,Kuckuck::N,кәкүк,зязюля
179,Schwan::N,аҡҡош,лебедзь
180,Fisch::N,балыҡ,рыба
181,Barsch::N,алабуға,акунь
182,Hecht::N,суртан,шчупак
183,Schlange[Tier]::N,йылан,змяя
184,Wurm::N,селяүсен,чарвяк
185,Spinne::N,үрмәксе,павук
186,Ameise::N,ҡырмыҫҡа,мурашка
187,Laus::N,бет,вош
188,Mücke::N,серәкәй,камар
189,Fliege::N,себен,муха
190,Schmetterling::N,күбәләк,матыль
191,Beere::N,еләк,ягада
192,Apfel::N,алма,яблык
193,Pilz::N,бәшмәк,грыб
194,Zwiebel::N,һуган,цыбуля
195,Saat::N,орлоҡ,семя
196,Korn::N,иген,зерне
197,Heu::N,бесән,сена
198,Schale::N,ҡабыҡ,шалупінне
199,Grube::N,соҡор,яма
200,Falle::N,тоҙак,пастка
201,Falle::N,ҡапҡан,пастка
202,Schlinge::N,тоҙак,сіло
203,Spur::N,әҫер,след
204,Asche::N,көл,попел
205,Dreck::N,батҡаҡ,бруд
206,Eisen::N,тимер,жалеза
207,Gold::N,алтын,золата
208,Silber::N,көмөш,сребра
209,Kohle::N,күмер,вугаль
210,Glas::N,быяла,шкло
211,Lehm::N,балсыҡ,гліна
212,Sand::N,ҡом,пясок
213,Mensch::N,кеше,чалавек
214,Mann::N,ир,мужчына
215,Frau::N,ҡатын,жанчына
216,Kind::N,бала,дзіця
217,Junge::N,малай,хлопчык
218,Mädchen::N,ҡыҙ,дзяўчынка
219,Mädchen::N,ҡыҙыҡай,дзяўчынка
220,Familie::N,ғаилә,сямʼя
221,Großvater::N,олатай,дзядуля
222,Großmutter::N,әбәй,бабуля
223,Eltern::N,ата-әсә,бацькі
224,Vater::N,атай,бацька
225,Mutter::N,әсә,маці
226,Sohn::N,ул,сын
227,Tochter::N,ҡыҙ,дачка
228,Bruder::N,агай,брат
229,Schwester::N,алай,сястра
230,Schwester::N,һеңле,сястра
231,Onkel::N,ағай,дзядзька
232,Tante::N,апай,цётка
233,Ehemann::N,ир,муж
234,Ehefrau::N,ҡатын,жонка
235,Freude::N,шатлыҡ,радасць
236,Freude::N,ҡыуаныс,радасць
237,Gelächter::N,көлөү,смех
238,Glück::N,бәхет,шчасце
239,Kummer::N,ҡайғы,гора
240,Wunsch::N,теләк,жаданне
241,Lust::N,әүәҫлек,цяга
242,Geist::N,аң,дух
243,Geist::N,рух,дух
244,Gedanke::N,уй,думка
245,Gedanke::N,фекер,думка
246,Gedächtnis::N,хәтер,памяць
247,Verstand::N,аҡыл,розум
248,Sinn::N,мәғәня,сэнс
249,Grund::N,сәбәп,зачэпка
250,Wahrheit::N,дөрөҫлөк,праўда
251,Gespräch::N,әңгәмә,размова
252,Märchen::N,әкиәт,казка
253,Erzählung::N,хикәйә,расказ
254,Erzählung::N,хикәйә,апавяданне
255,Nachricht::N,хәбәр,вестка
256,Nachricht::N,хәбәр,паведамленне
257,Neuigkeit::N,яңылыҡ,навіна
258,Name::N,исем,імя
259,Rätsel::N,йомаҡ,загадка
260,Rede::N,телмәр,прамова
261,Sprache::N,тел,мова
262,Sprache::N,телмәр,мова
263,Stimme::N,тауыш,голас
264,Wort::N,һүҙ,слова
265,Zeichen::N,билдә,знак
266,Ruf::N,саҡырыу,кліч
267,Lärm::N,шаулау,шум
268,Laut::N,тауыш,гук
269,Ton::N,яңғырау,гучанне
270,Lied::N,йыр,песня
271,Ruhe::N,ял,спакой
272,Ruhe::N,тыныслыҡ,спакой
273,Leute::N,кешеләр,людзі
274,Volk::N,халҡ,народ
275,Arbeit::N,эш,праца
276,Arbeit::N,эш,работа
277,Gast::N,ҡунаҡ,госць
278,Geschenk::N,бүләк,падарунак
279,Spiel::N,уйын,гульня
280,Gesellschaft::N,йәмғиәт,таварыства
281,Hilfe::N,ярҙам,дапамога
282,Freund::N,дуҫ,друг
283,Freund::N,дуҫ,сябар
284,Kamerad::N,иптәш,прыяцель
285,Angelegenheit::N,әш,справа
286,Anzahl::N,һан,колькасць
287,Art::N,төр,від
288,Stück::N,киҫәк,кусок
289,Stück::N,киҫәк,кавалак
290,Teil::N,өлөш,частка
291,Hälfte::N,ярты,палова
292,Hälfte::N,ярты,палавіна
293,Kreis::N,түңәрәк,круг
294,Kreuz::N,тәре,крыж
295,Linie::N,һыҙыҡ,лінія
296,Strich::N,һыҙат,рыса
297,Abstand::N,ара,прамежак
298,Entfernung::N,алыҫлыҡ,адлегласць
299,Gegend::N,урын,мясцовасць
300,Platz::N,арауыҡ,месца
301,Ort::N,ерҙәр,месца
302,Ort::N,урындар,месца
303,Ort::N,эш урыны,месца
304,Seite::N,яҡ,бок
305,Mitte::N,урталыҡ,сярэдзіна
306,Gegenstand::N,нәмә,прадмет
307,Sache::N,нәмә,рэч
308,Sache::N,әйбер,рэч
309,Rand::N,сит,край
310,Kante::N,ҡабырға,руб
311,Kante::N,ҡабырға,кант
312,Kante::N,ян,руб
313,Kante::N,ян,кант
314,Ecke::N,мөйөш,вугал
315,Spitze::N,ос,кончык
316,Ende::N,аҙаҡ,канец
317,Loch::N,тишек,дзірка
318,Winkel::N,мөйөш,вугал
319,Muster::N,биҙәк,узор
320,Größe::N,ҙурлыҡ,памер
321,Länge::N,оҙонлоҡ,даўжыня
322,Höhe::N,бейеклек,вышыня
323,Gewicht::N,үлсәү,вага
324,Menge::N,һан,колькасць
325,Haufen::N,өйөм,куча
326,Reihe::N,рәт,рад
327,Boot::N,кәмә,лодка
328,Ruder::N,ишкәк,вясло
329,Schlitten::N,сана,сані
330,Ski::N,саңгы,лыжа
331,Lagerfeuer::N,костер,вогнішча
332,Last::N,ауырлыҡ,цяжар
333,Gang::N,барыу,ход
334,Schritt::N,аҙым,шаг
335,Schritt::N,аҙым,крок
336,Norden::N,төньяҡ,поўнач
337,Süden::N,көньяҡ,поўдзень
338,Westen::N,көнбайыш,захад
339,Osten::N,көнсығыш,усход
340,Holz::N,үағас,дрэва
341,Holz::N,үағас,драўніна
342,Brett::N,таҡта,дошка
343,Platte::N,плита,пліта
344,Stütze::N,терәк,падпорка
345,Stange::N,кәртә,жэрдка
346,Stock::N,таяҡ,палка
347,Stab::N,ҡолға,шост
348,Rohr::N,торба,труба
349,Haus::N,өй,дом
350,Haus::N,йорт,дом
351,Heim::N,өй,дом
352,Heim::N,өй,хата
353,Ofen::N,мейес,печ
354,Fußboden::N,енес,падлога
355,Tisch::N,өҫтәл,стол
356,Stuhl::N,ултырғыс,стул
357,Stuhl::N,ултырғыс,крэсла
358,Wiege::N,бишек,калыска
359,Bett::N,карауат,ложак
360,Bett::N,карауат,пасцель
361,Regal::N,кәштә,паліца
362,Kiste::N,йәшинк,скрынка
363,Fenster::N,тәҙрә,акно
364,Tür::N,ишек,дзверы
365,Tor::N,ҡапҡа,вароты
366,Zaun::N,ҡойма,агароджа
367,Dach::N,түбә,дах
368,Dach::N,ҡыйыҡ,дах
369,Leiter::N,баҫҡыс,лесвіца
370,Besen::N,һепертке,мятла
371,Spaten::N,көрәк,лапата
372,Spaten::N,көрәк,жалязняк
373,Schaufel::N,көрәк,шуфлік
374,Schaufel::N,көрәк,лапатка
375,Gabel::N,сәнске,відэлец
376,Löffel::N,ҡалаҡ,лыжка
377,Messer::N,бысаҡ,нож
378,Nagel::N,сөй,цвік
379,Netz::N,ау,сетка
380,Haken::N,ыргаҡ,крук
381,Griff::N,тотҡа,ручка
382,Schloss::N,йоҙаҡ,замок
383,Bild::N,картина,карціна
384,Figur::N,һын,фігура
385,Puppe::N,ҡурсаҡ,лялька
386,Beutel::N,тоҡ,мяшок
387,Bündel::N,төргәк,вязка
388,Tasche::N,сумка,торба
389,Eimer::N,биҙрә,вядро
390,Deckel::N,ҡапҡас,накрыўка
391,Geschirr::N,һауыт-һаба,пасуда
392,Sack::N,тоҡ,мех
393,Tasse::N,сынаяҡ,кубак
394,Topf::N,кәстрүл,каструля
395,Kessel::N,ҡаҙан,кацёл
396,Essen::N,ашау,ежа
397,Nahrung::N,аҙыҡ,харч
398,Speise::N,аш,страва
399,Fleisch::N,ит,мяса
400,Getreide::N,иген,збожжа
401,Getreide::N,ашлыҡ,збожжа
402,Brei::N,бутҡа,каша
403,Brot::N,икмәк,хлеб
404,Scheibe::N,телем,луста
405,Scheibe::N,телем,скібка
406,Fett::N,май,тлушч
407,Butter::N,май,масла
408,Öl::N,май буяуы,алей
409,Salz::N,тоҙ,соль
410,Suppe::N,һурпа,суп
411,Honig::N,бал,мёд
412,Milch::N,һөт,малако
413,Tee::N,сәй,чай
414,Tee::N,сәй,гарбата
415,Leder::N,күн,скура
416,Wolle::N,йөн,воўна
417,Stoff::N,туҡыма,тканіна
418,Nadel::N,энә,іголка
419,Faden::N,еп,нітка
420,Knopf::N,төймә,гузік
421,Knoten::N,төйөн,вузел
422,Farbe::N,буяу,фарба
423,Kleidung::N,кейем,адзенне
424,Hemd::N,күлдәк,кашуля
425,Kragen::N,яға,каўнер
426,Ärmel::N,ең,рукаў
427,Hose::N,салбар,штаны
428,Gürtel::N,ҡайыш,пояс
429,Mütze::N,бүрк,шапка
430,Schuh::N,туфли,чаравік
431,Stiefel::N,итек,бот
432,Ring::N,йөҙөк,кольца
433,Ring::N,балдаҡ,кольца
434,Band::N,таҫма,стужка
435,Kamm::N,тараҡ,расчоска
436,Spiegel::N,көзгө,люстра
437,Riemen::N,ҡайыш,рэмень
438,Schnur::N,бау,вяроўка
439,Leine::N,бау,павадок
440,Decke::N,одеяд,коўдра
441,Kissen::N,мендәр,падушка
442,Tuch::N,яулыҡ,хустка
443,Handtuch::N,таҫтамал,ручнік
444,Kraft::N,көс,сіла
445,Stärke::N,көс,моц
446,Gesundheit::N,һаулыҡ,здароўе
447,Krankheit::N,сир,хвароба
448,Krankheit::N,ауырыу,хвароба
449,Schmerz::N,һыҙлау,боль
450,Schmerz::N,әрнеү,боль
451,Wunde::N,йәрәхәт,рана
452,Fieber::N,тапма,гарачка
453,Fieber::N,тапма,ліхаманка
454,Fieber::N,биҙгәк,гарачка
455,Fieber::N,биҙгәк,ліхаманка
456,Arznei::N,дарыу,лекі
457,Brücke::N,күпер,мост
458,Brunnen::N,ҡоҙоҡ,калодзеж
459,Weide::N,көтөүлек,паша
460,Pfad::N,һуҡмаҡ,сцежка
461,Weg::N,юл,шлях
462,Weg::N,юл,дарога
463,Straße::N,урам,вуліца
464,Dorf::N,ауыл,вёска
465,Stadt::N,ҡала,горад
466,Brief::N,хат,ліст
467,Brief::N,хат,пісьмо
468,Buch::N,китап,кніга
469,Buch::N,кенәгә,кніга
470,Buchstabe::N,хәреф,літара
471,Zeitung::N,гәзит,газета
472,Leben::N,йәшәү,жыццё
473,Tod::N,үлем,смерць
474,Grab::N,ҡәбер,магіла
475,Kirche::N,сиркәү,касцёл
476,Kirche::N,сиркәү,царква
477,Sünde::N,гөнаһ,грэх
478,Gott::N,алла,бог
479,Gott::N,хоҙай,бог
480,Arbeiter::N,эшсе,рабочы
481,Chef::N,башлыҡ,начальнік
482,Meister::N,оҫта,майстар
483,Arzt::N,врач,урач
484,Lehrer::N,уҡытыусы,настаўнік
485,Geld::N,аҡса,грошы
486,Geschäft::N,эш,заняцце
487,Laden::N,магазин,крама
488,Laden::N,магазин,магазін
489,Preis::N,хаҡ,цана
490,Ware::N,тауар,тавар
491,Nutzen::N,файҙа,выгада
492,Reichtum::N,байлыҡ,багацце
493,Welt::N,донъя,свет
494,Land::N,ил,краіна
495,Staat::N,дәүләт,дзяржава
496,König::N,король,кароль
497,Macht::N,власть,улада
498,Grenze::N,сик,граніца
499,Krieg::N,һуғыш,вайна
500,Feind::N,йылан,вораг
501,Gewalt::N,көслөк,насілле
502,Kampf::N,көрәш,барацьба
503,Bogen[Waffe]::N,йәйә,лук
504,Pfeil::N,уҡ,страла
505,Gewehr::N,мылтыҡ,ружжо
506,Fehler::N,хата,памылка
507,Lüge::N,ялған,хлусня
508,Schaden::N,зыян,шкода
509,Schaden::N,зарар,шкода
510,Unglück::N,ҡаза,ліха
511,Unglück::N,ҡаза,бядота
512,Schuld::N,ғәйеп,віна
513,Alter::N,йәш,узрост
514,Schluss::N,һуң,канец
515,Schluss::N,аҙаҡ,канец
516,Zeit::N,мәл,час
517,Zeit::N,заман,час
518,Tag::N,көн,дзень
519,Morgen::N,иртә,ранак
520,Morgen::N,иртә,раніца
521,Morgen::N,иртәнсәк,ранак
522,Morgen::N,иртәнсәк,раніца
523,Mittag::N,төш,паўдня
524,Mittag::N,төш,поўдзень
525,Abend::N,кис,вечар
526,Nacht::N,төн,ноч
527,Woche::N,аҙна,тыдзень
528,Monat::N,ай,месяц
529,Jahr::N,йыл,год
530,Frühling::N,яҙ,вясна
531,Sommer::N,йәй,лета
532,Herbst::N,көз,восень
533,Winter::N,ҡыш,зіма
534,Januar::N,ғинуар,студзень
535,Februar::N,февраль,люты
536,März::N,март,сакавік
537,April::N,апрель,красавік
538,Mai::N,май,май
539,Mai::N,май,травень
540,Juni::N,июнь,чэрвень
541,Juli::N,июль,ліпень
542,August::N,август,жнівень
543,September::N,сентябрь,верасень
544,Oktober::N,октябрь,кастрычнік
545,November::N,ноябрь,лістапад
546,Dezember::N,декабрь,снежань
547,Montag::N,дүшәмбе,панядзелак
548,Dienstag::N,шишәмбе,аўторак
549,Mittwoch::N,шаршамбы,серада
550,Donnerstag::N,кесаҙна,чацвер
551,Freitag::N,йома,пятніца
552,Samstag::N,шәмбе,субота
553,Sonntag::N,йәкшәмбе,нядзеля
554,groß::A,ҙур,вялікі
555,klein::A,бәләкәс,маленькі
556,lang::A,оҙон,доўгі
557,kurz::A,ҡыҫҡа,кароткі
558,breit::A,киң,шырокі
559,schmal::A,тар,вузкі
560,dicht::A,йыш,густы
561,dicht::A,ҡуйы,густы
562,dick[Gegenstand]::A,ҡалын,тоўсты
563,dünn::A,йоҡа,тонкі
564,dünn::A,нәҙек,тонкі
565,fein::A,нескә,тонкі
566,fest::A,ныҡ,моцны
567,flach::A,яҫы,плоскі
568,flach::A,ялпаҡ,плоскі
569,glatt::A,шыма,гладкі
570,hart::A,ҡаты,цвёрды
571,weich::A,йомшаҡ,мяккі
572,rund::A,түңәрәк,круглы
573,spitz::A,осло түбәле,спічасты
574,spitz::A,осло түбәле,востраканцовы
575,scharf::A,үткер,востры
576,stumpf::A,утмәҫ,тупы
577,schwer::A,ауыр,цяжкі
578,schön::A,матур,прыгожы
579,heiß::A,эҫе,гарачы
580,warm::A,йылы,цёплы
581,kalt::A,һыуыҡ,холадны
582,kühl::A,һалҡынса,халаднаваты
583,frisch::A,һалҡынса,свежы
584,feucht::A,еүеш,вільготны
585,feucht::A,дымлы,вільготны
586,nass::A,еүеш,мокры
587,trocken::A,кипкән,сухі
588,voll::A,тулы,поўны
589,leer::A,буш,пусты
590,offen::A,асыҡ,адкрыты
591,offen::A,асыҡ,адчынены
592,geschlossen::A,ябыҡ,закрыты
593,geschlossen::A,ябыҡ,зачынены
594,sauber::A,таҙа,чысты
595,schmutzig::A,бысраҡ,брудны
596,roh::A,сей,сыры
597,reif::A,өлгөрғән,спелы
598,lecker::A,тәмле,смачны
599,süß::A,тямле,салодкі
600,süß::A,тәм-том,салодкі
601,bitter::A,әсе,горкі
602,sauer::A,әсе,кіслы
603,hell::A,яҡты,светлы
604,dunkel::A,ҡараңғы,цёмны
605,schwarz::A,ҡара,чорны
606,weiß::A,аҡ,белы
607,rot::A,матур,чырвоны
608,rot::A,һылыу,чырвоны
609,rot::A,сибәр,чырвоны
610,gelb::A,һары,жоўты
611,blau::A,күк,сіні
612,grün::A,йәшел,зялёны
613,grau::A,буҙ,шэры
614,bunt::A,сыбар,пяресты
615,bunt::A,ала-ҡола,пяресты
616,billig::A,арзан,танны
617,teuer::A,ҡыйбатлы,дарагі
618,wertvoll::A,ҡиммәтле,цэнны
619,wertvoll::A,ҡиммәтле,каштоўны
620,blind::A,һуҡыр,сляпы
621,taub::A,һаңғырау,глухі
622,kräftig::A,көслө,магутны
623,kräftig::A,ҡеүәтле,магутны
624,stark::A,көслө,сільны
625,stark::A,ҡеүәтле,сільны
626,schwach::A,көсһөҙ,слабы
627,fett::A,һимеҙ,тлусты
628,schlank::A,зифа,стройны
629,hübsch::A,матур,чароўны
630,böse::A,асыулы,злы
631,dumm::A,иҫәр,дурны
632,faul::A,иренсәк,лянівы
633,fleißig::A,тырыш,руплівы
634,geizig::A,һаран,прагны
635,klug::A,аҡыллы,разумны
636,geschickt::A,оҫта,умелы
637,lieb::A,яғымлы,мілы
638,lustig::A,күңелле,вясёлы
639,sanft::A,йыуаш,ласкавы
640,hungrig::A,ас,галодны
641,krank::A,сирле,хворы
642,krank::A,ауырыу,хворы
643,nackt::A,яланғас,голы
644,traurig::A,яманһыу,сумны
645,lebendig::A,тере,жывы
646,lebendig::A,йәнле,жывы
647,gut::A,яҡшы,добры
648,schlecht::A,хөрт,кепскі
649,schlecht::A,алама,кепскі
650,richtig::A,дөрөҫ,правільны
651,schlimm::A,хөрт,агідны
652,schlimm::A,алама,агідны
653,wahr::A,дөрөҫ,сапраўдны
654,alt::A,иҫке,стары
655,alt::A,боронғо,стары
656,neu::A,яңы,новы
657,ehemalig::A,элекке,былы
658,alt[Lebewesen]::A,ҡарт,стары
659,jung::A,йәш,малады
660,arm::A,фәҡир,бедны
661,reich::A,бай,багаты
662,bekannt::A,таныш,знаёмы
663,berühmt::A,атаҡлы,славуты
664,berühmt::A,данлыҡлы,славуты
665,fremd::A,ят,чужы
666,fremd::A,сит,чужы
667,verschieden::A,төрлө,розны
668,nah::A,яҡын,блізкі
669,fern::A,алыҫ,далёкі
670,fern::A,йыраҡ,далёкі
671,linker::A,һул,левы
672,rechter::A,уң,правы
673,anderer::A,бутән,іншы
674,anderer::A,бутән,другі
675,erster::A,тәүге,першы
676,zweiter::A,икенсе,другі
677,dritter::A,өсөнсө,трэці
678,letzter::A,һуңғы,апошні
679,allein::ADV,бер үҙе,сам
680,allein::ADV,бер үҙе,адзін
681,allein::ADV,яңғыҙ,сам
682,allein::ADV,яңғыҙ,адзін
683,auf einmal::ADV,бер юлы,адразу
684,zusammen::ADV,бергә,разам
685,lange::ADV,оҙаҡ,доўга
686,plötzlich::ADV,ҡапыл,раптам
687,sofort::ADV,шунда уҡ,зараз
688,später::ADV,һуңыраҡ,пазней
689,jetzt::ADV,хәҙер,цяпер
690,heute::ADV,бөгөн,сёння
691,morgen::ADV,иртәгә,заўтра
692,bald::ADV,тиҙҙән,хутка
693,bald::ADV,тиҙҙән,неўзабаве
694,dann::ADV,һуңынан,потым
695,gestern::ADV,кисә,учора
696,einst::ADV,ҡасандыр,аднойчы
697,einst::ADV,бер баҡыт,аднойчы
698,damals::ADV,ул саҡта,тады
699,danach::ADV,һуңынан,затым
700,vorher::ADV,элек,раней
701,zuerst::ADV,башта,спярша
702,zuerst::ADV,башта,спачатку
703,einmal::ADV,бер,адзін раз
704,manchmal::ADV,ҡайһы берҙә,часам
705,oft::ADV,йыш,часта
706,immer::ADV,һәр ҡасан,заўсёды
707,niemals::ADV,бер ҡасан да,ніколі
708,niemals::ADV,бер ваҡытта ла,ніколі
709,hier::ADV,бында,тут
710,hierhin::ADV,бында,сюды
711,von hier::ADV,бынан,адсюль
712,von hier::ADV,бынан,адгэтуль
713,von hier::ADV,ошонан,адсюль
714,von hier::ADV,ошонан,адгэтуль
715,dort::ADV,шунда,там
716,dort::ADV,тегендә,там
717,dorthin::ADV,шунда,туды
718,dorthin::ADV,тегеләй,туды
719,geradeaus::ADV,тура,прама
720,vorwärts::ADV,алға,наперад
721,rückwärts::ADV,кирегә,назад
722,zurück::ADV,кирегә,назад
723,unten::ADV,түбәндә,унізе
724,hinab::ADV,түбәнгә,уніз
725,oben::ADV,юғарыла,угары
726,oben::ADV,юғарыла,наверсе
727,hinauf::ADV,юғарыға,угару
728,überall::ADV,бөтә урында,усюды
729,nicht::ADV,тугел,не
730,ein wenig::ADV,аҙ,трошкі
731,kaum::ADV,көскә,ледзьве
732,kaum::ADV,саҡ-саҡ,ледзьве
733,sehr::ADV,ифат,вельмі
734,so::ADV,шулай,так
735,noch::ADV,йәнә,яшчэ
736,nur::ADV,бары,толькі
737,schon::ADV,инде,ужо
738,wieder::ADV,тағы,зноў
739,vergebens::ADV,бушҡа,дарма
740,vergebens::ADV,бушҡа,дарэмна
741,vor::PRP,алдында,перад
742,hinter::PRP,артында,за
743,hinter::PRP,артында,ззаду
744,unter::PRP,аҫтында,пад
745,durch::PRP,үтә,праз
746,neben::PRP,эргәһендә,каля
747,zwischen::PRP,араһында,між
748,zwischen::PRP,араһында,паміж
749,wegen::PRP,өсөн,з-за
750,wegen::PRP,сәбәпле,з-за
751,dies::PRN,был,гэта
752,dies::PRN,ошо,гэта
753,das::PRN,ул,тое
754,alles::PRN,бөтә,усё
755,ich::PRN,мин,я
756,du::PRN,һин,ты
757,er::PRN,ул,ён
758,wir::PRN,беҙ,мы
759,ihr::PRN,һеҙ,вы
760,sie::PRN,улар,яны
761,was::FPRN,ә,што
762,was::FPRN,ни,што
763,was::FPRN,нәмә,што
764,wer::FPRN,ҡем,хто
765,wo::FADV,ҡайҙа,дзе
766,wohin::FADV,ҡайҙа,куды
767,wie::FADV,инидәй,як
