,Concept_ID,pl,ga
815,plötzlich::ADV,nagle,i dtobainne
816,sofort::ADV,natychmiast,ar an toirt
817,sofort::ADV,natychmiast,ar an bpointe
818,später::ADV,później,níos déanaí
819,jetzt::ADV,teraz,anois
820,jetzt::ADV,obecnie,anois
821,heute::ADV,dziś,inniu
822,heute::ADV,dzisiaj,inniu
823,morgen::ADV,jutro,amárach
824,bald::ADV,wkrótce,go luath
825,bald::ADV,wkrótce,gan mhoill
826,dann::ADV,potem,ansin
827,gestern::ADV,wczoraj,inné
828,einst::ADV,kiedyś,tráth
829,einst::ADV,kiedyś,uair amháin
830,einst::ADV,niegdyś,tráth
831,einst::ADV,niegdyś,uair amháin
832,damals::ADV,wtedy,ag an am
833,damals::ADV,wtedy,an t-am sin
834,damals::ADV,wówczas,ag an am
835,damals::ADV,wówczas,an t-am sin
836,danach::ADV,następnie,ina dhiaidh sin
837,vorher::ADV,przedtem,cheana
838,vorher::ADV,przedtem,roimhe sin
839,zuerst::ADV,naprzód,ar dtús
840,zuerst::ADV,najpierw,ar dtús
841,einmal::ADV,raz,uair amháin
842,manchmal::ADV,czasem,uaireanta
843,oft::ADV,często,minic
844,immer::ADV,zawsze,i gcónaí
845,niemals::ADV,nigdy,riamh
846,hier::ADV,tu,anseo
847,hier::ADV,tutaj,anseo
848,hierhin::ADV,tu,anseo
849,von hier::ADV,stąd,an áit seo
850,dort::ADV,tam,ann
851,dort::ADV,tam,ansin
852,dorthin::ADV,tam,ann
853,dorthin::ADV,tam,ansin
854,geradeaus::ADV,prosto,ar aghaidh
855,vorwärts::ADV,naprzód,
856,rückwärts::ADV,wstecz,siar
857,zurück::ADV,z powrotem,ar ais
858,unten::ADV,u dołu,thíos
859,unten::ADV,na dole,thíos
860,hinab::ADV,na_dół,síos
861,hinab::ADV,w_dół,síos
862,oben::ADV,w górze,thuas
863,oben::ADV,na górze,thuas
864,hinauf::ADV,w górę,suas
865,hinauf::ADV,na górę,suas
866,überall::ADV,wszędzie,i ngach áit
867,überall::ADV,wszędzie,ar fud na háite
868,nicht::ADV,nie,ní
869,nicht::ADV,nie,cha
870,ein wenig::ADV,trochę,beagán
871,kaum::ADV,ledwie,ar éigean
872,kaum::ADV,prawie nie,ar éigean
873,sehr::ADV,bardzo,an-
874,so::ADV,tak,chomh
875,so::ADV,tak,mar sin
876,noch::ADV,jeszcze,fós
877,noch::ADV,jeszcze,go fóill
878,nur::ADV,tylko,amháin
879,nur::ADV,tylko,níl ach
880,schon::ADV,już,cheana
881,schon::ADV,już,cheana féin
882,wieder::ADV,znów,arís
883,wieder::ADV,znów,athuair
884,wieder::ADV,znowu,arís
885,wieder::ADV,znowu,athuair
886,vergebens::ADV,na próżno,amú
887,vergebens::ADV,na próżno,in aisce
888,vor::PRP,przed,ar thosach
889,hinter::PRP,za,laistiar de
890,hinter::PRP,za,taobh thiar de
891,unter::PRP,pod,faoi
892,durch::PRP,przez,trí
893,neben::PRP,obok,taobh le
894,neben::PRP,obok,in aice le
895,zwischen::PRP,między,idir
896,wegen::PRP,z powodu,de bharr
897,wegen::PRP,z powodu,mar gheall ar
898,dies::PRN,to,seo
899,das::PRN,to,sin
900,alles::PRN,wszystko,gach rud
901,ich::PRN,ja,mé
902,ich::PRN,ja,mise
903,du::PRN,ty,tú
904,du::PRN,ty,tusa
905,er::PRN,on,sé
906,er::PRN,on,seisean
907,wir::PRN,my,sinn
908,ihr::PRN,wy,sibh
909,ihr::PRN,wy,sibhse
910,sie::PRN,oni,siad
911,sie::PRN,oni,siadsan
912,was::FPRN,co,cad
913,was::FPRN,co,céard
914,wer::FPRN,kto,cé
915,wo::FADV,gdzie,cá
916,wo::FADV,gdzie,cén áit
917,wohin::FADV,dokąd,cá
918,wohin::FADV,dokąd,cén áit
919,wie::FADV,jak,conas
920,wie::FADV,jak,cén chaoi
921,warum::FADV,dlaczego,cén fáth
922,warum::FADV,dlaczego,cad chuige
923,wieviel::FNUM,ile,cá mhéad
924,eins::NUM,jeden,aon
925,zwei::NUM,dwa,dhá
926,drei::NUM,trzy,trí
927,vier::NUM,cztery,ceathair
928,fünf::NUM,pięć,cúig
929,sechs::NUM,sześć,sé
930,sieben::NUM,siedem,seacht
931,acht::NUM,osiem,ocht
932,neun::NUM,dziewięć,naoi
933,zehn::NUM,dziesięć,deich
934,elf::NUM,jedenaście,aon déag
935,zwölf::NUM,dwanaście,dó dhéag
936,zwanzig::NUM,dwadzieścia,fiche
937,dreißig::NUM,trzydzieści,tríocha
938,vierzig::NUM,czterdzieści,daichead
939,vierzig::NUM,czterdzieści,ceathracha
940,fünfzig::NUM,pięćdziesiąt,caoga
941,sechzig::NUM,sześćdziesiąt,seasca
942,siebzig::NUM,siedemdziesiąt,seachtó
943,achtzig::NUM,osiemdziesiąt,ochtó
944,neunzig::NUM,dziewięćdziesiąt,nócha
945,hundert::NUM,sto,céad
946,tausend::NUM,tysiąc,míle
947,und::CNJ,i,agus
948,oder::CNJ,lub,nó
949,oder::CNJ,albo,nó
950,stehen::V,stać,seas
951,sitzen::V,siedzieć,suigh
952,liegen::V,leżeć,luigh
953,hängen::V,wisieć,tá crochta
954,werden::V,zostać,éirigh
955,werden::V,stać się,éirigh
956,passieren::V,dziać się,tarlaigh
957,passieren::V,zdarzyć się,tarlaigh
958,beginnen::V,zacząć się,tosaigh
959,enden::V,kończyć się,críochnaigh
960,wechseln::V,zmienić się,athraigh
961,aufgehen[Sonne]::V,wzejść,éirigh
962,untergehen[Sonne]::V,zajść,fuin
963,untergehen[Sonne]::V,zajść,téigh faoi
964,scheinen[Sonne]::V,świecić,taitin
965,scheinen[Sonne]::V,świecić,soilsigh
966,donnern::V,grzmieć,tá toirneach ann
967,wehen::V,wiać,séid
968,strömen::V,płynąć,sil
969,strömen::V,lać się,sil
970,fließen::V,ciec,rith
971,fließen::V,ciec,snigh
972,fließen::V,płynąć,rith
973,fließen::V,płynąć,snigh
974,sich drehen::V,obracać się,cas
975,sich drehen::V,obracać się,imrothlaigh
976,schwanken::V,chwiać się,luasc
977,schwingen::V,wahać się,luasc
978,fallen::V,padać,tit
979,brennen::V,palić się,dóigh
980,rauchen::V,dymić,plúch toite
981,rauchen::V,dymić się,plúch toite
982,regnen::V,padać,báistigh
983,regnen::V,padać,tá ag cur báistí
984,gefrieren::V,zamarznąć,sioc
985,gefrieren::V,zamarznąć,reoigh
986,tauen::V,tajać,leáigh
987,tauen::V,tajać,coscair
988,schmelzen::V,topnieć,leáigh
989,trocknen::V,schnąć,triomaigh
990,sieden::V,wrzeć,fiuch
991,sieden::V,wrzeć,beirigh
992,sieden::V,kipieć,fiuch
993,sieden::V,kipieć,beirigh
994,faulen::V,gnić,lobh
995,faulen::V,gnić,dreoigh
996,verfaulen::V,zgnić,lobh
997,verfaulen::V,zgnić,feoigh
998,reißen::V,urywać się,bris
999,versinken::V,tonąć,téigh síos
1000,vergehen::V,przechodzić,téigh thart
1001,erscheinen::V,zjawiać się,tar
1002,verschwinden::V,zniknąć,imigh
1003,sinken::V,spadać,tit
1004,sinken::V,spadać,ísligh
1005,abnehmen::V,spadać,maolaigh
1006,abnehmen::V,spadać,laghdaigh
1007,zunehmen::V,wzrosnąć,méadaigh
1008,steigen::V,wzrastać,éirigh
1009,wachsen::V,rosnąć,fás
1010,glänzen::V,błyszczeć,lonraigh
1011,funkeln::V,zabłyszczeć,drithligh
1012,lärmen::V,hałasować,tóg callán
1013,läuten::V,dzwonić,buail
1014,klingeln::V,dzwonić,buail
1015,klirren::V,brzęczeć,cling
1016,brausen::V,huczeć,búir
1017,rauschen::V,szumieć,tá ag siosarnach
1018,rauschen::V,szeleścić,tá ag siosarnach
1019,klingen::V,brzmieć,tá glór ag
1020,klingen::V,dźwięczeć,tá glór ag
1021,bellen::V,szczekać,amhastraigh
1022,heulen::V,wyć,glam
1023,blasen::V,dmuchnąć,séid
1024,pfeifen::V,gwizdać,lig fead
1025,schreien::V,krzyczeć,béic
1026,schreien::V,krzyczeć,glaoigh
1027,stöhnen::V,stękać,lig cnead
1028,zittern::V,drżeć,crith
1029,zittern::V,drżeć,creathnaigh
1030,leben::V,żyć,mair
1031,geboren werden::V,urodzić się,rugadh
1032,atmen::V,oddychać,análaigh
1033,trinken::V,pić,ól
1034,essen::V,jeść,ith
1035,schlucken::V,połknąć,slog
1036,müde werden::V,zmęczyć się,tuirsigh
1037,einschlafen::V,zasnąć,tit ina chodladh
1038,schlafen::V,spać,codail
1039,aufwachen::V,obudzić się,múscail
1040,aufstehen::V,wstać,éirigh
1041,sich erholen::V,wypoczywać,lig scíth
1042,krank werden::V,zachorować,éirigh tinn
1043,krank sein::V,chorować,tá tinn
1044,schmerzen::V,boleć,tá pian i
1045,husten::V,kaszlać,déan casacht
1046,genesen::V,wyzdrowieć,téarnaigh
1047,sterben::V,umrzeć,éag
1048,sterben::V,umrzeć,faigh bás
1049,umkommen::V,zginąć,caill
1050,sich bewegen::V,poruszać się,bog
1051,sich bewegen::V,poruszać się,gluais
1052,sich rühren::V,ruszyć się,corraigh
1053,sich erheben::V,podnieść się,seas suas
1054,sich setzen::V,usiąść,suigh
1055,hinfallen::V,upaść,tit
1056,laufen::V,chodzić,siúil
1057,schreiten::V,kroczyć,siúil
1058,spazierengehen::V,iść na spacer,téigh ag spaisteoireacht
1059,eilen::V,pospieszać,deifrigh
1060,eilen::V,pospieszać,brostaigh
1061,sich beeilen::V,pospieszyć się,deifrigh
1062,sich beeilen::V,pospieszyć się,déan deifir
1063,sausen::V,pędzić,luathaigh
1064,rennen::V,biec,rith
1065,rennen::V,biegać,rith
1066,springen::V,skakać,léim
1067,klettern::V,wspinać się,dreap
1068,schaukeln::V,huśtać,téigh ar an maide corrach
1069,schaukeln::V,kołysać,téigh ar an maide corrach
1070,kriechen::V,pełzać,snámh
1071,kriechen::V,czołgać się,snámh
1072,schwimmen::V,pływać,snámh
1073,tauchen::V,zanurzać się,tum
1074,rudern::V,wiosłować,iomair
1075,rudern::V,wiosłować,rámhaigh
1076,fahren::V,jechać,tiomáin
1077,fliegen::V,latać,eitil
1078,fliegen::V,lecieć,eitil
1079,gehen::V,iść,téigh
1080,weggehen::V,odejść,imigh
1081,abfahren::V,odjechać,imigh
1082,anhalten::V,zatrzymać się,stad
1083,hineingehen::V,wchodzić,téigh isteach
1084,eintreten::V,wejść,téigh isteach
1085,eintreten::V,nastąpić,téigh isteach
1086,kommen::V,przyjść,tar
1087,ankommen::V,przybyć,tar
1088,zurückkommen::V,wrócić,fill
1089,bleiben::V,zostać,fan
1090,warten::V,czekać,fan
1091,erwarten::V,oczekiwać,tá ag súil le
1092,erwarten::V,oczekiwać,tá ag dréim le
1093,suchen::V,szukać,lorg
1094,finden::V,znaleźć,faigh
1095,finden::V,znaleźć,aimsigh
1096,versuchen::V,próbować,triail
1097,vorbereiten::V,przygotować,réitigh
1098,lieben::V,kochać,gráigh
1099,mögen::V,lubić,taitin le
1100,mögen::V,lubić,is maith le
1101,lachen::V,śmiać się,gáir
1102,rühren::V,wzruszyć,téigh i bhfeidhm ar
1103,weinen::V,płakać,goil
1104,weinen::V,płakać,caoin
1105,schimpfen::V,kląć,tá ag clamhsán
1106,sich ärgern::V,gniewać się,tá corraithe
1107,sich fürchten::V,bać się,tá eagla ar
1108,fürchten::V,bać się,tá eagla ar
1109,fliehen::V,uciekać,teith
1110,flüchten::V,uciec,éalaigh
1111,sehen::V,widzieć,feic
1112,sehen::V,zobaczyć,feic
1113,anschauen::V,oglądać,dearc
1114,anschauen::V,oglądać,féach ar
1115,ansehen::V,popatrzeć na,breathnaigh
1116,hören::V,słyszeć,cluin
1117,zuhören::V,słuchać,éist
1118,probieren::V,kosztować,bliais
1119,riechen::V,wąchać,bolaigh
1120,fühlen::V,czuć,braith
1121,fühlen::V,czuć,mothaigh
1122,fühlen::V,odczuwać,braith
1123,fühlen::V,odczuwać,mothaigh
1124,scheinen::V,wydawać się,tá an chuma ar
1125,zu sehen sein::V,widnieć,tá le feiceáil
1126,vernehmen::V,usłyszeć,clois
1127,frieren::V,marznąć,tá fuar
1128,tun::V,czynić,déan
1129,können::V,móc,féad
1130,können::V,móc,is féidir le
1131,können::V,umieć,féad
1132,können::V,umieć,is féidir le
1133,wollen::V,chcieć,tá ag iarraidh
1134,anfangen::V,zacząć,tosaigh
1135,anfangen::V,zacząć,cuir tús le
1136,beenden::V,zakończyć,críochnaigh
1137,beenden::V,zakończyć,cuir deireadh le
1138,aufhören::V,przestać,stad
1139,gelingen::V,udać się,éirigh le
1140,geraten::V,udać się,tá deireadh ar
1141,öffnen::V,otworzyć,oscail
1142,schließen::V,zamknąć,dún
1143,schließen::V,zamknąć,iaigh
1144,stellen::V,postawić,cuir
1145,setzen::V,posadzić,cuir
1146,setzen::V,posadzić,socraigh
1147,legen::V,kłaść,cuir
1148,berühren::V,dotykać,teagmhaigh le
1149,verbinden::V,łączyć,ceangail
1150,bedecken::V,przykryć,clúdaigh
1151,bedecken::V,przykryć,cumhdaigh
1152,aufhängen::V,powiesić,croch
1153,anzünden::V,zapalić,las
1154,anzünden::V,zapalić,adhain
1155,aufheben::V,podnieść,tóg
1156,aufheben::V,podnieść,ardaigh
1157,zurücklassen::V,zostawić,fág
1158,verlieren::V,zgubić,caill
1159,fallen lassen::V,upuścić,lig uait
1160,fallen lassen::V,upuścić,caith uait
1161,machen::V,zrobić,déan
1162,machen::V,zrobić,réitigh
1163,herstellen::V,wytworzyć,táirg
1164,bauen::V,budować,tóg
1165,reparieren::V,naprawiać,deisigh
1166,verbessern::V,ulepszyć,feabhsaigh
1167,ändern::V,zmienić,athraigh
1168,graben::V,kopać,tochail
1169,beugen::V,zagiąć,crom
1170,biegen::V,zgiąć,lúb
1171,drehen::V,obracać,cas
1172,wenden::V,obrocić,tiontaigh
1173,umdrehen::V,obrocić,iompaigh
1174,umdrehen::V,obrocić,tiontaigh
1175,heben::V,podnosić,ardaigh
1176,hochheben::V,podnieść,tóg
1177,ergreifen::V,chwycić,beir ar
1178,halten::V,trzymać,coimeád
1179,halten::V,trzymać,coinnigh
1180,drücken::V,naciskać,brúigh
1181,schieben::V,pchać,brúigh
1182,schieben::V,posuwać,brúigh
1183,kratzen::V,drapać,scríob
1184,lecken::V,lizać,ligh
1185,lecken::V,lizać,leadhb
1186,beißen::V,kąsać,bain greim as
1187,abreißen::V,oderwać,stróic
1188,abreißen::V,oderwać,tarraing
1189,abschneiden::V,odciąć,scoith
1190,binden::V,wiązać,ceangail
1191,stecken::V,wetknąć,sáigh
1192,brechen::V,złamać,bris
1193,klopfen::V,pukać,cnag
1194,klopfen::V,stukać,cnag
1195,hauen::V,bić,buail
1196,kleben::V,kleić,gliúáil
1197,reiben::V,trzeć,cuimil
1198,streichen::V,smarować,leath
1199,schleifen::V,ostrzyć,líomh
1200,schneiden::V,ciąć,gearr
1201,schneiden::V,krajać,gearr
1202,rütteln::V,trząść,croith
1203,schütteln::V,trząść,croith
1204,schwenken::V,machać,luasc
1205,schütten::V,nasypać,doirt
1206,füllen::V,napełnić,líon
1207,einwickeln::V,zawinąć,cuach
1208,einwickeln::V,zawinąć,clúdaigh
1209,tragen::V,nieść,iompair
1210,schleppen::V,wlec,tarraing
1211,ziehen::V,ciągnąć,tarraing
1212,aufbewahren::V,przechowywać,coinnigh
1213,werfen::V,rzucać,caith
1214,fangen::V,łowić,ceap
1215,packen::V,chwycić,beir ar
1216,verstecken::V,ukryć,folaigh
1217,verstecken::V,ukryć,cuir i bhfolach
1218,verstecken::V,schować,folaigh
1219,verstecken::V,schować,cuir i bhfolach
1220,teilen::V,podzielić,roinn
1221,schicken::V,posyłać,seol
1222,bringen::V,przynieść,beir
1223,bringen::V,przynieść,tabhair
1224,hinzufügen::V,dodać,cuir le
1225,bekommen::V,dostać,faigh
1226,erhalten::V,otrzymać,faigh
1227,nehmen::V,wziąć,tóg
1228,nehmen::V,wziąć,glac
1229,wählen::V,wybrać,pioc
1230,wählen::V,wybrać,roghnaigh
1231,auswählen::V,wybrać,roghnaigh
1232,bewahren::V,zachować,caomhnaigh
1233,behindern::V,utrudnić,cuir bac ar
1234,behindern::V,przeszkadzać,cuir bac ar
1235,verderben::V,zepsuć,mill
1236,beschädigen::V,uszkodzić,loit
1237,beschädigen::V,uszkodzić,déan damáiste do
1238,zerbrechen::V,złamać,bris
1239,zerreißen::V,drzeć,stiall
1240,zerreißen::V,rozdzierać,stiall
1241,zerstören::V,zniszczyć,mill
1242,zerstören::V,zniszczyć,scrios
1243,verbrennen::V,spalić,las
1244,verbrennen::V,spalić,dóigh
1245,geben::V,dać,tabhair
1246,reichen::V,podać,sín
1247,reichen::V,podać,cuir
1248,schenken::V,darować,bronn
1249,schenken::V,darować,tabhair
1250,versprechen::V,obiecać,geall
1251,wünschen::V,życzyć,guigh
1252,loben::V,chwalić,mol
1253,küssen::V,całować,póg
1254,wiegen::V,kołysać,bog
1255,wiegen::V,kołysać,luasc
1256,zudecken::V,przykryć,clúdaigh
1257,wecken::V,zbudzić,dúisigh
1258,zeigen::V,pokazać,taispeáin
1259,führen::V,wieść,treoraigh
1260,führen::V,prowadzić,treoraigh
1261,lehren::V,uczyć,múin
1262,lehren::V,uczyć,teagasc
1263,unterrichten::V,nauczać,múin
1264,unterrichten::V,nauczać,teagasc
1265,aufziehen::V,wychować,tóg
1266,leiten::V,kierować,tá i gceannas ar
1267,antreiben::V,popędzić,gríosaigh
1268,lassen::V,zostawić,cuir ag
1269,einladen::V,zaprosić,cuir cuireadh ar
1270,vereinigen::V,zjednoczyć,aontaigh
1271,besuchen::V,odwiedzić,tabhair cuairt ar
1272,treffen::V,trafić,cas ar
1273,treffen::V,trafić,buail le
1274,treffen::V,spotkać,cas ar
1275,treffen::V,spotkać,buail le
1276,sich versammeln::V,zebrać się,bailigh
1277,sich versammeln::V,zebrać się,cruinnigh
1278,sich versammeln::V,zgromadzić się,bailigh
1279,sich versammeln::V,zgromadzić się,cruinnigh
1280,spielen::V,grać,imir
1281,spielen::V,grać,tá ag spraoi
1282,spielen::V,bawić się,imir
1283,spielen::V,bawić się,tá ag spraoi
1284,singen::V,śpiewać,can
1285,tanzen::V,pląsać,rinc
1286,tanzen::V,pląsać,damhsaigh
1287,tanzen::V,tańczyć,rinc
1288,tanzen::V,tańczyć,damhsaigh
1289,sich trennen::V,rozstać się,scar
1290,verlassen::V,opuścić,fág
1291,retten::V,ocalić,tarrtháil
1292,retten::V,uratować,tarrtháil
1293,bewachen::V,pilnować,cosain
1294,bewachen::V,pilnować,gardáil
1295,schützen::V,ochronić,cosain
1296,verteidigen::V,bronić,cosain
1297,sich schlagen::V,pobić się,tá ag bruíon
1298,schießen::V,strzelać,caith
1299,schießen::V,strzelać,scaoil
1300,siegen::V,zwycziężyć,bain
1301,siegen::V,zwycziężyć,buaigh
1302,ärgern::V,gniewać,cuir isteach ar
1303,schlagen::V,bić,buail
1304,schlagen::V,uderzyć,buail
1305,treten::V,kopnąć,ciceáil
1306,stechen::V,ukłuć,sáigh
1307,stoßen::V,popchnąć,brúigh
1308,stoßen::V,popchnąć,soncáil
1309,stehlen::V,ukraść,goid
1310,stören::V,zakłócić,cuir isteach ar
1311,stören::V,przeszkodzić,cuir isteach ar
1312,belästigen::V,dokuczać,cuir as do
1313,verbergen::V,ukryć,ceil
1314,täuschen::V,łudzić,cuir dallamullóg ar
1315,betrügen::V,oszukać,déan calaois ar
1316,töten::V,zabić,maraigh
1317,wohnen::V,mieszkać,cuir faoi
1318,wohnen::V,mieszkać,tá ina chónaí
1319,arbeiten::V,pracować,oibrigh
1320,sammeln::V,zebrać,bailigh
1321,sammeln::V,zebrać,cruinnigh
1322,pflücken::V,zerwać,pioc
1323,jagen::V,polować,seilg
1324,fischen::V,łowić ryby,iasc
1325,fassen::V,złapać,beir ar
1326,hüten::V,paść,aoirigh
1327,treiben::V,pędzić,seol
1328,treiben::V,pędzić,tiomáin
1329,anbinden::V,przywiązać,ceangail
1330,füttern::V,karmić,cothaigh
1331,füttern::V,karmić,beathaigh
1332,melken::V,doić,bligh
1333,melken::V,doić,crúigh
1334,hacken::V,rąbać,gearr
1335,gießen::V,lać,uiscigh
1336,gießen::V,podlać,uiscigh
1337,reifen::V,dojrzeć,aibigh
1338,zubereiten::V,przyrządzić,cócaráil
1339,kochen::V,gotować,bruith
1340,kochen::V,gotować,beirigh
1341,backen::V,piec,bácáil
1342,braten::V,piec,róst
1343,braten::V,piec,frioch
1344,braten::V,smażyć,róst
1345,braten::V,smażyć,frioch
1346,umrühren::V,przemieszać,measc
1347,stricken::V,dziać,cniotáil
1348,nähen::V,szyć,fuaigh
1349,färben::V,pofarbować,dathaigh
1350,reinigen::V,oczyścić,glan
1351,waschen::V,prać,nigh
1352,abwischen::V,obetrzeć,glan
1353,spülen::V,płukać,sruthlaigh
1354,fegen::V,zamiatać,scuab
1355,kehren::V,zamieść,scuab
1356,baden::V,kąpać się,folc
1357,sich waschen::V,myć się,nigh é féin
1358,ausziehen::V,zdjąć,bain de
1359,anziehen::V,włożyć,cuir ar
1360,sich anziehen::V,ubrać się,gléas é féin
1361,kämmen::V,uczesać,cíor
1362,schmücken::V,ozdabiać,maisigh
1363,sagen::V,powiedzieć,abair
1364,sprechen::V,mówić,labhair
1365,reden::V,mówić,caintigh
1366,sich unterhalten::V,rozmawiać,caintigh
1367,sich unterhalten::V,rozmawiać,tá ag comhrá
1368,fragen::V,zapytać,fiafraigh
1369,fragen::V,zapytać,cuir ceist
1370,bitten::V,prosić,iarr
1371,erzählen::V,opowiedzieć,inis
1372,erzählen::V,opowiedzieć,eachtraigh
1373,mitteilen::V,zawiadomić o,aithris
1374,mitteilen::V,zawiadomić o,cuir in iúl
1375,nennen::V,nazwać,ainmnigh
1376,rufen::V,wołać,glaoigh
1377,prahlen::V,chełpić się,maígh
1378,übersetzen::V,tłumaczyć,aistrigh
1379,denken::V,myśleć,síl
1380,denken::V,myśleć,ceap
1381,glauben::V,sądzić,creid
1382,glauben::V,wierzyć,creid
1383,bemerken::V,zauważyć,tabhair faoi deara
1384,erkennen::V,poznać,aithin
1385,begreifen::V,zrozumieć,tuig
1386,verstehen::V,rozumieć,tuig
1387,verstehen::V,dosłyszeć,tuig
1388,lernen::V,uczyć się,foghlaim
1389,wissen::V,wiedzieć,tá a fhios ag
1390,sich erinnern an::V,przypomnieć sobie,cuimhnigh ar
1391,sich erinnern an::V,przypomnieć sobie,is cuimhne ar
1392,vergessen::V,zapomnieć,dearmad
1393,messen::V,mierzyć,tomhais
1394,zählen::V,liczyć,cuntais
1395,rechnen::V,rachować,ríomh
1396,rechnen::V,rachować,áirigh
1397,lesen::V,czytać,léigh
1398,malen::V,malować,péinteáil
1399,zeichnen::V,rysować,línigh
1400,zeichnen::V,rysować,tarraing
1401,schreiben::V,pisać,scríobh
1402,besitzen::V,posiadać,is le
1403,kaufen::V,kupić,ceannaigh
1404,verkaufen::V,sprzedać,díol
1405,bezahlen::V,zapłacić,íoc as
1406,zahlen::V,płacić,íoc
1407,beherrschen::V,opanować,rialaigh
1408,ertragen::V,znieść,seas
1409,ertragen::V,znieść,fulaing
1410,ertragen::V,znieść,foighnigh
