,Concept_ID,eu,eu
808,Zeit::N,aldi,aldi
809,Zeit::N,aldi,denbora
810,Zeit::N,denbora,aldi
811,Zeit::N,denbora,denbora
812,Tag::N,egun,egun
813,Morgen::N,goiz,goiz
814,Mittag::N,eguerdi,eguerdi
815,Abend::N,arrats,arrats
816,Nacht::N,gau,gau
817,Woche::N,aste,aste
818,Monat::N,hil,hil
819,Jahr::N,urte,urte
820,Frühling::N,udalehen,udalehen
821,Sommer::N,uda,uda
822,Herbst::N,udazken,udazken
823,Herbst::N,udazken,neguantz
824,Herbst::N,neguantz,udazken
825,Herbst::N,neguantz,neguantz
826,Winter::N,negu,negu
827,Januar::N,urtarril,urtarril
828,Februar::N,otsail,otsail
829,März::N,martxo,martxo
830,April::N,apiril,apiril
831,Mai::N,maiatz,maiatz
832,Juni::N,ekain,ekain
833,Juli::N,uztail,uztail
834,August::N,abuztu,abuztu
835,September::N,irail,irail
836,Oktober::N,urri,urri
837,November::N,azaro,azaro
838,Dezember::N,abendu,abendu
839,Montag::N,astelehen,astelehen
840,Dienstag::N,astearte,astearte
841,Mittwoch::N,asteazken,asteazken
842,Donnerstag::N,ostegun,ostegun
843,Freitag::N,ostiral,ostiral
844,Samstag::N,larunbat,larunbat
845,Sonntag::N,igande,igande
846,groß::A,handi,handi
847,klein::A,txiki,txiki
848,lang::A,luze,luze
849,kurz::A,labur,labur
850,breit::A,zabal,zabal
851,schmal::A,mehar,mehar
852,dicht::A,sarri,sarri
853,dicht::A,sarri,trinko
854,dicht::A,trinko,sarri
855,dicht::A,trinko,trinko
856,dick[Gegenstand]::A,lodi,lodi
857,dünn::A,mehe,mehe
858,fein::A,fin,fin
859,fest::A,tinko,tinko
860,flach::A,lau,lau
861,flach::A,lau,ordoki
862,flach::A,ordoki,lau
863,flach::A,ordoki,ordoki
864,glatt::A,leun,leun
865,hart::A,gogor,gogor
866,weich::A,bigun,bigun
867,weich::A,bigun,beratz
868,weich::A,beratz,bigun
869,weich::A,beratz,beratz
870,rund::A,biribil,biribil
871,spitz::A,puntadun,puntadun
872,scharf::A,zorrotz,zorrotz
873,stumpf::A,kamuts,kamuts
874,schwer::A,astun,astun
875,schwer::A,astun,pisutsu
876,schwer::A,pisutsu,astun
877,schwer::A,pisutsu,pisutsu
878,schön::A,eder,eder
879,heiß::A,bero,bero
880,heiß::A,bero,oso bero
881,heiß::A,oso bero,bero
882,heiß::A,oso bero,oso bero
883,warm::A,bero,bero
884,kalt::A,hotz,hotz
885,kühl::A,hotzil,hotzil
886,frisch::A,fresko,fresko
887,frisch::A,fresko,hozkirri
888,frisch::A,hozkirri,fresko
889,frisch::A,hozkirri,hozkirri
890,feucht::A,heze,heze
891,nass::A,busti,busti
892,trocken::A,siku,siku
893,trocken::A,siku,lehor
894,trocken::A,lehor,siku
895,trocken::A,lehor,lehor
896,voll::A,bete,bete
897,leer::A,huts,huts
898,offen::A,ireki,ireki
899,geschlossen::A,itxita,itxita
900,sauber::A,xahu,xahu
901,sauber::A,xahu,garbi
902,sauber::A,garbi,xahu
903,sauber::A,garbi,garbi
904,schmutzig::A,lohi,lohi
905,schmutzig::A,lohi,zikin
906,schmutzig::A,zikin,lohi
907,schmutzig::A,zikin,zikin
908,roh::A,gordin,gordin
909,reif::A,umo,umo
910,reif::A,umo,heldu
911,reif::A,heldu,umo
912,reif::A,heldu,heldu
913,lecker::A,goxo,goxo
914,süß::A,goxo,goxo
915,bitter::A,karmin,karmin
916,bitter::A,karmin,garratz
917,bitter::A,garratz,karmin
918,bitter::A,garratz,garratz
919,sauer::A,mingots,mingots
920,hell::A,argi,argi
921,dunkel::A,ilun,ilun
922,schwarz::A,beltz,beltz
923,weiß::A,zuri,zuri
924,rot::A,gorri,gorri
925,gelb::A,hori,hori
926,blau::A,urdin,urdin
927,grün::A,berde,berde
928,grün::A,berde,musker
929,grün::A,musker,berde
930,grün::A,musker,musker
931,grau::A,urdin,urdin
932,grau::A,urdin,urdinabar
933,grau::A,urdinabar,urdin
934,grau::A,urdinabar,urdinabar
935,bunt::A,koloretsu,koloretsu
936,billig::A,merke,merke
937,teuer::A,garesti,garesti
938,wertvoll::A,baliotsu,baliotsu
939,blind::A,itsu,itsu
940,taub::A,gor,gor
941,kräftig::A,kementsu,kementsu
942,stark::A,bizkor,bizkor
943,stark::A,bizkor,indartsu
944,stark::A,indartsu,bizkor
945,stark::A,indartsu,indartsu
946,schwach::A,ahul,ahul
947,schwach::A,ahul,indargabe
948,schwach::A,indargabe,ahul
949,schwach::A,indargabe,indargabe
950,fett::A,gizen,gizen
951,schlank::A,lerden,lerden
952,hübsch::A,polit,polit
953,böse::A,tzar,tzar
954,böse::A,tzar,gaizto
955,böse::A,gaizto,tzar
956,böse::A,gaizto,gaizto
957,dumm::A,lelo,lelo
958,dumm::A,lelo,pello
959,dumm::A,pello,lelo
960,dumm::A,pello,pello
961,faul::A,nagi,nagi
962,faul::A,nagi,alfer
963,faul::A,alfer,nagi
964,faul::A,alfer,alfer
965,fleißig::A,maratz,maratz
966,fleißig::A,maratz,lanzale
967,fleißig::A,lanzale,maratz
968,fleißig::A,lanzale,lanzale
969,geizig::A,zeken,zeken
970,geizig::A,zeken,zikoitz
971,geizig::A,zikoitz,zeken
972,geizig::A,zikoitz,zikoitz
973,klug::A,zuhur,zuhur
974,geschickt::A,trebe,trebe
975,geschickt::A,trebe,antzetsu
976,geschickt::A,antzetsu,trebe
977,geschickt::A,antzetsu,antzetsu
978,lieb::A,maite,maite
979,lieb::A,maite,laztan
980,lieb::A,laztan,maite
981,lieb::A,laztan,laztan
982,lustig::A,alaitsu,alaitsu
983,sanft::A,eme,eme
984,sanft::A,eme,ezti
985,sanft::A,ezti,eme
986,sanft::A,ezti,ezti
987,hungrig::A,gose,gose
988,krank::A,eri,eri
989,krank::A,eri,gaixo
990,krank::A,gaixo,eri
991,krank::A,gaixo,gaixo
992,nackt::A,biluzi,biluzi
993,traurig::A,itun,itun
994,traurig::A,itun,betilun
995,traurig::A,betilun,itun
996,traurig::A,betilun,betilun
997,lebendig::A,bizirik,bizirik
998,gut::A,on,on
999,schlecht::A,txar,txar
1000,richtig::A,zuzen,zuzen
1001,schlimm::A,larri,larri
1002,wahr::A,egiazko,egiazko
1003,alt::A,zahar,zahar
1004,neu::A,berri,berri
1005,ehemalig::A,lehengo,lehengo
1006,alt[Lebewesen]::A,adindun,adindun
1007,jung::A,gazte,gazte
1008,arm::A,txiro,txiro
1009,arm::A,txiro,behartsu
1010,arm::A,behartsu,txiro
1011,arm::A,behartsu,behartsu
1012,reich::A,dirudun,dirudun
1013,bekannt::A,ezagun,ezagun
1014,berühmt::A,entzun,entzun
1015,berühmt::A,entzun,ospetsu
1016,berühmt::A,ospetsu,entzun
1017,berühmt::A,ospetsu,ospetsu
1018,fremd::A,arrotz,arrotz
1019,verschieden::A,ezberdin,ezberdin
1020,verschieden::A,ezberdin,desberdin
1021,verschieden::A,desberdin,ezberdin
1022,verschieden::A,desberdin,desberdin
1023,nah::A,hurre,hurre
1024,nah::A,hurre,hurbil
1025,nah::A,hurbil,hurre
1026,nah::A,hurbil,hurbil
1027,fern::A,urrun,urrun
1028,linker::A,ezker,ezker
1029,rechter::A,eskuin,eskuin
1030,anderer::A,beste,beste
1031,erster::A,lehen,lehen
1032,erster::A,lehen,aurren
1033,erster::A,aurren,lehen
1034,erster::A,aurren,aurren
1035,zweiter::A,bigarren,bigarren
1036,dritter::A,hirugarren,hirugarren
1037,letzter::A,azken,azken
1038,letzter::A,azken,hondar
1039,letzter::A,hondar,azken
1040,letzter::A,hondar,hondar
1041,allein::ADV,bakarrik,bakarrik
1042,auf einmal::ADV,batera,batera
1043,zusammen::ADV,elkarrekin,elkarrekin
1044,lange::ADV,luzaro,luzaro
1045,plötzlich::ADV,bat-batean,bat-batean
1046,sofort::ADV,berehala,berehala
1047,später::ADV,gero,gero
1048,jetzt::ADV,orain,orain
1049,heute::ADV,gaur,gaur
1050,morgen::ADV,bihar,bihar
1051,bald::ADV,aurki,aurki
1052,bald::ADV,aurki,laster
1053,bald::ADV,laster,aurki
1054,bald::ADV,laster,laster
1055,dann::ADV,ondoren,ondoren
1056,gestern::ADV,atzo,atzo
1057,einst::ADV,antzina,antzina
1058,damals::ADV,orduan,orduan
1059,danach::ADV,gerora,gerora
1060,danach::ADV,gerora,ondoren
1061,danach::ADV,ondoren,gerora
1062,danach::ADV,ondoren,ondoren
1063,vorher::ADV,lehenago,lehenago
1064,zuerst::ADV,aurrena,aurrena
1065,zuerst::ADV,aurrena,lehenbizi
1066,zuerst::ADV,lehenbizi,aurrena
1067,zuerst::ADV,lehenbizi,lehenbizi
1068,einmal::ADV,behin,behin
1069,einmal::ADV,behin,aldi bat
1070,einmal::ADV,aldi bat,behin
1071,einmal::ADV,aldi bat,aldi bat
1072,manchmal::ADV,batzuetan,batzuetan
1073,manchmal::ADV,batzuetan,zenbaitetan
1074,manchmal::ADV,zenbaitetan,batzuetan
1075,manchmal::ADV,zenbaitetan,zenbaitetan
1076,oft::ADV,maiz,maiz
1077,oft::ADV,maiz,askotan
1078,oft::ADV,askotan,maiz
1079,oft::ADV,askotan,askotan
1080,immer::ADV,beti,beti
1081,niemals::ADV,inoiz ez,inoiz ez
1082,niemals::ADV,inoiz ez,sekula ez
1083,niemals::ADV,sekula ez,inoiz ez
1084,niemals::ADV,sekula ez,sekula ez
1085,hier::ADV,hemen,hemen
1086,hierhin::ADV,hona,hona
1087,von hier::ADV,hemendik,hemendik
1088,von hier::ADV,hemendik,honetatik
1089,von hier::ADV,honetatik,hemendik
1090,von hier::ADV,honetatik,honetatik
1091,dort::ADV,han,han
1092,dorthin::ADV,hara,hara
1093,geradeaus::ADV,artez,artez
1094,vorwärts::ADV,aurrera,aurrera
1095,rückwärts::ADV,atzera,atzera
1096,rückwärts::ADV,atzera,atzerantz
1097,rückwärts::ADV,atzerantz,atzera
1098,rückwärts::ADV,atzerantz,atzerantz
1099,zurück::ADV,atzera,atzera
1100,unten::ADV,behean,behean
1101,hinab::ADV,behera,behera
1102,hinab::ADV,behera,beherantz
1103,hinab::ADV,beherantz,behera
1104,hinab::ADV,beherantz,beherantz
1105,oben::ADV,goian,goian
1106,hinauf::ADV,gora,gora
1107,hinauf::ADV,gora,gorantz
1108,hinauf::ADV,gorantz,gora
1109,hinauf::ADV,gorantz,gorantz
1110,überall::ADV,edonon,edonon
1111,nicht::ADV,ez,ez
1112,ein wenig::ADV,apur bat,apur bat
1113,ein wenig::ADV,apur bat,pixka bat
1114,ein wenig::ADV,pixka bat,apur bat
1115,ein wenig::ADV,pixka bat,pixka bat
1116,kaum::ADV,ozta,ozta
1117,kaum::ADV,ozta,nekez
1118,kaum::ADV,nekez,ozta
1119,kaum::ADV,nekez,nekez
1120,sehr::ADV,oso,oso
1121,so::ADV,hala,hala
1122,so::ADV,hala,honela
1123,so::ADV,honela,hala
1124,so::ADV,honela,honela
1125,noch::ADV,oraindik,oraindik
1126,nur::ADV,bakarrik,bakarrik
1127,schon::ADV,ja,ja
1128,schon::ADV,ja,jada
1129,schon::ADV,jada,ja
1130,schon::ADV,jada,jada
1131,wieder::ADV,berriro,berriro
1132,vergebens::ADV,alferrik,alferrik
1133,vor::PRP,aurrean,aurrean
1134,hinter::PRP,ostean,ostean
1135,hinter::PRP,ostean,gibelean
1136,hinter::PRP,gibelean,ostean
1137,hinter::PRP,gibelean,gibelean
1138,unter::PRP,pean,pean
1139,unter::PRP,pean,azpian
1140,unter::PRP,azpian,pean
1141,unter::PRP,azpian,azpian
1142,durch::PRP,zehar,zehar
1143,neben::PRP,ondoan,ondoan
1144,neben::PRP,ondoan,aldamenean
1145,neben::PRP,aldamenean,ondoan
1146,neben::PRP,aldamenean,aldamenean
1147,zwischen::PRP,artean,artean
1148,wegen::PRP,-gatik,-gatik
1149,dies::PRN,hau,hau
1150,das::PRN,hura,hura
1151,alles::PRN,dena,dena
1152,ich::PRN,ni,ni
1153,du::PRN,zu,zu
1154,er::PRN,bera,bera
1155,wir::PRN,gu,gu
1156,ihr::PRN,zuek,zuek
1157,sie::PRN,berak,berak
1158,was::FPRN,zer,zer
1159,wer::FPRN,nor,nor
1160,wo::FADV,non,non
1161,wohin::FADV,nora,nora
1162,wie::FADV,nola,nola
1163,wie::FADV,nola,zelan
1164,wie::FADV,zelan,nola
1165,wie::FADV,zelan,zelan
1166,warum::FADV,zeren,zeren
1167,warum::FADV,zeren,zergatik
1168,warum::FADV,zergatik,zeren
1169,warum::FADV,zergatik,zergatik
1170,wieviel::FNUM,zenbat,zenbat
1171,eins::NUM,bat,bat
1172,zwei::NUM,bi,bi
1173,zwei::NUM,bi,biga
1174,zwei::NUM,biga,bi
1175,zwei::NUM,biga,biga
1176,drei::NUM,hiru,hiru
1177,vier::NUM,lau,lau
1178,fünf::NUM,bost,bost
1179,sechs::NUM,sei,sei
1180,sieben::NUM,zazpi,zazpi
1181,acht::NUM,zortzi,zortzi
1182,neun::NUM,bederatzi,bederatzi
1183,zehn::NUM,hamar,hamar
1184,elf::NUM,hamaika,hamaika
1185,zwölf::NUM,hamabi,hamabi
1186,zwanzig::NUM,hogei,hogei
1187,dreißig::NUM,hogeita hamar,hogeita hamar
1188,vierzig::NUM,berrogei,berrogei
1189,fünfzig::NUM,berrogeita hamar,berrogeita hamar
1190,sechzig::NUM,hirurogei,hirurogei
1191,siebzig::NUM,hirurogeita hamar,hirurogeita hamar
1192,achtzig::NUM,laurogei,laurogei
1193,neunzig::NUM,laurogeita hamar,laurogeita hamar
1194,hundert::NUM,ehun,ehun
1195,tausend::NUM,mila,mila
1196,und::CNJ,eta,eta
1197,oder::CNJ,edo,edo
1198,stehen::V,zutik egon,zutik egon
1199,sitzen::V,eserita egon,eserita egon
1200,liegen::V,etzan,etzan
1201,hängen::V,eskegita egon,eskegita egon
1202,hängen::V,eskegita egon,zintzilik egon
1203,hängen::V,zintzilik egon,eskegita egon
1204,hängen::V,zintzilik egon,zintzilik egon
1205,werden::V,bihurtu,bihurtu
1206,werden::V,bihurtu,bilakatu
1207,werden::V,bilakatu,bihurtu
1208,werden::V,bilakatu,bilakatu
1209,passieren::V,pasatu,pasatu
1210,passieren::V,pasatu,gertatu
1211,passieren::V,gertatu,pasatu
1212,passieren::V,gertatu,gertatu
1213,beginnen::V,hasi,hasi
1214,enden::V,bukatu,bukatu
1215,wechseln::V,aldatu,aldatu
1216,aufgehen[Sonne]::V,ilki,ilki
1217,aufgehen[Sonne]::V,ilki,sortu
1218,aufgehen[Sonne]::V,sortu,ilki
1219,aufgehen[Sonne]::V,sortu,sortu
1220,untergehen[Sonne]::V,sartu,sartu
1221,scheinen[Sonne]::V,eguzkia egon,eguzkia egon
1222,donnern::V,trumoia jo,trumoia jo
1223,wehen::V,haizea ibili,haizea ibili
1224,strömen::V,zorrotadaka isuri,zorrotadaka isuri
1225,fließen::V,isuri,isuri
1226,sich drehen::V,biratu,biratu
1227,schwanken::V,zabuka ibili,zabuka ibili
1228,schwingen::V,kulunkatu,kulunkatu
1229,fallen::V,erori,erori
1230,brennen::V,sutan egon,sutan egon
1231,rauchen::V,kea bota,kea bota
1232,regnen::V,euria ari izan,euria ari izan
1233,gefrieren::V,izoztu,izoztu
1234,gefrieren::V,izoztu,hormatu
1235,gefrieren::V,hormatu,izoztu
1236,gefrieren::V,hormatu,hormatu
1237,tauen::V,gesaldu,gesaldu
1238,schmelzen::V,urtu,urtu
1239,trocknen::V,idortu,idortu
1240,trocknen::V,idortu,lehortu
1241,trocknen::V,lehortu,idortu
1242,trocknen::V,lehortu,lehortu
1243,sieden::V,irakin,irakin
1244,faulen::V,hirotu,hirotu
1245,faulen::V,hirotu,usteldu
1246,faulen::V,usteldu,hirotu
1247,faulen::V,usteldu,usteldu
1248,verfaulen::V,hirotu,hirotu
1249,verfaulen::V,hirotu,usteldu
1250,verfaulen::V,usteldu,hirotu
1251,verfaulen::V,usteldu,usteldu
1252,reißen::V,eten,eten
1253,reißen::V,eten,tarrat egin
1254,reißen::V,tarrat egin,eten
1255,reißen::V,tarrat egin,tarrat egin
1256,versinken::V,urperatu,urperatu
1257,vergehen::V,iragan,iragan
1258,erscheinen::V,agertu,agertu
1259,verschwinden::V,desagertu,desagertu
1260,sinken::V,beheititu,beheititu
1261,abnehmen::V,gutxitu,gutxitu
1262,abnehmen::V,gutxitu,beheratu
1263,abnehmen::V,beheratu,gutxitu
1264,abnehmen::V,beheratu,beheratu
1265,zunehmen::V,gora egin,gora egin
1266,steigen::V,igo,igo
1267,wachsen::V,hazi,hazi
1268,glänzen::V,distiratu,distiratu
1269,funkeln::V,izarniatu,izarniatu
1270,lärmen::V,zarata atera,zarata atera
1271,läuten::V,jo,jo
1272,läuten::V,jo,hots egin
1273,läuten::V,hots egin,jo
1274,läuten::V,hots egin,hots egin
1275,klingeln::V,txirrina jo,txirrina jo
1276,klirren::V,tintin egin,tintin egin
1277,brausen::V,marru egin,marru egin
1278,rauschen::V,fir-fir egin,fir-fir egin
1279,klingen::V,soinu egin,soinu egin
1280,bellen::V,zaunkatu,zaunkatu
1281,heulen::V,ulu egin,ulu egin
1282,heulen::V,ulu egin,uhuri egin
1283,heulen::V,uhuri egin,ulu egin
1284,heulen::V,uhuri egin,uhuri egin
1285,blasen::V,ufa egin,ufa egin
1286,blasen::V,ufa egin,putz egin
1287,blasen::V,putz egin,ufa egin
1288,blasen::V,putz egin,putz egin
1289,pfeifen::V,txistu egin,txistu egin
1290,schreien::V,oihu egin,oihu egin
1291,schreien::V,oihu egin,garrasi egin
1292,schreien::V,garrasi egin,oihu egin
1293,schreien::V,garrasi egin,garrasi egin
1294,stöhnen::V,intziri egin,intziri egin
1295,zittern::V,ikara egin,ikara egin
1296,zittern::V,ikara egin,dar-dar egin
1297,zittern::V,dar-dar egin,ikara egin
1298,zittern::V,dar-dar egin,dar-dar egin
1299,leben::V,bizi izan,bizi izan
1300,geboren werden::V,jaio,jaio
1301,atmen::V,hats egin,hats egin
1302,atmen::V,hats egin,arnasa egin
1303,atmen::V,arnasa egin,hats egin
1304,atmen::V,arnasa egin,arnasa egin
1305,trinken::V,edan,edan
1306,essen::V,jan,jan
1307,schlucken::V,irentsi,irentsi
1308,müde werden::V,unatu,unatu
1309,müde werden::V,unatu,nekatu
1310,müde werden::V,nekatu,unatu
1311,müde werden::V,nekatu,nekatu
1312,einschlafen::V,lokartu,lokartu
1313,schlafen::V,lo egin,lo egin
1314,aufwachen::V,esnatu,esnatu
1315,aufwachen::V,esnatu,atzarri
1316,aufwachen::V,atzarri,esnatu
1317,aufwachen::V,atzarri,atzarri
1318,aufstehen::V,jaiki,jaiki
1319,sich erholen::V,atseden egin,atseden egin
1320,krank werden::V,gaixotu,gaixotu
1321,krank sein::V,eri izan,eri izan
1322,krank sein::V,eri izan,gaixo izan
1323,krank sein::V,gaixo izan,eri izan
1324,krank sein::V,gaixo izan,gaixo izan
1325,schmerzen::V,min egin,min egin
1326,husten::V,eztul egin,eztul egin
1327,genesen::V,osatu,osatu
1328,sterben::V,hil,hil
1329,sterben::V,hil,zendu
1330,sterben::V,zendu,hil
1331,sterben::V,zendu,zendu
1332,umkommen::V,istripuz hil,istripuz hil
1333,sich bewegen::V,higitu,higitu
1334,sich rühren::V,zirkin egin,zirkin egin
1335,sich erheben::V,zutitu,zutitu
1336,sich erheben::V,zutitu,altxatu
1337,sich erheben::V,altxatu,zutitu
1338,sich erheben::V,altxatu,altxatu
1339,sich setzen::V,eseri,eseri
1340,sich setzen::V,eseri,jesarri
1341,sich setzen::V,jesarri,eseri
1342,sich setzen::V,jesarri,jesarri
1343,hinfallen::V,erori,erori
1344,laufen::V,ibili,ibili
1345,schreiten::V,oinkatu,oinkatu
1346,spazierengehen::V,paseatu,paseatu
1347,spazierengehen::V,paseatu,ostera bat egin
1348,spazierengehen::V,ostera bat egin,paseatu
1349,spazierengehen::V,ostera bat egin,ostera bat egin
1350,eilen::V,lasterkatu,lasterkatu
1351,sich beeilen::V,lehiatu,lehiatu
1352,sausen::V,ziztu bizian joan,ziztu bizian joan
1353,rennen::V,lasterka egin,lasterka egin
1354,springen::V,jauzi egin,jauzi egin
1355,klettern::V,igo,igo
1356,schaukeln::V,zabu egin,zabu egin
1357,schaukeln::V,zabu egin,zanbulu egin
1358,schaukeln::V,zanbulu egin,zabu egin
1359,schaukeln::V,zanbulu egin,zanbulu egin
1360,kriechen::V,narras egin,narras egin
1361,schwimmen::V,igerikatu,igerikatu
1362,schwimmen::V,igerikatu,igeri egin
1363,schwimmen::V,igeri egin,igerikatu
1364,schwimmen::V,igeri egin,igeri egin
1365,tauchen::V,murgildu,murgildu
1366,tauchen::V,murgildu,pulunpatu
1367,tauchen::V,pulunpatu,murgildu
1368,tauchen::V,pulunpatu,pulunpatu
1369,rudern::V,bogatu,bogatu
1370,rudern::V,bogatu,arraun egin
1371,rudern::V,arraun egin,bogatu
1372,rudern::V,arraun egin,arraun egin
1373,fahren::V,joan,joan
1374,fliegen::V,hegaldatu,hegaldatu
1375,fliegen::V,hegaldatu,hegan egin
1376,fliegen::V,hegan egin,hegaldatu
1377,fliegen::V,hegan egin,hegan egin
1378,gehen::V,joan,joan
1379,weggehen::V,alde egin,alde egin
1380,abfahren::V,abiatu,abiatu
1381,anhalten::V,geratu,geratu
1382,anhalten::V,geratu,gelditu
1383,anhalten::V,gelditu,geratu
1384,anhalten::V,gelditu,gelditu
1385,hineingehen::V,sartu,sartu
1386,eintreten::V,sartu,sartu
1387,kommen::V,etorri,etorri
1388,ankommen::V,heldu,heldu
1389,ankommen::V,heldu,iritsi
1390,ankommen::V,iritsi,heldu
1391,ankommen::V,iritsi,iritsi
1392,zurückkommen::V,itzuli,itzuli
1393,bleiben::V,gelditu,gelditu
1394,warten::V,itxaron,itxaron
1395,warten::V,itxaron,zain egon
1396,warten::V,zain egon,itxaron
1397,warten::V,zain egon,zain egon
1398,erwarten::V,iguriki,iguriki
1399,suchen::V,bilatu,bilatu
1400,finden::V,idoro,idoro
1401,finden::V,idoro,aurkitu
1402,finden::V,aurkitu,idoro
1403,finden::V,aurkitu,aurkitu
1404,versuchen::V,saiatu,saiatu
1405,versuchen::V,saiatu,ahalegindu
1406,versuchen::V,ahalegindu,saiatu
1407,versuchen::V,ahalegindu,ahalegindu
1408,vorbereiten::V,gertatu,gertatu
1409,lieben::V,maitatu,maitatu
1410,lieben::V,maitatu,maite izan
1411,lieben::V,maite izan,maitatu
1412,lieben::V,maite izan,maite izan
1413,mögen::V,laket izan,laket izan
1414,mögen::V,laket izan,atsegin izan
1415,mögen::V,atsegin izan,laket izan
1416,mögen::V,atsegin izan,atsegin izan
1417,lachen::V,irri egin,irri egin
1418,lachen::V,irri egin,barre egin
1419,lachen::V,barre egin,irri egin
1420,lachen::V,barre egin,barre egin
1421,rühren::V,hunkitu,hunkitu
1422,weinen::V,negar egin,negar egin
1423,schimpfen::V,erneguka ari izan,erneguka ari izan
1424,sich ärgern::V,ernegatu,ernegatu
1425,sich ärgern::V,ernegatu,haserretu
1426,sich ärgern::V,haserretu,ernegatu
1427,sich ärgern::V,haserretu,haserretu
1428,sich fürchten::V,beldur izan,beldur izan
1429,fürchten::V,beldur izan,beldur izan
1430,fliehen::V,ihes egin,ihes egin
1431,flüchten::V,ihes egin,ihes egin
1432,sehen::V,ikusi,ikusi
1433,anschauen::V,begietsi,begietsi
1434,ansehen::V,begiratu,begiratu
1435,hören::V,aditu,aditu
1436,zuhören::V,entzun,entzun
1437,probieren::V,dastatu,dastatu
1438,riechen::V,usnatu,usnatu
1439,riechen::V,usnatu,usaindu
1440,riechen::V,usaindu,usnatu
1441,riechen::V,usaindu,usaindu
1442,fühlen::V,sentitu,sentitu
1443,scheinen::V,iruditu,iruditu
1444,scheinen::V,iruditu,begitandu
1445,scheinen::V,begitandu,iruditu
1446,scheinen::V,begitandu,begitandu
1447,zu sehen sein::V,azaldu,azaldu
1448,vernehmen::V,aditu,aditu
1449,frieren::V,hotz izan,hotz izan
1450,tun::V,egin,egin
1451,können::V,ahal izan,ahal izan
1452,wollen::V,nahi izan,nahi izan
1453,anfangen::V,hasi,hasi
1454,beenden::V,bukatu,bukatu
1455,aufhören::V,utzi,utzi
1456,gelingen::V,lortu,lortu
1457,geraten::V,heldu,heldu
1458,öffnen::V,ireki,ireki
1459,öffnen::V,ireki,zabaldu
1460,öffnen::V,zabaldu,ireki
1461,öffnen::V,zabaldu,zabaldu
1462,schließen::V,itxi,itxi
1463,stellen::V,ipini,ipini
1464,setzen::V,jesarri,jesarri
1465,legen::V,jarri,jarri
1466,berühren::V,ukitu,ukitu
1467,verbinden::V,uztartu,uztartu
1468,bedecken::V,estali,estali
1469,aufhängen::V,eseki,eseki
1470,aufhängen::V,eseki,eskegi
1471,aufhängen::V,eskegi,eseki
1472,aufhängen::V,eskegi,eskegi
1473,anzünden::V,piztu,piztu
1474,aufheben::V,jaso,jaso
1475,zurücklassen::V,atzean utzi,atzean utzi
1476,verlieren::V,galdu,galdu
1477,fallen lassen::V,erortzen utzi,erortzen utzi
1478,machen::V,egin,egin
1479,herstellen::V,ekoiztu,ekoiztu
1480,bauen::V,eraiki,eraiki
1481,reparieren::V,konpondu,konpondu
1482,verbessern::V,hobetu,hobetu
1483,ändern::V,mudatu,mudatu
1484,graben::V,aitzurtu,aitzurtu
1485,beugen::V,makurtu,makurtu
1486,biegen::V,malgutu,malgutu
1487,biegen::V,malgutu,makolatu
1488,biegen::V,makolatu,malgutu
1489,biegen::V,makolatu,makolatu
1490,drehen::V,jiratu,jiratu
1491,wenden::V,bihurtu,bihurtu
1492,umdrehen::V,biratu,biratu
1493,umdrehen::V,biratu,alderantzikatu
1494,umdrehen::V,alderantzikatu,biratu
1495,umdrehen::V,alderantzikatu,alderantzikatu
1496,heben::V,jaso,jaso
1497,heben::V,jaso,goratu
1498,heben::V,goratu,jaso
1499,heben::V,goratu,goratu
1500,hochheben::V,goratu,goratu
1501,hochheben::V,goratu,altxatu
1502,hochheben::V,altxatu,goratu
1503,hochheben::V,altxatu,altxatu
1504,ergreifen::V,oratu,oratu
1505,halten::V,eutsi,eutsi
1506,drücken::V,sakatu,sakatu
1507,schieben::V,bultzatu,bultzatu
1508,kratzen::V,hatz egin,hatz egin
1509,kratzen::V,hatz egin,hazka egin
1510,kratzen::V,hazka egin,hatz egin
1511,kratzen::V,hazka egin,hazka egin
1512,lecken::V,miaztu,miaztu
1513,lecken::V,miaztu,lamikatu
1514,lecken::V,lamikatu,miaztu
1515,lecken::V,lamikatu,lamikatu
1516,beißen::V,hozka egin,hozka egin
1517,beißen::V,hozka egin,ausiki egin
1518,beißen::V,ausiki egin,hozka egin
1519,beißen::V,ausiki egin,ausiki egin
1520,abreißen::V,kendu,kendu
1521,abschneiden::V,moztu,moztu
1522,abschneiden::V,moztu,pikatu
1523,abschneiden::V,pikatu,moztu
1524,abschneiden::V,pikatu,pikatu
1525,binden::V,lotu,lotu
1526,binden::V,lotu,estekatu
1527,binden::V,estekatu,lotu
1528,binden::V,estekatu,estekatu
1529,stecken::V,sartu,sartu
1530,brechen::V,apurtu,apurtu
1531,klopfen::V,jo,jo
1532,hauen::V,jo,jo
1533,kleben::V,itsatsi,itsatsi
1534,reiben::V,igurtzi,igurtzi
1535,streichen::V,igurtzi,igurtzi
1536,schleifen::V,zorroztu,zorroztu
1537,schneiden::V,moztu,moztu
1538,rütteln::V,astindu,astindu
1539,rütteln::V,astindu,inarrosi
1540,rütteln::V,inarrosi,astindu
1541,rütteln::V,inarrosi,inarrosi
1542,schütteln::V,astindu,astindu
1543,schütteln::V,astindu,inarrosi
1544,schütteln::V,inarrosi,astindu
1545,schütteln::V,inarrosi,inarrosi
