,Concept_ID,nl,sv
302,Gast::N,gast,gäst
303,Geschenk::N,cadeau,gåva
304,Geschenk::N,cadeau,present
305,Geschenk::N,geschenk,gåva
306,Geschenk::N,geschenk,present
307,Spiel::N,spel,lek
308,Spiel::N,spel,spel
309,Gesellschaft::N,gezelschap,sällskap
310,Hilfe::N,hulp,hjälp
311,Freund::N,vriend,vän
312,Kamerad::N,maat,kamrat
313,Kamerad::N,metgezel,kamrat
314,Angelegenheit::N,zaak,ärende
315,Angelegenheit::N,zaak,angelägenhet
316,Angelegenheit::N,aangelegenheid,ärende
317,Angelegenheit::N,aangelegenheid,angelägenhet
318,Anzahl::N,tal,antal
319,Anzahl::N,aantal,antal
320,Art::N,slag,art
321,Art::N,slag,slag
322,Art::N,soort,art
323,Art::N,soort,slag
324,Stück::N,stuk,stycke
325,Teil::N,deel,del
326,Hälfte::N,helft,halva
327,Kreis::N,kring,krets
328,Kreis::N,kring,cirkel
329,Kreis::N,cirkel,krets
330,Kreis::N,cirkel,cirkel
331,Kreuz::N,kruis,kors
332,Kreuz::N,kruis,kryss
333,Linie::N,lijn,linje
334,Strich::N,haal,streck
335,Strich::N,streep,streck
336,Abstand::N,afstand,avstånd
337,Entfernung::N,afstand,avstånd
338,Gegend::N,streek,trakt
339,Platz::N,ruimte,plats
340,Ort::N,oord,plats
341,Ort::N,oord,ställe
342,Ort::N,plaats,plats
343,Ort::N,plaats,ställe
344,Seite::N,zij,sida
345,Seite::N,kant,sida
346,Seite::N,zijde,sida
347,Mitte::N,midden,mitt
348,Gegenstand::N,voorwerp,föremål
349,Sache::N,zaak,sak
350,Rand::N,rand,rand
351,Rand::N,boord,rand
352,Kante::N,kant,kant
353,Ecke::N,hoek,vrå
354,Ecke::N,hoek,hörn
355,Spitze::N,punt,spets
356,Spitze::N,spits,spets
357,Ende::N,einde,ända
358,Ende::N,uiteinde,ända
359,Loch::N,gat,hål
360,Winkel::N,hoek,vinkel
361,Muster::N,dessin,mönster
362,Muster::N,patroon,mönster
363,Größe::N,grootte,storlek
364,Länge::N,lengte,längd
365,Höhe::N,hoogte,höjd
366,Gewicht::N,gewicht,tyngd
367,Menge::N,hoeveelheid,mängd
368,Haufen::N,hoop,hög
369,Reihe::N,rij,rad
370,Reihe::N,reeks,rad
371,Boot::N,boot,båt
372,Ruder::N,roeiriem,åra
373,Schlitten::N,slee,släde
374,Schlitten::N,slede,släde
375,Ski::N,ski,skida
376,Lagerfeuer::N,kampvuur,lägereld
377,Last::N,last,last
378,Last::N,last,börda
379,Last::N,vracht,last
380,Last::N,vracht,börda
381,Gang::N,wandeling,gång
382,Schritt::N,stap,steg
383,Schritt::N,schrede,steg
384,Norden::N,noorden,norr
385,Süden::N,zuiden,söder
386,Westen::N,westen,väster
387,Osten::N,oosten,öster
388,Holz::N,hout,trä
389,Brett::N,plank,bräda
390,Platte::N,plaat,platta
391,Stütze::N,stut,stöd
392,Stütze::N,stut,stötta
393,Stütze::N,steun,stöd
394,Stütze::N,steun,stötta
395,Stange::N,stang,stång
396,Stock::N,stok,käpp
397,Stock::N,stok,pinne
398,Stab::N,staf,stav
399,Rohr::N,pijp,rör
400,Haus::N,huis,hus
401,Heim::N,tehuis,hem
402,Ofen::N,kachel,ugn
403,Fußboden::N,vloer,golv
404,Tisch::N,tafel,bord
405,Stuhl::N,stoel,stol
406,Wiege::N,wieg,vagga
407,Bett::N,bed,säng
408,Regal::N,rek,hylla
409,Kiste::N,kist,låda
410,Fenster::N,raam,fönster
411,Fenster::N,venster,fönster
412,Tür::N,deur,dörr
413,Tor::N,poort,port
414,Zaun::N,omheining,staket
415,Zaun::N,omheining,stängsel
416,Dach::N,dak,tak
417,Leiter::N,ladder,stege
418,Besen::N,bezem,kvast
419,Spaten::N,schop,spade
420,Schaufel::N,schep,skovel
421,Schaufel::N,schep,skyffel
422,Gabel::N,vork,gaffel
423,Löffel::N,lepel,sked
424,Messer::N,mes,kniv
425,Nagel::N,spijker,spik
426,Netz::N,net,nät
427,Haken::N,haak,krok
428,Griff::N,handvat,tag
429,Griff::N,handvat,handtag
430,Schloss::N,slot,las
431,Bild::N,beeld,bild
432,Figur::N,figuur,figur
433,Puppe::N,pop,docka
434,Beutel::N,zak,påse
435,Beutel::N,buidel,påse
436,Bündel::N,pak,bunt
437,Bündel::N,pak,knippa
438,Bündel::N,bundel,bunt
439,Bündel::N,bundel,knippa
440,Tasche::N,tas,väska
441,Eimer::N,emmer,hink
442,Eimer::N,emmer,ämbar
443,Deckel::N,deksel,lock
444,Geschirr::N,vaatwerk,servis
445,Geschirr::N,vaatwerk,porslin
446,Sack::N,zak,säck
447,Tasse::N,kop,kopp
448,Topf::N,pan,gryta
449,Topf::N,pan,kastrull
450,Kessel::N,ketel,kittel
451,Essen::N,eten,mål
452,Nahrung::N,voedsel,näring
453,Speise::N,spijs,maträtt
454,Fleisch::N,vlees,kött
455,Getreide::N,graan,säd
456,Getreide::N,graan,spannmål
457,Brei::N,pap,gröt
458,Brei::N,brij,gröt
459,Brot::N,brood,bröd
460,Scheibe::N,plak,skiva
461,Scheibe::N,snede,skiva
462,Fett::N,vet,fett
463,Butter::N,boter,smör
464,Öl::N,olie,olja
465,Salz::N,zout,salt
466,Suppe::N,soep,soppa
467,Honig::N,honing,honung
468,Milch::N,melk,mjölk
469,Tee::N,thee,te
470,Leder::N,leer,läder
471,Leder::N,leder,läder
472,Wolle::N,wol,ull
473,Wolle::N,wol,ylle
474,Stoff::N,stof,tyg
475,Stoff::N,stof,stoff
476,Nadel::N,naald,nål
477,Faden::N,draad,tråd
478,Knopf::N,knoop,knapp
479,Knoten::N,knoop,knut
480,Farbe::N,verf,färg
481,Kleidung::N,kledij,klädsel
482,Kleidung::N,kleding,klädsel
483,Hemd::N,hemd,skjorta
484,Kragen::N,kraag,krage
485,Ärmel::N,mouw,ärm
486,Hose::N,broek,byxor
487,Hose::N,pantalon,byxor
488,Gürtel::N,riem,bälte
489,Gürtel::N,gordel,bälte
490,Mütze::N,muts,mössa
491,Schuh::N,schoen,sko
492,Stiefel::N,laars,stövel
493,Ring::N,ring,ring
494,Band::N,lint,band
495,Kamm::N,kam,kam
496,Spiegel::N,spiegel,spegel
497,Riemen::N,riem,rem
498,Schnur::N,koord,snöre
499,Leine::N,lijn,lina
500,Decke::N,deken,täcke
501,Kissen::N,kussen,dyna
502,Kissen::N,kussen,kudde
503,Tuch::N,doek,sjal
504,Handtuch::N,handdoek,handduk
505,Kraft::N,kracht,kraft
506,Stärke::N,sterkte,styrka
507,Gesundheit::N,gezondheid,hälsa
508,Krankheit::N,ziekte,sjukdom
509,Schmerz::N,pijn,smärta
510,Wunde::N,wond,sår
511,Fieber::N,koorts,feber
512,Arznei::N,medicament,medicin
513,Arznei::N,medicament,läkemedel
514,Arznei::N,geneesmiddel,medicin
515,Arznei::N,geneesmiddel,läkemedel
516,Brücke::N,brug,bro
517,Brunnen::N,put,brunn
518,Brunnen::N,bron,brunn
519,Weide::N,wei,bete
520,Weide::N,weide,bete
521,Pfad::N,pad,stig
522,Weg::N,weg,väg
523,Straße::N,baan,gata
524,Straße::N,straat,gata
525,Dorf::N,dorp,by
526,Stadt::N,stad,stad
527,Brief::N,brief,brev
528,Buch::N,boek,bok
529,Buchstabe::N,letter,bokstav
530,Zeitung::N,krant,tidning
531,Zeitung::N,dagblad,tidning
532,Leben::N,leven,liv
533,Tod::N,dood,död
534,Grab::N,graf,grav
535,Kirche::N,kerk,kyrka
536,Sünde::N,zonde,synd
537,Gott::N,god,gud
538,Arbeiter::N,arbeider,arbetare
539,Chef::N,chef,chef
540,Meister::N,meester,mästare
541,Arzt::N,arts,läkare
542,Arzt::N,dokter,läkare
543,Lehrer::N,leraar,lärare
544,Lehrer::N,onderwijzer,lärare
545,Geld::N,geld,pengar
546,Geschäft::N,zaak,rörelse
547,Laden::N,winkel,affär
548,Preis::N,prijs,pris
549,Ware::N,waar,vara
550,Nutzen::N,nut,gagn
551,Nutzen::N,nut,nytta
552,Nutzen::N,voordeel,gagn
553,Nutzen::N,voordeel,nytta
554,Reichtum::N,rijkdom,rikedom
555,Welt::N,wereld,värld
556,Land::N,land,land
557,Staat::N,staat,stat
558,König::N,koning,kung
559,König::N,koning,konung
560,Macht::N,macht,makt
561,Grenze::N,grens,gräns
562,Krieg::N,oorlog,krig
563,Feind::N,vijand,fiende
564,Gewalt::N,geweld,våld
565,Kampf::N,strijd,kamp
566,Kampf::N,strijd,strid
567,Kampf::N,gevecht,kamp
568,Kampf::N,gevecht,strid
569,Bogen[Waffe]::N,boog,båge
570,Pfeil::N,pijl,pil
571,Gewehr::N,geweer,gevär
572,Fehler::N,fout,fel
573,Lüge::N,leugen,lögn
574,Schaden::N,schade,skada
575,Unglück::N,tegenspoed,otur
576,Unglück::N,tegenspoed,olycka
577,Schuld::N,schuld,skuld
578,Alter::N,leeftijd,ålder
579,Schluss::N,slot,slut
580,Zeit::N,tijd,tid
581,Tag::N,dag,dag
582,Morgen::N,morgen,morgon
583,Morgen::N,ochtend,morgon
584,Mittag::N,middag,middag
585,Abend::N,avond,kväll
586,Nacht::N,nacht,natt
587,Woche::N,week,vecka
588,Monat::N,maand,månad
589,Jahr::N,jaar,år
590,Frühling::N,lente,vår
591,Frühling::N,voorjaar,vår
592,Sommer::N,zomer,sommar
593,Herbst::N,herfst,höst
594,Winter::N,winter,vinter
595,Januar::N,januari,januari
596,Februar::N,februari,februari
597,März::N,maart,mars
598,April::N,april,april
599,Mai::N,mei,maj
600,Juni::N,juni,juni
601,Juli::N,juli,juli
602,August::N,augustus,augusti
603,September::N,september,september
604,Oktober::N,oktober,oktober
605,November::N,november,november
606,Dezember::N,december,december
607,Montag::N,maandag,måndag
608,Dienstag::N,dinsdag,tisdag
609,Mittwoch::N,woensdag,onsdag
610,Donnerstag::N,donderdag,torsdag
611,Freitag::N,vrijdag,fredag
612,Samstag::N,zaterdag,lördag
613,Sonntag::N,zondag,söndag
614,groß::A,groot,stor
615,klein::A,klein,liten
616,lang::A,lang,lång
617,kurz::A,kort,kort
618,breit::A,breed,bred
619,schmal::A,smal,smal
620,dicht::A,dicht,tät
621,dick[Gegenstand]::A,dik,tjock
622,dünn::A,dun,tunn
623,fein::A,fijn,fin
624,fest::A,vast,fast
625,flach::A,plat,platt
626,glatt::A,glad,glatt
627,hart::A,hard,hård
628,weich::A,week,mjuk
629,rund::A,rond,rund
630,spitz::A,spits,toppig
631,spitz::A,spits,spetsig
632,spitz::A,puntig,toppig
633,spitz::A,puntig,spetsig
634,scharf::A,scherp,vass
635,scharf::A,scherp,skarp
636,stumpf::A,stomp,slö
637,schwer::A,zwaar,tung
638,schön::A,mooi,skön
639,schön::A,mooi,vacker
640,schön::A,fraai,skön
641,schön::A,fraai,vacker
642,heiß::A,heet,het
643,warm::A,warm,varm
644,kalt::A,koud,kall
645,kühl::A,koel,sval
646,kühl::A,koel,kylig
647,frisch::A,fris,färsk
648,feucht::A,vochtig,fuktig
649,nass::A,nat,våt
650,trocken::A,droog,torr
651,voll::A,vol,full
652,leer::A,leeg,tom
653,offen::A,open,öppen
654,geschlossen::A,gesloten,stängd
655,sauber::A,net,ren
656,sauber::A,schoon,ren
657,schmutzig::A,vuil,snuskig
658,roh::A,rauw,rå
659,reif::A,rijp,mogen
660,lecker::A,lekker,läcker
661,süß::A,zoet,söt
662,bitter::A,bitter,besk
663,bitter::A,bitter,bitter
664,sauer::A,zuur,sur
665,hell::A,licht,ljus
666,hell::A,helder,ljus
667,dunkel::A,donker,mörk
668,schwarz::A,zwart,svart
669,weiß::A,wit,vit
670,rot::A,rood,röd
671,gelb::A,geel,gul
672,blau::A,blauw,blå
673,grün::A,groen,grön
674,grau::A,grijs,grå
675,bunt::A,bont,brokig
676,billig::A,goedkoop,billig
677,teuer::A,duur,dyr
678,wertvoll::A,kostbaar,värdefull
679,wertvoll::A,waardevol,värdefull
680,blind::A,blind,blind
681,taub::A,doof,döv
682,kräftig::A,krachtig,kraftig
683,stark::A,sterk,stark
684,schwach::A,zwak,svag
685,fett::A,vet,fet
686,schlank::A,slank,slank
687,hübsch::A,leuk,snygg
688,hübsch::A,leuk,vacker
689,böse::A,kwaad,ond
690,böse::A,kwaad,elak
691,dumm::A,dom,dum
692,faul::A,lui,lat
693,fleißig::A,vlijtig,flitig
694,geizig::A,gierig,snål
695,geizig::A,gierig,girig
696,klug::A,slim,klok
697,klug::A,schrander,klok
698,klug::A,verstandig,klok
699,geschickt::A,handig,händig
700,geschickt::A,handig,skicklig
701,geschickt::A,vaardig,händig
702,geschickt::A,vaardig,skicklig
703,lieb::A,lief,kär
704,lieb::A,lief,snäll
705,lustig::A,vrolijk,rolig
706,lustig::A,vrolijk,lustig
707,sanft::A,zacht,mild
708,hungrig::A,hongerig,hungrig
709,krank::A,ziek,sjuk
710,nackt::A,naakt,naken
711,traurig::A,treurig,ledsen
712,traurig::A,treurig,sorgsen
713,traurig::A,bedroefd,ledsen
714,traurig::A,bedroefd,sorgsen
715,lebendig::A,levend,levande
716,gut::A,goed,bra
717,schlecht::A,slecht,dålig
718,richtig::A,juist,riktig
719,schlimm::A,erg,illa
720,schlimm::A,kwaad,illa
721,wahr::A,waar,sann
722,alt::A,oud,gammal
723,neu::A,nieuw,ny
724,ehemalig::A,voormalig,forn
725,ehemalig::A,voormalig,tidigare
726,alt[Lebewesen]::A,oud,gammal
727,jung::A,jong,ung
728,arm::A,arm,fattig
729,reich::A,rijk,rik
730,bekannt::A,bekend,känd
731,berühmt::A,beroemd,berömd
732,fremd::A,vreemd,främmande
733,verschieden::A,verscheiden,åtskillig
734,verschieden::A,verschillend,åtskillig
735,nah::A,nabij,nära
736,nah::A,nabijgelegen,nära
737,fern::A,ver,fjärran
738,linker::A,linker,vänster
739,rechter::A,rechter,höger
740,anderer::A,andere,annan
741,erster::A,eerste,första
742,zweiter::A,tweede,andra
743,dritter::A,derde,tredje
744,letzter::A,laatste,sist
745,allein::ADV,alleen,allena
746,auf einmal::ADV,ineens,på en gång
747,auf einmal::ADV,tegelijk,på en gång
748,zusammen::ADV,samen,tillsammans
749,zusammen::ADV,bijeen,tillsammans
750,lange::ADV,lang,länge
751,plötzlich::ADV,eensklaps,plötsligt
752,plötzlich::ADV,plotsklaps,plötsligt
753,sofort::ADV,terstond,strax
754,sofort::ADV,terstond,genast
755,sofort::ADV,aanstonds,strax
756,sofort::ADV,aanstonds,genast
757,sofort::ADV,onmiddelijk,strax
758,sofort::ADV,onmiddelijk,genast
759,später::ADV,later,senare
760,jetzt::ADV,nu,nu
761,jetzt::ADV,nou,nu
762,jetzt::ADV,thans,nu
763,heute::ADV,heden,i dag
764,heute::ADV,vandaag,i dag
765,morgen::ADV,morgen,i morgon
766,bald::ADV,gauw,snart
767,bald::ADV,weldra,snart
768,dann::ADV,dan,då
769,dann::ADV,toen,då
770,gestern::ADV,gisteren,i går
771,einst::ADV,eens,en gång
772,damals::ADV,toen,då
773,damals::ADV,toen,den gången
774,damals::ADV,destijds,då
775,damals::ADV,destijds,den gången
776,danach::ADV,daarna,därefter
777,vorher::ADV,vooraf,före
778,vorher::ADV,vooraf,förut
779,vorher::ADV,van tevoren,före
780,vorher::ADV,van tevoren,förut
781,zuerst::ADV,eerst,först
782,zuerst::ADV,het eerst,först
783,einmal::ADV,eens,en gång
784,einmal::ADV,eenmaal,en gång
785,manchmal::ADV,soms,ibland
786,oft::ADV,vaak,ofta
787,oft::ADV,dikwijls,ofta
788,immer::ADV,altijd,alltid
789,niemals::ADV,nooit,aldrig
790,hier::ADV,hier,här
791,hierhin::ADV,hierheen,hit
792,von hier::ADV,van hier,härifrån
793,von hier::ADV,hiervandaan,härifrån
794,dort::ADV,daar,där
795,dort::ADV,ginds,där
796,dorthin::ADV,daarheen,dit
797,geradeaus::ADV,rechtuit,rätt fram
798,geradeaus::ADV,rechtdoor,rätt fram
799,vorwärts::ADV,vooruit,fram
800,vorwärts::ADV,vooruit,framåt
801,vorwärts::ADV,voorwaarts,fram
802,vorwärts::ADV,voorwaarts,framåt
803,rückwärts::ADV,achteruit,baklänges
804,rückwärts::ADV,achterwaarts,baklänges
805,zurück::ADV,terug,tillbaka
806,unten::ADV,beneden,nere
807,unten::ADV,beneden,nedanför
808,unten::ADV,onderaan,nere
809,unten::ADV,onderaan,nedanför
810,hinab::ADV,omlaag,ned
811,hinab::ADV,omlaag,nedåt
812,hinab::ADV,naar beneden,ned
813,hinab::ADV,naar beneden,nedåt
814,oben::ADV,boven,ovan
815,oben::ADV,boven,ovanpå
816,hinauf::ADV,omhoog,upp
817,hinauf::ADV,omhoog,uppåt
818,hinauf::ADV,naar boven,upp
819,hinauf::ADV,naar boven,uppåt
820,überall::ADV,alom,överallt
821,überall::ADV,overal,överallt
822,nicht::ADV,niet,ej
823,nicht::ADV,niet,inte
824,ein wenig::ADV,wat,litet
825,kaum::ADV,amper,knappt
826,kaum::ADV,amper,knappast
827,kaum::ADV,nauwelijks,knappt
828,kaum::ADV,nauwelijks,knappast
829,sehr::ADV,erg,mycket
830,sehr::ADV,zeer,mycket
831,so::ADV,zo,så
832,noch::ADV,nog,än
833,noch::ADV,nog,ännu
834,nur::ADV,maar,bara
835,nur::ADV,maar,endast
836,nur::ADV,alleen,bara
837,nur::ADV,alleen,endast
838,schon::ADV,al,redan
839,schon::ADV,reeds,redan
840,wieder::ADV,weer,åter
841,wieder::ADV,terug,åter
842,vergebens::ADV,vergeefs,förgäves
843,vergebens::ADV,tevergeefs,förgäves
844,vor::PRP,voor,utanför
845,hinter::PRP,achter,bakom
846,unter::PRP,onder,under
847,unter::PRP,beneden,under
848,durch::PRP,door,genom
849,durch::PRP,door,igenom
850,neben::PRP,naast,bredvid
851,neben::PRP,naast,vid sidan av
852,zwischen::PRP,tussen,mellan
853,wegen::PRP,wegens,på grund av
854,wegen::PRP,vanwege,på grund av
855,dies::PRN,dit,detta
856,das::PRN,dat,det
857,alles::PRN,alles,allt
858,ich::PRN,ik,jag
859,du::PRN,je,du
860,du::PRN,jij,du
861,er::PRN,hij,han
862,wir::PRN,we,vi
