,Concept_ID,kl,cy
728,alt[Lebewesen]::A,utoqqaq,oedrannus
729,jung::A,inuusuppoq,ifanc
730,jung::A,kingulliarsuk,ifanc
731,arm::A,piillasoq,tlawd
732,arm::A,piitsuuvoq,tlawd
733,reich::A,pisuuvoq,cyfoethog
734,berühmt::A,tusaamasaq,enwog
735,fremd::A,ajasoornarpoq,estron
736,verschieden::A,allatut,gwahanol
737,verschieden::A,tamalaat,gwahanol
738,nah::A,qanippoq,agos
739,fern::A,ungasippoq,pell
740,linker::A,saamerleq,aswy
741,linker::A,saamerleq,chwith
742,rechter::A,innarluissut,de
743,rechter::A,innarluissut,deau
744,erster::A,siulleq,cyntaf
745,zweiter::A,qataatsup tullia,ail
746,dritter::A,pingajorarterut,trydydd
747,letzter::A,kingulleq,olaf
748,allein::ADV,kisimiippoq,unig
749,allein::ADV,kisimiippoq,ar ei ben ei hun
750,auf einmal::ADV,tassanngaannaq,ar yr un pryd
751,zusammen::ADV,attaasa,ynghyd
752,zusammen::ADV,attaasa,gyda'i gilydd
753,zusammen::ADV,attarmik,ynghyd
754,zusammen::ADV,attarmik,gyda'i gilydd
755,lange::ADV,akuni,amser hir
756,plötzlich::ADV,tassanngaannaq,yn sydyn
757,sofort::ADV,erniinnaq,ar unwaith
758,später::ADV,kingorna,yn ddiweddarach
759,jetzt::ADV,maanna,yn awr
760,jetzt::ADV,massakkut,yn awr
761,heute::ADV,ullumi,heddiw
762,morgen::ADV,aqagu,yfory
763,bald::ADV,erniinnaq,yn fuan
764,bald::ADV,erniinnaq,gyda hyn
765,dann::ADV,taava,yna
766,dann::ADV,taava,y pryd hwnnw
767,gestern::ADV,ippassaq,ddoe
768,einst::ADV,ataatsimik,gynt
769,einst::ADV,ilaanni,gynt
770,damals::ADV,taamani,ar y pryd
771,damals::ADV,taamani,bryd hynny
772,damals::ADV,taamanikkut,ar y pryd
773,damals::ADV,taamanikkut,bryd hynny
774,damals::ADV,taassumuunakkut,ar y pryd
775,damals::ADV,taassumuunakkut,bryd hynny
776,danach::ADV,taava,wedyn
777,vorher::ADV,siornagut,o'r blaen
778,einmal::ADV,ilaanni,unwaith
779,einmal::ADV,ataatsimik,unwaith
780,manchmal::ADV,qaqutigu,weithiau
781,manchmal::ADV,qaqutigu,ar brydiau
782,manchmal::ADV,qaqutigut,weithiau
783,manchmal::ADV,qaqutigut,ar brydiau
784,oft::ADV,akulikitsumik,yn aml
785,oft::ADV,akulikitsumik,yn fynych
786,immer::ADV,tamatigut,bob amser
787,hier::ADV,maani,yma
788,hierhin::ADV,maani,hyd yma
789,dorthin::ADV,ikuuna,tuag yno
790,geradeaus::ADV,narlumut,syth ymlaen
791,vorwärts::ADV,pilangavoc,ymlaen
792,rückwärts::ADV,kingumut,yn ôl
793,rückwärts::ADV,tunumut or tunummut,yn ôl
794,zurück::ADV,kingumut,yn ôl
795,zurück::ADV,tunumut or tunummut,yn ôl
796,unten::ADV,kana,isod
797,unten::ADV,kana,oddi tanodd
798,hinab::ADV,qiviu,i lawr
799,hinab::ADV,qiviu,i waered
800,überall::ADV,tamaginni,ym mhobman
801,überall::ADV,tamani tamaani,ym mhobman
802,kaum::ADV,qaqutigorsuaq,prin
803,sehr::ADV,assut,iawn
804,noch::ADV,qeratavoq,eto
805,schon::ADV,taava-una,eisoes
806,schon::ADV,taava-una,yn barod
807,wieder::ADV,kingumut,drachefn
808,vergebens::ADV,angiluk,yn ofer
809,dies::PRN,manna,hyn
810,dies::PRN,matuma,hyn
811,das::PRN,ua,hynny
812,ich::PRN,uanga,fi
813,du::PRN,illit,ti
814,er::PRN,una,fe
815,wir::PRN,uagut,ni
816,ihr::PRN,ilissi,chi
817,sie::PRN,uku,hwy
818,was::FPRN,aat?,pa beth
819,wer::FPRN,kikkut,pwy
820,wo::FADV,sumi,ble
821,wo::FADV,sumi,ym mha le
822,wohin::FADV,sumut,i ble
823,wohin::FADV,sumut,i ba le
824,wie::FADV,qanoq,sut
825,warum::FADV,sooq,pam
826,wieviel::FNUM,qassit,faint
827,wieviel::FNUM,qanoq atsigisumik?,faint
828,eins::NUM,ataaseq,un
829,zwei::NUM,marluk,dau
830,drei::NUM,pingasut,tri
831,vier::NUM,sisamat,pedwar
832,vier::NUM,qajuusat,pedwar
833,fünf::NUM,tallimat,pump
834,sechs::NUM,arfineq,chwech
835,sechs::NUM,arfinillit,chwech
836,sieben::NUM,arfineq-marluk,saith
837,acht::NUM,arfineq pingasut,wyth
838,neun::NUM,qulingiluat,naw
839,neun::NUM,arfineq sisamat,naw
840,zehn::NUM,qulit,deg
841,elf::NUM,aqqaneq,un ar ddeg
842,zwölf::NUM,aqqaneq-marluk,deuddeg
843,zwölf::NUM,aqqaneq-marluk,un deg dau
844,zwanzig::NUM,tyve,ugain
845,dreißig::NUM,tredive,tri deg
846,dreißig::NUM,tredive,deg ar hugain
847,dreißig::NUM,pingasunik qulillit,tri deg
848,dreißig::NUM,pingasunik qulillit,deg ar hugain
849,vierzig::NUM,fyrre,deugain
850,fünfzig::NUM,halvtreds,hanner cant
851,fünfzig::NUM,tallimanik qulillit,hanner cant
852,sechzig::NUM,tres,chwe deg
853,siebzig::NUM,halvfjerds,saith deg
854,siebzig::NUM,halvfjerds,deg a thrigain
855,achtzig::NUM,firs,wyth deg
856,achtzig::NUM,firs,pedar ugain
857,neunzig::NUM,halvfems,naw deg
858,neunzig::NUM,halvfems,deg a phedwar ugain
859,hundert::NUM,et hundrede,cant
860,tausend::NUM,et tusinde,mil
861,und::CNJ,aamma,a
862,oder::CNJ,imalluunnit,neu
863,stehen::V,sikingavoq,sefyll
864,sitzen::V,ingippoq,eistedd
865,liegen::V,nalavoq,gorwedd
866,liegen::V,aqupivoq,gorwedd
867,hängen::V,nivinngarpaa,hongian
868,werden::V,pinngorpoq,dod yn
869,werden::V,pinngorpoq,mynd yn
870,passieren::V,pivoq,digwydd
871,beginnen::V,aallarnerpaa,cychwyn
872,enden::V,naggaserpaa,gorffen
873,wechseln::V,immikkut ilivoq,newid
874,untergehen[Sonne]::V,ilioqqaasoq,machlud
875,scheinen[Sonne]::V,qinnorpoq,tywynnu
876,scheinen[Sonne]::V,qinngorpoq,tywynnu
877,donnern::V,kalleq,taranu
878,wehen::V,timmivoq,chwythu
879,sich drehen::V,ipippaa,troi
880,sich drehen::V,ipippaa,cylchdroi
881,schwanken::V,aalavoq,siglo
882,schwingen::V,issakajaat or issakatsiaarut,siglo
883,fallen::V,quasivaa,cwympo
884,brennen::V,seerpoq,llosgi
885,brennen::V,uuppaa,llosgi
886,rauchen::V,pujoorpoq,mygu
887,regnen::V,siallerpoq,glawio
888,gefrieren::V,qiulerpoq,rhewi
889,tauen::V,aappoq,toddi
890,tauen::V,aappoq,meirioli
891,schmelzen::V,aappoq,toddi
892,schmelzen::V,aatsippaa,toddi
893,trocknen::V,panerserpaa,sychu
894,sieden::V,qalappoq,berwi
895,reißen::V,qulli,clecian
896,reißen::V,qulli,torri'n glats
897,reißen::V,alittorpaa,clecian
898,reißen::V,alittorpaa,torri'n glats
899,reißen::V,kimillanneq,clecian
900,reißen::V,kimillanneq,torri'n glats
901,versinken::V,kivivaa,suddo
902,versinken::V,apparpoq,suddo
903,vergehen::V,qaangerpaa,myned heibio
904,vergehen::V,qaangerpaa,pasio
905,vergehen::V,sarsuppoq,myned heibio
906,vergehen::V,sarsuppoq,pasio
907,erscheinen::V,takutippoq,ymddangos
908,sinken::V,kivivaa,syrthio
909,sinken::V,apparpoq,syrthio
910,abnehmen::V,ikillipput,lleihau
911,zunehmen::V,allisippaa,cynyddu
912,steigen::V,allisippaa,codi
913,wachsen::V,allivoq,tyfu
914,glänzen::V,qinngorpoq,disgleirio
915,glänzen::V,qinnorpoq,disgleirio
916,funkeln::V,uisorilavoq,pefrio
917,läuten::V,avilualaarpoq,canu
918,klingeln::V,aviluarpoq,canu
919,klingeln::V,aviluarpoq,seinio
920,klingeln::V,aviluarpaluppoq,canu
921,klingeln::V,aviluarpaluppoq,seinio
922,brausen::V,ittuk,rhuo
923,brausen::V,ittuppoq,rhuo
924,brausen::V,ittuppaluppoq,rhuo
925,bellen::V,qiluppoq,cyfarth
926,heulen::V,maarpoq,udo
927,heulen::V,maarpoq,oernadu
928,heulen::V,maalavoq,udo
929,heulen::V,maalavoq,oernadu
930,heulen::V,miaggoorpoq,udo
931,heulen::V,miaggoorpoq,oernadu
932,blasen::V,aporneq,chwythu
933,pfeifen::V,siggartartitsivoq,chwibanu
934,pfeifen::V,siorsulavoq,chwibanu
935,schreien::V,suaarpoq,gweiddi
936,schreien::V,suaarpoq,bloeddio
937,stöhnen::V,nipiliorpoq,griddfan
938,stöhnen::V,nipilliorpoq,griddfan
939,zittern::V,qarsulivik,crynu
940,leben::V,inuuvoq,byw
941,geboren werden::V,inuuvoq,cael eich geni
942,geboren werden::V,inunngorpoq,cael eich geni
943,atmen::V,anersaarpoq,anadlu
944,trinken::V,imerpoq,yfed
945,essen::V,tamorpoq,bwyta
946,schlucken::V,tuluarnaq,llyncu
947,einschlafen::V,sinippoq,mynd i gysgu
948,einschlafen::V,sinippoq,syrthio i gysgu
949,schlafen::V,sinik,huno
950,schlafen::V,sinik,cysgu
951,aufwachen::V,iterpoq,dihuno
952,aufwachen::V,eqqumavoq,dihuno
953,aufstehen::V,makippoq,codi
954,sich erholen::V,qasuerserpoq,ymlacio
955,sich erholen::V,qasuerserpoq,dadflino
956,schmerzen::V,anneraa,brifo
957,schmerzen::V,annernarpoq,brifo
958,husten::V,quersorpoq,pesychu
959,genesen::V,ajunngissivoq,gwella
960,genesen::V,ajunngissivoq,cael yn ôl
961,genesen::V,ilisimmarpoq,gwella
962,genesen::V,ilisimmarpoq,cael yn ôl
963,genesen::V,ilorrippoq,gwella
964,genesen::V,ilorrippoq,cael yn ôl
965,sterben::V,toquvoq,marw
966,sich bewegen::V,ingerlavoq,symud
967,sich setzen::V,ingippoq,eistedd
968,laufen::V,arpappoq,cerdded
969,schreiten::V,ingerlavoq,camu
970,spazierengehen::V,utertakajaarpoq,mynd am dro
971,spazierengehen::V,utertakattajaarpoq,mynd am dro
972,eilen::V,qaa qaa,rhuthro
973,eilen::V,qiilasaarpoq,rhuthro
974,eilen::V,ingerlasaarpaa,rhuthro
975,sich beeilen::V,tuaviorpoq,brysio
976,sausen::V,uiguut,rhuthro
977,rennen::V,igivoq,rhedeg
978,springen::V,upernassaq,llamu
979,springen::V,upernassaq,neidio
980,klettern::V,pilaakkeerpoq,dringo
981,schaukeln::V,aalavoq,siglo
982,schwimmen::V,naluppoq,nofio
983,tauchen::V,allorpoq,plymio
984,tauchen::V,allorpoq,ymsuddo
985,rudern::V,ipuppaa,rhwyfo
986,fahren::V,qimusserpoq,gyrru
987,fahren::V,qimusserpoq,dreifio
988,fliegen::V,timmivoq,hedfan
989,weggehen::V,piiarpoq,mynd
990,weggehen::V,piiarpoq,ymadael
991,anhalten::V,unitsippaa,stopio
992,hineingehen::V,timaappaa,mynd i mewn
993,eintreten::V,allattorpaa,mynd i
994,kommen::V,qaa-,dod
995,kommen::V,pivaa,dod
996,ankommen::V,tikippoq,cyrraedd
997,zurückkommen::V,angerlarpoq,dychwelyd
998,bleiben::V,uninngavoq,aros
999,bleiben::V,uninngavoq,sefyll
1000,warten::V,paavoq,aros
1001,warten::V,paavoq,disgwyl
1002,warten::V,utaqqivoq,aros
1003,warten::V,utaqqivoq,disgwyl
1004,suchen::V,nivivaa,chwilio am
1005,finden::V,nanivaa,darganfod
1006,versuchen::V,uuppaa,profi
1007,versuchen::V,uuppaa,ceisio
1008,versuchen::V,ussersarpaa,profi
1009,versuchen::V,ussersarpaa,ceisio
1010,vorbereiten::V,piareersarpaa,paratoi
1011,lieben::V,asavaa,caru
1012,mögen::V,akaaraa,hoffi
1013,rühren::V,qeerlerpaa,cynhyrfu
1014,weinen::V,qiavoq,wylo
1015,weinen::V,qiavoq,llefain
1016,schimpfen::V,qatimaarpoq,grwgnach
1017,sich ärgern::V,ugguutigaa,gofidio
1018,sich fürchten::V,eqqanaarpoq,ofni
1019,fürchten::V,ersigaa,arswydo
1020,fliehen::V,qimaavoq,ffoi
1021,flüchten::V,allikarfigaa,dianc
1022,sehen::V,isigaa,gweld
1023,ansehen::V,alaatsinaappaa,gwylio
1024,hören::V,tusarpaa,clywed
1025,zuhören::V,naalappoq,gwrando
1026,riechen::V,tipippoq,arogli
1027,fühlen::V,misigaa,teimlo
1028,fühlen::V,misigaa,clywed
1029,scheinen::V,takutippoq,ymddangos
1030,frieren::V,qiiavoq,bod yn oer
1031,tun::V,iliorpoq,gwneud
1032,wollen::V,piumavaa,bod mewn angen
1033,anfangen::V,pilerpoq,dechrau
1034,beenden::V,naggaserpaa,darfod
1035,beenden::V,naggaserpaa,gorffen
1036,aufhören::V,naammatsippaa,peidio
1037,öffnen::V,ammarpaa,agor
1038,schließen::V,matuaa,cau
1039,stellen::V,ilivaa,gosod
1040,stellen::V,iliorarpai,gosod
1041,stellen::V,ilioqqarpai,gosod
1042,setzen::V,iliorarpai,gosod
1043,setzen::V,ilioqqarpai,gosod
1044,legen::V,ilivaa,gosod
1045,berühren::V,attorpaa,cyffwrdd
1046,verbinden::V,taperserpaa,cysylltu
1047,bedecken::V,iikkerpaa,gorchuddio
1048,bedecken::V,iikkersorpaa,gorchuddio
1049,aufhängen::V,inivaa,crogi
1050,aufhängen::V,inivaa,hongian
1051,aufhängen::V,iniorarpai,crogi
1052,aufhängen::V,iniorarpai,hongian
1053,anzünden::V,saggaavoq,cynnau
1054,aufheben::V,allisippaa,codi
1055,zurücklassen::V,aallarpoq,gadael
1056,verlieren::V,annaavaa,colli
1057,fallen lassen::V,nakkaavaa,gollwng
1058,machen::V,iliorpoq,gwneud
1059,herstellen::V,anillatsippaa,cynhyrchu
1060,bauen::V,marrarterpaa,adeiladu
1061,reparieren::V,iluarsaappaa,trwsio
1062,reparieren::V,iluarsaappaa,atgyweirio
1063,verbessern::V,naqqippaa,diwygio
1064,graben::V,assappaa,palu
1065,graben::V,assappaa,cloddio
1066,beugen::V,qappappoq,plygu
1067,biegen::V,qappappoq,plygu
1068,wenden::V,assappaa,troi
1069,wenden::V,assakarpoq,troi
1070,umdrehen::V,assakartippaa,troi
1071,heben::V,kivippaa,codi
1072,hochheben::V,kissumiarpaa,dyrchafu
1073,ergreifen::V,isaappaa,gafael
1074,ergreifen::V,isaguppaa,gafael
1075,halten::V,minarpaa,dal
1076,drücken::V,naqittaat,pwyso
1077,drücken::V,naqittaat,gwasgu
1078,kratzen::V,qitsuppaa,crafu
1079,lecken::V,aluppaa,llyfu
1080,beißen::V,kiivaa,cnoi
1081,beißen::V,kiivaa,brathu
1082,abreißen::V,aqqarpaa,tynnu ymaith
1083,abreißen::V,isaterpaa,tynnu ymaith
1084,abschneiden::V,kipivaa,torri
1085,binden::V,kakkersarpaa,clymu
1086,stecken::V,kussunneq,plannu
1087,brechen::V,nallorpaa,torri
1088,klopfen::V,pattappaa,taro
1089,hauen::V,aqivaa,taro
1090,kleben::V,qaappoq,gludio
1091,reiben::V,tagiarpaa,rhwbio
1092,reiben::V,tangiarpaa,rhwbio
1093,streichen::V,erlerpoq,taenu
1094,schleifen::V,sequppaa,hogi
1095,schneiden::V,uullivoq,torri
1096,schütteln::V,aalavoq,siglo
1097,schütteln::V,aalavoq,ysgwyd
1098,schwenken::V,issarpoq,siglo
1099,füllen::V,immerpaa,llenwi
1100,einwickeln::V,immoqquserpaa,lapio
1101,tragen::V,maqippaa,cludo
1102,tragen::V,assartorpoq,cludo
1103,schleppen::V,assartorpoq,llusgo
1104,ziehen::V,kalippaa,tynnu
1105,ziehen::V,kalissarpoq,tynnu
1106,aufbewahren::V,toqqorpaa,cadw
1107,werfen::V,kuivaa,taflu
1108,fangen::V,anguaa,dal
1109,verstecken::V,anngigaa,celu
1110,verstecken::V,anngigaa,cuddio
1111,teilen::V,agguut,rhannu
1112,teilen::V,agguusersorpaa,rhannu
1113,schicken::V,nassiuppaa,anfon
1114,bringen::V,aggiuppaa,dod â
1115,bringen::V,nassataraa,dod â
1116,bekommen::V,tiguaa,cael
1117,erhalten::V,tiguaa,derbyn
1118,nehmen::V,pivoq,cymryd
1119,nehmen::V,tiguaa,cymryd
1120,bewahren::V,sukkunik simerserpaa,cadw
1121,verderben::V,asiutippaa,difetha
1122,verderben::V,piuneerunnerit,difetha
1123,zerbrechen::V,ukuvoq,torri
1124,zerreißen::V,tisavaa,rhwygo
1125,zerreißen::V,alittorpaa,rhwygo
1126,zerstören::V,aserorpaa,dinistrio
1127,verbrennen::V,seerpoq,llosgi
1128,geben::V,pivoq,rhoi
1129,versprechen::V,neriorsorpaa,addo
1130,wünschen::V,kissaat,dymuno
1131,loben::V,nersorpaa,canmol
1132,loben::V,nersornaat,canmol
1133,küssen::V,kunippaa,cusanu
1134,küssen::V,kunissorpaa,cusanu
1135,zudecken::V,majorpaa,gorchuddio
1136,wecken::V,itersarpaa,deffro
1137,zeigen::V,tikkuuppaa,dangos
1138,führen::V,tasissiuppaa,arwain
1139,führen::V,ilitsersorpaa,arwain
1140,führen::V,tasissersuuppaa,arwain
1141,lehren::V,ilinniartippaa,dysgu
1142,unterrichten::V,ajoqerpaa,hyfforddi
1143,unterrichten::V,ajoqersorpaa,hyfforddi
1144,unterrichten::V,ilinniartitsivoq,hyfforddi
1145,aufziehen::V,inororsarpaa,dod i fyny
1146,leiten::V,iluatsippaa,arwain
1147,antreiben::V,ikusimmippaa,annog
1148,einladen::V,qaaqquaa,gwahodd
1149,einladen::V,qaasarpaa,gwahodd
1150,vereinigen::V,taperserpaa,uno
1151,vereinigen::V,taperserpaa,cyfuno
1152,besuchen::V,tikeraarpaa,ymweld â
1153,treffen::V,aporappaa,cwrdd
1154,treffen::V,aporappaa,cyfarfod
1155,sich versammeln::V,majorpoq,casglu
1156,sich versammeln::V,majorpoq,cynnull
1157,spielen::V,pinnguarpoq,chwarae
1158,singen::V,erinarsorpoq,canu
1159,tanzen::V,qitippoq,dawnsio
1160,sich trennen::V,immikkoortippaa,ymwahanu
1161,retten::V,annaappaa,achub
1162,schützen::V,eriagaa,noddi
1163,schützen::V,pineqartaalivaa,noddi
1164,schießen::V,aallaavaa,saethu
1165,schießen::V,piseriuppaa,saethu
1166,ärgern::V,ninngassarpaa,cythruddo
1167,ärgern::V,ninngassaarpaa,cythruddo
1168,schlagen::V,unatarpaa,curo
1169,treten::V,tukerpoq,cicio
1170,stechen::V,iguppaa,pigo
1171,stechen::V,qasilippoq,pigo
1172,stoßen::V,ikuserpaa,gwthio
1173,stoßen::V,ikusimmippaa,gwthio
1174,stehlen::V,tillippaa,dwyn
1175,stehlen::V,tillippaa,lladrata
1176,stören::V,akornuserpaa,aflonyddu
1177,verbergen::V,anngigaa,cuddio
1178,betrügen::V,peqquserluttuliorfigaa,hocedu
1179,töten::V,maappaa,lladd
1180,töten::V,toquppaa,lladd
1181,wohnen::V,najugaqarpoq,byw
1182,arbeiten::V,sulivoq,gweithio
1183,sammeln::V,katersorpai,casglu
1184,jagen::V,piniarpoq,hela
1185,fischen::V,aalisarpoq,pysgota
1186,anbinden::V,qilerut,clymu
1187,anbinden::V,qilersorpaa,clymu
1188,anbinden::V,ungerlatserpaa,clymu
1189,füttern::V,nerlerpaa,porthi
1190,gießen::V,imerterpaa,dyfrhau
1191,kochen::V,igavoq,berwi
1192,braten::V,siappaa,ffrio
1193,umrühren::V,qeerlerpaa,cyffroi
1194,färben::V,misuppaa,lliwio
1195,reinigen::V,sanniarpaa,glanhau
1196,waschen::V,asappaa,golchi
1197,abwischen::V,saligarpaa,sychu
1198,abwischen::V,saligartorpaa,sychu
1199,fegen::V,sanngiarpaa,ysgubo
1200,baden::V,uffarpoq,cael bath
1201,sich waschen::V,uffarpoq,ymolchi
1202,ausziehen::V,annoraajarpaa,tynnu
1203,anziehen::V,ativaa,gwisgo
1204,anziehen::V,atitippaa,gwisgo
1205,sich anziehen::V,atisalersorpoq,ymwisgo
1206,sagen::V,oqarpoq,dweud
1207,sprechen::V,oqaluttarpoq,llefaru
1208,reden::V,oqaluppoq,siarad
1209,fragen::V,aperaa,gofyn
1210,bitten::V,aperaa,gofyn am
1211,bitten::V,qinnuigaa,gofyn am
1212,erzählen::V,oqaluttuaraa,dweud
1213,mitteilen::V,oqalualaarpoq,cyfleu
1214,rufen::V,qaaqquaa,galw
1215,prahlen::V,oqqartuvoq,brolio
1216,prahlen::V,oqqartuvoq,ymffrostio
1217,prahlen::V,oqallortuvoq,brolio
1218,prahlen::V,oqallortuvoq,ymffrostio
1219,übersetzen::V,ikaarpoq,cyfieithu
1220,übersetzen::V,nutserpaa,cyfieithu
1221,denken::V,isumaqarpoq,meddwl
1222,glauben::V,upperaa,credu
1223,glauben::V,upperaa,coelio
1224,glauben::V,isumaqarpoq,credu
1225,glauben::V,isumaqarpoq,coelio
1226,erkennen::V,ilisaraa,adnabod
1227,verstehen::V,paasivaa,deall
1228,lernen::V,ilinniarpoq,dysgu
1229,wissen::V,nalunngilaa,gwybod
1230,sich erinnern an::V,eqqaavaa,cofio
1231,vergessen::V,puiorpaa,anghofio
1232,messen::V,ussersarpaa,mesur
1233,zählen::V,kisitsivoq,cyfrif
1234,rechnen::V,kisitsivoq,cyfrifo
1235,lesen::V,atuarpoq,darllen
1236,malen::V,qalipappaa,peintio
1237,schreiben::V,allappoq,ysgrifennu
1238,kaufen::V,pisiaraa,prynu
1239,verkaufen::V,akigaa,gwerthu
1240,bezahlen::V,akilerpaa,talu am
1241,beherrschen::V,inappaa,rheoli
1242,beherrschen::V,inappaa,llywodraethu
1243,ertragen::V,ernertaaraa,dioddef
1244,Nase::N,,trwyn
1245,Schnurrbart::N,,mwstas
1246,Fuß::N,,troed
1247,Schlaf::N,,cwsg
1248,Strömung::N,,cerrynt
1249,Moor::N,,rhos
1250,Wald::N,,coedwig
1251,Anhöhe::N,,bryn
1252,Gipfel::N,,copa
1253,Quelle::N,,tarddiad
1254,Quelle::N,,ffynhonnell
1255,Festland::N,,tir
1256,Kiefer[Baum]::N,,pinwydden
1257,Pferd::N,,ceffyl
1258,Elch::N,,elc
1259,Schwarm::N,,haid
1260,Ente::N,,hwyad
1261,Barsch::N,,draenog
1262,Hecht::N,,penhwyad
1263,Wurm::N,,abwydyn
1264,Wurm::N,,pryf genwair
1265,Heu::N,,gwair
1266,Kummer::N,,galar
1267,Gespräch::N,,sgwrs
1268,Spiel::N,,chwarae
1269,Gesellschaft::N,,cwmni
1270,Angelegenheit::N,,pwnc
1271,Anzahl::N,,cyfrif
1272,Strich::N,,strôc
1273,Strich::N,,trawiad
1274,Gegenstand::N,,eitem
1275,Höhe::N,,uchder
1276,Lagerfeuer::N,,coelcerth
1277,Gang::N,,tro
1278,Heim::N,,cartref
1279,Beutel::N,,cwd
1280,Eimer::N,,bwced
1281,Eimer::N,,cunnog
1282,Sack::N,,sach
1283,Brei::N,,uwd
1284,Leder::N,,lledr
1285,Gott::N,,duw
1286,Reichtum::N,,cyfoeth
1287,Staat::N,,gwladwriaeth
1288,Gewalt::N,,ffyrnigrwydd
1289,Bogen[Waffe]::N,,bwa
1290,Lüge::N,,celwydd
1291,Lüge::N,,anwiredd
1292,Schaden::N,,niwed
1293,Schaden::N,,difrod
1294,April::N,,Ebrill
1295,frisch::A,,iach
1296,lecker::A,,blasus
1297,lecker::A,,danteithiol
1298,sauer::A,,sur
1299,bunt::A,,lliwgar
1300,teuer::A,,drud
1301,geschickt::A,,medrus
1302,geschickt::A,,deheuig
1303,nackt::A,,noeth
1304,ehemalig::A,,blaenorol
1305,bekannt::A,,cynefin
1306,bekannt::A,,cyfarwydd
1307,anderer::A,,arall
1308,zuerst::ADV,,yn gyntaf
1309,niemals::ADV,,ni ... byth
1310,niemals::ADV,,ni ... erioed
1311,von hier::ADV,,oddi yma
1312,dort::ADV,,acw
1313,oben::ADV,,fry
1314,hinauf::ADV,,i fyny
1315,hinauf::ADV,,i'r lan
1316,nicht::ADV,,ni
1317,nicht::ADV,,nid
1318,ein wenig::ADV,,tipyn
1319,ein wenig::ADV,,ychydig
1320,so::ADV,,fel
1321,so::ADV,,felly
1322,nur::ADV,,yn unig
1323,vor::PRP,,o flaen
1324,hinter::PRP,,ar ôl
1325,unter::PRP,,islaw
1326,durch::PRP,,trwy
1327,neben::PRP,,ar bwys
1328,zwischen::PRP,,rhwng
1329,zwischen::PRP,,cydrhwng
1330,wegen::PRP,,o achos
1331,wegen::PRP,,oherwydd
1332,alles::PRN,,popeth
1333,aufgehen[Sonne]::V,,codi
1334,strömen::V,,ffrydio
1335,fließen::V,,llifo
1336,faulen::V,,pydru
1337,faulen::V,,braenu
1338,verfaulen::V,,pydru
1339,verfaulen::V,,dadfeilio
1340,verschwinden::V,,diflannu
1341,lärmen::V,,cadw sŵn
1342,lärmen::V,,gwneud twrw
1343,klirren::V,,tincian
1344,rauschen::V,,siffrwd
1345,rauschen::V,,chwithrwd
1346,klingen::V,,seinio
1347,müde werden::V,,blino
1348,krank werden::V,,mynd yn sâl
1349,krank werden::V,,mynd yn wael
1350,krank sein::V,,gwaelu
1351,umkommen::V,,trengi
1352,sich rühren::V,,syflyd
1353,sich erheben::V,,codi
1354,hinfallen::V,,cwympo
1355,kriechen::V,,cropian
1356,gehen::V,,mynd
1357,abfahren::V,,ymadael
1358,erwarten::V,,disgwyl
1359,lachen::V,,chwerthin
1360,anschauen::V,,syllu
1361,anschauen::V,,edrych
1362,probieren::V,,profi
1363,zu sehen sein::V,,dod i'r golwg
1364,vernehmen::V,,clywed sôn am
1365,können::V,,gallu
1366,gelingen::V,,llwyddo
1367,geraten::V,,diweddu
1368,ändern::V,,altro
1369,drehen::V,,troelli
1370,schieben::V,,gwthio
1371,rütteln::V,,ysgytio
1372,schütten::V,,tywallt
1373,packen::V,,cipio
1374,packen::V,,crafangu
1375,hinzufügen::V,,chwanegu
1376,wählen::V,,dewis
1377,auswählen::V,,dethol
1378,behindern::V,,atal
1379,behindern::V,,rhwystro
1380,beschädigen::V,,niweidio
1381,reichen::V,,estyn
1382,schenken::V,,rhoddi
1383,wiegen::V,,siglo
1384,lassen::V,,gadael
1385,verlassen::V,,gadael
1386,bewachen::V,,gwarchod
1387,verteidigen::V,,amddiffyn
1388,sich schlagen::V,,ffraeo
1389,sich schlagen::V,,terfysgu
1390,siegen::V,,ennill
1391,belästigen::V,,trafferthu
1392,täuschen::V,,twyllo
1393,pflücken::V,,casglu
1394,fassen::V,,dal
1395,hüten::V,,bugeilio
1396,treiben::V,,gyrru
1397,melken::V,,godro
1398,hacken::V,,torri
1399,reifen::V,,aeddfedu
1400,zubereiten::V,,coginio
1401,backen::V,,pobi
1402,backen::V,,crasu
1403,stricken::V,,gwau
1404,nähen::V,,gwnïo
1405,spülen::V,,streulio
1406,kehren::V,,ysgubo
1407,kämmen::V,,cribo
1408,schmücken::V,,harddu
1409,schmücken::V,,addurno
1410,sich unterhalten::V,,sgwrsio
1411,nennen::V,,enwi
1412,bemerken::V,,sylwi
1413,begreifen::V,,amgyffred
1414,zeichnen::V,,tynnu
1415,besitzen::V,,meddu
1416,zahlen::V,,talu
