,Concept_ID,de,vep
797,lärmen::V,lärmen,robaita
798,läuten::V,läuten,judaita
799,klingeln::V,klingeln,kelotada
800,klirren::V,klirren,biraita
801,brausen::V,brausen,bruncta
802,rauschen::V,rauschen,šobaita
803,klingen::V,klingen,heläita
804,bellen::V,bellen,nutta
805,heulen::V,heulen,ulaita
806,blasen::V,blasen,puhuda
807,pfeifen::V,pfeifen,pistta
808,pfeifen::V,pfeifen,vihelta
809,schreien::V,schreien,kirkta
810,schreien::V,schreien,kidastada
811,stöhnen::V,stöhnen,ohkta
812,stöhnen::V,stöhnen,voivotada
813,zittern::V,zittern,säraita
814,leben::V,leben,eläda
815,geboren werden::V,geboren werden,sünduda
816,atmen::V,atmen,henktä
817,trinken::V,trinken,joda
818,essen::V,essen,söda
819,schlucken::V,schlucken,lainata
820,müde werden::V,müde werden,väzuda
821,müde werden::V,müde werden,šuštuda
822,einschlafen::V,einschlafen,uinota
823,schlafen::V,schlafen,magata
824,schlafen::V,schlafen,nukkuda
825,aufwachen::V,aufwachen,heraštuda
826,aufstehen::V,aufstehen,nousta
827,sich erholen::V,sich erholen,lebaitas
828,krank werden::V,krank werden,läžegata
829,krank sein::V,krank sein,läžuda
830,schmerzen::V,schmerzen,kibištada
831,husten::V,husten,rügda
832,genesen::V,genesen,tervehtuda
833,sterben::V,sterben,kolda
834,umkommen::V,umkommen,kolda
835,sich bewegen::V,sich bewegen,likkuda
836,sich rühren::V,sich rühren,likahtada
837,sich rühren::V,sich rühren,kubahtada
838,sich erheben::V,sich erheben,nousta
839,sich setzen::V,sich setzen,išttas
840,hinfallen::V,hinfallen,langeta
841,laufen::V,laufen,kävuda
842,schreiten::V,schreiten,astta
843,schreiten::V,schreiten,haškta
844,spazierengehen::V,spazierengehen,kävelta
845,eilen::V,eilen,kiruhtada
846,sich beeilen::V,sich beeilen,kiruhtada
847,sausen::V,sausen,fun'urta
848,rennen::V,rennen,joksta
849,springen::V,springen,hüptä
850,klettern::V,klettern,libuda
851,schaukeln::V,schaukeln,čibuda
852,kriechen::V,kriechen,ličtas
853,schwimmen::V,schwimmen,ujuda
854,tauchen::V,tauchen,čukautas
855,rudern::V,rudern,souta
856,fahren::V,fahren,ajada
857,fahren::V,fahren,ajelda
858,fliegen::V,fliegen,leta
859,gehen::V,gehen,mända
860,gehen::V,gehen,kävuda
861,weggehen::V,weggehen,päzda
862,weggehen::V,weggehen,lähtta
863,abfahren::V,abfahren,tönduda
864,anhalten::V,anhalten,seižutadas
865,hineingehen::V,hineingehen,mända südäimehe
866,eintreten::V,eintreten,tulda
867,kommen::V,kommen,tulda
868,ankommen::V,ankommen,tulda
869,zurückkommen::V,zurückkommen,pörtas
870,bleiben::V,bleiben,jäda
871,warten::V,warten,varastada
872,erwarten::V,erwarten,varastada
873,suchen::V,suchen,ectä
874,finden::V,finden,löuta
875,versuchen::V,versuchen,ladida
876,versuchen::V,versuchen,rohkaita
877,vorbereiten::V,vorbereiten,vaumita
878,lieben::V,lieben,armastada
879,mögen::V,mögen,navedida
880,lachen::V,lachen,nagrda
881,rühren::V,rühren,likutada
882,weinen::V,weinen,itkta
883,schimpfen::V,schimpfen,laidas
884,schimpfen::V,schimpfen,pačatada
885,sich ärgern::V,sich ärgern,rändüda
886,sich fürchten::V,sich fürchten,varaita
887,fürchten::V,fürchten,varaita
888,fliehen::V,fliehen,pageta
889,flüchten::V,flüchten,pageta
890,flüchten::V,flüchten,joksta
891,sehen::V,sehen,nähta
892,anschauen::V,anschauen,kacta
893,ansehen::V,ansehen,kacta
894,hören::V,hören,kulda
895,zuhören::V,zuhören,kundeltas
896,probieren::V,probieren,mujada
897,riechen::V,riechen,rižada
898,fühlen::V,fühlen,mujada
899,scheinen::V,scheinen,näguda
900,zu sehen sein::V,zu sehen sein,näguda
901,vernehmen::V,vernehmen,kulištada
902,frieren::V,frieren,kül'mdä
903,tun::V,tun,tehta
904,können::V,können,voida
905,können::V,können,mahtta
906,wollen::V,wollen,himoita
907,wollen::V,wollen,tahtoida
908,anfangen::V,anfangen,zavottä
909,anfangen::V,anfangen,augotada
910,beenden::V,beenden,loptä
911,aufhören::V,aufhören,loptas
912,gelingen::V,gelingen,lähtta
913,gelingen::V,gelingen,tehtas
914,geraten::V,geraten,tulda
915,öffnen::V,öffnen,avaita
916,schließen::V,schließen,saubata
917,stellen::V,stellen,panda
918,stellen::V,stellen,seižutada
919,setzen::V,setzen,ištutada
920,legen::V,legen,panda
921,berühren::V,berühren,koskta
922,berühren::V,berühren,käziduda
923,verbinden::V,verbinden,ühtenzoitta
924,bedecken::V,bedecken,katta
925,bedecken::V,bedecken,peitta
926,aufhängen::V,aufhängen,riputada
927,anzünden::V,anzünden,sütutada
928,aufheben::V,aufheben,leta
929,zurücklassen::V,zurücklassen,jätta
930,verlieren::V,verlieren,kadotada
931,fallen lassen::V,fallen lassen,kirbotada
932,machen::V,machen,säta
933,machen::V,machen,tehta
934,herstellen::V,herstellen,tehta
935,bauen::V,bauen,leta
936,bauen::V,bauen,sauda
937,reparieren::V,reparieren,koheta
938,verbessern::V,verbessern,paremboita
939,ändern::V,ändern,vajehtada
940,graben::V,graben,kaida
941,graben::V,graben,čongoida
942,beugen::V,beugen,koverta
943,biegen::V,biegen,painda
944,drehen::V,drehen,punotada
945,wenden::V,wenden,käta
946,wenden::V,wenden,kärauta
947,umdrehen::V,umdrehen,käta
948,heben::V,heben,leta
949,hochheben::V,hochheben,libutada
950,ergreifen::V,ergreifen,tabata
951,halten::V,halten,pidada
952,drücken::V,drücken,painda
953,schieben::V,schieben,žigutada
954,kratzen::V,kratzen,künstä
955,lecken::V,lecken,nolda
956,beißen::V,beißen,purda
957,beißen::V,beißen,hambastada
958,abreißen::V,abreißen,ratketa
959,abschneiden::V,abschneiden,čapata
960,abschneiden::V,abschneiden,leikata
961,binden::V,binden,sidoda
962,stecken::V,stecken,čokaita
963,brechen::V,brechen,katkaita
964,klopfen::V,klopfen,kolkotada
965,hauen::V,hauen,löda
966,kleben::V,kleben,klejata
967,reiben::V,reiben,hosta
968,reiben::V,reiben,törkita
969,reiben::V,reiben,jorotada
970,streichen::V,streichen,voita
971,schleifen::V,schleifen,hijoida
972,schleifen::V,schleifen,teravzoitta
973,schneiden::V,schneiden,leikata
974,rütteln::V,rütteln,heilutada
975,schütteln::V,schütteln,pudištada
976,schwenken::V,schwenken,maihutada
977,schütten::V,schütten,valada
978,füllen::V,füllen,täutta
979,einwickeln::V,einwickeln,kärdä
980,tragen::V,tragen,kantta
981,tragen::V,tragen,kandišta
982,schleppen::V,schleppen,vedätada
983,ziehen::V,ziehen,vedada
984,aufbewahren::V,aufbewahren,kaita
985,werfen::V,werfen,čuta
986,werfen::V,werfen,tactä
987,fangen::V,fangen,püta
988,packen::V,packen,tabata
989,verstecken::V,verstecken,peitta
990,teilen::V,teilen,jagada
991,schicken::V,schicken,oigeta
992,bringen::V,bringen,veda
993,hinzufügen::V,hinzufügen,ližata
994,bekommen::V,bekommen,sada
995,erhalten::V,erhalten,sada
996,nehmen::V,nehmen,otta
997,wählen::V,wählen,valita
998,auswählen::V,auswählen,valita
999,bewahren::V,bewahren,kaita
1000,behindern::V,behindern,telustada
1001,verderben::V,verderben,travida
1002,beschädigen::V,beschädigen,satatada
1003,zerbrechen::V,zerbrechen,mureta
1004,zerreißen::V,zerreißen,rebitada
1005,zerstören::V,zerstören,mureta
1006,verbrennen::V,verbrennen,poltta
1007,geben::V,geben,antta
1008,reichen::V,reichen,antta
1009,schenken::V,schenken,lahjoita
1010,versprechen::V,versprechen,toivotada
1011,wünschen::V,wünschen,toivotada
1012,loben::V,loben,kitta
1013,küssen::V,küssen,tervehtada
1014,wiegen::V,wiegen,likutada
1015,zudecken::V,zudecken,katta
1016,wecken::V,wecken,noustatada
1017,zeigen::V,zeigen,ozutada
1018,führen::V,führen,astutada
1019,lehren::V,lehren,opeta
1020,unterrichten::V,unterrichten,opeta
1021,aufziehen::V,aufziehen,kazvatada
1022,leiten::V,leiten,ohjata
1023,antreiben::V,antreiben,rigehtoitta
1024,lassen::V,lassen,käskta
1025,einladen::V,einladen,kucta
1026,vereinigen::V,vereinigen,ühtenzoitta
1027,besuchen::V,besuchen,rižada
1028,treffen::V,treffen,vastata
1029,sich versammeln::V,sich versammeln,kägeta
1030,sich versammeln::V,sich versammeln,sätas
1031,spielen::V,spielen,väta
1032,singen::V,singen,pajatada
1033,tanzen::V,tanzen,kargaita
1034,sich trennen::V,sich trennen,erigata
1035,verlassen::V,verlassen,jätta
1036,retten::V,retten,päzutada
1037,bewachen::V,bewachen,varjoita
1038,schützen::V,schützen,kaita
1039,verteidigen::V,verteidigen,kaita
1040,sich schlagen::V,sich schlagen,torata
1041,schießen::V,schießen,ampta
1042,siegen::V,siegen,vägestada
1043,ärgern::V,ärgern,verdutada
1044,ärgern::V,ärgern,rändütada
1045,schlagen::V,schlagen,löda
1046,schlagen::V,schlagen,iškta
1047,treten::V,treten,peksta
1048,treten::V,treten,topsta
1049,stechen::V,stechen,pystiä
1050,stoßen::V,stoßen,iškta
1051,stoßen::V,stoßen,pudištada
1052,stehlen::V,stehlen,vargastada
1053,stören::V,stören,keskustada
1054,belästigen::V,belästigen,tartuteldas
1055,verbergen::V,verbergen,katelda
1056,täuschen::V,täuschen,manitada
1057,betrügen::V,betrügen,manitada
1058,töten::V,töten,rikta
1059,töten::V,töten,surmita
1060,wohnen::V,wohnen,eläda
1061,arbeiten::V,arbeiten,rata
1062,sammeln::V,sammeln,kogota
1063,pflücken::V,pflücken,poimda
1064,jagen::V,jagen,mecata
1065,fischen::V,fischen,kalatada
1066,fassen::V,fassen,tabata
1067,hüten::V,hüten,paimeta
1068,treiben::V,treiben,ajada
1069,anbinden::V,anbinden,küttestada
1070,anbinden::V,anbinden,sidoda
1071,füttern::V,füttern,sötta
1072,melken::V,melken,lüpsta
1073,hacken::V,hacken,sauda
1074,gießen::V,gießen,valada
1075,reifen::V,reifen,küpseta
1076,zubereiten::V,zubereiten,vaumištada
1077,kochen::V,kochen,keitta
1078,backen::V,backen,paštta
1079,braten::V,braten,žarda
1080,umrühren::V,umrühren,segoitada
1081,stricken::V,stricken,kudoda
1082,nähen::V,nähen,ombelta
1083,färben::V,färben,mujutada
1084,reinigen::V,reinigen,puhtastada
1085,waschen::V,waschen,pesta
1086,abwischen::V,abwischen,pühktä
1087,spülen::V,spülen,huhtoida
1088,fegen::V,fegen,pühkta
1089,kehren::V,kehren,uhoita
1090,baden::V,baden,kül'ptäs
1091,sich waschen::V,sich waschen,pestas
1092,ausziehen::V,ausziehen,riičta
1093,ausziehen::V,ausziehen,rušta
1094,anziehen::V,anziehen,panda päle
1095,anziehen::V,anziehen,panda kädehe
1096,anziehen::V,anziehen,panda jaugha
1097,sich anziehen::V,sich anziehen,sobdas
1098,kämmen::V,kämmen,harjata
1099,schmücken::V,schmücken,čomitada
1100,sagen::V,sagen,sanuda
1101,sprechen::V,sprechen,pagišta
1102,reden::V,reden,pagišta
1103,sich unterhalten::V,sich unterhalten,lodaita
1104,fragen::V,fragen,küzuda
1105,bitten::V,bitten,pakita
1106,erzählen::V,erzählen,sanuda
1107,erzählen::V,erzählen,starinoita
1108,mitteilen::V,mitteilen,tedotada
1109,nennen::V,nennen,nimitada
1110,rufen::V,rufen,kucta
1111,prahlen::V,prahlen,kittäs
1112,übersetzen::V,übersetzen,käta
1113,denken::V,denken,meletada
1114,glauben::V,glauben,uskta
1115,bemerken::V,bemerken,homaita
1116,erkennen::V,erkennen,tundištada
1117,begreifen::V,begreifen,tabata
1118,verstehen::V,verstehen,el'geta
1119,verstehen::V,verstehen,toimetada
1120,lernen::V,lernen,opetas
1121,wissen::V,wissen,teta
1122,sich erinnern an::V,sich erinnern an,johtutada
1123,vergessen::V,vergessen,unohtada
1124,messen::V,messen,märita
1125,zählen::V,zählen,lugeda
1126,rechnen::V,rechnen,lugeda
1127,lesen::V,lesen,lugeda
1128,malen::V,malen,pirta
1129,zeichnen::V,zeichnen,pirta
1130,schreiben::V,schreiben,kirjutada
1131,besitzen::V,besitzen,omištada
1132,kaufen::V,kaufen,ostta
1133,verkaufen::V,verkaufen,möda
1134,bezahlen::V,bezahlen,maksta
1135,zahlen::V,zahlen,maksta
1136,beherrschen::V,beherrschen,valdoita
1137,ertragen::V,ertragen,tirpta
