,Concept_ID,ko,tr
839,sechs::NUM,여섯,altı
840,sieben::NUM,일곱,yedi
841,acht::NUM,여덟,sekiz
842,neun::NUM,아홉,dokuz
843,zehn::NUM,열,on
844,elf::NUM,열하나,on bir
845,zwölf::NUM,열둘,on iki
846,zwanzig::NUM,스물,yirmi
847,dreißig::NUM,서름,otuz
848,vierzig::NUM,마흔,kırk
849,fünfzig::NUM,숸,elli
850,sechzig::NUM,에순,altmış
851,siebzig::NUM,일흔,yetmiş
852,achtzig::NUM,여든,seksen
853,neunzig::NUM,아흔,doksan
854,hundert::NUM,백,yüz
855,tausend::NUM,천,bin
856,und::CNJ,와,ve
857,und::CNJ,와,ile
858,oder::CNJ,아니면,ya
859,oder::CNJ,아니면,yahut
860,stehen::V,서다,durmak
861,sitzen::V,앉다,oturmak
862,liegen::V,눕다,yatmak
863,hängen::V,달다,asılı olmak
864,werden::V,되다,olmak
865,werden::V,되다,olunmak
866,passieren::V,지장옶다,olmak
867,beginnen::V,시작되다,başlamak
868,enden::V,큳내다,bitmek
869,enden::V,큳내다,sona ermek
870,wechseln::V,병경하다,değişmek
871,aufgehen[Sonne]::V,뜨다,doğmak
872,untergehen[Sonne]::V,지다,batmak
873,scheinen[Sonne]::V,빛나다,parlamak
874,donnern::V,천둥치다,gök gürlemek
875,wehen::V,풀다,esmek
876,strömen::V,흐르다,akmak
877,fließen::V,흐르다,akmak
878,sich drehen::V,돌다,dönmek
879,schwanken::V,동요하다,sallanmak
880,schwingen::V,흔들다,titremek
881,fallen::V,떨어지다,düşmek
882,brennen::V,타다,yanmak
883,rauchen::V,김이나다,tütmek
884,regnen::V,비가오다,yağmak
885,gefrieren::V,얼다,donmak
886,tauen::V,녹다,erimek
887,schmelzen::V,녹다,erimek
888,trocknen::V,홈치다,kurumak
889,sieden::V,끓다,kaynamak
890,faulen::V,부패하다,çürümek
891,verfaulen::V,썩다,çürümek
892,reißen::V,지바찢다,yırtılmak
893,versinken::V,가라앉다,batmak
894,vergehen::V,지나가다,geçmek
895,erscheinen::V,나타나다,görünmek
896,verschwinden::V,사라지다,kaybolmak
897,sinken::V,가라앉다,inmek
898,abnehmen::V,떼어내다,azalmak
899,zunehmen::V,증가하다,artmak
900,zunehmen::V,증가하다,çoğalmak
901,steigen::V,상승하다,artmak
902,steigen::V,상승하다,yükselmek
903,wachsen::V,생기하다,büyümek
904,wachsen::V,생기하다,gelişmek
905,glänzen::V,뛰오나다,parlamak
906,funkeln::V,불티가잍어나다,parıldamak
907,lärmen::V,떠들다,gürültü yapmak
908,läuten::V,울시다,çalmak
909,klingeln::V,초닌총을울리다,zil çalmak
910,klirren::V,탁탁울리다,şakırdamak
911,klirren::V,탁탁울리다,zangırdamak
912,brausen::V,쏴쏴소리내다,köpürmek
913,brausen::V,쏴쏴소리내다,kükremek
914,rauschen::V,솨솨,fışırdamak
915,klingen::V,반향하다,tınlamak
916,bellen::V,짖다,havlamak
917,heulen::V,포효하다,ulumak
918,blasen::V,불다,üflemek
919,pfeifen::V,피리를불다,düdük çalmak
920,schreien::V,절규하다,bağırmak
921,schreien::V,절규하다,haykırmak
922,stöhnen::V,신음하다,inlemek
923,zittern::V,저뉼하다,titremek
924,leben::V,살다,yaşamak
925,leben::V,살다,hayatta olmak
926,geboren werden::V,태어난,doğmak
927,atmen::V,숨쉬다,solunmak
928,atmen::V,숨쉬다,nefes almak
929,trinken::V,마시다,içmek
930,essen::V,먹다,yemek
931,schlucken::V,들이켜다,yutmak
932,einschlafen::V,잠들다,uykuya dalmak
933,schlafen::V,자다,uyumak
934,aufwachen::V,눈트다,uyanmak
935,aufstehen::V,서다,kalkmak
936,aufstehen::V,서다,yataktan kalkmak
937,sich erholen::V,회복하다,dinlenmek
938,schmerzen::V,아프다,ağrımak
939,husten::V,잔기침하다,öksürmek
940,genesen::V,낫다,şifa bulmak
941,sterben::V,죽다,ölmek
942,sterben::V,죽다,vefat etmek
943,umkommen::V,못쓰게되다,ölmek
944,sich bewegen::V,움직이다,hareket etmek
945,sich rühren::V,움직이다,kımıldanmak
946,sich erheben::V,이러서다,kalkmak
947,sich erheben::V,이러서다,ayağa kalkmak
948,sich setzen::V,앉히다,oturmak
949,hinfallen::V,넘어지다,yere düşmek
950,laufen::V,걷다,yürümek
951,schreiten::V,보행하다,yürümek
952,schreiten::V,보행하다,adım atmak
953,spazierengehen::V,산보하다,gezmek
954,spazierengehen::V,산보하다,dolaşmak
955,eilen::V,서둘다,seğirtmek
956,sich beeilen::V,서둘게하다,acele etmek
957,sausen::V,서들러 떠나다,hızla gitmek
958,rennen::V,달리다,koşmak
959,springen::V,도약하다,atlamak
960,springen::V,도약하다,sıçramak
961,klettern::V,갑겨오르다,tırmanmak
962,schaukeln::V,흔들리게하다,sallanmak
963,kriechen::V,기다,sürünmek
964,schwimmen::V,헤엄치다,yüzmek
965,tauchen::V,잠기다,dalmak
966,rudern::V,물을헤치다,kürek çekmek
967,fahren::V,가다,gitmek
968,fahren::V,나르다,gitmek
969,fliegen::V,날다,uçmak
970,gehen::V,가다,gitmek
971,weggehen::V,팔리다,gitmek
972,abfahren::V,출발하다,kalkmak
973,anhalten::V,멈추다,durmak
974,hineingehen::V,(그리로)가다,içeri girmek
975,eintreten::V,들러가다,girmek
976,kommen::V,오다,gelmek
977,ankommen::V,고챀하다,varmak
978,zurückkommen::V,보기,dönmek
979,bleiben::V,체류,kalmak
980,warten::V,기다리다,beklemek
981,erwarten::V,기대하다,beklemek
982,suchen::V,찾다,aramak
983,suchen::V,구하다,aramak
984,finden::V,찾아내다,bulmak
985,versuchen::V,시험하다,denemek
986,vorbereiten::V,재비하다,hazırlamak
987,lieben::V,사랑하다,sevmek
988,mögen::V,줗아하다,beğenmek
989,lachen::V,웃다,gülmek
990,rühren::V,건드리다,dokunmak
991,rühren::V,건드리다,duygulandırmak
992,weinen::V,울다,ağlamak
993,schimpfen::V,꾸짖다,küfretmek
994,sich ärgern::V,화를내게 하다,kızmak
995,sich fürchten::V,두려원하다,korkmak
996,fürchten::V,두려원하다,korkmak
997,fliehen::V,도망치다,kaçmak
998,flüchten::V,도주하다,kaçmak
999,sehen::V,보다,görmek
1000,anschauen::V,바라보다,seyretmek
1001,ansehen::V,바라보다,bakmak
1002,hören::V,듣다,duymak
1003,hören::V,듣다,işitmek
1004,zuhören::V,듣다,dinlemek
1005,probieren::V,시식하다,denemek
1006,probieren::V,시식하다,tadına bakmak
1007,riechen::V,내새를맡다,kokusunu almak
1008,fühlen::V,느끼다,duymak
1009,fühlen::V,느끼다,hissetmek
1010,scheinen::V,...것같다,görünmek
1011,zu sehen sein::V,보이는,görünmek
1012,vernehmen::V,듣다,haber almak
1013,vernehmen::V,들어서일다,haber almak
1014,frieren::V,춥다,üşümek
1015,tun::V,하다,etmek
1016,tun::V,하다,yapmak
1017,können::V,할주릴다,bilmek
1018,wollen::V,바라다,istemek
1019,anfangen::V,시작하다,başlamak
1020,beenden::V,다하다,bitirmek
1021,aufhören::V,그만두다,bitmek
1022,gelingen::V,성국하다,başarmak
1023,geraten::V,잘되어가다,düşmek
1024,öffnen::V,열다,açmak
1025,schließen::V,추측하다,kapamak
1026,stellen::V,세우다,koymak
1027,setzen::V,놓다,koymak
1028,setzen::V,놓다,oturtmak
1029,legen::V,눕히다,koymak
1030,legen::V,눕히다,yatırmak
1031,berühren::V,대다,dokunmak
1032,verbinden::V,옝열하다,bağlamak
1033,verbinden::V,옝열하다,birleştirmek
1034,bedecken::V,덮다,örtmek
1035,bedecken::V,덮다,kaplamak
1036,aufhängen::V,매달다,asmak
1037,anzünden::V,점화하다,yakmak
1038,anzünden::V,점화하다,ateşlemek
1039,aufheben::V,위로올리다,kaldırmak
1040,zurücklassen::V,튀에남기다,geride bırakmak
1041,verlieren::V,잃다,yitirmek
1042,verlieren::V,잃다,kaybetmek
1043,fallen lassen::V,떨어뜨리다,düşürmek
1044,machen::V,하다,yapmak
1045,herstellen::V,제조하다,yapmak
1046,herstellen::V,제조하다,imal etmek
1047,bauen::V,짓다,kurmak
1048,bauen::V,짓다,inşa etmek
1049,reparieren::V,수셩자다,onarmak
1050,reparieren::V,수셩자다,tamir etmek
1051,verbessern::V,정정하다,düzeltmek
1052,ändern::V,바꾸다,değiştirmek
1053,graben::V,파다,kazmak
1054,beugen::V,구부리다,eğmek
1055,biegen::V,굽히다,bükmek
1056,drehen::V,회전,çevirmek
1057,drehen::V,회전,döndürmek
1058,wenden::V,회전시키다,çevirmek
1059,umdrehen::V,회전시키다,çevirmek
1060,heben::V,일으아키다,kaldırmak
1061,hochheben::V,틀어올리다,yukarı kaldırmak
1062,ergreifen::V,잡다,tutmak
1063,ergreifen::V,잡다,yakalamak
1064,halten::V,잡다,tutmak
1065,drücken::V,누르다,sıkmak
1066,schieben::V,밀다,itmek
1067,schieben::V,밀다,sürmek
1068,kratzen::V,긁다,kaşımak
1069,lecken::V,핥다,yalamak
1070,beißen::V,물다,ısırmak
1071,abschneiden::V,귾어내다,keserek ayırmak
1072,binden::V,매다,bağlamak
1073,stecken::V,찌르다,sokmak
1074,brechen::V,금,kırmak
1075,klopfen::V,치다,çalmak
1076,hauen::V,때리다,vurmak
1077,kleben::V,들러붙다,yapıştırmak
1078,reiben::V,문지르다,ovmak
1079,reiben::V,문지르다,sürtmek
1080,streichen::V,쓰다듬다,sürmek
1081,schleifen::V,갈다,bilemek
1082,schneiden::V,베다,kesmek
1083,rütteln::V,흔들다,sallamak
1084,schütteln::V,흔들다,sarsmak
1085,schütteln::V,흔들다,çalkamak
1086,schwenken::V,흔들다,sallamak
1087,schütten::V,따르다,dökmek
1088,schütten::V,따르다,akıtmak
1089,füllen::V,담다,doldurmak
1090,einwickeln::V,싸다,sarmak
1091,tragen::V,지우다,taşımak
1092,schleppen::V,끌다,sürüklemek
1093,ziehen::V,당기다,çekmek
1094,aufbewahren::V,간직하다,saklamak
1095,werfen::V,던지다,atmak
1096,fangen::V,밥다,tutmak
1097,fangen::V,밥다,yakalamak
1098,packen::V,쥐다,tutmak
1099,packen::V,쥐다,yakalamak
1100,verstecken::V,숨기다,saklamak
1101,teilen::V,나누다,bölmek
1102,teilen::V,나누다,ayırmak
1103,schicken::V,보내다,yollamak
1104,schicken::V,보내다,göndermek
1105,bringen::V,가겨,getirmek
1106,hinzufügen::V,부가하다,katmak
1107,hinzufügen::V,부가하다,eklemek
1108,bekommen::V,얻다,almak
1109,bekommen::V,얻다,eline geçmek
1110,erhalten::V,지니다,almak
1111,nehmen::V,잡다,almak
1112,wählen::V,선거하다,seçmek
1113,auswählen::V,선출하다,seçmek
1114,auswählen::V,선출하다,ayırmak
1115,bewahren::V,저장보종,korumak
1116,behindern::V,훼방하다,engellemek
1117,verderben::V,못쓰게 되다,bozmak
1118,beschädigen::V,상하게하다,zedelemek
1119,beschädigen::V,상하게하다,ziyan vermek
1120,zerbrechen::V,깨뜨리다,kırmak
1121,zerreißen::V,잡아쫓다,yırtmak
1122,zerstören::V,파괴하다,yıkmak
1123,zerstören::V,파괴하다,tahrip etmek
1124,verbrennen::V,소실하다,yakmak
1125,geben::V,주다,vermek
1126,reichen::V,내일다,uzatmak
1127,schenken::V,주다,hediye etmek
1128,versprechen::V,약속하다,vaat etmek
1129,wünschen::V,바라다,kutlamak
1130,loben::V,칭찬하다,övmek
1131,küssen::V,키스하다,öpmek
1132,wiegen::V,어르다,sallamak
1133,zudecken::V,뚜꺼을하다,örtmek
1134,wecken::V,깨우다,uyandırmak
1135,zeigen::V,보이다,göstermek
1136,führen::V,가게하다,gezdirmek
1137,führen::V,가게하다,yol göstermek
1138,lehren::V,가르치다,okutmak
1139,lehren::V,가르치다,öğretmek
1140,unterrichten::V,가르지다,öğretmek
1141,aufziehen::V,사육하다,yetiştirmek
1142,leiten::V,이끌다,yönetmek
1143,leiten::V,이끌다,idare etmek
1144,antreiben::V,몰다,teşvik etmek
1145,lassen::V,내버려두다,-tırmak
1146,einladen::V,초청하다,davet etmek
1147,vereinigen::V,하나로하다,birleştirmek
1148,besuchen::V,방문하다,uğramak
1149,besuchen::V,방문하다,ziyaret etmek
1150,besuchen::V,방문하다,görmeye gitmek
1151,treffen::V,만나다,rastlamak
1152,treffen::V,만나다,isabet etmek
1153,sich versammeln::V,조립하다,toplanmak
1154,spielen::V,눌다,oynamak
1155,singen::V,노래하다,söylemek
1156,singen::V,노래하다,şarkı söylemek
1157,tanzen::V,춤추하다,oynamak
1158,tanzen::V,춤추하다,dans etmek
1159,sich trennen::V,가르다,ayrılmak
1160,verlassen::V,버림받은,bırakmak
1161,verlassen::V,버림받은,terk etmek
1162,retten::V,구조하다,kurtarmak
1163,bewachen::V,치키다,gözetmek
1164,schützen::V,보호하다,korumak
1165,verteidigen::V,막다,savunmak
1166,sich schlagen::V,치다,dövüşmek
1167,schießen::V,쏘다,ateş etmek
1168,siegen::V,이기다,yenmek
1169,ärgern::V,성을내게하다,kızdırmak
1170,schlagen::V,치다,dövmek
1171,treten::V,디디다,tepmek
1172,stechen::V,찌르다,sokmak
1173,stechen::V,찌르다,batırmak
1174,stoßen::V,찌르다,itmek
1175,stehlen::V,훔치다,çalmak
1176,stören::V,움직이다,bozmak
1177,stören::V,움직이다,etkilemek
1178,belästigen::V,괴롭히다,rahatsız etmek
1179,verbergen::V,숨기다,saklamak
1180,täuschen::V,속이다,aldatmak
1181,betrügen::V,속이다,aldatmak
1182,betrügen::V,속이다,dolandırmak
1183,töten::V,죽이다,öldürmek
1184,wohnen::V,실다,oturmak
1185,arbeiten::V,일하다,çalışmak
1186,sammeln::V,모으다,toplamak
1187,pflücken::V,꿔다,koparmak
1188,jagen::V,사냥하다,avlanmak
1189,fischen::V,고기를잡다,balık tutmak
1190,fassen::V,움켜쥐다,tutmak
1191,fassen::V,움켜쥐다,yakalamak
1192,hüten::V,망보다,otlatmak
1193,treiben::V,몰아세우다,gütmek
1194,anbinden::V,묶다,bağlamak
1195,füttern::V,사료를주다,beslemek
1196,melken::V,젖을짜다,sağmak
1197,hacken::V,자르다,yarmak
1198,gießen::V,물을대다,sulamak
1199,reifen::V,성숙하다,olgunlaşmak
1200,zubereiten::V,조제하다,hazırlamak
1201,kochen::V,요리하다,pişirmek
1202,kochen::V,요리하다,kaynatmak
1203,backen::V,쿱다,pişirmek
1204,backen::V,쿱다,fırında pişirmek
1205,braten::V,굽다,kızartmak
1206,umrühren::V,교반하다,karıştırmak
1207,stricken::V,뜨개질하다,örmek
1208,nähen::V,꿰매다,dikmek
1209,färben::V,채색하다,boyamak
1210,reinigen::V,청소하다,temizlemek
1211,waschen::V,씻다,yıkamak
1212,abwischen::V,닦다,silmek
1213,spülen::V,씻다,çalkamak
1214,fegen::V,소체하다,süpürmek
1215,kehren::V,청소하다,süpürmek
1216,baden::V,감다,yıkanmak
1217,baden::V,감다,banyo yapmak
1218,sich waschen::V,모믈 씻다,yıkanmak
1219,ausziehen::V,벗다,çıkarmak
1220,anziehen::V,끌어움직이다,giymek
1221,kämmen::V,빗다,taramak
1222,schmücken::V,치레하다,süslemek
1223,sagen::V,말하다,demek
1224,sagen::V,말하다,söylemek
1225,sprechen::V,말하다,konuşmak
1226,reden::V,이야기하다,konuşmak
1227,fragen::V,질문하다,sormak
1228,bitten::V,원하다,dilemek
1229,bitten::V,원하다,rica etmek
1230,erzählen::V,이야기하다,bahsetmek
1231,erzählen::V,이야기하다,hikâye etmek
1232,mitteilen::V,이야기하다,bildirmek
1233,nennen::V,부르다,adlandırmak
1234,rufen::V,불러내다,çağırmak
1235,prahlen::V,자랑하다,övünmek
1236,übersetzen::V,번역하다,çevirmek
1237,übersetzen::V,번역하다,tercüme etmek
1238,denken::V,생각하다,düşünmek
1239,glauben::V,믿다,inanmak
1240,glauben::V,믿다,zannetmek
1241,bemerken::V,인자하다,farkına varmak
1242,erkennen::V,인식하다,tanımak
1243,begreifen::V,파악하다,anlamak
1244,begreifen::V,파악하다,kavramak
1245,verstehen::V,이해하다,duymak
1246,verstehen::V,이해하다,anlamak
1247,lernen::V,배우다,öğrenmek
1248,wissen::V,알다,bilmek
1249,sich erinnern an::V,상기하다,hatırlamak
1250,vergessen::V,잊다,unutmak
1251,messen::V,측정하다,ölçmek
1252,zählen::V,세다,saymak
1253,rechnen::V,게산하다,hesap etmek
1254,lesen::V,읽다,okumak
1255,malen::V,그리다,resmini yapmak
1256,zeichnen::V,소묘하다,çizmek
1257,schreiben::V,쓰다,yazmak
1258,besitzen::V,소유하다,haiz olmak
1259,besitzen::V,소유하다,sahip olmak
1260,kaufen::V,사다,almak
1261,verkaufen::V,팔다,satmak
1262,bezahlen::V,지불하다,ödemek
1263,zahlen::V,치르다,ödemek
1264,beherrschen::V,지배하다,hâkim olmak
1265,ertragen::V,참다,dayanmak
1266,ertragen::V,참다,katlanmak
1267,Raureif::N,,kırç
1268,Grube::N,,çukur
1269,Lust::N,,arzu
1270,Lust::N,,heves
1271,Nachricht::N,,haber
1272,klug::A,,zekî
1273,klug::A,,akıllı
1274,von hier::ADV,,buradan
1275,müde werden::V,,yorulmak
1276,krank werden::V,,hastalanmak
1277,krank sein::V,,hasta olmak
1278,abreißen::V,,koparmak
1279,sich anziehen::V,,giyinmek
1280,sich unterhalten::V,,sohbet etmek
