,Concept_ID,fa,hi
76,Körper::N,بدن,शरीर
77,Haut::N,پوست,चर्म
78,Haut::N,پوست,त्वचा
79,Blut::N,خون,लहू
80,Blut::N,خون,ख़ून
81,Ader::N,رگ,रग
82,Ader::N,رگ,शिरा
83,Sehne::N,زردپی,कंडरा
84,Sehne::N,زردپی,स्नायु
85,Knochen::N,استخوان,अस्थि
86,Gehirn::N,مخ,दिमाग़
87,Gehirn::N,مخ,मस्तिष्क
88,Gehirn::N,مغز,दिमाग़
89,Gehirn::N,مغز,मस्तिष्क
90,Herz::N,دل,दिल
91,Herz::N,دل,हृदय
92,Herz::N,قلب,दिल
93,Herz::N,قلب,हृदय
94,Magen::N,معده,मेदा
95,Magen::N,معده,अमाशय
96,Leber::N,کبد,जिगर
97,Leber::N,کبد,यकृत्
98,Atem::N,نفس,दम
99,Atem::N,نفس,साँस
100,Atem::N,نفس,श्वास
101,Hunger::N,گرسنگی,भूख
102,Hunger::N,گرسنگی,क्षुधा
103,Träne::N,اشک,आँसू
104,Träne::N,اشک,अश्रु
105,Geschmack::N,مزه,स्वाद
106,Geschmack::N,مزه,ज़ायक़ा
107,Geruch::N,بو,बू
108,Geruch::N,بو,गंध
109,Schlaf::N,خواب,नींद
110,Schlaf::N,خواب,निद्रा
111,Traum::N,رؤیا,सपना
112,Traum::N,رؤیا,स्वप्न
113,Himmel::N,فلک,आकाश
114,Himmel::N,فلک,आसमान
115,Himmel::N,آسمان,आकाश
116,Himmel::N,آسمان,आसमान
117,Sonne::N,آفتاب,रवि
118,Sonne::N,آفتاب,सूरज
119,Sonne::N,آفتاب,सूर्य
120,Sonne::N,خورشید,रवि
121,Sonne::N,خورشید,सूरज
122,Sonne::N,خورشید,सूर्य
123,Mond::N,ماه,चाँद
124,Mond::N,ماه,चंद्र
125,Stern::N,ستاره,तारा
126,Stern::N,ستاره,सितारा
127,Luft::N,هوا,हवा
128,Luft::N,هوا,वायु
129,Wind::N,باد,पाद
130,Welle::N,موج,लहर
131,Welle::N,موج,तरंग
132,Wasser::N,آب,जल
133,Wasser::N,آب,पानी
134,Stein::N,سنگ,पत्थर
135,Boden::N,زمین,मिट्टी
136,Erde::N,خاک,भूमि
137,Erde::N,خاک,ज़मीन
138,Erde::N,زمین,भूमि
139,Erde::N,زمین,ज़मीन
140,Staub::N,گرد,धूल
141,Staub::N,غبار,धूल
142,Rauch::N,دود,धूआँ
143,Rauch::N,دود,धुम्र
144,Funke::N,جرقه,चिनगारी
145,Funke::N,جرقه,स्फुलिंग
146,Feuer::N,آتش,आग
147,Feuer::N,آتش,आतिश
148,Feuer::N,آتش,अग्नि
149,Licht::N,نور,रोशनी
150,Licht::N,نور,प्रकाश
151,Licht::N,روشنی,रोशनी
152,Licht::N,روشنی,प्रकाश
153,Schatten::N,سایه,छाया
154,Schatten::N,سایه,परछाई
155,Wetter::N,هوا,ऋतु
156,Wetter::N,هوا,मौसम
157,Nebel::N,مه,धुँध
158,Nebel::N,مه,कुहरा
159,Wolke::N,ابر,मेघ
160,Wolke::N,ابر,अभ्र
161,Regen::N,باران,मेंह
162,Regen::N,باران,बारिश
163,Schnee::N,برف,हिम
164,Schnee::N,برف,बर्फ़
165,Eis::N,یخ,हिम
166,Eis::N,یخ,बर्फ़
167,Frost::N,یخبندان,ठंड
168,Kälte::N,سرما,सर्दी
169,Kälte::N,سرما,शीतलता
170,Hitze::N,گرما,ताप
171,Hitze::N,گرما,गरमी
172,Hitze::N,حرارت,ताप
173,Hitze::N,حرارت,गरमी
174,Raureif::N,برف ریزه,पाला
175,Regenbogen::N,رنگین‌کمان,इंद्र-धनुष
176,Donner::N,رعد,गरज
177,Donner::N,رعد,मेघ-गर्जन
178,Strömung::N,جریان,बहाव
179,Strömung::N,جریان,प्रवाह
180,Tropfen::N,قطره,बूँद
181,Schaum::N,کف,झाग
182,Schmutz::N,گل,गंद
183,Schmutz::N,گل,कीचड़
184,Schmutz::N,کثافت,गंद
185,Schmutz::N,کثافت,कीचड़
186,See::N,دریاچه,झील
187,See::N,دریاچه,सरोवर
188,Sumpf::N,مرداب,दलदल
189,Sumpf::N,مرداب,धँसान
190,Sumpf::N,باتلاق,दलदल
191,Sumpf::N,باتلاق,धँसान
192,Moor::N,باتلاق,झाबर
193,Moor::N,باتلاق,धँसान
194,Wiese::N,چمن,घास-स्थल
195,Wald::N,جنگل,जंगल
196,Hügel::N,تل,टीला
197,Hügel::N,تل,पहाड़
198,Hügel::N,تپه,टीला
199,Hügel::N,تپه,पहाड़
200,Anhöhe::N,بلندی,टीला
201,Anhöhe::N,بلندی,पहाड़ी
202,Berg::N,کوه,पहाड़
203,Gipfel::N,قله,शिखर
204,Höhle::N,غار,गुहा
205,Höhle::N,غار,गुफ़ा
206,Abhang::N,سرازیری,ढाल
207,Abhang::N,سرازیری,ढलान
208,Quelle::N,چشمه,चश्मा
209,Bach::N,نهر,सोता
210,Bach::N,نهر,नदिका
211,Fluss::N,رود,नदी
212,Fluss::N,رود,सरिता
213,Ufer::N,ساحل,तट
214,Ufer::N,ساحل,किनारा
215,Ufer::N,کرانه,तट
216,Ufer::N,کرانه,किनारा
217,Küste::N,ساحل,समुद्र-तट
218,Festland::N,خشکی,महाद्वीप
219,Meer::N,دریا,सागर
220,Meer::N,دریا,समुद्र
221,Bucht::N,خلیج,खाड़ी
222,Insel::N,جزیره,टापू
223,Insel::N,جزیره,द्वीप
224,Blume::N,گل,फूल
225,Blume::N,گل,पुष्प
226,Gras::N,علف,घास
227,Wurzel::N,ریشه,मूल
228,Baum::N,درخت,पेड़
229,Baum::N,درخت,वृक्ष
230,Stamm::N,تنه,धड़
231,Rinde::N,توژ,छाल
232,Rinde::N,توژ,वल्कल
233,Rinde::N,پوست,छाल
234,Rinde::N,پوست,वल्कल
235,Ast::N,شاخه,डाल
236,Ast::N,شاخه,शाखा
237,Zweig::N,شاخه,टहनी
238,Blatt::N,برگ,पत्र
239,Blatt::N,برگ,पत्ता
240,Birke::N,غان,भूर्ज
241,Kiefer[Baum]::N,کاج,पाइन-वृक्ष
242,Weide[Baum]::N,بید,बेंत
243,Tanne::N,صنوبر,फ़र
244,Horn::N,شاخ,सींग
245,Horn::N,شاخ,विषाण
246,Feder::N,پر,पर
247,Feder::N,پر,पंख
248,Fell::N,خز,खाल
249,Fell::N,خز,पशु-चर्म
250,Flügel::N,پر,पंख
251,Flügel::N,پر,डैना
252,Flügel::N,بال,पंख
253,Flügel::N,بال,डैना
254,Klaue::N,چنگ,पंजा
255,Klaue::N,پنجه,पंजा
256,Kralle::N,پنجه,पंजा
257,Kralle::N,پنجه,नाख़ून
258,Schwanz::N,دم,पूँछ
259,Ei::N,تخم,अंडा
260,Nest::N,لانه,नीड़
261,Nest::N,لانه,घोंसला
262,Bau::N,بنا,बिल
263,Bau::N,بنا,माँद
264,Bau::N,ساختمان,बिल
265,Bau::N,ساختمان,माँद
266,Tier::N,هیوان,पशु
267,Tier::N,هیوان,जानवर
268,Herde::N,رمه,गल्ला
269,Kuh::N,گاو,गौ
270,Kuh::N,گاو,गाय
271,Bulle::N,گاو نر,साँड़
272,Pferd::N,اسب,अश्व
273,Pferd::N,اسب,घोड़ा
274,Schaf::N,گوسفند,भेड़
275,Schwein::N,خوک,शूकर
276,Hund::N,سگ,श्वान
277,Hund::N,سگ,कुत्ता
278,Katze::N,گربه,बिल्ली
279,Bär::N,خرس,रीछ
280,Bär::N,خرس,भालू
281,Eichhörnchen::N,سنجاب,गिलहरी
282,Elch::N,گوزن شمالی,एल्क
283,Fuchs::N,روباه,लोमड़ी
284,Hase::N,خرگوش,खरहा
285,Hase::N,خرگوش,ख़रगोश
286,Maus::N,موش,मूष
287,Maus::N,موش,चूहा
288,Wolf::N,گرگ,वृक
289,Wolf::N,گرگ,भेड़िया
290,Vogel::N,پرنده,पक्षी
291,Vogel::N,پرنده,चिड़िया
292,Schwarm::N,دسته,झुंड
293,Huhn::N,مرغ,मुर्ग़ी
294,Hahn::N,خروس,मुर्ग़ा
295,Gans::N,غاز,हंस
296,Gans::N,غاز,हंसिनी
297,Adler::N,عقاب,उक़ाब
298,Ente::N,اردک,बतख़
299,Ente::N,اردک,बत्तक
300,Ente::N,مرغابی,बतख़
301,Ente::N,مرغابی,बत्तक
302,Eule::N,جغد,उल्लू
303,Kranich::N,درنا,सारस
304,Kranich::N,درنا,क्रौंंच
305,Krähe::N,زاغ,काक
306,Krähe::N,کلاغ,काक
307,Kuckuck::N,فاخته,कोयल
308,Kuckuck::N,فاخته,कोकिल
309,Schwan::N,قو,हंस
310,Schwan::N,قو,मराल
311,Fisch::N,ماهی,मछली
312,Fisch::N,ماهی,मत्स्य
313,Barsch::N,ماهی خاردار,पर्च
314,Hecht::N,اردک ماهی,पाइक
315,Schlange[Tier]::N,مار,सर्प
316,Wurm::N,کرم,कृमि
317,Wurm::N,کرم,कीड़ा
318,Spinne::N,عنکبوت,लूता
319,Spinne::N,عنکبوت,मकड़ी
320,Ameise::N,مورچه,चींटी
321,Laus::N,شپش,जूँ
322,Mücke::N,پشه,डाँस
323,Fliege::N,مگس,मक्खी
324,Fliege::N,مگس,मक्षिका
325,Schmetterling::N,پروانه,तितली
326,Beere::N,گیله,बेरी
327,Apfel::N,سیب,सेब
328,Pilz::N,قارچ,खुंबी
329,Zwiebel::N,پیاز,प्याज़
330,Saat::N,بذر,बीज
331,Korn::N,تخم,दाना
332,Korn::N,دانه,दाना
333,Heu::N,علف خشک,मूखी घास
334,Schale::N,پوست,बकला
335,Schale::N,پوست,छिलका
336,Grube::N,گودال,गड्ढा
337,Falle::N,دام,जाल
338,Falle::N,دام,फँदा
339,Schlinge::N,حلقه,फँदा
340,Spur::N,رد,सुराग़
341,Spur::N,رد,पद-चिह्न
342,Asche::N,خاکستر,राख
343,Dreck::N,کثافت,मैल
344,Dreck::N,کثافت,गंदगी
345,Eisen::N,آهن,लोहा
346,Gold::N,زر,सोना
347,Gold::N,زر,स्वर्ण
348,Gold::N,طلا,सोना
349,Gold::N,طلا,स्वर्ण
350,Silber::N,نقره,रजत
351,Silber::N,نقره,चाँदी
352,Kohle::N,زغال,कोयला
353,Glas::N,شیشه,काँच
354,Lehm::N,گل,चिकनी मिट्टी
355,Sand::N,شن,रेत
356,Sand::N,شن,बालू
357,Sand::N,ماسه,रेत
358,Sand::N,ماسه,बालू
359,Mensch::N,آدم,मानव
360,Mensch::N,آدم,इनसान
361,Mensch::N,آدم,मनुष्य
362,Mensch::N,انسان,मानव
363,Mensch::N,انسان,इनसान
364,Mensch::N,انسان,मनुष्य
365,Mann::N,مرد,आदमी
366,Mann::N,مرد,पुरुष
367,Frau::N,زن,औरत
368,Frau::N,زن,महिला
369,Frau::N,زن,स्त्री
370,Kind::N,بچه,बाल
371,Kind::N,بچه,बच्चा
372,Kind::N,کودک,बाल
373,Kind::N,کودک,बच्चा
374,Junge::N,پسر,लड़का
375,Mädchen::N,دختر,लड़की
376,Mädchen::N,دختر,कुमारी
377,Familie::N,فامیل,परिवार
378,Familie::N,خانواده,परिवार
379,Großvater::N,پدربزرگ,दादा
380,Großmutter::N,مادر‌بزرگ,नानी
381,Eltern::N,والدین,माँ-बाप
382,Eltern::N,والدین,माता-पिता
383,Eltern::N,پدر‌و‌مادر,माँ-बाप
384,Eltern::N,پدر‌و‌مادر,माता-पिता
385,Vater::N,پدر,बाप
386,Vater::N,پدر,पिता
387,Mutter::N,مادر,माँ
388,Mutter::N,مادر,माता
389,Sohn::N,پسر,बेटा
390,Sohn::N,پسر,पुत्र
391,Tochter::N,دختر,बेटी
392,Tochter::N,دختر,पुत्री
393,Bruder::N,برادر,भाई
394,Bruder::N,برادر,भ्राता
395,Schwester::N,خواهر,बहन
396,Schwester::N,خواهر,भगिनी
397,Onkel::N,عمو,ताऊ
398,Onkel::N,عمو,काका
399,Onkel::N,دایی,ताऊ
400,Onkel::N,دایی,काका
401,Tante::N,عمه,बूआ
402,Tante::N,عمه,फूफी
403,Tante::N,عمه,ख़ाला
404,Tante::N,خاله,बूआ
405,Tante::N,خاله,फूफी
406,Tante::N,خاله,ख़ाला
407,Ehemann::N,همسر,पति
408,Ehemann::N,همسر,शौहर
409,Ehefrau::N,همسر,बीवी
410,Freude::N,شادی,आनंद
411,Freude::N,شادی,प्रसन्नता
412,Gelächter::N,خنده,हँसी
413,Gelächter::N,خنده,क़हक़हा
414,Gelächter::N,قاه‌قاه,हँसी
415,Gelächter::N,قاه‌قاه,क़हक़हा
416,Glück::N,اقبال,आनंद
417,Glück::N,اقبال,ख़ुशी
418,Kummer::N,غم,शोक
419,Kummer::N,غم,दुःख
420,Kummer::N,غصه,शोक
421,Kummer::N,غصه,दुःख
422,Wunsch::N,آرزو,इच्छा
423,Wunsch::N,آرزو,अभिलाषा
424,Lust::N,هوس,चाह
425,Lust::N,هوس,कामना
426,Geist::N,روح,जान
427,Geist::N,روح,प्राण
428,Gedanke::N,فکر,विचार
429,Gedächtnis::N,حافظه,याददाश्त
430,Gedächtnis::N,حافظه,स्मरण-शक्ति
431,Verstand::N,هوش,समझ
432,Verstand::N,هوش,अक़्ल
433,Verstand::N,هوش,बुद्धि
434,Sinn::N,معنا,अर्थ
435,Sinn::N,مفهوم,अर्थ
436,Grund::N,سبب,वजह
437,Grund::N,سبب,कारण
438,Grund::N,دلیل,वजह
439,Grund::N,دلیل,कारण
440,Wahrheit::N,حقیقت,सत्य
441,Wahrheit::N,حقیقت,सच्चाई
442,Gespräch::N,صحبت,चर्चा
443,Gespräch::N,صحبت,वार्ता
444,Gespräch::N,صحبت,बात-चीत
445,Gespräch::N,گفتگو,चर्चा
446,Gespräch::N,گفتگو,वार्ता
447,Gespräch::N,گفتگو,बात-चीत
448,Märchen::N,قصه,क़िस्सा
449,Märchen::N,افسانه,क़िस्सा
450,Erzählung::N,داستان,कथा
451,Erzählung::N,داستان,कहानी
452,Nachricht::N,خبر,सूचना
453,Nachricht::N,خبر,समाचार
454,Neuigkeit::N,خبر تازه,ख़बर
455,Neuigkeit::N,خبر تازه,समाचार
456,Name::N,اسم,नाम
457,Rätsel::N,معما,पहेली
458,Rede::N,سخن,वचन
459,Rede::N,سخن,भाषण
460,Sprache::N,زبان,भाषा
461,Sprache::N,زبان,ज़बान
462,Stimme::N,صدا,स्वर
463,Stimme::N,صدا,आवाज़
464,Wort::N,کلمه,शब्द
465,Wort::N,کلمه,लफ़्ज़
466,Zeichen::N,نشان,निशान
467,Zeichen::N,علامت,निशान
468,Ruf::N,صدا,पुकार
469,Ruf::N,صدا,आह्वान
470,Lärm::N,هیاهو,शोर
471,Lärm::N,هیاهو,हुल्लड़
472,Laut::N,صدا,स्वर
473,Laut::N,صدا,ध्वनि
474,Ton::N,آهنگ,सुर
475,Ton::N,آهنگ,स्वर
476,Lied::N,آواز,गीत
477,Lied::N,ترانه,गीत
478,Ruhe::N,آرامش,आराम
479,Ruhe::N,آرامش,ख़ामोशी
480,Leute::N,مردم,लोग
481,Volk::N,خلق,क़ौम
482,Volk::N,خلق,प्रजा
483,Arbeit::N,کار,काम
484,Gast::N,مهمان,अतिथि
485,Gast::N,مهمان,मेहमान
486,Geschenk::N,هدیه,उपहार
487,Geschenk::N,هدیه,तोहफ़ा
488,Spiel::N,بازی,खेल
489,Spiel::N,بازی,क्रीड़ा
490,Gesellschaft::N,جمعیت,साथ
491,Hilfe::N,کمک,मदद
492,Hilfe::N,کمک,सहायता
493,Freund::N,دوست,मित्र
494,Kamerad::N,رفیق,साथी
495,Kamerad::N,رفیق,कामरेड
496,Angelegenheit::N,امر,बात
497,Angelegenheit::N,امر,मामला
498,Angelegenheit::N,قضیه,बात
499,Angelegenheit::N,قضیه,मामला
500,Anzahl::N,عده,तादाद
501,Anzahl::N,عده,संख्या
502,Anzahl::N,شمار,तादाद
503,Anzahl::N,شمار,संख्या
504,Art::N,نوع,तरह
505,Art::N,نوع,क़िस्म
506,Stück::N,تکه,फाँक
507,Stück::N,تکه,टुकड़ा
508,Stück::N,قطعه,फाँक
509,Stück::N,قطعه,टुकड़ा
510,Teil::N,بخش,भाग
511,Teil::N,بخش,हिस्सा
512,Teil::N,قسمت,भाग
513,Teil::N,قسمت,हिस्सा
514,Hälfte::N,نیم,अर्धभाग
515,Kreis::N,حلقه,चक्कर
516,Kreis::N,دایره,चक्कर
517,Kreuz::N,صلیب,सलीब
518,Kreuz::N,صلیب,क्रूस
519,Linie::N,خط,लाइन
520,Linie::N,سطر,लाइन
521,Strich::N,خط,लकीर
522,Abstand::N,فاصله,अंतर
523,Abstand::N,فاصله,फ़ासला
524,Entfernung::N,مسافت,दूरी
525,Entfernung::N,مسافت,फ़ासला
526,Gegend::N,منطقه,इलाक़ा
527,Platz::N,گنجایش,जगह
528,Platz::N,گنجایش,स्थान
529,Ort::N,جا,स्थल
530,Ort::N,جا,स्थान
531,Ort::N,محل,स्थल
532,Ort::N,محل,स्थान
533,Ort::N,مکان,स्थल
534,Ort::N,مکان,स्थान
535,Seite::N,طرف,ओर
536,Seite::N,طرف,तरफ़
537,Mitte::N,وسط,बीच
538,Mitte::N,وسط,मध्य
539,Mitte::N,میان,बीच
540,Mitte::N,میان,मध्य
541,Gegenstand::N,چیز,चीज़
542,Gegenstand::N,چیز,पदार्थ
543,Sache::N,چیز,चीज़
544,Sache::N,چیز,वस्तु
545,Rand::N,کنار,छोर
546,Rand::N,کنار,उपांत
547,Rand::N,حاشیه,छोर
548,Rand::N,حاشیه,उपांत
549,Kante::N,لبه,कोर
550,Kante::N,لبه,किनारा
551,Ecke::N,گوشه,कोना
552,Ecke::N,گوشه,नुक्कड़
553,Spitze::N,سر,नोक
554,Spitze::N,نوک,नोक
555,Ende::N,ته,छोर
556,Ende::N,ته,सिरा
557,Ende::N,آخر,छोर
558,Ende::N,آخر,सिरा
559,Loch::N,سوراخ,छेद
560,Loch::N,سوراخ,सूराख़
561,Winkel::N,کنج,कोण
562,Winkel::N,کنج,कोना
563,Muster::N,نقش,नमूना
564,Muster::N,نقش,डिज़ाइन
565,Größe::N,قد,परिमाण
566,Größe::N,قد,विस्तार
567,Größe::N,بزرگی,परिमाण
568,Größe::N,بزرگی,विस्तार
569,Länge::N,طول,लंबाई
570,Höhe::N,بلندی,ऊँचाई
571,Höhe::N,بلندی,उच्चता
572,Gewicht::N,وزن,भार
573,Gewicht::N,وزن,वज़न
574,Menge::N,مقدار,मात्रा
575,Menge::N,اندازه,मात्रा
576,Haufen::N,توده,ढेर
577,Haufen::N,توده,अंबार
578,Reihe::N,ردیف,क़तार
579,Reihe::N,ردیف,पंक्ति
580,Boot::N,قایق,नाव
581,Boot::N,قایق,नौका
582,Ruder::N,پارو,चप्पू
583,Schlitten::N,سورتمه,बर्फ़-गाड़ी
584,Ski::N,اسکی,स्की
585,Lagerfeuer::N,آتش,अलाव
586,Lagerfeuer::N,آتش,कैंप-फ़ायर
587,Last::N,بار,भार
588,Last::N,سنگینی,भार
589,Gang::N,راه رفتن,चाल
590,Schritt::N,قدم,डग
591,Schritt::N,قدم,क़दम
592,Norden::N,شمال,उत्तर
593,Süden::N,جنوب,दक्खिन
594,Westen::N,غرب,पश्चिम
595,Osten::N,شرق,पूरब
596,Holz::N,چوب,काठ
597,Holz::N,چوب,काष्ठ
598,Brett::N,تخته,पटरा
599,Brett::N,تخته,तख़्ता
600,Platte::N,صفحه,फलक
601,Platte::N,صفحه,तख़्ता
602,Stütze::N,تکیه,टेक
603,Stütze::N,تکیه,थूनी
604,Stange::N,میله,छड़
605,Stange::N,میله,बाँस
606,Stock::N,چوب,लाठी
607,Stab::N,عصا,लग्गा
608,Rohr::N,لوله,नल
609,Haus::N,منزل,घर
610,Haus::N,منزل,मकान
611,Heim::N,خانه,घर
612,Heim::N,خانه,गृह
613,Heim::N,کاشانه,घर
614,Heim::N,کاشانه,गृह
615,Ofen::N,بخاری,चूल्हा
616,Fußboden::N,کف اتاق,फ़र्श
617,Tisch::N,میز,मेज़
618,Stuhl::N,صندلی,कुरसी
619,Wiege::N,گهواره,पालना
620,Wiege::N,گهواره,हिंडोला
621,Bett::N,تختخواب,खाट
622,Bett::N,تختخواب,पलंग
623,Regal::N,قفسه,शेल्फ़
624,Kiste::N,صندوق,पेटी
625,Kiste::N,صندوق,डिब्बा
626,Fenster::N,پنجره,खिड़की
627,Tür::N,در,द्वार
628,Tür::N,در,दरवाज़ा
629,Tür::N,درب,द्वार
630,Tür::N,درب,दरवाज़ा
631,Tor::N,دروازه,फाटक
632,Zaun::N,حصار,बाड़ा
633,Dach::N,بام,छत
634,Dach::N,بام,छप्पर
635,Leiter::N,نردبان,सीढ़ी
636,Besen::N,جارو,झाड़ू
637,Besen::N,جارو,बुहारी
638,Spaten::N,بیل,कुदाल
639,Schaufel::N,بیل,बेलचा
640,Schaufel::N,بیل,फावड़ा
641,Schaufel::N,پارو,बेलचा
642,Schaufel::N,پارو,फावड़ा
643,Gabel::N,چنگال,काँटा
644,Löffel::N,قاشق,चम्मच
645,Messer::N,کارد,छुरा
646,Messer::N,کارد,चाक़ू
647,Nagel::N,میخ,कील
648,Nagel::N,میخ,मेख़
649,Netz::N,تور,जाल
650,Netz::N,شبکه,जाल
651,Haken::N,قلاب,अंकुश
652,Griff::N,دسته,मूठ
653,Griff::N,دسته,हत्था
654,Schloss::N,قفل,ताला
655,Bild::N,عکس,चित्र
656,Bild::N,تصویر,चित्र
657,Figur::N,تندیس,मूर्ति
658,Puppe::N,عروسک,पुतली
659,Puppe::N,عروسک,गुड़िया
660,Beutel::N,کیسه,झोला
661,Bündel::N,بسته,पुलिंदा
662,Tasche::N,کیف,बेग
663,Tasche::N,کیف,बस्ता
664,Eimer::N,سطل,बाल्टी
665,Deckel::N,در,ढक्कन
666,Geschirr::N,ظرف,बरतन-भाँड़े
667,Sack::N,گونی,बोरा
668,Tasse::N,فنجان,प्याला
669,Topf::N,دیگ,देग़चा
670,Topf::N,قابلمه,देग़चा
671,Kessel::N,دیگ,देग़
672,Kessel::N,دیگ,बटलोई
673,Essen::N,خوراک,खाना
674,Nahrung::N,غذا,भोजन
675,Speise::N,خوراک,खाना
676,Speise::N,خوراک,व्यंजन
677,Fleisch::N,گوشت,मांस
678,Fleisch::N,گوشت,गोश्त
679,Getreide::N,غله,अनाज
680,Brei::N,فرنی,भरता
681,Brei::N,فرنی,दलिया
682,Brei::N,حریره,भरता
683,Brei::N,حریره,दलिया
684,Brot::N,نان,रोटी
685,Scheibe::N,قاچ,कतला
686,Scheibe::N,لزگه,कतला
687,Fett::N,چربی,वसा
688,Fett::N,چربی,चरबी
689,Butter::N,کره,मक्खन
690,Öl::N,روغن,तेल
691,Salz::N,نمک,नमक
692,Suppe::N,آش,सूप
693,Suppe::N,آش,शोरबा
694,Suppe::N,سوپ,सूप
695,Suppe::N,سوپ,शोरबा
696,Honig::N,عسل,शहद
697,Milch::N,شیر,दूध
698,Tee::N,چای,चाय
699,Leder::N,چرم,चमड़ा
700,Wolle::N,پشم,ऊन
701,Stoff::N,پارچه,कपड़ा
702,Nadel::N,سوزن,सूई
703,Faden::N,نخ,डोरा
704,Knopf::N,دکمه,बटन
705,Knopf::N,دکمه,घुंडी
706,Knoten::N,گره,गाँठ
707,Knoten::N,گره,गुत्थी
708,Farbe::N,رنگ,रंग
709,Farbe::N,رنگ,वर्ण
710,Kleidung::N,لباس,पहनावा
711,Kleidung::N,پوشاک,पहनावा
712,Hemd::N,پیراهن,कुरता
713,Hemd::N,پیراهن,क़मीज़
714,Kragen::N,یقه,गरदनी
715,Kragen::N,یقه,गरेबान
716,Ärmel::N,آستین,आस्तीन
717,Hose::N,شلوار,पैंट
718,Hose::N,شلوار,पतलून
719,Gürtel::N,کمر‌بند,पेटी
720,Gürtel::N,کمر‌بند,मेखला
721,Mütze::N,کلاه,टोपी
722,Schuh::N,کفش,जूता
723,Stiefel::N,چکمه,बूट
724,Ring::N,حلقه,अँगूठी
725,Ring::N,انگشتر,अँगूठी
726,Band::N,نوار,पट्टी
727,Band::N,روبان,पट्टी
728,Kamm::N,شانه,कंघी
729,Spiegel::N,آینه,आईना
730,Spiegel::N,آینه,दर्पण
731,Riemen::N,تسمه,तसमा
732,Riemen::N,تسمه,पट्टा
733,Schnur::N,ریسمان,डोरी
734,Schnur::N,ریسمان,सुतली
735,Leine::N,قلاده,रस्सी
736,Decke::N,پتو,रज़ाई
737,Kissen::N,بالش,तकिया
738,Kissen::N,بالش,गाद्दा
739,Tuch::N,شال,रूमाल
740,Tuch::N,شال,वस्त्र
741,Handtuch::N,حوله,अँगोछा
742,Kraft::N,نیرو,ज़ोर
743,Kraft::N,نیرو,शक्ति
744,Stärke::N,زور,बल
745,Stärke::N,زور,ताक़त
746,Gesundheit::N,سلامتی,स्वास्थ्य
747,Gesundheit::N,سلامتی,तंदुरुस्ती
748,Gesundheit::N,تندرستی,स्वास्थ्य
749,Gesundheit::N,تندرستی,तंदुरुस्ती
