,Concept_ID,lbe,pl
739,immer::ADV,даиман,zawsze
740,niemals::ADV,тачӏав,nigdy
741,hier::ADV,шикку,tu
742,hier::ADV,шикку,tutaj
743,hierhin::ADV,шиккун,tu
744,von hier::ADV,шичча,stąd
745,dort::ADV,гикку,tam
746,dorthin::ADV,тиккун,tam
747,geradeaus::ADV,тӏайланм,prosto
748,vorwärts::ADV,хьхьичӏунмай,naprzód
749,rückwärts::ADV,махъа-хьхьичӏунмай,wstecz
750,zurück::ADV,махъунмай,z powrotem
751,unten::ADV,лув,u dołu
752,unten::ADV,лув,na dole
753,hinab::ADV,бакӏ-ялавай,na_dół
754,hinab::ADV,бакӏ-ялавай,w_dół
755,hinab::ADV,бакӏъялавай,na_dół
756,hinab::ADV,бакӏъялавай,w_dół
757,oben::ADV,ялув,w górze
758,oben::ADV,ялув,na górze
759,hinauf::ADV,лавай,w górę
760,hinauf::ADV,лавай,na górę
761,überall::ADV,гьариий,wszędzie
762,überall::ADV,хьу-хьуний,wszędzie
763,überall::ADV,гьарца кӏанай,wszędzie
764,nicht::ADV,къа-,nie
765,ein wenig::ADV,чанни,trochę
766,ein wenig::ADV,ца чансса,trochę
767,kaum::ADV,дахьа,ledwie
768,kaum::ADV,дахьа,prawie nie
769,sehr::ADV,оьну,bardzo
770,sehr::ADV,гужну,bardzo
771,sehr::ADV,хъинну,bardzo
772,so::ADV,укукн,tak
773,noch::ADV,гьала,jeszcze
774,noch::ADV,уттигу,jeszcze
775,noch::ADV,цакьинва,jeszcze
776,noch::ADV,ттигу-шилагу,jeszcze
777,nur::ADV,анжагь,tylko
778,wieder::ADV,цӏуницӏа,znów
779,wieder::ADV,цӏуницӏа,znowu
780,vergebens::ADV,аьдада,na próżno
781,vergebens::ADV,нахӏакь,na próżno
782,vor::PRP,хьхьичӏ,przed
783,hinter::PRP,махъ,za
784,unter::PRP,лув,pod
785,durch::PRP,-х,przez
786,neben::PRP,чӏарав,obok
787,zwischen::PRP,дянив,między
788,wegen::PRP,цӏаний,z powodu
789,dies::PRN,ва,to
790,das::PRN,та,to
791,das::PRN,кӏа,to
792,das::PRN,га,to
793,alles::PRN,щала,wszystko
794,ich::PRN,на,ja
795,du::PRN,ина,ty
796,er::PRN,му,on
797,wir::PRN,жу,my
798,ihr::PRN,зу,wy
799,was::FPRN,ци,co
800,wer::FPRN,цу,kto
801,wo::FADV,чув,gdzie
802,wohin::FADV,чун,dokąd
803,wie::FADV,цукун,jak
804,warum::FADV,цан,dlaczego
805,wieviel::FNUM,циксса,ile
806,eins::NUM,ца,jeden
807,zwei::NUM,кӏива,dwa
808,drei::NUM,шамма,trzy
809,vier::NUM,мукьа,cztery
810,vier::NUM,мукьва,cztery
811,fünf::NUM,ххюва,pięć
812,sechs::NUM,ряхва,sześć
813,sieben::NUM,арула,siedem
814,acht::NUM,мяйва,osiem
815,neun::NUM,урчӏва,dziewięć
816,zehn::NUM,ацӏва,dziesięć
817,elf::NUM,ацӏния цава,jedenaście
818,zwölf::NUM,ацӏиия кӏива,dwanaście
819,zwanzig::NUM,кьува,dwadzieścia
820,dreißig::NUM,зувира,trzydzieści
821,vierzig::NUM,мукьцӏала,czterdzieści
822,fünfzig::NUM,ххюцӏала,pięćdziesiąt
823,sechzig::NUM,ряхцӏала,sześćdziesiąt
824,achtzig::NUM,мяйцӏала,osiemdziesiąt
825,neunzig::NUM,урчӏцӏала,dziewięćdziesiąt
826,hundert::NUM,ттурш,sto
827,hundert::NUM,ттуршва,sto
828,tausend::NUM,азарва,tysiąc
829,und::CNJ,-гу,i
830,oder::CNJ,я,lub
831,oder::CNJ,я,albo
832,oder::CNJ,ягу,lub
833,oder::CNJ,ягу,albo
834,stehen::V,ацӏан,stać
835,sitzen::V,щяивкӏун икӏан,siedzieć
836,liegen::V,утту нвхьуну икӏан,leżeć
837,hängen::V,зурчӏай тӏун,wisieć
838,werden::V,хьун,zostać
839,werden::V,хьун,stać się
840,passieren::V,хьун,dziać się
841,passieren::V,хьун,zdarzyć się
842,beginnen::V,дайдишин,zacząć się
843,beginnen::V,дайдирхьуну дикӏан,zacząć się
844,enden::V,къуртал дан,kończyć się
845,wechseln::V,даххана хьун,zmienić się
846,wechseln::V,даххана дуллан,zmienić się
847,aufgehen[Sonne]::V,буклай бур,wzejść
848,untergehen[Sonne]::V,лаглай бур,zajść
849,scheinen[Sonne]::V,битан,świecić
850,scheinen[Sonne]::V,чани буллан,świecić
851,donnern::V,тӏий бур,grzmieć
852,wehen::V,бишлай бур,wiać
853,strömen::V,экьинан,płynąć
854,strömen::V,экьинан,lać się
855,fließen::V,экьинан,ciec
856,fließen::V,экьинан,płynąć
857,sich drehen::V,гьанан,obracać się
858,schwanken::V,хъюлчу тӏун,chwiać się
859,schwanken::V,хӏуркку тӏун,chwiać się
860,schwingen::V,хъюлчай тӏун,wahać się
861,schwingen::V,хъюлчу тӏун,wahać się
862,fallen::V,багьлан,padać
863,brennen::V,ччучлан,palić się
864,rauchen::V,пуркӏу тӏун,dymić
865,rauchen::V,пуркӏу тӏун,dymić się
866,regnen::V,лачӏун,padać
867,regnen::V,лачIлай дур,padać
868,gefrieren::V,микӏ лачӏун,zamarznąć
869,tauen::V,баслан,tajać
870,schmelzen::V,баслан,topnieć
871,trocknen::V,кьакьан,schnąć
872,sieden::V,щаран,wrzeć
873,sieden::V,щаран,kipieć
874,faulen::V,аьллан,gnić
875,verfaulen::V,аьллан,zgnić
876,verfaulen::V,аьян,zgnić
877,reißen::V,ххя дукан,urywać się
878,versinken::V,оькьлан,tonąć
879,versinken::V,оькьан,tonąć
880,vergehen::V,лялиян,przechodzić
881,erscheinen::V,буккан,zjawiać się
882,erscheinen::V,загьир хьун,zjawiać się
883,verschwinden::V,бат хьун,zniknąć
884,verschwinden::V,акъа хьун,zniknąć
885,sinken::V,чахь учин,spadać
886,abnehmen::V,чан хьун,spadać
887,abnehmen::V,ссуссукьу хьун,spadać
888,zunehmen::V,гьарза хьун,wzrosnąć
889,steigen::V,гьаз хьун,wzrastać
890,wachsen::V,ххяххан,rosnąć
891,glänzen::V,цӏай буккан,błyszczeć
892,funkeln::V,цӏай-цӏай тӏун,zabłyszczeć
893,lärmen::V,чӏу буллан,hałasować
894,lärmen::V,аьлагъужа буллан,hałasować
895,läuten::V,занг ришлан,dzwonić
896,läuten::V,занг дуллан,dzwonić
897,klingeln::V,занг ришлан,dzwonić
898,klingeln::V,занг дуллан,dzwonić
899,brausen::V,никъащилан,huczeć
900,rauschen::V,щурщур тӏун,szumieć
901,rauschen::V,щурщур тӏун,szeleścić
902,klingen::V,чӏу буклан,brzmieć
903,klingen::V,чӏу буклан,dźwięczeć
904,bellen::V,хӏап тӏун,szczekać
905,blasen::V,уф тӏун,dmuchnąć
906,pfeifen::V,щютӏа тӏун,gwizdać
907,schreien::V,чӏу бан,krzyczeć
908,stöhnen::V,угь-къак тӏун,stękać
909,zittern::V,зурзу чин,drżeć
910,zittern::V,зурзу тӏун,drżeć
911,leben::V,ялапар хъанан,żyć
912,geboren werden::V,ан,urodzić się
913,atmen::V,ссихӏ ласлан,oddychać
914,atmen::V,ссихӏ бигьлан,oddychać
915,trinken::V,хӏачӏан,pić
916,trinken::V,хӏачӏлан,pić
917,essen::V,канан,jeść
918,schlucken::V,кьюлтӏа тӏун,połknąć
919,müde werden::V,аьхчӏин,zmęczyć się
920,einschlafen::V,шанан икӏан,zasnąć
921,schlafen::V,шанан,spać
922,aufwachen::V,чантӏ учин,obudzić się
923,aufstehen::V,бизан,wstać
924,sich erholen::V,бигьалаган,wypoczywać
925,krank werden::V,къашай хьун,zachorować
926,krank sein::V,къашай хъанан,chorować
927,krank sein::V,къашавай икӏан,chorować
928,schmerzen::V,цӏун,boleć
929,husten::V,хъугьу чин,kaszlać
930,husten::V,хъугьу тӏун,kaszlać
931,genesen::V,хъин хьун,wyzdrowieć
932,genesen::V,сагъ лаган,wyzdrowieć
933,sterben::V,ивчӏан,umrzeć
934,umkommen::V,лиллан,zginąć
935,umkommen::V,литӏлан,zginąć
936,umkommen::V,ажал биян,zginąć
937,umkommen::V,личӏи хьун,zginąć
938,umkommen::V,иакьлу хьун,zginąć
939,umkommen::V,ахир жан хъанан,zginąć
940,umkommen::V,рухӏирачӏа икӏан,zginąć
941,sich bewegen::V,сукку хьун,poruszać się
942,sich rühren::V,сукку хьун,ruszyć się
943,sich erheben::V,бизан,podnieść się
944,sich setzen::V,щяикӏан,usiąść
945,sich setzen::V,щябикӏан,usiąść
946,hinfallen::V,багьан,upaść
947,laufen::V,занан,chodzić
948,schreiten::V,ша ласлан,kroczyć
949,spazierengehen::V,сайр буллан,iść na spacer
950,eilen::V,анавар буккан,pospieszać
951,sich beeilen::V,анавар буккан,pospieszyć się
952,sausen::V,никъа щилан,pędzić
953,sausen::V,никъа щун,pędzić
954,rennen::V,лечлан,biec
955,rennen::V,лечлан,biegać
956,springen::V,тӏанкӏ дан,skakać
957,klettern::V,лахълан,wspinać się
958,schaukeln::V,гьайжак бигьлан,huśtać
959,schaukeln::V,гьайжак бигьлан,kołysać
960,kriechen::V,ххярк тӏун,pełzać
961,kriechen::V,ххярк тӏун,czołgać się
962,schwimmen::V,гьузун,pływać
963,tauchen::V,лултту уккан,zanurzać się
964,rudern::V,бяхлан,wiosłować
965,rudern::V,батӏлан,wiosłować
966,rudern::V,ххялаххи дуклан,wiosłować
967,fahren::V,гьан,jechać
968,fliegen::V,лехлан,latać
969,fliegen::V,лехлан,lecieć
970,gehen::V,нан,iść
971,weggehen::V,ялагьан,odejść
972,abfahren::V,гьан,odjechać
973,anhalten::V,бацӏан,zatrzymać się
974,hineingehen::V,буххан,wchodzić
975,eintreten::V,буххан,wejść
976,eintreten::V,буххан,nastąpić
977,kommen::V,учӏан,przyjść
978,ankommen::V,биян,przybyć
979,ankommen::V,бучӏан,przybyć
980,zurückkommen::V,зана хъун,wrócić
981,zurückkommen::V,зана бикӏан,wrócić
982,bleiben::V,личӏан,zostać
983,warten::V,ялугьлан,czekać
984,erwarten::V,ялугьлан,oczekiwać
985,suchen::V,луглан,szukać
986,finden::V,лякъин,znaleźć
987,versuchen::V,ххал буллан,próbować
988,vorbereiten::V,хӏадур бан,przygotować
989,lieben::V,эшкьи хьуиу бикӏан,kochać
990,mögen::V,ххиран бикӏан,lubić
991,lachen::V,хъян,śmiać się
992,weinen::V,аьтӏун,płakać
993,schimpfen::V,дяъван,kląć
994,schimpfen::V,ссугайи агьан,kląć
995,sich ärgern::V,ссибизлан,gniewać się
996,sich fürchten::V,ингъауслан,bać się
997,fürchten::V,хӏучӏ тӏун,bać się
998,fliehen::V,ака бан,uciekać
999,flüchten::V,лихъан,uciec
1000,sehen::V,чӏалан,widzieć
1001,sehen::V,чӏалан,zobaczyć
1002,anschauen::V,урган,oglądać
1003,ansehen::V,буруглан,popatrzeć na
1004,hören::V,баллан,słyszeć
1005,zuhören::V,вичӏи дихьлан,słuchać
1006,probieren::V,тӏин ххал буллан,kosztować
1007,riechen::V,ссунтӏа тӏун,wąchać
1008,fühlen::V,дакӏнил буслан,czuć
1009,fühlen::V,дакӏнил буслан,odczuwać
1010,scheinen::V,ххан,wydawać się
1011,scheinen::V,бизан,wydawać się
1012,scheinen::V,ххан бикӏлай бикӏан,wydawać się
1013,vernehmen::V,баян,usłyszeć
1014,frieren::V,лигьулул хъанан,marznąć
1015,tun::V,бан,czynić
1016,können::V,хьун,móc
1017,können::V,хьун,umieć
1018,anfangen::V,дайдишин,zacząć
1019,beenden::V,къуртал бан,zakończyć
1020,aufhören::V,кьабагьан,przestać
1021,gelingen::V,бюхъан,udać się
1022,öffnen::V,тӏитӏин,otworzyć
1023,schließen::V,лакьин,zamknąć
1024,stellen::V,дацӏан дан,postawić
1025,stellen::V,бишин,postawić
1026,setzen::V,щяитан,posadzić
1027,legen::V,бишин,kłaść
1028,berühren::V,ка щун,dotykać
1029,verbinden::V,бахӏин,łączyć
1030,verbinden::V,дахӏин,łączyć
1031,bedecken::V,ялтту бущин,przykryć
1032,bedecken::V,ялтту бакьин,przykryć
1033,aufhängen::V,лахъан,powiesić
1034,anzünden::V,лахъан,zapalić
1035,aufheben::V,гьаз бан,podnieść
1036,zurücklassen::V,кьаитан,zostawić
1037,zurücklassen::V,битан,zostawić
1038,verlieren::V,дакъа дан,zgubić
1039,fallen lassen::V,рутан,upuścić
1040,machen::V,дан,zrobić
1041,herstellen::V,яраг ишла бувиу бан,wytworzyć
1042,bauen::V,дан,budować
1043,reparieren::V,дакьин дан,naprawiać
1044,verbessern::V,ххуй дан,ulepszyć
1045,ändern::V,баххана бан,zmienić
1046,graben::V,дуклан,kopać
1047,beugen::V,лахӏан бан,zagiąć
1048,beugen::V,кьус бикӏан,zagiąć
1049,biegen::V,баччин,zgiąć
1050,biegen::V,лахӏан бан,zgiąć
1051,drehen::V,гьанан,obracać
1052,wenden::V,кӏура баен бан,obrocić
1053,umdrehen::V,кӏура баен бан,obrocić
1054,heben::V,гьаз бан,podnosić
1055,hochheben::V,гьаз бан,podnieść
1056,ergreifen::V,хъап дан,chwycić
1057,ergreifen::V,хъап увиу угьан,chwycić
1058,halten::V,бугьлан,trzymać
1059,drücken::V,кьюч бигьлан,naciskać
1060,schieben::V,щун,pchać
1061,schieben::V,щун,posuwać
1062,lecken::V,ланцӏа тӏун,lizać
1063,beißen::V,хъапа тӏун,kąsać
1064,beißen::V,кьацӏа тӏун,kąsać
1065,abreißen::V,буцан,oderwać
1066,abschneiden::V,бухъан,odciąć
1067,abschneiden::V,кьукьин,odciąć
1068,binden::V,бахӏин,wiązać
1069,binden::V,дахӏин,wiązać
1070,brechen::V,гъагъан,złamać
1071,klopfen::V,кьутӏа тӏун,pukać
1072,klopfen::V,кьутӏа тӏун,stukać
1073,hauen::V,рищун,bić
1074,kleben::V,лачӏун буллан,kleić
1075,reiben::V,ссуку буллан,trzeć
1076,streichen::V,дугъан,smarować
1077,streichen::V,аьгъу дан,smarować
1078,schneiden::V,духълан,ciąć
1079,schneiden::V,духълан,krajać
1080,schneiden::V,кьукьлан,ciąć
1081,schneiden::V,кьукьлан,krajać
1082,schütteln::V,хъюлчу буллан,trząść
1083,schwenken::V,палцӏ дуллан,machać
1084,schütten::V,рутӏин,nasypać
1085,füllen::V,буцӏин бан,napełnić
1086,einwickeln::V,кай-кай бан,zawinąć
1087,tragen::V,ларсун занан,nieść
1088,tragen::V,ларсун ачин,nieść
1089,schleppen::V,ххилан,wlec
1090,aufbewahren::V,ядан,przechowywać
1091,aufbewahren::V,ядуллан,przechowywać
1092,werfen::V,личин,rzucać
1093,fangen::V,бугьан,łowić
1094,fangen::V,бугьлан,łowić
1095,verstecken::V,ладитан,ukryć
1096,verstecken::V,ладитан,schować
1097,verstecken::V,кьюлтӏ дан,ukryć
1098,verstecken::V,кьюлтӏ дан,schować
1099,verstecken::V,дахьлаган дан,ukryć
1100,verstecken::V,дахьлаган дан,schować
1101,teilen::V,бачӏин,podzielić
1102,teilen::V,бутӏа бан,podzielić
1103,schicken::V,тӏайла буккан,posyłać
1104,bringen::V,диян дан,przynieść
1105,hinzufügen::V,ххи бан,dodać
1106,bekommen::V,ласун,dostać
1107,erhalten::V,ласун,otrzymać
1108,nehmen::V,ласун,wziąć
1109,wählen::V,бувчӏин,wybrać
1110,auswählen::V,бувчӏин,wybrać
1111,auswählen::V,язи бугьан,wybrać
1112,bewahren::V,ядан,zachować
1113,behindern::V,дайщишруду дуллан,utrudnić
1114,behindern::V,дайщишруду дуллан,przeszkadzać
1115,verderben::V,зия дан,zepsuć
1116,beschädigen::V,зарал буллан,uszkodzić
1117,zerbrechen::V,гьагъан,złamać
1118,zerbrechen::V,гьагъан бан,złamać
1119,zerreißen::V,ххяхха дуккан,drzeć
1120,zerreißen::V,ххяхха дуккан,rozdzierać
1121,zerstören::V,лекьан дан,zniszczyć
1122,verbrennen::V,ччуччин,spalić
1123,geben::V,дулун,dać
1124,reichen::V,дулун,podać
1125,schenken::V,пишкаш дан,darować
1126,schenken::V,багъишла дан,darować
1127,schenken::V,ихӏсандалун дуллун,darować
1128,versprechen::V,банна чин,obiecać
1129,loben::V,цӏа дан,chwalić
1130,küssen::V,ппай тӏун,całować
1131,wiegen::V,гьуркку тӏун,kołysać
1132,wiegen::V,гьуркку буллан,kołysać
1133,wiegen::V,гьуркку бан,kołysać
1134,wecken::V,чантӏ учин ан,zbudzić
1135,zeigen::V,ккаккан бан,pokazać
1136,führen::V,буцин,wieść
1137,führen::V,буцин,prowadzić
1138,lehren::V,лахьхьин бан,uczyć
1139,lehren::V,лахьхьин буллан,uczyć
1140,unterrichten::V,дарс дишаван,nauczać
1141,aufziehen::V,хъуна ан,wychować
1142,aufziehen::V,тарбия ан,wychować
1143,leiten::V,каялувшиву дан,kierować
1144,einladen::V,хъамалу оьвчин,zaprosić
1145,vereinigen::V,ца бан,zjednoczyć
1146,besuchen::V,ялун уххан,odwiedzić
1147,treffen::V,хьуна бакьин,trafić
1148,treffen::V,хьуна бакьин,spotkać
1149,sich versammeln::V,батӏин,zebrać się
1150,sich versammeln::V,батӏин,zgromadzić się
1151,spielen::V,тӏуркӏу тӏун,grać
1152,spielen::V,тӏуркӏу тӏун,bawić się
1153,singen::V,балай тӏун,śpiewać
1154,tanzen::V,къавтӏун,pląsać
1155,tanzen::V,къавтӏун,tańczyć
1156,sich trennen::V,ппив хьун,rozstać się
1157,verlassen::V,увккун гьан,opuścić
1158,retten::V,ххассал бан,ocalić
1159,retten::V,ххассал бан,uratować
1160,bewachen::V,къарал бан,pilnować
1161,schützen::V,ябан,ochronić
1162,verteidigen::V,буруччин,bronić
1163,sich schlagen::V,биян,pobić się
1164,schießen::V,битлан,strzelać
1165,siegen::V,ххув хьун,zwycziężyć
1166,siegen::V,ххувшаву ласун,zwycziężyć
1167,ärgern::V,ссибизан уллан,gniewać
1168,schlagen::V,рищун,bić
1169,schlagen::V,рищун,uderzyć
1170,stechen::V,кьутӏин,ukłuć
1171,stoßen::V,щун,popchnąć
1172,stehlen::V,дацин,ukraść
1173,stören::V,кьючин,zakłócić
1174,stören::V,кьючин,przeszkodzić
1175,belästigen::V,бизар уллан,dokuczać
1176,verbergen::V,лабитан,ukryć
1177,verbergen::V,кӏучӏ бан,ukryć
1178,täuschen::V,хъяврин ан,łudzić
1179,betrügen::V,аьикьин ан,oszukać
1180,töten::V,ивчӏан,zabić
1181,wohnen::V,оьрму бутлан,mieszkać
1182,arbeiten::V,зун,pracować
1183,sammeln::V,ттихӏин,zebrać
1184,sammeln::V,вив дишин,zebrać
1185,pflücken::V,риттун,zerwać
1186,jagen::V,авли занан,polować
1187,fischen::V,чавахъру бугьлан,łowić ryby
1188,fassen::V,бугьан,złapać
1189,hüten::V,урттуйн бакьлан,paść
1190,treiben::V,дачин дуллан,pędzić
1191,treiben::V,лихъан буллан,pędzić
1192,anbinden::V,бахӏин,przywiązać
1193,füttern::V,канаки буллан,karmić
1194,melken::V,ттизин,doić
1195,hacken::V,мюрш буллан,rąbać
1196,hacken::V,мюрш бан,rąbać
1197,gießen::V,щин дишин,lać
1198,gießen::V,щин дишин,podlać
1199,reifen::V,диян,dojrzeć
1200,zubereiten::V,хӏадур дан,przyrządzić
1201,zubereiten::V,хӏадур бан,przyrządzić
1202,kochen::V,шашан,gotować
1203,kochen::V,шашан дуллан,gotować
1204,backen::V,бишлан,piec
1205,backen::V,шахьлан,piec
1206,braten::V,цӏарайх дуллан,piec
1207,braten::V,цӏарайх дуллан,smażyć
1208,umrühren::V,хӏала бан,przemieszać
1209,stricken::V,щащлан,dziać
1210,stricken::V,щащан,dziać
1211,nähen::V,дуруххан,szyć
1212,färben::V,ранг щун,pofarbować
1213,reinigen::V,марцӏ бан,oczyścić
1214,waschen::V,шюшин,prać
1215,abwischen::V,лишин,obetrzeć
1216,spülen::V,вилаган,płukać
1217,fegen::V,башин,zamiatać
1218,kehren::V,бахьлан,zamieść
1219,baden::V,щинавун учӏлан,kąpać się
1220,sich waschen::V,диссун,myć się
1221,sich waschen::V,лажин диссун,myć się
1222,sich waschen::V,лажин дислан,myć się
1223,sich waschen::V,биссун,myć się
1224,sich waschen::V,чурх бислан,myć się
1225,ausziehen::V,ликкан,zdjąć
1226,anziehen::V,лаххан,włożyć
1227,sich anziehen::V,янна лаххан,ubrać się
1228,kämmen::V,ттарал дуккан,uczesać
1229,schmücken::V,чӏюлу бан,ozdabiać
1230,sagen::V,учин,powiedzieć
1231,sprechen::V,гъалгъа тӏун,mówić
1232,reden::V,гъалгъа тӏун,mówić
1233,sich unterhalten::V,гъалгъа тӏун,rozmawiać
1234,fragen::V,цӏуххин,zapytać
1235,bitten::V,тавакъю буллан,prosić
1236,erzählen::V,хавар бусан,opowiedzieć
1237,mitteilen::V,баян бан,zawiadomić o
1238,mitteilen::V,хавар бан,zawiadomić o
1239,nennen::V,цӏа дизан,nazwać
1240,rufen::V,оьвтӏун,wołać
1241,prahlen::V,цӏа дуллан,chełpić się
1242,übersetzen::V,таржума бан,tłumaczyć
1243,denken::V,пикри буллан,myśleć
1244,glauben::V,вих хьун,sądzić
1245,glauben::V,вих хьун,wierzyć
1246,bemerken::V,хӏисав хъун,zauważyć
1247,erkennen::V,увчӏин,poznać
1248,begreifen::V,бувчӏин,zrozumieć
1249,lernen::V,лахьлан,uczyć się
1250,lernen::V,лахьхьин,uczyć się
1251,wissen::V,кӏулну бикӏан,wiedzieć
1252,wissen::V,хавар бикӏан,wiedzieć
1253,sich erinnern an::V,дакӏнин бутан,przypomnieć sobie
1254,vergessen::V,хъама битан,zapomnieć
1255,messen::V,дуцин дуллан,mierzyć
1256,messen::V,дуцин дан,mierzyć
1257,zählen::V,дуккин,liczyć
1258,rechnen::V,хӏисав дан,rachować
1259,lesen::V,ккалан,czytać
1260,malen::V,сурат дуллан,malować
1261,zeichnen::V,сурат дуллан,rysować
1262,schreiben::V,чичин,pisać
1263,schreiben::V,чичлан,pisać
1264,besitzen::V,дуну икӏан,posiadać
1265,besitzen::V,дуну дикӏан,posiadać
1266,besitzen::V,заллуну икӏан,posiadać
1267,kaufen::V,машан ласун,kupić
1268,verkaufen::V,баххан,sprzedać
1269,bezahlen::V,арцу дулун,zapłacić
1270,bezahlen::V,багьа булун,zapłacić
1271,zahlen::V,арцу дулун,płacić
1272,zahlen::V,багьа булун,płacić
1273,beherrschen::V,дуну икӏан,opanować
1274,beherrschen::V,заллуну икӏан,opanować
1275,ertragen::V,бухӏан,znieść
1276,Leber::N,,wątroba
1277,Moor::N,,bagno
1278,Anhöhe::N,,wzgórze
1279,Bucht::N,,zatoka
1280,Barsch::N,,okoń
1281,Hecht::N,,szczupak
1282,Laus::N,,wesz
1283,Ruf::N,,wołanie
1284,Platz::N,,miejsce
1285,Kante::N,,kant
1286,Kante::N,,krawędź
1287,Größe::N,,rozmiar
1288,Größe::N,,wielkość
1289,Menge::N,,ilość
1290,Figur::N,,figura
1291,Tasche::N,,torba
1292,Öl::N,,olej
1293,Schuh::N,,but
1294,Schuh::N,,bucik
1295,Leine::N,,smycz
1296,König::N,,król
1297,fein::A,,drobny
1298,auf einmal::ADV,,naraz
1299,bald::ADV,,wkrótce
1300,einst::ADV,,kiedyś
1301,einst::ADV,,niegdyś
1302,schon::ADV,,już
1303,sie::PRN,,oni
1304,siebzig::NUM,,siedemdziesiąt
1305,klirren::V,,brzęczeć
1306,heulen::V,,wyć
1307,rühren::V,,wzruszyć
1308,zu sehen sein::V,,widnieć
1309,wollen::V,,chcieć
1310,geraten::V,,udać się
1311,kratzen::V,,drapać
1312,stecken::V,,wetknąć
1313,schleifen::V,,ostrzyć
1314,rütteln::V,,trząść
1315,ziehen::V,,ciągnąć
1316,packen::V,,chwycić
1317,wünschen::V,,życzyć
1318,zudecken::V,,przykryć
1319,antreiben::V,,popędzić
1320,lassen::V,,zostawić
1321,treten::V,,kopnąć
1322,verstehen::V,,rozumieć
1323,verstehen::V,,dosłyszeć
