,Concept_ID,sah,uz
755,beginnen::V,саҕалан,boshlanmoq
756,enden::V,бүт,bitmoq
757,wechseln::V,уларый,o'zgarmoq
758,aufgehen[Sonne]::V,ой,chiqmoq
759,untergehen[Sonne]::V,киир,botmoq
760,scheinen[Sonne]::V,сырдат,yaraqlamoq
761,donnern::V,эт,gulduramoq
762,wehen::V,үр,elpimoq
763,strömen::V,кутулун,oqmoq
764,fließen::V,сүүр,oqmoq
765,sich drehen::V,эргий,aylanmoq
766,schwanken::V,биэтэҥнээ,qoqilmoq
767,schwingen::V,эйэҥнээ,lopillamoq
768,fallen::V,оҕут,tushmoq
769,brennen::V,умай,yonmoq
770,rauchen::V,буруолаа,tutamoq
771,regnen::V,самыырдаа,yomg'ir yog'moq
772,gefrieren::V,тоҥ,muzlamoq
773,tauen::V,ир,ärimoq
774,schmelzen::V,уулун,ärimoq
775,trocknen::V,куур,qurimoq
776,sieden::V,оргуй,qaynamoq
777,faulen::V,сытый,chirimoq
778,verfaulen::V,сытыйан_хаал,chirimoq
779,reißen::V,хайыт,qayt qilmoq
780,reißen::V,быһытталан,qayt qilmoq
781,versinken::V,тимир,g'arq bo'lmoq
782,versinken::V,батылын,g'arq bo'lmoq
783,vergehen::V,дьай,o'tmoq
784,erscheinen::V,көһүн,zuhur ätmoq
785,verschwinden::V,сүт,yo'qolmoq
786,sinken::V,намтаа,pasaymoq
787,abnehmen::V,аччаа,kamaymoq
788,zunehmen::V,элбээ,urchimoq
789,steigen::V,үрдээ,oshmoq
790,wachsen::V,үүн,o'smoq
791,glänzen::V,кылбай,porlamoq
792,funkeln::V,күлүмнээ,yalt ätmoq
793,funkeln::V,күлүмүрдээ,yalt ätmoq
794,lärmen::V,тыаһаа,taraq ätmoq
795,läuten::V,собуоннаа,jiringlamoq
796,klingeln::V,линкинээ,jiringlamoq
797,klirren::V,айгырат,sharaqlamoq
798,brausen::V,сирилээ,vag'illamoq
799,rauschen::V,суугунаа,shitirlamoq
800,klingen::V,доргуй,yangramoq
801,bellen::V,үр,hurmoq
802,heulen::V,улуй,uvlamoq
803,blasen::V,үр,puflamoq
804,pfeifen::V,иһиир,xushtak chalmoq 
805,schreien::V,кылан,qiyqirmoq
806,schreien::V,хаһыытаа,qiyqirmoq
807,stöhnen::V,ынчыктаа,nola qilmoq
808,zittern::V,титирээ,titramoq
809,zittern::V,дьигиһий,titramoq
810,leben::V,олор,yashamoq
811,geboren werden::V,төрөө,tug'ilmoq
812,atmen::V,тыын,nafas chiqarmoq
813,trinken::V,ис,ichmoq
814,essen::V,аһаа,emoq
815,schlucken::V,ыйыһын,yutmoq
816,müde werden::V,сылай,horimoq
817,einschlafen::V,утуйан хаал,uxlab qolmoq
818,schlafen::V,утуй,uxlamoq
819,schlafen::V,утуйа сыт,uxlamoq
820,aufwachen::V,уһугун,uyg'onmoq
821,aufstehen::V,тур,qo'pmoq
822,sich erholen::V,сынньан,dam olmoq
823,krank werden::V,ыарый,kasallanmoq
824,krank sein::V,ыарый,betob yotmoq
825,krank sein::V,ыарыт,betob yotmoq
826,schmerzen::V,ыарыт,og'rimoq
827,husten::V,сөтөлүн,yo'talmoq
828,genesen::V,көн,tuzalmoq
829,sterben::V,өл,o'lmoq
830,umkommen::V,өл,halok bo'lmoq
831,umkommen::V,оҕут,halok bo'lmoq
832,sich bewegen::V,хамсаа,harakat qilmoq
833,sich rühren::V,хамсаа,qimirlamoq
834,sich erheben::V,тур,qo'pmoq
835,sich setzen::V,олор,o'tirmoq
836,hinfallen::V,оҕут,yiqilmoq
837,laufen::V,хаам,yurmoq
838,schreiten::V,атыллаа,yurmoq
839,spazierengehen::V,дьаарбай,sayr ätmoq
840,eilen::V,тиэтэй,tezlamoq
841,sich beeilen::V,ыксаа,shoshmoq
842,sausen::V,элээр,chopqillamoq
843,rennen::V,сүүрэкэлээ,yugurmoq
844,springen::V,ой,sakramoq
845,springen::V,ыстан,sakramoq
846,klettern::V,ытын,yuqorilamoq
847,schaukeln::V,эйэҥнээ,irg'amoq
848,schaukeln::V,биэрэҥнээ,irg'amoq
849,kriechen::V,сыыл,ämaklamoq
850,schwimmen::V,уһун,suzmoq
851,schwimmen::V,харбаа,suzmoq
852,tauchen::V,умус,chu'mmoq
853,rudern::V,эрт,eshkak eshmoq
854,fahren::V,айаннаа,haydamoq
855,fliegen::V,көт,uchmoq
856,gehen::V,бар,bormoq
857,weggehen::V,бар,ketoq
858,abfahren::V,бар,jo'namoq
859,anhalten::V,тохтоо,to'xtamoq
860,hineingehen::V,киир,kirmoq
861,eintreten::V,киир,kirmoq
862,kommen::V,кэл,kelmoq
863,ankommen::V,кэл,etib kelmoq
864,ankommen::V,тиий,etib kelmoq
865,zurückkommen::V,төнүн,qaytib kelmoq
866,bleiben::V,хаал,qolmoq
867,warten::V,көһүт,poylamoq
868,erwarten::V,күүт,kutmoq
869,erwarten::V,көһүт,kutmoq
870,suchen::V,ирдээ,izlamoq
871,suchen::V,көрдөө,izlamoq
872,finden::V,бул,topmoq
873,versuchen::V,сорун,chalishmoq
874,vorbereiten::V,бэлэмнээ,hozirlamoq
875,lieben::V,таптаа,sevmoq
876,mögen::V,сөбүл,ardoqlamoq
877,lachen::V,күл,kulmoq
878,rühren::V,долгут,ta'sirlantirmoq
879,weinen::V,ытаа,yig'lamoq
880,schimpfen::V,үөҕүс,koyinmoq
881,sich ärgern::V,кыыһыр,g'azab qilmoq
882,sich ärgern::V,кыйахан,g'azab qilmoq
883,sich fürchten::V,куттан,hurkmoq
884,sich fürchten::V,дьиксин,hurkmoq
885,fürchten::V,дьиксин,qo'rqmoq
886,fürchten::V,куттан,qo'rqmoq
887,fliehen::V,күрээ,qochmoq
888,flüchten::V,күрээ,qochmoq
889,sehen::V,көр,ko'rmoq
890,anschauen::V,көр,razm solmoq
891,ansehen::V,көр,razm qilmoq
892,hören::V,бил,äshitmoq
893,hören::V,иһит,äshitmoq
894,zuhören::V,иһит,tinglamoq
895,probieren::V,боруобалаан көр,tatib ko'rmoq
896,probieren::V,амсайан көр,tatib ko'rmoq
897,riechen::V,сытырҕаа,iskamoq
898,fühlen::V,бил,sezmoq
899,scheinen::V,көһүн,tuyilmoq
900,zu sehen sein::V,көһүн,ko'rinmoq
901,vernehmen::V,иһит,äshitmoq
902,frieren::V,тоҥ,sovuq qotmoq
903,frieren::V,үлүй,sovuq qotmoq
904,tun::V,гын,ätmoq
905,können::V,кыай,-a olmoq
906,können::V,кыай,-y olmoq
907,wollen::V,баҕар,istamoq
908,anfangen::V,саҕалаа,boshlamoq
909,beenden::V,бүтэр,bitirmoq
910,aufhören::V,уурай,tinmoq
911,gelingen::V,сатан,muvaffaqiyat qozonmoq
912,geraten::V,баар буолан биэр,bo'lmoq
913,geraten::V,баар буола тус,bo'lmoq
914,geraten::V,буолан таҕыс,bo'lmoq
915,öffnen::V,ас,ochmoq
916,schließen::V,сап,yopmoq
917,schließen::V,хатаа,yopmoq
918,stellen::V,уур,qo'ymoq
919,stellen::V,туруор,qo'ymoq
920,setzen::V,туруор,o'tqazmoq
921,setzen::V,уур,o'tqazmoq
922,legen::V,уур,yotqizmoq
923,berühren::V,тыыт,tegmoq
924,berühren::V,таарый,tegmoq
925,verbinden::V,кэлгий,ulamoq
926,bedecken::V,бүрүй,bekitmoq
927,aufhängen::V,ыйаа,ildirmoq
928,anzünden::V,умат,yondirmoq
929,aufheben::V,өрө тарт,ko'tarmoq
930,zurücklassen::V,бырах,ayrilmoq
931,verlieren::V,сүтэр,yo'qotmoq
932,fallen lassen::V,түһэр,tushirmoq
933,fallen lassen::V,мүлчү тут,tushirmoq
934,machen::V,оҥор,qilmoq
935,machen::V,оҥоһун,qilmoq
936,herstellen::V,оҥор,chiqarmoq
937,bauen::V,тут,solmoq
938,reparieren::V,абырахтаа,tuzatmoq
939,verbessern::V,тупсар,isloh qilmoq
940,ändern::V,уларыт,o'zgartirmoq
941,graben::V,хас,qazimoq
942,beugen::V,бокут,bukmoq
943,beugen::V,токурут,bukmoq
944,beugen::V,бүк баттаа,bukmoq
945,biegen::V,иэх,bukmoq
946,biegen::V,өҕүлүннэр,bukmoq
947,drehen::V,эргит,aylantirmoq
948,drehen::V,эргичит,aylantirmoq
949,wenden::V,эргилин,burmoq
950,umdrehen::V,түҥнэр,ag'darmoq
951,heben::V,көтөх,yuksaltirmoq
952,hochheben::V,таһаар,ko'tarmoq
953,ergreifen::V,тут,tutamlamoq
954,halten::V,тут,tutmoq
955,drücken::V,ык,bosmoq
956,schieben::V,ас,surmoq
957,kratzen::V,кыһыы,qashimoq
958,lecken::V,салаа,mijimoq
959,beißen::V,ытыр,tishlamoq
960,abreißen::V,быһа тарт,emirmoq
961,abreißen::V,туура тарт,emirmoq
962,abschneiden::V,быс,cho'rt kesmoq
963,abschneiden::V,быһан ыл,cho'rt kesmoq
964,abschneiden::V,быһа баттаа,cho'rt kesmoq
965,binden::V,кэлгий,bog'lamoq
966,stecken::V,батары ас,suqmoq
967,brechen::V,тоһут,sindirmoq
968,klopfen::V,тоҥсуй,dukurlamoq
969,hauen::V,оҕус,urmoq
970,kleben::V,силимнээ,yopishtirmoq
971,reiben::V,аал,surkamoq
972,streichen::V,сыбаа,surkamoq
973,schleifen::V,чочуй,qayramoq
974,schneiden::V,быс,kesmoq
975,rütteln::V,иэҕэҥнэт,chayqamoq
976,schütteln::V,сахсый,chayqamoq
977,schwenken::V,дайбаа,chayqatmoq
978,schütten::V,кут,quymoq
979,füllen::V,толор,to'ldirmoq
980,einwickeln::V,суулаа,chulg'amoq
981,tragen::V,ит,tashimoq
982,schleppen::V,сос,sudramoq
983,ziehen::V,тарт,tortmoq
984,aufbewahren::V,уур,tutmoq
985,aufbewahren::V,харай,tutmoq
986,werfen::V,бырах,tashlamoq
987,fangen::V,хап,tutmoq
988,packen::V,тут,opqochmoq
989,verstecken::V,саһыар,yashirmoq
990,teilen::V,үллэр,bo'lmoq
991,schicken::V,ыыт,yubormoq
992,bringen::V,аҕал,keltirmoq
993,hinzufügen::V,эп,tirkamoq
994,bekommen::V,ыл,olmoq
995,bekommen::V,булун,olmoq
996,erhalten::V,ыл,olmoq
997,nehmen::V,ыл,olmoq
998,wählen::V,быыбардаа,saylamoq
999,auswählen::V,тал,saylamoq
1000,bewahren::V,харай,saqlamoq
1001,behindern::V,мэһэйдээ,xalal bermoq
1002,verderben::V,буорту гын,xazon qilmoq
1003,beschädigen::V,алдьат,buzmoq
1004,zerbrechen::V,үлтүрүт,sindirmoq
1005,zerreißen::V,хайыта тарт,yirtmoq
1006,zerstören::V,алдьат,vayron qilmoq
1007,verbrennen::V,уоттаа,kuydirmoq
1008,geben::V,биэр,bermoq
1009,reichen::V,аҕал,bermoq
1010,schenken::V,бэлэхтээ,sovg'a qilmoq
1011,versprechen::V,эрэннэр,va'da bermoq
1012,wünschen::V,баҕар,orziqmoq
1013,loben::V,хайҕаа,maqtamoq
1014,küssen::V,уураа,o'pmoq
1015,wiegen::V,бигээ,tebratmoq
1016,zudecken::V,сап,yopmoq
1017,zudecken::V,бүрүй,yopmoq
1018,wecken::V,уһугуннар,uyg'otmoq
1019,zeigen::V,көрдөр,ko'rsatmoq
1020,führen::V,салай,boshlik bo'lmoq
1021,lehren::V,үөрэт,o'rgatmoq
1022,unterrichten::V,үөрэт,dars bermoq
1023,aufziehen::V,иит,o'stirmoq
1024,leiten::V,салай,boshqarmoq
1025,antreiben::V,кыһай,shoshiltirmoq
1026,lassen::V,күһэй,ruxsat bermoq
1027,einladen::V,ыҥыр,taklif kilmoq
1028,vereinigen::V,холбоо,qo'shmoq
1029,vereinigen::V,түм,qo'shmoq
1030,besuchen::V,сырыт,mehmonga bormoq
1031,besuchen::V,билсэ сырыт,mehmonga bormoq
1032,treffen::V,көрүс,duchor bo'lmoq
1033,sich versammeln::V,мүһүн,to'planmoq
1034,sich versammeln::V,түмүс,to'planmoq
1035,spielen::V,оонньоо,o'ynamoq
1036,singen::V,ыллаа,yalla qilmoq
1037,tanzen::V,үҥкүүлээ,raqs qilmoq
1038,sich trennen::V,араҕыс,yakkalanmoq
1039,verlassen::V,хааллар,qoldirmoq
1040,retten::V,өрүһүй,qutqazmoq
1041,bewachen::V,араҥаччылаа,qo'rimoq
1042,schützen::V,көмүскээ,yoniga olmoq
1043,verteidigen::V,көмүскээ,yoqlamoq
1044,sich schlagen::V,охсус,yoqalashmoq
1045,schießen::V,ытыалаа,otmoq
1046,siegen::V,хот,engmoq
1047,siegen::V,кыай,engmoq
1048,ärgern::V,кыыһырт,jahl chiqarmoq
1049,schlagen::V,оҕус,urmoq
1050,treten::V,тэп,tepmoq
1051,stechen::V,кэй,qadamoq
1052,stoßen::V,кэп,turtmoq
1053,stoßen::V,үтүрүй,turtmoq
1054,stehlen::V,уор,o'g'rilamoq
1055,stören::V,мэһэйдээ,tebratmoq
1056,belästigen::V,батар,g'ashini keltirmoq
1057,verbergen::V,кистээ,berkitmoq
1058,täuschen::V,албыннаа,aldamoq
1059,betrügen::V,албыннаа,tirriq qilmoq
1060,töten::V,өлөр,o'ldirmoq
1061,wohnen::V,олор,istiqomat qilmoq
1062,arbeiten::V,үлэлээ,ishlamoq
1063,sammeln::V,мус,yig'moq
1064,sammeln::V,хомуй,yig'moq
1065,pflücken::V,үргээ,termoq
1066,jagen::V,бултаа,ov qilmoq
1067,fischen::V,балыктаа,baliq ovlamoq
1068,fassen::V,тут,ilinmoq
1069,hüten::V,манаа,boqtirmoq
1070,treiben::V,үүр,haydamoq
1071,anbinden::V,баай,bog'lamoq
1072,füttern::V,аһат,edirmoq
1073,melken::V,ыа,sog'moq
1074,hacken::V,кэрт,chopmoq
1075,gießen::V,сиигирт,oqizmoq
1076,reifen::V,бус,qizarmoq
1077,zubereiten::V,бэлэмнээ,pishirmoq
1078,kochen::V,буһар,qaynatmoq
1079,backen::V,буһар,yopmoq
1080,braten::V,хооруй,qovurmoq
1081,braten::V,ыһаарылаа,qovurmoq
1082,braten::V,соркуойдаа,qovurmoq
1083,umrühren::V,былаа,atalamoq
1084,stricken::V,өр,to'qimoq
1085,nähen::V,иистэн,tikmoq
1086,färben::V,кырааскалаа,bo'yoqlamoq
1087,reinigen::V,ыраастаа,tozalamoq
1088,waschen::V,сууй,yuvmoq
1089,abwischen::V,сот,surkamoq
1090,spülen::V,сайҕаа,chaymoq
1091,fegen::V,сиппий,cho'tkalamoq
1092,kehren::V,харбаа,supurmoq
1093,baden::V,сөтүөлээ,cho'milmoq
1094,sich waschen::V,суун,yuvinmoq
1095,ausziehen::V,уһул,echintirmoq
1096,anziehen::V,кэтэрт,kiymoq
1097,sich anziehen::V,таҥын,kiyinmoq
1098,kämmen::V,тараа,taramoq
1099,schmücken::V,симээ,yasatmoq
1100,sagen::V,диэ,aytmoq
1101,sprechen::V,эт,so'zlamoq
1102,sprechen::V,саҥар,so'zlamoq
1103,reden::V,кэпсэт,gapirmoq
1104,sich unterhalten::V,кэпсэт,suhbatlashmoq
1105,fragen::V,ыйыт,so'ramoq
1106,bitten::V,көрдөс,iltimos qilmoq
1107,erzählen::V,кэпсээ,aytib bermoq
1108,erzählen::V,сэһэргээ,aytib bermoq
1109,mitteilen::V,биллэр,bildirmoq
1110,nennen::V,ааттаа,atamoq
1111,rufen::V,ыҥыр,chaqirmoq
1112,prahlen::V,чабылан,gerdaymoq
1113,prahlen::V,киһиргээ,gerdaymoq
1114,übersetzen::V,тылбаастаа,tarjima qilmoq
1115,denken::V,санаа,o'ylamoq
1116,denken::V,толкуйдаа,o'ylamoq
1117,glauben::V,итэҕэй,ishonmoq
1118,bemerken::V,бэлиэтээ,payqamoq
1119,erkennen::V,бил,tanimoq
1120,begreifen::V,өйдөө,tushunmoq
1121,verstehen::V,өйдөө,anglamoq
1122,lernen::V,үөрэн,o'qimoq
1123,wissen::V,бил,bilmoq
1124,sich erinnern an::V,аҕын,äsni tanimoq
1125,vergessen::V,умун,unutmoq
1126,messen::V,кэмнээ,o'lchamoq
1127,messen::V,кээмэйдээ,o'lchamoq
1128,zählen::V,аах,raqamlamoq
1129,rechnen::V,аах,cho'tlamoq
1130,lesen::V,аах,o'qimoq
1131,malen::V,уруһуйдаа,rasm solmoq
1132,zeichnen::V,уруһуйдаа,chizmoq
1133,schreiben::V,суруй,yozmoq
1134,besitzen::V,баһылаа,ägalamoq
1135,kaufen::V,атыылас,olmoq
1136,verkaufen::V,атыылаа,sotmoq
1137,bezahlen::V,төлөө,to'lamoq
1138,zahlen::V,төлөө,to'lamoq
1139,beherrschen::V,баһылаа,ägalamoq
1140,ertragen::V,тулуй,chidamoq
