,Concept_ID,en,xal
841,sterben::V,die,өңгрх
842,umkommen::V,perish,үкх
843,sich bewegen::V,move,көдлх
844,sich bewegen::V,move,көндрх
845,sich rühren::V,budge,көндрх
846,sich erheben::V,stand up,босх
847,sich setzen::V,sit down,суух
848,hinfallen::V,tumble,унх
849,hinfallen::V,tumble,киисх
850,laufen::V,walk,йовх
851,schreiten::V,pace,алхх
852,spazierengehen::V,go for a walk,сергҗ йовх
853,eilen::V,rush,шулудх
854,sich beeilen::V,hurry,адһх
855,sich beeilen::V,hurry,шамдх
856,sausen::V,dash,хурдлх
857,sausen::V,dash,йир_хурдар_гүүх
858,sausen::V,dash,йир_хурдар_йовх
859,rennen::V,run,гүүх
860,springen::V,jump,һәрәдх
861,klettern::V,climb,давшх
862,schaukeln::V,seesaw,дүүдңндх
863,kriechen::V,creep,мөлкх
864,schwimmen::V,swim,усчх
865,tauchen::V,dive,булхх
866,rudern::V,row,хәәвдх
867,fahren::V,drive,йовх
868,fliegen::V,fly,нисх
869,gehen::V,go,йовх
870,weggehen::V,go away,йовх
871,weggehen::V,go away,одх
872,weggehen::V,go away,һарх
873,weggehen::V,go away,мөрлх
874,abfahren::V,depart,мордх
875,anhalten::V,stop,зогсх
876,hineingehen::V,go in,орх
877,eintreten::V,enter,орх
878,kommen::V,come,ирх
879,ankommen::V,arrive,ирх
880,zurückkommen::V,come back,орх
881,bleiben::V,stay,бәәх
882,warten::V,wait,күләх
883,erwarten::V,wait for,күләх
884,suchen::V,seek,хәәх
885,suchen::V,look for,хәәх
886,finden::V,find,олх
887,versuchen::V,try,седх
888,vorbereiten::V,prepare,белдх
889,lieben::V,love,дурлх
890,mögen::V,like,таассгдх
891,lachen::V,laugh,инәх
892,rühren::V,move,уйрах
893,weinen::V,weep,уульх
894,schimpfen::V,grumble,харах
895,sich ärgern::V,be annoyed,уурлх
896,sich fürchten::V,be afraid,әәх
897,fürchten::V,be afraid of,әәх
898,fürchten::V,be afraid of,сүрдх
899,fliehen::V,flee,зулх
900,flüchten::V,escape,орһх
901,flüchten::V,escape,зулх
902,sehen::V,see,үзх
903,anschauen::V,look at,харх
904,ansehen::V,watch,хәләх
905,ansehen::V,watch,үзх
906,hören::V,hear,соңсх
907,zuhören::V,listen,соңсх
908,probieren::V,taste,амсх
909,riechen::V,smell,үнрчлх
910,fühlen::V,feel,медх
911,scheinen::V,seem,болҗ медгдх
912,scheinen::V,seem,миниһәр болхла
913,scheinen::V,seem,болад бәәх
914,zu sehen sein::V,show,үзгдх
915,vernehmen::V,hear,соңсх
916,frieren::V,be cold,даарх
917,tun::V,do,кех
918,können::V,can,чадх
919,wollen::V,want,дурлх
920,anfangen::V,start,эклх
921,beenden::V,finish,дуусх
922,aufhören::V,stop,уурх
923,gelingen::V,succeed,бүтх
924,gelingen::V,succeed,күцәх
925,geraten::V,turn out,болх
926,öffnen::V,open,секх
927,schließen::V,close,хаах
928,stellen::V,put,тәвх
929,setzen::V,place,суулһх
930,legen::V,lay,тәвх
931,berühren::V,touch,көндәх
932,verbinden::V,connect,боох
933,bedecken::V,cover,хучх
934,bedecken::V,cover,бүркх
935,aufhängen::V,hang up,өлгх
936,anzünden::V,light,асах
937,anzünden::V,light,шатах
938,aufheben::V,pick up,өөдән өргх
939,zurücklassen::V,leave,үлдәх
940,verlieren::V,lose,геех
941,fallen lassen::V,drop,алдх
942,machen::V,make,кех
943,herstellen::V,produce,кех
944,bauen::V,build,тосхх
945,reparieren::V,mend,ясх
946,verbessern::V,improve,сәәрүлх
947,ändern::V,alter,хүврәх
948,graben::V,dig,малтх
949,beugen::V,bow,нуһлх
950,biegen::V,bend,матилһх
951,drehen::V,spin,эргүлх
952,wenden::V,turn,көмрх
953,wenden::V,turn,эргүлх
954,umdrehen::V,turn around,эргүлх
955,heben::V,raise,өргх
956,heben::V,raise,деер өргх
957,hochheben::V,lift,өргх
958,ergreifen::V,seize,бәрх
959,halten::V,hold,бәрх
960,drücken::V,press,шахх
961,schieben::V,push,түлкх
962,kratzen::V,scrape,мааҗх
963,lecken::V,lick,долах
964,beißen::V,bite,хазх
965,abreißen::V,tear off,таслх
966,abschneiden::V,cut off,тәәрх
967,binden::V,tie,боох
968,stecken::V,stick,шаах
969,stecken::V,stick,хатхх
970,brechen::V,break,хамхлх
971,klopfen::V,knock,цокх
972,hauen::V,hit,цокх
973,kleben::V,glue,наах
974,reiben::V,rub,зүлгх
975,streichen::V,spread,наах
976,streichen::V,spread,лашх
977,streichen::V,spread,түркх
978,schleifen::V,grind,хурцлх
979,schneiden::V,cut,хәәчлх
980,rütteln::V,jolt,дәәвлүлх
981,schütteln::V,shake,сегсрх
982,schwenken::V,swing,дайлх
983,schütten::V,pour,кех
984,füllen::V,fill,дүүргх
985,einwickeln::V,wrap,орах
986,tragen::V,carry,зөөх
987,schleppen::V,drag,чирх
988,ziehen::V,pull,татх
989,aufbewahren::V,keep,хадһлх
990,werfen::V,throw,хайх
991,fangen::V,catch,бәрх
992,fangen::V,catch,хавлх
993,packen::V,grab,бәрх
994,verstecken::V,hide,дүрх
995,verstecken::V,hide,бултулх
996,teilen::V,divide,хувах
997,schicken::V,send,илгәх
998,bringen::V,bring,авч ирх
999,hinzufügen::V,add,немх
1000,bekommen::V,get,авх
1001,erhalten::V,receive,авх 
1002,nehmen::V,take,авх
1003,wählen::V,choose,шүүх
1004,auswählen::V,select,шүүх
1005,bewahren::V,preserve,хадһлх
1006,bewahren::V,preserve,кевтнь үлдәх
1007,bewahren::V,preserve,кевтнь бәәлһх
1008,behindern::V,hinder,харшлх
1009,verderben::V,spoil,үрәх
1010,beschädigen::V,damage,эвдх
1011,zerbrechen::V,break,күүлх
1012,zerbrechen::V,break,хамхлх
1013,zerreißen::V,tear,шуучх
1014,zerstören::V,destroy,эвдх
1015,verbrennen::V,burn,шатах
1016,geben::V,give,өгх
1017,reichen::V,hand,өгх
1018,schenken::V,give,белглх
1019,versprechen::V,promise,амлх
1020,wünschen::V,wish,сә хәәх
1021,loben::V,praise,магтх
1022,küssen::V,kiss,үмсх
1023,wiegen::V,rock,саатулх
1024,zudecken::V,cover,бүркх
1025,wecken::V,wake,серүлх
1026,zeigen::V,show,үзүлх
1027,führen::V,guide,көтлх
1028,lehren::V,teach,заах
1029,lehren::V,teach,сурһх
1030,unterrichten::V,instruct,сурһх
1031,unterrichten::V,instruct,багшлх
1032,aufziehen::V,bring up,өскәх
1033,leiten::V,lead,һардх
1034,leiten::V,lead,толһалх
1035,antreiben::V,urge,шамдах
1036,lassen::V,let,күч үзүлх
1037,einladen::V,invite,үрх
1038,vereinigen::V,unite,хамцулх
1039,besuchen::V,visit,одх
1040,treffen::V,meet,харһх
1041,sich versammeln::V,assemble,цуглрх
1042,sich versammeln::V,assemble,хурх
1043,spielen::V,play,наадх
1044,singen::V,sing,дуулх
1045,tanzen::V,dance,биилх
1046,sich trennen::V,separate,хаһцх
1047,verlassen::V,leave,хайх
1048,retten::V,rescue,әм аврх
1049,retten::V,rescue,әәмшгәс харсх
1050,bewachen::V,guard,харх
1051,bewachen::V,guard,манх
1052,schützen::V,protect,харсх
1053,verteidigen::V,defend,харсх
1054,sich schlagen::V,brawl,гүвдлдх
1055,schießen::V,shoot,хах
1056,siegen::V,win,диилх
1057,ärgern::V,annoy,уурлулх
1058,schlagen::V,beat,цокх
1059,schlagen::V,beat,гүвдх
1060,treten::V,kick,
1061,stechen::V,sting,хатхх
1062,stoßen::V,shove,түлкчкх
1063,stehlen::V,steal,хулхалх
1064,stören::V,disturb,һә болх
1065,belästigen::V,bother,амр эс өгх
1066,verbergen::V,conceal,нуух
1067,verbergen::V,conceal,бултулх
1068,täuschen::V,deceive,меклх
1069,betrügen::V,cheat,меклх
1070,betrügen::V,cheat,мек һарһх
1071,töten::V,kill,алх
1072,wohnen::V,dwell,бәәх
1073,arbeiten::V,work,көдлх
1074,sammeln::V,gather,түүх
1075,pflücken::V,pick,түүх
1076,pflücken::V,pick,хурах
1077,jagen::V,hunt,аңнх
1078,jagen::V,hunt,аңһучлх
1079,fischen::V,fish,заһс аңнх
1080,fassen::V,catch,бәрх
1081,hüten::V,herd,хәрүлх
1082,treiben::V,drive,туух
1083,anbinden::V,tie up,уйх
1084,füttern::V,feed,теҗәх
1085,melken::V,milk,саах
1086,hacken::V,chop,чавчх
1087,gießen::V,water,услх
1088,reifen::V,ripen,болх
1089,reifen::V,ripen,болвсрх
1090,zubereiten::V,cook,белдх
1091,kochen::V,boil,чанх
1092,kochen::V,boil,болһх
1093,backen::V,bake,болһх
1094,braten::V,fry,хуурх
1095,umrühren::V,stir,самрх
1096,stricken::V,knit,өлгх
1097,nähen::V,sew,уйх
1098,färben::V,dye,будх
1099,reinigen::V,clean,цеврлх
1100,waschen::V,wash,уһах
1101,abwischen::V,wipe,арчх
1102,spülen::V,rinse,зәәлх
1103,fegen::V,sweep,сәвүрдх
1104,kehren::V,sweep,сәвүрдх
1105,baden::V,bath,өөмх
1106,sich waschen::V,wash,уһах
1107,sich waschen::V,wash,бийән уһаҗ
1108,ausziehen::V,take off,тәәлх
1109,anziehen::V,put on,өмсх
1110,sich anziehen::V,get dressed,хувцлх
1111,kämmen::V,comb,самлх
1112,schmücken::V,decorate,чимх
1113,schmücken::V,decorate,кеерүлх
1114,sagen::V,say,келх
1115,sprechen::V,speak,келх
1116,reden::V,talk,күүндх
1117,reden::V,talk,күр_кех
1118,sich unterhalten::V,chat,күүндх
1119,fragen::V,ask,сурх
1120,bitten::V,request,эрх
1121,erzählen::V,tell,келх
1122,erzählen::V,tell,келҗ өгх
1123,mitteilen::V,convey,медүлх
1124,nennen::V,name,нерәдх
1125,nennen::V,name,нер өгх
1126,rufen::V,call,дуудх
1127,prahlen::V,brag,көөрх
1128,übersetzen::V,translate,орчулх
1129,denken::V,think,санх
1130,glauben::V,believe,шүтх
1131,glauben::V,believe,нәәлх
1132,bemerken::V,notice,темдглх
1133,erkennen::V,recognize,таньх
1134,erkennen::V,recognize,медх
1135,begreifen::V,grasp,медх
1136,verstehen::V,understand,соңсх
1137,lernen::V,learn,сурх
1138,wissen::V,know,медх
1139,sich erinnern an::V,remember,санх
1140,vergessen::V,forget,мартх
1141,messen::V,measure,кемҗәлх
1142,zählen::V,count,тоолх
1143,rechnen::V,calculate,тоолх
1144,lesen::V,read,умшх
1145,malen::V,paint,зурх
1146,zeichnen::V,draw,зурх
1147,schreiben::V,write,бичх
1148,besitzen::V,own,эзлх
1149,kaufen::V,buy,хулдҗ авх
1150,verkaufen::V,sell,хулдх
1151,verkaufen::V,sell,гүүлгх
1152,bezahlen::V,pay for,өгх
1153,zahlen::V,pay,өгх
1154,beherrschen::V,rule,эзлх
1155,ertragen::V,endure,даах
