,Concept_ID,av,et
759,sehr::ADV,кутакалда,väga
760,so::ADV,гьедин,nii
761,noch::ADV,жеги,veel
762,nur::ADV,гӏӣцӏго,ainult
763,wieder::ADV,на́хъеги,jälle
764,vergebens::ADV,чӏалгӏаде,asjata
765,vor::PRP,цебе,ees
766,hinter::PRP,хадуса,taha
767,unter::PRP,ахакь,all
768,unter::PRP,гъоркь,all
769,neben::PRP,аскӏо,kõrval
770,zwischen::PRP,гьоркьоб,vahel
771,wegen::PRP,гьелда,tõttu
772,wegen::PRP,гьелда,pärast
773,dies::PRN,гьаб,see
774,dies::PRN,гьеб,see
775,das::PRN,доб,see
776,ich::PRN,дун,mina
777,du::PRN,дуца,sina
778,er::PRN,доб,tema
779,wir::PRN,ниж,me
780,ihr::PRN,нуж,te
781,sie::PRN,дол,nad
782,sie::PRN,эл,nad
783,was::FPRN,щиб,mis
784,wer::FPRN,щиб,kes
785,wo::FADV,киб,kus
786,wo::FADV,кибехун,kus
787,wohin::FADV,кибехун,kuhu
788,wie::FADV,кин,kuidas
789,warum::FADV,щай,miks
790,wieviel::FNUM,кигӏан,mitu
791,wieviel::FNUM,кигӏан,kui palju
792,eins::NUM,цо,üks
793,zwei::NUM,кӏиго,kaks
794,drei::NUM,лъабго,kolm
795,vier::NUM,ункъо,neli
796,fünf::NUM,щуго,viis
797,sechs::NUM,анлъго,kuus
798,sieben::NUM,анкьго,seitse
799,acht::NUM,микьго,kaheksa
800,neun::NUM,ичӏго,üheksa
801,zehn::NUM,анцӏго,kümme
802,elf::NUM,анцӏила цо,üksteist
803,zwölf::NUM,кӏиго-анцӏила,kaksteist
804,zwanzig::NUM,къого,kakskümmend
805,dreißig::NUM,лъеберго,kolmkümmend
806,vierzig::NUM,кӏикъого,nelikümmend
807,fünfzig::NUM,кӏикъо́ялда анцӏго,viiskümmend
808,sechzig::NUM,лъабкъого,kuuskümmend
809,siebzig::NUM,лъабкъо́ялда анцӏго,seitsekümmend
810,achtzig::NUM,ункъого,kaheksakümmend
811,neunzig::NUM,ункъоялда а́нцӏила,üheksakümmend
812,hundert::NUM,нусго,sada
813,tausend::NUM,азарго,tuhat
814,und::CNJ,ва,ja
815,und::CNJ,-ги,ja
816,oder::CNJ,ялъуни,või
817,stehen::V,бахъунчӏезе,seisma
818,sitzen::V,гӏодов чӏезе,istuma
819,liegen::V,бегизе,lamama
820,hängen::V,базе,rippuma
821,werden::V,бахъине,saama
822,werden::V,бахъине,hakkama
823,passieren::V,лъугьине,juhtuma
824,passieren::V,лъугьа-бахъине,juhtuma
825,beginnen::V,байбихьизе,algama
826,beginnen::V,байбихьизе,hakkama
827,enden::V,лъугӏизе,lõppema
828,wechseln::V,хиса-басизе,vahelduma
829,wechseln::V,хисизе,vahelduma
830,aufgehen[Sonne]::V,баккизе,tõusma
831,untergehen[Sonne]::V,щинкӏизе,loojuma
832,scheinen[Sonne]::V,къалъ-къалъизе,paistma
833,donnern::V,гъугъазе,kõmisema
834,wehen::V,пуйзе,puhuma
835,strömen::V,чвахизе,voolama
836,fließen::V,чвахизе,voolama
837,sich drehen::V,сверизе,pöörduma
838,schwanken::V,хьвагӏезе,kõikuma
839,schwanken::V,багъа-бачаризе,kõikuma
840,schwingen::V,щвартӏезе,võnkuma
841,fallen::V,бортизе,langema
842,brennen::V,рекӏине,põlema
843,rauchen::V,кӏкӏуй буризе,suitsema
844,regnen::V,базе,sadama
845,gefrieren::V,гӏу́низе,kinni külmuma
846,tauen::V,биаризе,sulama
847,schmelzen::V,биине,sulama
848,trocknen::V,бакъвазе,kuivama
849,sieden::V,гьалдезе,keema
850,faulen::V,махӏцине,mädanema
851,verfaulen::V,туризе,mädanema
852,reißen::V,бихъизе,rebenema
853,versinken::V,гъанкъизе,uppuma
854,vergehen::V,базе,mööduma
855,vergehen::V,бахъизе,mööduma
856,vergehen::V,ине,mööduma
857,erscheinen::V,баккизе,ilmuma
858,verschwinden::V,къине,kaduma
859,verschwinden::V,билизе,kaduma
860,sinken::V,гӏодо́бе ккезе,vajuma
861,sinken::V,гӏодо́бе ккезе,langema
862,abnehmen::V,тӏаса камизе,vähenema
863,abnehmen::V,тӏаса камизе,kahenema
864,zunehmen::V,гӏемерлъизе,kasvama
865,steigen::V,бахине,tõusma
866,steigen::V,бахине,üles minema
867,wachsen::V,кӏодолъизе,kasvama
868,glänzen::V,цӏвакизе,läikimä
869,funkeln::V,паркъезе,sädelema
870,lärmen::V,хъудизе,lärmama
871,lärmen::V,чӏиргъдизе,lärmama
872,läuten::V,кьабизе,helisema
873,klingeln::V,кьабизе,helisema
874,klirren::V,зваргъизе,kõlisema
875,brausen::V,гьалаглъизе,kohisema
876,rauschen::V,шуршудизе,kohisema
877,klingen::V,бахъине,kõlama
878,bellen::V,гъанчдезе,haukuma
879,heulen::V,рурудизе,uluma
880,blasen::V,гьохьизе,puhuma
881,pfeifen::V,гьещтӏезе,vilistama
882,schreien::V,ахӏизе,karjuma
883,schreien::V,ахӏдезе,karjuma
884,stöhnen::V,зигардизе,oigama
885,zittern::V,дарран,värisema
886,zittern::V,гьаргьадизе,värisema
887,leben::V,бетӏербахъизе,elama
888,leben::V,бетӏербахъизе,elus olema
889,geboren werden::V,лъугьине,sündima
890,atmen::V,хӏухьел биччазе,hingama
891,trinken::V,гьекъезе,jooma
892,essen::V,квине,sööma
893,essen::V,кваназе,sööma
894,schlucken::V,кӏкӏвине,neelama
895,schlucken::V,къулчӏизе,neelama
896,müde werden::V,сваказе,väsima
897,einschlafen::V,кьижизе,uinuma
898,einschlafen::V,гъапуллъизе,uinuma
899,schlafen::V,кьижизе,magama
900,aufwachen::V,бигьине,ärkama
901,aufstehen::V,бахъине,ärkama
902,aufstehen::V,бахъине,üles tõusma
903,aufstehen::V,тӏадебахъине,ärkama
904,aufstehen::V,тӏадебахъине,üles tõusma
905,sich erholen::V,хьи бахъизе,puhkama
906,sich erholen::V,хӏалхьи гьабизе,puhkama
907,krank werden::V,унтизе,haigestuma
908,krank werden::V,унтизе,haigeks jääma
909,krank sein::V,унтизе,haige olema
910,schmerzen::V,унтизе,valutama
911,husten::V,хъегӏизе,köhima
912,genesen::V,лъилъизе,toibuma
913,sterben::V,хвезе,surema
914,umkommen::V,гьалаглъизе,surma saama
915,sich bewegen::V,багъаризе,liikuma
916,sich bewegen::V,багъаргъизе,liikuma
917,sich rühren::V,багъаризе,liikuma
918,sich erheben::V,тӏадебахъине,kerkima
919,sich erheben::V,бахъине,kerkima
920,sich setzen::V,гӏодов чӏезе,istet võtma
921,hinfallen::V,щапизе,kukkuma
922,hinfallen::V,щапизе,maha kukkuma
923,laufen::V,хьвадизе,kõndima
924,schreiten::V,чӏезе,astuma
925,spazierengehen::V,тира-сверизе,jalutama
926,eilen::V,ракӏхӏалакине,ruttama
927,eilen::V,ракӏхӏалакине,kiirustama
928,eilen::V,дуризе,ruttama
929,eilen::V,дуризе,kiirustama
930,sich beeilen::V,дуризе,ruttama
931,sich beeilen::V,дуризе,kiirustama
932,sich beeilen::V,гӏедегӏизе,ruttama
933,sich beeilen::V,гӏедегӏизе,kiirustama
934,sausen::V,тӏуризе,kihutama
935,sausen::V,тӏуризе,tormama
936,rennen::V,бекеризе,jooksma
937,rennen::V,бекеризе,kihutama
938,springen::V,кӏанцӏизе,hüppama
939,klettern::V,хархадизе,ronima
940,schaukeln::V,гьерщезе,kiikuma
941,kriechen::V,хъурщизе,roomama
942,schwimmen::V,лъедезе,ujuma
943,tauchen::V,букъардизе,sukelduma
944,rudern::V,хазе,sõudma
945,fahren::V,ине,sõitma
946,fliegen::V,боржине,lendama
947,gehen::V,ине,käima
948,gehen::V,ине,minema
949,weggehen::V,ине,ära minema
950,weggehen::V,ине,välja minema
951,abfahren::V,къокъине,väljuma
952,abfahren::V,къокъине,ära sõitma
953,anhalten::V,чӏезе,peatuma
954,anhalten::V,тархъизе,peatuma
955,anhalten::V,лъалхъизе,peatuma
956,hineingehen::V,тӏаделъугьине,sisenema
957,hineingehen::V,тӏаделъугьине,sisse minema
958,eintreten::V,лъугьине,sisenema
959,eintreten::V,лъугьине,sisse astuma
960,kommen::V,бачӏине,tulema
961,ankommen::V,щвезе,saabuma
962,ankommen::V,тӏадебачӏине,saabuma
963,zurückkommen::V,тадбуссине,tagasi tulema
964,zurückkommen::V,тӏадбуссине,tagasi tulema
965,bleiben::V,чӏезе,jääma
966,bleiben::V,хутӏизе,jääma
967,warten::V,чӏезе,ootama
968,erwarten::V,балагьизе,ootama
969,erwarten::V,балагьизе,lootma
970,suchen::V,балагьизе,otsima
971,finden::V,батизе,leidma
972,versuchen::V,хӏалбихьизе,püüdma
973,versuchen::V,хӏалбихьизе,üritama
974,versuchen::V,хӏалбихьизе,katsetama
975,vorbereiten::V,хӏадурлъизабизе,valmistama
976,lieben::V,балай бегьизе,armastama
977,mögen::V,бокьизе,sallima
978,mögen::V,бокьизе,meeldima
979,lachen::V,белъизе,naerma
980,weinen::V,гӏодизе,nutma
981,schimpfen::V,гъанчдезе,sõimama
982,sich ärgern::V,вагъизе,ärrituma
983,sich ärgern::V,вагъизе,vihastuma
984,sich ärgern::V,ццида́хине,ärrituma
985,sich ärgern::V,ццида́хине,vihastuma
986,sich fürchten::V,хӏинкъизе,kartma
987,sich fürchten::V,хӏинкъизе,hirmu tundma
988,fürchten::V,беркъазе,kartma
989,fürchten::V,хӏинкъа-къазе,kartma
990,fliehen::V,лъутизе,põgenema
991,flüchten::V,лъутизе,põgenema
992,sehen::V,бихьизе,nägema
993,anschauen::V,бертӏамизе,vaatama
994,anschauen::V,балагьизе,vaatama
995,ansehen::V,бала-гъалагьизе,vaatama
996,hören::V,рагӏизе,kuulma
997,zuhören::V,гӏенеккизе,kuulama
998,probieren::V,кӏалдиб хъва́зе,proovima
999,probieren::V,чӏамизе,proovima
1000,riechen::V,су́нтӏизе,nuusutama
1001,fühlen::V,чӏвазе,tundma
1002,zu sehen sein::V,бихьизе,ilmuma
1003,vernehmen::V,рагӏизе,üle kuulama
1004,frieren::V,цӏорозе,külmetada
1005,tun::V,гьабизе,tegema
1006,können::V,кӏвезе,võima
1007,können::V,кӏвезе,oskama
1008,können::V,лъазе,võima
1009,können::V,лъазе,oskama
1010,wollen::V,бокьизе,tahtma
1011,anfangen::V,байбихьизе,hakkama
1012,anfangen::V,байбихьизе,alustama
1013,beenden::V,тӏубазабизе,lõpetama
1014,beenden::V,лъугӏизабизе,lõpetama
1015,aufhören::V,бахъизе,lakkama
1016,gelingen::V,бахъизе,õnnestuma
1017,geraten::V,бахъизе,jõudma
1018,öffnen::V,рагьизе,avama
1019,schließen::V,къазе,sulgema
1020,stellen::V,чӏвазе,panema
1021,stellen::V,чӏвазе,asetama
1022,setzen::V,рекӏинабизе,panema
1023,setzen::V,гӏодор чӏезаризе,panema
1024,legen::V,лъезе,panema
1025,legen::V,лъезе,asetama
1026,berühren::V,хъвазе,riivama
1027,berühren::V,хъвазе,puudutama
1028,verbinden::V,хьухьине,ühendama
1029,verbinden::V,бухьине,ühendama
1030,bedecken::V,кквезе,katma
1031,aufhängen::V,базе,riputama
1032,anzünden::V,бакизе,süütama
1033,anzünden::V,рекӏинабизе,süütama
1034,zurücklassen::V,тезе,jätma
1035,verlieren::V,билизабизе,kaotama
1036,fallen lassen::V,бортизабизе,maha pillama
1037,fallen lassen::V,бортизабизе,kukkuda laskma
1038,machen::V,гьабизе,tegema
1039,herstellen::V,гьабизе,valmistama
1040,herstellen::V,хӏадурлъизабизе,valmistama
1041,bauen::V,базе,ehitama
1042,bauen::V,гьабизе,ehitama
1043,reparieren::V,къачӏазе,parandama
1044,verbessern::V,лъикӏлъизабизе,parandama
1045,ändern::V,хисизабизе,muutma
1046,ändern::V,хисизабизе,ümber tegema
1047,graben::V,бухъизе,kaevama
1048,beugen::V,хьетӏизабизе,painutama
1049,biegen::V,гьетӏизабизе,painutama
1050,drehen::V,тиризабизе,keerama
1051,drehen::V,свердизабизе,keerama
1052,wenden::V,бегизе,ümber pöörama
1053,umdrehen::V,бегизе,ümber keerama
1054,umdrehen::V,бега-битӏизе,ümber keerama
1055,heben::V,борхизе,tõstma
1056,hochheben::V,борхалъизабизе,üles tõstma
1057,hochheben::V,борхалъизабизе,kõrgele tõstma
1058,hochheben::V,борхизе,üles tõstma
1059,hochheben::V,борхизе,kõrgele tõstma
1060,ergreifen::V,кквезе,haarama
1061,halten::V,кквезе,hoidma
1062,drücken::V,къазе,pigistama
1063,drücken::V,къанцӏу́зе,pigistama
1064,drücken::V,къвал ба́зе,pigistama
1065,schieben::V,хъилдизе,lükkama
1066,kratzen::V,хачазе,kraapima
1067,lecken::V,чӏикӏизе,lakkuma
1068,beißen::V,хӏанчӏизе,purema
1069,beißen::V,хӏанчӏизе,hammustama
1070,beißen::V,хӏанчӏизабизе,purema
1071,beißen::V,хӏанчӏизабизе,hammustama
1072,abreißen::V,тӏезе,rebima
1073,abreißen::V,тӏезе,ära rebima
1074,abreißen::V,тӏезабизе,rebima
1075,abreißen::V,тӏезабизе,ära rebima
1076,abschneiden::V,къотӏизе,ära lõikama
1077,binden::V,бухьине,siduma
1078,stecken::V,къазабизе,pistma
1079,brechen::V,бекизе,murdma
1080,klopfen::V,дванкезе,koputama
1081,hauen::V,базе,lööma
1082,kleben::V,бацӏцӏине,kleepima
1083,reiben::V,хачазе,hõõruma
1084,streichen::V,бахине,silitama
1085,streichen::V,жужазе,silitama
1086,schleifen::V,лъухьизе,lihvima
1087,schleifen::V,лъухьизе,teritama
1088,schneiden::V,къотӏизе,lõikama
1089,rütteln::V,багъа-бачаризабизе,raputama
1090,schütteln::V,кӏобокӏизе,raputama
1091,schütteln::V,кӏобокӏизе,loksutama
1092,schwenken::V,гьесадизе,vehkima
1093,schwenken::V,гьесадизе,lehvitama
1094,schwenken::V,хьвагӏезабизе,vehkima
1095,schwenken::V,хьвагӏезабизе,lehvitama
1096,schütten::V,тӏезе,kallama
1097,füllen::V,цӏезабизе,täitma
1098,einwickeln::V,жемизе,sisse mähkima
1099,tragen::V,баччизе,kandma
1100,schleppen::V,бехъерхъизе,tassima
1101,schleppen::V,бехъерхъизе,lohistama
1102,ziehen::V,цӏазе,vedama
1103,ziehen::V,цӏазе,tõmbama
1104,aufbewahren::V,цӏунизе,säilitama
1105,aufbewahren::V,цӏунизе,alal hoidma
1106,werfen::V,рехизе,viskama
1107,fangen::V,кквезе,püüdma
1108,packen::V,кквезе,kinni haarama
1109,packen::V,кквезе,kinni võtma
1110,verstecken::V,бахчизе,peitma
1111,teilen::V,бикьизе,jagama
1112,teilen::V,бикьизе,jaotama
1113,schicken::V,битӏизе,saatma
1114,bringen::V,баччизе,viima
1115,hinzufügen::V,жубазе,lisama
1116,bekommen::V,щвезе,saama
1117,erhalten::V,щвезе,saama
1118,erhalten::V,босизе,saama
1119,nehmen::V,босизе,võtma
1120,wählen::V,бищизе,valima
1121,auswählen::V,тӏасабищизе,valima
1122,bewahren::V,цӏунизе,hoidma
1123,behindern::V,квекӏен гьабизе,takistama
1124,verderben::V,хвезабизе,rikkuma
1125,beschädigen::V,галгъазабизе,rikkuma
1126,zerbrechen::V,щущазабизе,katki tegema
1127,zerreißen::V,бихъизе,katki rebima
1128,zerstören::V,биххизабизе,purustama
1129,verbrennen::V,бухӏизе,põletama
1130,geben::V,кьезе,andma
1131,reichen::V,кьезе,andma
1132,reichen::V,кьезе,ulatama
1133,schenken::V,кьезе,kinkima
1134,versprechen::V,назру гьабизе,lubama
1135,versprechen::V,назру гьабизе,tõotama
1136,wünschen::V,бокьизе,soovima
1137,loben::V,беццизе,kiitma
1138,loben::V,бецца-бекъизе,kiitma
1139,küssen::V,баизе,suudlema
1140,wiegen::V,чӏучӏадизабизе,hällitama
1141,zudecken::V,тӏадбигъине,kaanetama
1142,zudecken::V,тӏадбигъине,kinni katma
1143,wecken::V,бигьинабизе,äratama
1144,zeigen::V,бихьизабизе,näitama
1145,führen::V,бачине,juhatama
1146,lehren::V,малъизе,õpetama
1147,lehren::V,цӏализабизе,õpetama
1148,unterrichten::V,цӏализабизе,õpetama
1149,aufziehen::V,гӏезабизе,üles kasvatama
1150,leiten::V,нухмалъи гьабизе,juhtima
1151,antreiben::V,гӏедегӏизабизе,ergutama
1152,einladen::V,ахӏизе,kutsuma
1153,einladen::V,тӏадеахӏизе,kutsuma
1154,vereinigen::V,цолъизабизе,ühendama
1155,besuchen::V,баккизе,külastama
1156,besuchen::V,хьвадизе,külastama
1157,treffen::V,дандчӏвазе,kohtama
1158,sich versammeln::V,данделъизе,kogunema
1159,sich versammeln::V,бакӏаризе,kogunema
1160,spielen::V,басандизе,mängima
1161,singen::V,ахӏизе,laulma
1162,tanzen::V,кьурдизе,tantsima
1163,sich trennen::V,батӏалъизе,lahku minema
1164,verlassen::V,тезе,maha jätma
1165,verlassen::V,рехунтезе,maha jätma
1166,retten::V,хвасар гьабизе,päästma
1167,retten::V,хвасарлъизабизе,päästma
1168,bewachen::V,цӏунизе,valvama
1169,schützen::V,цӏунизе,kaitsma
1170,verteidigen::V,цӏунизе,kaitsma
1171,sich schlagen::V,багъизе,kaklema
1172,schießen::V,речӏчӏизе,tulistama
1173,siegen::V,бергьине,võitma
1174,ärgern::V,вагъизавизе,ärritama
1175,ärgern::V,вагъизавизе,vihastama
1176,schlagen::V,кьабизе,lööma
1177,treten::V,мал тункизе,sõtkuma
1178,stechen::V,къазабизе,pistma
1179,stechen::V,къазабизе,torkama
1180,stoßen::V,тункизе,tõukama
1181,stoßen::V,хъилдизе,tõukama
1182,stehlen::V,щинкӏизабизе,varastama
1183,stören::V,квекӏен гьабизе,segama
1184,stören::V,квекӏен гьабизе,häirima
1185,stören::V,татубахъи гьабизе,segama
1186,stören::V,татубахъи гьабизе,häirima
1187,belästigen::V,рахӏатхвезабизе,ahistama
1188,verbergen::V,бахчизе,peitma
1189,verbergen::V,бахчизе,varjama
1190,verbergen::V,балъго тезе,peitma
1191,verbergen::V,балъго тезе,varjama
1192,täuschen::V,божуда рекӏкӏ гьабизе,petma
1193,täuschen::V,божуда рекӏкӏ гьабизе,tüssama
1194,täuschen::V,гуккизе,petma
1195,täuschen::V,гуккизе,tüssama
1196,betrügen::V,хӏилла гьабизе,petma
1197,betrügen::V,хӏилла гьабизе,tüssama
1198,betrügen::V,хӏилла гьабизе,truudust murtma
1199,betrügen::V,сандирахълъи гьабизе,petma
1200,betrügen::V,сандирахълъи гьабизе,tüssama
1201,betrügen::V,сандирахълъи гьабизе,truudust murtma
1202,töten::V,чӏвазе,tapma
1203,töten::V,чӏвазе,surmama
1204,wohnen::V,яшав гьабизе,elama
1205,arbeiten::V,хӏалтӏизе,töötama
1206,sammeln::V,бакӏаризе,koguma
1207,sammeln::V,бакӏаризе,korjama
1208,pflücken::V,бетӏизе,noppima
1209,jagen::V,чан гьабизе,jahtima
1210,fischen::V,ччугӏа кквезе,kalastama
1211,fischen::V,ччугӏа кквезе,kala püüdma
1212,fassen::V,кквезе,püüdma
1213,hüten::V,кваназабизе,karjatama
1214,treiben::V,гъезе,ajama
1215,anbinden::V,бухьине,kinni siduma
1216,füttern::V,кваназабизе,söötma
1217,melken::V,бечӏчӏизе,lüpsma
1218,hacken::V,чӏвазе,raiuma
1219,hacken::V,чӏвазе,lõhkuma
1220,gießen::V,лъалъазе,kastma
1221,reifen::V,барщизе,valmima
1222,zubereiten::V,бежа-белъине,valmistama
1223,kochen::V,белъине,keetma
1224,backen::V,базе,küpsetama
1225,braten::V,бежизе,praadima
1226,umrühren::V,багъаризе,segama
1227,stricken::V,хьухьине,kuduma
1228,nähen::V,букъизе,õmblema
1229,färben::V,кьер гьабизе,värvima
1230,reinigen::V,бацӏцӏине,puhastama
1231,waschen::V,чуризе,pesema
1232,abwischen::V,бацӏцӏине,puhtaks pühkima
1233,spülen::V,хулизе,uhtma
1234,fegen::V,лъухьизе,pühkima
1235,kehren::V,лъухьизе,pühkima
1236,baden::V,чордезе,suplema
1237,baden::V,чордезе,kümblema
1238,ausziehen::V,бахъизе,käest võtma
1239,ausziehen::V,бахъизе,jalast võtma
1240,ausziehen::V,бахъизе,seljast võtma
1241,anziehen::V,ретӏине,jalga panema
1242,sich anziehen::V,ретӏине,riietuma
1243,kämmen::V,хазе,kammima
1244,schmücken::V,чӏухӏизабизе,kaunistama
1245,sagen::V,бицине,ütlema
1246,sprechen::V,бицине,rääkima
1247,sprechen::V,бицине,kõnelema
1248,reden::V,гаргадизе,kõnelema
1249,sich unterhalten::V,гаргадизе,vestlema
1250,fragen::V,цӏехезе,küsima
1251,fragen::V,гьикъизе,küsima
1252,bitten::V,гьаризе,paluma
1253,erzählen::V,бицине,jutustama
1254,mitteilen::V,лъазабизе,teatama
1255,mitteilen::V,лъазабизе,teada andma
1256,nennen::V,цӏар лъезе,nimetama
1257,rufen::V,ахӏизе,kutsuma
1258,prahlen::V,беццаризе,hooplema
1259,übersetzen::V,буссинабизе,tõlkima
1260,denken::V,ургъизе,mõtlema
1261,glauben::V,божизе,uskuma
1262,bemerken::V,берречӏчӏизе,märkama
1263,erkennen::V,лъазе,ära tundma
1264,erkennen::V,батӏаго бахъизе,ära tundma
1265,begreifen::V,бичӏчӏизе,aru saama
1266,lernen::V,цӏализе,õppima
1267,wissen::V,лъазе,teadma
1268,sich erinnern an::V,ракӏалде щвезе,mäletama
1269,vergessen::V,кӏочене,unustama
1270,messen::V,борцине,mõõtma
1271,zählen::V,рикӏкӏине,loendama
1272,rechnen::V,рикӏкӏине,arvutama
1273,lesen::V,цӏализе,lugema
1274,malen::V,бахъизе,maalima
1275,zeichnen::V,бахъизе,joonistama
1276,schreiben::V,хъвазе,kirjutama
1277,besitzen::V,щвезе,omama
1278,besitzen::V,бу́кӏине,omama
1279,kaufen::V,босизе,ostma
1280,verkaufen::V,бичизе,müüma
1281,bezahlen::V,кьезе,tasuma
1282,zahlen::V,кьезе,maksma
1283,ertragen::V,баччизе,taluma
1284,Auge::N,,silm
1285,Sehne::N,,kõõlus
1286,Funke::N,,säde
1287,Moor::N,,raba
1288,Elch::N,,põder
1289,Beere::N,,mari
1290,Gedächtnis::N,,mälu
1291,Ton::N,,toon
1292,Winkel::N,,nurk
1293,Menge::N,,arv
1294,Menge::N,,hulk
1295,Stütze::N,,tugi
1296,Figur::N,,kuju
1297,Figur::N,,kujund
1298,Schuh::N,,king
1299,Schnur::N,,nöör
1300,Leine::N,,jalutusrihm
1301,Geschäft::N,,äri
1302,voll::A,,täis
1303,lange::ADV,,kaua
1304,später::ADV,,hiljem
1305,nicht::ADV,,ei
1306,nicht::ADV,,mitte
1307,schon::ADV,,juba
1308,durch::PRP,,läbi
1309,durch::PRP,,kaudu
1310,alles::PRN,,kõik
1311,rühren::V,,liigutama
1312,rühren::V,,heldima panema
1313,scheinen::V,,näida
1314,scheinen::V,,ilmuda
1315,aufheben::V,,üles tõstma
1316,lassen::V,,laskma
1317,sich waschen::V,,end pesema
1318,verstehen::V,,mõistma
1319,beherrschen::V,,valitsema
