,Concept_ID,la,sah
187,Barsch::N,perca,алыһар
188,Hecht::N,esox,сордон
189,Schlange[Tier]::N,serpens,моҕой
190,Schlange[Tier]::N,serpens,эриэн үөн
191,Wurm::N,vermis,үөн
192,Spinne::N,aranea,ооҕуй
193,Ameise::N,formica,кымырдаҕас
194,Laus::N,pediculus,быт
195,Mücke::N,culex,кумаар
196,Fliege::N,musca,сахсырҕа
197,Schmetterling::N,papilio,лыах
198,Schmetterling::N,papilio,үрүмэччи
199,Beere::N,baca,отон
200,Apfel::N,malum,яблоко
201,Pilz::N,fungus,тэллэй
202,Zwiebel::N,cepa,луук
203,Saat::N,seges,сиэмэ
204,Korn::N,granum,сиэмэ
205,Heu::N,faenum,от
206,Schale::N,putamen,хах
207,Grube::N,fovea,дьаама
208,Falle::N,pedica,сохсо
209,Schlinge::N,laqueus,уктаа
210,Spur::N,vestigium,суол
211,Asche::N,cinis,күл
212,Dreck::N,lutum,бадараан
213,Eisen::N,ferrum,тимир
214,Gold::N,aurum,көмүс
215,Gold::N,aurum,кыһыл көмүс
216,Silber::N,argentum,көмүс
217,Silber::N,argentum,үрүҥ көмүс
218,Kohle::N,carbo,чох
219,Glas::N,vitrum,өстүөкүлэ
220,Lehm::N,lutum,туой
221,Sand::N,arena,кумах
222,Mensch::N,homo,киһи
223,Mann::N,vir,эр
224,Frau::N,mulier,дьахтар
225,Kind::N,puer,оҕо
226,Kind::N,infans,оҕо
227,Junge::N,puer,уол
228,Mädchen::N,puella,кыыс оҕо
229,Familie::N,familia,кэргэн
230,Großvater::N,avus,эһэ
231,Großmutter::N,avia,эбэ
232,Eltern::N,parentes,аҕа-ийэ
233,Vater::N,pater,аҕа
234,Mutter::N,mater,ийэ
235,Sohn::N,filius,уол
236,Tochter::N,filia,кыыс
237,Bruder::N,frater,убай
238,Bruder::N,frater,быраат
239,Schwester::N,soror,аҕас
240,Schwester::N,soror,балыс
241,Onkel::N,patruus,таай
242,Onkel::N,patruus,абаҕа
243,Onkel::N,avunculus,таай
244,Onkel::N,avunculus,абаҕа
245,Tante::N,amita,эдьиий
246,Ehemann::N,maritus,эр
247,Ehefrau::N,uxor,ойох
248,Freude::N,gaudium,үөрүү
249,Freude::N,laetitia,үөрүү
250,Gelächter::N,risus,күлүү
251,Glück::N,felicitas,дьол
252,Glück::N,felicitas,соргу
253,Kummer::N,aegritudo,кутурҕан
254,Wunsch::N,voluntas,баҕарыы
255,Wunsch::N,desiderium,баҕарыы
256,Lust::N,libido,баҕа
257,Lust::N,voluptas,баҕа
258,Geist::N,mens,тыын
259,Geist::N,animus,тыын
260,Gedanke::N,sententia,санаа
261,Gedächtnis::N,memoria,өй
262,Verstand::N,ratio,өй
263,Verstand::N,ingenium,өй
264,Sinn::N,sensus,суолта
265,Grund::N,causa,төрүөт
266,Wahrheit::N,veritas,кырдьык
267,Gespräch::N,sermo,бэсиэдэ
268,Gespräch::N,sermo,кэпсэтии
269,Märchen::N,fabula,остуоруйа
270,Erzählung::N,fabula,кэпсээн
271,Erzählung::N,narratio,кэпсээн
272,Nachricht::N,nuntius,биллэриллии
273,Neuigkeit::N,novitas,сонун
274,Name::N,nomen,аат
275,Rätsel::N,aenigma,таабырын
276,Rede::N,oratio,этии
277,Sprache::N,lingua,тыл
278,Stimme::N,vox,куолас
279,Wort::N,verbum,тыл
280,Wort::N,vocabulum,тыл
281,Zeichen::N,signum,бэлиэ
282,Ruf::N,clamor,ыҥырыы
283,Lärm::N,strepitus,айдаан
284,Laut::N,sonus,тыас
285,Ton::N,sonus,дорҕоон
286,Lied::N,carmen,ырыа
287,Ruhe::N,quies,уу чуумпу
288,Leute::N,homines,дьон
289,Volk::N,populus,дьон
290,Volk::N,populus,норуот
291,Arbeit::N,labor,үлэ
292,Gast::N,hospes,ыалдьыт
293,Gast::N,conviva,ыалдьыт
294,Geschenk::N,munus,бэлэх
295,Spiel::N,ludus,оонньуу
296,Gesellschaft::N,societas,общество
297,Hilfe::N,auxilium,көмө
298,Hilfe::N,subsidium,көмө
299,Freund::N,amicus,доҕор
300,Kamerad::N,socius,атас
301,Angelegenheit::N,res,дьыала
302,Anzahl::N,numerus,ахсаан
303,Art::N,genus,биис
304,Stück::N,frustum,кырбас
305,Stück::N,fragmentum,кырбас
306,Teil::N,pars,ирээт
307,Hälfte::N,dimidium,аҥар
308,Kreis::N,orbis,төгүрүк
309,Kreis::N,orbis,төгүрүмтэ
310,Kreis::N,circus,төгүрүк
311,Kreis::N,circus,төгүрүмтэ
312,Kreuz::N,crux,кириэс
313,Linie::N,linea,сурааһын
314,Strich::N,lineamentum,сурааһын
315,Abstand::N,intervallum,арыт
316,Entfernung::N,spatium,ыраах
317,Gegend::N,loca,сир
318,Gegend::N,regio,сир
319,Platz::N,locus,арыт
320,Ort::N,locus,сир
321,Seite::N,latus,өрүт
322,Seite::N,latus,сирэй
323,Mitte::N,medium,орто
324,Gegenstand::N,res,предмет
325,Sache::N,res,мал
326,Rand::N,margo,кытыы
327,Rand::N,margo,ойоҕос
328,Kante::N,angulus,кырыы
329,Ecke::N,angulus,муннук
330,Spitze::N,cacumen,чыпчаал
331,Ende::N,caput,төбө
332,Loch::N,foramen,тэһэҕэс
333,Loch::N,foramen,дьөлөҕөс
334,Winkel::N,angulus,муннук
335,Muster::N,exemplum,оһуор
336,Größe::N,magnitudo,кээмэй
337,Länge::N,longitudo,уста
338,Höhe::N,altitudo,үрдүк
339,Gewicht::N,pondus,ыйааһын
340,Menge::N,copia,ахсаан
341,Haufen::N,acervus,чөмчөх
342,Reihe::N,ordo,кэккэ
343,Boot::N,navicula,оҥочо
344,Ruder::N,remus,эрдии
345,Schlitten::N,sclodia,сыарҕа
346,Ski::N,narta,хайыһар
347,Lagerfeuer::N,ignis,кутаа
348,Last::N,onus,ыарахан
349,Gang::N,cursus,хаамыы
350,Schritt::N,gradus,хардыы
351,Norden::N,septentriones,хоту
352,Süden::N,meridies,соҕуруу
353,Westen::N,occidens,арҕаа
354,Osten::N,oriens,илин
355,Holz::N,lignum,мас
356,Brett::N,tabula,дуоска
357,Brett::N,tabula,хаптаһын
358,Platte::N,lamina,билиитэ
359,Stütze::N,adminiculum,тулааһын
360,Stange::N,pertica,ураҕас
361,Stock::N,baculum,мас
362,Stock::N,baculum,баалкы
363,Stab::N,scipio,ураҕас
364,Rohr::N,tubus,турба
365,Haus::N,aedes,дьиэ
366,Heim::N,domicilium,дьиэ
367,Ofen::N,fornax,оһох
368,Fußboden::N,solum,муоста
369,Tisch::N,mensa,остуол
370,Stuhl::N,sella,устуул
371,Wiege::N,cunae,биһик
372,Bett::N,lectus,кырабаат
373,Regal::N,foruli,долбуур
374,Kiste::N,cista,дьааһык
375,Fenster::N,fenestra,түннүк
376,Tür::N,ianua,аан
377,Tor::N,porta,аан
378,Zaun::N,saepes,соппулуот
379,Dach::N,tectum,кырыыса
380,Leiter::N,scalae,кирилиэс
381,Besen::N,scopae,миинньик
382,Spaten::N,pala,күрдьэх
383,Schaufel::N,pala,күрдьэх
384,Gabel::N,fuscinula,биилкэ
385,Löffel::N,coclear,луоска
386,Messer::N,culter,быһах
387,Nagel::N,clavus,тоһоҕо
388,Netz::N,rete,илим
389,Haken::N,hamus,көхө
390,Griff::N,manubrium,ук
391,Griff::N,manubrium,тутаах
392,Schloss::N,claustra,күлүүс
393,Bild::N,tabula,хартыына
394,Bild::N,pictura,хартыына
395,Figur::N,statunculum,фигура
396,Puppe::N,pupa,куукула
397,Beutel::N,sacculus,мөһөөччук
398,Bündel::N,fascis,баайыы
399,Tasche::N,sacculus,суумка
400,Eimer::N,situla,биэдэрэ
401,Deckel::N,operculum,хаппах
402,Geschirr::N,vasa,иһит
403,Sack::N,saccus,куул
404,Tasse::N,pocillum,сэлиэнэй
405,Topf::N,olla,көстүрүүҥкэ
406,Kessel::N,aenum,хочуол
407,Essen::N,cena,аһылык
408,Nahrung::N,cibus,ас
409,Nahrung::N,alimenta,ас
410,Speise::N,cibus,аһылык
411,Fleisch::N,caro,эт
412,Getreide::N,frumentum,злактар
413,Brei::N,puls,хааһы
414,Brot::N,panis,килиэп
415,Scheibe::N,frustum,куһуок
416,Fett::N,pingue,сыа
417,Butter::N,butȳrum,арыы
418,Öl::N,oleum,арыы
419,Salz::N,sal,туус
420,Suppe::N,ius,мин
421,Honig::N,mel,мүөт
422,Milch::N,lac,үүт
423,Tee::N,thea,чэй
424,Leder::N,corium,тирии
425,Wolle::N,lana,түү
426,Stoff::N,textum,таҥас
427,Nadel::N,acus,иннэ
428,Faden::N,filum,сап
429,Knopf::N,bulla,тимэх
430,Knoten::N,nodus,түмүк
431,Farbe::N,pigmentum,кырааска
432,Kleidung::N,vestimenta,таҥас
433,Hemd::N,tunica,ырбаахы
434,Kragen::N,collare,саҕа
435,Ärmel::N,manica,сиэх
436,Hose::N,bracae,ыстаан
437,Hose::N,bracae,бүрүүкэ
438,Gürtel::N,cingulum,кур
439,Mütze::N,pilleus,бэргэһэ
440,Schuh::N,calceus,бачыыҥка
441,Stiefel::N,pero,саппыкы
442,Stiefel::N,caliga,саппыкы
443,Ring::N,anulus,биһилэх
444,Band::N,redimiculum,лиэнтэ
445,Kamm::N,pecten,тараах
446,Spiegel::N,speculum,сиэркилэ
447,Riemen::N,lorum,кур
448,Schnur::N,linum,быа
449,Leine::N,retinaculum,тэһиин
450,Decke::N,lodix,суорҕан
451,Kissen::N,pulvinus,сыттык
452,Tuch::N,velum,былаат
453,Handtuch::N,mantele,соттор
454,Kraft::N,vis,сыра
455,Stärke::N,robur,күүс
456,Gesundheit::N,valetudo,доруобуйа
457,Krankheit::N,morbus,ыарыы
458,Schmerz::N,dolor,ыарыы
459,Wunde::N,vulnus,баас
460,Fieber::N,febris,түрүлгэн
461,Fieber::N,febris,лихорадка
462,Fieber::N,febris,температура
463,Arznei::N,remedium,эмп
464,Brücke::N,pons,күргэ
465,Brunnen::N,puteus,холуодьас
466,Weide::N,pascua,мэччирэҥ
467,Pfad::N,semita,ыллык
468,Weg::N,iter,суол
469,Straße::N,via,суол
470,Dorf::N,vicus,дэриэбинэ
471,Stadt::N,urbs,куорат
472,Stadt::N,oppidum,куорат
473,Brief::N,epistula,сурук
474,Buch::N,liber,кинигэ
475,Buchstabe::N,littera,буква
476,Zeitung::N,diurnum,хаһыат
477,Leben::N,vita,тыын
478,Tod::N,mors,өлүү
479,Grab::N,sepulcrum,иин
480,Kirche::N,ecclesia,таҥара дьиэтэ
481,Sünde::N,peccatum,айыы
482,Gott::N,deus,тангара
483,Arbeiter::N,operarius,үлэһит
484,Chef::N,praefectus,баһылык
485,Chef::N,praefectus,начальник
486,Meister::N,magister,уус
487,Meister::N,magister,маастар
488,Arzt::N,medicus,врач
489,Lehrer::N,magister,учуутал
490,Geld::N,aes,харчы
491,Geld::N,pecunia,харчы
492,Geschäft::N,negotium,идэ
493,Laden::N,taberna,маҕаһыын
494,Preis::N,pretium,сыана
495,Ware::N,merx,табаар
496,Nutzen::N,utilitas,туһа
497,Reichtum::N,opes,баай
498,Reichtum::N,divitiae,баай
499,Welt::N,mundus,аан дойду
500,Land::N,terra,дойду
501,Staat::N,res publica,государство
502,König::N,rex,король
503,Macht::N,potestas,былаас
504,Grenze::N,limes,кыраныысса
505,Krieg::N,bellum,сэрии
506,Feind::N,inimicus,өстөөх
507,Gewalt::N,vis,күүһүлээһин
508,Kampf::N,pugna,охсуһуу
509,Bogen[Waffe]::N,arcus,ох
510,Pfeil::N,sagitta,ох
511,Gewehr::N,sclopetum,саа
512,Fehler::N,error,сыыһа
513,Lüge::N,mendacium,сымыйа
514,Schaden::N,damnum,хоромньу
515,Schaden::N,detrimentum,хоромньу
516,Unglück::N,miseria,алдьархай
517,Unglück::N,calamitas,алдьархай
518,Schuld::N,culpa,буруй
519,Alter::N,aetas,саас
520,Schluss::N,finis,тиһэх
521,Zeit::N,tempus,бириэмэ
522,Tag::N,dies,күн
523,Morgen::N,mane,сарсыарда
524,Mittag::N,meridies,күн ортото
525,Abend::N,vesper,киэһэ
526,Nacht::N,nox,түүн
527,Woche::N,septimana,нэдиэлэ
528,Monat::N,mensis,ый
529,Jahr::N,annus,сыл
530,Jahr::N,annus,дьыл
531,Frühling::N,ver,саас
532,Sommer::N,aestas,сайын
533,Herbst::N,autumnus,күһүн
534,Winter::N,hiems,кыһын
535,Januar::N,Ianuarius,тохсунньу
536,Februar::N,Februarius,олунньу
537,März::N,Martius,кулун тутар
538,April::N,Aprilis,муус устар ый
539,Mai::N,Maius,ыам ыйа
540,Juni::N,Iunius,бэс ыйа
541,Juli::N,Iulius,от ыйа
542,August::N,Augustus,атырдьах ыйа
543,September::N,September,балаҕан ыйа
544,Oktober::N,Octobris,алтынньы
545,November::N,Novembris,сэтинньи
546,Dezember::N,December,ахсынньы
547,Montag::N,dies lunae,бэнидиэнньик
548,Dienstag::N,dies Martis ,оптуорунньук
549,Mittwoch::N,dies Mercurii,сэрэдэ
550,Donnerstag::N,dies Iovis,чэппиэр
551,Freitag::N,dies Veneris,бээтинсэ
552,Samstag::N,dies Saturni,субуота
553,Sonntag::N,dominicus,баскыһыанньа
554,Sonntag::N,dies solis,баскыһыанньа
555,groß::A,magnus,бөдөҥ
556,groß::A,magnus,улахан
557,klein::A,parvus,кыр
558,lang::A,longus,уһун
559,kurz::A,brevis,кылгас
560,breit::A,latus,кэтит
561,schmal::A,angustus,кыараҕас
562,dicht::A,densus,хойуу
563,dick[Gegenstand]::A,crassus,суон
564,dick[Gegenstand]::A,crassus,хойуу
565,dünn::A,tenuis,чараас
566,fein::A,subtilis,бытархай
567,fein::A,subtilis,синньигес
568,fest::A,solidus,бөҕө
569,fest::A,solidus,кытаанах
570,fest::A,stabilis,бөҕө
571,fest::A,stabilis,кытаанах
572,flach::A,planus,хаптаҕай
573,glatt::A,levis,кылааккай
574,hart::A,durus,хатан
575,hart::A,durus,кытаанах
576,weich::A,mollis,сымнаҕас
577,rund::A,rotundus,төгүрүк
578,spitz::A,acutus,сытыы
579,spitz::A,acutus,уһуктаах
580,scharf::A,acer,сытыы
581,stumpf::A,hebes,сыппах
582,schwer::A,gravis,ыарахан
583,schön::A,pulcher,кыраһыабай
584,schön::A,formosus,кыраһыабай
585,heiß::A,fervidus,итии
586,warm::A,calidus,ичигэс
587,kalt::A,frigidus,тымныы
588,kühl::A,frigidus,сөрүүн
589,frisch::A,recens,ыраас
590,frisch::A,recens,сөрүүн
591,frisch::A,recens,тымныы
592,feucht::A,umidus,сииктээх
593,nass::A,madidus,инчэҕэй
594,trocken::A,aridus,кураан
595,voll::A,plenus,толору
596,leer::A,vacuus,иччитэх
597,offen::A,apertus,аһаҕас
598,geschlossen::A,clausus,бүтэй
599,sauber::A,lautus,сэбэр
600,schmutzig::A,sordidus,кирдээх
601,roh::A,crudus,сиикэй
602,reif::A,maturus,буспут
603,reif::A,maturus,сиппит-хоппут
604,lecker::A,delicatus,минньигэс
605,süß::A,dulcis,минньигэс
606,bitter::A,amarus,аһыы
607,bitter::A,acerbus,аһыы
608,sauer::A,acidus,аһыы
609,hell::A,clarus,сырдык
610,dunkel::A,obscurus,хараҥа
611,schwarz::A,niger,хара
612,weiß::A,albus,үрүҥ
613,weiß::A,albus,маҥан
614,rot::A,ruber,кыһыл
615,gelb::A,flavus,саһархай
616,blau::A,caeruleus,күөх
617,grün::A,viridis,күөх
618,grün::A,viridis,от күөҕэ
619,grau::A,canus,сиэрэй
620,bunt::A,varius,эриэн
621,billig::A,vilis,чэпчэки
622,teuer::A,carus,сыаналаах
623,wertvoll::A,pretiosus,сыаналаах
624,blind::A,caecus,хараҕа суох
625,taub::A,surdus,дьүлэй
626,kräftig::A,robustus,модун
627,stark::A,firmus,күүстээх
628,stark::A,validus,күүстээх
629,schwach::A,debilis,мөлтөх
630,schwach::A,infirmus,мөлтөх
631,fett::A,crassus,эмис
632,schlank::A,procerus,дьылҕан
633,schlank::A,procerus,дьыпсаҕай
634,hübsch::A,pulcher,олус кэрэ
635,hübsch::A,pulcher,көрүөхтэн үчүгэй
636,böse::A,improbus,өһүөннээх
637,dumm::A,stultus,акаары
638,dumm::A,stupidus,акаары
639,faul::A,piger,нэс
640,fleißig::A,sedulus,кыһамньылаах
641,geizig::A,avarus,иҥсэлээх
642,klug::A,prudens,өйдөөх
643,geschickt::A,sollers,наһаа дьоҕурдаах
644,lieb::A,carus,тапталлаах
645,lustig::A,iocosus,көрдөөх
646,sanft::A,clemens,намчы
647,sanft::A,clemens,сымнаҕас
648,hungrig::A,impastus,аччык
649,krank::A,aeger,ыалдьар
650,nackt::A,nudus,сыгынньах
651,traurig::A,maestus,санаарҕабыллаах
652,lebendig::A,vivus,тыыннаах
653,gut::A,bonus,үтүө
654,gut::A,bonus,үчүгэй
655,schlecht::A,malus,куһаҕан
656,richtig::A,rectus,сөп
657,schlimm::A,malus,сидьиҥ
658,schlimm::A,malus,быдьар
659,wahr::A,verus,кырдьык
660,alt::A,antiquus,былыргы
661,neu::A,novus,саҥа
662,ehemalig::A,pristinus,урукку
663,alt[Lebewesen]::A,vetus,кырдьаҕас
664,jung::A,iuvenis,эдэр
665,arm::A,pauper,дьадаҥы
666,reich::A,dives,баай
667,bekannt::A,notus,билэр
668,berühmt::A,celeber,аатырбыт
669,berühmt::A,illustris,аатырбыт
670,fremd::A,peregrinus,атын
671,verschieden::A,varius,араас
672,nah::A,propinquus,чугас
673,fern::A,longinquus,ыраах
674,linker::A,sinister,хаҥас
675,rechter::A,dexter,уҥа
676,anderer::A,alius,атын
677,erster::A,primus,маҥнайгы
678,zweiter::A,secundus,иккис
679,dritter::A,tertius,үһүс
680,letzter::A,ultimus,тиһэх
681,allein::ADV,solum,соҕотох
682,auf einmal::ADV,simul,биирдэ
683,zusammen::ADV,una,холбуу
684,lange::ADV,diu,уһуннук
685,plötzlich::ADV,subito,эмискэ
686,plötzlich::ADV,repente,эмискэ
687,sofort::ADV,statim,тута
688,später::ADV,postea,хойут
689,jetzt::ADV,nunc,билигин
690,heute::ADV,hodie,бүгүн
691,morgen::ADV,cras,сарсын
692,bald::ADV,mox,өтөр
693,dann::ADV,deinde,кэнна
694,gestern::ADV,heri,бэҕэһээ
695,einst::ADV,olim,биир төгүл
696,einst::ADV,olim,арай биирдэ
697,damals::ADV,tum,оччоҕо
698,danach::ADV,postea,аары
699,danach::ADV,postea,ол кэнниттэн
700,vorher::ADV,antea,урут
701,zuerst::ADV,primo,маҥнай
702,einmal::ADV,semel,биирдэ
703,manchmal::ADV,interdum,арыт
704,oft::ADV,saepe,чаастатык
705,immer::ADV,semper,мэлдьи
706,niemals::ADV,numquam,хаһан да
707,hier::ADV,hic,маныаха
708,hierhin::ADV,huc,бэттэх
709,von hier::ADV,hinc,мантан
710,dort::ADV,ibi,онно
711,dorthin::ADV,eo,онно
712,geradeaus::ADV,recte,быһа
713,geradeaus::ADV,recte,быһаччы
714,vorwärts::ADV,porro,инники
715,rückwärts::ADV,retro,төттөру
716,zurück::ADV,retro,төттөрү
717,unten::ADV,infra,аллара
718,hinab::ADV,pessum,аллара
719,oben::ADV,supra,үөһэ
720,hinauf::ADV,sursum,өрө
721,hinauf::ADV,sursum,үөһэ
722,überall::ADV,ubique,бэйдиэ
723,nicht::ADV,non,буолбатах
724,ein wenig::ADV,paulum,кыратык
725,kaum::ADV,vix,нэһиилэ
726,kaum::ADV,aegre,нэһиилэ
727,sehr::ADV,valde,бэрт
728,sehr::ADV,valde,наһаа
729,sehr::ADV,magnopere,бэрт
730,sehr::ADV,magnopere,наһаа
731,so::ADV,ita,оччо
732,so::ADV,ita,оннук
733,noch::ADV,etiam,өссө
734,nur::ADV,solum,эрэ
735,nur::ADV,solum,сыччах
736,nur::ADV,tantum,эрэ
737,nur::ADV,tantum,сыччах
738,schon::ADV,iam,бэлиэр
739,wieder::ADV,rursus,эмиэ
740,vergebens::ADV,frustra,таак
741,vor::PRP,ante,иннигэр
742,hinter::PRP,post,кэлин
743,unter::PRP,sub,-ҕа
744,unter::PRP,sub,оһох түгэҕэ
745,durch::PRP,per,курдары
746,neben::PRP,iuxta,аттыгар
747,zwischen::PRP,inter,ыккардынан
748,wegen::PRP,propter,уҥуортан
749,dies::PRN,hoc,ити
750,dies::PRN,hoc,бу
751,das::PRN,id,били
752,alles::PRN,omnia,барыта
753,ich::PRN,ego,мин
754,du::PRN,tu,эн
755,er::PRN,is,кнни
756,er::PRN,ille,кнни
757,wir::PRN,nos,биһиги
758,ihr::PRN,vos,эһиги
759,sie::PRN,ii,кинилэр
760,sie::PRN,illi,кинилэр
761,was::FPRN,quid,туох
762,wer::FPRN,quis,ким
763,wo::FADV,ubi,ханна
764,wohin::FADV,quo,ханна
765,wie::FADV,quomodo,хайдах
766,warum::FADV,cur,тоҕо
767,wieviel::FNUM,quantum,төһө
768,eins::NUM,unus,биир
769,zwei::NUM,duo,икки
770,drei::NUM,tres,үс
771,vier::NUM,quattuor,түөрт
772,fünf::NUM,quinque,биэс
773,sechs::NUM,sex,алта
774,sieben::NUM,septem,сэттэ
775,acht::NUM,octo,аҕыс
776,neun::NUM,novem,тоҕус
777,zehn::NUM,decem,уон
778,elf::NUM,undecim,уон биир
