,Concept_ID,es,br
823,sitzen::V,estar sentado,azezañ
824,sitzen::V,estar sentado,bezañ en e goazez
825,liegen::V,yacer,bezañ en e c'hourvez
826,liegen::V,estar acostado,bezañ en e c'hourvez
827,hängen::V,pender,krougañ
828,werden::V,hacerse,dazonet
829,passieren::V,suceder,c'hoarvezout
830,beginnen::V,iniciarse,stagañ
831,beginnen::V,principiar,stagañ
832,enden::V,acabar,achuiñ
833,enden::V,terminar,achuiñ
834,wechseln::V,variar,cheñch
835,wechseln::V,alternar,cheñch
836,aufgehen[Sonne]::V,salir,dirouzañ
837,untergehen[Sonne]::V,ponerse,
838,untergehen[Sonne]::V,descender,
839,scheinen[Sonne]::V,brillar,lugernañ
840,donnern::V,tronar,taranal
841,wehen::V,soplar,c'hwezhañ
842,strömen::V,afluir,deredek
843,fließen::V,fluir,redek
844,fließen::V,correr,redek
845,sich drehen::V,girar,troiñ
846,schwanken::V,vacilar,trantellat
847,schwingen::V,oscilar,froumal
848,fallen::V,caer,kouezhañ
849,brennen::V,arder,deviñ
850,brennen::V,quemar,deviñ
851,rauchen::V,humear,divogedañ
852,rauchen::V,echar humo,divogedañ
853,regnen::V,llover,glavañ
854,gefrieren::V,helarse,reviñ
855,tauen::V,deshelarse,diskornañ
856,schmelzen::V,fundirse,teuziñ
857,schmelzen::V,derretirse,teuziñ
858,trocknen::V,secarse,sec'hañ
859,sieden::V,hervir,berviñ
860,faulen::V,pudrirse,breinañ
861,verfaulen::V,pudrirse,breinañ
862,reißen::V,romperse,darnaouiñ
863,versinken::V,hundirse,sodellañ
864,vergehen::V,pasar,tremen
865,erscheinen::V,aparecer,donet war-wel
866,verschwinden::V,desaparecer,monet diwar wel
867,sinken::V,bajar,en em izelat
868,abnehmen::V,decrecer,nebeutaat
869,abnehmen::V,disminuir,nebeutaat
870,zunehmen::V,crecer,kreskiñ
871,zunehmen::V,aumentar,kreskiñ
872,steigen::V,subir,sevel
873,steigen::V,ascender,sevel
874,wachsen::V,crecer,kreskiñ
875,glänzen::V,brillar,lugernañ
876,glänzen::V,resplandecer,lugernañ
877,funkeln::V,chispear,elieniñ
878,lärmen::V,hacer ruido,rabotat
879,läuten::V,sonar,
880,läuten::V,repicar,
881,klingeln::V,tocar el timbre,
882,klirren::V,tintinear,diridignat
883,klirren::V,tintinear,sterlinkañ
884,brausen::V,zumbar,gwegal
885,rauschen::V,murmurar,trouzal
886,klingen::V,sonar,seniñ
887,bellen::V,ladrar,harzhal
888,heulen::V,ulular,yudal
889,blasen::V,soplar,c'hwezhañ
890,pfeifen::V,silbar,c'hwitellat
891,schreien::V,gritar,huchal
892,stöhnen::V,gemir,hirvoudiñ
893,zittern::V,temblar,krenañ
894,leben::V,vivir,bevañ
895,geboren werden::V,nacer,genel
896,atmen::V,respirar,tennañ e anal
897,trinken::V,beber,evañ
898,essen::V,comer,debriñ
899,schlucken::V,tragar,lonkañ
900,müde werden::V,cansarse,skuizhañ
901,müde werden::V,fatigarse,skuizhañ
902,einschlafen::V,dormirse,menel kousket
903,schlafen::V,dormir,kousket
904,aufwachen::V,despertarse,dihuniñ
905,aufstehen::V,levantarse,sevel
906,sich erholen::V,reposar,diskuizhañ
907,sich erholen::V,descansar,diskuizhañ
908,krank werden::V,caer enfermo,klañviñ
909,krank sein::V,estar enfermo,bezañ klañv
910,schmerzen::V,doler,skourjezañ
911,husten::V,toser,pasaat
912,husten::V,toser,peudal
913,genesen::V,convalecer,pareañ
914,genesen::V,restablecerse,pareañ
915,sterben::V,morir,mervel
916,umkommen::V,perecer,perisañ
917,sich bewegen::V,moverse,bouljal
918,sich rühren::V,rebullir,fiñval
919,sich erheben::V,levantarse,sevel
920,sich setzen::V,sentarse,azezañ
921,sich setzen::V,sentarse,mont en e goazez
922,hinfallen::V,caerse,kouezhañ
923,laufen::V,andar,redek
924,schreiten::V,proceder,kerzhet
925,spazierengehen::V,pasear,pourmen
926,spazierengehen::V,pasearse,pourmen
927,eilen::V,correr prisa,hastañ
928,sich beeilen::V,darse prisa,hastañ
929,sausen::V,correr,karzhañ
930,rennen::V,correr,redek
931,springen::V,saltar,lammat
932,klettern::V,trepar,krimpat
933,klettern::V,escalar,krimpat
934,schaukeln::V,bambolearse,brañsellat
935,kriechen::V,reptar,skrampañ
936,kriechen::V,arrastrarse,skrampañ
937,schwimmen::V,nadar,neuial
938,tauchen::V,bucear,splujañ
939,tauchen::V,sumergirse,splujañ
940,rudern::V,remar,roeñvat
941,fahren::V,ir,kas
942,fahren::V,ir,bleniañ
943,fliegen::V,volar,nijal
944,gehen::V,ir,mont
945,gehen::V,andar,mont
946,weggehen::V,irse,mont kuit
947,weggehen::V,marcharse,mont kuit
948,abfahren::V,salir,mont kuit
949,abfahren::V,partir,mont kuit
950,anhalten::V,parar,chom a-sav
951,anhalten::V,pararse,chom a-sav
952,hineingehen::V,entrar,monet e-barzh
953,eintreten::V,entrar,monet e-barzh
954,kommen::V,venir,dont
955,ankommen::V,llegar,erruout
956,zurückkommen::V,volver,addonet
957,zurückkommen::V,regresar,addonet
958,bleiben::V,quedarse,chom
959,warten::V,esperar,gortoz
960,erwarten::V,esperar,gortoz
961,suchen::V,buscar,klask
962,finden::V,hallar,kavout
963,finden::V,encontrar,kavout
964,versuchen::V,intentar,klask
965,vorbereiten::V,preparar,aozañ
966,lieben::V,amar,karout
967,lieben::V,querer,karout
968,mögen::V,querer,karout
969,lachen::V,reír,c'hoarzin
970,rühren::V,conmover,tenerañ
971,weinen::V,llorar,gouelañ
972,schimpfen::V,regañar,krozal
973,sich ärgern::V,enfadarse,fachañ
974,sich ärgern::V,enfadarse,en em fachañ
975,sich fürchten::V,tener miedo,
976,fürchten::V,temer,
977,fürchten::V,tener miedo a,
978,fliehen::V,huir,tec'het
979,flüchten::V,escaparse,tuzañ
980,sehen::V,ver,gwelet
981,anschauen::V,mirar,sellout ouzh
982,ansehen::V,mirar,sellout ouzh
983,hören::V,oír,klevet
984,zuhören::V,escuchar,selaou
985,probieren::V,probar,blasa
986,probieren::V,degustar,blasa
987,riechen::V,oler,klevet
988,fühlen::V,sentir,santout
989,scheinen::V,parecer,diskouez bezañ
990,zu sehen sein::V,poder verse,bezañ gwelus
991,vernehmen::V,oír,merzhañ
992,vernehmen::V,percibir,merzhañ
993,frieren::V,tener frío,anoued
994,tun::V,hacer,ober
995,können::V,poder,gouzout
996,wollen::V,querer,fellout da
997,wollen::V,querer,kaout c'hoant da
998,anfangen::V,iniciar,kregiñ
999,beenden::V,acabar,achuiñ
1000,beenden::V,terminar,achuiñ
1001,aufhören::V,cesar,paouez
1002,gelingen::V,salir bien,
1003,geraten::V,salir,
1004,geraten::V,dar resultado,
1005,öffnen::V,abrir,digeriñ
1006,schließen::V,cerrar,serriñ
1007,stellen::V,poner,lakaat
1008,stellen::V,colocar,lakaat
1009,setzen::V,poner,lakaat
1010,setzen::V,colocar,lakaat
1011,legen::V,poner,lakaat
1012,berühren::V,tocar,touch
1013,verbinden::V,unir,eren
1014,verbinden::V,juntar,eren
1015,bedecken::V,tapar,goloiñ
1016,bedecken::V,cubrir,goloiñ
1017,aufhängen::V,colgar,istribilhañ
1018,anzünden::V,encender,alumiñ
1019,anzünden::V,encender,c'hwezzañ
1020,aufheben::V,recoger,dastum
1021,zurücklassen::V,dejar,lezel
1022,verlieren::V,perder,koll
1023,fallen lassen::V,dejar caer,laoskel
1024,fallen lassen::V,dejar caer,lezel da gouezhel
1025,machen::V,hacer,ober
1026,herstellen::V,fabricar,fardañ
1027,bauen::V,construir,sevel
1028,reparieren::V,reparar,adaozañ
1029,verbessern::V,mejorar,gwellaat
1030,ändern::V,mudar,cheñch
1031,ändern::V,modificar,cheñch
1032,graben::V,cavar,kleuzañ
1033,beugen::V,doblar,plegañ
1034,beugen::V,inclinar,plegañ
1035,biegen::V,doblar,krommañ
1036,drehen::V,volver,treiñ
1037,drehen::V,hacer girar,treiñ
1038,wenden::V,volver,treiñ
1039,umdrehen::V,revolver,treiñ
1040,heben::V,levantar,sevel
1041,hochheben::V,alzar,sevel
1042,ergreifen::V,coger,kemer
1043,halten::V,tener,dalc'hen
1044,drücken::V,apretar,bountañ
1045,schieben::V,empujar,poulzañ
1046,kratzen::V,rascar,skrabat
1047,lecken::V,lamer,lipat
1048,beißen::V,morder,kregiñ
1049,abreißen::V,arrancar,diframmañ
1050,abschneiden::V,cortar,troc'hañ
1051,binden::V,atar,stagañ
1052,stecken::V,meter,sankañ
1053,brechen::V,romper,darnaouiñ
1054,brechen::V,quebrar,darnaouiñ
1055,klopfen::V,golpear,skoiñ
1056,hauen::V,pegar,dornañ
1057,kleben::V,pegar,pegañ
1058,kleben::V,encolar,pegañ
1059,reiben::V,frotar,taravat
1060,reiben::V,frotar,trekiñ
1061,streichen::V,untar,toazañ
1062,streichen::V,recubrir,toazañ
1063,schleifen::V,afilar,lemmañ
1064,schneiden::V,cortar,troc'hañ
1065,rütteln::V,agitar,tordorosañ
1066,schütteln::V,agitar,hejañ
1067,schütteln::V,sacudir,hejañ
1068,schwenken::V,menear,
1069,schütten::V,verter,diskargañ
1070,füllen::V,llenar,kargañ
1071,einwickeln::V,envolver,gronnañ
1072,tragen::V,llevar,dougen
1073,schleppen::V,arrastrar,stlejal
1074,ziehen::V,tirar,sachañ
1075,aufbewahren::V,conservar,miret
1076,werfen::V,echar,teuler
1077,werfen::V,lanzar,teuler
1078,fangen::V,coger,tapañ
1079,packen::V,agarrar,krapat
1080,verstecken::V,esconder,kuzhat
1081,teilen::V,partir,rannañ
1082,teilen::V,dividir,rannañ
1083,schicken::V,enviar,kas
1084,bringen::V,traer,degas
1085,hinzufügen::V,añadir,lakat ouzhpenn
1086,bekommen::V,obtener,kaout
1087,bekommen::V,conseguir,kaout
1088,erhalten::V,recibir,kaout
1089,nehmen::V,tomar,kemer
1090,wählen::V,elegir,choaz
1091,auswählen::V,escoger,dibab
1092,auswählen::V,seleccionar,dibab
1093,bewahren::V,guardar,mirout
1094,bewahren::V,preservar,mirout
1095,behindern::V,estorbar,diaezañ
1096,behindern::V,obstaculizar,diaezañ
1097,verderben::V,estropear,lovrañ
1098,beschädigen::V,deteriorar,gwallegañ
1099,zerbrechen::V,romper,torriñ
1100,zerbrechen::V,quebrar,torriñ
1101,zerreißen::V,desgarrar,diroegiñ
1102,zerreißen::V,despedazar,diroegiñ
1103,zerstören::V,destruir,distrujañ
1104,zerstören::V,destrozar,distrujañ
1105,verbrennen::V,quemar,deviñ
1106,geben::V,dar,reiñ
1107,reichen::V,pasar,
1108,schenken::V,regalar,donezonañ
1109,versprechen::V,prometer,prometiñ
1110,wünschen::V,desear,hetiñ
1111,loben::V,alabar,feurmiñ
1112,küssen::V,besar,pokat
1113,wiegen::V,mecer,pouezañ
1114,zudecken::V,tapar,goloiñ
1115,zudecken::V,cubrir,goloiñ
1116,wecken::V,despertar,dihuniñ
1117,zeigen::V,mostrar,diskouez
1118,führen::V,guiar,kas
1119,führen::V,conducir,kas
1120,lehren::V,enseñar,deskiñ
1121,lehren::V,instruir,deskiñ
1122,unterrichten::V,enseñar,kelenn
1123,aufziehen::V,criar,
1124,leiten::V,guiar,bleinañ
1125,leiten::V,dirigir,bleinañ
1126,antreiben::V,impeler,poulzañ
1127,antreiben::V,impulsar,poulzañ
1128,lassen::V,hacer,leuskel
1129,einladen::V,invitar,pediñ
1130,vereinigen::V,unir,unisañ
1131,besuchen::V,visitar,gweladenniñ
1132,besuchen::V,ir a ver,gweladenniñ
1133,treffen::V,encontrar,kejal
1134,treffen::V,encontrar,ankontrañ
1135,sich versammeln::V,reunirse,bodennañ
1136,sich versammeln::V,congregarse,bodennañ
1137,spielen::V,jugar,c'hoari
1138,singen::V,cantar,kanañ
1139,tanzen::V,bailar,dañsal
1140,sich trennen::V,separarse,dispartiañ
1141,verlassen::V,dejar,lezel
1142,verlassen::V,abandonar,lezel
1143,retten::V,salvar,saveteiñ
1144,bewachen::V,vigilar,mesa
1145,schützen::V,proteger,diwall
1146,verteidigen::V,defender,difenn
1147,sich schlagen::V,batirse,lopañ
1148,schießen::V,tirar,
1149,schießen::V,disparar,
1150,siegen::V,vencer,trec'hiñ
1151,ärgern::V,enojar,hegasiñ
1152,ärgern::V,enfadar,hegasiñ
1153,schlagen::V,pegar,skeiñ
1154,schlagen::V,golpear,skeiñ
1155,treten::V,dar una patada a,botaouiñ
1156,stechen::V,pinchar,pikat
1157,stoßen::V,empujar,stokañ
1158,stehlen::V,robar,laerezh
1159,stehlen::V,hurtar,laerezh
1160,stören::V,molestar,direnkañ
1161,belästigen::V,molestar,dregasiñ
1162,belästigen::V,importunar,dregasiñ
1163,verbergen::V,ocultar,skoachañ
1164,verbergen::V,esconder,skoachañ
1165,täuschen::V,engañar,tromplañ
1166,betrügen::V,engañar,lorbañ
1167,töten::V,matar,lazhañ
1168,wohnen::V,vivir,bezañ o chom
1169,wohnen::V,habitar,bezañ o chom
1170,arbeiten::V,trabajar,labourat
1171,sammeln::V,recoger,dastum
1172,sammeln::V,coleccionar,dastum
1173,pflücken::V,coger,kuntuilhañ
1174,jagen::V,cazar,chaseal
1175,fischen::V,pescar,pesketa
1176,fassen::V,atrapar,pakañ
1177,fassen::V,capturar,pakañ
1178,hüten::V,guardar,geota
1179,treiben::V,aballar,
1180,anbinden::V,atar,stagañ
1181,füttern::V,echar de comer,boueta
1182,melken::V,ordeñar,goro
1183,hacken::V,picar,difrakal
1184,hacken::V,cortar,difrakal
1185,gießen::V,regar,dourañ
1186,reifen::V,madurar,azviñ
1187,zubereiten::V,preparar,keginañ
1188,kochen::V,cocer,poazhañ
1189,kochen::V,guisar,poazhañ
1190,backen::V,hornear,fritañ
1191,backen::V,cocer al horno,fritañ
1192,braten::V,asar,rostañ
1193,braten::V,freír,rostañ
1194,umrühren::V,remover,
1195,stricken::V,hacer punto,stammañ
1196,stricken::V,hacer calceta,stammañ
1197,nähen::V,coser,gwriat
1198,färben::V,teñir,livañ
1199,färben::V,colorear,livañ
1200,reinigen::V,limpiar,naetañ
1201,waschen::V,lavar,gwalc'hiñ
1202,abwischen::V,fregar,torchañ
1203,abwischen::V,limpiar,torchañ
1204,spülen::V,aclarar,disgwalc'hiñ
1205,spülen::V,enjuagar,disgwalc'hiñ
1206,fegen::V,barrer,skubañ
1207,fegen::V,pasar la escoba,skubañ
1208,kehren::V,barrer,skubañ
1209,baden::V,bañarse,kouronkañ
1210,sich waschen::V,lavarse,en em walc'hiñ
1211,ausziehen::V,quitar,
1212,ausziehen::V,quitarse,
1213,anziehen::V,ponerse,
1214,sich anziehen::V,vestirse,gwiskañ
1215,kämmen::V,peinar,kribat
1216,schmücken::V,adornar,kinklañ
1217,sagen::V,decir,larêt
1218,sagen::V,decir,lavaret
1219,sprechen::V,hablar,komz
1220,reden::V,hablar,kaozeal
1221,reden::V,conversar,kaozeal
1222,sich unterhalten::V,charlar,balbotal
1223,sich unterhalten::V,conversar,balbotal
1224,fragen::V,preguntar,goulenn
1225,bitten::V,rogar,goulenn
1226,erzählen::V,contar,kontañ
1227,mitteilen::V,comunicar,kemenn
1228,mitteilen::V,participar,kemenn
1229,nennen::V,llamar,anviñ
1230,nennen::V,nombrar,anviñ
1231,rufen::V,llamar,gelver
1232,prahlen::V,jactarse,fougeal
1233,übersetzen::V,traducir,treiñ
1234,denken::V,pensar,soñjal
1235,glauben::V,creer,krediñ
1236,bemerken::V,notar,apresevañ
1237,erkennen::V,reconocer,anavout
1238,begreifen::V,concebir,meizañ
1239,verstehen::V,entender,kompren
1240,verstehen::V,comprender,kompren
1241,lernen::V,aprender,deskiñ
1242,wissen::V,saber,gouzout
1243,sich erinnern an::V,recordar,kaout soñj e
1244,sich erinnern an::V,acordarse de,kaout soñj e
1245,vergessen::V,olvidar,ankouaat
1246,messen::V,medir,muzuliañ
1247,zählen::V,contar,kontañ
1248,rechnen::V,contar,jedañ
1249,rechnen::V,calcular,jedañ
1250,lesen::V,leer,lenn
1251,malen::V,pintar,livañ
1252,zeichnen::V,dibujar,tresañ
1253,schreiben::V,escribir,skrivañ
1254,besitzen::V,poseer,kaout
1255,kaufen::V,comprar,prenañ
1256,verkaufen::V,vender,gwerzhañ
1257,bezahlen::V,pagar,paeañ
1258,zahlen::V,pagar,paeañ
1259,beherrschen::V,dominar,mestroniañ
1260,ertragen::V,soportar,anduriñ
