,Concept_ID,tt,de
795,zunehmen::V,ишәю,zunehmen
796,steigen::V,үсү,steigen
797,wachsen::V,үсү,wachsen
798,glänzen::V,ялкылдау,glänzen
799,funkeln::V,ялтырау,funkeln
800,lärmen::V,шаулау,lärmen
801,läuten::V,шалтырату,läuten
802,klingeln::V,шалтырату,klingeln
803,klirren::V,чылтырау,klirren
804,brausen::V,давыллау,brausen
805,brausen::V,дулау,brausen
806,rauschen::V,кыштырдау,rauschen
807,klingen::V,ишетелү,klingen
808,bellen::V,өрү,bellen
809,heulen::V,улау,heulen
810,blasen::V,өрү,blasen
811,pfeifen::V,сызгырту,pfeifen
812,schreien::V,кычкыру,schreien
813,stöhnen::V,ыңгырашу,stöhnen
814,zittern::V,калтырау,zittern
815,zittern::V,калтырану,zittern
816,leben::V,яшәү,leben
817,leben::V,гомер итү,leben
818,geboren werden::V,туу,geboren werden
819,atmen::V,сулау,atmen
820,trinken::V,эчү,trinken
821,essen::V,ашау,essen
822,schlucken::V,йоту,schlucken
823,müde werden::V,ялыгу,müde werden
824,müde werden::V,йөгенү,müde werden
825,einschlafen::V,йокыга китү,einschlafen
826,schlafen::V,йоклау,schlafen
827,aufwachen::V,уяну,aufwachen
828,aufstehen::V,тору,aufstehen
829,sich erholen::V,ял алу,sich erholen
830,sich erholen::V,истирахәт итү,sich erholen
831,krank werden::V,чирләү,krank werden
832,krank sein::V,чирләү,krank sein
833,schmerzen::V,авырту,schmerzen
834,husten::V,ютәлләү,husten
835,genesen::V,савыгу,genesen
836,genesen::V,сәламәтләнү,genesen
837,sterben::V,үлү,sterben
838,sterben::V,дөнья кую,sterben
839,sterben::V,вафат булу,sterben
840,umkommen::V,үлү,umkommen
841,sich bewegen::V,йөрү,sich bewegen
842,sich rühren::V,кыймылдау,sich rühren
843,sich erheben::V,басу,sich erheben
844,sich setzen::V,утыру,sich setzen
845,hinfallen::V,егылу,hinfallen
846,laufen::V,җәяүләү,laufen
847,schreiten::V,атлау,schreiten
848,spazierengehen::V,йөрү,spazierengehen
849,spazierengehen::V,йөргенү,spazierengehen
850,eilen::V,ашыгу,eilen
851,sich beeilen::V,ашыгу,sich beeilen
852,sich beeilen::V,кызулау,sich beeilen
853,sausen::V,җилдерү,sausen
854,rennen::V,йөгерү,rennen
855,springen::V,сикерү,springen
856,klettern::V,үрмәләү,klettern
857,schaukeln::V,атыну,schaukeln
858,kriechen::V,шуышу,kriechen
859,kriechen::V,үрмәләү,kriechen
860,schwimmen::V,йөзү,schwimmen
861,tauchen::V,чуму,tauchen
862,rudern::V,ишү,rudern
863,fahren::V,бару,fahren
864,fliegen::V,очу,fliegen
865,gehen::V,йөрү,gehen
866,weggehen::V,китү,weggehen
867,abfahren::V,кузгалу,abfahren
868,anhalten::V,тукталу,anhalten
869,hineingehen::V,инү,hineingehen
870,eintreten::V,инү,eintreten
871,kommen::V,килү,kommen
872,ankommen::V,бару,ankommen
873,zurückkommen::V,кире кайту,zurückkommen
874,bleiben::V,калу,bleiben
875,warten::V,көтү,warten
876,erwarten::V,көтү,erwarten
877,suchen::V,эзләү,suchen
878,finden::V,табу,finden
879,versuchen::V,маташу,versuchen
880,vorbereiten::V,хәзерләү,vorbereiten
881,lieben::V,сөю,lieben
882,lieben::V,ярату,lieben
883,mögen::V,өнәү,mögen
884,lachen::V,көлү,lachen
885,rühren::V,дулкынландыру,rühren
886,weinen::V,елау,weinen
887,schimpfen::V,сүгү,schimpfen
888,schimpfen::V,сүгенү,schimpfen
889,sich ärgern::V,ачулану,sich ärgern
890,sich fürchten::V,курку,sich fürchten
891,fürchten::V,калтырау,fürchten
892,fürchten::V,калтырану,fürchten
893,fliehen::V,арка бирү,fliehen
894,flüchten::V,качу,flüchten
895,sehen::V,күрү,sehen
896,anschauen::V,карау,anschauen
897,ansehen::V,карау,ansehen
898,ansehen::V,күзәтү,ansehen
899,hören::V,ишетү,hören
900,zuhören::V,тыңлау,zuhören
901,probieren::V,тату,probieren
902,riechen::V,иснәү,riechen
903,fühlen::V,тою,fühlen
904,fühlen::V,сизү,fühlen
905,scheinen::V,күренү,scheinen
906,zu sehen sein::V,күренү,zu sehen sein
907,vernehmen::V,ишетү,vernehmen
908,frieren::V,өшү,frieren
909,frieren::V,күшегү,frieren
910,tun::V,итү,tun
911,können::V,алу,können
912,wollen::V,теләү,wollen
913,anfangen::V,керешү,anfangen
914,beenden::V,бетерү,beenden
915,beenden::V,тәмамлау,beenden
916,aufhören::V,бетү,aufhören
917,gelingen::V,уңу,gelingen
918,geraten::V,сабышу,geraten
919,öffnen::V,ачу,öffnen
920,schließen::V,ябу,schließen
921,stellen::V,кую,stellen
922,setzen::V,утырту,setzen
923,legen::V,яткыру,legen
924,berühren::V,тию,berühren
925,verbinden::V,ялгау,verbinden
926,bedecken::V,өрту,bedecken
927,bedecken::V,каплау,bedecken
928,bedecken::V,томалау,bedecken
929,aufhängen::V,асу,aufhängen
930,anzünden::V,кабызу,anzünden
931,aufheben::V,күтәрү,aufheben
932,zurücklassen::V,калдыру,zurücklassen
933,verlieren::V,югалту,verlieren
934,fallen lassen::V,төшерү,fallen lassen
935,machen::V,ясау,machen
936,machen::V,эшләү,machen
937,herstellen::V,ясау,herstellen
938,bauen::V,кору,bauen
939,reparieren::V,төзәтү,reparieren
940,verbessern::V,яхшырту,verbessern
941,ändern::V,үзгәртү,ändern
942,graben::V,казу,graben
943,beugen::V,ию,beugen
944,biegen::V,бөгү,biegen
945,drehen::V,бору,drehen
946,drehen::V,бөтерү,drehen
947,wenden::V,бору,wenden
948,umdrehen::V,түнтәрү,umdrehen
949,heben::V,күтәрү,heben
950,hochheben::V,күтәрү,hochheben
951,ergreifen::V,эләктерү,ergreifen
952,halten::V,тоту,halten
953,drücken::V,кысу,drücken
954,schieben::V,кузгату,schieben
955,kratzen::V,тырнау,kratzen
956,lecken::V,ялау,lecken
957,beißen::V,тешләү,beißen
958,abreißen::V,өзү,abreißen
959,abschneiden::V,кыю,abschneiden
960,abschneiden::V,кисү,abschneiden
961,binden::V,бәйләү,binden
962,stecken::V,төртү,stecken
963,stecken::V,тыгу,stecken
964,brechen::V,сындыру,brechen
965,klopfen::V,шаку,klopfen
966,klopfen::V,шакылдау,klopfen
967,hauen::V,кыйнау,hauen
968,kleben::V,ябыштыру,kleben
969,reiben::V,ышку,reiben
970,streichen::V,ягу,streichen
971,schleifen::V,кайрау,schleifen
972,schneiden::V,кисү,schneiden
973,rütteln::V,селкетү,rütteln
974,schütteln::V,селкетү,schütteln
975,schwenken::V,болгау,schwenken
976,schütten::V,кою,schütten
977,füllen::V,тутыру,füllen
978,einwickeln::V,төрү,einwickeln
979,tragen::V,ташу,tragen
980,schleppen::V,сөйрәү,schleppen
981,schleppen::V,өстерәү,schleppen
982,ziehen::V,тарту,ziehen
983,aufbewahren::V,саклау,aufbewahren
984,werfen::V,ыргыту,werfen
985,fangen::V,тоту,fangen
986,packen::V,эләктерү,packen
987,verstecken::V,яшерү,verstecken
988,teilen::V,бүлү,teilen
989,schicken::V,җибәрү,schicken
990,bringen::V,китерү,bringen
991,hinzufügen::V,өстәү,hinzufügen
992,bekommen::V,алу,bekommen
993,erhalten::V,алу,erhalten
994,nehmen::V,алу,nehmen
995,wählen::V,сайлау,wählen
996,auswählen::V,сайлау,auswählen
997,bewahren::V,саклау,bewahren
998,behindern::V,комачаулау,behindern
999,verderben::V,бозу,verderben
1000,beschädigen::V,бозу,beschädigen
1001,zerbrechen::V,вату,zerbrechen
1002,zerreißen::V,өзү,zerreißen
1003,zerreißen::V,ерту,zerreißen
1004,zerstören::V,җимерү,zerstören
1005,verbrennen::V,яндыру,verbrennen
1006,verbrennen::V,көйдерү,verbrennen
1007,geben::V,бирү,geben
1008,reichen::V,тапшыру,reichen
1009,schenken::V,бүләкләү,schenken
1010,versprechen::V,вәгъдә бирү,versprechen
1011,wünschen::V,котлау,wünschen
1012,loben::V,мактау,loben
1013,küssen::V,үбү,küssen
1014,wiegen::V,тирбәтү,wiegen
1015,zudecken::V,ябу,zudecken
1016,zudecken::V,бөркәү,zudecken
1017,wecken::V,уяту,wecken
1018,zeigen::V,күрсәтү,zeigen
1019,führen::V,йөртү,führen
1020,lehren::V,өйрәтү,lehren
1021,unterrichten::V,укыту,unterrichten
1022,aufziehen::V,асрау,aufziehen
1023,leiten::V,җитәкләү,leiten
1024,antreiben::V,куалау,antreiben
1025,antreiben::V,әйдәләү,antreiben
1026,antreiben::V,ашыктыру,antreiben
1027,lassen::V,мәҗбүр итү,lassen
1028,einladen::V,чакыру,einladen
1029,vereinigen::V,берләштерү,vereinigen
1030,besuchen::V,керешү,besuchen
1031,treffen::V,очрату,treffen
1032,sich versammeln::V,җыелышу,sich versammeln
1033,spielen::V,уйнау,spielen
1034,singen::V,җырлау,singen
1035,tanzen::V,бию,tanzen
1036,sich trennen::V,аерылу,sich trennen
1037,sich trennen::V,ташлашу,sich trennen
1038,verlassen::V,ташлау,verlassen
1039,verlassen::V,калдыру,verlassen
1040,retten::V,коткару,retten
1041,bewachen::V,каравыллау,bewachen
1042,schützen::V,ышыклау,schützen
1043,verteidigen::V,яклау,verteidigen
1044,verteidigen::V,саклау,verteidigen
1045,sich schlagen::V,сугышу,sich schlagen
1046,schießen::V,ату,schießen
1047,siegen::V,җиңү,siegen
1048,ärgern::V,ачуландыру,ärgern
1049,schlagen::V,ору,schlagen
1050,schlagen::V,бәрү,schlagen
1051,schlagen::V,тукмау,schlagen
1052,treten::V,тибү,treten
1053,stechen::V,кадау,stechen
1054,stoßen::V,этү,stoßen
1055,stehlen::V,урлау,stehlen
1056,stören::V,комачаулау,stören
1057,belästigen::V,борчу,belästigen
1058,belästigen::V,билмазалау,belästigen
1059,verbergen::V,яшерү,verbergen
1060,täuschen::V,алдату,täuschen
1061,betrügen::V,хәрәмләшү,betrügen
1062,töten::V,үтерү,töten
1063,wohnen::V,яшәү,wohnen
1064,arbeiten::V,эшләү,arbeiten
1065,sammeln::V,туплау,sammeln
1066,pflücken::V,өзү,pflücken
1067,jagen::V,аулау,jagen
1068,fischen::V,балык тоту,fischen
1069,fassen::V,тоту,fassen
1070,hüten::V,көтү,hüten
1071,treiben::V,куалау,treiben
1072,anbinden::V,бәйләү,anbinden
1073,füttern::V,туйдыру,füttern
1074,melken::V,саву,melken
1075,hacken::V,чабу,hacken
1076,gießen::V,сугару,gießen
1077,reifen::V,җитешү,reifen
1078,zubereiten::V,пешеренү,zubereiten
1079,kochen::V,пешерү,kochen
1080,kochen::V,кайнату,kochen
1081,backen::V,пешерү,backen
1082,braten::V,куыру,braten
1083,braten::V,кыздыру,braten
1084,umrühren::V,бутау,umrühren
1085,umrühren::V,болгату,umrühren
1086,stricken::V,бәйләү,stricken
1087,nähen::V,тегү,nähen
1088,färben::V,ману,färben
1089,reinigen::V,чистарту,reinigen
1090,waschen::V,юу,waschen
1091,abwischen::V,сөртү,abwischen
1092,spülen::V,чайкау,spülen
1093,fegen::V,себерү,fegen
1094,kehren::V,себерү,kehren
1095,baden::V,коену,baden
1096,sich waschen::V,юыну,sich waschen
1097,ausziehen::V,чишенү,ausziehen
1098,anziehen::V,кию,anziehen
1099,sich anziehen::V,киенү,sich anziehen
1100,kämmen::V,тарау,kämmen
1101,schmücken::V,бизәү,schmücken
1102,schmücken::V,бизәкләү,schmücken
1103,sagen::V,дию,sagen
1104,sagen::V,әйтү,sagen
1105,sprechen::V,сөйләү,sprechen
1106,sprechen::V,сөйләшү,sprechen
1107,reden::V,сөйләү,reden
1108,sich unterhalten::V,сөйләшү,sich unterhalten
1109,fragen::V,сорау,fragen
1110,fragen::V,сорашу,fragen
1111,bitten::V,үтенү,bitten
1112,erzählen::V,сөйләү,erzählen
1113,mitteilen::V,белдерү,mitteilen
1114,nennen::V,дию,nennen
1115,rufen::V,дәшү,rufen
1116,prahlen::V,мактану,prahlen
1117,prahlen::V,шапырыну,prahlen
1118,übersetzen::V,күчерү,übersetzen
1119,denken::V,уйлау,denken
1120,glauben::V,инану,glauben
1121,bemerken::V,искәрү,bemerken
1122,erkennen::V,тану,erkennen
1123,begreifen::V,аңлау,begreifen
1124,begreifen::V,төшенү,begreifen
1125,verstehen::V,аңлау,verstehen
1126,verstehen::V,төшенү,verstehen
1127,lernen::V,уку,lernen
1128,lernen::V,өйрәнү,lernen
1129,wissen::V,белү,wissen
1130,sich erinnern an::V,хәтерләү,sich erinnern an
1131,vergessen::V,оныту,vergessen
1132,messen::V,үлчәү,messen
1133,zählen::V,санау,zählen
1134,rechnen::V,исәпләү,rechnen
1135,lesen::V,уку,lesen
1136,malen::V,рәсем ясау,malen
1137,malen::V,сурәт ясау,malen
1138,malen::V,сурәтләү,malen
1139,zeichnen::V,язу-сызу,zeichnen
1140,zeichnen::V,сурәт ясау,zeichnen
1141,schreiben::V,язу,schreiben
1142,besitzen::V,биләү,besitzen
1143,kaufen::V,алу,kaufen
1144,verkaufen::V,сату,verkaufen
1145,bezahlen::V,түләү,bezahlen
1146,zahlen::V,түләү,zahlen
1147,beherrschen::V,ия булу,beherrschen
1148,ertragen::V,чыдау,ertragen
