,Concept_ID,ar,hr
242,Silber::N,فضة,srebro
243,Kohle::N,فحم,ugalj
244,Kohle::N,فحم,ugljen
245,Glas::N,زجاج,staklo
246,Lehm::N,طين,glina
247,Lehm::N,طين,ilovača
248,Sand::N,رمل,pijesak
249,Mensch::N,إنسان,čovjek
250,Mann::N,رجل,muškarac
251,Frau::N,امرأة,žena
252,Kind::N,طفل,čedo
253,Kind::N,طفل,dijete
254,Junge::N,ولد,momče
255,Junge::N,ولد,dječak
256,Mädchen::N,بنت,djevojka
257,Mädchen::N,بنت,djevojčica
258,Familie::N,عائلة,obitelj
259,Familie::N,عائلة,porodica
260,Großvater::N,جد,djed
261,Großmutter::N,جدة,baka
262,Eltern::N,أبوان,roditelji
263,Eltern::N,والدان,roditelji
264,Vater::N,أب,otac
265,Mutter::N,أم,majka
266,Sohn::N,إبن,sin
267,Tochter::N,بنت,kći
268,Tochter::N,بنت,kćerka
269,Tochter::N,إبنة,kći
270,Tochter::N,إبنة,kćerka
271,Bruder::N,أخ,brat
272,Bruder::N,شقيق,brat
273,Schwester::N,أخت,sestra
274,Onkel::N,عم,čika
275,Onkel::N,عم,ujak
276,Tante::N,عمة,ujna
277,Tante::N,عمة,tetka
278,Ehemann::N,زوج,muž
279,Ehemann::N,زوج,suprug
280,Ehefrau::N,زوجة,žena
281,Ehefrau::N,زوجة,supruga
282,Freude::N,فرح,radost
283,Freude::N,سرور,radost
284,Gelächter::N,قهقهة,grohot
285,Glück::N,سعادة,sreća
286,Kummer::N,غم,jad
287,Kummer::N,غم,briga
288,Wunsch::N,منية,želja
289,Lust::N,شهوة,volja
290,Geist::N,روح,duh
291,Gedanke::N,فكرة,misao
292,Gedächtnis::N,ذاكرة,pamćenje
293,Verstand::N,عقل,um
294,Verstand::N,عقل,razum
295,Sinn::N,معنى,smisao
296,Sinn::N,معنى,značenje
297,Grund::N,سبب,razlog
298,Wahrheit::N,حقيقة,istina
299,Gespräch::N,محادثة,razgovor
300,Märchen::N,خرافة,bajka
301,Erzählung::N,قصة,priča
302,Erzählung::N,قصة,pripovijest
303,Erzählung::N,حكاية,priča
304,Erzählung::N,حكاية,pripovijest
305,Nachricht::N,خبر,vijest
306,Neuigkeit::N,خبر جديد,novost
307,Name::N,اسم,ime
308,Rätsel::N,لغز,zagonetka
309,Rede::N,خطبة,govor
310,Rede::N,خطبة,besjeda
311,Sprache::N,لغة,jezik
312,Stimme::N,صوت,glas
313,Wort::N,كلمة,riječ
314,Zeichen::N,رمز,znak
315,Zeichen::N,إشارة,znak
316,Ruf::N,نداء,povik
317,Ruf::N,نداء,poklik
318,Lärm::N,صخب,buka
319,Lärm::N,صخب,galama
320,Lärm::N,ضجة,buka
321,Lärm::N,ضجة,galama
322,Laut::N,صوت,zvuk
323,Ton::N,نغمة,ton
324,Lied::N,أغنية,pjesma
325,Ruhe::N,هدوء,tišina
326,Ruhe::N,هدوء,počinak
327,Leute::N,ناس,ljudi
328,Volk::N,شعب,puk
329,Volk::N,شعب,narod
330,Arbeit::N,عمل,rad
331,Arbeit::N,عمل,posao
332,Gast::N,ضيف,gost
333,Geschenk::N,هدية,dar
334,Geschenk::N,هدية,poklon
335,Spiel::N,لعب,igra
336,Gesellschaft::N,صحبة,društvo
337,Gesellschaft::N,صحبة,kompanija
338,Hilfe::N,عون,pomoć
339,Hilfe::N,مساعدة,pomoć
340,Freund::N,صديق,prijatelj
341,Kamerad::N,زميل,drug
342,Kamerad::N,زميل,drugar
343,Angelegenheit::N,أمر,posao
344,Angelegenheit::N,شأن,posao
345,Anzahl::N,عدد,broj
346,Anzahl::N,عدد,brojnost
347,Art::N,نوع,vid
348,Art::N,نوع,vrst
349,Stück::N,قطعة,komad
350,Teil::N,قسم,dio
351,Hälfte::N,نصف,polovina
352,Kreis::N,دائرة,krug
353,Kreuz::N,صليب,križ
354,Linie::N,خط,crta
355,Strich::N,شرطة,crta
356,Abstand::N,مسافة,razmak
357,Abstand::N,مسافة,odstojanje
358,Entfernung::N,بعد,udaljenost
359,Gegend::N,ناحية,kraj
360,Gegend::N,ناحية,predeo
361,Platz::N,فراغ,mjesto
362,Ort::N,مكان,mjesto
363,Seite::N,جانب,bok
364,Seite::N,جانب,strana
365,Mitte::N,وسط,sredina
366,Gegenstand::N,موضوع,predmet
367,Sache::N,شيء,posao
368,Rand::N,حافة,rub
369,Rand::N,حافة,kraj
370,Kante::N,حافة,brid
371,Kante::N,حافة,ivica
372,Ecke::N,ركن,ugao
373,Spitze::N,سن,vrh
374,Spitze::N,سن,šiljak
375,Ende::N,طرف,konac
376,Loch::N,ثقب,rupa
377,Winkel::N,زاوية,kut
378,Winkel::N,زاوية,ugao
379,Muster::N,عينة,uzor
380,Größe::N,حجم,veličina
381,Länge::N,طول,duljina
382,Höhe::N,علو,visina
383,Höhe::N,ارتفاع,visina
384,Gewicht::N,وزن,težina
385,Menge::N,كمية,mnoštvo
386,Menge::N,كمية,količina
387,Haufen::N,كوم,hrpa
388,Haufen::N,كوم,gomila
389,Reihe::N,صف,red
390,Boot::N,قارب,čun
391,Boot::N,قارب,čamac
392,Boot::N,زورق,čun
393,Boot::N,زورق,čamac
394,Ruder::N,مجذاف,veslo
395,Schlitten::N,مزلقة,saone
396,Ski::N,زلاجة,ski
397,Ski::N,زلاجة,smučka
398,Lagerfeuer::N,نار المخيم,logorska vatra
399,Last::N,حمل,tovar
400,Gang::N,مشية,hod
401,Schritt::N,خطوة,korak
402,Norden::N,شمال,sjever
403,Süden::N,جنوب,jug
404,Westen::N,غرب,zapad
405,Osten::N,شرق,istok
406,Holz::N,خشب,drvo
407,Brett::N,لوح,daska
408,Platte::N,صفيحة,ploča
409,Stütze::N,سند,potpora
410,Stütze::N,دعامة,potpora
411,Stange::N,عود,motka
412,Stock::N,عصا,štap
413,Stock::N,عصا,palica
414,Stab::N,قضيب,štap
415,Stab::N,قضيب,šipka
416,Rohr::N,أنبوبة,cijev
417,Haus::N,دار,kuća
418,Haus::N,بيت,kuća
419,Heim::N,بيت,dom
420,Heim::N,مسكن,dom
421,Ofen::N,مدفأة,peć
422,Fußboden::N,أرضية,pod
423,Tisch::N,مائدة,stol
424,Tisch::N,مائدة,trpeza
425,Stuhl::N,كرسي,stolac
426,Stuhl::N,كرسي,stolica
427,Wiege::N,مهد,kolijevka
428,Bett::N,سرير,krevet
429,Bett::N,سرير,postelja
430,Regal::N,رف,polica
431,Kiste::N,صندوق,sanduk
432,Fenster::N,شباك,prozor
433,Fenster::N,نافذة,prozor
434,Tür::N,باب,vrata
435,Tor::N,بوابة,vrata
436,Tor::N,بوابة,kapija
437,Zaun::N,سياج,plot
438,Zaun::N,سياج,ograda
439,Dach::N,سطح,krov
440,Leiter::N,سلم,ljestve
441,Leiter::N,سلم,ljestvice
442,Besen::N,مكنسة,metla
443,Spaten::N,مسحاة,ašov
444,Schaufel::N,مجرفة,lopata
445,Gabel::N,شوكة,viljuška
446,Löffel::N,ملعقة,žlica
447,Messer::N,سكين,nož
448,Nagel::N,مسمار,čavao
449,Netz::N,شبكة,mreža
450,Haken::N,خطاف,kuka
451,Haken::N,صنارة,kuka
452,Griff::N,قبضة,držak
453,Griff::N,قبضة,ručica
454,Schloss::N,قفل,brava
455,Bild::N,صورة,slika
456,Figur::N,تمثال,figura
457,Puppe::N,دمية,lutka
458,Beutel::N,كيس,kesa
459,Bündel::N,ربطة,snop
460,Bündel::N,ربطة,svežanj
461,Tasche::N,شنطة,torba
462,Tasche::N,شنطة,taška
463,Tasche::N,محفظة,torba
464,Tasche::N,محفظة,taška
465,Eimer::N,سطل,kabao
466,Eimer::N,جردل,kabao
467,Deckel::N,سداد,poklopac
468,Geschirr::N,أوان,suđe
469,Geschirr::N,أوان,posuđe
470,Sack::N,زكيبة,džak
471,Sack::N,زكيبة,vreća
472,Tasse::N,فنجان,šalica
473,Topf::N,قدر,lonac
474,Topf::N,طنجرة,lonac
475,Kessel::N,قدر,kazan
476,Kessel::N,غلاية,kazan
477,Essen::N,طعام,obrok
478,Nahrung::N,غذاء,hrana
479,Speise::N,أكل,jelo
480,Fleisch::N,لحم,meso
481,Getreide::N,حبوب,žito
482,Getreide::N,حبوب,žitarice
483,Brei::N,عصيدة,kaša
484,Brot::N,خبز,kruh
485,Scheibe::N,شريحة,kriška
486,Fett::N,سمن,mast
487,Fett::N,سمن,salo
488,Butter::N,زبدة,buter
489,Butter::N,زبدة,maslac
490,Öl::N,زيت,ulje
491,Salz::N,ملح,sol
492,Suppe::N,حساء,supa
493,Suppe::N,شربة,supa
494,Honig::N,عسل,med
495,Milch::N,حليب,mlijeko
496,Tee::N,شاي,čaj
497,Leder::N,جلد,koža
498,Wolle::N,صوف,vuna
499,Stoff::N,قماش,štof
500,Stoff::N,قماش,tkanina
501,Nadel::N,إبرة,igla
502,Faden::N,خيط,nit
503,Faden::N,خيط,konac
504,Knopf::N,زر,dugme
505,Knoten::N,عقدة,čvor
506,Knoten::N,عقدة,uzao
507,Farbe::N,صبغة,farba
508,Kleidung::N,ملابس,odjeća
509,Hemd::N,قميص,košulja
510,Kragen::N,ياقة,ovratnik
511,Ärmel::N,كم,rukav
512,Hose::N,سروال,hlače
513,Hose::N,بنطلون,hlače
514,Gürtel::N,حزام,pas
515,Gürtel::N,حزام,pojas
516,Mütze::N,طاقية,kapa
517,Schuh::N,حذاء,cipela
518,Stiefel::N,جزمة,čizma
519,Stiefel::N,حذاء طويل,čizma
520,Ring::N,حلقة,prsten
521,Band::N,شريط,vrpca
522,Kamm::N,مشط,češalj
523,Spiegel::N,مرآة,zrcalo
524,Spiegel::N,مرآة,ogledalo
525,Riemen::N,سير,kaiš
526,Riemen::N,سير,remen
527,Schnur::N,حبل,vrpca
528,Schnur::N,دوبارة,vrpca
529,Leine::N,قيد,uzica
530,Decke::N,بطانية,ćebe
531,Decke::N,بطانية,pokrivač
532,Kissen::N,وسادة,jastuk
533,Tuch::N,منديل,rubac
534,Tuch::N,منديل,marama
535,Handtuch::N,فوطة,ručnik
536,Handtuch::N,منشفة,ručnik
537,Kraft::N,قدرة,snaga
538,Stärke::N,قوة,jakost
539,Gesundheit::N,صحة,zdravlje
540,Krankheit::N,مرض,bolest
541,Schmerz::N,ألم,bol
542,Schmerz::N,وجع,bol
543,Wunde::N,جرح,rana
544,Fieber::N,حمى,groznica
545,Arznei::N,دواء,lijek
546,Brücke::N,جسر,most
547,Brücke::N,جسر,ćuprija
548,Brunnen::N,بئر,bunar
549,Brunnen::N,بئر,zdenac
550,Weide::N,مرعى,paša
551,Weide::N,مرعى,pašnjak
552,Pfad::N,درب,staza
553,Weg::N,سكة,put
554,Straße::N,طريق,drum
555,Straße::N,طريق,cesta
556,Dorf::N,قرية,selo
557,Stadt::N,مدينة,grad
558,Stadt::N,مدينة,varoš
559,Brief::N,خطاب,list
560,Brief::N,خطاب,pismo
561,Brief::N,مكتوب,list
562,Brief::N,مكتوب,pismo
563,Buch::N,كتاب,knjiga
564,Buchstabe::N,حرف,slovo
565,Zeitung::N,جريدة,novine
566,Leben::N,عيش,život
567,Leben::N,حياة,život
568,Tod::N,موت,smrt
569,Tod::N,وفاة,smrt
570,Grab::N,قبر,raka
571,Kirche::N,كنيسة,crkva
572,Sünde::N,خطيئة,grijeh
573,Gott::N,إله,bog
574,Arbeiter::N,عامل,radnik
575,Chef::N,رئيس,šef
576,Meister::N,أسطى,majstor
577,Arzt::N,طبيب,liječnik
578,Lehrer::N,مدرس,učitelj
579,Geld::N,نقود,novac
580,Geschäft::N,صفقة,posao
581,Geschäft::N,صفقة,trgovina
582,Laden::N,دكان,dućan
583,Preis::N,سعر,cijena
584,Ware::N,بضاعة,roba
585,Nutzen::N,فائدة,korist
586,Reichtum::N,غنى,bogatstvo
587,Reichtum::N,ثروة,bogatstvo
588,Welt::N,عالم,svijet
589,Welt::N,دنيا,svijet
590,Land::N,بلد,zemlja
591,Staat::N,دولة,država
592,König::N,ملك,kralj
593,Macht::N,سلطة,moć
594,Macht::N,سلطة,vlast
595,Grenze::N,حدود,granica
596,Krieg::N,حرب,rat
597,Feind::N,عدو,neprijatelj
598,Gewalt::N,عنف,sila
599,Gewalt::N,عنف,nasilje
600,Kampf::N,قتال,boj
601,Kampf::N,قتال,borba
602,Bogen[Waffe]::N,قوس,luk
603,Pfeil::N,سهم,strijela
604,Gewehr::N,بندقية,puška
605,Fehler::N,خطأ,pogreška
606,Fehler::N,خطأ,griješka
607,Lüge::N,كذب,laž
608,Schaden::N,تلف,šteta
609,Unglück::N,نحس,nesreća
610,Schuld::N,ذنب,krivnja
611,Alter::N,سن,dob
612,Alter::N,عمر,dob
613,Schluss::N,ختام,kraj
614,Schluss::N,ختام,konac
615,Schluss::N,نهاية,kraj
616,Schluss::N,نهاية,konac
617,Zeit::N,وقت,doba
618,Zeit::N,وقت,vrijeme
619,Tag::N,يوم,dan
620,Morgen::N,صباح,jutro
621,Mittag::N,ظهر,podne
622,Abend::N,مساء,veče
623,Abend::N,مساء,večer
624,Nacht::N,ليلة,noć
625,Woche::N,أسبوع,sedmica
626,Monat::N,شهر,mjesec
627,Jahr::N,عام,godina
628,Jahr::N,سنة,godina
629,Frühling::N,ربيع,proljeće
630,Sommer::N,صيف,ljeto
631,Herbst::N,خريف,jesen
632,Winter::N,شتاء,zima
633,Januar::N,يناير,januar
634,Januar::N,يناير,siječanj
635,Januar::N,كانون الثاني,januar
636,Januar::N,كانون الثاني,siječanj
637,Februar::N,شباط,veljača
638,Februar::N,شباط,februar
639,Februar::N,فبراير,veljača
640,Februar::N,فبراير,februar
641,März::N,آذار,mart
642,März::N,آذار,ožujak
643,März::N,مارس,mart
644,März::N,مارس,ožujak
645,April::N,نيسان,april
646,April::N,نيسان,travanj
647,Mai::N,مايو,maj
648,Mai::N,مايو,svibanj
649,Juni::N,يونيو,juni
650,Juni::N,يونيو,lipanj
651,Juni::N,حزيران,juni
652,Juni::N,حزيران,lipanj
653,Juli::N,تموز,juli
654,Juli::N,تموز,srpanj
655,Juli::N,يوليو,juli
656,Juli::N,يوليو,srpanj
657,August::N,آب,august
658,August::N,آب,kolovoz
659,August::N,أغسطس,august
660,August::N,أغسطس,kolovoz
661,September::N,أيلول,rujan
662,September::N,أيلول,septembar
663,September::N,سبتمبر,rujan
664,September::N,سبتمبر,septembar
665,Oktober::N,أكتوبر,oktobar
666,Oktober::N,أكتوبر,listopad
667,Oktober::N,تشرين الأول,oktobar
668,Oktober::N,تشرين الأول,listopad
669,November::N,نوفمبر,studeni
670,November::N,نوفمبر,novembar
671,November::N,تشرين الثاني,studeni
672,November::N,تشرين الثاني,novembar
673,Dezember::N,ديسمبر,prosinac
674,Dezember::N,كانون الأول,prosinac
675,Montag::N,يوم الاثنين,ponedjeljak
676,Montag::N,يوم الاثنين,ponedjeljnik
677,Dienstag::N,يوم الثلاثاء,utorak
678,Dienstag::N,يوم الثلاثاء,utornik
679,Mittwoch::N,يوم الأربعاء,srijeda
680,Donnerstag::N,يوم الخميس,četvrtak
681,Freitag::N,يوم الجمعة,petak
682,Samstag::N,يوم السبت,subota
683,Sonntag::N,يوم الأحد,nedjelja
684,groß::A,كبير,velik
685,klein::A,صغير,mali
686,klein::A,صغير,malen
687,lang::A,طويل,dug
688,lang::A,طويل,dugačak
689,kurz::A,قصير,kratak
690,breit::A,واسع,širok
691,schmal::A,ضيق,uski
692,schmal::A,ضيق,uzak
693,dicht::A,كث,gust
694,dicht::A,كثيف,gust
695,dick[Gegenstand]::A,غليظ,debeo
696,dünn::A,رفيع,tanak
697,fein::A,رقيق,fin
698,fein::A,رقيق,tanak
699,fest::A,متين,čvrst
700,flach::A,سهل,ravan
701,flach::A,سهل,plosnat
702,flach::A,منبسط,ravan
703,flach::A,منبسط,plosnat
704,glatt::A,ناعم,gladak
705,hart::A,صلب,tvrd
706,hart::A,جامد,tvrd
707,weich::A,لين,mek
708,weich::A,لين,mekan
709,rund::A,مستدير,okrugao
710,spitz::A,مدبب,oštar
711,spitz::A,مدبب,šiljast
712,scharf::A,حاد,oštar
713,scharf::A,حاد,bridak
714,stumpf::A,ثالم,tup
715,schwer::A,ثقيل,težak
716,schön::A,جميل,krasan
717,heiß::A,حار,vruć
718,heiß::A,ساخن,vruć
719,warm::A,دافئ,topao
720,kalt::A,بارد,hladan
721,kühl::A,قر,hladan
722,frisch::A,طازج,svjež
723,feucht::A,رطب,vlažan
724,nass::A,مبلول,mokar
725,trocken::A,جاف,suh
726,voll::A,ملء,pun
727,leer::A,خال,prazan
728,leer::A,فارغ,prazan
729,offen::A,مفتوح,otvoren
730,geschlossen::A,مغلق,zatvoren
731,sauber::A,نظيف,čist
732,schmutzig::A,قذر,nečist
733,schmutzig::A,قذر,blatan
734,roh::A,نيء,sirov
735,reif::A,ناضج,zreo
736,lecker::A,لذيذ,tečan
737,lecker::A,لذيذ,ukusan
738,süß::A,حلو,sladak
739,bitter::A,مر,gorak
740,sauer::A,حامض,kiseo
741,hell::A,نير,vedar
742,hell::A,نير,svijetao
743,dunkel::A,مظلم,taman
744,schwarz::A,أسود,crn
745,weiß::A,أبيض,bio
746,weiß::A,أبيض,bijel
747,rot::A,أحمر,crven
748,gelb::A,أصفر,žut
749,blau::A,أزرق,plav
750,blau::A,أزرق,modar
751,grün::A,أخضر,zelen
752,grau::A,رمادي,siv
753,bunt::A,ملوب,šaren
754,billig::A,رخيص,jeftin
755,teuer::A,غال,skup
756,wertvoll::A,ثمين,vrijedan
757,wertvoll::A,ثمين,dragocjen
758,blind::A,أعمى,slijep
759,taub::A,أصم,gluh
760,taub::A,أطرش,gluh
761,kräftig::A,قوي,snažan
762,stark::A,قوي,jak
763,stark::A,قوي,snažan
764,schwach::A,ضعيف,slab
765,fett::A,سمين,pretio
766,schlank::A,أهيف,vitak
767,hübsch::A,جميل,zgodan
768,böse::A,رديء,zao
769,böse::A,رديء,opak
770,dumm::A,أبله,glup
771,dumm::A,أحمق,glup
772,faul::A,كسلان,lijen
773,fleißig::A,مجتهد,radin
774,fleißig::A,مجتهد,marljiv
775,geizig::A,بخيل,škrt
776,klug::A,ذكي,razborit
777,klug::A,عاقل,razborit
778,geschickt::A,ماهر,vješt
779,lieb::A,عزيز,drag
780,lustig::A,مرح,veseo
781,sanft::A,حليم,blag
782,hungrig::A,جائع,gladan
783,krank::A,مريض,bolestan
784,nackt::A,عار,nag
785,traurig::A,حزين,tužan
786,traurig::A,حزين,žalostan
787,lebendig::A,حي,živ
788,gut::A,جيد,dobar
789,schlecht::A,سيء,loš
790,schlecht::A,سيء,rđav
791,richtig::A,صحيح,tačan
792,richtig::A,صحيح,ispravan
793,schlimm::A,خبيث,zao
794,schlimm::A,خبيث,zločest
795,wahr::A,حق,istinit
796,alt::A,قديم,star
797,neu::A,جديد,nov
798,ehemalig::A,سابق,bivši
799,alt[Lebewesen]::A,مسن,star
800,jung::A,شاب,mlad
801,jung::A,صغير,mlad
802,arm::A,فقير,ubog
803,arm::A,فقير,siromašan
804,reich::A,غني,bogat
805,bekannt::A,معلوم,poznat
806,berühmt::A,مشهور,čuven
807,berühmt::A,مشهور,slavan
808,fremd::A,أجنبي,tuđ
809,fremd::A,أجنبي,stran
810,verschieden::A,مختلف,razan
811,verschieden::A,مختلف,različan
812,nah::A,قريب,blizak
813,fern::A,بعيد,dalek
814,fern::A,بعيد,daljnji
815,linker::A,يسار,lijevi
816,rechter::A,يمين,desni
817,anderer::A,آخر,drugi
