,Concept_ID,,ru
79,Wetter::N,,погода
80,Nebel::N,,туман
81,Wolke::N,,облако
82,Regen::N,,дождь
83,Schnee::N,,снег
84,Eis::N,,лед
85,Frost::N,,мороз
86,Kälte::N,,холод
87,Hitze::N,,жара
88,Raureif::N,,иней
89,Regenbogen::N,,радуга
90,Donner::N,,гром
91,Strömung::N,,течение
92,Tropfen::N,,капля
93,Schaum::N,,пена
94,Schmutz::N,,грязь
95,See::N,,озеро
96,Sumpf::N,,топь
97,Moor::N,,болото
98,Wiese::N,,луг
99,Wald::N,,лес
100,Hügel::N,,холм
101,Anhöhe::N,,возвышенность
102,Berg::N,,гора
103,Gipfel::N,,вершина
104,Höhle::N,,пещера
105,Abhang::N,,склон
106,Quelle::N,,источник
107,Bach::N,,ручей
108,Fluss::N,,река
109,Ufer::N,,берег
110,Küste::N,,побережье
111,Festland::N,,суша
112,Meer::N,,море
113,Bucht::N,,бухта
114,Insel::N,,остров
115,Blume::N,,цветок
116,Gras::N,,трава
117,Wurzel::N,,корень
118,Baum::N,,дерево
119,Stamm::N,,ствол
120,Rinde::N,,кора
121,Ast::N,,сук
122,Zweig::N,,ветвь
123,Blatt::N,,лист
124,Birke::N,,береза
125,Kiefer[Baum]::N,,сосна
126,Weide[Baum]::N,,ива
127,Tanne::N,,ель
128,Horn::N,,рог
129,Feder::N,,перо
130,Fell::N,,шкура
131,Flügel::N,,крыло
132,Klaue::N,,коготь
133,Kralle::N,,лапа
134,Schwanz::N,,хвост
135,Ei::N,,яйцо
136,Nest::N,,гнездо
137,Bau::N,,нора
138,Tier::N,,животное
139,Herde::N,,стадо
140,Kuh::N,,корова
141,Bulle::N,,бык
142,Pferd::N,,лошадь
143,Schaf::N,,овца
144,Schwein::N,,свинья
145,Hund::N,,собака
146,Katze::N,,кошка
147,Bär::N,,медведь
148,Eichhörnchen::N,,белка
149,Elch::N,,лось
150,Fuchs::N,,лиса
151,Hase::N,,заяц
152,Maus::N,,мышь
153,Wolf::N,,волк
154,Vogel::N,,птица
155,Schwarm::N,,стая
156,Huhn::N,,курица
157,Hahn::N,,петух
158,Gans::N,,гусь
159,Adler::N,,орел
160,Ente::N,,утка
161,Eule::N,,сова
162,Kranich::N,,журавль
163,Krähe::N,,ворона
164,Kuckuck::N,,кукушка
165,Schwan::N,,лебедь
166,Fisch::N,,рыба
167,Barsch::N,,окунь
168,Hecht::N,,щука
169,Schlange[Tier]::N,,змея
170,Wurm::N,,червяк
171,Spinne::N,,паук
172,Ameise::N,,муравей
173,Laus::N,,вошь
174,Mücke::N,,комар
175,Fliege::N,,муха
176,Schmetterling::N,,бабочка
177,Beere::N,,ягода
178,Apfel::N,,яблоко
179,Pilz::N,,гриб
180,Zwiebel::N,,луковица
181,Saat::N,,семя
182,Korn::N,,зерно
183,Heu::N,,сено
184,Schale::N,,шелуха
185,Grube::N,,яма
186,Falle::N,,ловушка
187,Schlinge::N,,силок
188,Spur::N,,след
189,Asche::N,,зола
190,Asche::N,,пепел
191,Dreck::N,,грязь
192,Eisen::N,,железо
193,Gold::N,,золото
194,Silber::N,,серебро
195,Kohle::N,,уголь
196,Glas::N,,стекло
197,Lehm::N,,глина
198,Sand::N,,песок
199,Mensch::N,,человек
200,Mann::N,,мужчина
201,Frau::N,,женщина
202,Kind::N,,ребенок
203,Junge::N,,мальчик
204,Mädchen::N,,девочка
205,Familie::N,,семья
206,Großvater::N,,дедушка
207,Großmutter::N,,бабушка
208,Eltern::N,,родители
209,Vater::N,,отец
210,Mutter::N,,мать
211,Sohn::N,,сын
212,Tochter::N,,дочь
213,Bruder::N,,брат
214,Schwester::N,,сестра
215,Onkel::N,,дядя
216,Tante::N,,тетя
217,Ehemann::N,,муж
218,Ehefrau::N,,жена
219,Freude::N,,радость
220,Gelächter::N,,смех
221,Glück::N,,счастье
222,Kummer::N,,горе
223,Wunsch::N,,желание
224,Lust::N,,влечение
225,Geist::N,,дух
226,Gedanke::N,,мысль
227,Gedächtnis::N,,память
228,Verstand::N,,ум
229,Sinn::N,,смысл
230,Grund::N,,повод
231,Wahrheit::N,,правда
232,Gespräch::N,,беседа
233,Märchen::N,,сказка
234,Erzählung::N,,рассказ
235,Nachricht::N,,сообщение
236,Neuigkeit::N,,новость
237,Name::N,,имя
238,Rätsel::N,,загадка
239,Rede::N,,речь
240,Sprache::N,,язык
241,Stimme::N,,голос
242,Wort::N,,слово
243,Zeichen::N,,знак
244,Ruf::N,,зов
245,Lärm::N,,шум
246,Laut::N,,звук
247,Ton::N,,звучание
248,Lied::N,,песня
249,Ruhe::N,,покой
250,Leute::N,,люди
251,Volk::N,,народ
252,Arbeit::N,,работа
253,Gast::N,,гость
254,Geschenk::N,,подарок
255,Spiel::N,,игра
256,Gesellschaft::N,,общество
257,Hilfe::N,,помощь
258,Freund::N,,друг
259,Kamerad::N,,приятель
260,Angelegenheit::N,,дело
261,Anzahl::N,,количество
262,Art::N,,вид
263,Stück::N,,кусок
264,Teil::N,,часть
265,Hälfte::N,,половина
266,Kreis::N,,круг
267,Kreuz::N,,крест
268,Linie::N,,линия
269,Strich::N,,черта
270,Abstand::N,,промежуток
271,Entfernung::N,,расстояние
272,Gegend::N,,местность
273,Platz::N,,пространство
274,Ort::N,,место
275,Seite::N,,сторона
276,Mitte::N,,середина
277,Gegenstand::N,,предмет
278,Sache::N,,вещь
279,Rand::N,,край
280,Kante::N,,ребро
281,Ecke::N,,угол
282,Spitze::N,,кончик
283,Ende::N,,конец
284,Loch::N,,дыра
285,Winkel::N,,угол
286,Muster::N,,узор
287,Größe::N,,размер
288,Länge::N,,длина
289,Höhe::N,,высота
290,Gewicht::N,,вес
291,Menge::N,,количество
292,Haufen::N,,куча
293,Reihe::N,,ряд
294,Boot::N,,лодка
295,Ruder::N,,весло
296,Schlitten::N,,сани
297,Ski::N,,лыжа
298,Lagerfeuer::N,,костер
299,Last::N,,тяжесть
300,Gang::N,,ход
301,Schritt::N,,шаг
302,Norden::N,,север
303,Süden::N,,юг
304,Westen::N,,запад
305,Osten::N,,восток
306,Holz::N,,древесина
307,Brett::N,,доска
308,Platte::N,,плита
309,Stütze::N,,подпорка
310,Stange::N,,жердь
311,Stock::N,,палка
312,Stab::N,,шест
313,Rohr::N,,труба
314,Haus::N,,дом
315,Heim::N,,дом
316,Ofen::N,,печь
317,Fußboden::N,,пол
318,Tisch::N,,стол
319,Stuhl::N,,стул
320,Wiege::N,,колыбель
321,Bett::N,,постель
322,Regal::N,,полка
323,Kiste::N,,ящик
324,Fenster::N,,окно
325,Tür::N,,дверь
326,Tor::N,,ворота
327,Zaun::N,,забор
328,Dach::N,,крыша
329,Leiter::N,,лестница
330,Besen::N,,метла
331,Spaten::N,,лопата
332,Schaufel::N,,совок
333,Gabel::N,,вилка
334,Löffel::N,,ложка
335,Messer::N,,нож
336,Nagel::N,,гвоздь
337,Netz::N,,сеть
338,Haken::N,,крюк
339,Griff::N,,ручка
340,Schloss::N,,замок
341,Bild::N,,картина
342,Figur::N,,фигура
343,Puppe::N,,кукла
344,Beutel::N,,мешок
345,Bündel::N,,связка
346,Tasche::N,,сумка
347,Eimer::N,,ведро
348,Deckel::N,,крышка
349,Geschirr::N,,посуда
350,Sack::N,,мешок
351,Tasse::N,,чашка
352,Topf::N,,кастрюля
353,Kessel::N,,котел
354,Essen::N,,еда
355,Nahrung::N,,пища
356,Speise::N,,блюдо
357,Speise::N,,кушанье
358,Fleisch::N,,мясо
359,Getreide::N,,хлеб
360,Brei::N,,каша
361,Brot::N,,хлеб
362,Scheibe::N,,ломоть
363,Fett::N,,жир
364,Butter::N,,масло
365,Öl::N,,масло
366,Salz::N,,соль
367,Suppe::N,,суп
368,Honig::N,,мед
369,Milch::N,,молоко
370,Tee::N,,чай
371,Leder::N,,кожа
372,Wolle::N,,шерсть
373,Stoff::N,,ткань
374,Nadel::N,,игла
375,Faden::N,,нитка
376,Knopf::N,,пуговица
377,Knoten::N,,узел
378,Farbe::N,,краска
379,Kleidung::N,,одежда
380,Hemd::N,,рубашка
381,Kragen::N,,воротник
382,Ärmel::N,,рукав
383,Hose::N,,брюки
384,Gürtel::N,,пояс
385,Mütze::N,,шапка
386,Schuh::N,,ботинок
387,Stiefel::N,,сапог
388,Ring::N,,кольцо
389,Band::N,,лента
390,Kamm::N,,расческа
391,Spiegel::N,,зеркало
392,Riemen::N,,ремень
393,Schnur::N,,веревка
394,Leine::N,,поводок
395,Decke::N,,одеяло
396,Kissen::N,,подушка
397,Tuch::N,,платок
398,Handtuch::N,,полотенце
399,Kraft::N,,сила
400,Stärke::N,,крепость
401,Gesundheit::N,,здоровье
402,Krankheit::N,,болезнь
403,Schmerz::N,,боль
404,Wunde::N,,рана
405,Fieber::N,,лихорадка
406,Fieber::N,,температура
407,Arznei::N,,лекарство
408,Brücke::N,,мост
409,Brunnen::N,,колодец
410,Weide::N,,пастбище
411,Pfad::N,,тропа
412,Weg::N,,путь
413,Weg::N,,дорога
414,Straße::N,,улица
415,Straße::N,,дорога
416,Dorf::N,,деревня
417,Stadt::N,,город
418,Brief::N,,письмо
419,Buch::N,,книга
420,Buchstabe::N,,буква
421,Zeitung::N,,газета
422,Leben::N,,жизнь
423,Tod::N,,смерть
424,Grab::N,,могила
425,Kirche::N,,церковь
426,Sünde::N,,грех
427,Gott::N,,бог
428,Arbeiter::N,,рабочий
429,Chef::N,,начальник
430,Meister::N,,мастер
431,Arzt::N,,врач
432,Lehrer::N,,учитель
433,Geld::N,,деньги
434,Geschäft::N,,занятие
435,Laden::N,,магазин
436,Preis::N,,цена
437,Ware::N,,товар
438,Nutzen::N,,выгода
439,Reichtum::N,,богатство
440,Welt::N,,мир
441,Land::N,,страна
442,Staat::N,,государство
443,König::N,,король
444,Macht::N,,власть
445,Grenze::N,,граница
446,Krieg::N,,война
447,Feind::N,,враг
448,Gewalt::N,,насилие
449,Kampf::N,,борьба
450,Bogen[Waffe]::N,,лук
451,Pfeil::N,,стрела
452,Gewehr::N,,ружье
453,Fehler::N,,ошибка
454,Lüge::N,,ложь
455,Schaden::N,,вред
456,Unglück::N,,беда
457,Schuld::N,,вина
458,Alter::N,,возраст
459,Schluss::N,,окончание
460,Zeit::N,,время
461,Tag::N,,день
462,Morgen::N,,утро
463,Mittag::N,,полдень
464,Abend::N,,вечер
465,Nacht::N,,ночь
466,Woche::N,,неделя
467,Monat::N,,месяц
468,Jahr::N,,год
469,Frühling::N,,весна
470,Sommer::N,,лето
471,Herbst::N,,осень
472,Winter::N,,зима
473,Januar::N,,январь
474,Februar::N,,февраль
475,März::N,,март
476,April::N,,апрель
477,Mai::N,,май
478,Juni::N,,июнь
479,Juli::N,,июль
480,August::N,,август
481,September::N,,сентябрь
482,Oktober::N,,октябрь
483,November::N,,ноябрь
484,Dezember::N,,декабрь
485,Montag::N,,понедельник
486,Dienstag::N,,вторник
487,Mittwoch::N,,среда
488,Donnerstag::N,,четверг
489,Freitag::N,,пятница
490,Samstag::N,,суббота
491,Sonntag::N,,воскресенье
492,groß::A,,большой
493,klein::A,,маленький
494,lang::A,,длинный
495,kurz::A,,короткий
496,breit::A,,широкий
497,schmal::A,,узкий
498,dicht::A,,густой
499,dick[Gegenstand]::A,,толстый
500,dünn::A,,тонкий
501,fein::A,,тонкий
502,fest::A,,крепкий
503,flach::A,,плоский
504,glatt::A,,гладкий
505,hart::A,,твердый
506,weich::A,,мягкий
507,rund::A,,круглый
508,spitz::A,,остроконечный
509,scharf::A,,острый
510,stumpf::A,,тупой
511,schwer::A,,тяжелый
512,schön::A,,красивый
513,heiß::A,,жаркий
514,warm::A,,теплый
515,kalt::A,,холодный
516,kühl::A,,прохладный
517,frisch::A,,свежий
518,feucht::A,,влажный
519,nass::A,,мокрый
520,trocken::A,,сухой
521,voll::A,,полный
522,voll::A,,наполненный
523,leer::A,,пустой
524,offen::A,,открытый
525,geschlossen::A,,закрытый
526,sauber::A,,чистый
527,schmutzig::A,,грязный
528,roh::A,,сырой
529,reif::A,,зрелый
530,lecker::A,,вкусный
531,süß::A,,сладкий
532,bitter::A,,горький
533,sauer::A,,кислый
534,hell::A,,светлый
535,dunkel::A,,темный
536,schwarz::A,,черный
537,weiß::A,,белый
538,rot::A,,красный
539,gelb::A,,желтый
540,blau::A,,синий
541,grün::A,,зеленый
542,grau::A,,серый
543,bunt::A,,пестрый
544,billig::A,,дешевый
545,teuer::A,,дорогой
546,wertvoll::A,,ценный
547,blind::A,,слепой
548,taub::A,,глухой
549,kräftig::A,,могучий
550,stark::A,,сильный
551,schwach::A,,слабый
552,fett::A,,жирный
553,schlank::A,,стройный
554,hübsch::A,,прелестный
555,böse::A,,злой
556,dumm::A,,глупый
557,faul::A,,ленивый
558,fleißig::A,,прилежный
559,geizig::A,,жадный
560,klug::A,,умный
561,geschickt::A,,искусный
562,lieb::A,,милый
563,lustig::A,,веселый
564,sanft::A,,нежный
565,hungrig::A,,голодный
566,krank::A,,больной
567,nackt::A,,голый
568,traurig::A,,грустный
569,lebendig::A,,живой
570,gut::A,,хороший
571,schlecht::A,,плохой
572,richtig::A,,правильный
573,schlimm::A,,отвратительный
574,schlimm::A,,мерзкий
575,wahr::A,,настоящий
576,alt::A,,старый
577,neu::A,,новый
578,ehemalig::A,,бывший
579,alt[Lebewesen]::A,,пожилой
580,jung::A,,молодой
581,arm::A,,бедный
582,reich::A,,богатый
583,bekannt::A,,знакомый
584,berühmt::A,,знаменитый
585,fremd::A,,чужой
586,verschieden::A,,разный
587,nah::A,,близкий
588,fern::A,,далекий
589,linker::A,,левый
590,rechter::A,,правый
591,anderer::A,,другой
592,erster::A,,первый
593,zweiter::A,,второй
594,dritter::A,,третий
595,letzter::A,,последний
596,allein::ADV,,один
597,auf einmal::ADV,,сразу
598,zusammen::ADV,,вместе
599,lange::ADV,,долго
600,plötzlich::ADV,,вдруг
601,sofort::ADV,,тотчас
602,später::ADV,,позже
603,jetzt::ADV,,сейчас
604,heute::ADV,,сегодня
605,morgen::ADV,,завтра
606,bald::ADV,,скоро
607,dann::ADV,,потом
608,gestern::ADV,,вчера
609,einst::ADV,,однажды
610,damals::ADV,,тогда
611,danach::ADV,,затем
612,vorher::ADV,,раньше
613,zuerst::ADV,,сперва
614,einmal::ADV,,раз
615,manchmal::ADV,,иногда
616,oft::ADV,,часто
617,immer::ADV,,всегда
618,niemals::ADV,,никогда
619,hier::ADV,,здесь
620,hierhin::ADV,,сюда
621,von hier::ADV,,отсюда
622,dort::ADV,,там
623,dorthin::ADV,,туда
624,geradeaus::ADV,,прямо
625,vorwärts::ADV,,вперед
626,rückwärts::ADV,,назад
627,zurück::ADV,,обратно
628,unten::ADV,,внизу
629,hinab::ADV,,вниз
630,oben::ADV,,наверху
631,hinauf::ADV,,вверх
632,überall::ADV,,везде
633,nicht::ADV,,не
634,ein wenig::ADV,,немного
635,kaum::ADV,,едва
636,sehr::ADV,,очень
637,so::ADV,,так
638,noch::ADV,,еще
639,nur::ADV,,только
640,schon::ADV,,уже
641,wieder::ADV,,опять
642,vergebens::ADV,,напрасно
643,vor::PRP,,перед
644,hinter::PRP,,за
645,hinter::PRP,,позади
646,unter::PRP,,под
647,durch::PRP,,сквозь
648,neben::PRP,,возле
649,zwischen::PRP,,между
650,wegen::PRP,,из-за
651,dies::PRN,,это
652,das::PRN,,то
653,alles::PRN,,все
654,ich::PRN,,я
655,du::PRN,,ты
656,er::PRN,,он
657,wir::PRN,,мы
658,ihr::PRN,,вы
659,sie::PRN,,они
660,was::FPRN,,что
661,wer::FPRN,,кто
662,wo::FADV,,где
663,wohin::FADV,,куда
664,wie::FADV,,как
665,warum::FADV,,почему
666,wieviel::FNUM,,сколько
667,eins::NUM,,один
668,zwei::NUM,,два
669,drei::NUM,,три
670,vier::NUM,,четыре
671,fünf::NUM,,пять
672,sechs::NUM,,шесть
673,sieben::NUM,,семь
674,acht::NUM,,восемь
675,neun::NUM,,девять
676,zehn::NUM,,десять
677,elf::NUM,,одиннадцать
678,zwölf::NUM,,двенадцать
679,zwanzig::NUM,,двадцать
680,dreißig::NUM,,тридцать
681,vierzig::NUM,,сорок
682,fünfzig::NUM,,пятьдесят
683,sechzig::NUM,,шестьдесят
684,siebzig::NUM,,семьдесят
685,achtzig::NUM,,восемьдесят
686,neunzig::NUM,,девяносто
687,hundert::NUM,,сто
688,tausend::NUM,,тысяча
689,und::CNJ,,и
690,oder::CNJ,,или
691,oder::CNJ,,либо
692,stehen::V,,стоять
693,sitzen::V,,сидеть
694,liegen::V,,лежать
695,hängen::V,,висеть
696,werden::V,,стать
697,passieren::V,,случиться
698,beginnen::V,,начаться
699,enden::V,,кончиться
700,wechseln::V,,меняться
701,aufgehen[Sonne]::V,,взойти
702,untergehen[Sonne]::V,,зайти
703,scheinen[Sonne]::V,,светить
704,donnern::V,,греметь
705,wehen::V,,дуть
706,strömen::V,,литься
707,fließen::V,,течь
708,sich drehen::V,,вращаться
709,schwanken::V,,колебаться
710,schwingen::V,,качаться
711,fallen::V,,падать
712,brennen::V,,гореть
713,rauchen::V,,дымить
714,regnen::V,,дождить
715,gefrieren::V,,замерзнуть
716,tauen::V,,таять
717,schmelzen::V,,плавиться
718,trocknen::V,,сохнуть
719,sieden::V,,кипеть
720,faulen::V,,гнить
721,verfaulen::V,,сгнить
722,reißen::V,,рваться
723,versinken::V,,тонуть
724,vergehen::V,,проходить
725,erscheinen::V,,появиться
726,verschwinden::V,,исчезнуть
727,sinken::V,,спадать
728,abnehmen::V,,уменьшиться
729,zunehmen::V,,увеличиваться
730,steigen::V,,подниматься
731,wachsen::V,,расти
732,glänzen::V,,блестеть
733,funkeln::V,,сверкать
734,lärmen::V,,шуметь
735,läuten::V,,звонить
736,klingeln::V,,звонить
737,klirren::V,,звякать
738,brausen::V,,бушевать
739,rauschen::V,,шелестеть
740,klingen::V,,звучать
741,bellen::V,,лаять
742,heulen::V,,выть
743,blasen::V,,дунуть
744,pfeifen::V,,свистеть
745,schreien::V,,кричать
746,stöhnen::V,,стонать
747,zittern::V,,дрожать
748,leben::V,,жить
749,geboren werden::V,,родиться
750,atmen::V,,дышать
751,trinken::V,,пить
752,essen::V,,есть
753,essen::V,,кушать
754,schlucken::V,,глотать
755,müde werden::V,,устать
756,einschlafen::V,,заснуть
757,schlafen::V,,спать
758,aufwachen::V,,проснуться
759,aufstehen::V,,встать
760,sich erholen::V,,отдыхать
761,krank werden::V,,заболеть
762,krank sein::V,,болеть
763,schmerzen::V,,болеть
764,husten::V,,кашлять
765,genesen::V,,поправиться
766,sterben::V,,умереть
767,umkommen::V,,погибнуть
768,sich bewegen::V,,двигаться
769,sich rühren::V,,шевельнуться
770,sich erheben::V,,встать
771,sich setzen::V,,сесть
772,hinfallen::V,,упасть
773,laufen::V,,ходить
774,schreiten::V,,шагать
775,spazierengehen::V,,гулять
776,eilen::V,,спешить
777,sich beeilen::V,,торопиться
778,sausen::V,,мчаться
779,rennen::V,,бегать
780,springen::V,,прыгать
781,klettern::V,,лазать
782,schaukeln::V,,раскачиваться
783,kriechen::V,,ползать
784,schwimmen::V,,плавать
785,tauchen::V,,нырять
786,rudern::V,,грести
787,fahren::V,,ехать
788,fliegen::V,,летать
789,gehen::V,,идти
790,weggehen::V,,уйти
791,abfahren::V,,отправиться
792,anhalten::V,,остановиться
793,hineingehen::V,,входить
794,eintreten::V,,войти
795,kommen::V,,прийти
796,ankommen::V,,прибыть
797,zurückkommen::V,,возвратиться
798,bleiben::V,,остаться
799,warten::V,,ждать
800,erwarten::V,,ожидать
801,suchen::V,,искать
802,finden::V,,найти
803,versuchen::V,,пытаться
804,vorbereiten::V,,подготовить
805,lieben::V,,любить
806,mögen::V,,любить
807,lachen::V,,смеяться
808,rühren::V,,растрогать
809,weinen::V,,плакать
810,schimpfen::V,,ругаться
811,sich ärgern::V,,сердиться
812,sich fürchten::V,,бояться
813,fürchten::V,,бояться
814,fliehen::V,,убегать
815,flüchten::V,,убежать
816,sehen::V,,видеть
817,anschauen::V,,посмотреть
818,ansehen::V,,смотреть
819,hören::V,,слышать
820,zuhören::V,,слушать
821,probieren::V,,пробовать
822,riechen::V,,нюхать
823,fühlen::V,,чувствовать
824,scheinen::V,,казаться
825,zu sehen sein::V,,виднеться
826,vernehmen::V,,услышать
827,frieren::V,,мерзнуть
828,tun::V,,делать
829,können::V,,мочь
830,können::V,,уметь
831,wollen::V,,хотеть
832,anfangen::V,,начать
833,beenden::V,,закончить
834,aufhören::V,,перестать
835,gelingen::V,,удаться
836,geraten::V,,оказаться
837,öffnen::V,,открыть
838,schließen::V,,закрыть
839,stellen::V,,поставить
840,setzen::V,,посадить
841,legen::V,,класть
842,berühren::V,,трогать
843,verbinden::V,,связать
844,bedecken::V,,покрыть
845,aufhängen::V,,повесить
846,anzünden::V,,зажечь
847,aufheben::V,,поднять
848,zurücklassen::V,,оставить
849,verlieren::V,,потерять
850,fallen lassen::V,,уронить
851,machen::V,,сделать
852,herstellen::V,,изготовить
853,bauen::V,,строить
854,reparieren::V,,чинить
855,verbessern::V,,улучшить
856,ändern::V,,изменить
857,graben::V,,копать
858,beugen::V,,согнуть
859,biegen::V,,погнуть
860,drehen::V,,вертеть
861,wenden::V,,повернуть
862,umdrehen::V,,перевернуть
863,heben::V,,поднимать
864,hochheben::V,,поднять
865,ergreifen::V,,схватить
866,halten::V,,держать
867,drücken::V,,нажимать
868,schieben::V,,толкать
869,kratzen::V,,скрести
870,lecken::V,,лизать
871,beißen::V,,кусать
872,abreißen::V,,оторвать
873,abschneiden::V,,отрезать
874,binden::V,,вязать
875,stecken::V,,воткнуть
876,brechen::V,,сломать
877,klopfen::V,,стучать
878,hauen::V,,бить
879,kleben::V,,клеить
880,reiben::V,,тереть
881,streichen::V,,намазать
882,schleifen::V,,точить
883,schneiden::V,,резать
884,rütteln::V,,шатать
885,schütteln::V,,трясти
886,schwenken::V,,махать
887,schütten::V,,налить
888,füllen::V,,наполнить
889,einwickeln::V,,завернуть
890,tragen::V,,нести
891,schleppen::V,,тащить
892,ziehen::V,,тянуть
893,aufbewahren::V,,хранить
894,werfen::V,,бросать
895,fangen::V,,ловить
896,packen::V,,схватить
897,verstecken::V,,спрятать
898,teilen::V,,разделить
899,schicken::V,,посылать
900,bringen::V,,принести
901,hinzufügen::V,,добавить
902,bekommen::V,,достать
903,erhalten::V,,получить
904,nehmen::V,,взять
905,wählen::V,,выбрать
906,auswählen::V,,отобрать
907,bewahren::V,,сохранить
908,behindern::V,,препятствовать
909,verderben::V,,испортить
910,beschädigen::V,,повредить
911,zerbrechen::V,,разбить
912,zerreißen::V,,разорвать
913,zerstören::V,,разрушить
914,verbrennen::V,,сжечь
915,geben::V,,дать
916,reichen::V,,передать
917,schenken::V,,дарить
918,versprechen::V,,обещать
919,wünschen::V,,желать
920,loben::V,,хвалить
921,küssen::V,,целовать
922,wiegen::V,,качать
923,zudecken::V,,накрыть
924,wecken::V,,разбудить
925,zeigen::V,,показать
926,führen::V,,вести
927,lehren::V,,учить
928,unterrichten::V,,преподавать
929,aufziehen::V,,воспитать
930,leiten::V,,руководить
931,antreiben::V,,подгонять
932,lassen::V,,заставить
933,einladen::V,,пригласить
934,vereinigen::V,,объединить
935,besuchen::V,,посетить
936,treffen::V,,встретить
937,sich versammeln::V,,собраться
938,spielen::V,,играть
939,singen::V,,петь
940,tanzen::V,,плясать
941,tanzen::V,,танцевать
942,sich trennen::V,,расстаться
943,verlassen::V,,покинуть
944,retten::V,,спасти
945,bewachen::V,,охранять
946,schützen::V,,уберегать
947,verteidigen::V,,защитить
948,sich schlagen::V,,драться
949,schießen::V,,стрелять
950,siegen::V,,победить
951,ärgern::V,,сердить
952,schlagen::V,,ударить
953,treten::V,,пинать
954,stechen::V,,уколоть
955,stoßen::V,,толкнуть
956,stehlen::V,,украсть
957,stören::V,,помешать
958,belästigen::V,,надоедать
959,verbergen::V,,скрыть
960,täuschen::V,,обмануть
961,betrügen::V,,смошенничать
962,töten::V,,убить
963,wohnen::V,,проживать
964,arbeiten::V,,работать
965,sammeln::V,,собрать
966,pflücken::V,,рвать
967,pflücken::V,,срывать
968,jagen::V,,охотиться
969,fischen::V,,рыбачить
970,fassen::V,,поймать
971,hüten::V,,пасти
972,treiben::V,,гнать
973,anbinden::V,,привязать
974,füttern::V,,кормить
975,melken::V,,доить
976,hacken::V,,рубить
977,gießen::V,,полить
978,reifen::V,,созреть
979,zubereiten::V,,приготовить
980,kochen::V,,варить
981,backen::V,,печь
982,braten::V,,жарить
983,umrühren::V,,перемешать
984,stricken::V,,вязать
985,nähen::V,,шить
986,färben::V,,покрасить
987,reinigen::V,,очистить
988,waschen::V,,стирать
989,abwischen::V,,вытереть
990,spülen::V,,полоскать
991,fegen::V,,подметать
992,kehren::V,,мести
993,baden::V,,купаться
994,sich waschen::V,,мыться
995,ausziehen::V,,снять
996,anziehen::V,,надеть
997,sich anziehen::V,,одеться
998,kämmen::V,,причесать
999,schmücken::V,,украсить
1000,sagen::V,,сказать
1001,sprechen::V,,говорить
1002,reden::V,,разговаривать
1003,sich unterhalten::V,,беседовать
1004,fragen::V,,спросить
1005,bitten::V,,просить
1006,erzählen::V,,рассказать
1007,mitteilen::V,,сообщить
1008,nennen::V,,назвать
1009,rufen::V,,звать
1010,prahlen::V,,хвастаться
1011,übersetzen::V,,перевести
1012,denken::V,,думать
1013,glauben::V,,верить
1014,bemerken::V,,заметить
1015,erkennen::V,,узнать
1016,begreifen::V,,понять
1017,begreifen::V,,постичь
1018,verstehen::V,,услышать
1019,lernen::V,,учиться
1020,wissen::V,,знать
1021,sich erinnern an::V,,вспомнить
