,Concept_ID,cy,el
162,Feder::N,plufyn,φτερό
163,Fell::N,ffwr,δέρμα
164,Fell::N,ffwr,τομάρι
165,Flügel::N,adain,πτερύγιο
166,Klaue::N,crafanc,κουλό
167,Kralle::N,ewin,νύχι
168,Schwanz::N,cwt,ουρά
169,Schwanz::N,cynffon,ουρά
170,Ei::N,wy,αβγό
171,Nest::N,nyth,φωλιά
172,Bau::N,ffau,φωλιά
173,Tier::N,anifail,ζώο
174,Herde::N,praidd,κοπάδι
175,Herde::N,diadell,κοπάδι
176,Kuh::N,buwch,αγελάδα
177,Bulle::N,tarw,ταύρος
178,Pferd::N,ceffyl,άλογο
179,Schaf::N,dafad,πρόβατο
180,Schwein::N,mochyn,γουρούνι
181,Hund::N,ci,σκυλί
182,Hund::N,ci,σκύλος
183,Katze::N,cath,γάτα
184,Bär::N,arth,άρκτος
185,Bär::N,arth,αρκούδα
186,Eichhörnchen::N,gwiwer,βερβερίτσα
187,Elch::N,elc,άλκη
188,Fuchs::N,cadno,αλεπού
189,Hase::N,ysgyfarnog,λαγός
190,Maus::N,llygoden,ποντικός
191,Wolf::N,blaidd,λύκος
192,Vogel::N,aderyn,πουλί
193,Schwarm::N,haid,σμήνος
194,Huhn::N,cyw,κότα
195,Huhn::N,cyw,όρνιθα
196,Hahn::N,ceiliog,πετεινός
197,Gans::N,gŵydd,χήνα
198,Adler::N,eryr,αετός
199,Ente::N,hwyad,πάπια
200,Eule::N,tylluan,κουκουβάγια
201,Kranich::N,garan,γερανός
202,Kranich::N,crychydd,γερανός
203,Krähe::N,brân,καρακάξα
204,Kuckuck::N,cog,κούκος
205,Kuckuck::N,cwcw,κούκος
206,Schwan::N,alarch,κύκνος
207,Fisch::N,pysgod,ψάρι
208,Barsch::N,draenog,πέρκα
209,Hecht::N,penhwyad,λούτσος
210,Schlange[Tier]::N,neidr,φίδι
211,Wurm::N,abwydyn,σκουλήκι
212,Wurm::N,pryf genwair,σκουλήκι
213,Spinne::N,cor,αράχνη
214,Spinne::N,pryf copyn,αράχνη
215,Ameise::N,morgrugyn,μυρμήγκι
216,Laus::N,lleuen,ψείρα
217,Mücke::N,gwybedyn,κουνούπι
218,Fliege::N,cleren,μύγα
219,Schmetterling::N,glöyn byw,πεταλούδα
220,Schmetterling::N,iâr fach yr haf,πεταλούδα
221,Beere::N,aeronen,ρόγα
222,Apfel::N,afal,μήλο
223,Pilz::N,madarch,μανιτάρι
224,Zwiebel::N,nionyn,κρεμμύδι
225,Zwiebel::N,winwnsyn,κρεμμύδι
226,Saat::N,had,σπόρος
227,Korn::N,grawn,σπυρί
228,Heu::N,gwair,σανός
229,Schale::N,croen,τσόφλι
230,Schale::N,plisgyn,τσόφλι
231,Grube::N,pwll,λάκκος
232,Grube::N,pydew,λάκκος
233,Falle::N,magl,παγίδα
234,Schlinge::N,cwlwm rhedeg,θηλειά
235,Spur::N,ôl,ίχνος
236,Asche::N,lludw,στάχτη
237,Dreck::N,baw,βρωμιά
238,Dreck::N,budreddi,βρωμιά
239,Eisen::N,haearn,σίδερο
240,Gold::N,aur,μάλαμα
241,Gold::N,aur,χρυσάφι
242,Silber::N,arian,ασήμι
243,Silber::N,arian,άργυρος
244,Kohle::N,glo,κάρβουνο
245,Glas::N,gwydr,γυαλί
246,Lehm::N,clai,πηλός
247,Sand::N,tywod,άμμος
248,Mensch::N,dyn,άνθρωπος
249,Mann::N,dyn,άνδρας
250,Frau::N,merch,γυναίκα
251,Frau::N,gwraig,γυναίκα
252,Kind::N,plentyn,παιδί
253,Junge::N,hogyn,αγόρι
254,Junge::N,bachgen,αγόρι
255,Mädchen::N,merch,κοπέλα
256,Mädchen::N,merch,κορίτσι
257,Mädchen::N,geneth,κοπέλα
258,Mädchen::N,geneth,κορίτσι
259,Familie::N,teulu,οικογένεια
260,Familie::N,tylwyth,οικογένεια
261,Großvater::N,taid,παππούς
262,Großvater::N,tad-cu,παππούς
263,Großmutter::N,nain,γιαγιά
264,Großmutter::N,mam-gu,γιαγιά
265,Eltern::N,rhieni,γονείς
266,Vater::N,tad,πατέρας
267,Mutter::N,mam,μητέρα
268,Sohn::N,mab,γιος
269,Tochter::N,merch,κόρη
270,Bruder::N,brawd,αδελφός
271,Schwester::N,chwaer,αδελφή
272,Onkel::N,ewythr,θείος
273,Tante::N,modryb,θεία
274,Ehemann::N,gŵr,σύζυγος
275,Ehefrau::N,gwraig,σύζυγος
276,Freude::N,gorfoledd,χαρά
277,Gelächter::N,chwerthin,γέλια
278,Glück::N,hapusrwydd,ευτυχία
279,Kummer::N,galar,έγνοια
280,Wunsch::N,dymuniad,επιθυμία
281,Lust::N,chwant,όρεξη
282,Geist::N,ysbryd,πνέυμα
283,Gedanke::N,meddwl,σκέψη
284,Gedächtnis::N,cof,μνήμη
285,Verstand::N,meddwl,νους
286,Sinn::N,ystyr,νόημα
287,Grund::N,achos,λόγος
288,Grund::N,rheswm,λόγος
289,Wahrheit::N,gwir,αλήθεια
290,Wahrheit::N,gwirionedd,αλήθεια
291,Gespräch::N,sgwrs,συνομιλία
292,Märchen::N,chwedl werin,παραμύθι
293,Erzählung::N,stori,διήγημα
294,Nachricht::N,neges,είδηση
295,Neuigkeit::N,newydd,νέο
296,Name::N,enw,όνομα
297,Rätsel::N,pos,αίνιγμα
298,Rede::N,araith,λόγος
299,Rede::N,araith,ομιλία
300,Sprache::N,iaith,γλώσσα
301,Stimme::N,llais,φωνή
302,Wort::N,gair,λέξη
303,Zeichen::N,arwydd,σημείο
304,Ruf::N,galwad,κραυγή
305,Lärm::N,trwst,θόρυβος
306,Laut::N,sain,ήχος
307,Ton::N,tôn,ήχος
308,Ton::N,tôn,τόνος
309,Lied::N,cân,τραγούδι
310,Ruhe::N,tawelwch,ησυχία
311,Leute::N,pobl,κόσμος
312,Leute::N,pobl,άνθρωποι
313,Volk::N,pobl,λαός
314,Arbeit::N,gwaith,εργασία
315,Gast::N,gwestai,επισκέπτης
316,Geschenk::N,rhodd,δώρο
317,Geschenk::N,anrheg,δώρο
318,Spiel::N,chwarae,παιχνίδι
319,Gesellschaft::N,cwmni,κοινωνία
320,Hilfe::N,cymorth,βοήθεια
321,Freund::N,cyfaill,φίλος
322,Kamerad::N,cydymaith,σύντροφος
323,Angelegenheit::N,pwnc,υπόθεση
324,Anzahl::N,cyfrif,αριθμός
325,Art::N,bath,είδος
326,Stück::N,darn,κομμάτι
327,Teil::N,rhan,μέρος
328,Hälfte::N,hanner,μισό
329,Kreis::N,cylch,κύκλος
330,Kreuz::N,croes,σταυρός
331,Linie::N,llinell,γραμμή
332,Strich::N,strôc,γραμμή
333,Strich::N,trawiad,γραμμή
334,Abstand::N,bwlch,απόσταση
335,Abstand::N,pellter,απόσταση
336,Entfernung::N,pellter,απόσταση
337,Gegend::N,cylch,περιοχή
338,Gegend::N,cylch,τοποθεσία
339,Platz::N,lle,χώρος
340,Ort::N,lle,τόπος
341,Seite::N,ochr,πλευρά
342,Mitte::N,canol,μέση
343,Gegenstand::N,eitem,αντικείμενο
344,Sache::N,peth,πράγμα
345,Rand::N,cwr,άκρη
346,Rand::N,cwr,χείλος
347,Rand::N,ymyl,άκρη
348,Rand::N,ymyl,χείλος
349,Kante::N,min,άκρη
350,Kante::N,ymyl,άκρη
351,Ecke::N,cornel,γωνιά
352,Spitze::N,blaen,μύτη
353,Ende::N,pen,άκρη
354,Loch::N,twll,τρύπα
355,Winkel::N,congl,γωνία
356,Muster::N,patrwm,σχέδιο
357,Größe::N,maint,μέγεθος
358,Größe::N,maintioli,μέγεθος
359,Länge::N,hyd,μήκος
360,Höhe::N,uchder,ύψος
361,Gewicht::N,pwysau,βάρος
362,Menge::N,swm,ποσότητα
363,Menge::N,maint,ποσότητα
364,Haufen::N,pentwr,σωρός
365,Reihe::N,rhes,αράδα
366,Boot::N,cwch,βάρκα
367,Ruder::N,rhwyf,κουπί
368,Schlitten::N,sled,έλκηθρο
369,Schlitten::N,car llusg,έλκηθρο
370,Ski::N,sgi,σκι
371,Lagerfeuer::N,coelcerth,φωτιά
372,Last::N,llwyth,φορτίο
373,Gang::N,tro,δρόμος
374,Schritt::N,cam,βήμα
375,Norden::N,gogledd,βορράς
376,Süden::N,de,νότος
377,Westen::N,gorllewin,δύση
378,Osten::N,dwyrain,ανατολή
379,Holz::N,pren,ξύλο
380,Brett::N,bwrdd,σανίδι
381,Brett::N,astell,σανίδι
382,Platte::N,llech,πλάκα
383,Stütze::N,ateg,στήριγμα
384,Stütze::N,cynhalydd,στήριγμα
385,Stange::N,polyn,ραβδί
386,Stange::N,polyn,κοντός
387,Stock::N,ffon,ξύλο
388,Stock::N,ffon,μπαστούνι
389,Stock::N,brigyn,ξύλο
390,Stock::N,brigyn,μπαστούνι
391,Stab::N,ffon,ραβδί
392,Rohr::N,pibell,σωλήνας
393,Haus::N,tŷ,σπίτι
394,Heim::N,cartref,σπίτι
395,Ofen::N,stof,σόμπα
396,Ofen::N,stof,θερμάστρα
397,Fußboden::N,llawr,πάτωμα
398,Tisch::N,bwrdd,τραπέζι
399,Stuhl::N,cadair,καρέκλα
400,Wiege::N,crud,κούνια
401,Bett::N,gwely,κρεβάτι
402,Regal::N,silff,ράφι
403,Kiste::N,bocs,κιβώτιο
404,Kiste::N,blwch,κιβώτιο
405,Fenster::N,ffenestr,παράθυρο
406,Tür::N,drws,πόρτα
407,Tor::N,porth,πύλη
408,Zaun::N,ffens,φράχτης
409,Dach::N,to,στέγη
410,Leiter::N,ysgol,σκάλα
411,Leiter::N,ysgol,κλίμακα
412,Besen::N,ysgub,σκούπα
413,Spaten::N,rhaw,φτυάρι
414,Schaufel::N,rhaw,φτυάρι
415,Gabel::N,fforc,πιρούνι
416,Löffel::N,llwy,κουτάλι
417,Messer::N,cyllell,μαχαίρι
418,Nagel::N,hoel,καρφί
419,Netz::N,gwe,δίχτυ
420,Netz::N,rhwyd,δίχτυ
421,Haken::N,bach,γάντζος
422,Haken::N,bach,αγκίστρι
423,Griff::N,carn,λαβή
424,Schloss::N,clo,κλειδαριά
425,Bild::N,llun,εικόνα
426,Bild::N,pictiwr,εικόνα
427,Figur::N,ffigur,ανάστημα
428,Puppe::N,dol,κούκλα
429,Beutel::N,cwd,πουγγί
430,Bündel::N,bwndel,δεμάτι
431,Bündel::N,coflaid,δεμάτι
432,Tasche::N,cod,τσάντα
433,Eimer::N,bwced,κουβάς
434,Eimer::N,cunnog,κουβάς
435,Deckel::N,caead,καπάκι
436,Geschirr::N,llestri,σκεύη
437,Sack::N,sach,σάκος
438,Tasse::N,cwpan,φλιτζάνι
439,Topf::N,pot,χύτρα
440,Topf::N,crochan,χύτρα
441,Kessel::N,tegell,καζάνι
442,Essen::N,pryd o fwyd,φαγητό
443,Nahrung::N,bwyd,τροφή
444,Speise::N,saig,φαγητό
445,Fleisch::N,cig,κρέας
446,Getreide::N,ŷd,σιτάρι
447,Getreide::N,llafur,σιτάρι
448,Brei::N,uwd,χυλός
449,Brot::N,bara,ψωμί
450,Brot::N,bara,άρτος
451,Scheibe::N,tafell,φέτα
452,Fett::N,saim,πάχος
453,Fett::N,braster,πάχος
454,Butter::N,ymenyn,βούτυρο
455,Öl::N,olew,λάδι
456,Salz::N,halen,αλάτι
457,Suppe::N,cawl,σούπα
458,Honig::N,mêl,μέλι
459,Milch::N,llaeth,γάλα
460,Milch::N,llefrith,γάλα
461,Tee::N,te,τσάι
462,Leder::N,lledr,πετσί
463,Wolle::N,gwlân,μαλλί
464,Stoff::N,lliain,ύφασμα
465,Stoff::N,brethyn,ύφασμα
466,Nadel::N,nodwydd,βελόνα
467,Faden::N,edau,κλωστή
468,Faden::N,edefyn,κλωστή
469,Knopf::N,botwm,κουμπί
470,Knoten::N,cwlwm,κόμπος
471,Farbe::N,paent,μπογιά
472,Kleidung::N,dillad,ρούχα
473,Kleidung::N,dillad,ενδυμασία
474,Kleidung::N,gwisgoedd,ρούχα
475,Kleidung::N,gwisgoedd,ενδυμασία
476,Hemd::N,crys,πουκάμισο
477,Kragen::N,coler,κολάρο
478,Ärmel::N,llawes,μανίκι
479,Hose::N,trowsus,πανταλόνι
480,Gürtel::N,gwregys,ζώνη
481,Mütze::N,cap,σκούφος
482,Schuh::N,esgid,παπούτσι
483,Stiefel::N,botasen,μπότα
484,Ring::N,modrwy,δαχτυλίδι
485,Band::N,rhuban,κορδέλα
486,Kamm::N,crib,χτένα
487,Spiegel::N,drych,καθρέφτης
488,Riemen::N,strap,λουρί
489,Schnur::N,llinyn,κορδόνι
490,Leine::N,tennyn,σχοινί
491,Decke::N,blanced,κουβέρτα
492,Decke::N,gwrthban,κουβέρτα
493,Kissen::N,clustog,μαξιλάρι
494,Kissen::N,gobennydd,μαξιλάρι
495,Tuch::N,sgarff,πανί
496,Tuch::N,sgarff,μαντήλι
497,Handtuch::N,tywel,πετσέτα
498,Handtuch::N,lliain sychu,πετσέτα
499,Kraft::N,grym,δύναμη
500,Stärke::N,nerth,ισχύς
501,Stärke::N,nerth,δύναμη
502,Stärke::N,cryfder,ισχύς
503,Stärke::N,cryfder,δύναμη
504,Gesundheit::N,iechyd,υγεία
505,Krankheit::N,afiechyd,αρρώστια
506,Krankheit::N,anhwylder,αρρώστια
507,Schmerz::N,poen,πόνος
508,Schmerz::N,gwayw,πόνος
509,Wunde::N,clwyf,πληγή
510,Fieber::N,twymyn,πυρετός
511,Arznei::N,meddyginiaeth,φάρμακο
512,Brücke::N,pont,γέφυρα
513,Brunnen::N,ffynnon,πηγάδι
514,Weide::N,porfa,βοσκή
515,Pfad::N,llwybr,μονοπάτι
516,Weg::N,ffordd,δρόμος
517,Straße::N,heol,οδός
518,Straße::N,heol,δρόμος
519,Straße::N,ffordd,οδός
520,Straße::N,ffordd,δρόμος
521,Dorf::N,pentref,χωριό
522,Stadt::N,tref,πόλη
523,Brief::N,llythyr,γράμμα
524,Brief::N,llythyr,επιστολή
525,Buch::N,llyfr,βιβλίο
526,Buchstabe::N,llythyren,γράμμα
527,Zeitung::N,papur newydd,εφημερίδα
528,Leben::N,bywyd,ζωή
529,Leben::N,bywyd,βίος
530,Tod::N,marwolaeth,θάνατος
531,Grab::N,bedd,τάφος
532,Kirche::N,eglwys,εκκλησία
533,Sünde::N,pechod,αμαρτία
534,Gott::N,duw,θεός
535,Arbeiter::N,gweithiwr,εργάτης
536,Chef::N,pennaeth,προϊστάμενος
537,Meister::N,meistr,μάστορας
538,Meister::N,meistr,αρχιτεχνίτης
539,Arzt::N,meddyg,γιατρός
540,Lehrer::N,athro,δάσκαλος
541,Geld::N,pres,λεφτά
542,Geld::N,pres,χρήματα
543,Geld::N,arian,λεφτά
544,Geld::N,arian,χρήματα
545,Geschäft::N,busnes,συναλλαγή
546,Laden::N,siop,μαγαζί
547,Laden::N,siop,κατάστημα
548,Preis::N,pris,τιμή
549,Ware::N,nwydd,εμπόρευμα
550,Nutzen::N,elw,όφελος
551,Nutzen::N,budd,όφελος
552,Reichtum::N,cyfoeth,πλούτος
553,Welt::N,byd,κόσμος
554,Land::N,gwlad,χώρα
555,Staat::N,gwladwriaeth,κράτος
556,Staat::N,gwladwriaeth,πολιτεία
557,König::N,brenin,βασιλιάς
558,Macht::N,grym,εξουσία
559,Macht::N,awdurdod,εξουσία
560,Grenze::N,ffin,σύνορα
561,Grenze::N,goror,σύνορα
562,Krieg::N,rhyfel,πόλεμος
563,Feind::N,gelyn,εχθρός
564,Gewalt::N,ffyrnigrwydd,βία
565,Kampf::N,brwydr,αγώνας
566,Bogen[Waffe]::N,bwa,τόξο
567,Pfeil::N,saeth,σαΐτα
568,Gewehr::N,dryll,τουφέκι
569,Fehler::N,gwall,λάθος
570,Fehler::N,gwall,σφάλμα
571,Fehler::N,camgymeriad,λάθος
572,Fehler::N,camgymeriad,σφάλμα
573,Lüge::N,celwydd,ψέμα
574,Lüge::N,celwydd,ψεύδος
575,Lüge::N,anwiredd,ψέμα
576,Lüge::N,anwiredd,ψεύδος
577,Schaden::N,niwed,ζημία
578,Schaden::N,difrod,ζημία
579,Unglück::N,anffawd,δυστυχία
580,Schuld::N,bai,ενοχή
581,Schuld::N,bai,φταίξιμο
582,Alter::N,oed,ηλικία
583,Schluss::N,diwedd,τέλος
584,Zeit::N,amser,χρόνος
585,Tag::N,dydd,μέρα
586,Tag::N,dydd,ημέρα
587,Tag::N,diwrnod,μέρα
588,Tag::N,diwrnod,ημέρα
589,Morgen::N,bore,πρωί
590,Mittag::N,nawn,μεσημέρι
591,Abend::N,noswaith,βράδυ
592,Nacht::N,nos,νύχτα
593,Woche::N,wythnos,εβδομάδα
594,Monat::N,mis,μήνας
595,Jahr::N,blwyddyn,έτος
596,Jahr::N,blwyddyn,χρόνος
597,Frühling::N,gwanwyn,άνοιξη
598,Sommer::N,haf,καλοκαίρι
599,Herbst::N,hydref,φθινόπωρο
600,Winter::N,gaeaf,χειμώνας
601,Januar::N,Ionawr,Ιανουάριος
602,Februar::N,Chwefror,Φεβρουάριος
603,März::N,Mawrth,Μάρτιος
604,April::N,Ebrill,Απρίλιος
605,Mai::N,Mai,Μάιος
606,Juni::N,Mehefin,Ιούνιος
607,Juli::N,Gorffennaf,Ιούλιος
608,August::N,Awst,Αύγουστος
609,September::N,Medi,Σεπτέμβριος
610,Oktober::N,Hydref,Οκτώβριος
611,November::N,Tachwedd,Νοέμβριος
612,Dezember::N,Rhagfyr,Δεκέμβριος
613,Montag::N,dydd Llun,Δευτέρα
614,Dienstag::N,dydd Mawrth,Τρίτη
615,Mittwoch::N,dydd Mercher,Τετάρτη
616,Donnerstag::N,dydd Iau,Πέμπτη
617,Freitag::N,dydd Gwener,Παρασκευή
618,Samstag::N,dydd Sadwrn,Σάββατο
619,Sonntag::N,dydd Sul,Κυριακή
620,groß::A,mawr,μεγάλος
621,klein::A,bach,μικρός
622,lang::A,hir,μακρύς
623,kurz::A,byr,κοντός
624,kurz::A,cwta,κοντός
625,breit::A,llydan,φαρδύς
626,schmal::A,cul,στενός
627,dicht::A,dwys,πυκνός
628,dick[Gegenstand]::A,trwchus,παχύς
629,dick[Gegenstand]::A,trwchus,χοντρός
630,dünn::A,tenau,ψιλός
631,dünn::A,tenau,λεπτός
632,fein::A,main,ψιλός
633,fest::A,cadarn,στερεός
634,flach::A,gwastad,επίπεδος
635,glatt::A,llyfn,λείος
636,glatt::A,llyfn,ομαλός
637,hart::A,caled,σκληρός
638,weich::A,meddal,μαλακός
639,rund::A,crwn,στρογγυλός
640,spitz::A,pigfain,μυτερός
641,scharf::A,miniog,κοφτερός
642,stumpf::A,pŵl,αμβλύς
643,schwer::A,trwm,βαρύς
644,schön::A,teg,ωραίος
645,schön::A,teg,όμορφος
646,schön::A,hardd,ωραίος
647,schön::A,hardd,όμορφος
648,schön::A,prydferth,ωραίος
649,schön::A,prydferth,όμορφος
650,heiß::A,poeth,ζεστός
651,warm::A,twym,θερμός
652,warm::A,cynnes,θερμός
653,kalt::A,oer,κρύος
654,kalt::A,oer,ψυχρός
655,kühl::A,oeraidd,δροσερός
656,frisch::A,iach,νωπός
657,frisch::A,iach,φρέσκος
658,feucht::A,llaith,υγρός
659,nass::A,gwlyb,βρεγμένος
660,trocken::A,sych,ξηρός
661,trocken::A,sych,στεγνός
662,voll::A,llawn,γεμάτος
663,leer::A,gwag,άδειος
664,offen::A,agored,ανοιχτός
665,geschlossen::A,caead,κλειστός
666,geschlossen::A,caeëdig,κλειστός
667,sauber::A,glân,καθαρός
668,schmutzig::A,budr,βρώμικος
669,schmutzig::A,budr,λερωμένος
670,schmutzig::A,brwnt,βρώμικος
671,schmutzig::A,brwnt,λερωμένος
672,roh::A,amrwd,ωμός
673,reif::A,aeddfed,ώριμος
674,lecker::A,blasus,νόστιμος
675,lecker::A,danteithiol,νόστιμος
676,süß::A,melys,γλυκός
677,bitter::A,chwerw,πικρός
678,sauer::A,sur,ξινός
679,hell::A,disglair,φωτεινός
680,dunkel::A,tywyll,σκοτεινός
681,schwarz::A,du,μαύρος
682,schwarz::A,du,μελανός
683,weiß::A,gwyn,άσπρος
684,rot::A,coch,κόκκινος
685,gelb::A,melyn,κίτρινος
686,blau::A,glas,μπλε
687,blau::A,glas,γαλανός
688,grün::A,gwyrdd,πράσινος
689,grau::A,llwyd,γκρίζος
690,bunt::A,lliwgar,ποικιλόχρωπος
691,billig::A,rhad,φτηνός
692,teuer::A,drud,ακριβός
693,wertvoll::A,gwerthfawr,πολύτιμος
694,blind::A,dall,τυφλός
695,taub::A,byddar,κουφός
696,kräftig::A,nerthol,δυνατός
697,kräftig::A,grymus,δυνατός
698,stark::A,cryf,γερός
699,stark::A,cadarn,γερός
700,schwach::A,gwan,αδύνατος
701,fett::A,tew,παχύς
702,schlank::A,main,λεπτός
703,schlank::A,main,λυγερός
704,hübsch::A,tlws,όμορφος
705,hübsch::A,tlws,χαριτωμένος
706,böse::A,drwg,κακός
707,dumm::A,twp,κουτός
708,dumm::A,twp,ανόητος
709,faul::A,diog,τεμπέλης
710,fleißig::A,dyfal,εργατικός
711,geizig::A,crintach,τσιγγούνης
712,geizig::A,cybyddlyd,τσιγγούνης
713,klug::A,deallus,έξυπνος
714,geschickt::A,medrus,επιδέξιος
715,geschickt::A,deheuig,επιδέξιος
716,lieb::A,hoff,φίλος
717,lieb::A,hoff,αγαπητός
718,lieb::A,annwyl,φίλος
719,lieb::A,annwyl,αγαπητός
720,lustig::A,llon,εύθυμος
721,lustig::A,llon,χαρούμενος
722,sanft::A,mwyn,ήπιος
723,hungrig::A,newynog,πεινασμένος
724,krank::A,sâl,άρρωστος
